"","Word","CelS","Fdif","Vf","Dent","Ient","NsyS","NsyC","Len","Ncou","Bigr","InBi","spelV","spelN","phonV","phonN","friendsV","friendsN","ffV","ffN","fbV","fbN","ffNonzero","NVratio"
"717","plank",4.1108739,1.731328,1.7917595,0.66476,1.01539,1.7917595,1.3862944,5,7,8.92918,11.92678,22,5.749393,25,5.7651911,22,5.749393,0,0,1.3862944,1.7917595,0,4.844187086
"718","chord",3.7612001,1.381654,0.6931472,0,0.99679,1.6094379,1.6094379,5,1,9.14887,12.67433,6,6.0210233,20,6.2383246,5,4.9272537,0.6931472,5.6167711,2.7725887,5.926926,1,4.510859507
"719","clove",3.0445224,1.070441,0.6931472,0,0.99836,1.6094379,1.7917595,5,3,8.850111,11.29955,17,6.3595739,13,4.7004804,12,4.6913479,1.7917595,6.1527327,0.6931472,0.6931472,1,3.663561646
"720","chore",4.0073332,1.340105,0.6931472,0,0.94861,0.6931472,0,5,4,9.482125,12.67433,20,7.8709296,38,9.7758246,20,7.8709296,0,0,2.944439,9.6147382,0,4.997212274
"721","valve",4.4773368,1.404643,1.9459101,0.68781,0.9832,1.3862944,3.4339872,5,4,8.384099,10.87098,4,1.9459101,1,1.3862944,1,1.3862944,1.3862944,1.3862944,0,0,1,5.023880521
"722","bell",6.2304814,0.3344271,3.1780538,0.92956,0.91697,2.1972246,4.0775374,4,12,8.67225,12.85978,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,3.906675399
"723","yolk",3.871201,0.5108256,0.6931472,0,0.83512,0.6931472,1.3862944,4,0,7.788148,12.18982,2,3.5835189,19,5.8141305,2,3.5835189,0,0,2.8903718,5.7037825,0,4.17438727
"724","mouse",4.9904326,-0.3509443,2.3025851,0.46374,1.02438,1.6094379,3.8066625,5,6,9.260116,12.23054,9,6.415097,6,6.40688,6,6.40688,1.3862944,1.7917595,0,0,1,5.108971195
"725","plant",7.1724246,1.112367,2.5649494,0.71776,1.64983,2.3025851,5.4764636,5,2,9.255214,11.92678,11,6.25575,11,5.3565863,10,5.2470241,0.6931472,5.805135,0.6931472,3.1354942,1,1.392766876
"726","breast",6.652863,1.311486,2.8903718,0.74667,1.03348,1.9459101,2.5649494,6,0,9.757664,10.9819,6,6.3117348,18,6.973543,1,2.4849066,1.7917595,6.2915691,2.8903718,6.96319,1,4.997962743
"727","child",8.9419379,2.108044,2.8903718,0.50662,0.96752,1.7917595,2.8332133,5,1,9.161136,12.67433,4,5.6524892,9,6.025866,3,5.6489742,0.6931472,0.6931472,1.9459101,4.8751973,1,9.872512748
"728","broth",3.4965076,0.6061358,0.6931472,0,0.50326,1.0986123,1.7917595,5,3,9.237002,10.9819,12,6.658011,7,3.8918203,7,3.8918203,1.7917595,6.5944135,0,0,1,3.610917913
"729","belt",5.9427994,-0.1088191,2.3978953,0.35076,0.94243,2.3025851,3.1354942,4,7,8.356115,12.85978,10,5.9989366,13,6.056784,10,5.9989366,0,0,1.3862944,3.2188758,0,2.845739604
"730","sweat",6.2499752,1.472534,2.0794415,1.2597,1.20283,1.7917595,2.3025851,5,2,8.996316,9.8176,18,7.024649,18,7.7523352,2,4.1896547,2.8332133,6.9650803,2.8332133,7.7240047,1,0.412109651
"731","sphinx",2.7725887,1.491655,0.6931472,0,0.33729,1.0986123,1.3862944,6,0,8.833617,11.50982,3,1.0986123,10,4.0775374,3,1.0986123,0,0,2.0794415,4.0430513,0,2.833213344
"732","brunt",3.5263605,1.552279,0.6931472,0,0,0.6931472,0,5,2,8.744182,10.9819,9,3.3672958,10,5.5214609,9,3.3672958,0,0,0.6931472,5.4026774,0,3.526360525
"733","square",7.4103471,0.4156804,2.8332133,0.37683,0.88782,2.8903718,3.6635616,6,1,9.008365,8.66112,21,8.51037,40,8.9438978,20,6.3508857,0.6931472,8.3879953,3.0445224,8.8662996,1,1.420128434
"734","switch",6.2690963,-0.5090058,2.4849066,0.49117,1.74183,2.6390573,2.5649494,6,3,9.056901,9.8176,11,4.634729,14,8.2273755,11,4.634729,0,0,1.3862944,8.199739,0,-0.68931331
"735","rung",4.9052748,-1.288314,0.6931472,0,0.64026,1.0986123,0,4,5,8.283993,11.08883,14,5.2832037,16,6.424869,14,5.2832037,0,0,1.0986123,6.0426328,0,3.988984047
"736","front",8.4314174,0.4497525,2.944439,0.46149,0.20082,2.5649494,2.9957323,5,2,9.284714,11.69309,3,5.4116461,10,5.5214609,1,5.4026774,1.0986123,1.0986123,2.3025851,3.3672958,1,4.570242945
"737","frill",2.3978953,-0.674798,1.6094379,1.53605,0.96124,0.6931472,0,5,4,9.061901,11.69309,28,8.1928471,31,8.1942293,28,8.1928471,0,0,1.3862944,1.7917595,0,3.295836866
"738","chef",3.8918203,-0.9726325,0.6931472,0,0.72193,0.6931472,0,4,3,8.679964,12.67433,2,2.3025851,5,4.5325995,2,2.3025851,0,0,1.3862944,4.4308168,0,4.110873864
"739","steed",3.0445224,0.3772942,0.6931472,0,0.2762,0.6931472,0,5,5,9.509524,13.30069,16,6.5191473,24,6.7604147,16,6.5191473,0,0,2.1972246,5.2257467,0,3.091042453
"740","stead",3.988984,1.321756,1.7917595,1.68012,0,0.6931472,0,5,4,9.44836,13.30069,14,6.9744789,24,8.1324127,9,6.787845,1.7917595,5.2094862,2.7725887,7.830823,1,3.988984047
"741","vote",6.8606637,0.7757088,1.7917595,0.56255,1.76261,2.3978953,2.1972246,4,6,7.963453,10.40408,10,5.9964521,23,6.3733198,10,5.9964521,0,0,2.6390573,5.2203558,0,-0.121423375
"742","brink",4.6821312,2.70805,1.3862944,0.39954,0.07584,1.3862944,0,5,6,8.919965,10.9819,19,6.4661447,21,6.4815771,19,6.4661447,0,0,1.0986123,2.3978953,0,4.691347882
"743","chum",4.0775374,1.697991,1.3862944,0.28908,0.93795,0.6931472,0.6931472,4,3,7.970018,12.67433,15,4.5951199,23,8.817594,15,4.5951199,0,0,2.1972246,8.8029735,0,2.154664963
"744","rope",6.3368257,1.797795,2.7725887,0.41167,0.99381,1.0986123,2.8903718,4,15,8.323912,12.87114,13,5.7235851,15,5.7930136,13,5.7235851,0,0,1.0986123,3.1354942,0,3.059377539
"745","fame",5.170484,2.503256,2.1972246,0.77506,0,1.0986123,0.6931472,4,13,8.341576,11.54842,12,7.5522373,15,7.6207051,12,7.5522373,0,0,1.3862944,4.9126549,0,5.170483995
"746","chin",6.1268692,1.290587,1.7917595,0.1014,0.33377,1.0986123,1.7917595,4,6,8.928233,12.67433,17,9.9884259,20,10.0963781,17,9.9884259,0,0,1.3862944,7.8172228,0,6.190315406
"747","web",4.6539604,1.427116,1.7917595,0.8967,0.62181,2.1972246,2.3025851,3,4,7.14904,12.52566,4,1.9459101,5,2.0794415,3,0,0,0,0.6931472,0.6931472,0,4.812184355
"748","steel",6.6631327,1.356847,2.1972246,0.48263,0.13546,1.6094379,3.9702919,5,4,9.395421,13.30069,10,5.8435444,23,6.313548,10,5.8435444,0,0,2.6390573,5.3375381,0,2.724244887
"749","steak",4.9904326,-0.6849504,1.3862944,0.2255,0.88304,0.6931472,3.1354942,5,5,9.26947,13.30069,16,5.6629605,22,7.4730691,2,4.5951199,2.7080502,5.2470241,3.0445224,7.415777,1,5.347107531
"750","chance",7.8716927,0.7102258,2.0794415,0.07152,0.74986,2.0794415,2.0794415,6,2,9.813169,12.67433,7,5.6167711,9,5.6524892,7,5.6167711,0,0,1.0986123,2.3978953,0,4.70372186
"751","trance",4.5325995,1.865371,1.0986123,0.93832,0.40218,1.0986123,1.0986123,6,1,9.823406,12.29809,7,5.6167711,9,5.6524892,7,5.6167711,0,0,1.0986123,2.3978953,0,4.615120517
"752","runt",2.3025851,1.021651,0.6931472,0,0.469,0.6931472,0,4,7,8.245458,11.08883,9,3.3672958,10,5.5214609,9,3.3672958,0,0,0.6931472,5.4026774,0,2.397895273
"753","steam",5.7838252,0.6962288,2.7725887,1.36902,1.31455,2.0794415,2.944439,5,3,9.344627,13.30069,11,5.6454469,15,6.3985949,10,5.6454469,0.6931472,0,1.7917595,5.7651911,0,0.496211585
"754","zinc",4.2904594,1.910913,0.6931472,0,0,0.6931472,2.3978953,4,1,7.12429,8.76483,1,2.3978953,21,6.4815771,1,2.3978953,0,0,3.0445224,6.4661447,0,4.290459441
"755","wad",3.8286414,0.6017974,1.3862944,0.10929,1.19282,1.3862944,0,3,14,7.862491,12.79014,19,8.6050209,16,6.0614569,2,2.944439,2.8332133,8.6017181,2.6390573,6.0185932,1,2.197224577
"756","nail",5.3798974,-0.09069123,2.7080502,1.30402,1.4961,2.3025851,2.7725887,4,10,8.260085,11.82302,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,1.368436744
"757","jail",6.274762,2.103456,1.7917595,0.58412,0.81921,0.6931472,1.0986123,4,10,7.382789,8.49433,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,2.32028467
"758","bail",5.236442,2.163749,1.9459101,0.6021,0.62742,1.0986123,1.3862944,4,12,8.315157,11.48169,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,1.092303119
"759","wig",4.7957905,0.2567602,1.9459101,0.56107,1.00972,1.0986123,0.6931472,3,12,7.663716,12.40131,16,6.1903154,15,6.1882641,14,6.1862086,0.6931472,0.6931472,0,0,1,5.484796933
"760","rind",3.0910425,0.2006707,0.6931472,0,0.94566,1.0986123,1.6094379,4,10,8.907339,12.78563,9,7.0561753,16,7.0613344,8,7.0003345,0.6931472,4.1588831,2.1972246,4.2484952,1,3.526360525
"761","vine",3.8501476,0.9597758,1.6094379,1.4029,0.97876,0.6931472,4.1896547,4,16,8.398027,11.74872,20,6.5820251,23,6.7262334,20,6.5820251,0,0,1.3862944,4.7273878,0,4.718498871
"762","steer",4.4998097,1.272966,2.0794415,0.14434,1.77054,1.7917595,0.6931472,5,5,9.585228,13.30069,12,4.574711,36,7.8248457,12,4.574711,0,0,3.2188758,7.7857209,0,-2.020601042
"763","zing",2.3978953,-0.8289487,0.6931472,0,0,1.0986123,0,4,8,7.331683,8.76483,19,6.7742239,19,6.7742239,19,6.7742239,0,0,0,0,0,2.397895273
"764","ring",7.0808679,-0.8438557,3.2958369,0.48983,2.06317,2.7725887,3.8918203,4,10,8.869445,12.78563,19,6.7742239,19,6.7742239,18,6.7190132,0,0,0,0,0,-0.614631534
"765","fair",7.331715,-0.2699872,2.7725887,1.70301,0.37649,2.8332133,2.1972246,4,5,8.270849,11.54842,8,6.4118183,40,8.9438978,8,6.4118183,0,0,3.4965076,8.8612083,0,5.192956851
"766","volt",2.1972246,-2.174752,1.0986123,0.81404,0.50326,0.6931472,0.6931472,4,4,7.509529,10.40408,6,3.4965076,7,3.4965076,6,3.4965076,0,0,0.6931472,0,0,4.290459441
"767","rink",3.0445224,0.1541507,1.3862944,0.49715,0.4395,0.6931472,1.6094379,4,12,8.450538,12.78563,19,6.4661447,21,6.4815771,19,6.4661447,0,0,1.0986123,2.3978953,0,3.135494216
"768","bait",6.3630281,2.779509,1.6094379,0.12811,1.27381,1.7917595,1.0986123,4,3,8.484509,11.48169,6,4.7273878,31,7.865188,6,4.7273878,0,0,3.2580965,7.8212421,0,0.703997197
"769","stripe",3.4657359,-0.5877867,1.9459101,1.28406,0.79866,1.7917595,1.0986123,6,5,9.421485,13.30069,8,3.9512437,9,5.5294291,8,3.9512437,0,0,0.6931472,5.3033049,0,4.859812404
"770","trade",7.9956436,2.248802,2.7725887,0.43479,0.84426,2.5649494,3.5263605,5,2,9.304809,12.29809,11,7.215975,25,7.5908521,11,7.215975,0,0,2.7080502,6.4297195,0,2.153476326
"771","wit",5.2522734,1.891898,3.0910425,2.0374,0.97549,1.3862944,0.6931472,3,12,7.972575,12.40131,23,9.1323788,25,9.1323788,22,9.1302143,0,0,1.0986123,0,0,3.443618098
"772","war",8.7132533,2.134002,3.1780538,0.7335,0.38828,1.7917595,3.6109179,3,11,8.012853,12.79014,14,7.1959372,38,9.7758246,0,0,2.6390573,6.7684932,3.6375862,9.7491118,1,5.113685451
"773","binge",2.7725887,-0.4542553,0.6931472,0,0.74249,0.6931472,0,5,5,9.198065,10.91272,7,3.0910425,7,3.0910425,7,3.0910425,0,0,0,0,0,2.995732274
"774","thrush",3.1780538,-0.5877867,0.6931472,0,0.73551,1.3862944,2.6390573,6,3,9.545847,14.65437,15,4.9972123,12,4.574711,12,4.574711,1.3862944,3.9512437,0,0,1,3.401197382
"775","kid",6.3613025,-0.2571694,1.9459101,0.19976,1.31325,1.7917595,0.6931472,3,6,6.99108,11.28078,13,7.0909098,13,7.0909098,12,7.0387835,0,0,0,0,0,1.934642424
"776","bench",5.8464388,0.8043048,2.0794415,0.77682,0.84234,2.0794415,2.8332133,5,4,9.269918,12.85978,10,5.1929569,10,5.1929569,10,5.1929569,0,0,0,0,0,6.161207322
"777","rift",3.8066625,1.832581,1.0986123,0.13923,0.52936,1.3862944,0.6931472,4,5,8.058423,12.78563,9,5.0369526,9,5.0369526,9,5.0369526,0,0,0,0,0,3.931825633
"778","prank",2.3978953,1.116961,1.0986123,0.61938,0.99403,1.6094379,0,5,4,8.992766,12.19724,22,5.749393,25,5.7651911,22,5.749393,0,0,1.3862944,1.7917595,0,3.135494216
"779","game",7.8823149,0.3341805,2.7080502,0.47756,0.9019,2.3978953,4.1271344,4,11,8.146745,11.36615,12,7.5522373,15,7.6207051,12,7.5522373,0,0,1.3862944,4.9126549,0,4.663993879
"780","wax",5.0039463,-0.6958281,2.6390573,1.30395,1.26614,1.6094379,3.6109179,3,8,7.131672,12.79014,4,5.3844951,17,5.6454469,3,5.31812,0,0,2.6390573,4.1896547,0,0.498555531
"781","wolf",4.7874917,0.5108256,1.9459101,0.42094,1.41273,1.6094379,3.0910425,4,2,8.131652,12.09597,2,3.7135721,1,1.9459101,1,1.9459101,0.6931472,3.5553481,0,0,1,1.913649287
"782","way",9.9791051,0.267844,4.4067192,1.82042,0.48263,2.5649494,2.7725887,3,12,7.771949,12.79014,32,8.4144958,49,10.3547542,30,8.1895221,0.6931472,0,2.944439,10.1996957,0,10.071202957
"783","keg",2.3978953,-0.4924765,0.6931472,0,0.77935,1.0986123,1.3862944,3,5,6.89472,12.17537,5,4.3307333,5,4.3307333,4,4.3040651,0,0,0,0,0,2.63905733
"784","fiend",2.9957323,1.714798,1.6094379,0.95615,0.98338,1.3862944,0,5,1,9.270509,11.91551,2,4.9199809,3,3.7612001,1,1.3862944,0.6931472,4.8978398,1.0986123,3.6888795,1,3.526360525
"785","crone",2.944439,1.663505,0.6931472,0,0.68404,0.6931472,0,5,7,9.182172,11.27694,19,8.3433159,29,7.3901814,15,5.6594822,1.6094379,8.272826,2.7080502,7.1959372,1,3.135494216
"786","south",7.1639467,0.4713668,3.912023,1.57994,0,1.0986123,2.5649494,5,4,9.607174,12.41231,4,6.056784,3,5.8435444,3,5.8435444,0.6931472,4.4188406,0,0,1,6.672032945
"787","shrine",4.3694479,3.088514,1.3862944,0.89049,0.81479,1.0986123,0,6,2,9.639174,12.41582,20,6.5820251,23,6.7262334,20,6.5820251,0,0,1.3862944,4.7273878,0,3.90197267
"788","hell",7.4324838,-0.7308875,1.7917595,0.19421,0.03863,1.6094379,1.9459101,4,12,8.983019,14.561,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,7.374629015
"789","bush",6.6227363,1.704216,2.1972246,0.90228,0.81088,1.7917595,4.4067192,4,11,8.401768,11.86562,15,4.9972123,3,3.9512437,3,3.9512437,2.5649494,4.574711,0,0,1,6.909753282
"790","ewe",3.1354942,1.85456,0.6931472,0,0.99964,0.6931472,0,3,4,7.305182,11.18131,1,0.6931472,66,10.5997549,0,0,0,0,4.1896547,10.5997299,0,3.828641396
"791","dell",3.4011974,2.120264,0.6931472,0,0.44886,0.6931472,0,4,10,8.585705,12.82938,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,3.496507561
"792","helm",2.8903718,0.9162907,1.0986123,0.469,0.30954,1.0986123,0,4,2,8.434928,14.561,3,2.0794415,4,3.2958369,3,2.0794415,0,0,0.6931472,2.9957323,0,2.944438979
"793","flake",4.0253517,0.1794685,1.9459101,0.96698,1.75524,1.7917595,1.6094379,5,5,8.583469,10.59918,19,7.4133673,22,7.4730691,19,7.4133673,0,0,1.3862944,4.634729,0,0.623621118
"794","wren",4.5951199,1.704748,0.6931472,0,0.28018,0.6931472,2.7725887,4,1,8.550808,9.85619,15,8.4673725,16,8.4759544,15,8.4673725,0,0,0.6931472,3.7376696,0,4.644390899
"795","taunt",2.3025851,-0.3646431,1.0986123,0,1.93406,1.0986123,0,5,6,9.144333,12.49891,9,3.6375862,10,5.8550719,8,2.7725887,0.6931472,3.1354942,1.0986123,5.811141,1,-0.747214402
"796","perch",4.4426513,1.082276,1.0986123,0,1.28144,2.3978953,2.3025851,5,2,9.025479,12.47506,1,0.6931472,6,6.0426328,1,0.6931472,0,0,1.7917595,6.0402547,0,-0.87439979
"797","kin",4.1108739,0.7504985,2.3025851,2.13212,0,1.0986123,1.7917595,3,13,7.376552,11.28078,17,9.9884259,20,10.0963781,16,9.9883341,0,0,1.3862944,7.8172228,0,4.110873864
"798","wire",6.4488894,0.8912894,2.8332133,0.76364,1.10521,2.3025851,3.0910425,4,14,8.733482,12.40131,12,5.6312118,14,5.6347896,12,5.6312118,0,0,1.0986123,0.6931472,0,2.278848813
"799","sword",5.4722707,1.246898,2.4849066,0.53886,0.76552,0.6931472,2.7080502,5,2,8.719154,9.8176,6,6.0210233,20,6.2383246,5,4.9272537,0.6931472,5.6167711,2.7725887,5.926926,1,5.723585102
"800","wine",7.1808312,0.1633251,2.1972246,0.07718,0.38794,1.3862944,3.7612001,4,18,8.916928,12.40131,20,6.5820251,23,6.7262334,20,6.5820251,0,0,1.3862944,4.7273878,0,7.25981961
"801","flask",4.3438054,0.4238142,1.3862944,0.17596,0.57464,1.0986123,1.9459101,5,2,8.613249,10.59918,6,5.3278762,9,5.3327188,6,5.3278762,0,0,1.3862944,0.6931472,0,4.48863637
"802","bomb",6.2859981,0.7709577,2.8903718,0.76653,1.61173,1.9459101,3.6109179,4,3,8.161718,11.85622,4,4.0073332,9,4.6249728,1,3.6109179,1.3862944,2.944439,2.1972246,4.1896547,1,1.183408825
"803","blight",4.1588831,2.184802,1.3862944,0.48391,1.2123,1.3862944,3.5263605,6,4,9.238104,11.84506,18,7.8252453,33,8.1435174,18,7.8252453,0,0,2.7725887,6.8448155,0,0.60077386
"804","egg",6.4952656,-0.3463499,2.4849066,0.33114,0.9855,1.7917595,3.5263605,3,1,6.711259,10.88027,1,2.5649494,3,3.7841896,0,0,0,0,1.0986123,3.4657359,0,7.340186835
"805","wing",6.3733198,1.428824,2.944439,1.49779,1.10137,2.3025851,3.0445224,4,9,8.995045,12.40131,19,6.7742239,19,6.7742239,19,6.7742239,0,0,0,0,0,3.576791378
"806","buck",4.4426513,0.2713457,2.3025851,0.65936,1.64376,2.3025851,1.7917595,4,14,8.083297,11.86562,14,5.4930614,14,5.4930614,14,5.4930614,0,0,0,0,0,1.047318994
"807","gourd",2.1972246,0.9162907,0.6931472,0,0.90438,1.3862944,2.7080502,5,0,8.843753,11.57069,1,1.0986123,20,6.2383246,1,1.0986123,0,0,2.9957323,6.2344107,0,3.258096538
"808","kit",5.0304379,-0.5131758,1.3862944,0.32475,0.59991,1.6094379,2.5649494,3,12,7.235392,11.28078,23,9.1323788,25,9.1323788,22,9.1321626,0,0,1.0986123,0,0,5.187385806
"809","inch",6.0799332,-0.02931439,1.0986123,0,1.16316,1.3862944,1.9459101,4,1,8.844925,14.18403,7,3.9512437,8,3.9512437,7,3.9512437,0,0,0.6931472,0,0,3.247046702
"810","gait",3.871201,1.203973,0.6931472,0,0.50952,1.3862944,0,4,3,8.297568,11.36615,6,4.7273878,31,7.865188,6,4.7273878,0,0,3.2580965,7.8212421,0,3.988984047
"811","bust",4.6634391,-0.4461361,1.9459101,0.64545,1.54127,2.3025851,0.6931472,4,11,8.549246,11.86562,10,7.6280311,11,7.6280311,10,7.6280311,0,0,0.6931472,0,0,0.601339631
"812","breeze",5.2574954,1.673976,2.0794415,0.53074,0.64397,1.0986123,2.0794415,6,2,8.5864,10.9819,5,3.4657359,30,7.622664,5,3.4657359,0,0,3.2580965,7.6073814,0,3.034952987
"813","key",7.1561766,0.3821813,3.1354942,0.64646,0.76992,2.8332133,3.0445224,3,4,7.070964,12.17537,8,8.2252353,38,10.132812,0,0,2.0794415,8.201386,3.6375862,10.1293075,1,4.528162085
"814","boil",5.8550719,0.5668049,2.1972246,0.47159,1.75971,2.0794415,2.0794415,4,6,8.159617,11.85622,9,5.2678582,10,5.2678582,9,5.2678582,0,0,0.6931472,0,0,-1.491799375
"815","throat",6.6476884,0.5960699,2.1972246,0.28054,0.50861,1.3862944,2.1972246,6,1,9.659418,14.65437,12,5.2203558,23,6.3733198,12,5.2203558,0,0,2.4849066,5.9964521,0,6.767343125
"816","guest",6.0799332,1.707957,1.7917595,0.04891,0.9767,1.3862944,1.3862944,5,2,8.710521,10.6147,1,3.6888795,18,6.973543,1,3.6888795,0,0,2.8903718,6.9363427,0,6.981005741
"817","lamb",5.5834963,-0.2192261,1.9459101,0.14194,1.03608,1.7917595,2.6390573,4,3,7.993825,12.44231,2,2.0794415,23,5.7899602,2,2.0794415,0,0,3.0910425,5.768321,0,3.442019376
"818","bout",4.6728288,2.698748,1.0986123,0.05592,0.90012,1.3862944,0.6931472,4,7,8.6122,11.85622,16,7.6666902,18,7.7191298,16,7.6666902,0,0,1.0986123,4.7535902,0,5.049856007
"819","lame",4.3694479,2.395367,1.7917595,0.72601,0.38027,1.7917595,0.6931472,4,14,8.380593,12.44231,12,7.5522373,15,7.6207051,12,7.5522373,0,0,1.3862944,4.9126549,0,-0.916290732
"820","boar",3.6109179,0.3840739,0.6931472,0,0.68404,1.0986123,1.0986123,4,6,8.197267,11.85622,5,2.7080502,38,9.7758246,5,2.7080502,0,0,3.5263605,9.775029,0,3.80666249
"821","boat",6.9087548,0.463035,3.6888795,1.11863,0.94869,1.3862944,3.5263605,4,7,8.254577,11.85622,12,5.2203558,23,6.3733198,12,5.2203558,0,0,2.4849066,5.9964521,0,4.043781995
"822","tail",6.349139,0.4934942,3.3672958,1.89302,0.97278,2.3978953,2.9957323,4,11,8.693061,12.49891,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,2.10632063
"823","pail",3.8918203,0.5314449,1.3862944,0.30851,0.79186,1.0986123,1.0986123,4,12,8.348352,12.00343,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,4.158883083
"824","stove",5.7037825,1.783791,1.6094379,0.18004,0.70085,1.0986123,2.1972246,5,6,9.359891,13.30069,17,6.3595739,13,4.7004804,12,4.6913479,1.7917595,6.1527327,0.6931472,0.6931472,1,5.899897354
"825","pleat",1.6094379,-1.05779,1.0986123,0,1.68304,1.0986123,1.9459101,5,3,9.280339,11.92678,18,7.024649,28,7.1276937,14,5.9763509,1.6094379,6.5944135,2.7080502,6.7487595,1,-0.446287103
"826","pain",7.2115567,0.6679327,2.1972246,1.08691,0.59636,2.0794415,1.9459101,4,8,8.635337,12.00343,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,3.985007898
"827","comb",4.6151205,-0.03310916,2.4849066,0.62795,1.82452,2.3025851,1.6094379,4,3,8.315881,12.86473,4,4.0073332,11,6.4281053,1,1.9459101,1.3862944,3.8918203,2.3978953,6.4183649,1,-0.500462837
"828","stone",7.3414839,0.9247516,4.0430513,1.87459,0.99482,2.3978953,3.7841896,5,6,9.618957,13.30069,19,8.3433159,29,7.3901814,15,5.6594822,1.6094379,8.272826,2.7080502,7.1959372,1,2.969464347
"829","lamp",5.9454206,0.8578243,2.7725887,0.97923,0.9675,1.0986123,3.6888795,4,9,8.131352,12.44231,13,4.9052748,12,4.8675345,12,4.8675345,0.6931472,1.7917595,0,0,1,6.445719819
"830","sleeve",5.1357984,0.2713457,1.6094379,0.53002,0.99772,1.0986123,1.9459101,6,0,9.421486,10.60569,3,2.4849066,10,5.4889377,3,2.4849066,0,0,2.0794415,5.4424177,0,5.771441123
"831","space",7.7231201,0.768863,3.1354942,0.82845,0.49954,2.4849066,3.7135721,5,4,8.939154,11.50982,12,7.2240248,17,7.556428,12,7.2240248,0,0,1.7917595,6.295266,0,3.612164537
"832","cusp",1.0986123,-0.1823216,0.6931472,0,0.9183,1.3862944,0,4,1,8.123865,11.18774,1,1.0986123,1,1.0986123,1,1.0986123,0,0,0,0,0,1.386294361
"833","pair",6.8987145,-0.4104978,1.0986123,0,0.9025,1.9459101,2.4849066,4,5,8.296155,12.00343,8,6.4118183,40,8.9438978,8,6.4118183,0,0,3.4965076,8.8612083,0,3.159916482
"834","shawl",4.4426513,1.775423,0.6931472,0,0.80039,0.6931472,0.6931472,5,1,8.529018,12.41582,10,3.0910425,27,8.3941212,10,3.0910425,0,0,2.8903718,8.3893598,0,4.718498871
"835","stork",2.6390573,0.2595112,0.6931472,0,0.93407,0.6931472,2.0794415,5,3,9.317373,13.30069,5,6.6770835,6,3.8286414,4,3.5263605,0.6931472,6.6346334,1.0986123,2.5649494,1,3.044522438
"836","storm",6.2205902,2.167068,3.2580965,1.36167,1.22683,2.1972246,3.2580965,5,1,9.369262,13.30069,5,6.0185932,6,6.1675165,4,6.0088132,0.6931472,1.6094379,1.0986123,4.2626799,1,1.311124818
"837","shack",4.4188406,0.365318,0.6931472,0,0.88742,1.3862944,0.6931472,5,9,9.122007,12.41582,22,7.3304052,28,7.331715,22,7.3304052,0,0,1.9459101,1.0986123,0,4.779123493
"838","prince",6.3851944,0.870154,1.6094379,0.96813,0.6084,0.6931472,1.3862944,6,1,9.662101,12.19724,5,6.499787,6,6.5087691,5,6.499787,0,0,0.6931472,1.9459101,0,6.546785411
"839","knight",4.8978398,0.5723835,1.9459101,0.67168,1.2881,1.6094379,2.0794415,6,0,8.748192,10.87338,18,7.8252453,33,8.1435174,18,7.8252453,0,0,2.7725887,6.8448155,0,2.630618461
"840","coup",4.804021,2.424475,0.6931472,0,0.70839,1.0986123,2.0794415,4,2,8.573815,12.86473,4,6.0185932,66,10.5997549,1,1.6094379,1.3862944,6.0088132,4.1896547,10.5996552,1,5.017279837
"841","stub",3.3322045,0.6649763,1.3862944,0.86882,1.93984,1.9459101,1.6094379,4,4,8.272363,13.30069,16,5.2832037,16,5.2832037,16,5.2832037,0,0,0,0,0,-0.021053409
"842","coin",4.9487599,0.08430711,1.6094379,0.36835,1.50698,1.3862944,2.3978953,4,6,8.600765,12.86473,4,4.3944492,4,4.3944492,4,4.3944492,0,0,0,0,0,1.69352103
"843","coal",6.637258,0.6378253,2.9957323,0.98864,0.35056,1.7917595,3.2188758,4,6,8.342766,12.86473,4,4.5538769,30,6.637258,4,4.5538769,0,0,3.2958369,6.5057841,0,3.851398384
"844","stud",3.6635616,-0.1823216,1.9459101,0.25651,1.56328,2.0794415,1.6094379,4,4,8.277149,13.30069,8,3.988984,10,5.2678582,8,3.988984,0,0,1.0986123,4.9487599,0,0.15415068
"845","flight",6.9255952,2.243464,1.9459101,0.17812,0.69479,2.5649494,3.0910425,6,4,9.079946,10.59918,18,7.8252453,33,8.1435174,18,7.8252453,0,0,2.7725887,6.8448155,0,7.13089883
