"","PlateID","Test.Substance","Teratogenicity.in.vivo","Sample","Rep..","Label","Conc..ug.ml.","Detector","Avg.delta.Ct","delta.Ct.SD","delta.delta.Ct","RQ","X..RQ","X100..Custom..","X100...Custom..","Custom..","Custom...1","RQ.Min","RQ.Max","Threshold"
"516","A0046015","Compound B","Weak / Moderate","Sample 75","Rep 3","P6",147,"ProbeType 13",-4.54,0.1,0.44,0.74,73.86,13.25,11.23,0.13,0.11,0.63,0.87,0.51
"517","A0046015","Compound B","Weak / Moderate","Sample 94","Rep 3","P5",215,"ProbeType 13",-3.78,0.07,1.2,0.44,43.54,5.8,5.12,0.06,0.05,0.38,0.49,0.51
"518","A0046015","Compound B","Weak / Moderate","Sample 113","Rep 3","P4",316,"ProbeType 13",-3.68,0.17,1.3,0.41,40.56,13.49,10.12,0.13,0.1,0.3,0.54,0.51
"519","A0046015","Compound B","Weak / Moderate","Sample 131","Rep 3","P3",466,"ProbeType 13",2.26,0.23,7.24,0.01,0.66,0.32,0.22,0,0,0,0.01,0.51
"520","A0046015","Compound B","Weak / Moderate","Sample 145","Rep 3","P2",681,"ProbeType 13",-3.75,0.1,1.23,0.43,42.51,8.12,6.81,0.08,0.07,0.36,0.51,0.51
"521","A0046015","Compound B","Weak / Moderate","Sample 22","Rep 3","P9",46,"ProbeType 15",-4.53,0.25,0,1,100,52.37,34.37,0.52,0.34,0.66,1.52,0.03
"522","A0046015","Compound B","Weak / Moderate","Sample 38","Rep 3","P8",68.1,"ProbeType 15",-3.76,0.14,0.76,0.59,59,15.76,12.44,0.16,0.12,0.47,0.75,0.03
"523","A0046015","Compound B","Weak / Moderate","Sample 56","Rep 3","P7",100,"ProbeType 15",-4.25,0.08,0.28,0.82,82.35,11.47,10.07,0.11,0.1,0.72,0.94,0.03
"524","A0046015","Compound B","Weak / Moderate","Sample 75","Rep 3","P6",147,"ProbeType 15",-4.35,0.12,0.18,0.89,88.51,19.54,16.01,0.2,0.16,0.72,1.08,0.03
"525","A0046015","Compound B","Weak / Moderate","Sample 94","Rep 3","P5",215,"ProbeType 15",-3.96,0.1,0.56,0.68,67.71,12.26,10.38,0.12,0.1,0.57,0.8,0.03
"526","A0046015","Compound B","Weak / Moderate","Sample 113","Rep 3","P4",316,"ProbeType 15",-3.92,0.23,0.61,0.66,65.72,31.92,21.48,0.32,0.21,0.44,0.98,0.03
"527","A0046015","Compound B","Weak / Moderate","Sample 131","Rep 3","P3",466,"ProbeType 15",-1.19,0.04,3.34,0.1,9.9,0.78,0.72,0.01,0.01,0.09,0.11,0.03
"528","A0046015","Compound B","Weak / Moderate","Sample 145","Rep 3","P2",681,"ProbeType 15",-3.96,0.12,0.56,0.68,67.61,15.44,12.57,0.15,0.13,0.55,0.83,0.03
"529","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"530","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"531","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"532","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"533","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"534","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"535","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"536","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"537","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 1",-3.42,0.09,0,1,100,16.99,14.52,0.17,0.15,0.85,1.17,0.42
"538","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 1",-4.4,0.03,-0.97,1.96,196.27,12.01,11.31,0.12,0.11,1.85,2.08,0.42
"539","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 1",-3.97,0.08,-0.55,1.46,145.91,20.73,18.15,0.21,0.18,1.28,1.67,0.42
"540","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 1",-3.73,0.09,-0.31,1.24,123.95,19.84,17.1,0.2,0.17,1.07,1.44,0.42
"541","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 1",-2.92,0.05,0.5,0.71,70.67,6.64,6.07,0.07,0.06,0.65,0.77,0.42
"542","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 1",-2.73,0.07,0.7,0.62,61.64,7.54,6.72,0.08,0.07,0.55,0.69,0.42
"543","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 1",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.42
"544","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 1",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.42
"545","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 2",-5.05,0.09,0,1,100,16.41,14.09,0.16,0.14,0.86,1.16,0.42
"546","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 2",-3.05,0.02,2,0.25,25.05,0.96,0.92,0.01,0.01,0.24,0.26,0.42
"547","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 2",-2.8,0.08,2.25,0.21,20.97,3.06,2.67,0.03,0.03,0.18,0.24,0.42
"548","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 2",-2.86,0.1,2.19,0.22,21.88,3.99,3.38,0.04,0.03,0.19,0.26,0.42
"549","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 2",-1.72,0.02,3.33,0.1,9.94,0.39,0.38,0,0,0.1,0.1,0.42
"550","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 2",-1.91,0.06,3.14,0.11,11.37,1.14,1.04,0.01,0.01,0.1,0.13,0.42
"551","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 2",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.42
"552","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 2",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.42
"553","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 3",-0.57,0.09,0,1,100,16.53,14.19,0.17,0.14,0.86,1.17,0.61
"554","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 3",-0.5,0.04,0.07,0.95,95.27,7.48,6.94,0.07,0.07,0.88,1.03,0.61
"555","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 3",-0.43,0.11,0.14,0.91,90.56,18.42,15.31,0.18,0.15,0.75,1.09,0.61
"556","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 3",-0.66,0.11,-0.09,1.06,106.36,20.78,17.38,0.21,0.17,0.89,1.27,0.61
"557","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 3",0.17,0.05,0.74,0.6,59.87,6.01,5.46,0.06,0.05,0.54,0.66,0.61
"558","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 3",0.47,0.11,1.04,0.49,48.71,10.21,8.44,0.1,0.08,0.4,0.59,0.61
"559","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 3",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.61
"560","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 3",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.61
"561","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 4",-4.85,0.1,0,1,100,17.91,15.19,0.18,0.15,0.85,1.18,0.39
"562","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 4",-4.42,0.02,0.43,0.74,74.2,2.52,2.44,0.03,0.02,0.72,0.77,0.39
"563","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 4",-4.44,0.08,0.4,0.76,75.61,11.07,9.66,0.11,0.1,0.66,0.87,0.39
"564","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 4",-4.45,0.08,0.39,0.76,76.16,11.17,9.74,0.11,0.1,0.66,0.87,0.39
"565","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 4",-3.85,0.04,0.99,0.5,50.24,3.49,3.26,0.03,0.03,0.47,0.54,0.39
"566","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 4",-3.6,0.06,1.24,0.42,42.27,4.3,3.9,0.04,0.04,0.38,0.47,0.39
"567","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 4",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.39
"568","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 4",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.39
"569","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 5",-3.84,0.13,0,1,100,24.84,19.9,0.25,0.2,0.8,1.25,0.16
"570","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 5",-2.95,0.09,0.89,0.54,54.12,9.19,7.85,0.09,0.08,0.46,0.63,0.16
"571","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 5",-2.52,0.09,1.32,0.4,40.1,6.84,5.84,0.07,0.06,0.34,0.47,0.16
"572","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 5",-4.34,0.07,-0.5,1.42,141.87,18.12,16.07,0.18,0.16,1.26,1.6,0.16
"573","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 5",-3.44,0.04,0.4,0.76,75.88,5.87,5.45,0.06,0.05,0.7,0.82,0.16
"574","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 5",-1.16,0.13,2.68,0.16,15.62,3.75,3.02,0.04,0.03,0.13,0.19,0.16
"575","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 5",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.16
"576","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 5",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.16
"577","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 8",-2.13,0.11,0,1,100,20.09,16.73,0.2,0.17,0.83,1.2,0.65
"578","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 8",-3.12,0.06,-0.99,1.99,198.56,20.65,18.71,0.21,0.19,1.8,2.19,0.65
"579","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 8",-2.79,0.08,-0.66,1.58,158.12,24.18,20.97,0.24,0.21,1.37,1.82,0.65
"580","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 8",-2.65,0.07,-0.52,1.44,143.6,19,16.78,0.19,0.17,1.27,1.63,0.65
"581","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 8",-1.59,0.02,0.54,0.69,68.87,3.03,2.9,0.03,0.03,0.66,0.72,0.65
"582","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 8",-1.76,0.07,0.37,0.78,77.57,9.26,8.27,0.09,0.08,0.69,0.87,0.65
"583","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 8",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.65
"584","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 8",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.65
"585","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 10",6.08,0.35,0,1,100,81.48,44.9,0.81,0.45,0.55,1.81,0.33
"586","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 10",5.65,0.31,-0.43,1.35,134.59,98.06,56.73,0.98,0.57,0.78,2.33,0.33
"587","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 10",7.41,0.53,1.33,0.4,39.72,57.06,23.42,0.57,0.23,0.16,0.97,0.33
"588","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 10",6,0.6,-0.08,1.06,105.67,185.93,67.38,1.86,0.67,0.38,2.92,0.33
"589","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 10",7.41,0.42,1.33,0.4,39.75,44.56,21.01,0.45,0.21,0.19,0.84,0.33
"590","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 10",11.4,0.05,5.32,0.03,2.5,0.24,0.22,0,0,0.02,0.03,0.33
"591","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 10",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.33
"592","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 10",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.33
"593","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 12",1.93,0.1,0,1,100,18.89,15.89,0.19,0.16,0.84,1.19,0.42
"594","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 12",1.14,0.1,-0.8,1.74,173.77,34.04,28.46,0.34,0.28,1.45,2.08,0.42
"595","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 12",1.01,0.08,-0.92,1.89,189.11,28.94,25.1,0.29,0.25,1.64,2.18,0.42
"596","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 12",0.91,0.14,-1.02,2.03,202.96,52.34,41.61,0.52,0.42,1.61,2.55,0.42
"597","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 12",1,0.1,-0.93,1.91,190.67,38.41,31.97,0.38,0.32,1.59,2.29,0.42
"598","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 12",0.36,0.07,-1.57,2.98,297.86,40.4,35.58,0.4,0.36,2.62,3.38,0.42
"599","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 12",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.42
"600","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 12",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.42
"601","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 13",-4.31,0.09,0,1,100,17.44,14.85,0.17,0.15,0.85,1.17,0.51
"602","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 13",-3.36,0.03,0.95,0.52,51.82,2.45,2.34,0.02,0.02,0.49,0.54,0.51
"603","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 13",-3.05,0.09,1.26,0.42,41.84,6.58,5.68,0.07,0.06,0.36,0.48,0.51
"604","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 13",-3.63,0.08,0.68,0.62,62.39,8.6,7.56,0.09,0.08,0.55,0.71,0.51
"605","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 13",-2.41,0.05,1.9,0.27,26.8,2.72,2.47,0.03,0.02,0.24,0.3,0.51
"606","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 13",-0.89,0.1,3.42,0.09,9.36,1.79,1.5,0.02,0.02,0.08,0.11,0.51
"607","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 13",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.51
"608","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 13",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.51
"609","A0046002","Compound C","Weak / Moderate","Sample 3","Rep 4","Ctrl",0,"ProbeType 15",-0.63,0.1,0,1,100,17.49,14.89,0.17,0.15,0.85,1.17,0.38
"610","A0046002","Compound C","Weak / Moderate","Sample 39","Rep 4","P8",4.7,"ProbeType 15",-0.52,0.04,0.11,0.93,92.59,6.84,6.37,0.07,0.06,0.86,0.99,0.38
"611","A0046002","Compound C","Weak / Moderate","Sample 57","Rep 4","P7",6.8,"ProbeType 15",0.02,0.1,0.65,0.64,63.53,11.41,9.67,0.11,0.1,0.54,0.75,0.38
"612","A0046002","Compound C","Weak / Moderate","Sample 76","Rep 4","P6",10,"ProbeType 15",-0.4,0.07,0.23,0.85,85.16,10.86,9.63,0.11,0.1,0.76,0.96,0.38
"613","A0046002","Compound C","Weak / Moderate","Sample 95","Rep 4","P5",14.7,"ProbeType 15",0.16,0.05,0.79,0.58,57.77,5.5,5.03,0.06,0.05,0.53,0.63,0.38
"614","A0046002","Compound C","Weak / Moderate","Sample 114","Rep 4","P4",21.5,"ProbeType 15",0.72,0.14,1.35,0.39,39.11,10.21,8.09,0.1,0.08,0.31,0.49,0.38
"615","A0046002","Compound C","Weak / Moderate","Sample 151","Rep 15","Neg. Ctrl",NA,"ProbeType 15",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.38
"616","A0046002","Compound C","Weak / Moderate","Sample 152","Rep 21","gDNA",NA,"ProbeType 15",NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.38
"617","A0046014","Compound C","Weak / Moderate","Sample 4","Rep 5","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"618","A0046014","Compound C","Weak / Moderate","Sample 58","Rep 5","P7",3.16,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"619","A0046014","Compound C","Weak / Moderate","Sample 77","Rep 5","P6",4.66,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"620","A0046014","Compound C","Weak / Moderate","Sample 96","Rep 5","P5",6.81,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"621","A0046014","Compound C","Weak / Moderate","Sample 115","Rep 5","P4",10,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"622","A0046014","Compound C","Weak / Moderate","Sample 132","Rep 5","P3",14.7,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"623","A0046014","Compound C","Weak / Moderate","Sample 146","Rep 5","P2",21.5,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"624","A0046014","Compound C","Weak / Moderate","Sample 148","Rep 5","P1",31.6,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"625","A0046014","Compound C","Weak / Moderate","Sample 4","Rep 5","Ctrl",0,"ProbeType 1",-4.22,0.03,0,1,100,5.69,5.38,0.06,0.05,0.95,1.06,0.52
"626","A0046014","Compound C","Weak / Moderate","Sample 58","Rep 5","P7",3.16,"ProbeType 1",-4.43,0.1,-0.21,1.16,115.57,22.31,18.7,0.22,0.19,0.97,1.38,0.52
"627","A0046014","Compound C","Weak / Moderate","Sample 77","Rep 5","P6",4.66,"ProbeType 1",-4.23,0.05,-0.01,1.01,100.76,9.79,8.92,0.1,0.09,0.92,1.11,0.52
"628","A0046014","Compound C","Weak / Moderate","Sample 96","Rep 5","P5",6.81,"ProbeType 1",-4.2,0.1,0.02,0.99,98.54,17.96,15.19,0.18,0.15,0.83,1.16,0.52
"629","A0046014","Compound C","Weak / Moderate","Sample 115","Rep 5","P4",10,"ProbeType 1",-3.96,0.04,0.26,0.83,83.24,6.03,5.62,0.06,0.06,0.78,0.89,0.52
"630","A0046014","Compound C","Weak / Moderate","Sample 132","Rep 5","P3",14.7,"ProbeType 1",-3.44,0.04,0.78,0.58,58.07,4.53,4.2,0.05,0.04,0.54,0.63,0.52
"631","A0046014","Compound C","Weak / Moderate","Sample 146","Rep 5","P2",21.5,"ProbeType 1",-2.95,0.08,1.27,0.41,41.46,6.03,5.26,0.06,0.05,0.36,0.47,0.52
"632","A0046014","Compound C","Weak / Moderate","Sample 148","Rep 5","P1",31.6,"ProbeType 1",-0.43,0.11,3.79,0.07,7.24,1.55,1.28,0.02,0.01,0.06,0.09,0.52
"633","A0046014","Compound C","Weak / Moderate","Sample 4","Rep 5","Ctrl",0,"ProbeType 2",-1.96,0.04,0,1,100,6.61,6.2,0.07,0.06,0.94,1.07,0.57
"634","A0046014","Compound C","Weak / Moderate","Sample 58","Rep 5","P7",3.16,"ProbeType 2",-3.07,0.07,-1.1,2.15,214.67,25.99,23.18,0.26,0.23,1.91,2.41,0.57
"635","A0046014","Compound C","Weak / Moderate","Sample 77","Rep 5","P6",4.66,"ProbeType 2",-3.41,0.07,-1.44,2.72,271.88,31.84,28.5,0.32,0.29,2.43,3.04,0.57
"636","A0046014","Compound C","Weak / Moderate","Sample 96","Rep 5","P5",6.81,"ProbeType 2",-3.31,0.1,-1.34,2.53,253.42,47.95,40.32,0.48,0.4,2.13,3.01,0.57
"637","A0046014","Compound C","Weak / Moderate","Sample 115","Rep 5","P4",10,"ProbeType 2",-3.78,0.05,-1.81,3.52,351.79,32.51,29.76,0.33,0.3,3.22,3.84,0.57
"638","A0046014","Compound C","Weak / Moderate","Sample 132","Rep 5","P3",14.7,"ProbeType 2",-2.05,0.05,-0.08,1.06,105.93,9.59,8.79,0.1,0.09,0.97,1.16,0.57
"639","A0046014","Compound C","Weak / Moderate","Sample 146","Rep 5","P2",21.5,"ProbeType 2",-1.91,0.06,0.05,0.97,96.54,11.17,10.01,0.11,0.1,0.87,1.08,0.57
"640","A0046014","Compound C","Weak / Moderate","Sample 148","Rep 5","P1",31.6,"ProbeType 2",1.54,0.09,3.51,0.09,8.79,1.46,1.25,0.01,0.01,0.08,0.1,0.57
"641","A0046014","Compound C","Weak / Moderate","Sample 4","Rep 5","Ctrl",0,"ProbeType 3",-0.24,0.03,0,1,100,6.02,5.67,0.06,0.06,0.94,1.06,0.87
"642","A0046014","Compound C","Weak / Moderate","Sample 58","Rep 5","P7",3.16,"ProbeType 3",-0.3,0.09,-0.07,1.05,104.64,16.42,14.19,0.16,0.14,0.9,1.21,0.87
"643","A0046014","Compound C","Weak / Moderate","Sample 77","Rep 5","P6",4.66,"ProbeType 3",-0.69,0.08,-0.46,1.37,137.17,19.69,17.22,0.2,0.17,1.2,1.57,0.87
"644","A0046014","Compound C","Weak / Moderate","Sample 96","Rep 5","P5",6.81,"ProbeType 3",-0.42,0.09,-0.18,1.14,113.62,19.3,16.5,0.19,0.16,0.97,1.33,0.87
"645","A0046014","Compound C","Weak / Moderate","Sample 115","Rep 5","P4",10,"ProbeType 3",-0.28,0.04,-0.04,1.03,103.12,8.07,7.49,0.08,0.07,0.96,1.11,0.87
"646","A0046014","Compound C","Weak / Moderate","Sample 132","Rep 5","P3",14.7,"ProbeType 3",-0.03,0.07,0.21,0.86,86.43,11.49,10.14,0.11,0.1,0.76,0.98,0.87
"647","A0046014","Compound C","Weak / Moderate","Sample 146","Rep 5","P2",21.5,"ProbeType 3",-0.05,0.09,0.18,0.88,88.09,13.67,11.83,0.14,0.12,0.76,1.02,0.87
"648","A0046014","Compound C","Weak / Moderate","Sample 148","Rep 5","P1",31.6,"ProbeType 3",0.65,0.1,0.89,0.54,54.03,9.98,8.42,0.1,0.08,0.46,0.64,0.87
"649","A0046014","Compound C","Weak / Moderate","Sample 4","Rep 5","Ctrl",0,"ProbeType 4",-4.12,0.07,0,1,100,13.24,11.69,0.13,0.12,0.88,1.13,0.52
"650","A0046014","Compound C","Weak / Moderate","Sample 58","Rep 5","P7",3.16,"ProbeType 4",-4.34,0.08,-0.23,1.17,117.1,16.18,14.22,0.16,0.14,1.03,1.33,0.52
"651","A0046014","Compound C","Weak / Moderate","Sample 77","Rep 5","P6",4.66,"ProbeType 4",-4.58,0.08,-0.47,1.38,138.18,19.54,17.12,0.2,0.17,1.21,1.58,0.52
"652","A0046014","Compound C","Weak / Moderate","Sample 96","Rep 5","P5",6.81,"ProbeType 4",-4.24,0.1,-0.12,1.09,109.04,20.03,16.92,0.2,0.17,0.92,1.29,0.52
"653","A0046014","Compound C","Weak / Moderate","Sample 115","Rep 5","P4",10,"ProbeType 4",-4.31,0.07,-0.19,1.14,114.37,13.53,12.1,0.14,0.12,1.02,1.28,0.52
"654","A0046014","Compound C","Weak / Moderate","Sample 132","Rep 5","P3",14.7,"ProbeType 4",-3.88,0.04,0.24,0.85,84.77,6.69,6.2,0.07,0.06,0.79,0.91,0.52
"655","A0046014","Compound C","Weak / Moderate","Sample 146","Rep 5","P2",21.5,"ProbeType 4",-3.91,0.12,0.21,0.87,86.67,19.44,15.88,0.19,0.16,0.71,1.06,0.52
"656","A0046014","Compound C","Weak / Moderate","Sample 148","Rep 5","P1",31.6,"ProbeType 4",-3.05,0.08,1.07,0.48,47.66,7.03,6.12,0.07,0.06,0.42,0.55,0.52
"657","A0046014","Compound C","Weak / Moderate","Sample 4","Rep 5","Ctrl",0,"ProbeType 5",-0.81,0.05,0,1,100,8.22,7.59,0.08,0.08,0.92,1.08,0.7
"658","A0046014","Compound C","Weak / Moderate","Sample 58","Rep 5","P7",3.16,"ProbeType 5",-1.25,0.07,-0.44,1.35,135.32,18.11,15.98,0.18,0.16,1.19,1.53,0.7
"659","A0046014","Compound C","Weak / Moderate","Sample 77","Rep 5","P6",4.66,"ProbeType 5",-1.72,0.07,-0.91,1.88,187.95,23.61,20.98,0.24,0.21,1.67,2.12,0.7
"660","A0046014","Compound C","Weak / Moderate","Sample 96","Rep 5","P5",6.81,"ProbeType 5",-0.75,0.1,0.07,0.95,95.49,17.12,14.52,0.17,0.15,0.81,1.13,0.7
"661","A0046014","Compound C","Weak / Moderate","Sample 115","Rep 5","P4",10,"ProbeType 5",-1.27,0.04,-0.46,1.38,137.66,10.72,9.95,0.11,0.1,1.28,1.48,0.7
