"","idhous","sex","birthyr","nat_1_02","plingu02","p02r01","p02r04","cspfaj","cspmoj","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","wp00tbgp","wp00tbgs"
"2176",123401,"woman",1947,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,790.095336914062,0.701197147369385
"1785",102081,"woman",1956,"Switzerland","german","Roman Catholic","once a week","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197",68131,"man",1953,"Switzerland","german","Protestant or Reformed Church","a few times a year","unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,653.416198730469,0.579896569252014
"296",18111,"woman",1957,"Switzerland","french","other","a few times a year","other self-employed",NA,0,0,0,0,3,3,3,3,3,7,7,7,7,7,7,7,737.303649902344,0.654345333576202
"1202",68581,"man",1942,"Austria",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3960.25610351562,3.51466464996338
"555",31011,"woman",1957,"Switzerland","german",NA,NA,"unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,983.954162597656,0.873243749141693
"1929",109221,"man",1950,"Switzerland","german","other Christian denomination","once a week","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,670.28564453125,0.594867885112762
"1852",NA,"woman",1951,NA,NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2480.81616210938,2.20168519020081
"2166",NA,"woman",1946,NA,NA,NA,NA,"other self-employed",NA,0,0,1,1,1,1,1,1,1,1,1,5,5,5,5,5,830.121948242188,0.736720085144043
"542",30221,"man",1955,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,937.682739257812,0.832178592681885
"2224",125921,"woman",1957,"Switzerland","french","Roman Catholic","every two weeks","other self-employed",NA,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,887.224304199219,0.787397563457489
"1730",99401,"man",1925,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,1330.30798339844,1.18062734603882
"2071",117191,"woman",1953,"Switzerland","french","Roman Catholic","only for family ceremonies",NA,"other self-employed",0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,736.8828125,0.65397185087204
"2578",147691,"man",1935,"Switzerland","german","Roman Catholic","religious celebrations and family events",NA,NA,0,1,1,1,1,1,1,1,3,3,3,6,6,6,6,6,993.553405761719,0.88176292181015
"2509",144111,"man",1951,"Switzerland","german","Roman Catholic","about once a month","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,753.968139648438,0.669134795665741
"2271",129311,"woman",1935,"Switzerland","german",NA,NA,"qualified non-manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,998.590454101562,0.886233270168304
"617",34431,"woman",1947,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions",NA,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,6,748.38720703125,0.66418182849884
"520",28851,"woman",1953,"Switzerland","german","Protestant or Reformed Church","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,1148.99523925781,1.01971507072449
"2529",144991,"man",1950,"Switzerland","german","Roman Catholic","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,849.163818359375,0.753619492053986
"2492",143361,"woman",1946,"Switzerland","german","Roman Catholic","about once a month","other self-employed",NA,0,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,796.945068359375,0.707276165485382
"2183",123561,"man",1942,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,6,950.22998046875,0.843314111232758
"1508",85951,"man",1950,"Switzerland",NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,1,3,6,6,6,6,2097.32299804688,1.86134099960327
"1605",91911,"woman",1946,"Switzerland",NA,NA,NA,NA,NA,1,1,1,1,1,1,3,3,3,3,3,3,3,7,7,7,1829.77319335938,1.62389481067657
"1449",82761,"man",1949,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,737.836364746094,0.654818117618561
"1532",NA,"man",1933,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,3,3,6,6,6,2029.2392578125,1.80091774463654
"2477",NA,"woman",1930,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2328.806640625,2.06677913665771
"203",NA,"woman",1946,NA,NA,NA,NA,"qualified manual professions","unqualified non-manual and manual workers",0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,936.882263183594,0.831468224525452
"558",31111,"woman",1947,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,953.693359375,0.846387803554535
"2110",119751,"woman",1923,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1304.4072265625,1.15764081478119
"1626",NA,"woman",1939,NA,NA,NA,NA,NA,"qualified non-manual professions",0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,1308.14733886719,1.16096007823944
"2397",137761,"woman",1942,"Switzerland","german",NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1569.54638671875,1.39294767379761
"2178",123411,"woman",1939,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1161.58984375,1.03089261054993
"2141",122101,"woman",1951,"Switzerland","french","Protestant or Reformed Church","about once a month",NA,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,627.396667480469,0.556804597377777
"2340",133951,"woman",1946,"Itally",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4088.39599609375,3.62838673591614
"621",34941,"man",1929,"Switzerland","german","Jewish","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,984.803649902344,0.873997628688812
"731",41481,"man",1940,"Switzerland",NA,NA,NA,NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,1,1,1,6,6,6,6,6,2440.44848632812,2.16585946083069
"312",NA,"woman",1937,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,4701.607421875,4.17260217666626
"284",17821,"man",1952,"Switzerland","german","Protestant or Reformed Church","every two weeks","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,758.651245117188,0.673290967941284
"2281",129951,"woman",1915,"Switzerland","german","Protestant or Reformed Church","about once a month","intermediate professions","intermediate professions",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1626.36328125,1.44337165355682
"1612",92401,"man",1930,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,1,1,1,1,1,1,1,3,6,6,6,1023.45477294922,0.90829998254776
"715",40391,"woman",1949,"Itally","italian","Roman Catholic","only for religious celebrations","liberal professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815.9443359375,1.61162197589874
"1047",59081,"woman",1943,"Switzerland","french","no denomination or religion","only for family ceremonies","intermediate professions",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1236.79528808594,1.09763634204865
"1659",95501,"woman",1917,"Itally",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,2692.82495117188,2.38983964920044
"212",14121,"man",1923,"Switzerland","french","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.068237304688,0.729572534561157
"639",36051,"woman",1929,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,0,0
"666",37571,"man",1952,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events",NA,NA,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,756.908203125,0.671744108200073
"927",53051,"man",1941,"Switzerland","french","no denomination or religion","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1158.47009277344,1.02812385559082
"708",40161,"woman",1952,"Switzerland","german","Roman Catholic","every two weeks","other self-employed",NA,0,0,1,1,1,1,3,6,6,6,6,6,6,6,6,6,774.753356933594,0.687581360340118
"2375",136601,"man",1942,"Austria","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,1,1,1,1,1,1,1,1,1,1,3,6,6,6,1880.93518066406,1.66930019855499
"1591",91081,"woman",1930,"Switzerland","german","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322.49450683594,1.17369306087494
"1190",67861,"man",1953,"Switzerland","german","other","never","other self-employed","unqualified non-manual and manual workers",0,0,0,0,0,2,2,3,3,6,6,6,6,6,6,6,975.696228027344,0.86591500043869
"1736",99571,"woman",1949,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,768.616943359375,0.682135403156281
"182",12821,"woman",1948,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed","other self-employed",0,1,1,1,1,1,1,3,6,6,6,6,6,6,6,6,687.267822265625,0.609939336776733
"1956",110031,"woman",1947,"Switzerland","german","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,636.984069824219,0.565313279628754
"734",NA,"woman",1957,NA,NA,NA,NA,"intermediate professions",NA,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,6,2358.50537109375,2.09313631057739
"295",18091,"woman",1934,"Switzerland","french","Roman Catholic","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,1518.43591308594,1.34758794307709
"1358",77411,"man",1931,"Switzerland","german","Protestant or Reformed Church","never","academic professions and senior management","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,999.957946777344,0.887446880340576
"1302",74231,"woman",1956,"Switzerland","german","Roman Catholic","once a week","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,768.734313964844,0.682239592075348
"2395",137271,"man",1955,"Switzerland","german","Protestant or Reformed Church","a few times a year",NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,837.030578613281,0.742851436138153
"1798",102531,"woman",1949,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions","other self-employed",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1169.60961914062,1.03801000118256
"2392",137191,"man",1939,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","qualified non-manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.091064453125,0.822778701782227
"1664",95861,"man",1948,"Switzerland","italian","other","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1042.4521484375,0.925159811973572
"921",52501,"woman",1954,"Switzerland","french","Roman Catholic","a few times a year","liberal professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,6,609.406494140625,0.540838599205017
"1490",NA,"woman",1926,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,1943.30505371094,1.72465252876282
"2339",133951,"man",1947,"Itally","italian","Roman Catholic","only for religious celebrations","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2774.005859375,2.46188640594482
"1769",101291,"woman",1954,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,6,6,6,6,6,6,6,7,7,7,1014.44769287109,0.900306284427643
"239",NA,"man",1954,NA,NA,NA,NA,"qualified manual professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,729.330871582031,0.647269606590271
"210",13881,"man",1956,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers","qualified non-manual professions",0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,748.072265625,0.663902342319489
"1729",99371,"woman",1953,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,6,6,6,6,6,6,6,7,7,791.363830566406,0.702322900295258
"1185",67651,"man",1953,"Switzerland","german","Roman Catholic","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,607.883178710938,0.539486706256866
"1515",86261,"man",1938,"Switzerland","german","Protestant or Reformed Church","once a week","other self-employed",NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,915.384704589844,0.812389433383942
"1376",78461,"woman",1938,"Switzerland","german","Protestant or Reformed Church","about once a month","top management",NA,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,1054.81274414062,0.936129629611969
"96",8221,"man",1955,"Switzerland","french","Roman Catholic","about once a month",NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,1,1,1,3,3,3,6,6,1739.48205566406,1.5437628030777
"1896",107701,"woman",1957,"Switzerland","german","Roman Catholic","a few times a year","academic professions and senior management","intermediate professions",0,0,0,1,1,1,6,6,6,6,6,6,6,6,6,6,700.143249511719,0.621366083621979
"493",27831,"woman",1952,"Switzerland","german","no denomination or religion","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,856.138977050781,0.759809851646423
"1388",79471,"man",1946,"Switzerland","german","no denomination or religion","only for family ceremonies","top management",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3116.3134765625,2.76567912101746
"2422",139081,"man",1941,"Switzerland","german","Christian Catholic","every two weeks","unqualified non-manual and manual workers","other self-employed",0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,1134.87561035156,1.00718414783478
"2379",136771,"man",1931,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1755.13879394531,1.55765795707703
"157",11521,"woman",1932,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1249.58483886719,1.10898673534393
"2567",147121,"woman",1948,"Switzerland","german","no answer","a few times a year","intermediate professions",NA,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,844.038879394531,0.74907112121582
"730",41451,"woman",1939,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed",NA,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,1219.60656738281,1.08238160610199
"2247",127381,"man",1946,"Switzerland","french","Roman Catholic","about once a month","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,1,1,3,3,6,6,6,6,6,6,884.167358398438,0.784684538841248
"204",13771,"man",1941,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,871.269775390625,0.773238182067871
"1382",78781,"man",1918,"Switzerland","german","other","once a week","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1438.68432617188,1.27680969238281
"304",NA,"man",1951,NA,NA,NA,NA,"academic professions and senior management","academic professions and senior management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.883178710938,0.539486706256866
"1269",71981,"man",1957,"Switzerland","german","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,6,756.76318359375,0.671615362167358
"854",48081,"woman",1948,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies",NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,1,1,3,3,6,6,6,6,6,6,762.750061035156,0.676928639411926
"144",10521,"man",1931,"Switzerland","german","Roman Catholic","once a week","academic professions and senior management",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,899.772766113281,0.798534095287323
"2059",116671,"woman",1932,"Switzerland","french","Roman Catholic","only for family ceremonies","other self-employed",NA,0,0,0,0,0,1,1,1,1,1,1,6,6,6,6,6,993.258117675781,0.881500840187073
"1247",70981,"woman",1943,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management","unqualified non-manual and manual workers",1,1,1,1,1,1,5,5,5,5,6,6,6,6,7,7,1516.67980957031,1.34602928161621
"1669",96051,"man",1941,"Switzerland","italian",NA,NA,"qualified manual professions",NA,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,774.450561523438,0.687312602996826
"905",51371,"woman",1950,"Switzerland","french","Roman Catholic","religious celebrations and family events",NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1139.83972167969,1.01158964633942
"2200",124301,"woman",1930,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed","qualified manual professions",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1261.4267578125,1.11949634552002
"804",45621,"man",1941,"Switzerland","italian","Roman Catholic","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,888.11279296875,0.788186073303223
"2283",130091,"woman",1950,"Switzerland","german","Protestant or Reformed Church","once a week",NA,"other self-employed",0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,665.181518554688,0.590338051319122
"462",26421,"man",1956,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,808.462036132812,0.717497289180756
