"","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
"1360",28261,38,"apprenticeship","married",2,2,14,10,"Zurich","Centres","woman",1962,"B","B","B","B","B","B","B","B","B","C","C","C"
"3937",82151,32,"maturity","single, never married",2,0,-3,-3,"Zurich","Centres","woman",1968,"B","B","B","B","B","B","B","B","B","B","B","B"
"306",7751,39,"apprenticeship","married",2,3,11,5,"Lake Geneva (VD, VS, GE)","Rural commuter communes","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
"3715",77591,39,"university, higher specialized school","married",2,1,0,0,"Zurich","Centres","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
"435",10231,18,"compulsory school, elementary vocational training","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1982,"A","A","A","A","A","A","A","A","A","A","A","A"
"4031",84291,40,"apprenticeship","married",3,1,17,17,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1960,"B","B","B","B","B","B","B","B","B","B","B","B"
"2045",44071,68,"apprenticeship","married",2,0,-3,-3,"Ticino","Peripheral urban communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
"509",11611,16,"incomplete compulsory school","single, never married",3,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1984,"D","D","D","D","D","D","D","D","A","A","A","A"
"560",12271,58,"apprenticeship","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1942,"A","A","A","A","A","A","A","A","A","A","A","A"
"5861",121761,16,"compulsory school, elementary vocational training","single, never married",2,2,16,14,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1984,"D","D","D","D","D","D","C","C","D","D","D","D"
"832",17531,39,"vocational high school","married",2,3,10,6,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
"3627",75861,69,"vocational high school","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1931,"C","C","C","C","C","C","C","C","C","C","C","C"
"2415",52221,43,"university, higher specialized school","married",2,2,17,14,"Lake Geneva (VD, VS, GE)","Centres","woman",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
"398",9581,48,"apprenticeship","married",3,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1952,"B","B","B","B","B","B","B","B","B","B","A","A"
"5893",122201,54,"full-time vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
"3575",74671,16,"incomplete compulsory school","single, never married",3,1,16,16,"Zurich","Centres","man",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
"4730",99351,38,"domestic science course, 1 year school of commerce","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"2567",55321,64,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1936,"D","D","D","D","D","D","D","D","D","D","D","D"
"5488",113771,35,"university, higher specialized school","married",1,2,8,5,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"2272",48971,16,"compulsory school, elementary vocational training","single, never married",4,1,16,16,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1984,"D","D","D","D","D","D","D","A","A","A","A","A"
"128",4081,45,"apprenticeship","married",2,2,15,12,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1955,"B","B","B","B","B","B","B","B","B","B","B","B"
"6344",132201,47,"vocational high school","married",3,1,16,16,"Zurich","Suburban communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
"796",16651,43,"maturity","married",2,3,16,10,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1957,"D","D","D","D","D","D","D","D","D","D","D","D"
"1123",23291,65,"compulsory school, elementary vocational training","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1935,"D","D","D","D","D","D","D","D","D","B","D","D"
"57",2341,77,"maturity","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1923,"D","D","D","D","D","D","D","D","D","D","D","D"
"6882",143631,50,"vocational high school","married",2,2,14,12,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"2066",44371,48,"full-time vocational school","married",5,0,-3,-3,"Ticino","Peripheral agricultural communes","woman",1952,"D","D","D","D","D","D","D","D","D","D","D","D"
"5470",113221,55,"vocational high school","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
"5844",121411,19,"compulsory school, elementary vocational training","single, never married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
"3207",67841,34,"apprenticeship","married",2,1,6,6,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
"3532",73521,15,"compulsory school, elementary vocational training","single, never married",3,3,15,1,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
"824",17291,32,"university, higher specialized school","married",2,3,5,1,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
"6086",126081,26,"apprenticeship","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Tourist communes","man",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
"2073",44421,59,"university, higher specialized school","married",2,0,-3,-3,"Ticino","Peripheral urban communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"5693",118311,53,"university, higher specialized school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1947,"A","A","A","A","A","A","A","A","A","A","A","A"
"1066",22181,56,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1944,"A","A","A","A","A","A","A","A","A","A","A","A"
"2057",44221,60,"full-time vocational school","married",2,0,-3,-3,"Ticino","Wealthy communes","woman",1940,"D","D","D","D","D","D","D","D","D","D","D","D"
"6699",140011,62,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1938,"D","D","D","D","D","D","D","D","D","D","D","D"
"178",5271,46,"apprenticeship","married",3,1,14,14,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1954,"B","B","B","B","B","B","B","B","B","B","C","C"
"3569",74551,74,"vocational high school","married",2,0,-3,-3,"Zurich","Wealthy communes","man",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
"488",11271,36,"apprenticeship","married",2,2,12,8,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
"3684",77001,26,"apprenticeship","married",2,0,-3,-3,"Zurich","Centres","man",1974,"A","A","A","A","A","A","A","A","A","A","A","A"
"5808",120821,34,"compulsory school, elementary vocational training","married",2,3,10,5,"Lake Geneva (VD, VS, GE)","Rural commuter communes","woman",1966,"D","D","D","D","D","D","D","D","D","D","D","D"
"4972",103641,40,"apprenticeship","married",2,2,9,7,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1960,"C","C","C","C","C","C","C","C","C","C","C","C"
"597",12801,28,"compulsory school, elementary vocational training","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
"3088",65531,29,"vocational high school","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1971,"A","A","A","D","D","D","D","D","D","A","A","A"
"5103",106501,43,"apprenticeship","married",4,1,4,4,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
"2281",49181,66,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1934,"D","D","D","D","D","D","D","D","D","D","D","D"
"5314",109911,54,"maturity","widower/widow",6,0,-3,-3,"Zurich","Suburban communes","woman",1946,"D","D","D","D","D","D","D","D","D","D","D","D"
"300",7551,57,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1943,"D","D","D","D","D","D","D","D","D","D","D","D"
"3639",76131,69,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1931,"A","A","A","A","A","A","A","A","A","A","A","A"
"5615",116621,63,"university, higher specialized school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
"125",4011,63,"vocational high education","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
"5323",110051,46,"university, higher specialized school","divorced",2,0,-3,-3,"Zurich","Centres","woman",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
"395",9321,69,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1931,"D","D","D","D","D","D","D","D","D","D","C","C"
"4071",85051,37,"vocational high school","married",2,1,7,7,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"87",3111,36,"university, higher specialized school","married",2,2,4,1,"Lake Geneva (VD, VS, GE)","Centres","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
"4701",98931,58,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1942,"C","C","C","C","C","C","C","C","C","D","D","D"
"1669",35731,53,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1947,"B","B","B","B","B","B","B","B","B","B","B","B"
"1189",24421,55,"vocational high school","married",2,1,3,3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
"3657",76321,20,"apprenticeship","single, never married",3,0,-3,-3,"Zurich","Suburban communes","woman",1980,"A","A","A","A","A","A","A","A","A","A","A","A"
"4130",86531,25,"maturity","single, never married",3,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1975,"C","C","C","C","C","C","C","C","C","C","C","C"
"2067",44371,22,"maturity","single, never married",5,0,-3,-3,"Ticino","Peripheral agricultural communes","woman",1978,"D","D","D","D","D","D","D","D","D","D","D","D"
"5256",108891,46,"apprenticeship","married",5,2,9,3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
"203",5721,48,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
"3949",82401,37,"technical or vocational school","married",2,1,0,0,"Zurich","Centres","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"439",10321,68,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
"816",16981,16,"incomplete compulsory school","single, never married",4,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
"4207",88431,34,"university, higher specialized school","married",2,1,2,2,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1966,"B","B","B","B","B","B","B","B","B","B","B","B"
"5236",108591,25,"apprenticeship","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","man",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
"6330",131931,55,"apprenticeship","divorced",2,0,-3,-3,"Zurich","Suburban communes","woman",1945,"A","A","A","A","A","A","A","A","A","A","A","B"
"2005",43201,73,"apprenticeship","widower/widow",1,0,-3,-3,"Ticino","Centres","man",1927,"D","D","D","D","D","D","D","D","D","D","D","D"
"3007",64091,48,"maturity","married",2,2,8,6,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
"2645",56981,58,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1942,"A","A","A","A","A","A","A","A","A","A","B","B"
"4458",93401,32,"full-time vocational school","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","woman",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
"928",19081,14,"incomplete compulsory school","single, never married",2,2,14,11,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"4547",95611,76,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Industrial and tertiary sector communes","woman",1924,"D","D","D","D","D","D","D","D","D","D","D","D"
"1074",22441,70,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","man",1930,"D","D","D","D","D","D","D","D","D","D","D","D"
"4322",90451,61,"apprenticeship","widower/widow",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","woman",1939,"D","D","D","D","D","D","D","D","D","D","D","D"
"4811",100681,32,"vocational high education","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1968,"B","B","B","B","B","B","B","B","B","B","B","B"
"2082",44501,31,"apprenticeship","married",2,1,2,2,"Ticino","Centres","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
"6668",139351,24,"apprenticeship","single, never married",4,1,16,16,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
"1098",22911,31,"vocational high education","single, never married",3,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1969,"B","B","B","B","B","B","B","B","B","B","B","B"
"4926",102801,63,"full-time vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1937,"B","B","B","B","B","B","B","B","B","B","C","C"
"3787",79331,73,"apprenticeship","divorced",1,0,-3,-3,"Zurich","Suburban communes","woman",1927,"D","D","D","D","D","D","D","D","D","D","D","D"
"5296",109381,38,"vocational high education","married",2,2,9,8,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"1399",29051,68,"vocational high education","married",2,0,-3,-3,"Zurich","Peripheral urban communes","man",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
"5088",106161,37,"apprenticeship","married",2,3,11,4,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1963,"D","D","D","D","D","C","C","C","C","C","C","C"
"5460",113051,77,"vocational high education","widower/widow",1,0,-3,-3,"Zurich","Centres","woman",1923,"D","D","D","D","D","D","D","D","D","D","D","D"
"1078",22471,42,"apprenticeship","married",2,5,17,9,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1958,"D","D","D","D","D","D","D","D","D","D","D","D"
"2185",46801,67,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
"3774",79111,22,"apprenticeship","single, never married",3,0,-3,-3,"Zurich","Peripheral urban communes","man",1978,"B","B","B","B","B","B","B","B","B","B","B","B"
"3539",73791,59,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Zurich","Centres","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
"4827",100971,68,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1932,"D","D","D","D","D","D","D","D","D","D","D","D"
"3457",72291,27,"maturity","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
"4938",103181,36,"apprenticeship","married",2,3,9,3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1964,"C","C","C","C","C","C","C","C","C","C","C","C"
