"","word","syllables"
"4166","costume",2
"4167","costumer",3
"4168","costumier",4
"4169","cot",1
"4170","cote",1
"4171","coterie",3
"4172","coterminal",4
"4173","cotillion",3
"4174","cottage",2
"4175","cottar",2
"4176","cotton",2
"4177","cottonseed",3
"4178","cotyledon",2
"4179",">2<0<1<0<",2
"4180","ch",2
"4181","cougar",2
"4182","cough",1
"4183","could",1
"4184","council",2
"4185","counsel",2
"4186","count",1
"4187","countenance",3
"4188","counter",2
"4189","counteract",3
"4190","counterattack",4
"4191","counterbalance",4
"4193","counterclaim",3
"4194","counterclockwise",4
"4195","counterfeit",3
"4196","counterintelligence",6
"4197","counterman",3
"4198","countermand",3
"4199","counterrevolution",6
"4200","countersign",3
"4201","countersignature",5
"4202","countersink",3
"4203","countess",2
"4204","countinghouse",3
"4205","countless",2
"4206","country",2
"4207","countryfied",3
"4208","county",2
"4209","coup",1
"4210","coupe",2
"4211","couple",2
"4212","couplet",2
"4213","coupling",3
"4214","coupon",2
"4215","courage",2
"4216","courageous",3
"4217","courier",3
"4218","course",1
"4219","court",1
"4220","courteous",3
"4221","courtesan",3
"4222","courtesy",3
"4223","courthouse",2
"4224","courtier",3
"4225","courtly",2
"4226","courtship",2
"4227","cousin",2
"4228","cove",1
"4229","coven",2
"4230","covenant",3
"4231","cover",2
"4232","coverall",3
"4233","covert",2
"4234","covet",2
"4235","covey",2
"4236","cow",1
"4237","coward",2
"4238","cowboy",2
"4239","cower",2
"4240","cowhide",2
"4241","cowl",1
"4242","cowlick",2
"4243","cowling",2
"4244","cowpoke",2
"4245","cowslip",2
"4246","coxcomb",2
"4247","coxswain",2
"4248","coy",1
"4249","coyote",2
"4250","coypu",2
"4251","cozen",2
"4252","cozy",2
"4253","crab",1
"4254","crabbed",2
"4255","crabby",2
"4256","crack",1
"4257","cracker",2
"4258","crackle",2
"4259","crackpot",2
"4260","cradle",2
"4261","craft",1
"4262","craftsman",2
"4263","crafty",2
"4264","crag",1
"4265","cram",1
"4266","cramp",1
"4267","cranberry",3
"4268","crane",1
"4269","cranium",3
"4270","crank",1
"4271","cranky",2
"4272","cranny",2
"4273","crape",1
"4274","craps",1
"4275","crapshooter",3
"4276","crash",1
"4277","crass",1
"4278","crate",1
"4279","crater",2
"4280","cravat",2
"4281","crave",1
"4282","craven",2
"4283","craving",2
"4284","crawfish",2
"4285","crawl",1
"4286","crayfish",2
"4287","crayon",2
"4288","craze",1
"4289","crazy",2
"4290","creak",1
"4291","cream",1
"4292","creamery",3
"4293","crease",1
"4294","create",2
"4295","creation",3
"4296","creator",3
"4297","creature",2
"4298","creche",1
"4299","credence",2
"4300","credential",3
"4301","credibility",5
"4302","credible",3
"4303","credit",2
"4304","creditor",3
"4305","credo",2
"4306","credulity",4
"4307","credulous",3
"4308","creed",1
"4309","creek",1
"4310","creel",1
"4311","creep",1
"4312","creepy",2
"4313","cremate",2
"4314","cremation",3
"4315","crematory",4
"4316","crenallation",4
"4317","crenelate",3
"4318","creole",2
"4319","creosote",3
"4320","crepe",1
"4321","crept",1
"4322","crepuscular",4
"4323","crescendo",3
"4324","crescent",2
"4325","cress",1
"4326","crest",1
"4327","crestfallen",3
"4328","cretaceous",3
"4329","cretonne",2
"4330","crevasse",2
"4331","crevice",2
"4332","crew",1
"4333","crib",1
"4334","cribbage",2
"4335","crick",1
"4336","cricket",2
"4337","crier",2
"4338","crime",1
"4339","criminal",3
"4340","criminality",5
"4341","criminally",4
"4342","criminology",5
"4343","crimp",1
"4344","crimson",2
"4345","cringe",1
"4346","crinkle",2
"4347","crinoline",3
"4348","cripple",2
"4349","crisis",2
"4350","crisp",1
"4351","crisscross",2
"4352","criterion",4
"4353","critic",2
"4354","critical",3
"4355","criticism",4
"4356","critique",2
"4357","critter",2
"4358","croak",1
"4359","crochet",2
"4360","crock",1
"4361","crocodile",3
"4362","crocus",2
"4363","crone",1
"4364","crony",2
"4365","crook",1
"4366","crooked",2
"4367","croon",1
"4368","crop",1
"4369","cropland",2
"4370","croquet",2
"4371","croquette",2
"4372","crosier",2
"4373","cross",1
"4374","crosspiece",2
"4375","crossroad",2
"4376","crosswalk",2
"4377","crotch",1
"4378","crotchet",2
"4379","crouch",1
"4380","croup",1
"4381","croupier",3
"4382","crouton",2
"4383","crow",1
"4384","crowbar",2
"4385","crowd",1
"4386","crowfoot",2
"4387","crown",1
"4388","crucial",2
"4389","crucible",3
"4390","crucifix",3
"4391","crucifixion",4
"4392","cruciform",3
"4393","crucify",3
"4394","crude",1
"4395","crudity",3
"4396","cruel",2
"4397","cruet",2
"4398","cruise",1
"4399","cruiser",2
"4400","cruller",2
"4401","crumb",1
"4402","crumble",2
"4403","crumpet",2
"4404","crumple",2
"4405","crunch",1
"4406","crusade",2
"4407","cruse",1
"4408","crush",1
"4409","crust",1
"4410","crustacean",3
"4411","crutch",1
"4412","crux",1
"4413","cruzeiro",3
"4414","cry",1
"4415","crypt",1
"4416","cryptic",2
"4417","cryptogram",3
"4418","cryptography",4
"4419","crystal",2
"4420","crystallization",5
"4421","cub",1
"4422","cubbyhole",3
"4423","cube",1
"4424","cubic",2
"4425","cubicle",3
"4426","cuckold",2
"4427","cuckoo",2
"4428","cucumber",3
"4429","cud",1
"4430","cuddle",2
"4431","cudgel",2
"4432","cue",1
"4433","cuff",1
"4434","cuisine",2
"4435","culinary",4
"4436","cull",1
"4437","culminate",3
"4438","culmination",4
"4439","culpable",3
"4440","culprit",2
"4441","cult",1
"4442","cultivate",3
"4443","cultivation",4
"4444","cultivator",4
"4445","culture",2
"4446","culvert",2
"4447","cumber",2
"4448","cumbrous",2
"4449","cummerbund",3
"4450","cumulative",4
"4451","cumulus",3
"4452","cuneiform",4
"4453","cunning",2
"4454","cup",1
"4455","cupboard",2
"4456","cupcake",2
"4457","cupid",2
"4458","cupidity",4
"4459","cupola",3
"4460","cur",1
"4461","curate",2
"4462","curative",3
"4463","curator",3
"4464","curb",1
"4465","curd",1
"4466","curdle",2
"4467","cure",1
"4469","curfew",2
"4470","curia",3
"4471","curio",3
"4472","curiosity",5
"4473","curious",3
"4474","curiously",4
"4475","curl",1
"4476","curlew",2
"4477","curlicue",3
"4478","currant",2
"4479","currency",3
"4480","current",2
"4481","curriculum",4
"4482","curry",2
"4483","curse",1
"4484","cursive",2
"4485","cursory",3
"4486","curt",1
"4487","curtail",2
"4488","curtain",2
"4489","curtsey",2
"4490","curvature",3
"4491","curve",1
"4492","curvet",2
"4493","cushion",2
"4494","cusp",1
"4495","cuspidor",3
"4496","custard",2
"4497","custodian",4
"4498","custody",3
"4499","custom",2
"4500","customarily",5
"4501","customary",4
"4502","customer",3
"4503","customhouse",3
"4504","cut",1
"4505","cutaneous",4
"4506","cutback",2
"4507","cute",1
"4508","cuticle",3
"4509","cutlass",2
"4510","cutlery",3
"4511","cutlet",2
"4512","cutter",2
"4513","cutthroat",2
"4514","cutting",2
"4515","cuttlefish",3
"4516","cutup",2
"4517","cutworm",2
"4518","cyanide",3
"4519","cyclamen",3
"4520","cycle",2
"4521","cyclic",2
"4522","cyclist",3
"4523","cyclometer",4
"4524","cyclone",2
"4525","cyclonic",3
"4526","cyclopaedia",5
"4527","cyclotron",3
"4528","cygnet",2
"4529","cylinder",3
"4530","cylindrical",4
"4531","cymbal",2
"4532","cynic",2
"4533","cynicism",4
"4534","cynosure",3
"4535","cypress",2
"4536","cyst",1
"4537","cystic",2
"4538","czar",1
"4539","czarina",3
"4540","czech",1
"4541","dab",1
"4542","dabble",2
"4543","dace",1
"4544","dacha",2
"4545","dachshund",2
"4546","dactyl",2
"4547","dactylic",3
"4548","dad",1
"4549","daddy",2
"4550","daemon",2
"4551","daffodil",3
"4552","daft",1
"4553","dagger",2
"4554","daguerreotype",5
"4555","dahlia",2
"4556","daily",2
"4557","dainty",2
"4558","daiquiri",3
"4559","dairy",2
"4560","dais",2
"4561","daisy",2
"4562","dale",1
"4563","dally",2
"4564","dalmatian",3
"4565","dam",1
"4566","damage",2
"4567","damascene",3
"4568","damask",2
"4569","dame",1
"4570","damn",1
"4571","damnable",3
"4572","damnation",3
"4573","damned",1
"4574","damp",1
"4575","dampen",2
"4576","damsel",2
"4577","damson",2
"4578","dance",1
"4579","dandelion",4
"4580","dander",2
"4581","dandify",3
"4582","dandle",2
"4583","dandruff",2
"4584","dandy",2
"4585","dane",1
"4586","danger",2
"4587","dangerous",3
"4588","dangle",2
"4589","danish",2
"4590","dank",1
"4591","dapper",2
"4592","dapple",2
"4593","dare",1
"4594","daring",2
"4595","dark",1
"4596","darken",2
"4597","darkling",2
"4598","darkroom",2
"4599","darksome",2
"4600","darling",2
"4601","darn",1
"4602","darnel",2
"4603","dart",1
"4604","dash",1
"4605","dastard",2
"4606","data",2
"4607","date",1
"4608","dateline",2
"4609","dative",2
"4610","datum",2
"4611","daub",1
"4612","daughter",2
"4613","daunt",1
"4614","dauphin",2
"4615","davenport",3
"4616","davit",2
"4617","dawdle",2
"4618","dawdler",2
"4619","dawn",1
"4620","day",1
"4621","daytime",2
"4622","daze",1
"4623","dazzle",2
"4624","deacon",2
"4625","deactivate",4
"4626","dead",1
"4627","deaden",2
"4628","deadline",2
"4629","deadlock",2
"4630","deadweight",2
"4631","deaf",1
"4632","deafen",2
"4633","deal",1
"4634","dealer",2
"4635","dealing",2
"4636","dealt",1
"4637","dean",1
"4638","dear",1
"4639","dearth",1
"4640","death",1
"4641","deathwatch",2
"4642","deb",1
"4643","debacle",3
"4644","debar",2
"4645","debarkation",4
"4646","debase",2
"4647","debilitate",4
"4648","debit",2
"4649","debonair",3
"4650","debouch",2
"4651","debrief",2
"4652","debris",2
"4653","debt",1
"4654","debunk",2
"4655","debut",2
"4656","debutante",3
"4657","decade",2
"4658","decadence",3
"4659","decal",2
"4660","decalcomania",6
"4661","decalogue",3
"4662","decamp",2
"4663","decapitate",4
"4664","decasyllabic",5
"4665","decathlon",3
"4666","decay",2
"4667","deceive",2
"4668","decelerate",4
"4669","december",3
"4670","decency",3
"4671","decent",2
"4672","decentralization",6
"4673","deception",3
"4674","decibel",3
"4675","decide",2
"4676","deciduous",4
"4677","decimal",3
"4678","decimate",3
"4679","decipher",3
"4680","decision",3
"4681","deck",1
"4682","declaim",2
"4683","declamation",4
"4684","declamatory",5
"4685","declaration",4
"4686","declarative",4
"4687","declaratory",5
"4688","declare",2
"4689","declassify",4
"4690","declension",3
"4691","declination",4
"4692","decline",2
"4693","declivity",4
"4694","decode",2
"4695","decollete",4
"4696","decommission",4
"4697","decompose",3
"4698","decomposition",5
"4699","decompress",3
"4700","decontaminate",5
"4701","decor",2
"4702","decorate",3
"4703","decoration",4
"4704","decorative",4
"4705","decorator",4
"4706","decorous",3
"4707","decorum",3
"4708","decoy",2
"4709","decrease",2
"4710","decree",2
"4711","decrepit",3
"4712","decry",2
"4713","dedicate",3
"4714","dedication",4
"4715","dedicatory",5
"4716","deduce",2
"4717","deed",1
"4718","deem",1
"4719","deep",1
"4720","deer",1
"4721","deface",2
"4722","defalcation",4
"4723","defamation",4
"4724","defamatory",5
"4725","defame",2
"4726","default",2
"4727","defeat",2
"4728","defect",2
"4730","defective",3
"4731","defend",2
"4732","defense",2
"4733","deference",3
"4734","deferential",4
"4735","deferment",3
"4736","deficient",3
"4737","deficit",3
"4738","defile",2
"4739","define",2
"4740","definite",3
"4741","definition",4
"4742","definitive",4
"4743","deflate",2
"4744","deform",2
"4745","deformation",4
"4746","deformity",4
"4747","deft",1
"4748","defunct",2
"4749","defy",2
"4750","degradation",4
"4751","degrade",2
"4752","degree",2
"4753","dehorn",2
"4754","dehumanize",4
"4755","dehumidify",5
"4756","dehydrate",3
"4757","dehydration",4
"4758","deice",2
"4759","deification",5
"4760","deify",3
"4761","deign",1
"4762","deism",3
"4763","deistic",3
"4764","deity",3
"4765","dejected",3
"4766","delay",2
"4767","dele",2
"4768","delectable",4
"4769","delectation",4
"4770","delegate",3
"4771","delegation",4
"4772","delete",2
"4773","deleterious",5
"4774","delft",1
"4775","deliberate",4
"4776","delicacy",4
"4777","delicatessen",5
"4778","delicious",3
"4779","delimit",3
"4780","delineate",4
"4781","delinquency",4
"4782","deliquesce",3
"4783","delirium",4
"4784","deliver",3
"4785","dell",1
"4786","delouse",2
"4787","delphinium",4
"4788","delta",2
"4789","delude",2
"4790","deluge",2
"4791","delusion",3
"4792","deluxe",2
"4793","delve",1
"4794","demagnetize",4
"4795","demagog",3
"4796","demand",2
"4797","demarcate",3
"4798","demarcation",4
"4799","demarche",2
"4800","demean",2
"4801","demeanor",3
"4802","demented",3
"4803","demerit",3
"4804","demesne",2
"4805","demigod",3
"4806","demilitarize",5
"4807","demimondaine",4
"4808","demimonde",3
"4809","demise",2
"4810","demitasse",3
"4811","demobilize",4
"4812","democracy",4
"4813","democrat",3
"4814","democratic",4
"4815","democratize",4
"4816","demographic",4
"4817","demography",4
"4818","demoiselle",3
"4819","demolish",3
"4820","demolition",4
"4821","demonetize",4
"4822","demoniac",4
"4823","demoniacal",5
"4824","demonology",5
"4825","demonstrable",4
"4826","demonstrate",3
"4827","demonstration",4
"4828","demonstrative",4
"4829","demonstrator",4
"4830","demoralize",4
"4831","den",1
"4832","denature",3
"4833","dengue",2
"4834","denial",3
"4835","denier",2
"4836","denigrate",3
"4837","denim",2
"4838","denizen",3
"4839","denominate",4
"4840","denotation",4
"4841","denote",2
"4842","denounce",2
"4843","dense",1
"4844","density",3
"4845","dent",1
"4846","dental",2
"4847","dentate",2
"4848","dentifrice",3
"4849","dentist",2
"4850","dentition",3
"4851","denture",2
"4852","denudation",4
"4853","denude",2
"4854","denunciation",5
"4855","deny",2
"4856","deodorant",4
"4857","depart",2
"4858","departmental",4
"4859","departure",3
"4860","depend",2
"4861","depict",2
"4862","deplane",2
"4863","deplete",2
"4864","depopulate",4
"4865","deport",2
"4866","deportation",4
"4867","deportment",3
"4868","deposition",4
"4869","depository",5
"4870","deprave",2
"4871","deprecate",3
"4872","deprecation",4
"4873","deprecatory",5
"4874","depreciate",4
"4875","depredation",4
"4876","depress",2
"4877","deprivation",4
"4878","deprive",2
"4879","depth",1
"4880","deputation",4
"4881","depute",2
"4882","deputize",3
"4883","deputy",3
"4884","derail",2
"4885","derange",2
"4886","derby",2
"4887","derelict",3
"4888","dereliction",4
"4889","deride",2
"4890","derivation",4
"4891","derivative",4
"4892","derive",2
"4893","dermatitis",4
"4894","derogate",3
"4895","derogation",4
"4896","derogatory",5
"4897","derrick",2
"4898","derriere",3
"4899","derringer",3
"4900","derris",2
"4901","dervish",2
"4902","descant",2
"4903","descend",2
"4904","descent",2
"4905","desecrate",3
"4906","desecration",4
"4907","desegregate",4
"4908","desert",2
"4910","deserve",2
"4911","desiccant",3
"4912","desiccate",3
"4913","desiccation",4
"4914","desideratum",5
"4915","design",2
"4916","designate",3
"4917","designation",4
"4918","designing",3
"4919","desirous",3
"4920","desk",1
"4921","desolate",3
"4922","desolation",4
"4923","despair",2
"4924","desperado",4
"4925","desperate",3
"4926","desperation",4
"4927","despicable",4
"4928","despise",2
"4929","despond",2
"4930","despot",2
"4931","despotic",3
"4932","despotism",4
"4933","dessert",2
"4934","destination",4
"4935","destine",2
"4936","destiny",3
"4937","destitute",3
"4938","destitution",4
"4939","destroy",2
"4940","destructible",4
"4941","desuetude",3
"4942","desultory",4
"4943","detach",2
"4944","detachment",3
"4945","detail",2
"4946","detain",2
"4947","detective",3
"4948","detente",2
"4949","detention",3
"4950","determinable",5
"4951","determination",5
"4952","determine",3
"4953","deterrence",3
"4954","detest",2
"4955","detestation",4
"4956","dethrone",2
"4957","detonate",3
"4958","detonation",4
"4959","detour",2
"4960","detract",2
"4961","detrain",2
"4962","detriment",3
"4963","detrimental",4
"4964","detritus",3
"4965","deuce",1
"4966","deuterium",4
"4967","devalue",3
"4968","devastate",3
"4969","devastation",4
"4970","develop",3
"4971","deviant",3
"4972","deviate",3
"4973","deviation",4
"4974","device",2
"4975","devil",2
"4976","devilment",3
"4977","devious",3
"4978","devise",2
"4979","devitalize",4
"4980","devoid",2
"4981","devoir",2
"4982","devolution",4
"4983","devolve",2
"4984","devote",2
"4985","devotee",3
"4986","devotion",3
"4987","devour",2
"4988","dew",1
"4989","dewberry",3
"4990","dexterity",4
"4991","dexterous",3
"4992","dextrose",2
"4993","dhow",1
"4994","diabetes",4
"4995","diadem",3
"4996","diaeresis",4
"4997","diagnose",3
"4998","diagnosis",4
"4999","diagnostic",4
"5000","diagonal",4
"5001","diagram",3
"5002","diagrammatic",5
"5003","dial",2
"5004","dialect",3
"5005","dialectic",4
"5006","dialog",3
"5007","diameter",4
"5008","diametrically",6
"5009","diamond",3
"5010","diapason",4
"5011","diaper",3
"5012","diaphanous",4
"5013","diaphragm",3
"5014","diaphragmatic",5
"5015","diarist",3
"5016","diarrhoea",4
"5017","diary",3
"5018","diastole",4
"5019","diathermy",4
"5020","diatribe",3
"5021","dibble",2
"5022","dice",1
"5023","dichotomy",4
"5024","dicker",2
"5025","dicky",2
"5026","dicotyledon",5
"5027","dictate",2
"5028","dictation",3
"5029","dictator",3
"5030","dictatorial",5
"5031","dictatorship",4
"5032","diction",2
"5033","dictionary",4
"5034","dictum",2
"5035","did",1
"5036","didactic",3
"5037","dido",2
"5038","die",1
"5039","dielectric",4
"5040","dies",1
"5041","diet",2
"5042","dietary",4
"5043","dietetics",4
"5044","differ",2
"5045","difference",3
"5046","differential",4
"5047","difficult",3
"5048","diffident",3
"5049","diffuse",2
"5050","dig",1
"5051","digest",2
"5053","digit",2
