"","ID","Ubication","Level","Zone","Income","Employees","Taxes","SPAM"
"2372","AB767","c25k95","Big","D",1300,176,68,"yes"
"2373","AB799","c25k96","Big","D",1094,131,56,"no"
"2374","AB862","c25k97","Big","E",1010,132,50,"yes"
"2375","AB863","c25k98","Big","E",1565,162,109,"no"
"2376","AB864","c25k99","Big","E",1360,126,73,"yes"
"2377","AB878","c26k1","Big","E",1008,76,50,"no"
"2378","AB891","c26k2","Big","E",1040,118,52,"no"
"2379","AB892","c26k3","Big","E",1084,92,54,"yes"
"2380","AB893","c26k4","Big","E",1551,168,107,"no"
"2381","AB904","c26k5","Big","E",1035,86,51,"yes"
"2382","AB905","c26k6","Big","E",1405,110,83,"no"
"2383","AB906","c26k7","Big","E",1250,100,64,"yes"
"2384","AB908","c26k8","Big","E",1305,150,70,"yes"
"2385","AB912","c26k9","Big","E",1088,133,55,"no"
"2386","AB916","c26k10","Big","E",1161,157,62,"no"
"2387","AB932","c26k11","Big","E",1360,104,72,"yes"
"2388","AB953","c26k12","Big","E",1085,116,54,"no"
"2389","AB956","c26k13","Big","E",1040,78,51,"yes"
"2390","AB957","c26k14","Big","E",1220,163,63,"no"
"2391","AB983","c26k15","Big","E",1030,145,51,"yes"
"2392","AB984","c26k16","Big","E",1020,89,50,"yes"
"2393","AB985","c26k17","Big","E",1077,91,54,"no"
"2394","AB986","c26k18","Big","E",1297,161,67,"no"
"2395","AB987","c26k19","Big","E",1640,225,169,"yes"
"2396","AB988","c26k20","Big","E",1860,253,176,"yes"
