"","chemoLowerLinearAdjust.chemoUpperLinearAdjust.Velocity.Displacement"
"2130","0.05,0.2,2.58377262634568,40.0546616008066"
"2131","0.05,0.2,2.68459905424856,47.2270621902626"
"2132","0.05,0.2,3.38274805476053,41.9349297903707"
"2133","0.05,0.2,3.49925939768233,59.940870637122"
"2134","0.05,0.2,2.15640216847057,39.7068025362642"
"2135","0.05,0.2,4.55967222773598,50.8120997166224"
"2136","0.05,0.2,3.12462016224659,41.5058239911727"
"2137","0.05,0.2,2.66907345750312,40.9245050765207"
"2138","0.05,0.2,2.66217038463176,43.4497619929181"
"2139","0.05,0.2,2.68058877158296,46.4442315081149"
"2140","0.05,0.2,2.48486598281012,38.1290583068931"
"2141","0.05,0.2,2.66431885012108,42.0300674516385"
"2142","0.05,0.2,2.22217895033326,38.7980710904926"
"2143","0.05,0.2,2.72886979431423,38.9729057042022"
"2144","0.05,0.2,2.66720600317055,41.5964625060552"
"2145","0.05,0.2,3.0647501891434,41.1782715072394"
"2146","0.05,0.2,2.3347170942074,37.233822965286"
"2147","0.05,0.2,2.34618810188585,35.5971823290621"
"2148","0.05,0.2,2.42959293309412,38.5520114537742"
"2149","0.05,0.2,3.52689591054257,47.3489610216972"
"2150","0.05,0.2,3.5725319474826,40.6173269237623"
"2151","0.05,0.2,2.31754081563928,34.7857043198641"
"2152","0.05,0.2,3.22051389302135,45.0670764957649"
"2153","0.05,0.2,4.10561573323852,45.3111029416944"
"2154","0.05,0.2,2.73303315525203,44.1607060226759"
"2155","0.05,0.2,3.1696226278056,45.3353263459538"
"2156","0.05,0.2,2.87755860708135,45.0268536135912"
"2157","0.05,0.2,2.39775935261387,38.2012649730251"
"2158","0.05,0.2,4.43213698045136,42.2095244314714"
"2159","0.05,0.2,3.92131774692416,51.6070872548393"
"2160","0.05,0.2,3.86874420334656,51.0707782230344"
"2161","0.05,0.2,3.22401950674627,52.3705898593795"
"2162","0.05,0.2,2.72598389664315,39.4932969888114"
"2163","0.05,0.2,2.17894973887928,35.4569971260545"
"2164","0.05,0.2,2.34242520309125,38.0157035512095"
"2165","0.05,0.2,4.23143519743869,44.3221438235663"
"2166","0.05,0.2,2.54503847866112,45.4960627907659"
"2167","0.05,0.2,2.91523671195203,48.5777806505764"
"2168","0.05,0.2,2.4759668431191,39.8271780084389"
"2169","0.05,0.2,2.65733693155538,42.7494954637995"
"2170","0.05,0.2,3.42071704136024,45.4039334564494"
"2171","0.05,0.2,2.22198393263164,33.4995040593558"
"2172","0.05,0.2,3.91365036055658,50.7883809163591"
"2173","0.05,0.2,2.64356727361232,39.4554574315397"
"2174","0.05,0.2,2.61344297458662,43.894360418448"
"2175","0.05,0.2,3.30717193180101,44.8552980518154"
"2176","0.05,0.2,2.39200159864193,32.9443551949122"
"2177","0.05,0.2,2.51759361577164,44.4330803666009"
"2178","0.05,0.2,3.19257681721584,43.2754846229613"
"2179","0.05,0.2,2.25576107148987,31.2117163211276"
"2180","0.05,0.2,2.24587512121299,42.2410144357466"
"2181","0.05,0.2,3.06520382479892,45.2819713804335"
"2182","0.05,0.2,2.42167328414849,43.2330230801588"
"2183","0.05,0.2,3.91282926932557,49.0635432150546"
"2184","0.05,0.2,3.0544017816221,41.4126730252947"
"2185","0.05,0.2,2.74048897563251,43.3462717925607"
"2186","0.05,0.2,3.88738756331122,44.4979072163056"
"2187","0.05,0.2,3.44636309012619,42.0264981564331"
"2188","0.05,0.2,2.68932946173508,40.5782404974904"
"2189","0.05,0.2,2.76489332107195,46.7082943883948"
"2190","0.05,0.2,4.19254924818606,51.9595421620722"
"2191","0.05,0.2,2.60344807092648,43.7632396641178"
"2192","0.05,0.2,2.443878809776,39.983109151171"
"2193","0.05,0.2,2.41940854884102,39.2545582450324"
"2194","0.05,0.2,2.75622146663147,45.2489358149369"
"2195","0.05,0.2,4.47467763121021,49.0596135071645"
"2196","0.05,0.2,2.20220265095248,37.0978010093241"
"2197","0.05,0.2,4.73102626445711,58.5592975016005"
"2198","0.05,0.2,2.53640239617972,38.5459156518252"
"2199","0.05,0.2,4.02642194904435,40.2425411522529"
"2200","0.05,0.2,2.66426158379196,40.047381445455"
"2201","0.05,0.2,4.1301766901218,45.8363689850381"
"2202","0.05,0.2,2.6605949318704,45.2855319786892"
"2203","0.05,0.2,2.3120246065352,39.6224945664098"
"2204","0.05,0.2,2.39300493687101,39.3613516962259"
"2205","0.05,0.2,2.67826805370496,41.3497293513972"
"2206","0.05,0.2,3.43011728907357,47.439490519233"
"2207","0.05,0.2,5.03921891487413,48.3586396312045"
"2208","0.05,0.2,2.60631275425364,42.9000928850946"
"2209","0.05,0.2,2.33619571625637,40.3329356595535"
"2210","0.05,0.2,3.33275588006063,48.925764571403"
"2211","0.05,0.2,2.33657176053882,38.1643932100242"
"2212","0.05,0.2,2.74975123559846,40.6455421163934"
"2213","0.05,0.2,2.53897685822731,35.4966545736872"
"2214","0.05,0.2,2.41556779819566,41.320022975199"
"2215","0.05,0.2,2.78165381856449,42.2820975435945"
"2216","0.05,0.2,2.55142182820114,44.3582609963994"
"2217","0.05,0.2,2.7774434669474,45.303136299317"
"2218","0.05,0.2,2.45960017254344,41.2722724882057"
"2219","0.05,0.2,2.57313672642848,40.279331975336"
"2220","0.05,0.2,2.21515815517177,36.531258188149"
"2221","0.05,0.2,2.47573108324049,43.0438154754305"
"2222","0.05,0.2,5.19573203010284,49.1552926335414"
"2223","0.05,0.2,2.32717797799997,34.4743249870966"
"2224","0.05,0.2,3.50902160442327,47.4373762526976"
"2225","0.05,0.2,3.37641008827017,32.9762033935512"
"2226","0.05,0.2,2.67776967223827,37.094174729498"
"2227","0.05,0.2,4.13948079096225,43.3356279280554"
"2228","0.05,0.2,2.40973074780326,31.6744488855846"
"2229","0.05,0.2,2.3955104212866,41.9164608184501"
"2230","0.05,0.2,2.88915897846371,44.3351659231578"
"2231","0.05,0.2,3.66799904378792,48.265917485908"
"2232","0.05,0.2,3.11731641188855,36.9786867937167"
"2233","0.05,0.2,2.35262272793882,40.354986989317"
"2234","0.05,0.2,3.44482787992826,48.5668341316859"
"2235","0.05,0.2,3.48511824357365,40.0877407652477"
"2236","0.05,0.2,2.66368307039132,49.7491478813289"
"2237","0.05,0.2,2.43964496055796,39.135087297933"
"2238","0.05,0.2,2.68561114727043,42.8603885111479"
"2239","0.05,0.2,2.56729078912933,43.1601670111323"
"2240","0.05,0.2,2.66061927974809,39.0933864496856"
"2241","0.05,0.2,2.79807327977956,40.9506549010499"
"2242","0.05,0.2,2.26610436066462,37.3258107301454"
"2243","0.05,0.2,3.17022538743265,42.9219967058017"
"2244","0.05,0.2,2.70567477981158,46.3490459044411"
"2245","0.05,0.2,2.51674950357953,38.4528580873432"
"2246","0.05,0.2,2.51341854469879,44.4703367290245"
"2247","0.05,0.2,2.20665518909605,39.703444234003"
"2248","0.05,0.2,2.46764224830547,41.6088404500804"
"2249","0.05,0.2,2.58998544342587,36.4782675107927"
"2250","0.05,0.2,2.71883055054899,43.9689449483699"
"2251","0.05,0.2,2.54284910201855,37.238106219282"
"2252","0.05,0.2,3.9332754500768,48.6688304095766"
"2253","0.05,0.2,2.26716130917908,38.1331283249997"
"2254","0.05,0.2,2.57303586474197,42.7212543278647"
"2255","0.05,0.2,2.50903793944254,45.0682034718772"
"2256","0.05,0.2,2.33005195103324,37.0352446288905"
"2257","0.05,0.2,2.65709881502191,48.946258503043"
"2258","0.05,0.2,2.22094457183236,38.5956077054488"
"2259","0.05,0.2,2.40220476398187,42.2563671117037"
"2260","0.05,0.2,2.50855758548662,38.9833585109242"
"2261","0.05,0.2,3.49393655696327,46.055304634215"
"2262","0.05,0.2,2.78530810506747,44.2102697824501"
"2263","0.05,0.2,2.4534362311329,37.9392860214636"
"2264","0.05,0.2,2.3973871516471,43.7574824116382"
"2265","0.05,0.2,2.99163350071352,48.7389975691496"
"2266","0.05,0.2,4.04468329893091,43.7490778380109"
"2267","0.05,0.2,2.37806413861289,38.6683878680125"
"2268","0.05,0.2,2.63602292171164,46.4268748573761"
"2269","0.05,0.2,2.36308946304463,42.267956214789"
"2270","0.05,0.2,2.378981594978,38.5935198572629"
"2271","0.05,0.2,2.8147639609754,41.4825930171277"
"2272","0.05,0.2,2.32882534037488,41.974357698955"
"2273","0.05,0.2,2.24039553146694,39.5085831377668"
"2274","0.05,0.2,3.04907757685245,43.8261317852506"
"2275","0.05,0.2,2.26137465396781,35.3646736469683"
"2276","0.05,0.2,2.62079875390764,44.0823795872369"
"2277","0.05,0.2,2.75300374000973,39.3215977251593"
"2278","0.05,0.2,2.28882448240977,37.1869097304116"
"2279","0.05,0.2,2.22264700907938,39.8666950911269"
"2280","0.05,0.2,3.31712398322346,52.9848830323385"
"2281","0.05,0.2,2.7803483231512,42.7519096375397"
"2282","0.05,0.2,2.3318085819992,45.2644147491975"
"2283","0.05,0.2,2.74123340742945,37.46866460493"
"2284","0.05,0.2,2.79439349290754,37.005141408902"
"2285","0.05,0.2,2.21548931628631,32.2735504889756"
"2286","0.05,0.2,5.26070679806796,49.7222242851216"
"2287","0.05,0.2,4.01762025954668,47.827618960057"
"2288","0.05,0.2,4.00459915777069,43.3270070853239"
"2289","0.05,0.2,2.29123940240609,39.5770539302352"
"2290","0.05,0.2,2.32462066452833,33.269481798982"
"2291","0.05,0.2,4.14594199130974,47.0646370330767"
"2292","0.05,0.2,3.18698267624476,45.3644290186978"
"2293","0.05,0.2,2.5458283776759,35.5018431941076"
"2294","0.05,0.2,3.46157923631366,48.6916590314655"
"2295","0.05,0.2,2.47633724221001,44.0337962490132"
"2296","0.05,0.2,2.32859244028504,35.9682382228808"
"2297","0.05,0.2,2.67594995532964,46.2504487479858"
"2298","0.05,0.2,2.93058104450517,44.1448757136996"
"2299","0.05,0.2,2.69916597767956,39.2375898714519"
"2300","0.05,0.2,2.72113900480317,38.7355907914437"
"2301","0.05,0.2,2.37771926844518,40.8314388745443"
"2302","0.05,0.2,3.39306510394592,46.6992977936353"
"2303","0.05,0.2,4.9753602990678,51.7020982816558"
"2304","0.05,0.2,2.68964385790599,40.8805715794114"
"2305","0.05,0.2,2.59291562842786,40.8654784752778"
"2306","0.05,0.2,3.44251555759681,43.3972413943587"
"2307","0.05,0.2,2.68105970805025,40.0755043175044"
"2308","0.05,0.2,3.20077649347708,48.5079581432419"
"2309","0.05,0.2,2.63081440229502,39.8238665930353"
"2310","0.05,0.2,2.51665861213635,42.9952269943191"
"2311","0.05,0.2,2.60286986661689,42.1465092472005"
"2312","0.05,0.2,2.74937293793906,41.7982229115338"
"2313","0.05,0.2,3.52388536945541,45.8240695173587"
"2314","0.05,0.2,2.92483889720348,41.828500930016"
"2315","0.05,0.2,2.45529778612817,42.4060376881837"
"2316","0.05,0.2,2.51209153200733,40.3754301303416"
"2317","0.05,0.2,2.51809542635047,38.9607541238533"
"2318","0.05,0.2,2.47897372379918,37.5584912138069"
"2319","0.05,0.2,2.39581099235393,45.074527193284"
"2320","0.05,0.2,4.09436675133762,50.8263648649306"
"2321","0.05,0.2,2.68392821971837,41.1170440646383"
"2322","0.05,0.2,2.73317770121555,47.9647929627104"
"2323","0.05,0.2,2.49715225561534,43.2363431158803"
"2324","0.05,0.2,2.96527500795228,44.5475634062316"
"2325","0.05,0.2,3.49290167632397,42.9989141436578"
"2326","0.05,0.2,2.92102146019618,47.1038601667169"
"2327","0.05,0.2,2.50906645052872,41.7263910943453"
"2328","0.05,0.2,2.3550020979901,33.6019524944108"
"2329","0.05,0.2,2.40178296507486,40.7121482803445"
"2330","0.05,0.2,2.41297364630065,37.7119182111198"
"2331","0.05,0.2,3.42804088493231,41.0964337551056"
"2332","0.05,0.2,2.44157235042089,34.7657115927032"
"2333","0.05,0.2,2.51757890630971,44.6225063613949"
"2334","0.05,0.2,2.39262459355944,39.4274023279762"
"2335","0.05,0.2,3.52786667714248,51.6308105640967"
"2336","0.05,0.2,2.31038378589719,37.2059309629459"
"2337","0.05,0.2,2.55864011551767,40.7908347873851"
"2338","0.05,0.2,2.34057211580397,35.4133296066285"
"2339","0.05,0.2,3.56719319348004,46.6575172366867"
"2340","0.05,0.2,2.67660458899829,40.3531055782575"
"2341","0.05,0.2,2.86403625168227,41.8002633184694"
"2342","0.05,0.2,3.64274451669225,44.0651031691101"
"2343","0.05,0.2,2.7067876799287,43.9027663206896"
"2344","0.05,0.2,3.50411984889643,55.4246232563715"
"2345","0.05,0.2,2.29808405080396,34.7709256107386"
"2346","0.05,0.2,2.58178584408942,33.6477327895382"
"2347","0.05,0.2,2.56496403872745,40.753932376179"
"2348","0.05,0.2,3.45475024585243,42.6121149691142"
"2349","0.05,0.2,2.6347959889053,37.3407117785323"
"2350","0.05,0.2,2.29948330797004,38.6906156070252"
"2351","0.05,0.2,3.27504892292275,42.5064373055457"
"2352","0.05,0.2,3.84960680030123,49.0899979165101"
"2353","0.05,0.2,2.42909442144291,34.8782791272128"
"2354","0.05,0.2,2.40948537699544,38.8984948094134"
"2355","0.05,0.2,2.7398483439912,41.2142445588744"
"2356","0.05,0.2,2.54891530972818,41.3974991109364"
"2357","0.05,0.2,2.78943497999455,45.9970981556485"
"2358","0.05,0.2,2.94187245704028,40.853910069304"
"2359","0.05,0.2,2.30030348039421,40.0508790586135"
"2360","0.05,0.2,2.78454029749184,37.4174014151912"
"2361","0.05,0.2,2.3903633590626,38.7487449125974"
"2362","0.05,0.2,3.3754162124318,47.3865463484225"
"2363","0.05,0.2,4.26359037411575,48.909640226318"
"2364","0.05,0.2,3.45667176756398,47.2829815862267"
"2365","0.05,0.2,4.64376056917571,54.5652976498873"
"2366","0.05,0.2,2.45850522949805,41.078995252721"
"2367","0.05,0.2,2.29530028783799,35.2665843691974"
"2368","0.05,0.2,4.73598830820098,46.4062047884932"
"2369","0.05,0.2,2.57490120268858,36.0665030472504"
"2370","0.05,0.2,2.73537962651199,44.3916088215918"
"2371","0.05,0.2,2.72356788449555,41.3203781420805"
"2372","0.05,0.2,3.41523568216402,53.2563994301371"
"2373","0.05,0.2,2.66964445132242,40.5182842341123"
"2374","0.05,0.2,3.72798759028042,54.7663658989659"
"2375","0.05,0.2,2.18298337640565,41.5950520536397"
"2376","0.05,0.2,2.78588935157715,36.1888749873976"
"2377","0.05,0.2,2.53567136733156,30.9645107627004"
"2378","0.05,0.2,3.99190101776155,51.3345172448796"
"2379","0.05,0.2,2.70415376854499,38.3530777558259"
"2380","0.05,0.2,4.18840608626354,47.7822287628889"
"2381","0.055,0.2,3.32814425141987,37.3519314718985"
"2382","0.055,0.2,2.97093286650872,43.0576967683613"
"2383","0.055,0.2,2.49598074611154,40.6431243864689"
"2384","0.055,0.2,2.42618559141273,32.5374760094747"
"2385","0.055,0.2,3.38791566698238,40.1110345646694"
"2386","0.055,0.2,4.15163097634523,42.1317127419958"
"2387","0.055,0.2,2.62257444063805,43.1213711928256"
"2388","0.055,0.2,2.12479435341823,34.7211897824574"
"2389","0.055,0.2,4.40928288001132,50.7355165623553"
"2390","0.055,0.2,2.27194804233898,39.1771213744216"
"2391","0.055,0.2,2.65830090418535,36.5179199439168"
"2392","0.055,0.2,3.20135934291694,52.3256079283657"
"2393","0.055,0.2,2.39451598348316,35.6355420344786"
"2394","0.055,0.2,2.52094135734017,38.6503193050999"
"2395","0.055,0.2,2.52331202617682,44.3779311231543"
"2396","0.055,0.2,2.26040016924157,39.9889610826155"
"2397","0.055,0.2,2.72665912443374,44.5019770630223"
"2398","0.055,0.2,2.56584371813834,46.2425009283695"
"2399","0.055,0.2,2.26061212246121,31.1407486472701"
"2400","0.055,0.2,2.44426676721171,37.3277776139991"
"2401","0.055,0.2,2.36073647683476,33.4102995975123"
"2402","0.055,0.2,2.55151376782521,41.8426107311487"
"2403","0.055,0.2,2.42688073750752,34.1433952920474"
"2404","0.055,0.2,2.46449589128171,39.8528116598082"
"2405","0.055,0.2,2.15660463945896,34.4464434843281"
"2406","0.055,0.2,3.2726325824208,45.6001323364691"
"2407","0.055,0.2,2.32166001048907,38.5506814042045"
"2408","0.055,0.2,2.5846234749692,41.49424225747"
"2409","0.055,0.2,2.22159406677381,30.4893274564175"
"2410","0.055,0.2,2.73458891253747,38.9505693244526"
"2411","0.055,0.2,2.57371484595444,39.9518755601089"
"2412","0.055,0.2,2.53478265563085,41.4600203404062"
"2413","0.055,0.2,2.17031910362987,37.5778569202563"
"2414","0.055,0.2,2.28213267694441,45.8631422128156"
"2415","0.055,0.2,2.26229938516104,37.7542453634386"
"2416","0.055,0.2,3.43461623039442,56.6389361220142"
"2417","0.055,0.2,2.61571695421125,40.5532360154054"
"2418","0.055,0.2,3.65208440522639,38.7253727982272"
"2419","0.055,0.2,3.96642635293801,40.276907914809"
"2420","0.055,0.2,2.31518482598039,40.1973492539105"
"2421","0.055,0.2,2.6631390497814,40.9782635917222"
"2422","0.055,0.2,2.669271121032,46.8833248214711"
"2423","0.055,0.2,2.29120727875543,41.5791233173588"
"2424","0.055,0.2,2.28176365489663,36.1335214718296"
"2425","0.055,0.2,2.26026919915915,40.3369206939904"
"2426","0.055,0.2,2.56002967563921,40.4148179990668"
"2427","0.055,0.2,3.82116226812541,42.2386143271173"
"2428","0.055,0.2,2.53194570456999,39.6793847112137"
"2429","0.055,0.2,2.50379548637435,45.3371936368291"
"2430","0.055,0.2,4.15666056634725,40.5447699884056"
"2431","0.055,0.2,2.52218738645754,30.6681770550484"
"2432","0.055,0.2,3.34469749033553,39.2480710843805"
"2433","0.055,0.2,2.4182311897849,36.8296982930667"
"2434","0.055,0.2,2.53095926944226,37.9216326924585"
"2435","0.055,0.2,2.75166078970799,44.3170490996236"
"2436","0.055,0.2,2.66256978849806,40.5489264767883"
"2437","0.055,0.2,3.56643461113008,42.4084081319633"
"2438","0.055,0.2,2.44644032393373,32.7128013312418"
"2439","0.055,0.2,2.33776569047226,38.5142078208666"
"2440","0.055,0.2,2.60648536920236,40.8978647297912"
"2441","0.055,0.2,2.58639613188873,41.543949620764"
"2442","0.055,0.2,2.74422982867532,44.4776085954601"
"2443","0.055,0.2,2.82020278737488,43.7255893517462"
"2444","0.055,0.2,3.14238201740402,44.9019763174068"
"2445","0.055,0.2,2.65869941349019,42.5505037926706"
"2446","0.055,0.2,5.16454283236864,55.4081147472147"
"2447","0.055,0.2,3.14820855976956,40.7514624333357"
"2448","0.055,0.2,3.0381442483523,46.3660999973806"
"2449","0.055,0.2,2.49310214839285,46.1429256584159"
"2450","0.055,0.2,2.34274800602331,40.0552927655611"
"2451","0.055,0.2,2.98287589737798,43.5315942836532"
"2452","0.055,0.2,2.29959162328762,38.123476092867"
"2453","0.055,0.2,2.27088777628158,35.6215515748604"
"2454","0.055,0.2,2.71583799203167,45.1997277367847"
"2455","0.055,0.2,2.90547591255926,45.2691675352581"
"2456","0.055,0.2,4.22643184224912,45.3230453255072"
"2457","0.055,0.2,3.45681224327341,41.3016511182665"
"2458","0.055,0.2,3.17190472626345,36.1831264700225"
"2459","0.055,0.2,2.61214630353408,38.4010127217907"
"2460","0.055,0.2,2.69590590238483,42.1544988003873"
"2461","0.055,0.2,2.22088620485594,33.4386044015312"
"2462","0.055,0.2,2.40113505631405,42.2922989054414"
"2463","0.055,0.2,3.3882869089781,38.605578176756"
"2464","0.055,0.2,2.3248784262998,37.8923992375756"
"2465","0.055,0.2,3.02500888439949,40.1879250635445"
"2466","0.055,0.2,2.61460567289397,40.9281444129743"
"2467","0.055,0.2,3.60059632025485,43.385454150585"
"2468","0.055,0.2,2.32413538283787,39.8361473881409"
"2469","0.055,0.2,2.44204395477997,37.4803384722147"
"2470","0.055,0.2,3.40279387505364,47.5985390203685"
"2471","0.055,0.2,3.33059422538157,49.2270659964571"
"2472","0.055,0.2,2.35694822295175,42.9829711966447"
"2473","0.055,0.2,3.20163829705963,43.2721370102144"
"2474","0.055,0.2,2.42559791999829,39.3809165212647"
"2475","0.055,0.2,5.23377630507602,53.782367682759"
"2476","0.055,0.2,2.19127676197763,36.4369635429778"
"2477","0.055,0.2,2.82283520303678,36.640752636705"
"2478","0.055,0.2,2.60118628658718,41.5174091047475"
"2479","0.055,0.2,2.7207557904314,47.2018947795028"
"2480","0.055,0.2,2.21166238672904,36.0597098212004"
"2481","0.055,0.2,2.61900635989697,42.484819723235"
"2482","0.055,0.2,2.35406120591438,35.4414528490019"
"2483","0.055,0.2,2.77805737763624,41.2058805646438"
"2484","0.055,0.2,2.24201860904138,40.382137739314"
"2485","0.055,0.2,2.37776693476368,41.1485436778606"
"2486","0.055,0.2,4.84188381755835,42.9651087900818"
"2487","0.055,0.2,4.72117841331303,48.2896847797929"
"2488","0.055,0.2,2.79882146422872,36.6377752865521"
"2489","0.055,0.2,2.23132771201966,38.957165132115"
"2490","0.055,0.2,2.18342645468691,39.1552203731502"
"2491","0.055,0.2,2.63456048354759,41.3701091019359"
"2492","0.055,0.2,2.31870074213272,42.8699429526012"
"2493","0.055,0.2,4.43405847433091,44.2657928430886"
"2494","0.055,0.2,4.28589185171354,52.8552659633383"
"2495","0.055,0.2,2.34887441740831,39.993330709731"
"2496","0.055,0.2,2.23481422548911,37.3714774461301"
"2497","0.055,0.2,2.41842226877929,36.8732260811212"
"2498","0.055,0.2,3.10795408138485,40.563872659929"
"2499","0.055,0.2,2.54994200842373,48.5356844299818"
"2500","0.055,0.2,2.53347937083171,40.6370681160236"
"2501","0.055,0.2,2.42286440069996,38.4553619608126"
"2502","0.055,0.2,2.52348580396862,37.448197032775"
"2503","0.055,0.2,2.30428273514138,38.9247407184471"
"2504","0.055,0.2,2.55560890876617,40.7268101870838"
"2505","0.055,0.2,3.65808035462781,42.3453506796138"
"2506","0.055,0.2,4.18686571994692,47.007099646512"
"2507","0.055,0.2,3.05052749241246,42.967991459669"
"2508","0.055,0.2,3.27715819146095,43.914057375262"
