"","day","month","year","hour","minute","second","latitude","longitude","depth","magnitude"
"2200",12,6,2005,2,41,23,42.8,-7.22,10,1.7
"2201",12,6,2005,2,43,35,42.81,-7.24,10,1.2
"2202",12,6,2005,2,49,9,42.81,-7.17,NA,1.1
"2203",12,6,2005,2,50,35,42.81,-7.21,10,1.1
"2204",12,6,2005,2,52,30,42.8,-7.2,NA,1.6
"2205",12,6,2005,2,58,6,42.8,-7.23,NA,1.1
"2206",12,6,2005,3,16,41,42.81,-7.22,NA,0.9
"2207",12,6,2005,3,17,54,42.8,-7.22,NA,0.7
"2208",12,6,2005,3,35,17,42.8,-7.21,NA,0.7
"2209",12,6,2005,15,5,2,42.7,-8.23,19,1.9
"2210",13,6,2005,11,27,27,42.87,-7.22,NA,1
"2211",14,6,2005,21,35,15,43,-7.11,NA,1.1
"2212",15,6,2005,8,33,1,42.8,-7.22,NA,1.6
"2213",17,6,2005,0,33,54,41.77,-8.62,10,2
"2214",17,6,2005,1,38,46,41.78,-8.61,10,1.3
"2215",18,6,2005,1,30,3,41.78,-8.63,11,1.7
"2216",18,6,2005,1,35,28,41.77,-8.64,11,2.1
"2217",18,6,2005,2,0,3,41.77,-8.62,11,2.1
"2218",18,6,2005,4,5,24,41.79,-8.62,11,1.7
"2219",18,6,2005,4,5,29,41.78,-8.64,NA,1.9
"2220",18,6,2005,4,32,6,41.81,-8.61,10,1.1
"2221",18,6,2005,5,14,49,43.47,-7.37,NA,1.1
"2222",18,6,2005,5,22,10,41.77,-8.62,NA,1.3
"2223",18,6,2005,5,34,17,41.78,-8.61,NA,1.5
"2224",18,6,2005,5,49,41,41.73,-8.7,NA,1.3
"2225",18,6,2005,5,59,47,41.83,-8.57,NA,1.5
"2226",18,6,2005,6,36,21,41.78,-8.62,NA,1.5
"2227",18,6,2005,6,55,4,41.81,-8.59,11,1.4
"2228",18,6,2005,8,4,45,41.77,-8.63,11,2.2
"2229",18,6,2005,8,27,13,41.84,-8.57,NA,1.2
"2230",18,6,2005,8,37,9,41.79,-8.6,11,1.5
"2231",18,6,2005,8,49,4,41.77,-8.64,11,2.6
"2232",18,6,2005,8,50,13,41.77,-8.63,11,1.9
"2233",18,6,2005,8,56,9,41.79,-8.59,NA,1.6
"2234",18,6,2005,9,33,16,41.77,-8.63,11,2.6
"2235",18,6,2005,9,58,18,41.81,-8.58,10,1.8
"2236",18,6,2005,10,13,38,41.78,-8.61,11,1.6
"2237",18,6,2005,10,49,36,41.79,-8.62,11,1.6
"2238",18,6,2005,11,41,44,41.77,-8.64,NA,1.5
"2239",18,6,2005,11,55,27,41.77,-8.64,10,2
"2240",18,6,2005,11,57,19,41.8,-8.62,11,1.5
"2241",18,6,2005,12,36,3,41.77,-8.63,11,2
"2242",18,6,2005,12,58,42,41.8,-8.61,10,1.2
"2243",18,6,2005,13,2,52,41.77,-8.64,10,1.7
"2244",18,6,2005,15,19,29,41.75,-8.64,NA,1.8
"2245",18,6,2005,16,2,19,41.77,-8.63,10,1.8
"2246",18,6,2005,18,11,41,41.76,-8.65,11,2.6
"2247",18,6,2005,18,45,57,41.77,-8.64,11,1.5
"2248",18,6,2005,19,36,21,41.77,-8.62,11,1.8
"2249",18,6,2005,19,39,14,41.77,-8.63,11,2
"2250",18,6,2005,19,52,34,41.77,-8.63,11,2.1
"2251",18,6,2005,20,31,23,41.76,-8.64,10,2.6
"2252",18,6,2005,20,38,10,41.78,-8.63,10,1.4
"2253",18,6,2005,20,39,39,41.77,-8.61,11,1.6
"2254",18,6,2005,20,51,57,41.77,-8.63,10,1.5
"2255",18,6,2005,21,48,45,41.77,-8.66,11,1.6
"2256",18,6,2005,21,54,10,41.79,-8.59,11,1.3
"2257",18,6,2005,21,55,18,41.77,-8.63,10,1.6
"2258",18,6,2005,22,12,14,41.78,-8.59,11,1.3
"2259",18,6,2005,22,37,35,41.79,-8.6,11,1.4
"2260",19,6,2005,0,10,15,41.76,-8.62,10,1.4
"2261",19,6,2005,0,24,57,41.77,-8.62,10,1.2
"2262",19,6,2005,3,12,13,41.77,-8.63,11,2.5
"2263",19,6,2005,4,36,53,41.77,-8.63,11,1.2
"2264",19,6,2005,5,58,10,41.77,-8.63,11,2.7
"2265",19,6,2005,6,1,46,41.78,-8.62,10,1.3
"2266",19,6,2005,6,9,55,41.77,-8.62,11,1.6
"2267",19,6,2005,6,13,56,41.79,-8.65,11,1.3
"2268",19,6,2005,6,47,21,41.78,-8.62,11,1.7
"2269",19,6,2005,6,55,4,41.77,-8.6,11,1.8
"2270",19,6,2005,7,3,16,41.78,-8.59,11,1.4
"2271",19,6,2005,7,19,8,41.77,-8.63,11,1.8
"2272",19,6,2005,7,36,12,41.79,-8.58,11,1.6
"2273",19,6,2005,9,5,13,41.78,-8.64,11,1.7
"2274",19,6,2005,9,42,47,41.76,-8.62,10,1.5
"2275",19,6,2005,10,24,59,41.8,-8.6,11,1.5
"2276",19,6,2005,11,5,41,41.77,-8.62,11,2
"2277",19,6,2005,12,3,28,41.78,-8.63,11,1.4
"2278",19,6,2005,13,47,42,41.77,-8.64,11,2.1
"2279",19,6,2005,15,22,22,41.77,-8.61,11,1.8
"2280",19,6,2005,19,34,31,41.78,-8.62,11,1.4
"2281",20,6,2005,3,0,7,41.75,-8.63,NA,1.4
"2282",20,6,2005,3,55,44,41.76,-8.62,NA,1.5
"2283",20,6,2005,13,56,25,41.75,-8.65,NA,2.1
"2284",21,6,2005,1,48,19,41.8,-8.61,10,1.7
"2285",22,6,2005,20,25,38,42.71,-6.75,NA,1.1
"2286",23,6,2005,0,56,3,42.06,-8.17,23,1.3
"2287",23,6,2005,4,49,40,42.74,-6.74,NA,1.6
"2288",24,6,2005,1,43,15,42.7,-7.67,NA,1.6
"2289",26,6,2005,6,37,34,41.76,-8.64,11,2.1
"2290",26,6,2005,8,35,0,41.79,-8.6,NA,1.5
"2291",26,6,2005,13,17,35,41.78,-8.63,10,1.8
"2292",28,6,2005,12,37,38,42.25,-7.5,33,1.6
"2293",1,7,2005,19,18,3,42.33,-8.08,NA,1.7
"2294",2,7,2005,3,19,43,43.04,-8,NA,1.1
"2295",3,7,2005,4,1,27,42.44,-8.16,19,2.1
"2296",7,7,2005,9,41,22,42.46,-8.12,6,2.2
"2297",8,7,2005,3,16,14,42.45,-8.15,11,1.8
"2298",8,7,2005,5,13,10,42.44,-8.15,NA,1.3
"2299",9,7,2005,4,40,38,42.8,-7.23,NA,2.4
"2300",9,7,2005,5,4,12,42.8,-7.2,NA,1.5
"2301",13,7,2005,4,1,30,42.83,-9.19,8,1.9
"2302",14,7,2005,16,44,44,43.57,-8.46,NA,2.1
"2303",15,7,2005,19,2,48,42.56,-8.37,9,1.1
"2304",15,7,2005,19,36,39,42.8,-9.18,NA,2
"2305",16,7,2005,9,49,43,41.92,-8.47,NA,1.1
"2306",16,7,2005,10,34,31,41.99,-7.5,NA,1.6
"2307",18,7,2005,1,6,33,42.78,-6.94,NA,1.3
"2308",23,7,2005,0,16,31,42.32,-8.41,NA,1.4
"2309",26,7,2005,2,17,46,42.64,-7.71,13,2.1
"2310",28,7,2005,22,48,6,42.46,-7.75,7,1.4
"2311",28,7,2005,22,51,39,42.8,-7.22,NA,1.1
"2312",28,7,2005,23,29,17,42.81,-7.21,NA,1.8
"2313",29,7,2005,18,9,3,42.44,-8.06,24,2.8
"2314",31,7,2005,8,6,36,42.15,-7.9,NA,1.4
"2315",31,7,2005,8,6,39,42.13,-7.9,NA,2.1
"2316",4,8,2005,21,8,8,42.92,-7.34,12,1.5
"2317",9,8,2005,10,57,40,43.19,-7.06,NA,2
"2318",9,8,2005,11,40,56,42.83,-7.23,11,1.6
"2319",9,8,2005,15,46,16,42.82,-7.33,5,1.5
"2320",9,8,2005,15,48,36,42.82,-7.25,NA,1.3
"2321",10,8,2005,4,43,20,42.19,-6.09,19,1.9
"2322",11,8,2005,16,31,31,42.72,-7.72,24,1.6
"2323",12,8,2005,0,44,59,42.72,-7.67,11,1.3
"2324",13,8,2005,21,24,15,42.7,-7.68,4,2.2
"2325",13,8,2005,21,41,21,42.21,-9.66,10,2.4
"2326",14,8,2005,15,6,3,42.7,-7.67,11,2
"2327",15,8,2005,10,37,53,42.7,-7.69,NA,1.3
"2328",16,8,2005,20,37,48,42.7,-7.68,10,1.7
"2329",17,8,2005,2,55,20,43.28,-7.25,20,2.4
"2330",17,8,2005,3,39,5,42.7,-7.68,NA,1.5
"2331",17,8,2005,4,59,22,42.81,-7.24,NA,1.1
"2332",18,8,2005,15,11,55,43.62,-8.27,23,1.7
"2333",20,8,2005,5,13,8,42.68,-8.52,21,1.6
"2334",21,8,2005,2,29,41,42.72,-6.76,NA,1
"2335",23,8,2005,5,9,7,42.17,-7.98,15,2.1
"2336",25,8,2005,2,27,57,42.29,-8.08,15,2.1
"2337",26,8,2005,21,58,0,42.67,-8.19,11,1.3
"2338",30,8,2005,2,32,43,42.61,-8.4,14,1.4
"2339",30,8,2005,5,15,57,43.43,-7.42,NA,1.9
"2340",31,8,2005,6,20,40,42.83,-6.9,6,1.3
"2341",6,9,2005,10,45,25,41.7,-8.43,16,2.5
"2342",8,9,2005,19,43,9,42.82,-8.62,NA,1.7
"2343",15,9,2005,0,35,15,42.63,-8.18,NA,0.9
"2344",15,9,2005,0,36,32,42.62,-8.21,NA,1.3
"2345",16,9,2005,18,50,33,42.81,-7.23,12,1.6
"2346",16,9,2005,18,51,4,42.8,-7.21,11,1.5
"2347",20,9,2005,2,36,11,42.31,-8.32,NA,0.8
"2348",20,9,2005,3,12,40,42.25,-8.36,6,0.9
"2349",20,9,2005,4,15,5,41.7,-7.67,NA,0.8
"2350",21,9,2005,12,56,49,41.58,-8.48,6,1.6
"2351",23,9,2005,4,31,20,41.67,-8.56,7,1.8
"2352",25,9,2005,2,42,35,42.24,-8.39,20,1.5
"2353",25,9,2005,4,31,30,42.25,-8.36,NA,1.2
"2354",26,9,2005,11,13,11,43.16,-7.39,NA,1.4
"2355",26,9,2005,11,14,17,42.22,-8.39,20,2.6
"2356",27,9,2005,23,2,46,42.47,-6.85,NA,1.1
"2357",28,9,2005,17,20,54,42.24,-8.37,11,1.6
"2358",2,10,2005,1,8,33,42.8,-7.19,NA,1.5
"2359",2,10,2005,1,8,42,42.8,-7.18,NA,1.5
"2360",3,10,2005,1,55,3,42.45,-6.83,6,1.2
"2361",3,10,2005,12,50,6,42.76,-7.19,NA,1.2
"2362",4,10,2005,11,35,20,42.8,-7.23,9,1.8
"2363",4,10,2005,11,50,7,42.76,-7.18,2,1.6
"2364",6,10,2005,2,27,15,43.39,-6.48,11,1.8
"2365",6,10,2005,22,35,57,42.43,-8.14,12,1.7
"2366",8,10,2005,3,25,30,42.22,-8.4,21,2.3
"2367",8,10,2005,12,6,52,42.8,-7.18,11,1.8
"2368",8,10,2005,23,14,12,42.26,-8.79,14,1.7
"2369",9,10,2005,16,44,59,42.43,-8.09,5,1.3
"2370",11,10,2005,23,32,21,42.8,-7.2,3,1.6
"2371",15,10,2005,11,17,22,43.23,-7.19,3,1.6
"2372",15,10,2005,23,17,42,42.8,-7.15,11,2.3
"2373",16,10,2005,19,59,26,41.22,-6.12,11,2.7
"2374",20,10,2005,9,58,11,42.46,-7.12,11,2.9
"2375",20,10,2005,14,27,54,41.58,-6.56,1,1.7
"2376",20,10,2005,18,22,30,42.77,-7.19,3,1.3
"2377",21,10,2005,4,19,22,43.27,-7.21,11,1.6
"2378",23,10,2005,11,43,50,42.28,-8.77,16,1.9
"2379",26,10,2005,0,28,23,42.8,-7.2,1,1.4
"2380",30,10,2005,4,16,56,42.27,-8.4,16,2
"2381",30,10,2005,4,17,58,42.27,-8.38,12,1.6
"2382",30,10,2005,4,44,4,42.27,-8.4,6,1.2
"2383",30,10,2005,6,18,46,42.28,-8.37,6,1.7
"2384",1,11,2005,12,51,5,42.6,-8.88,11,2.4
"2385",3,11,2005,22,32,44,42.24,-8.35,NA,1.6
"2386",11,11,2005,0,26,46,42.32,-8.13,NA,1.9
"2387",12,11,2005,16,3,17,42.32,-7.89,22,2.5
"2388",17,11,2005,9,1,51,43.61,-6.35,NA,1.7
"2389",19,11,2005,20,29,33,42.8,-7.22,9,1.9
"2390",19,11,2005,20,42,4,42.78,-7.21,NA,1.3
"2391",19,11,2005,20,42,37,42.79,-7.23,6,2.4
"2392",19,11,2005,20,43,36,42.8,-7.23,NA,1.5
"2393",19,11,2005,20,43,50,42.81,-7.22,NA,1.4
"2394",19,11,2005,20,45,51,42.79,-7.21,NA,1.2
"2395",19,11,2005,20,47,39,42.79,-7.22,NA,1.5
"2396",19,11,2005,20,48,0,42.79,-7.21,NA,1.5
"2397",19,11,2005,20,48,24,42.79,-7.21,NA,1.8
"2398",19,11,2005,20,49,23,42.8,-7.22,11,2.3
"2399",19,11,2005,20,50,21,42.8,-7.21,NA,1.5
"2400",19,11,2005,20,55,16,42.81,-7.21,NA,1.2
"2401",21,11,2005,19,31,34,42.69,-9.65,NA,2.1
"2402",22,11,2005,4,36,21,41.21,-9.02,NA,1.5
"2403",26,11,2005,5,22,21,42.07,-6.77,14,2.2
"2404",1,12,2005,2,43,40,42.81,-7.24,NA,1.6
"2405",3,12,2005,3,3,30,42.24,-8.36,NA,1.4
"2406",5,12,2005,3,37,41,42.39,-7.13,3,1.1
"2407",7,12,2005,1,25,26,42.41,-7.76,NA,1.4
"2408",9,12,2005,5,5,10,42.81,-7.23,10,1.8
"2409",10,12,2005,23,38,48,42.76,-7.21,NA,1.4
"2410",11,12,2005,1,23,18,42.49,-6.82,NA,1.1
"2411",11,12,2005,10,19,42,42.81,-7.22,11,1.6
"2412",11,12,2005,10,21,49,42.81,-7.22,NA,1.4
"2413",12,12,2005,9,51,19,41.61,-6,NA,2.1
"2414",16,12,2005,23,31,36,42.44,-8.07,NA,1.5
"2415",17,12,2005,3,29,49,41.35,-7.7,NA,1.5
"2416",20,12,2005,17,30,3,42.81,-7.22,NA,1.6
"2417",20,12,2005,19,3,29,42.81,-7.22,11,1.6
"2418",20,12,2005,19,20,43,42.81,-7.22,11,2.1
"2419",20,12,2005,19,23,25,42.8,-7.21,NA,1.8
"2420",23,12,2005,22,13,49,42.13,-8.08,NA,1.1
"2421",23,12,2005,22,14,15,42.08,-8.11,13,1.6
"2422",23,12,2005,22,43,50,42.12,-8.09,NA,1.4
"2423",23,12,2005,22,44,53,42.06,-8.12,19,2
"2424",23,12,2005,22,47,50,42.11,-8.11,NA,1
"2425",23,12,2005,22,51,16,42.11,-8.1,NA,1.2
"2426",23,12,2005,22,59,52,42.12,-8.09,NA,1.2
"2427",23,12,2005,23,3,44,42.13,-8.08,NA,1.1
"2428",23,12,2005,23,10,6,42.08,-8.12,13,1.3
"2429",23,12,2005,23,13,40,42.12,-8.09,NA,1.1
"2430",23,12,2005,23,14,12,42.15,-8.06,NA,1
"2431",23,12,2005,23,49,51,42.08,-8.11,16,2
"2432",23,12,2005,23,49,54,42.07,-8.12,18,2.5
"2433",24,12,2005,0,6,24,42.09,-8.11,12,1.3
"2434",24,12,2005,1,5,40,42.07,-8.11,19,2.4
"2435",24,12,2005,1,6,13,42.1,-8.11,NA,1.9
"2436",24,12,2005,1,11,13,42.11,-8.09,NA,1.1
"2437",24,12,2005,1,14,33,42.12,-8.12,NA,1.2
"2438",24,12,2005,1,15,51,42.12,-8.1,NA,1
"2439",24,12,2005,2,1,40,42.07,-8.12,17,1.9
"2440",24,12,2005,2,23,40,42.07,-8.12,12,1.3
"2441",24,12,2005,2,24,37,42.07,-8.12,18,1.8
"2442",24,12,2005,2,30,49,42.07,-8.11,19,2.4
"2443",24,12,2005,3,0,10,42.12,-8.09,NA,1.1
"2444",24,12,2005,4,31,11,42.09,-8.12,12,1.6
"2445",24,12,2005,4,50,27,42.09,-8.1,16,1.1
"2446",24,12,2005,5,6,3,42.08,-8.11,16,2.1
"2447",24,12,2005,5,14,28,42.12,-8.09,NA,1.1
"2448",24,12,2005,5,18,32,42.13,-8.08,NA,1.3
"2449",24,12,2005,5,22,4,42.09,-8.11,12,1.3
"2450",24,12,2005,5,28,37,42.11,-8.1,NA,1.1
"2451",24,12,2005,6,9,22,42.09,-8.11,13,1.8
"2452",24,12,2005,8,10,43,42.07,-8.12,12,1.4
"2453",24,12,2005,8,37,51,42.11,-8.09,NA,1.2
"2454",24,12,2005,10,21,35,42.11,-8.1,NA,1.3
"2455",24,12,2005,10,45,27,42.08,-8.11,14,1.1
"2456",24,12,2005,10,57,40,42.1,-8.1,NA,1.2
"2457",24,12,2005,11,0,50,42.12,-8.09,NA,0.9
"2458",24,12,2005,11,15,2,42.8,-7.22,NA,1.7
"2459",24,12,2005,14,15,52,42.11,-8.08,NA,0.8
"2460",24,12,2005,15,13,46,42.07,-8.12,14,1.5
"2461",24,12,2005,20,52,39,42.09,-8.12,10,1.6
"2462",24,12,2005,21,15,9,42.08,-8.13,13,1.3
"2463",25,12,2005,1,5,29,41.67,-7.38,6,1.8
"2464",25,12,2005,2,57,43,42.09,-8.11,16,2
"2465",25,12,2005,3,4,2,42.12,-8.08,NA,0.9
"2466",25,12,2005,4,2,2,42.12,-8.08,11,1.1
"2467",25,12,2005,7,41,49,42.37,-8.61,19,1.6
"2468",25,12,2005,12,12,22,42.12,-8.09,NA,1.1
"2469",26,12,2005,1,38,26,42.08,-8.12,15,2
"2470",26,12,2005,14,2,10,42.1,-8.11,NA,1.6
"2471",26,12,2005,15,57,2,42.1,-8.1,NA,1.9
"2472",26,12,2005,15,59,18,42.07,-8.13,18,1.7
"2473",26,12,2005,15,59,44,42.08,-8.11,14,2.3
"2474",26,12,2005,16,0,42,42.11,-8.1,NA,1.6
"2475",29,12,2005,18,25,11,42.53,-8.48,16,2.4
"2476",2,1,2006,8,31,37,41.72,-8.57,22,1.8
"2477",3,1,2006,3,34,36,41.46,-8.46,11,1.5
"2478",3,1,2006,6,16,42,43.12,-7.47,NA,1.5
"2479",3,1,2006,10,8,24,43.12,-7.48,NA,1.6
"2480",4,1,2006,3,13,49,42.77,-9.24,11,1.7
"2481",4,1,2006,22,25,34,43.12,-7.49,11,2.1
"2482",5,1,2006,2,4,2,43.15,-7.5,11,1.4
"2483",5,1,2006,4,37,19,43.11,-7.46,NA,1.1
"2484",5,1,2006,15,0,24,41.22,-8.74,NA,1.7
"2485",5,1,2006,23,15,0,43.11,-7.49,NA,1.5
"2486",6,1,2006,5,47,33,41.1,-8.04,10,1.9
"2487",6,1,2006,8,14,2,41.15,-8.75,NA,1.6
"2488",7,1,2006,9,24,46,41.2,-8.76,13,1.8
"2489",12,1,2006,8,30,45,41.21,-8.66,15,1.8
"2490",14,1,2006,6,20,23,43.1,-7.47,NA,1.5
"2491",14,1,2006,6,22,59,41.97,-7.6,NA,1.3
"2492",14,1,2006,15,35,40,43.12,-7.48,NA,1.3
"2493",14,1,2006,19,41,57,43.13,-7.49,NA,1.3
"2494",14,1,2006,19,56,22,43.14,-7.52,NA,1.6
"2495",14,1,2006,20,28,13,43.15,-7.5,12,1.7
"2496",15,1,2006,13,37,18,43.14,-7.49,11,1.4
"2497",15,1,2006,18,58,59,43.16,-7.49,11,2.1
"2498",16,1,2006,13,26,2,42.81,-7.23,NA,1.4
"2499",16,1,2006,13,39,23,43.63,-7.55,10,1.5
"2500",16,1,2006,17,35,36,41.18,-8.63,NA,1.8
"2501",16,1,2006,18,31,21,42.81,-7.22,NA,1.7
"2502",16,1,2006,19,31,36,42.81,-7.22,11,1.8
"2503",17,1,2006,9,4,9,42.82,-7.21,NA,1.2
"2504",17,1,2006,22,57,28,42.81,-7.21,NA,1.9
"2505",17,1,2006,23,48,45,42.41,-8.63,21,1.6
"2506",19,1,2006,11,4,38,42.83,-7.23,11,1.5
"2507",23,1,2006,1,14,45,42.41,-8.62,18,1.3
"2508",26,1,2006,3,40,56,43.17,-7.51,11,1.7
"2509",26,1,2006,16,42,6,42.8,-7.21,NA,1.3
"2510",28,1,2006,4,39,46,42.48,-8.39,NA,1.3
"2511",30,1,2006,20,59,36,42.8,-7.2,NA,1.4
"2512",1,2,2006,5,4,31,42.65,-8.18,NA,1.3
"2513",2,2,2006,22,5,45,42.79,-7.18,NA,1.1
"2514",3,2,2006,11,36,2,42.77,-7.2,NA,2.3
"2515",3,2,2006,11,36,20,42.77,-7.2,11,2.7
"2516",3,2,2006,12,4,12,42.77,-7.2,NA,2.4
"2517",5,2,2006,5,53,46,42.56,-7.79,11,1.5
"2518",6,2,2006,7,15,20,42.11,-6.82,NA,1.6
"2519",8,2,2006,7,50,21,41.67,-8.46,NA,1.6
"2520",8,2,2006,23,19,55,42.78,-7.22,NA,1.1
"2521",9,2,2006,3,38,44,41.95,-7.62,11,1.9
"2522",9,2,2006,4,38,16,42.7,-7.69,NA,1.1
"2523",9,2,2006,4,40,24,42.69,-7.68,NA,1.6
"2524",9,2,2006,23,59,56,42.79,-7.21,NA,1.1
"2525",10,2,2006,1,39,20,43.04,-6.66,NA,1.2
"2526",11,2,2006,1,33,34,41.94,-7.7,NA,1.9
"2527",12,2,2006,9,37,40,43.13,-8.45,NA,1.3
"2528",13,2,2006,5,21,44,42.85,-8.55,NA,1
"2529",13,2,2006,11,14,15,42.77,-7.25,NA,1.2
"2530",15,2,2006,12,24,25,41.48,-7.67,NA,1.2
"2531",16,2,2006,12,17,56,41.47,-7.68,NA,1
"2532",23,2,2006,13,14,59,42.88,-7.26,NA,1.3
"2533",24,2,2006,5,49,28,43.09,-6.59,NA,1.7
"2534",24,2,2006,6,44,41,42.81,-7.23,7,2.6
"2535",24,2,2006,6,46,20,42.81,-7.21,NA,1.9
"2536",24,2,2006,6,50,40,42.81,-7.22,8,2.8
"2537",24,2,2006,7,59,12,42.81,-7.22,NA,1.4
"2538",25,2,2006,16,44,21,42.45,-7.75,NA,1.3
"2539",25,2,2006,23,14,43,42.06,-8.07,20,2.3
"2540",26,2,2006,21,29,17,42.8,-7.2,11,2.1
"2541",4,3,2006,0,37,13,42.23,-8.39,15,2
"2542",5,3,2006,21,14,47,42.81,-7.13,11,2.1
"2543",7,3,2006,23,16,54,42.79,-7.2,NA,1.4
"2544",11,3,2006,3,56,11,42.11,-7.15,NA,1.5
"2545",11,3,2006,17,32,14,42.63,-7.89,23,1.6
"2546",11,3,2006,23,24,26,41.01,-8.43,11,2.2
"2547",12,3,2006,19,27,32,42.82,-7.21,7,1.4
"2548",15,3,2006,7,20,7,42.79,-7.2,NA,1.3
"2549",15,3,2006,11,55,37,42.78,-7.2,NA,1.4
"2550",20,3,2006,1,31,41,42.82,-7.25,NA,1.6
"2551",22,3,2006,7,46,6,42.67,-8.04,NA,2.1
"2552",1,4,2006,22,45,53,42.69,-7.67,NA,1.5
"2553",2,4,2006,5,2,28,42.31,-7.88,NA,1.4
"2554",2,4,2006,12,4,20,42.71,-7.68,NA,1.4
"2555",2,4,2006,12,39,47,42.58,-8.23,11,3.2
"2556",3,4,2006,4,24,3,42.81,-7.2,9,1.8
"2557",3,4,2006,4,27,33,42.8,-7.22,10,2.1
"2558",3,4,2006,5,49,32,42.71,-8.09,NA,1.3
"2559",3,4,2006,11,5,23,42.81,-7.2,11,2
"2560",3,4,2006,11,20,35,42.81,-7.21,10,1.9
"2561",3,4,2006,11,52,53,42.79,-7.18,6,2.2
"2562",3,4,2006,11,52,58,42.81,-7.19,11,2.4
"2563",3,4,2006,11,53,42,42.79,-7.19,11,2.5
"2564",3,4,2006,11,56,22,42.79,-7.18,NA,1.2
"2565",3,4,2006,11,58,26,42.8,-7.2,10,1.4
"2566",6,4,2006,19,55,40,42.9,-7.16,NA,1.4
"2567",7,4,2006,22,3,22,42.74,-8.06,NA,1.3
"2568",8,4,2006,1,39,15,42.12,-7.41,NA,1.3
"2569",10,4,2006,2,24,50,42.19,-7.04,11,2.4
"2570",12,4,2006,3,9,44,42.11,-7.41,NA,1.4
"2571",12,4,2006,18,59,3,42.1,-7.96,17,2.5
"2572",14,4,2006,6,16,42,42.48,-8.1,NA,1.2
"2573",19,4,2006,12,6,6,41.51,-7.7,NA,1.4
"2574",23,4,2006,5,31,34,43.75,-9.12,11,4.3
"2575",23,4,2006,5,37,59,43.61,-9.01,11,2.2
"2576",23,4,2006,5,41,22,43.7,-9.05,10,3.4
"2577",23,4,2006,5,49,46,43.63,-9.07,18,2
"2578",23,4,2006,5,50,39,43.61,-8.96,NA,2.1
"2579",23,4,2006,6,8,45,43.64,-8.97,NA,1.8
"2580",23,4,2006,6,14,46,43.61,-8.99,NA,1.9
"2581",23,4,2006,6,21,48,43.6,-8.96,NA,1.5
"2582",23,4,2006,6,44,42,43.6,-8.96,NA,1.6
"2583",23,4,2006,6,52,29,43.68,-9.04,10,3.3
"2584",23,4,2006,7,11,44,43.63,-9.02,11,1.9
"2585",23,4,2006,7,17,56,43.65,-9.07,18,2.1
"2586",23,4,2006,7,22,52,43.63,-9.01,11,2
"2587",23,4,2006,10,13,50,43.62,-8.99,11,2
"2588",24,4,2006,1,44,3,43.63,-9.01,10,1.8
"2589",24,4,2006,15,46,15,43.61,-8.98,NA,2
"2590",25,4,2006,2,1,14,43.67,-8.99,NA,1.7
"2591",26,4,2006,1,46,51,42.81,-7.24,NA,1.4
"2592",30,4,2006,1,29,6,42.11,-7.4,11,1.7
"2593",30,4,2006,6,28,54,42.8,-7.21,NA,1.7
"2594",30,4,2006,6,31,50,42.78,-7.21,NA,0.8
"2595",30,4,2006,6,43,39,42.8,-7.21,NA,1.2
"2596",30,4,2006,6,46,40,42.81,-7.23,NA,1.6
"2597",30,4,2006,6,48,33,42.81,-7.2,NA,1.6
"2598",30,4,2006,6,58,17,42.8,-7.21,NA,1.3
"2599",30,4,2006,6,59,12,42.8,-7.21,NA,1.5
"2600",30,4,2006,7,0,24,42.81,-7.18,NA,1.1
"2601",30,4,2006,7,15,49,42.8,-7.18,NA,1.2
"2602",30,4,2006,20,55,8,43.65,-8.96,NA,1.7
"2603",5,5,2006,19,57,27,42.4,-8.64,19,2
"2604",11,5,2006,2,42,28,42.69,-7.69,NA,1.6
"2605",17,5,2006,3,12,7,42.81,-7.22,12,1.3
"2606",17,5,2006,4,19,14,42.8,-7.2,10,1.6
"2607",19,5,2006,3,59,39,43.96,-7.62,1,1.5
"2608",20,5,2006,10,41,34,42.4,-9.21,11,1.6
"2609",20,5,2006,18,25,15,42.58,-7.75,NA,1.8
"2610",25,5,2006,10,26,30,42.79,-7.21,NA,1.1
"2611",27,5,2006,8,18,59,41.58,-8.45,1,2
"2612",30,5,2006,21,37,35,42.34,-6.5,10,1.3
"2613",1,6,2006,2,21,22,42.08,-6.82,20,2.3
"2614",2,6,2006,6,5,3,42.36,-7.95,NA,1.3
"2615",3,6,2006,18,8,50,41.54,-6.03,NA,2
"2616",3,6,2006,19,10,21,41.53,-6,NA,1.7
"2617",4,6,2006,12,31,49,42.32,-7.91,13,1.8
"2618",4,6,2006,16,58,49,42.31,-7.33,11,1.8
"2619",5,6,2006,20,28,38,41.22,-6.68,11,1.8
"2620",9,6,2006,3,41,45,42.9,-7.18,NA,1.3
"2621",10,6,2006,6,18,44,42.44,-6.47,11,4.1
"2622",10,6,2006,6,39,45,42.43,-6.49,NA,1.4
"2623",11,6,2006,15,23,19,42.59,-8.23,12,1.4
"2624",12,6,2006,23,31,23,42.45,-6.48,NA,1.2
"2625",15,6,2006,9,19,31,42.81,-7.23,10,1.5
"2626",17,6,2006,18,50,56,42.43,-6.5,NA,1.4
"2627",18,6,2006,5,48,53,42.8,-7.21,NA,1.3
"2628",18,6,2006,11,28,3,42.16,-7.01,NA,1.3
"2629",18,6,2006,19,5,8,42.08,-7.8,11,1.5
"2630",18,6,2006,23,43,17,42.82,-7.21,12,1.1
"2631",21,6,2006,3,42,53,42.38,-8.1,NA,1.5
