"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Si","Sr","Th","Tl","U","V","Zn"
"569",757,788149.5,7626635,0.075,172,0.268,2.31,10,0.04,2390,0.171,1.27,0.31,24.3,269,0.044,4010,1130,434,0.101,116,26.2,885,3.53,8.76,849,0.043,190,9.79,0.031,0.071,0.013,2.84,25.5
"570",758,656285.9,7417475,0.05,220,0.192,2.82,29.2,0.033,2880,0.103,0.53,0.47,7.18,284,0.059,3990,1070,422,0.103,61.3,6.13,1270,3.66,16.2,915,0.053,236,11.4,0.036,0.11,0.016,1.93,32.3
"571",759,508596.5,7410808,0.034,155,0.145,1.28,18.4,0.026,2460,0.065,0.17,0.4,4.75,177,0.036,3520,793,801,0.092,38.9,2.08,1160,4.33,16.9,831,0.047,172,3.99,0.034,0.045,0.013,1.72,33.2
"572",761,812995.6,7605026,0.078,195,0.226,2.91,22.8,0.026,2990,0.155,1.17,0.24,29.3,270,0.077,6100,1540,272,0.104,154,27.5,1710,2.91,14.7,1110,0.037,178,16.4,0.046,0.011,0.015,2.51,37.1
"573",763,645071.4,7651425,0.03,105,0.315,3.39,13.2,0.025,2270,0.078,0.86,0.38,15.7,236,0.033,4100,1100,420,0.05,135,22.4,1370,1.85,10.2,994,0.05,172,7.61,0.021,0.015,0.006,1.21,43.6
"574",766,477159.3,7661953,0.021,93.6,0.099,1.87,19,0.013,2820,0.059,0.21,0.1,4.45,99.2,0.041,3780,1050,512,0.045,54.4,2.85,1220,2.08,10.6,803,0.022,95.2,10.8,0.012,0.013,0.007,0.85,60.1
"575",767,602160,7837700,0.027,150,0.148,2.73,18.9,0.022,3080,0.051,0.26,0.29,4.37,191,0.098,3820,1700,534,0.085,197,3.97,1190,4.64,2.88,741,0.041,190,16.6,0.022,0.015,0.016,1.6,24.3
"576",768,387296.1,7572541,0.022,112,0.085,1.23,9.4,0.013,1920,0.069,0.16,0.1,3.96,116,0.039,3750,960,497,0.091,59.4,1.54,1340,3.29,12.4,787,0.031,99.7,4.99,0.014,0.036,0.008,1.26,30.5
"577",769,651978.5,7641449,0.038,171,0.37,6.97,20.5,0.02,2970,0.103,0.8,0.42,15.1,255,0.067,4610,1390,518,0.08,83.9,18.5,1570,2.19,9.5,1220,0.044,153,9.49,0.02,0.034,0.009,1.5,54
"578",771,467613.2,7648909,0.026,120,0.127,1.73,16.5,0.012,2640,0.064,0.27,0.1,4.47,116,0.041,3560,933,373,0.049,59.5,2.76,1000,2.42,10.8,760,0.028,94.9,5.47,0.015,0.047,0.006,0.97,35.7
"579",773,573769.8,7409458,0.027,173,0.15,1.42,14.9,0.029,2450,0.099,0.2,0.32,4.13,186,0.053,3710,836,536,0.072,46.8,2.04,955,3.5,13.5,797,0.034,162,2.53,0.04,0.045,0.011,1.47,22.4
"580",775,641590.8,7632593,0.024,117,0.158,2.98,20.2,0.017,2560,0.085,0.35,0.44,7.94,130,0.037,5610,1410,462,0.036,159,7.44,1780,1.14,11.8,947,0.068,114,7.4,0.013,0.005,0.002,0.69,48.1
"581",776,547430.6,7685244,0.019,192,0.127,1.94,20.8,0.006,2980,0.045,0.31,0.32,5.24,95,0.03,3690,990,632,0.041,50.3,4.25,1170,1.59,11.3,842,0.025,176,8.58,0.009,0.008,0.002,0.67,30.1
"582",777,456517.8,7674048,0.023,154,0.127,1.2,23,0.008,2490,0.049,0.22,0.33,5.28,116,0.038,3840,1120,448,0.058,68.8,2.81,1410,2.01,13.5,840,0.027,112,9.98,0.012,0.011,0.004,0.81,57.5
"583",778,586764.5,7450241,0.023,180,0.135,1.48,31,0.016,3290,0.095,0.22,0.46,5.76,165,0.051,4280,1120,922,0.087,38.8,2.12,1520,2.96,16.4,938,0.046,196,5.27,0.023,0.025,0.007,1.35,52.7
"584",781,507397,7510166,0.018,136,0.127,0.97,16.6,0.014,2900,0.053,0.19,0.6,4.07,144,0.055,3150,984,642,0.064,45.3,1.99,994,2.31,13.3,838,0.042,202,5,0.018,0.033,0.007,0.93,56.6
"585",782,691183.5,7552915,0.034,167,0.182,2.56,17.7,0.021,2820,0.096,0.36,0.56,8.55,197,0.052,3890,974,617,0.136,238,6.79,1460,2.02,13.1,947,0.055,150,9.53,0.017,0.018,0.009,1.61,39.1
"586",783,820199.1,7506343,0.048,494,0.241,2.59,24.6,0.017,2720,0.092,0.54,0.56,10.8,352,0.061,4080,889,539,0.109,78.6,9.43,1360,3.64,11.1,949,0.044,283,25,0.022,0.038,0.021,3.09,34.2
"587",784,649700,7738700,0.041,174,0.469,1.48,10.2,0.016,2030,0.081,2.13,1.88,37,655,0.036,4250,1310,335,0.073,173,59.2,1390,2.53,6.37,957,0.045,211,6.52,0.02,0.017,0.008,1.68,18.5
"588",785,580000,7675700,0.028,163,0.32,1.57,11,0.015,2360,0.073,0.77,0.72,13.4,269,0.033,4340,1120,444,0.066,92.7,17.6,1180,1.93,13.1,1010,0.031,147,3.73,0.017,0.036,0.006,1.23,20.6
"589",786,672582.6,7427692,0.047,212,0.182,3.43,22.3,0.028,3170,0.106,0.37,0.51,7.99,188,0.04,5020,1290,461,0.114,71,4.89,1630,2.75,18,1070,0.048,169,14.7,0.026,0.051,0.008,1.94,45.2
"590",901,625408.5,7696122,0.07,218,1.58,0.25,6.71,0.048,2110,0.295,7.24,2.83,107,1190,0.027,7800,1340,123,0.12,279,191,1280,3.75,17.1,1440,0.065,233,8.22,0.02,0.043,0.006,0.9,25.4
"591",902,657495.1,7742796,0.065,421,0.556,3.2,16.2,0.025,2620,0.129,3.06,2.87,55.7,1040,0.043,5500,1500,79.7,0.121,351,92.2,1360,3.47,6.5,1280,0.148,299,13.2,0.02,0.018,0.015,2.72,28.5
"592",903,685681.5,7741352,0.037,267,0.296,3.26,15.1,0.021,2190,0.076,1.21,1.24,21.6,541,0.068,4180,1240,248,0.071,344,33.6,1410,2.81,3.6,1020,0.1,262,9.98,0.034,0.016,0.016,1.7,20.3
"593",904,683207.4,7730755,0.039,283,0.311,5.2,91.2,0.02,3760,0.075,1.19,1.48,25.2,483,0.043,4470,1580,94.1,0.074,236,48.8,1190,2.04,7.96,990,0.043,199,23.5,0.026,0.018,0.028,1.48,20.5
"594",905,680047.2,7720995,0.05,216,0.314,4.3,12.9,0.031,2140,0.144,2.42,3.03,42.7,939,0.064,5310,1480,136,0.084,341,75.9,1420,4.29,6.72,1040,0.061,268,8.73,0.027,0.014,0.013,3.18,40.8
"595",906,749686.8,7557109,0.398,1190,1.4,4.31,65.7,0.276,6370,0.691,7.76,2.85,126,2030,0.048,5490,1370,107,0.629,155,212,893,5.17,10.9,1110,0.116,407,49.9,0.088,0.015,0.056,3.99,46.7
"596",907,752646.1,7542214,0.502,1960,1.22,3.6,39.2,0.231,3750,0.675,9.66,14.4,355,3510,0.103,6570,1670,553,0.649,92.4,208,1760,8.5,11.6,1210,0.096,496,24.4,0.181,0.032,0.078,12.7,35.6
"597",908,747628.8,7520409,0.347,378,1.04,6.19,55.2,0.285,5860,1.23,6.74,1.86,96.1,468,0.069,5900,748,41.3,0.452,140,135,1370,4.32,4.79,1190,0.129,281,14.7,0.047,0.023,0.037,3.21,25.4
"598",909,752300.1,7550928,0.311,379,1.1,2.44,16.5,0.523,3210,1.13,7.23,2.31,129,642,0.038,7360,1240,107,0.743,112,161,1780,4.6,2.96,1250,0.108,556,21.7,0.054,0.019,0.02,4.71,23.9
