"","ID","CNo","XCOO","YCOO","SiO2_B","TiO2_B","Al2O3_B","Fe2O3_B","MnO_B","MgO_B","CaO_B","Na2O_B","K2O_B","P2O5_B","SO3_B","Cl_B","F_B","LOI_B","As_B","Ba_B","Bi_B","Ce_B","Co_B","Cr_B","Cs_B","Cu_B","Ga_B","Hf_B","La_B","Mo_B","Nb_B","Ni_B","Pb_B","Rb_B","Sb_B","Sc_B","Sn_B","Sr_B","Ta_B","Th_B","U_B","V_B","W_B","Y_B","Zn_B","Zr_B"
"480",5532,54,612209.9,6432095.8,76.08,0.476,10.62,3.45,0.074,0.75,0.98,1.19,2.53,0.107,0.005,0.005,0.01,3.47,6,477,1.5,66,10,36,2.5,27,14,7,47,1,8,10,16,81,2.5,9,2,112,2.5,14,1.5,45,13,27,49,225
"481",5533,42,693412,6853612.4,75.2,0.364,12.17,2.76,0.038,1.04,2.19,3.15,1.62,0.1,0.005,0.005,0.01,1.12,2,482,1.5,40,4,48,2.5,21,13,2.5,33,1,1,16,12,48,2.5,8,1,227,2.5,10,1.5,43,2.5,12,40,150
"482",5534,2,685940.6,6713891.3,72.82,0.508,12.6,3.68,0.038,1,1.27,1.94,2.53,0.084,0.005,0.003,0.01,3.23,3,585,1.5,65,1.5,45,2.5,5,14,2.5,51,2,11,8,22,96,2.5,9,3,168,2.5,11,1.5,60,5,15,55,225
"483",5535,53,584484.6,6438837,79.42,0.447,8.98,3.27,0.153,0.6,0.76,1,2.55,0.132,0.005,0.001,0.01,2.43,7,427,3,65,8,28,2.5,15,10,2.5,45,2,8,7,21,75,2.5,7,1,85,2.5,12,1.5,41,9,22,53,264
"484",5536,22,551998.9,6001059.3,79.3,0.646,8.21,2.11,0.148,0.39,0.71,0.85,2.39,0.155,0.005,0.002,0.01,4.7,5,485,1.5,81,1.5,54,2.5,5,7,6,43,1,9,6,17,71,2.5,8,1,87,2.5,15,3,29,8,25,60,531
"485",5537,16,507690.9,6010964.3,86.09,0.321,5.92,1.62,0.044,0.33,0.47,0.64,1.75,0.077,0.005,0.003,0.01,2.51,3,322,1.5,43,1.5,27,2.5,5,6,6,28,1,8,1.5,12,52,2.5,6,1,58,2.5,11,1.5,16,2.5,14,25,300
"486",5538,12,-523902.4,6151901.3,65.32,0.383,7.47,2.95,0.09,0.69,9.66,0.74,1.53,0.093,0.005,0.004,0.01,10.81,3,342,1.5,56,1.5,40,2.5,18,6,2.5,29,5,1,12,12,65,2.5,5,1,151,2.5,8,1.5,45,2.5,15,43,173
"487",5539,136,-583371.4,5996904.9,94.07,0.127,2.91,0.51,0.011,0.03,0.16,0.39,0.86,0.027,0.005,0.005,0.01,0.76,1,203,1.5,10,1.5,10,2.5,5,3,2.5,10,1,5,1.5,8,27,2.5,1,6,31,2.5,8,1.5,2.5,2.5,3,9,87
"488",5540,24,778004.2,6722798,82.95,0.328,7.47,2.52,0.072,0.54,0.96,1.31,1.43,0.191,0.005,0.006,0.01,2.05,4,376,1.5,10,1.5,33,2.5,79,9,5,28,1,3,1.5,13,39,2.5,7,3,104,2.5,11,1.5,28,2.5,15,38,165
"489",5541,116,-647958.8,6008407,92.47,0.293,3.54,0.82,0.017,0.05,0.15,0.33,1.04,0.024,0.005,0.005,0.01,1.07,2,237,1.5,10,1.5,25,2.5,5,1.5,2.5,10,3,5,1.5,7,40,7,3,3,30,2.5,11,1.5,2.5,2.5,1.5,18,231
"490",5542,38,895715.4,6708204.8,83.82,0.281,7.42,2.37,0.14,0.47,0.8,1.41,1.66,0.097,0.005,0.001,0.01,1.34,2,393,1.5,68,1.5,16,2.5,36,8,2.5,32,1,7,8,13,68,2.5,7,1,107,2.5,11,1.5,31,2.5,21,45,153
"491",5543,32,815242.7,6773793.6,71.17,0.666,13.04,3.8,0.053,1.33,1.85,2.42,2.29,0.14,0.005,0.004,0.01,2.93,6,552,5,75,16,58,2.5,97,15,2.5,37,1,9,23,12,87,2.5,12,1,199,2.5,8,1.5,67,2.5,23,57,253
"492",5544,59,850140.8,6843640.7,72.16,0.492,13.05,3.12,0.055,1.06,2.29,3.24,1.98,0.113,0.005,0.007,0.01,2.17,4,601,1.5,37,8,41,2.5,17,14,2.5,30,2,7,5,12,65,2.5,9,1,307,2.5,9,1.5,62,2.5,12,39,208
"493",5545,12,294435.3,5966867.9,85.24,0.391,5.94,1.94,0.056,0.26,0.39,0.57,1.88,0.101,0.005,0.007,0.01,2.98,6,355,1.5,39,3,30,2.5,82,6,8,26,3,9,1.5,9,57,2.5,4,1,56,2.5,10,1.5,20,2.5,12,21,362
"494",5546,66,895606.9,6992195.7,80.54,0.122,10.35,1.07,0.016,0.41,1.33,3.36,1.72,0.042,0.005,0.002,0.01,0.83,3,519,1.5,10,1.5,7,2.5,5,8,2.5,10,1,1,1.5,2,57,2.5,6,1,220,2.5,8,1.5,28,2.5,1.5,14,60
"495",5547,150,-642066,6022229.2,92.06,0.202,3.6,0.85,0.024,0.11,0.2,0.5,1.05,0.033,0.005,0.005,0.01,1.21,1,233,3,10,1.5,13,2.5,61,1.5,2.5,10,1,6,1.5,7,40,2.5,3,1,39,2.5,7,1.5,12,2.5,4,21,163
"496",5548,73,563944.1,6369785.9,92.64,0.184,3.42,0.76,0.015,0.06,0.26,0.45,1.27,0.039,0.005,0.004,0.06,0.68,2,242,1.5,32,1.5,8,2.5,28,1.5,2.5,10,1,3,1.5,5,37,2.5,1,1,44,2.5,7,1.5,2.5,2.5,5,6,280
"497",5550,32,534210.4,6130903.7,84.73,0.277,5.07,0.84,0.018,0.33,0.79,0.57,1.62,0.109,0.01,0.005,0.01,5.42,3,310,1.5,30,1.5,12,2.5,5,5,5,10,1,8,1.5,7,56,2.5,4,1,60,2.5,9,1.5,22,2.5,9,17,241
"498",5551,39,869476,6717394.5,85.37,0.166,7.34,1.52,0.059,0.37,0.81,1.85,1.57,0.077,0.005,0.003,0.055,0.65,2,434,1.5,31,1.5,13,2.5,12,8,2.5,10,1,3,1.5,11,57,2.5,4,1,123,2.5,11,1.5,19,2.5,8,14,57
"499",5553,82,69876.7,5752080.7,88.04,0.4,5.06,1.2,0.035,0.22,0.31,0.55,1.56,0.07,0.005,0.006,0.029,2.27,3,308,1.5,43,1.5,33,2.5,149,6,7,74,1,9,9,10,55,2.5,4,3,47,2.5,8,1.5,16,2.5,10,26,316
"500",5554,50,-261303.1,5884019.2,92.13,0.243,3.21,0.79,0.023,0.1,0.31,0.46,1.07,0.09,0.005,0.006,0.01,1.39,1,216,1.5,10,1.5,15,2.5,21,1.5,7,40,1,4,9,5,38,2.5,4,2,39,2.5,7,1.5,2.5,2.5,3,21,338
"501",5556,51,-141716.9,7035566.8,64.72,0.76,13.63,5.85,0.108,1.31,1.05,1.05,3.32,0.241,0.005,0.006,0.01,7.61,25,530,1.5,51,10,71,16,20,18,2.5,64,9,12,26,48,182,2.5,13,4,77,2.5,14,7,140,9,23,174,195
"502",5558,72,229247.7,5789150.7,86.56,0.503,5.87,1.36,0.045,0.31,0.42,0.68,1.97,0.08,0.005,0.006,0.01,2,1,352,4,51,1.5,40,2.5,5,6,5,31,2,10,6,14,66,2.5,6,1,56,2.5,6,1.5,39,9,14,31,441
"503",5559,17,-336538,6508634.4,69.82,0.548,12.49,3.22,0.145,0.38,1.22,3.41,3.51,0.176,0.005,0.009,0.01,4.72,2,694,1.5,60,3,11,2.5,5,17,6,33,1,20,8,17,92,2.5,10,1,131,2.5,9,3,26,2.5,30,71,488
"504",5560,1,-92139.2,6108939.2,95.04,0.086,2.21,0.44,0.018,0.03,0.18,0.38,0.71,0.028,0.005,0.005,0.01,0.75,1,152,1.5,10,1.5,4,2.5,33,1.5,2.5,21,3,4,5,8,22,2.5,2,1,26,2.5,7,1.5,13,2.5,1.5,10,57
"505",5561,93,-38895.3,5715040.6,94.34,0.107,2.1,0.51,0.02,0.03,0.15,0.2,0.56,0.07,0.005,0.005,0.01,1.84,3,127,1.5,10,1.5,11,2.5,5,1.5,2.5,39,3,4,1.5,11,19,2.5,2,1,16,2.5,9,1.5,2.5,2.5,1.5,30,119
"506",5562,133,-3675.6,5517342,77.21,0.661,9.98,2.61,0.084,0.85,0.32,1.6,1.62,0.087,0.005,0.003,0.01,4.74,5,303,1.5,35,1.5,71,8,5,11,2.5,29,1,13,22,21,73,2.5,7,1,64,2.5,9,4,50,7,16,67,198
"507",5563,66,-76650.9,5816421,94.59,0.169,2.14,0.64,0.034,0.02,0.13,0.27,0.67,0.037,0.005,0.006,0.01,1.19,1,168,1.5,10,1.5,19,2.5,5,1.5,2.5,71,3,6,1.5,19,26,2.5,1,1,22,2.5,6,1.5,12,2.5,5,13,234
"508",5564,68,-82904.8,7075385.9,72.04,0.579,12.08,4.27,0.122,1.47,1.06,1.62,2.92,0.153,0.005,0.007,0.01,3.38,8,351,1.5,59,5,49,7,15,14,2.5,30,4,13,37,15,123,2.5,10,5,95,2.5,10,5,79,2.5,35,67,211
"509",5565,59,-166591.4,6580150.3,74.17,0.522,10.77,3.59,0.039,0.77,1.21,1.87,2.7,0.129,0.005,0.006,0.01,3.91,9,470,1.5,88,6,32,5,13,13,2.5,35,1,14,17,15,111,2.5,10,1,97,2.5,10,6,55,2.5,37,36,328
"510",5566,13,-200403,6043949.6,91.91,0.22,3.14,0.79,0.039,0.08,0.23,0.39,0.98,0.098,0.005,0.008,0.01,1.95,1,202,1.5,10,1.5,17,2.5,15,1.5,2.5,35,1,3,4,12,42,2.5,1,1,30,2.5,8,1.5,2.5,2.5,4,22,206
"511",5567,66,-101032.4,6977668.7,71.96,0.634,11.97,3.87,0.064,1.11,2.05,2.38,2.6,0.156,0.005,0.006,0.01,2.91,5,526,1.5,71,6,48,2.5,11,14,11,33,1,12,23,12,106,2.5,13,1,140,2.5,11,1.5,60,6,24,60,319
"512",5568,113,72068.9,7098571.9,65.86,0.774,14.29,5.61,0.078,1.96,1.69,2.3,3.08,0.192,0.005,0.008,0.051,3.78,7,645,5,93,13,80,2.5,20,19,2.5,108,1,15,42,25,136,6,16,1,146,2.5,14,5,90,9,33,100,227
"513",5569,84,-52215.9,6966447.6,62.22,0.867,14.97,6.99,0.14,2.09,1.6,1.71,3.37,0.19,0.005,0.004,0.01,5.53,12,567,1.5,93,19,85,9,32,22,2.5,105,1,16,52,29,160,2.5,17,1,107,2.5,21,7,117,2.5,40,113,236
"514",5570,146,-96741.6,7229970.5,69.92,1.201,11.71,6.35,0.127,2.83,0.9,2.04,1.66,0.176,0.005,0.006,0.01,2.83,9,240,1.5,46,17,95,2.5,36,14,5,25,1,14,54,23,59,2.5,15,3,81,2.5,11,1.5,90,2.5,25,85,166
"515",5571,94,-54647.5,6667203.8,57.49,0.795,15.8,7.06,0.07,2.31,1.62,1.67,3.6,0.123,0.005,0.007,0.039,9.07,8,558,4,121,11,77,8,23,23,2.5,75,4,22,42,28,184,2.5,21,2,119,2.5,19,7,109,7,42,133,174
"516",5572,37,-303511.6,6220461.5,68.89,0.287,5.84,1.93,0.038,0.61,9.96,0.81,1.53,0.094,0.07,0.008,0.01,9.68,4,415,3,31,1.5,27,2.5,19,5,2.5,22,5,7,13,11,56,2.5,5,1,143,2.5,7,3,38,2.5,14,35,134
"517",5573,110,161899.6,5642788.7,57.95,0.383,6.11,2.89,0.041,0.64,13.76,0.33,1.22,0.131,0.05,0.005,0.01,16.22,11,309,1.5,45,6,48,2.5,12,5,2.5,47,3,1,26,10,58,5,7,1,391,2.5,9,1.5,68,2.5,19,48,215
"518",5575,76,-227300,5787546.1,91.88,0.105,2.44,0.7,0.021,0.05,0.53,0.35,0.76,0.052,0.005,0.004,0.01,2.98,2,186,1.5,28,1.5,10,2.5,5,1.5,2.5,10,1,4,1.5,7,34,2.5,2,1,31,2.5,7,1.5,7,2.5,1.5,14,94
"519",5576,91,-129817.9,5726701.9,92.28,0.25,3.23,1.03,0.015,0.12,0.16,0.3,0.93,0.05,0.005,0.004,0.01,1.46,4,197,1.5,10,1.5,29,2.5,5,1.5,2.5,10,1,1,9,2,29,2.5,1,1,30,2.5,2.5,1.5,12,2.5,5,14,275
"520",5577,25,-203648.5,5987681.7,86.29,0.383,5.53,1.51,0.063,0.3,0.44,0.66,1.55,0.082,0.005,0.004,0.01,2.98,1,315,1.5,43,5,27,2.5,5,7,2.5,10,1,9,14,15,62,2.5,4,1,58,2.5,7,4,27,2.5,11,38,281
"521",5578,137,250864.3,7275712.9,61.63,0.529,11.3,4.8,0.051,1.16,2.17,2.46,2.42,0.235,0.02,0.007,0.01,12.9,10,522,1.5,91,1.5,50,5,17,13,2.5,69,4,11,16,14,84,2.5,11,1,180,2.5,12,7,57,7,35,62,209
"522",5580,51,-214017.4,5886957.9,85.23,0.422,5.71,1.62,0.054,0.33,0.64,0.63,1.55,0.073,0.005,0.003,0.01,3.45,5,315,3,39,1.5,34,2.5,5,6,2.5,26,3,9,12,18,57,2.5,4,1,58,2.5,7,1.5,33,2.5,13,25,325
"523",5581,78,-103653.8,6670349,63.69,0.649,14.64,5.93,0.068,1.72,1.41,1.94,3.31,0.116,0.005,0.003,0.034,6.18,10,643,1.5,101,8,66,2.5,28,18,2.5,110,1,14,35,27,155,2.5,15,2,119,2.5,22,8,82,6,42,90,212
"524",5582,143,360395.7,7310305.7,69.7,0.59,12.76,4.22,0.058,1.26,2.72,3.38,2.57,0.155,0.005,0.014,0.076,2.2,4,613,1.5,45,1.5,56,2.5,5,13,2.5,10,1,9,12,7,82,2.5,10,1,271,2.5,10,1.5,68,2.5,18,33,396
"525",5583,122,107552.4,7048832.2,73.25,0.538,11.75,3.03,0.041,0.78,1.89,2.57,2.61,0.225,0.005,0.006,0.01,2.98,6,530,5,63,6,45,2.5,5,15,11,51,1,7,17,16,102,2.5,11,1,157,2.5,13,3,43,2.5,25,40,379
"526",5585,47,244523.2,5884858.4,90.25,0.291,4.51,0.96,0.016,0.26,0.3,0.51,1.57,0.031,0.005,0.003,0.01,1.13,1,269,1.5,27,1.5,22,2.5,5,5,8,10,1,5,8,7,47,2.5,5,1,48,2.5,7,1.5,20,2.5,7,26,333
"527",5586,48,-185267,6784264.8,83.16,0.547,6.45,2.71,0.042,0.62,0.92,1.01,1.78,0.069,0.005,0.003,0.01,2.44,1,415,1.5,25,6,22,2.5,11,7,6,26,2,9,11,9,55,2.5,9,2,101,2.5,2.5,1.5,43,7,16,26,263
"528",5588,107,16721.4,5655445.3,88.51,0.267,4.03,1.32,0.042,0.32,0.5,0.16,0.7,0.031,0.005,0.003,0.01,3.98,2,166,1.5,27,4,35,2.5,5,4,6,25,1,7,15,10,43,2.5,5,1,49,2.5,2.5,1.5,35,2.5,8,39,271
"529",5589,16,-344377.8,6459515,70.48,0.548,12.71,2.81,0.057,0.88,1.86,3.37,2.99,0.147,0.005,0.008,0.062,3.77,3,707,5,31,4,26,2.5,5,12,6,32,1,10,15,14,84,2.5,8,1,221,2.5,6,3,46,2.5,22,33,476
"530",5590,79,-82520.9,5767307.6,85.16,0.326,6.04,2.1,0.033,0.45,0.46,0.48,1.43,0.034,0.005,0.005,0.01,3.31,4,268,1.5,22,4,34,2.5,5,7,2.5,10,1,8,13,7,59,2.5,5,2,45,2.5,11,1.5,26,2.5,11,38,201
"531",5591,72,-155874.1,6376351.9,83.74,0.232,6.76,2.12,0.023,0.4,0.57,1.22,1.93,0.031,0.005,0.001,0.01,2.78,3,327,1.5,54,1.5,17,2.5,11,7,2.5,34,2,9,11,6,77,2.5,5,1,83,2.5,9,1.5,27,2.5,17,25,121
"532",5592,11,-369737.3,6221304.2,82.55,0.305,7.37,2.33,0.05,0.54,0.68,0.94,1.94,0.075,0.005,0.005,0.01,3.04,4,369,1.5,38,7,33,2.5,5,7,2.5,24,1,5,17,16,76,2.5,7,1,80,2.5,13,1.5,47,9,13,42,170
"533",5593,109,3508.7,6705036,46.19,0.739,14.66,7.07,0.097,2.34,10.3,1.4,3.61,0.138,0.005,0.01,0.041,13.13,10,528,1.5,104,20,88,7,32,22,2.5,71,25,15,45,19,164,11,16,4,146,2.5,17,1.5,110,10,34,121,123
"534",5595,89,-227328.7,5728036.2,65.46,0.569,12.38,6.42,0.067,0.78,0.83,0.49,1.13,0.098,0.005,0.006,0.01,11.51,13,514,1.5,53,5,80,5,20,13,2.5,51,1,11,31,23,65,2.5,12,3,67,2.5,15,3,88,2.5,25,71,166
"535",5596,79,-95130.9,6719660.6,72.91,0.346,11.68,2.76,0.042,0.76,1.5,2.5,2.86,0.081,0.005,0.011,0.01,4.27,2,555,1.5,57,1.5,30,2.5,5,13,2.5,36,1,3,16,17,105,2.5,9,1,130,2.5,14,4,37,7,21,40,244
"536",5597,93,-62881.5,6614785.8,56.45,0.774,16.97,7.93,0.094,2.54,1.64,1.82,3.77,0.136,0.005,0.006,0.01,7.55,8,601,1.5,131,20,79,7,32,22,2.5,81,7,10,47,28,189,2.5,20,1,120,2.5,27,6,118,5,46,131,171
"537",5598,49,-175349.7,6835273,84.38,0.364,7.24,1.44,0.024,0.33,0.61,1.13,2.63,0.063,0.005,0.013,0.01,1.55,1,491,1.5,39,1.5,22,5,5,5,5,30,1,5,6,17,75,2.5,5,1,59,2.5,13,1.5,14,2.5,12,22,230
"538",5600,130,198814,7225812.2,67.84,0.653,13.69,4.63,0.07,1.42,2.29,3.34,2.79,0.178,0.005,0.018,0.01,2.79,12,642,4,65,5,51,2.5,22,20,8,45,4,1,20,13,89,2.5,13,1,196,2.5,10,1.5,60,2.5,27,68,297
"539",5601,78,-122725.1,5773571.3,82.8,0.432,5.81,1.78,0.038,0.38,0.86,0.67,1.59,0.125,0.03,0.003,0.115,5.14,6,327,1.5,47,1.5,46,2.5,11,5,6,34,1,7,10,12,56,2.5,6,1,61,2.5,9,1.5,27,7,15,63,387
"540",5602,18,56995.6,6012575.5,88.62,0.277,4.04,1.52,0.059,0.19,0.4,0.47,1.18,0.138,0.005,0.005,0.01,2.89,3,247,1.5,36,1.5,28,2.5,5,4,2.5,10,3,4,5,6,42,7,3,1,41,2.5,10,1.5,21,10,8,39,241
"541",5603,7,54678.6,6049208,88.13,0.187,4.12,0.97,0.015,0.21,0.46,0.52,1.15,0.082,0.005,0.006,0.01,3.97,1,231,1.5,10,1.5,20,2.5,5,6,2.5,21,1,5,5,8,40,2.5,1,1,47,7,5,1.5,11,2.5,7,21,130
"542",5604,90,-179971.3,5729415.4,88.21,0.45,5.05,1.18,0.095,0.19,0.28,0.53,1.46,0.072,0.005,0.006,0.01,2.3,3,336,1.5,38,5,34,2.5,5,5,7,10,1,7,10,10,55,2.5,5,4,46,2.5,10,1.5,5,2.5,11,33,327
"543",5605,103,32827.6,7158418.8,75.59,0.433,10.81,2.68,0.049,0.64,1.36,2.25,2.75,0.108,0.005,0.007,0.01,3.04,3,564,6,43,5,28,2.5,5,12,2.5,10,1,9,14,15,98,2.5,9,1,141,2.5,7,1.5,29,2.5,18,44,236
"544",5606,127,171257,7086641.1,66.44,0.691,12.98,5.08,0.062,1.49,1.96,2.77,2.58,0.215,0.04,0.009,0.01,5.34,6,551,1.5,70,9,61,2.5,13,18,8,32,1,4,19,19,94,2.5,13,1,173,2.5,10,1.5,70,6,28,72,273
"545",5607,130,163410.8,5554279.7,78.56,0.6,6.75,2.12,0.054,0.46,2.65,0.96,1.71,0.079,0.04,0.012,0.01,5.69,6,328,1.5,52,1.5,59,2.5,5,6,8,24,2,10,16,13,63,2.5,6,2,102,2.5,10,1.5,42,2.5,23,35,561
"546",5608,13,-363621.2,6309813.6,75.01,0.627,11.16,2.85,0.063,0.43,1,2.33,3.05,0.093,0.005,0.008,0.01,3.03,1,668,3,45,5,26,2.5,5,10,2.5,10,1,12,12,20,98,2.5,6,1,140,2.5,7,1.5,41,2.5,19,45,431
"547",5609,105,-97304.8,5666148.9,84.5,0.409,6.57,2.59,0.012,0.32,0.19,0.28,1.38,0.036,0.005,0.006,0.056,3.46,6,269,1.5,32,1.5,45,2.5,5,9,5,10,1,7,13,8,63,2.5,6,1,33,2.5,10,1.5,32,2.5,8,42,223
"548",5610,56,30536.1,5852585,90.24,0.333,4.16,0.93,0.03,0.17,0.25,0.53,1.34,0.048,0.005,0.003,0.042,1.72,1,281,1.5,21,1.5,26,2.5,5,1.5,2.5,10,3,6,7,8,40,2.5,3,2,45,2.5,8,1.5,8,2.5,10,22,348
"549",5611,140,314486,7312339.8,65.2,0.632,13.44,4.64,0.054,1.25,2.44,3.26,2.66,0.199,0.005,0.012,0.026,5.9,4,605,3,47,1.5,45,2.5,12,15,2.5,31,1,3,20,13,77,2.5,11,1,222,2.5,8,1.5,73,2.5,21,42,302
"550",5613,31,93933.8,5957630.8,83.31,0.389,6.27,1.93,0.069,0.46,0.58,0.62,1.92,0.197,0.005,0.004,0.01,4.06,4,356,1.5,49,7,30,2.5,5,7,6,21,1,8,13,18,71,2.5,4,4,55,2.5,9,1.5,32,2.5,9,46,233
"551",5614,61,-152797.1,6679073.1,5.18,0.125,2.91,1.22,0.015,0.17,1.02,0.11,0.26,0.223,0.27,0.003,0.01,88.39,1,126,1.5,108,1.5,15,2.5,32,3,2.5,66,1,6,13,4,7,2.5,7,1,37,2.5,12,8,29,2.5,33,9,28
"552",5615,98,220737.3,5689247.9,91.2,0.301,3.47,0.72,0.035,0.11,0.3,0.46,1.09,0.051,0.005,0.005,0.01,2.06,1,236,1.5,22,1.5,32,2.5,5,4,7,24,1,6,6,8,42,2.5,2,1,36,2.5,8,1.5,8,6,10,22,285
"553",5616,115,-145263.9,5624492.1,87.58,0.41,5.37,1.51,0.038,0.25,0.37,0.66,1.56,0.052,0.005,0.006,0.01,1.98,4,324,1.5,37,1.5,33,2.5,5,5,5,25,1,4,11,11,61,2.5,5,1,50,2.5,10,1.5,40,2.5,13,31,359
"554",5617,23,-299928.6,5996760.8,85.69,0.37,5.23,1.93,0.082,0.29,0.65,0.67,1.54,0.157,0.005,0.003,0.01,3.14,2,331,1.5,37,1.5,29,2.5,5,5,5,10,1,4,10,12,59,2.5,5,1,58,2.5,10,1.5,22,5,14,36,331
"555",5618,49,-320448.1,5887494.9,91.54,0.275,3.84,0.7,0.037,0.08,0.28,0.54,1.41,0.048,0.005,0.009,0.028,1.04,1,297,1.5,10,1.5,19,2.5,5,4,2.5,10,1,6,1.5,7,42,2.5,2,1,45,2.5,8,1.5,10,2.5,7,15,311
"556",5619,102,-237871.4,5688740.3,77.96,0.576,9.87,3.26,0.025,0.4,0.34,0.44,1.68,0.067,0.005,0.003,0.01,5.12,9,314,1.5,39,1.5,55,7,11,13,2.5,30,1,11,20,14,80,5,9,3,47,2.5,12,1.5,53,2.5,13,40,240
"557",5620,136,158837.4,5498031.6,78.32,0.535,9.12,3.05,0.066,0.81,0.36,1.14,1.64,0.096,0.005,0.005,0.01,4.64,4,303,1.5,28,6,60,2.5,5,10,2.5,10,1,7,27,20,80,2.5,10,1,59,2.5,11,1.5,63,2.5,15,60,193
"558",5621,23,-332423.8,6221860.7,84.17,0.307,6.34,2.65,0.093,0.36,0.51,0.77,1.73,0.05,0.005,0.003,0.01,2.81,10,405,1.5,32,4,33,2.5,5,7,2.5,28,1,7,17,14,64,2.5,4,1,63,2.5,9,1.5,47,2.5,12,31,196
"559",5622,27,-107953,5970917.3,92.92,0.212,3.13,0.6,0.018,0.09,0.28,0.47,0.98,0.108,0.005,0.004,0.01,1.02,1,204,1.5,10,1.5,12,2.5,5,1.5,2.5,10,3,4,1.5,4,33,2.5,3,1,36,2.5,7,1.5,14,5,4,15,235
"560",5623,64,-126206.4,6826548.9,78.72,0.454,9.53,2.41,0.049,0.46,1.02,1.81,2.98,0.077,0.005,0.007,0.01,2.19,3,472,1.5,62,1.5,15,5,5,9,2.5,32,1,11,3,14,110,2.5,6,1,105,2.5,12,4,40,2.5,17,42,261
"561",5624,108,-398,6650934.3,54.67,0.738,15.58,7.22,0.103,2.48,4.77,1.85,3.51,0.163,0.01,0.014,0.01,8.57,7,533,1.5,102,14,69,2.5,31,21,2.5,74,19,15,39,25,159,2.5,19,2,132,2.5,22,6,94,6,40,124,165
"562",5625,34,251663.5,5939842.8,86.72,0.329,5.73,1.31,0.04,0.32,0.45,0.66,2.01,0.065,0.005,0.006,0.093,2.08,1,332,1.5,34,1.5,22,2.5,5,6,2.5,10,1,6,10,12,68,2.5,5,3,60,2.5,9,1.5,18,2.5,9,23,292
"563",5626,110,4416.9,6746677.5,44.65,0.496,10.74,3.96,0.08,1.52,17.43,1.38,2.82,0.125,0.005,0.005,0.04,16.55,6,408,1.5,68,10,47,2.5,12,13,2.5,32,20,9,22,9,109,2.5,9,1,175,2.5,11,1.5,53,7,22,65,106
"564",5627,138,266289.9,7320027.3,71.06,0.323,13.83,2.59,0.054,0.75,2.04,3.92,3.4,0.097,0.005,0.024,0.01,1.59,5,793,3,39,6,28,2.5,5,18,2.5,31,1,10,12,12,91,2.5,8,1,251,2.5,6,1.5,35,2.5,16,41,160
"565",5628,121,37429,6689087.3,76.71,0.249,11.17,1.91,0.035,0.68,1.79,2.54,2.84,0.082,0.005,0.016,0.01,1.65,1,523,1.5,41,1.5,28,6,10,12,2.5,32,2,9,9,17,102,7,7,1,143,7,9,5,27,2.5,19,29,227
"566",5629,98,-29614.6,6861770.1,72.36,0.49,12.26,3.46,0.044,0.94,2.04,2.61,2.86,0.126,0.005,0.018,0.01,2.5,7,530,1.5,51,1.5,36,2.5,5,15,6,38,3,10,10,14,109,2.5,10,1,149,2.5,12,1.5,53,2.5,24,41,307
"567",5630,42,-243694.8,6440952.8,81.49,0.194,8.14,2.14,0.086,0.34,0.64,1.63,2.25,0.157,0.005,0.008,0.01,2.68,3,537,1.5,43,1.5,9,2.5,12,8,2.5,10,1,7,12,10,69,2.5,5,1,93,2.5,7,1.5,16,2.5,9,56,155
"568",5631,26,-308660.5,6351394.1,74.31,0.486,11.06,2.54,0.078,0.3,1.22,2.98,3.06,0.216,0.005,0.006,0.01,3.4,1,705,4,10,1.5,7,2.5,5,11,7,10,1,8,10,17,81,2.5,4,1,163,2.5,6,1.5,32,2.5,14,28,410
"569",5632,112,265958.7,5620622.5,77.49,0.622,7.89,2.49,0.057,0.51,1.37,0.83,1.87,0.097,0.03,0.012,0.01,6.49,6,380,1.5,55,6,55,2.5,5,7,2.5,37,1,10,20,17,72,2.5,7,1,80,2.5,12,1.5,35,5,22,41,467
"570",5633,21,197887,5988796.8,72.33,0.6,10.96,4.55,0.047,1.28,0.71,0.61,2.79,0.074,0.005,0.003,0.01,5.79,9,420,7,75,7,60,2.5,13,12,2.5,44,7,17,25,14,103,2.5,11,1,66,2.5,12,1.5,68,2.5,18,61,300
"571",5634,145,-42627.8,7016732.3,74.3,0.705,11.21,3.51,0.077,1,2.01,2.3,2.44,0.183,0.005,0.003,0.033,1.94,5,390,1.5,86,11,38,2.5,10,14,5,50,1,7,22,15,100,7,12,1,148,2.5,11,3,60,2.5,29,54,377
"572",5635,54,-66730.5,5872533.7,91.91,0.195,3.36,0.76,0.015,0.13,0.29,0.51,1.19,0.11,0.005,0.01,0.01,1.38,2,229,1.5,10,1.5,12,2.5,5,1.5,5,10,1,3,4,2,31,2.5,3,1,41,2.5,6,1.5,10,2.5,6,15,249
"573",5636,55,-203408.5,6382810.2,69.72,0.478,13.74,3.33,0.061,0.9,2.25,3.49,2.73,0.136,0.005,0.006,0.01,2.88,3,745,7,57,3,31,2.5,5,14,2.5,45,1,12,16,15,88,2.5,8,1,304,2.5,6,3,54,6,14,43,237
"574",5637,124,132705.6,7137777.5,60.26,0.94,16.5,6.63,0.099,2.75,1.92,2.41,2.8,0.169,0.005,0.003,0.01,5.19,11,614,1.5,85,17,113,2.5,15,21,2.5,25,8,21,43,20,126,2.5,18,1,155,2.5,14,5,126,5,26,102,207
