"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Sc","Si","Sr","Th","Tl","U","V","Y","Zn","C","H","N","LOI","pH","Cond"
"437",544,625575,7677050,0.194,2090,2.35,2.29,161,0.17,0.19,3780,0.336,2.9,2.92,38.9,1920,0.185,900,1.5,770,100,0.241,50,63.8,916,49.6,3.63,1860,0.171,0.7,490,64.9,0.248,0.064,0.089,4.26,1.4,33.7,42.5,5.8,1.5,86.6,3.9,110.1
"438",545,585115,7494570,0.085,821,1.22,1.87,55.8,0.01,0.223,2500,0.263,0.37,1.62,5.6,700,0.177,1100,0.35,510,212,0.195,30,4.05,795,25.3,6.6,1380,0.297,0.2,550,20.5,0.113,0.127,0.044,2.63,0.2,36.6,49.3,6.4,1.2,97.4,3.5,168.2
"439",547,506997,7640310,1.12,1220,1.26,2.06,95.5,0.02,0.138,2710,0.225,0.6,1.24,6.21,870,0.262,1000,1.5,580,204,0.147,40,4.53,675,14.7,5.71,1320,0.191,0.3,480,31.8,0.485,0.11,0.044,2.19,0.3,56.7,46.9,6.1,1,95.6,3.5,150.8
"440",548,402840,7584890,0.19,2060,1.32,1.23,47.4,0.05,0.246,2530,0.318,0.8,1.94,5.15,1610,0.2,900,1.5,640,77.1,0.266,20,4.78,1020,18.5,5.93,1520,0.187,0.7,530,23.9,0.309,0.145,0.187,4.25,0.6,33.5,44.9,5.9,1.3,91.5,3.6,163.4
"441",549,640674,7603960,0.484,769,0.915,2,96.2,0.01,0.132,3230,0.375,1.76,1.09,10.5,910,0.234,1100,0.8,800,166,1.74,20,9.2,950,15.4,4,1530,0.222,0.3,530,28,0.085,0.065,0.035,2.35,0.5,44.3,48.9,6.3,1.4,96.5,3.8,144.2
"442",550,709967,7423570,0.165,1340,0.957,2.43,76.2,0.03,0.19,3020,0.306,0.68,1.61,9.17,980,0.251,1300,1,520,184,0.534,40,9.82,848,22.6,9.28,1180,0.273,0.3,530,21,0.141,0.264,0.072,3.04,0.3,34,47.2,6.1,1,85.3,3.8,151.1
"443",551,450370,7639260,0.111,4140,0.944,2.28,68.3,0.06,0.127,3020,0.266,1.86,2.86,5.02,2500,0.194,1100,1.8,510,63.3,0.114,40,4.5,977,12.7,9.19,1370,0.111,0.9,510,21.3,0.227,0.104,0.083,4.17,1.3,30.1,44.7,5.8,1.2,89.1,3.7,106.5
"444",552,373702,7418310,0.214,2530,1.77,1.83,255,0.17,0.369,4350,0.604,4.33,1.67,4.26,2770,0.221,1000,6,660,42.6,0.274,70,3.99,982,29.4,8.7,1460,0.271,1.3,540,77.5,0.475,0.157,0.215,3.73,2.5,48.2,46.6,6.2,1.2,87.8,3.9,127.9
"445",553,574195,7383220,0.279,867,0.607,2.61,101,0.02,0.213,3370,0.375,0.61,2.48,7.66,1070,0.259,1400,1.1,540,1190,0.247,30,4.5,1150,26.7,12,1410,0.258,0.3,550,15.8,0.306,0.195,0.068,4.72,0.4,70,44.8,6,1.3,89.1,3.9,189.5
"446",556,590930,7841400,0.042,2760,0.802,4.33,55.4,0.12,0.097,3070,0.281,1.33,1,7.03,1430,0.302,700,2.2,2010,13.2,0.252,280,4.19,835,14.2,1.11,2070,0.182,0.3,460,66.7,0.145,0.034,0.141,2.16,3,30.6,47.1,6.4,1.7,95.3,4.2,65.9
"447",557,625409,7721650,0.131,2670,2.94,2.28,47.9,0.08,0.116,2200,0.285,5.42,4.85,58.4,3530,0.237,900,1.9,1000,36.4,0.375,130,109,653,11.2,4.49,1490,0.13,0.8,540,40.3,0.358,0.053,0.401,4.7,1,22.9,50.1,6.7,1.1,94.7,3.8,144.4
"448",559,401650,7854000,0.032,672,0.648,6.79,25.9,0.06,0.08,3510,0.203,0.44,0.71,7.05,670,0.247,900,2.3,1700,28.2,0.333,390,1.76,689,14.1,1.72,1820,0.173,0.2,330,44,0.4,0.046,0.259,1.69,1,20.5,49.3,6.7,1.2,96.6,4.2,89.1
"449",560,441350,7888750,0.137,1850,0.927,5.57,13.9,0.22,0.096,2460,0.448,0.64,1.54,19,1240,0.183,1000,47.9,1570,13.5,1.28,490,1.94,854,13.6,1.84,3020,0.165,1.3,460,43.7,3,0.046,14.3,2.72,19.9,17.3,46.3,6.4,1.5,93.5,4.3,121.7
"450",561,492653,7613420,0.294,5810,1.47,1.7,94.2,0.19,0.217,1750,0.417,1.88,2.02,6.63,2720,0.208,900,2.9,530,61.9,0.296,40,6.48,1090,26.7,7.2,1700,0.228,0.8,550,24,0.417,0.113,0.125,3.17,1.6,37.9,45.4,6.3,1.5,91.8,4.1,118.1
"451",562,501700,7821700,0.03,483,0.568,5.47,34.7,0.01,0.066,3390,0.129,0.21,0.58,5.03,490,0.25,1000,0.7,1290,32.7,0.168,230,2.05,868,8.99,2.36,1850,0.157,0.1,320,29.5,0.116,0.032,0.105,1.08,0.3,28.2,50.2,6.7,1.3,97.4,4.1,89.9
"452",563,443900,7677750,0.162,1990,0.844,2.05,64.6,0.06,0.153,2430,0.227,0.99,1.29,6.73,2040,0.23,1200,3.3,670,80.9,0.171,60,4.64,1260,17.8,6.38,1620,0.185,0.4,580,19.1,0.168,0.073,0.072,3.27,1.5,39.5,47.6,6.5,1.5,94.7,3.8,177.8
"453",564,630800,7428400,0.208,1010,0.987,1.84,64.9,0.03,0.255,2480,0.402,0.63,1.94,9.97,880,0.191,1100,0.35,480,363,0.286,40,8.7,982,36,6.37,1460,0.35,0.2,550,19.7,0.134,0.118,0.047,4.62,0.2,53.7,46.8,6.3,1.3,91.9,3.7,142.5
"454",566,729722,7621520,0.286,2580,1.28,1.41,35.1,0.06,0.153,2170,0.412,3.42,1.78,24.4,1770,0.244,1100,4.3,590,54.5,0.291,70,49.4,1070,17.7,7.91,1450,0.195,0.5,500,22.4,0.218,0.112,0.138,4.17,1.1,35.4,37.7,4.4,1.2,94.8,3.8,131.5
"455",567,721992,7540030,0.28,4080,0.795,2.4,73.3,0.09,0.135,3470,0.311,3.14,4.35,22,4020,0.205,1200,3.8,760,419,0.274,50,40,1160,14,6.89,1420,0.185,0.7,560,24.2,0.495,0.092,0.1,6.86,1.2,54.9,41,5.4,1.3,81.8,4.2,129.6
"456",568,426630,7470680,0.373,2030,1.59,2.41,131,0.08,0.402,3990,0.371,0.95,3.32,6.62,2190,0.278,700,2.3,600,406,0.274,30,3.88,1110,36.3,5.66,1520,0.323,0.6,550,35.9,0.653,0.188,0.475,6.63,0.7,61.8,45.8,6,1.3,87.2,4,106.6
"457",571,470552,7511780,0.876,1600,1.7,1.7,105,0.06,0.318,2020,0.473,1.89,1.97,6.59,2490,0.229,1100,0.35,730,266,0.267,40,7.14,939,32.3,5.73,1440,0.312,0.5,540,26,0.156,0.1,0.079,4.71,0.3,47.5,46.7,6.2,1.4,95.1,3.7,158.6
"458",572,771075,7438320,0.388,1420,2.48,2.56,58.7,0.05,0.342,2960,0.657,1.75,2.82,19.3,1260,0.253,1500,1.4,700,207,0.532,40,24.8,951,48.7,9.73,1910,0.511,0.3,490,28.4,0.187,0.179,0.073,7.46,0.4,78.6,47.5,6,1.6,93.1,3.8,190.3
"459",573,570700,7584600,0.182,1590,1.48,2.22,82.1,0.02,0.271,2590,0.355,0.77,2.53,8.32,1540,0.279,1000,1.5,580,97,0.233,30,8.3,596,23.5,6.72,1360,0.214,0.3,590,27.8,0.361,0.165,0.048,4.29,0.5,52.6,50.8,6.3,1,95.2,3.7,144.7
"460",574,452800,7883400,0.026,1210,0.82,4.47,42,0.01,0.101,3900,0.354,0.86,3.1,6.78,1400,0.156,700,0.35,2470,11.1,0.34,430,3.58,631,13.8,1.77,2000,0.177,0.4,440,66.5,0.194,0.051,0.095,3.97,0.4,33,47.6,6.1,1.5,95.6,4.4,77.6
"461",575,391700,7681530,0.058,1500,0.803,1.24,80.6,0.03,0.201,3010,0.291,0.65,1.7,8.66,1030,0.212,900,0.35,670,37.9,0.182,50,4.34,970,20.5,5.48,1770,0.214,0.2,470,28.6,0.166,0.049,0.047,3.51,0.2,37.1,42.6,5.5,1.4,90.5,3.9,117.3
"462",576,525540,7554950,0.438,5710,2,2.25,205,0.26,0.296,1460,0.827,2.98,4.13,11.3,2450,0.222,1200,14.6,600,92.6,0.258,30,9.07,893,47.6,9.77,1250,0.234,1.3,630,32.5,0.722,0.161,0.15,5.69,5.3,52.2,45.1,5.6,1,85.1,3.9,112.1
"463",577,623500,7745100,0.071,2200,1.67,3.83,52.9,0.24,0.115,3870,0.418,4.5,3.6,20.7,4580,0.247,1000,3,1160,35.1,0.388,120,31.9,763,17.9,3.72,1660,0.198,0.6,500,41.6,0.383,0.103,0.285,5.37,1.2,39.3,49.3,6.6,1.2,93.7,3.9,128.3
"464",578,603334,7781960,0.174,3040,1.36,3.69,110,0.12,0.15,2200,0.376,1.63,3.12,7.93,2540,0.326,1200,2.3,980,47.8,0.212,110,9.27,886,17.8,5.69,1590,0.129,0.7,580,37.8,0.577,0.081,0.131,5.19,1.1,47.4,44.3,5.9,1.3,87,3.8,125.7
"465",579,785075,7647760,0.102,756,0.997,2.83,43.4,0.02,0.125,3220,0.225,1.89,1.92,21.6,1080,0.258,1000,1.7,890,94.6,0.247,80,36.7,881,13.9,3.09,1760,0.211,0.2,470,35.7,0.216,0.042,0.05,4.58,0.4,66,46.7,6,1.4,91.6,3.8,120.5
"466",581,558726,7401310,0.182,1050,1.51,2.18,70.7,0.02,0.296,4200,0.308,1.27,3.36,6.71,1360,0.228,1100,1.5,600,210,0.289,30,4.77,820,31.2,8.02,1550,0.357,0.3,510,21.4,0.231,0.089,0.069,5.08,0.5,48.2,48.6,6.3,1.3,93.2,3.9,166.9
"467",582,579700,7782700,0.113,1920,1.04,5.92,57.7,0.06,0.109,3250,0.188,0.92,2.34,12.2,1860,0.319,1400,1.6,1170,156,0.218,120,7.14,975,14.1,6.7,1860,0.135,0.5,530,24.4,0.424,0.068,0.308,4.42,1.1,46.5,44.8,6.1,1.1,91,3.8,131.9
"468",583,664255,7710900,0.194,1580,2.39,2.6,78.3,0.07,0.138,3790,0.394,11.8,6.43,106,2960,0.186,1000,1.7,1540,88.4,0.434,60,247,886,14.7,4.27,1830,0.177,0.6,480,50.6,0.248,0.097,0.142,6.07,0.8,49.9,49,6.3,1.4,93.6,3.9,130
"469",586,672812,7488610,0.102,3320,1.3,2.11,46.8,0.06,0.207,1820,0.235,1.85,8,11.6,4210,0.251,1300,3.5,660,141,0.241,80,16.4,939,22.3,16.6,1040,0.159,0.9,620,19.8,7.59,0.221,0.245,9.8,1.3,31.9,43.5,5.8,0.9,81.2,3.7,158.4
"470",588,596461,7538660,0.465,6080,1.26,1.23,63.2,0.12,0.152,1160,0.225,1.77,2.56,4.35,2870,0.174,800,3.6,370,28,0.283,5,6.33,1600,24.1,5.22,1930,0.175,0.7,520,31.9,0.593,0.086,0.161,2.66,1,23.3,46.9,6.3,1.5,92.2,3.9,98.3
"471",592,836289,7506400,0.399,1640,0.814,1.53,76.5,0.13,0.109,2410,0.341,1.56,1.38,8.2,1210,0.168,1000,3,700,242,0.305,70,10.6,855,17.9,5.87,1330,0.225,0.3,500,76.5,0.133,0.068,0.079,2.95,1,47.2,48.4,6.3,1.1,95.8,3.7,149.7
"472",593,535635,7527410,0.45,7520,2.09,1.72,70.4,0.15,0.116,1130,0.387,3.03,8.51,10.7,6540,0.204,1000,5.1,470,44.9,0.212,30,6.27,1440,14.5,8.61,1760,0.028,2.5,560,13.2,1.09,0.194,0.43,8.81,2.4,20,44.6,5.8,1.4,87.8,3.9,125.4
"473",594,501849,7504420,0.436,3990,1.79,2.44,102,0.12,0.336,3700,0.678,8.82,3.51,11.4,3900,0.237,800,3.6,970,74.9,0.279,30,17.4,974,27.9,5.66,1510,0.45,1.8,470,28.3,0.314,0.152,0.155,4.05,2.2,23,48,6.3,1.2,93.8,4,130.4
"474",595,686609,7579210,0.336,2650,1.37,3.13,128,0.06,0.173,6200,0.409,3.15,2.23,13.1,2640,0.214,900,13.6,1230,136,0.389,60,11.3,823,16.6,3.15,1410,0.225,0.7,520,48.9,0.257,0.07,0.168,5.01,3.8,38.5,47.4,6,1.1,92.2,4.2,109.1
"475",596,570171,7522260,0.381,2420,1.96,1.14,107,0.09,0.254,2370,0.591,0.96,1.58,8.02,1630,0.202,700,2.1,570,44,0.215,20,5.92,749,26,6.18,1560,0.283,0.7,550,33.2,0.444,0.18,0.233,2.94,0.7,54.1,48.8,6.3,1.3,89.6,3.5,132.9
"476",597,544482,7748420,0.273,5460,0.788,1.34,62.9,0.09,0.069,2020,0.339,2.38,1.47,5.65,5340,0.222,800,6.3,750,22.9,0.34,70,3.73,1270,10.1,3.63,1900,0.091,1.9,530,30.8,0.49,0.063,0.406,3.39,3.3,26.6,47.9,6.4,1.5,94.2,3.9,104.4
"477",598,814146,7580900,0.142,1250,0.791,2.02,38.6,0.01,0.134,2730,0.271,2.71,1.98,28.4,1130,0.175,1000,3.1,720,177,0.275,30,60.5,944,13.8,5.02,1510,0.19,0.2,500,40.1,0.227,0.073,0.067,3.39,0.6,45,45.5,6.1,1.2,92.4,3.8,132
"478",601,551960,7875100,0.065,411,0.565,4.59,15.6,0.01,0.097,4180,0.174,0.23,0.66,9.07,1850,0.178,700,0.35,2490,14,0.166,390,1.5,975,1110,1.18,1870,0.183,0.1,320,38.9,0.092,0.04,0.069,1.29,0.2,12,48.1,6.3,1.4,96.3,4.4,99.9
"479",602,505348,7390690,0.179,1420,2.23,1.53,115,0.02,0.391,3070,0.535,0.38,1.54,4.78,950,0.175,700,1.3,420,64.2,0.258,20,2.92,715,39.7,4.28,1340,0.386,0.3,540,25.5,0.336,0.094,0.085,2.9,0.4,53,45.8,5.8,1,90,3.5,125.1
"480",603,488405,7759360,0.294,2360,0.766,2.65,94.1,0.03,0.071,3640,0.353,2.54,5.27,5.25,3350,0.2,900,13.7,930,63.3,0.129,40,7.81,772,10.4,3.6,1430,0.058,1.4,520,29.7,6.53,0.052,0.126,7.76,1.5,48.6,44.8,6.1,1,86.4,4,97.9
"481",604,532500,7784500,0.064,1300,0.841,2.91,47.4,0.01,0.108,2550,0.206,0.58,2.55,5.27,1370,0.295,800,1.9,850,93.6,0.14,80,4.43,805,15.9,4.25,1480,0.139,0.5,520,25.8,0.242,0.055,0.055,3.75,0.6,17.5,45.1,6.1,1,89.6,3.9,106
"482",605,402010,7722710,0.049,2180,0.853,1.42,107,0.05,0.153,3440,0.143,0.82,2.86,4.91,1780,0.212,700,1.6,760,36.5,0.115,50,4.61,917,16.5,4.31,1620,0.067,0.6,520,43.4,0.469,0.048,0.101,5.16,0.8,34.2,43.7,5.8,1.4,86,3.7,103.8
"483",607,728750,7604730,0.522,1420,2.13,2.32,84.4,0.02,0.244,3170,0.389,7.74,2.82,66,1690,0.206,1100,1.9,710,107,0.426,40,158,782,21.6,5.67,1550,0.269,0.4,470,40.8,0.153,0.099,0.05,4.77,0.6,44,47,6.4,1.1,93.3,3.9,117.8
"484",608,655175,7608800,0.449,3900,0.763,1.67,106,0.04,0.117,2300,0.187,2.27,11.8,12.5,5560,0.197,800,4,1210,140,0.236,60,11.8,816,12.5,5.24,961,0.085,1.7,520,18.7,0.684,0.063,0.099,13.5,2.2,27.3,27.1,3.4,0.8,69.2,3.9,102.7
"485",609,629082,7613580,0.471,2150,0.802,1.51,110,0.01,0.133,3040,0.213,1.3,3.56,9.7,2960,0.201,800,2.4,710,139,0.158,30,8.43,1010,15.9,3.89,1270,0.17,0.8,470,27.4,0.28,0.054,0.046,7.65,1,51.9,41.8,5.2,1.1,85.2,3.8,124.3
"486",610,602200,7710470,0.475,727,1.39,2.15,56.4,0.01,0.142,2310,0.309,1.97,2.32,29.1,1490,0.258,1000,0.9,790,157,0.279,60,38.9,988,11.8,5.3,1610,0.215,0.3,500,26.5,0.142,0.088,0.04,3.12,0.3,34.7,49.8,6.6,1.3,94.9,3.6,180.2
"487",611,780361,7508510,0.25,12000,6.59,6.7,200,0.63,0.266,11500,0.384,8.06,19,70.1,12500,0.301,1300,66.2,1360,1100,1.53,340,109,4320,28.6,11.9,1190,0.196,1.9,630,562,2.53,0.248,1,46.7,14.3,95.2,21.8,3,0.8,55.9,5.1,103.7
"488",612,649606,7536100,0.408,1700,0.902,1.9,66.6,0.01,0.254,2430,0.306,0.85,2.59,13.9,1500,0.23,1100,1.6,480,301,0.219,50,11.1,1010,30.3,10,1220,0.261,0.4,540,20.6,0.327,0.227,0.008,4.62,0.5,68.5,43.3,5.1,1,81.7,3.7,137.6
"489",613,607560,7746540,0.048,905,0.762,3.44,42.8,0.01,0.071,2690,0.131,0.53,1.14,8.83,930,0.231,700,0.35,730,76.8,0.211,120,9.58,619,8.88,3.98,1370,0.095,0.2,460,22.4,0.162,0.036,0.077,2.32,0.3,34.2,44.7,5.9,1,86,3.8,97.3
"490",616,418200,7633500,0.185,2330,0.947,2.23,102,0.04,0.169,3400,0.421,2.16,4.22,7.7,2250,0.268,800,1.1,820,84.5,0.148,50,10.3,1050,18.7,5.35,1660,0.073,0.8,500,25.3,0.176,0.093,0.118,7.42,1.1,29,44.8,5.9,1.4,91,3.9,120.1
"491",617,529688,7707390,0.124,6690,1.06,1.68,47.1,0.07,0.138,1120,0.282,1.71,3.57,6.65,4400,0.241,700,4.7,430,48.4,0.253,20,6.07,1110,18.1,5.1,1600,0.089,1.4,520,15.5,0.713,0.066,0.236,4.14,2,22.5,42.5,5.8,1.2,86,4,87.4
"492",619,598150,7764600,0.118,3110,1.14,5.06,212,0.13,0.127,4920,0.423,5,2.27,16.3,2890,0.34,900,6.6,1510,90.5,0.477,130,9.32,867,12.5,3.93,1760,0.178,0.8,540,49,0.425,0.085,0.307,5.81,2.4,33.9,44.2,6.1,1.1,88.8,4.3,110.7
"493",620,489604,7686340,0.192,3220,0.988,2.29,126,0.07,0.129,3220,0.253,3.16,4.28,8.81,3160,0.199,900,3.4,1170,103,0.186,30,12.3,1010,17.5,5.64,1650,0.12,1.2,610,34.1,0.561,0.108,0.078,6.48,2,40.3,45.1,6,1.2,89.3,3.7,118.5
"494",621,839243,7585560,0.223,856,0.652,1.55,31.9,0.01,0.104,2160,0.174,0.94,1.68,12.1,880,0.173,1100,2.3,590,86.2,0.166,100,17.7,917,10.5,4.8,1610,0.132,0.2,480,34,0.18,0.041,0.057,2.93,2.3,45,46,6.1,1.5,93.7,3.4,133
"495",622,403440,7433750,0.127,1840,2.17,1.78,173,0.08,0.636,2830,0.347,0.92,3.91,6.41,2060,0.193,900,3.6,400,70.5,0.29,60,3.11,768,50.1,8.02,1060,0.28,0.6,550,37.3,0.655,0.181,0.123,5.91,1.1,78.4,48.1,6.3,1,78,3.3,141.9
"496",623,586000,7568100,0.696,3330,1.46,1.97,82.4,0.06,0.217,3150,0.425,1.91,5.76,9.79,4220,0.193,800,5.5,860,191,0.271,30,7.81,736,23.1,4.91,1110,0.178,1.6,530,21.9,0.878,0.115,0.191,8.54,2.7,59.6,40.1,5.1,1,81.9,3.9,114.3
"497",624,646901,7460480,0.47,2970,0.991,2.12,77.5,0.07,0.191,3070,0.4,2.26,2.3,9.22,2460,0.199,1200,2.3,700,143,0.243,40,10.7,1430,29.5,7.25,1520,0.303,0.6,560,36.6,0.243,0.125,0.096,4.32,0.7,43.9,46.7,6.6,1.3,93.9,3.7,149.1
"498",625,532787,7613720,0.221,1550,1.05,2.51,69.4,0.01,0.189,2930,0.244,0.97,1.41,6.6,1090,0.202,1100,2.1,780,271,0.2,5,5.44,893,13.7,4.18,1490,0.239,0.4,520,28.3,0.303,0.098,0.052,2.85,0.8,55.7,48.2,6.5,1.2,93.7,3.5,124.5
"499",626,825331,7597180,0.18,1020,0.723,2.79,62,0.01,0.111,3410,0.179,2.17,3.63,18.1,1730,0.207,1200,3.1,810,235,0.59,30,30.8,1060,12,4.8,1620,0.151,0.5,560,44.5,0.246,0.057,0.066,5.86,0.8,36,44.9,6.2,1.4,89.2,3.8,142.1
"500",627,401820,7533060,0.458,1600,0.908,2.08,138,0.01,0.314,3370,0.401,1.12,3.67,7.99,2150,0.224,1300,2.7,630,569,0.264,70,3.98,1160,29.7,12.5,1270,0.097,0.8,580,25.1,0.532,0.18,0.163,9.16,1.4,93.1,40.9,5.3,1.1,81.6,3.7,191.1
"501",628,614500,7570200,0.148,1130,0.864,2.39,89.3,0.01,0.166,5110,0.386,1.88,2.55,8.15,4180,0.231,1100,1.6,1310,217,0.256,5,8.61,728,21.5,3.52,1360,0.203,0.4,500,50.2,0.218,0.087,0.045,5.05,0.7,46.3,46.9,6.5,1.1,89.9,4,131.9
"502",631,476540,7566480,0.255,2070,0.892,1.73,55.1,0.01,0.185,2420,0.212,1.68,2.93,7.96,3100,0.233,1000,0.8,670,279,0.243,5,8.42,1710,22.8,8.58,1790,0.188,0.6,600,12.8,0.155,0.146,0.087,4.9,0.5,39.8,45.9,6.4,1.5,92,3.4,150
"503",633,484107,7422400,0.236,3890,1.98,1.82,239,0.25,0.399,3270,0.653,2.83,2.39,5.4,3580,0.296,800,3.3,570,137,0.28,20,6.17,1150,37.5,6.74,1450,0.281,1.1,500,37,0.719,0.17,0.263,5.42,1.3,65,45.7,6.3,1.2,89.9,3.7,115.8
"504",634,634681,7447640,0.203,2530,1.41,1.64,87.2,0.06,0.296,1690,0.48,0.83,3.29,9.26,2040,0.171,900,3.2,450,152,0.27,30,6.32,863,42.6,9.82,1110,0.246,0.5,530,23.4,0.71,0.224,0.094,6.3,0.8,41,38,4.8,1,81.5,3.7,113.2
"505",635,698130,7483530,0.47,1590,1.34,1.58,59.8,0.01,0.223,1880,0.288,1.71,3.06,19,1930,0.241,1000,1.5,460,126,0.284,40,27.1,747,24.9,9.75,1010,0.225,0.4,490,16.2,0.256,0.218,0.077,5.39,0.6,36.9,40.5,5,0.8,79.5,3.5,169.9
"506",636,498801,7541900,0.296,844,0.626,2.09,43.9,0.01,0.211,2940,0.23,0.49,4.38,8.14,1440,0.153,1400,0.35,530,875,0.175,5,3.99,1140,17.1,8.16,1460,0.202,0.3,510,9.41,0.152,0.116,0.05,5.5,0.4,73.1,45.2,6,1.3,92.2,3.7,167.2
"507",637,759403,7670580,0.092,1650,1.03,2.8,90.5,0.06,0.076,3960,0.164,1.35,2.08,11.2,1870,0.195,600,5.6,1070,60.4,0.383,120,12.1,840,10.9,2.26,1610,0.176,0.7,500,53,0.26,0.033,0.127,6.49,1.4,30.2,49.2,6.7,1.2,88.9,3.7,105.4
"508",638,638087,7569750,0.328,651,0.824,2.05,78.7,0.01,0.155,2740,0.217,0.6,1.98,9.14,690,0.267,1000,0.35,630,260,0.178,50,8.57,884,18.4,6.12,1610,0.262,0.2,460,21.1,0.104,0.112,0.03,2.76,0.2,45.3,49.2,6.6,1.3,95.9,3.5,145.7
"509",639,773463,7562850,0.414,2270,1.93,1.87,68.5,0.05,0.189,2520,0.239,5.75,4.47,69,5470,0.29,1200,6.7,580,109,0.511,70,122,973,17.6,7.46,1410,0.247,0.6,530,56.6,0.349,0.072,0.14,6.77,1.5,55.8,45.2,6,1.3,86.4,3.4,146.7
"510",640,603600,7674400,0.129,611,1.85,1.98,62.5,0.01,0.164,3040,0.277,1.25,1.37,19,880,0.196,900,0.8,640,156,0.167,20,27,794,15.1,3.89,1620,0.225,0.2,410,21.7,0.145,0.085,0.034,2.59,0.2,56.9,49.7,6.7,1.1,96,3.4,146.2
"511",642,444423,7568690,1.15,2350,1.45,1.49,70.6,0.05,0.291,2080,0.339,0.94,2.08,6.58,1680,0.233,700,1,530,110,0.225,20,4.98,1020,25.8,5.78,1530,0.237,0.6,540,27.4,0.249,0.102,0.166,4.6,0.6,37,45.3,6,1.3,92.5,3.3,155.7
"512",643,634063,7466470,0.297,1250,0.648,1.92,50.8,0.01,0.178,2670,0.158,0.66,2.32,10.4,1400,0.164,1100,1.4,550,401,0.225,20,9.44,1010,23.6,9.44,1360,0.23,0.3,470,23.1,0.613,0.088,0.103,4.85,0.4,55,44,5.9,1.2,87.8,3.7,136.4
"513",646,639808,7541780,0.406,1590,1.07,1.37,80.3,0.04,0.175,2310,0.251,1.45,1.44,7.17,1570,0.233,800,0.35,740,81.4,0.201,50,8.68,909,20.2,5.23,1530,0.213,0.2,470,46.6,0.111,0.058,0.056,2.67,0.3,43.2,48.7,6.5,1.2,95.4,3.4,130.1
"514",648,677411,7452580,0.586,1640,0.893,2.24,113,0.02,0.265,2400,0.354,1.5,5.22,14.2,1950,0.215,1400,1.8,670,406,0.304,60,20.3,1230,34.3,10.2,1370,0.285,0.6,530,20.4,0.209,0.145,0.068,5.86,0.6,57.4,35.9,4.9,1,81.2,3.7,183.9
"515",649,494102,7695940,0.071,1700,0.668,2.7,145,0.06,0.11,5760,0.434,3.1,1.9,4.95,2010,0.144,700,2,1530,72,0.272,60,6.18,685,11.9,2.62,1500,0.191,0.7,420,68.1,0.128,0.075,0.041,2.5,1.2,41.3,47.2,6.6,1,93.4,4.1,94.2
"516",650,451700,7808820,0.081,692,0.403,3.86,45.1,0.01,0.077,3570,0.177,0.43,1.37,7.04,660,0.174,1300,1,1190,441,0.155,110,3.04,1060,14,3.45,1670,0.189,0.2,480,24.5,0.192,0.031,0.044,2.2,0.4,55.5,46.6,6.4,1.3,93.1,3.9,159
"517",651,428129,7594680,0.363,2410,0.958,2.61,99.9,0.04,0.273,3660,0.373,1.45,3.48,9.29,2800,0.262,1100,4.6,680,271,0.224,40,5.64,1380,23.3,6.14,1830,0.147,1.6,540,21.9,0.947,0.124,0.163,10.1,1.7,80.1,43.3,5.9,1.5,82.9,3.8,136.9
"518",652,465051,7773350,0.033,3990,0.897,3.32,53.8,0.1,0.063,1520,0.263,1.43,5.62,6.43,4300,0.14,1400,11.6,1030,37.1,0.167,50,4.12,781,9.9,6.62,1220,0.026,0.9,470,19.3,5.15,0.047,0.204,7.56,1.7,43.9,28.1,3.9,1.1,69.5,3.6,96.3
"519",653,587750,7689000,0.091,984,1.47,2.19,49.4,0.01,0.179,2830,0.237,1.19,1.62,18.2,1020,0.174,800,0.8,540,142,0.175,30,26.8,656,18.9,5.11,1330,0.187,0.3,410,17.8,0.143,0.12,0.039,3.21,0.3,35.2,45.5,6.2,1,89.2,3.4,118.5
"520",654,423243,7721530,0.053,1050,0.845,1.8,72.1,0.01,0.141,3190,0.196,0.42,1.56,5.03,860,0.244,700,0.35,920,34,0.107,40,4.22,826,16.1,3.41,1710,0.166,0.3,430,29.3,0.136,0.035,0.049,2.36,0.3,34.6,43.9,5.9,1.3,93.1,3.5,116.2
"521",655,425231,7614170,0.339,7220,1.02,1.3,56.2,0.1,0.112,1480,0.465,4.35,10.1,5.85,8010,0.28,700,3.4,450,23.3,0.254,50,7.47,1630,16,6.53,1970,0.084,3.8,420,16.6,1.05,0.124,0.592,5.21,1.8,12.7,46.4,6.6,1.5,92.3,3.8,94.3
"522",656,667889,7624720,0.17,1650,1.16,1.89,86.4,0.01,0.173,2780,0.25,1.08,2.83,8.36,1930,0.29,700,2.3,630,258,0.172,70,11.6,843,17.4,4.5,1280,0.206,0.6,590,23.2,0.417,0.122,0.056,4.48,0.8,43.4,45.8,6.2,1.1,89.1,3.3,129.7
"523",657,601100,7689000,0.244,1010,1.79,2.15,25.4,0.01,0.248,1900,0.283,2.3,2.4,34.9,1700,0.208,900,1,650,199,0.301,90,49.3,970,21.7,5.09,1360,0.305,0.4,480,9.51,0.141,0.144,0.045,3.52,0.4,27.8,48.4,6.6,1.1,91.8,3.6,163.5
