"","ID","XCOO","YCOO","Ag","Ag_INAA","Al","Al2O3","As","As_INAA","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","EC","Cr","Cr_INAA","Cs_INAA","Cu","Eu_INAA","F_IC","Fe","Fe_INAA","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K2O","La","La_INAA","Li","LOI","Lu_INAA","wt_INAA","Mg","MgO","Mn","MnO","Mo","Mo_INAA","Na","Na_INAA","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P2O5","Pb","pH","PO4_IC","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","SUM_XRF","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA","ELEV","COUN","ASP","TOPC","LITO","Al_XRF","Ca_XRF","Fe_XRF","K_XRF","Mg_XRF","Mn_XRF","Na_XRF","P_XRF","Si_XRF","Ti_XRF"
"176",213,405450,7751600,0.005,2.5,11800,10.72,0.8,0.25,0.001,1.5,31.5,210,0.49,0.07,0.001,3.2,300,5000,2.43,0.014,43,0.001,10.9,14,0.44,50.3,100,2,14.7,0.8,5e-04,21300,35800,3.84,5,0.02,0.5,0.0025,1300,1.73,9.8,24,16.6,3.59,0.32,36.7,7130,1.74,208,0.05,0.1,0.5,40,10700,2.93,17,27.3,10,5e-04,219,0.06,1.3,5.3,0.002,65,33,0.023,0.6,2.6,10,0.064,1.5,100,71.52,2.9,50,6,2.2,250,99.13,0.25,0.25,0.011,6,6.8,317,0.52,0.25,30.4,0.5,3.5,1.7,25,68,460,2,0,58,51,5.67,1.73,2.68,1.43,1.04,0.038,2.17,0.026,33.42,0.311
"177",214,590200,7665700,0.01,2.5,5970,13.84,0.2,0.25,0.005,1.5,34.7,610,0.15,0.067,0.001,3.5,2410,20000,3.8,0.019,45,0.001,5.3,16,0.25,15.2,81,1,37.1,1.3,5e-04,10100,41500,5.07,5,0.01,0.5,0.0025,1000,1.43,10.6,20,5.3,0.77,0.35,30.85,2680,1.99,117,0.08,0.1,0.5,200,29700,3.53,16,11.7,10,5e-04,377,0.1,1.2,5.6,0.002,57,17,0.005,0.05,2.1,15,0.039,1.5,180,68.88,3,50,2,6.3,250,99.99,0.25,0.5,0.007,5,5.5,623,0.51,0.25,23.9,0.5,3.3,2.2,16.9,110,70,3,32,32,20,7.32,2.71,3.54,1.18,1.19,0.061,2.61,0.043,32.19,0.305
"178",216,438600,7692850,0.009,2.5,13300,13.55,0.8,0.25,0.001,1.5,58.9,710,0.39,0.038,0.001,5.3,3030,40000,4.34,0.048,55,0.001,12.2,24,0.36,50.4,160,0.5,44,1.5,5e-04,21800,54700,7.37,6,0.01,0.5,0.0025,2000,1.42,23.9,31,8.3,2.38,0.53,31.13,5610,3.13,226,0.11,0.1,0.5,230,24800,3.08,23,31.2,10,5e-04,616,0.13,1.3,5.9,0.002,46,27,0.005,0.05,4.3,18,0.138,1.5,170,61.94,4.8,50,3,14.9,250,98.26,0.25,0.25,0.007,7,6.2,1120,0.82,2.2,45.4,0.5,9.2,3,32.4,139,355,2,0,35,51,7.17,3.1,5.15,1.17,1.88,0.085,2.28,0.056,28.95,0.491
"179",217,525015,7382620,5e-04,2.5,5630,11.26,0.2,0.25,0.001,1.5,9,600,0.16,0.012,0.001,0.25,880,5000,1.88,0.008,20,0.001,1.8,5,0.26,12.9,50,1,4.5,0.6,5e-04,4570,15300,1.86,4,0.01,0.5,0.0025,200,2.41,9.4,14,3.5,1.44,0.18,35.87,870,0.73,35.2,0.03,0.1,0.5,60,25500,3.04,12,4.9,10,5e-04,244,0.05,1.7,5.7,0.002,110,25,0.005,0.05,0.9,5.5,0.015,1.5,230,76.27,1.6,50,2,2.3,250,99.3,0.25,0.25,0.0015,5,5.1,345,0.32,1.2,12.8,0.5,2.8,1,4.6,25,200,1,14,38,7,5.95,1.34,1.3,2,0.44,0.023,2.25,0.021,35.64,0.191
"180",218,513395,7705890,0.012,2.5,7430,14.31,0.2,0.25,0.001,1.5,48.9,630,0.16,0.0025,0.001,4,2330,30000,2.98,0.016,70,0.001,3.4,13,0.22,14.1,120,0.5,7.9,1.7,5e-04,8300,49400,6.05,8,0.01,0.5,0.0025,700,1.53,10.9,39,2.5,0.59,0.63,36.01,2110,2.14,70.7,0.08,0.1,0.5,360,20400,2.27,30,8.8,10,5e-04,296,0.09,1.1,5.9,0.002,44,13,0.005,0.05,1.8,19,0.005,1.5,130,69.22,4.6,50,1,9.6,250,99.84,0.25,1.2,0.013,5,9.3,347,0.58,2.7,20.1,0.5,3.1,4.2,11.8,156,240,1,12,34,20,7.57,2.12,4.23,1.27,1.29,0.061,1.68,0.039,32.35,0.347
"181",219,598000,7430300,0.003,2.5,13700,13.11,0.8,0.25,0.001,1.5,52.7,540,0.25,0.045,0.001,0.25,2320,30000,3.74,0.016,42,0.001,11.9,23,0.26,123,260,0.5,36,1.1,5e-04,21900,46500,6.19,6,0.01,0.5,0.0025,1600,1.48,14,22,11.4,2.33,0.33,33.98,10000,3.95,168,0.08,0.1,0.5,140,25600,3.27,16,45,10,5e-04,258,0.07,0.7,5.8,0.002,54,13,0.014,0.05,3.5,16,0.02,1.5,110,63.11,3.3,50,1,10.8,250,98.05,0.25,0.8,0.009,6,5,1260,0.73,0.25,46.3,0.5,4.8,2,24.3,75,180,3,0,20,52,6.93,2.67,4.32,1.22,2.38,0.061,2.42,0.03,29.49,0.437
"182",220,639150,7739500,0.01,2.5,12400,14.42,0.7,0.25,0.001,1.5,73.3,650,0.89,0.02,0.001,0.25,2810,20000,2.93,0.058,60,0.002,11.7,18,0.34,47.3,96,0.5,44.8,1.5,5e-04,20300,40100,5.19,5,0.01,0.5,0.0025,2100,2.3,14.4,35,12,1.48,0.27,32.2,7310,2.19,177,0.06,0.1,0.5,170,27900,3.37,32,31.2,10,5e-04,429,0.12,6.1,6.6,0.002,69,17,0.005,0.05,3.3,14,0.028,1.5,130,66.69,4.7,50,5,11.6,250,99.39,0.25,0.25,0.019,8,8.9,1280,0.64,0.25,50,0.5,4.7,1.7,50.4,127,110,2,32,45,20,7.63,2.09,3.62,1.9,1.32,0.046,2.5,0.052,31.17,0.383
"183",221,405250,7817600,0.032,2.5,9310,10.39,1.3,2.2,0.004,1.5,36.6,690,0.22,0.053,0.001,9.8,1220,10000,1.36,0.026,61,0.001,5,8,0.5,13.2,40,2,8,1.2,5e-04,13300,27600,3.55,8,0.01,0.5,0.0025,2200,2.35,13,26,6.3,3.33,0.57,33.38,2560,0.75,167,0.08,0.1,0.5,50,14900,1.78,22,9.4,10,5e-04,357,0.08,5.7,5.5,0.002,72,37,0.037,0.3,2,9,0.103,1.5,150,74.85,3.7,50,8,14.2,250,99.1,0.25,0.25,0.012,9,9.4,862,0.57,2.7,16.7,0.5,6,3.8,26.2,81,100,2,3,40,10,5.49,0.97,2.48,1.95,0.45,0.061,1.32,0.034,34.98,0.341
"184",222,461766,7548800,0.021,2.5,16300,13,10.6,14,0.006,1.5,44.3,460,0.34,0.049,0.001,0.25,1630,30000,3.59,0.047,36,0.003,18.8,30,0.29,80.1,170,0.5,48.4,1.1,5e-04,26200,59100,7.64,4,0.04,0.5,0.0025,400,1.36,9.7,15,8,3.28,0.29,31.3,7690,3.47,343,0.11,0.1,0.5,110,23700,2.85,18,42.2,10,5e-04,269,0.08,1,5.7,0.002,60,28,0.088,0.05,4.7,20,0.093,1.5,120,62.28,2.8,50,3,5.2,250,98.68,0.25,0.7,0.022,7,4.3,1410,1.03,0.25,68.3,0.5,4.4,1.9,28.4,25,250,1,12,42,1,6.88,2.56,5.34,1.12,2.09,0.085,2.11,0.034,29.1,0.617
"185",223,663863,7461720,0.002,2.5,12200,13.85,0.5,0.25,0.001,1.5,51.3,350,0.18,0.031,0.001,3.4,1070,30000,3.88,0.013,25,0.001,16.6,30,0.41,75.4,790,0.5,17.2,0.8,5e-04,18500,39900,5.32,5,0.01,0.5,0.0025,1300,0.99,7.9,13,12.7,2.47,0.16,34.73,8410,4.91,273,0.09,0.1,0.5,120,25100,3.37,10,120,170,0.0018,201,0.06,0.7,5.9,0.002,33,30,0.005,0.05,1.9,12,0.032,1.5,170,64.39,1.8,50,2,4.8,250,99.74,0.25,0.25,0.013,5,2.8,813,0.42,0.25,26.5,0.5,1.7,0.9,23.9,101,310,3,3,60,1,7.33,2.77,3.72,0.82,2.96,0.069,2.5,0.026,30.09,0.251
"186",226,514044,7661800,0.013,2.5,18200,14.96,0.4,2.4,0.001,1.5,186,1100,0.74,0.009,0.001,4.9,1540,5000,1.79,0.031,74,0.001,8.6,11,0.3,35,90,0.5,22.5,1.7,5e-04,19000,38300,6.37,6,0.01,0.5,0.0025,2400,2.27,20.8,45,6.3,2.29,0.43,34.46,5890,2.25,101,0.07,0.3,0.5,190,14700,1.88,37,24.6,10,5e-04,516,0.14,1.8,6,0.002,38,31,0.005,0.2,3.7,13,0.048,1.5,150,66.06,4.9,50,7,19.5,250,98.71,0.25,0.7,0.005,10,10,1040,0.64,0.25,47.7,5,5.4,2.9,31.5,111,140,1,2,41,20,7.91,1.27,4.45,1.88,1.35,0.054,1.39,0.061,30.87,0.383
"187",227,570100,7621300,0.01,2.5,16200,16.14,0.5,0.25,0.006,1.5,109,780,0.23,0.017,0.001,6.5,850,5000,1.59,0.025,81,0.003,9.3,13,0.32,30.7,110,0.5,24.6,1.8,5e-04,20700,47700,6.96,8,0.01,0.5,0.0025,2100,2.08,20,49,5.4,1.95,0.57,32.56,4900,2.29,157,0.07,0.2,0.5,130,13100,1.56,33,28.7,10,5e-04,230,0.07,1.6,6,0.002,34,29,0.017,0.3,4.9,16,0.046,1.5,130,66.82,5.3,50,6,12.3,250,100.25,1.1,0.25,0.027,9,9.3,806,0.73,0.25,40.4,0.5,7.1,3.5,33.1,100,250,3,12,37,31,8.54,1.13,4.86,1.72,1.38,0.054,1.15,0.03,31.23,0.437
"188",228,452569,7395760,0.003,2.5,1840,12.28,0.1,0.25,0.001,1.5,8.6,850,0.13,0.008,0.001,2.1,1170,5000,1.56,0.008,41,0.001,1.9,3,0.2,11.7,24,0.5,2.2,0.8,5e-04,9680,14400,1.96,6,0.01,0.5,0.0025,300,3.3,16.7,23,2.2,0.47,0.22,28.86,660,0.36,53.1,0.02,0.1,0.5,70,30800,3.46,19,3.1,10,5e-04,354,0.08,1.8,5.8,0.002,110,7,0.014,0.3,0.8,3.3,0.013,1.5,100,75.37,2.4,50,1,2.9,250,99.15,0.25,0.25,0.005,12,9.1,375,0.28,1,19.4,0.5,5,1.2,3.7,25,180,1,0,48,7,6.49,1.11,1.37,2.73,0.21,0.015,2.56,0.034,35.22,0.167
"189",229,439975,7388720,0.007,2.5,5480,12.44,0.6,0.25,0.003,1.5,34.4,970,0.21,0.01,0.001,0.25,1800,5000,1.74,0.01,51,0.001,5.5,7,0.32,26.1,54,0.5,10.5,0.9,5e-04,15300,24300,2.58,6,0.01,0.5,0.0025,1300,3.26,17.3,28,5.3,0.94,0.19,29.74,2740,0.78,106,0.03,0.1,0.5,120,28000,3.3,17,10.3,10,5e-04,492,0.09,1.6,5.7,0.002,100,22,0.005,0.05,2,5.9,0.033,1.5,110,74.09,2.7,50,4,5.3,700,99.6,0.25,0.25,0.0015,10,12,878,0.36,2.1,33.8,0.5,4.9,1,11.6,25,115,1,32,36,7,6.58,1.24,1.8,2.7,0.47,0.023,2.44,0.039,34.62,0.215
"190",230,679990,7531620,0.038,2.5,25100,15.73,1.2,4,0.001,3,55,560,0.37,0.05,0.001,2.9,1270,20000,3.13,0.024,33,0.005,8.7,14,0.3,32.3,100,1,20.1,0.9,5e-04,19500,34700,4.73,6,0.03,0.5,0.0025,1300,1.76,11.7,16,25.4,4.14,0.24,31.8,4430,1.74,160,0.06,0.2,0.5,140,25900,3.29,14,23.1,10,5e-04,346,0.08,1.7,5.7,0.002,51,122,0.039,0.2,3.2,10,0.116,1.5,150,64.12,2.3,50,1,6.3,250,99.32,0.25,0.25,0.016,8,7,1230,0.53,0.25,37,0.5,3.5,1.6,43,71,220,3,32,40,1,8.32,2.23,3.3,1.46,1.04,0.046,2.44,0.034,29.96,0.317
"191",231,706353,7654820,0.011,2.5,6970,14.78,0.2,0.25,0.001,1.5,56.8,680,0.16,0.03,0.001,7.6,3420,50000,4.61,0.026,50,0.001,7.7,17,0.28,28.6,130,1,20.5,1.4,5e-04,12500,42300,5.63,6,0.01,0.5,0.0025,1300,1.3,10.8,20,8.3,1.42,0.37,29.82,3880,2.64,150,0.09,0.1,0.5,260,31800,3.6,23,19.8,60,5e-04,730,0.17,1,5.7,0.002,43,31,0.013,0.05,2.2,14,0.035,1.5,130,66.01,3.6,50,6,14.2,600,100.88,0.25,0.5,0.016,5,3.9,740,0.63,0.25,29.2,0.5,4.3,2.1,17.8,108,200,3,12,48,21,7.82,3.29,3.93,1.07,1.59,0.069,2.67,0.074,30.85,0.377
"192",232,622775,7686120,0.011,2.5,5480,13.97,0.2,0.25,0.005,1.5,25.9,510,0.14,0.01,0.001,4.7,2530,30000,3.81,0.024,41,0.001,4.3,12,0.25,13.3,71,0.5,11.2,1.4,5e-04,9290,37900,4.71,6,0.01,0.5,0.0025,600,1.2,10.9,22,3.2,0.94,0.44,36.3,2080,1.75,122,0.08,0.1,0.5,210,28200,3.49,17,9.5,10,5e-04,522,0.14,1.1,5.6,0.002,38,23,0.005,0.05,2.1,15,0.04,1.5,150,68.96,3.6,50,5,7.5,250,99.53,0.25,0.6,0.009,4,4.2,530,0.5,0.25,21,0.5,4.4,2.9,16,133,180,3,0,25,21,7.39,2.72,3.29,0.99,1.05,0.061,2.58,0.061,32.23,0.299
"193",233,733318,7439900,0.01,2.5,4420,13.14,0.3,0.25,0.001,1.5,44.1,410,0.09,0.013,0.001,4,1340,20000,2.79,0.015,26,0.002,3.9,7,0.38,19.4,62,0.5,6.5,0.5,5e-04,6470,15200,1.99,2,0.01,0.5,0.0025,1700,1.38,7.3,8.2,8.6,0.97,0.1,33.3,2400,0.96,54.6,0.03,0.1,4,80,28700,3.54,10,13.8,10,5e-04,330,0.06,0.9,5.9,0.002,54,23,0.005,0.05,1.4,4.8,0.032,1.5,130,72.98,1.3,50,3,3.8,250,98.02,0.25,0.25,0.008,3,2.3,478,0.18,0.25,15.3,0.5,2.8,0.5,13.9,52,100,3,32,60,1,6.95,1.99,1.39,1.14,0.57,0.023,2.62,0.026,34.11,0.107
"194",234,695359,7462360,0.006,2.5,5210,13.64,0.2,0.25,0.001,1.5,33.2,380,0.1,0.023,0.001,4.7,790,30000,3.37,0.014,39,0.001,5.5,16,0.22,20,300,0.5,12.6,0.7,5e-04,8640,31300,3.53,3,0.01,0.5,0.0025,1300,1.08,4.7,23,7.7,0.95,0.17,29.81,2260,2.41,85.6,0.06,0.1,0.5,70,27500,3.65,13,22,10,5e-04,174,0.04,1.1,5.6,0.002,42,18,0.005,0.05,1.3,10,0.1,1.5,250,69.68,1.7,50,2,2.2,250,98.68,0.25,0.25,0.012,3,8.2,466,0.26,0.25,13.7,0.5,1.2,1.2,14.9,56,170,3,12,40,1,7.21,2.4,2.46,0.89,1.45,0.046,2.7,0.017,32.56,0.155
"195",235,494700,7788450,0.008,2.5,5690,12.99,0.3,0.25,0.001,1.5,29.6,550,0.14,0.011,0.001,4.5,1290,20000,2.46,0.019,45,0.003,3.9,10,0.68,12,72,0.5,13.9,1.4,5e-04,10500,42100,5.79,6,0.01,0.5,0.0025,500,1.35,8.4,25,4.2,1.3,0.56,34.37,2090,2.09,83.1,0.09,0.1,0.5,120,19400,2.39,17,9.5,10,5e-04,311,0.08,2.1,5.9,0.002,16,31,0.005,0.05,1.7,17,0.067,1.5,190,71.62,3.4,50,1,5.4,250,100.62,0.25,0.8,0.023,5,5,352,0.47,0.25,22.8,0.5,3.6,3.8,17.7,114,260,2,32,42,10,6.87,1.75,4.04,1.12,1.26,0.069,1.77,0.034,33.47,0.281
"196",236,423789,7861270,0.009,2.5,15700,14.68,3.3,5.3,0.001,1.5,85.3,660,0.3,0.16,0.001,33,1680,20000,1.61,0.02,110,0.004,8.9,10,0.49,20.8,38,4,19.7,2,5e-04,24900,32700,4.36,12,0.02,0.5,0.0025,6400,2.73,30.6,55,21.6,3.07,0.96,36.43,5610,1.02,181,0.09,0.1,2,80,17300,2.13,41,14.8,10,5e-04,795,0.18,4.9,5.4,0.002,110,70,0.029,0.05,4,11,0.231,1.5,130,67.87,7.9,50,9,4.2,250,98.37,0.25,1.1,0.016,17,18,1840,0.63,4.7,35,0.5,13.1,6.2,52,94,42,2,34,80,10,7.77,1.15,3.04,2.26,0.61,0.069,1.58,0.078,31.72,0.377
"197",237,844527,7613840,0.007,2.5,29000,19.1,0.6,0.25,0.003,1.5,136,320,0.37,0.033,0.001,0.25,2890,30000,5.3,0.047,50,0.004,20.7,17,0.29,96.5,110,2,7.1,0.9,5e-04,39400,44500,7.82,5,0.01,0.5,0.0025,8600,1.84,20.9,31,30.4,3.11,0.11,34.91,15900,2.46,212,0.07,0.1,0.5,70,40000,4.16,22,64.6,10,5e-04,188,0.07,1.8,5.7,0.002,70,15,0.005,0.3,2.8,13,0.036,1.5,110,55.01,3,50,5,38.2,250,99.84,0.25,0.25,0.008,16,11,1870,0.91,2.7,39.7,0.5,3.1,0.6,38.9,25,170,3,1,50,20,10.1,3.78,5.46,1.52,1.48,0.054,3.08,0.03,25.71,0.545
"198",238,583516,7524260,0.005,2.5,20600,13.95,1.2,2,0.001,1.5,42.8,620,0.4,0.18,0.001,4,730,20000,1.95,0.016,33,0.001,8.2,11,0.26,48.3,110,1,13.7,0.8,5e-04,17200,26300,3.84,5,0.02,0.5,0.0025,1100,2.05,12.7,17,17.2,2.91,0.2,31.68,4170,1.62,137,0.05,0.1,5,80,23600,3.02,14,25.8,10,5e-04,162,0.04,1.7,5.8,0.002,58,32,0.025,0.05,2.8,8.3,0.086,1.5,140,68.51,2.2,50,3,6.6,250,98.41,0.25,0.25,0.018,8,6.3,1090,0.48,1.8,37.4,0.5,3.5,1.3,26.6,25,255,1,0,52,1,7.38,1.39,2.68,1.7,0.97,0.038,2.24,0.017,32.02,0.287
"199",241,418400,7663900,0.016,2.5,10300,13.01,0.9,0.25,0.001,1.5,82,480,0.21,0.034,0.001,2.6,1860,30000,4.27,0.062,29,0.001,12.1,24,0.24,70.7,210,0.5,36.3,1.2,5e-04,21200,52600,7.27,5,0.01,0.5,0.0025,2100,1.22,21.9,17,7.6,1.74,0.36,31.83,6210,3.75,202,0.11,0.4,0.5,160,26300,3.32,13,39.5,10,5e-04,334,0.08,1.2,6.2,0.002,36,164,0.005,0.3,4.3,20,0.115,1.5,120,63.98,3,50,1,9.6,250,99.67,0.25,0.6,0.018,14,3.6,998,0.92,2.4,52.6,0.5,6.5,2.1,31.5,126,450,2,3,38,51,6.88,3.05,5.08,1.01,2.26,0.085,2.46,0.034,29.9,0.551
"200",243,579570,7800100,0.01,2.5,13800,12.99,3.5,6.4,0.001,3,187,500,0.78,0.187,0.001,0.25,1180,5000,0.75,0.052,69,0.006,14.1,15,0.53,25.7,69,3,23.1,1.5,5e-04,32900,40200,5.61,7,0.02,0.5,0.0025,1600,2.45,10,38,28.5,3.33,0.52,36.16,5790,1.58,849,0.12,0.1,0.5,80,14400,1.83,31,27,10,5e-04,409,0.09,9.6,6.3,0.002,100,26,0.037,0.3,4.7,12,0.045,1.5,130,70.12,5.2,50,4,9.5,250,99.63,1,0.8,0.045,9,11,200,0.76,2.3,26.2,0.5,9.6,3.2,71.4,108,220,2,8.45084745762712,23,9,6.87,0.53,3.92,2.03,0.95,0.092,1.35,0.039,32.77,0.455
"201",244,563624,7579590,0.011,2.5,18800,16.74,0.7,0.25,0.007,1.5,65,890,0.28,0.027,0.001,2.9,260,5000,0.82,0.033,85,0.001,9.4,16,0.27,27.2,120,0.5,35.6,1.6,5e-04,20100,53000,8.25,6,0.01,0.5,0.0025,1000,2.59,17.9,47,4.7,2.33,0.59,32.11,2610,2.52,135,0.07,0.3,8,70,7700,0.87,32,38.4,50,5e-04,139,0.06,1.7,6.3,0.002,79,26,0.005,0.05,5.5,17,0.157,1.5,110,64.98,5,50,3,12.8,250,100.04,0.25,1,0.034,10,10,508,0.81,0.25,33.5,0.5,6.4,3.9,28.3,130,230,1,32,41,31,8.86,0.58,5.77,2.15,1.51,0.054,0.64,0.026,30.37,0.485
"202",245,561075,7522260,0.004,2.5,17600,12.91,0.8,0.25,0.004,1.5,44.8,750,0.43,0.067,0.001,0.25,520,5000,1.46,0.013,78,0.001,6.7,10,0.24,40,120,1,10.2,1,5e-04,16400,30300,4,7,0.02,0.5,0.0025,1200,2.25,20.4,41,13.7,2.4,0.37,30.25,3020,1.4,152,0.05,0.1,8,70,19700,2.48,37,21.8,10,5e-04,165,0.04,1.8,5.9,0.002,70,21,0.005,0.05,4.4,11,0.071,1.5,130,71.13,5.5,50,4,7.1,250,98.65,1,0.25,0.008,11,20,942,0.53,2.9,32,0.5,7.3,2.1,22.4,84,300,1,12,44,1,6.83,1.04,2.79,1.86,0.84,0.038,1.83,0.017,33.24,0.317
"203",246,796397,7549390,0.029,2.5,24800,15.34,8.6,5.6,0.001,1.5,165,890,1.48,0.108,0.001,3.5,3530,20000,2.84,0.035,96,0.001,5.1,8,0.35,26.5,56,3,13.9,2,5e-04,11900,32200,4.28,8,0.01,0.5,0.0025,2900,3.34,38.1,58,8.8,3.14,0.31,32.35,3260,1.09,173,0.11,0.1,4,4460,32100,4.1,36,18.7,10,5e-04,667,0.16,1.6,5.9,0.002,110,46,0.012,0.2,2.1,6.1,0.045,1.5,260,63.32,5.4,50,10,247,250,98.68,5.2,0.25,0.013,10,8,1340,0.96,4.1,30.8,0.5,8.6,1.9,28.4,101,260,3,2,33,20,8.11,2.02,2.99,2.77,0.65,0.085,3.04,0.069,29.59,0.575
"204",247,695643,7700410,0.02,2.5,9950,13.58,2,2.9,0.001,1.5,34.7,650,0.23,0.083,0.001,24,1010,5000,1.59,0.012,62,0.002,3.5,6,0.41,30.8,62,0.5,19.1,1.2,5e-04,14200,25900,3.21,7,0.02,0.5,0.0025,1400,2.48,22.4,37,8.6,3.85,0.28,32.91,2630,0.82,50.1,0.04,0.4,3,90,25600,3.19,26,12.6,10,5e-04,335,0.08,2,5.6,0.002,89,106,0.005,0.05,2.5,8.7,0.27,1.5,240,69.43,3.7,50,8,2.9,250,98.61,0.25,0.25,0.014,13,13,596,0.33,1.8,27.3,0.5,4.3,1.8,14.4,25,190,3,14,41.9101694915254,21,7.18,1.13,2.24,2.05,0.49,0.03,2.36,0.034,32.45,0.197
"205",248,411950,7833100,0.007,2.5,11600,11.58,0.8,0.25,0.005,3,41.1,650,0.23,0.048,0.001,4.2,2050,5000,1.66,0.025,87,0.003,10,12,0.42,13.6,40,2,11.8,1.8,5e-04,25700,33000,4.43,17,0.01,0.5,0.0025,4900,2.3,9.2,38,8.8,2.31,0.87,31.05,4760,0.98,624,0.13,0.1,0.5,50,16500,2.16,36,14.1,10,5e-04,514,0.11,4.5,5.9,0.002,90,24,0.02,0.05,1.7,11,0.059,1.5,80,72.41,6.1,50,2,16.9,250,98.87,1.3,1.2,0.011,13,14,1330,0.79,3.8,20.7,0.5,7.1,5.6,44.3,99,70,2,2,39,10,6.12,1.18,3.09,1.9,0.59,0.1,1.6,0.048,33.84,0.473
"206",249,445372,7507870,0.025,2.5,25600,12.96,12.6,16,0.001,3,49.3,620,0.55,0.06,0.001,0.25,1070,10000,1.93,0.073,33,0.003,16.3,19,0.44,71.8,130,1,54.6,0.9,5e-04,51900,51800,6.66,4,0.04,0.5,0.0025,600,1.89,9.4,15,13.2,4.12,0.26,29.75,7860,1.83,503,0.08,1.2,0.5,80,20600,2.67,13,44.2,10,5e-04,362,0.08,1.1,6,0.002,90,59,0.472,1.1,6.5,14,0.298,1.5,130,66.71,2.3,50,12,7.2,250,99.72,0.25,0.25,0.041,11,4.9,1500,0.79,0.25,88.8,0.5,3.9,1.5,63,93,245,1,32,45,51,6.85,1.37,4.65,1.56,1.1,0.061,1.98,0.034,31.18,0.473
"207",250,800872,7685620,0.018,2.5,6960,14.53,0.3,0.25,0.004,1.5,27.9,590,0.14,0.013,0.001,11,2350,30000,3.44,0.015,47,0.001,5.5,10,0.29,25.4,74,0.5,10.2,1.1,5e-04,12200,25400,3.36,7,0.01,0.5,0.0025,1100,1.26,13.5,24,5.4,1.49,0.24,34.48,2940,1.25,106,0.05,0.1,5,240,32300,4.07,20,16.5,82,5e-04,465,0.11,0.9,5.6,0.002,31,27,0.005,0.05,2,9,0.047,1.5,140,69.58,3.1,50,3,8.5,700,99.5,0.25,0.25,0.01,6,4.7,644,0.35,0.25,29.2,0.5,3.6,1.4,15.4,25,140,3,4,25,4,7.69,2.45,2.34,1.04,0.75,0.038,3.01,0.048,32.52,0.209
"208",251,787972,7427890,0.005,2.5,15600,14.11,0.8,0.25,0.001,1.5,58.2,490,0.33,0.041,0.001,4.7,4790,40000,5.64,0.027,39,0.002,17.3,36,0.44,94.7,420,2,45.8,1.3,5e-04,23600,62500,8.22,6,0.01,0.5,0.0025,1200,1.13,9.7,18,11.2,3.32,0.41,29.96,12400,4.96,199,0.11,0.1,0.5,530,24400,2.92,21,106,110,5e-04,706,0.15,1.5,5.8,0.002,36,54,0.014,0.05,4.1,20,0.07,1.5,180,58.21,3.5,50,7,25.8,250,99.54,0.25,0.25,0.011,4,2.9,1220,0.76,0.25,47.9,0.5,5.6,2.8,26.3,126,40,3,0,25,32,7.46,4.03,5.74,0.93,2.99,0.085,2.16,0.065,27.2,0.455
"209",252,789595,7673450,0.008,2.5,5980,14.43,0.2,0.25,0.001,1.5,44.1,460,0.12,0.01,0.001,3.4,1930,30000,3.34,0.014,37,0.002,6,10,0.23,22.2,71,0.5,9.7,1,5e-04,11300,25400,3.43,5,0.01,0.5,0.0025,1400,1.41,10.9,21,6.7,0.97,0.21,34.94,2800,1.26,104,0.05,0.1,0.5,170,32700,4.08,17,15.4,10,5e-04,402,0.1,0.9,6,0.002,35,16,0.005,0.05,1.6,8.6,0.016,1.5,100,70.07,2.6,50,1,8,250,99.48,0.25,0.25,0.009,5,4.4,614,0.34,0.25,24.8,0.5,2.7,1.2,15.5,25,230,3,4,45,4,7.63,2.38,2.39,1.17,0.75,0.038,3.02,0.043,32.75,0.203
"210",253,398532,7661240,0.006,2.5,2800,12.18,0.2,0.25,0.001,1.5,11.3,730,0.09,0.031,0.001,0.25,1760,30000,3.18,0.011,23,0.001,2.4,9,0.21,22.5,95,0.5,2.8,0.8,5e-04,5870,24000,3.14,5,0.01,0.5,0.0025,400,1.95,7.8,14,2.6,0.64,0.22,31.52,1250,1.63,52.7,0.05,0.1,0.5,120,29700,3.65,11,8.3,10,5e-04,316,0.08,0.9,5.7,0.002,53,7,0.005,0.05,1.1,9.2,0.014,1.5,130,72.16,2,50,1,6.2,250,99.09,1,0.25,0.006,3,3.8,416,0.43,1,14.5,0.5,2.2,1.2,5.5,58,380,2,0,41,1,6.44,2.27,2.19,1.61,0.98,0.038,2.7,0.034,33.72,0.257
