"","year","pop","rgdppc","savrat","country","com","opec","name"
"2257",1980,33511,505,11.6,102,0,0,"MYANMAR"
"2258",1981,34171,527,12.5,102,0,0,"MYANMAR"
"2259",1982,34844,550,11.8,102,0,0,"MYANMAR"
"2260",1983,35530,561,9.7,102,0,0,"MYANMAR"
"2261",1984,36230,586,8.3,102,0,0,"MYANMAR"
"2262",1985,36943,599,8.1,102,0,0,"MYANMAR"
"2263",1960,9403,628,2.5,103,0,0,"NEPAL"
"2264",1961,9585,611,2.5,103,0,0,"NEPAL"
"2265",1962,9769,622,2.5,103,0,0,"NEPAL"
"2266",1963,9957,621,3,103,0,0,"NEPAL"
"2267",1964,10149,667,4.4,103,0,0,"NEPAL"
"2268",1965,10344,650,3.8,103,0,0,"NEPAL"
"2269",1966,10538,664,3.1,103,0,0,"NEPAL"
"2270",1967,10735,630,3.5,103,0,0,"NEPAL"
"2271",1968,10937,622,3.6,103,0,0,"NEPAL"
"2272",1969,11141,654,2.9,103,0,0,"NEPAL"
"2273",1970,11350,670,3.8,103,0,0,"NEPAL"
"2274",1971,11608,686,4.5,103,0,0,"NEPAL"
"2275",1972,11890,686,4.1,103,0,0,"NEPAL"
"2276",1973,12195,662,5.9,103,0,0,"NEPAL"
"2277",1974,12513,688,5.5,103,0,0,"NEPAL"
"2278",1975,12841,672,5.3,103,0,0,"NEPAL"
"2279",1976,13178,689,5.5,103,0,0,"NEPAL"
"2280",1977,13528,940,5.8,103,0,0,"NEPAL"
"2281",1978,13889,973,5.9,103,0,0,"NEPAL"
"2282",1979,14260,1043,7,103,0,0,"NEPAL"
"2283",1980,14640,892,8.4,103,0,0,"NEPAL"
"2284",1981,15023,911,8.3,103,0,0,"NEPAL"
"2285",1982,15423,917,8.3,103,0,0,"NEPAL"
"2286",1983,15833,924,8.2,103,0,0,"NEPAL"
"2287",1984,16255,930,8.3,103,0,0,"NEPAL"
"2288",1985,16682,936,8.4,103,0,0,"NEPAL"
"2289",1960,45970,638,13.1,105,0,0,"PAKISTAN"
"2290",1961,47176,659,12.8,105,0,0,"PAKISTAN"
"2291",1962,48437,670,15.9,105,0,0,"PAKISTAN"
"2292",1963,49752,706,15.2,105,0,0,"PAKISTAN"
"2293",1964,51122,754,16.8,105,0,0,"PAKISTAN"
"2294",1965,52552,889,10.2,105,0,0,"PAKISTAN"
"2295",1966,54037,894,11.5,105,0,0,"PAKISTAN"
"2296",1967,55583,926,11.8,105,0,0,"PAKISTAN"
"2297",1968,57195,966,9.1,105,0,0,"PAKISTAN"
"2298",1969,58868,946,10.8,105,0,0,"PAKISTAN"
"2299",1970,60607,1029,9.6,105,0,0,"PAKISTAN"
"2300",1971,62573,972,9.8,105,0,0,"PAKISTAN"
"2301",1972,64610,898,9.7,105,0,0,"PAKISTAN"
"2302",1973,66706,907,9.7,105,0,0,"PAKISTAN"
"2303",1974,68849,934,8.7,105,0,0,"PAKISTAN"
"2304",1975,71033,923,9.5,105,0,0,"PAKISTAN"
"2305",1976,73251,943,9.2,105,0,0,"PAKISTAN"
"2306",1977,75494,969,9.7,105,0,0,"PAKISTAN"
"2307",1978,77779,1014,9.3,105,0,0,"PAKISTAN"
"2308",1979,80135,1053,9.1,105,0,0,"PAKISTAN"
"2309",1980,82581,1110,9.1,105,0,0,"PAKISTAN"
"2310",1981,85114,1101,9.4,105,0,0,"PAKISTAN"
"2311",1982,87736,1129,10.2,105,0,0,"PAKISTAN"
"2312",1983,90452,1168,10.2,105,0,0,"PAKISTAN"
"2313",1984,93265,1207,10,105,0,0,"PAKISTAN"
"2314",1985,96180,1262,10.2,105,0,0,"PAKISTAN"
"2315",1960,27909,1133,10.9,106,0,0,"PHILIPPINES"
"2316",1961,28750,1153,11.9,106,0,0,"PHILIPPINES"
"2317",1962,29613,1217,11.1,106,0,0,"PHILIPPINES"
"2318",1963,30507,1235,12.1,106,0,0,"PHILIPPINES"
"2319",1964,31423,1217,13.1,106,0,0,"PHILIPPINES"
"2320",1965,32369,1243,13,106,0,0,"PHILIPPINES"
"2321",1966,33345,1253,12.6,106,0,0,"PHILIPPINES"
"2322",1967,34347,1311,14,106,0,0,"PHILIPPINES"
"2323",1968,35380,1356,14.5,106,0,0,"PHILIPPINES"
"2324",1969,36446,1401,14.5,106,0,0,"PHILIPPINES"
"2325",1970,37540,1403,13.3,106,0,0,"PHILIPPINES"
"2326",1971,38655,1432,13.5,106,0,0,"PHILIPPINES"
"2327",1972,39778,1462,13.2,106,0,0,"PHILIPPINES"
"2328",1973,40900,1532,13.7,106,0,0,"PHILIPPINES"
"2329",1974,42012,1587,15.5,106,0,0,"PHILIPPINES"
"2330",1975,43103,1625,18.1,106,0,0,"PHILIPPINES"
"2331",1976,44143,1689,20.1,106,0,0,"PHILIPPINES"
"2332",1977,45153,1725,19.3,106,0,0,"PHILIPPINES"
"2333",1978,46164,1780,19.7,106,0,0,"PHILIPPINES"
"2334",1979,47209,1854,20.5,106,0,0,"PHILIPPINES"
"2335",1980,48323,1879,19.3,106,0,0,"PHILIPPINES"
"2336",1981,49540,1867,19.4,106,0,0,"PHILIPPINES"
"2337",1982,50800,1915,20,106,0,0,"PHILIPPINES"
"2338",1983,52055,1867,21.2,106,0,0,"PHILIPPINES"
"2339",1984,53351,1663,15.6,106,0,0,"PHILIPPINES"
"2340",1985,54700,1542,11.3,106,0,0,"PHILIPPINES"
"2341",1960,4075,3884,2.2,108,0,1,"SAUDI ARABIA"
"2342",1961,4209,4255,2,108,0,1,"SAUDI ARABIA"
"2343",1962,4348,4336,2.2,108,0,1,"SAUDI ARABIA"
"2344",1963,4492,4838,1.7,108,0,1,"SAUDI ARABIA"
"2345",1964,4640,5398,1.5,108,0,1,"SAUDI ARABIA"
"2346",1965,4793,5991,1.8,108,0,1,"SAUDI ARABIA"
"2347",1966,4970,6461,2,108,0,1,"SAUDI ARABIA"
"2348",1967,5153,6614,2.3,108,0,1,"SAUDI ARABIA"
"2349",1968,5343,6923,2.8,108,0,1,"SAUDI ARABIA"
"2350",1969,5541,7151,2.8,108,0,1,"SAUDI ARABIA"
"2351",1970,5745,7838,1.9,108,0,1,"SAUDI ARABIA"
"2352",1971,5997,8756,1.5,108,0,1,"SAUDI ARABIA"
"2353",1972,6275,9972,1.6,108,0,1,"SAUDI ARABIA"
"2354",1973,6579,11445,2,108,0,1,"SAUDI ARABIA"
"2355",1974,6905,12804,2.6,108,0,1,"SAUDI ARABIA"
"2356",1975,7251,11714,5.5,108,0,1,"SAUDI ARABIA"
"2357",1976,7617,11677,9.1,108,0,1,"SAUDI ARABIA"
"2358",1977,8000,12554,11.2,108,0,1,"SAUDI ARABIA"
"2359",1978,8410,12512,15.3,108,0,1,"SAUDI ARABIA"
"2360",1979,8865,13133,13.2,108,0,1,"SAUDI ARABIA"
"2361",1980,9372,13750,12.6,108,0,1,"SAUDI ARABIA"
"2362",1981,9923,13766,16,108,0,1,"SAUDI ARABIA"
"2363",1982,10510,13119,13.7,108,0,1,"SAUDI ARABIA"
"2364",1983,11122,10216,18.1,108,0,1,"SAUDI ARABIA"
"2365",1984,11750,9199,19.1,108,0,1,"SAUDI ARABIA"
"2366",1985,12379,8313,19.4,108,0,1,"SAUDI ARABIA"
"2367",1960,1647,1658,11,109,0,0,"SINGAPORE"
"2368",1961,1703,1739,13.9,109,0,0,"SINGAPORE"
"2369",1962,1751,1802,15.8,109,0,0,"SINGAPORE"
"2370",1963,1795,1909,18.6,109,0,0,"SINGAPORE"
"2371",1964,1842,1797,19.9,109,0,0,"SINGAPORE"
"2372",1965,1887,1864,21.9,109,0,0,"SINGAPORE"
"2373",1966,1935,2008,21.5,109,0,0,"SINGAPORE"
"2374",1967,1978,2193,22.8,109,0,0,"SINGAPORE"
"2375",1968,2013,2430,25,109,0,0,"SINGAPORE"
"2376",1969,2043,2742,30.2,109,0,0,"SINGAPORE"
"2377",1970,2075,3017,38.8,109,0,0,"SINGAPORE"
"2378",1971,1901,3660,40.9,109,0,0,"SINGAPORE"
"2379",1972,1933,4108,39.1,109,0,0,"SINGAPORE"
"2380",1973,1965,4757,35.7,109,0,0,"SINGAPORE"
"2381",1974,2000,4870,41.1,109,0,0,"SINGAPORE"
"2382",1975,2037,5350,33.9,109,0,0,"SINGAPORE"
"2383",1976,2079,5592,33.7,109,0,0,"SINGAPORE"
"2384",1977,2122,5903,30.1,109,0,0,"SINGAPORE"
"2385",1978,2169,6247,32.4,109,0,0,"SINGAPORE"
"2386",1979,2222,6640,35.4,109,0,0,"SINGAPORE"
"2387",1980,2282,7053,37.8,109,0,0,"SINGAPORE"
"2388",1981,2324,7590,36.9,109,0,0,"SINGAPORE"
"2389",1982,2366,7928,39.9,109,0,0,"SINGAPORE"
"2390",1983,2406,8360,41.4,109,0,0,"SINGAPORE"
"2391",1984,2444,8891,42,109,0,0,"SINGAPORE"
"2392",1985,2483,8616,37.3,109,0,0,"SINGAPORE"
"2393",1960,9889,1259,4.7,110,0,0,"SRI LANKA"
"2394",1961,10135,1130,5.7,110,0,0,"SRI LANKA"
"2395",1962,10385,1278,4.8,110,0,0,"SRI LANKA"
"2396",1963,10651,1211,5.6,110,0,0,"SRI LANKA"
"2397",1964,10889,1150,5.5,110,0,0,"SRI LANKA"
"2398",1965,11133,1179,4.8,110,0,0,"SRI LANKA"
"2399",1966,11440,1198,5.2,110,0,0,"SRI LANKA"
"2400",1967,11702,1206,5.5,110,0,0,"SRI LANKA"
"2401",1968,11992,1195,6.3,110,0,0,"SRI LANKA"
"2402",1969,12252,1240,7.4,110,0,0,"SRI LANKA"
"2403",1970,12516,1243,7.3,110,0,0,"SRI LANKA"
"2404",1971,12608,1251,6.6,110,0,0,"SRI LANKA"
"2405",1972,12861,1188,7.4,110,0,0,"SRI LANKA"
"2406",1973,13091,1253,5.5,110,0,0,"SRI LANKA"
"2407",1974,13284,1297,8.1,110,0,0,"SRI LANKA"
"2408",1975,13496,1285,7.4,110,0,0,"SRI LANKA"
"2409",1976,13717,1338,9.1,110,0,0,"SRI LANKA"
"2410",1977,13942,1390,8.3,110,0,0,"SRI LANKA"
"2411",1978,14184,1497,11.3,110,0,0,"SRI LANKA"
"2412",1979,14471,1549,14.1,110,0,0,"SRI LANKA"
"2413",1980,14738,1635,16.1,110,0,0,"SRI LANKA"
"2414",1981,14988,1632,14,110,0,0,"SRI LANKA"
"2415",1982,15189,1792,13.3,110,0,0,"SRI LANKA"
"2416",1983,15417,1903,12.5,110,0,0,"SRI LANKA"
"2417",1984,15599,1928,12.7,110,0,0,"SRI LANKA"
"2418",1985,15837,2045,11.2,110,0,0,"SRI LANKA"
"2419",1960,4561,1575,12.7,111,0,0,"SYRIA"
"2420",1961,4704,1606,15.4,111,0,0,"SYRIA"
"2421",1962,4852,1935,16.9,111,0,0,"SYRIA"
"2422",1963,5005,1581,16.3,111,0,0,"SYRIA"
"2423",1964,5163,2089,13.6,111,0,0,"SYRIA"
"2424",1965,5325,2011,11.6,111,0,0,"SYRIA"
"2425",1966,5500,1803,15.1,111,0,0,"SYRIA"
"2426",1967,5680,1947,13.1,111,0,0,"SYRIA"
"2427",1968,5867,1944,15.6,111,0,0,"SYRIA"
"2428",1969,6059,2311,16.1,111,0,0,"SYRIA"
"2429",1970,6258,2294,11,111,0,0,"SYRIA"
"2430",1971,6485,2468,11.5,111,0,0,"SYRIA"
"2431",1972,6719,2965,11.7,111,0,0,"SYRIA"
"2432",1973,6956,2540,12.5,111,0,0,"SYRIA"
"2433",1974,7196,3242,12.9,111,0,0,"SYRIA"
"2434",1975,7438,3691,15.3,111,0,0,"SYRIA"
"2435",1976,7680,3955,18.6,111,0,0,"SYRIA"
"2436",1977,7920,4021,20.1,111,0,0,"SYRIA"
"2437",1978,8164,4158,16.3,111,0,0,"SYRIA"
"2438",1979,8424,4155,16,111,0,0,"SYRIA"
"2439",1980,8704,4467,17.6,111,0,0,"SYRIA"
"2440",1981,8996,4664,16.7,111,0,0,"SYRIA"
"2441",1982,9318,4457,17.4,111,0,0,"SYRIA"
"2442",1983,9649,4323,18.4,111,0,0,"SYRIA"
"2443",1984,9993,3976,19.5,111,0,0,"SYRIA"
"2444",1985,10348,4240,18.5,111,0,0,"SYRIA"
"2445",1960,10792,1256,14,112,0,0,"TAIWAN"
"2446",1961,11149,1298,14.1,112,0,0,"TAIWAN"
"2447",1962,11511,1355,13.3,112,0,0,"TAIWAN"
"2448",1963,11883,1420,14.4,112,0,0,"TAIWAN"
"2449",1964,12257,1542,14.5,112,0,0,"TAIWAN"
"2450",1965,12628,1660,16.8,112,0,0,"TAIWAN"
"2451",1966,12993,1735,16.4,112,0,0,"TAIWAN"
"2452",1967,13297,1883,19.4,112,0,0,"TAIWAN"
"2453",1968,13650,1950,20,112,0,0,"TAIWAN"
"2454",1969,14335,2019,20,112,0,0,"TAIWAN"
"2455",1970,14676,2188,21.9,112,0,0,"TAIWAN"
"2456",1971,14995,2392,23.1,112,0,0,"TAIWAN"
"2457",1972,15289,2626,23.1,112,0,0,"TAIWAN"
"2458",1973,15565,2914,24.6,112,0,0,"TAIWAN"
"2459",1974,15852,3003,31.3,112,0,0,"TAIWAN"
"2460",1975,16150,3042,25.9,112,0,0,"TAIWAN"
"2461",1976,16508,3345,26.8,112,0,0,"TAIWAN"
"2462",1977,16813,3570,25.5,112,0,0,"TAIWAN"
"2463",1978,17136,3920,25.8,112,0,0,"TAIWAN"
"2464",1979,17479,4248,28.7,112,0,0,"TAIWAN"
"2465",1980,17805,4459,29.1,112,0,0,"TAIWAN"
"2466",1981,18136,4593,27.9,112,0,0,"TAIWAN"
"2467",1982,18458,4642,24.8,112,0,0,"TAIWAN"
"2468",1983,18733,4902,23.7,112,0,0,"TAIWAN"
"2469",1984,19013,5294,22.8,112,0,0,"TAIWAN"
"2470",1985,19258,5449,19.9,112,0,0,"TAIWAN"
"2471",1960,26405,943,11.3,113,0,0,"THAILAND"
"2472",1961,27213,960,11.2,113,0,0,"THAILAND"
"2473",1962,28049,995,13.2,113,0,0,"THAILAND"
"2474",1963,28907,1036,15.2,113,0,0,"THAILAND"
"2475",1964,29793,1100,14.5,113,0,0,"THAILAND"
"2476",1965,30705,1136,15.5,113,0,0,"THAILAND"
"2477",1966,31652,1226,18.5,113,0,0,"THAILAND"
"2478",1967,32628,1264,18.6,113,0,0,"THAILAND"
"2479",1968,33636,1330,18.9,113,0,0,"THAILAND"
"2480",1969,34676,1401,21,113,0,0,"THAILAND"
"2481",1970,35745,1526,18.3,113,0,0,"THAILAND"
"2482",1971,36884,1483,17.7,113,0,0,"THAILAND"
"2483",1972,38017,1513,15.7,113,0,0,"THAILAND"
"2484",1973,39142,1648,19.1,113,0,0,"THAILAND"
"2485",1974,40257,1641,17.9,113,0,0,"THAILAND"
"2486",1975,41359,1683,17.4,113,0,0,"THAILAND"
"2487",1976,42450,1779,16,113,0,0,"THAILAND"
"2488",1977,43532,1908,18.3,113,0,0,"THAILAND"
"2489",1978,44602,2025,19.9,113,0,0,"THAILAND"
"2490",1979,45659,2156,17.5,113,0,0,"THAILAND"
"2491",1980,46700,2178,17.2,113,0,0,"THAILAND"
"2492",1981,47727,2217,18.2,113,0,0,"THAILAND"
"2493",1982,48740,2195,16,113,0,0,"THAILAND"
"2494",1983,49739,2397,17.6,113,0,0,"THAILAND"
"2495",1984,50720,2457,18,113,0,0,"THAILAND"
"2496",1985,51683,2463,16.8,113,0,0,"THAILAND"
"2497",1960,7048,5143,24.3,116,0,0,"AUSTRIA"
"2498",1961,7087,5388,24.5,116,0,0,"AUSTRIA"
"2499",1962,7130,5481,23.3,116,0,0,"AUSTRIA"
"2500",1963,7172,5688,22.9,116,0,0,"AUSTRIA"
"2501",1964,7215,5978,25.2,116,0,0,"AUSTRIA"
"2502",1965,7255,6144,25.2,116,0,0,"AUSTRIA"
"2503",1966,7308,6437,26.7,116,0,0,"AUSTRIA"
"2504",1967,7338,6596,25.6,116,0,0,"AUSTRIA"
"2505",1968,7362,6847,25.7,116,0,0,"AUSTRIA"
"2506",1969,7384,7162,26.1,116,0,0,"AUSTRIA"
"2507",1970,7426,7510,28.1,116,0,0,"AUSTRIA"
"2508",1971,7460,7851,27.6,116,0,0,"AUSTRIA"
"2509",1972,7510,8286,28.5,116,0,0,"AUSTRIA"
"2510",1973,7553,8669,29.6,116,0,0,"AUSTRIA"
"2511",1974,7564,8974,28.9,116,0,0,"AUSTRIA"
"2512",1975,7556,8936,25.5,116,0,0,"AUSTRIA"
"2513",1976,7552,9361,27.4,116,0,0,"AUSTRIA"
"2514",1977,7559,9782,27.7,116,0,0,"AUSTRIA"
"2515",1978,7553,9753,26,116,0,0,"AUSTRIA"
"2516",1979,7550,10217,26.6,116,0,0,"AUSTRIA"
"2517",1980,7553,10509,27.8,116,0,0,"AUSTRIA"
"2518",1981,7565,10407,25.2,116,0,0,"AUSTRIA"
"2519",1982,7574,10484,22.8,116,0,0,"AUSTRIA"
"2520",1983,7552,10728,21.8,116,0,0,"AUSTRIA"
"2521",1984,7552,10877,24.1,116,0,0,"AUSTRIA"
"2522",1985,7555,11131,24,116,0,0,"AUSTRIA"
"2523",1960,9119,5495,23.1,117,0,0,"BELGIUM"
"2524",1961,9166,5752,25.1,117,0,0,"BELGIUM"
"2525",1962,9218,6012,24.8,117,0,0,"BELGIUM"
"2526",1963,9283,6205,24,117,0,0,"BELGIUM"
"2527",1964,9367,6579,27,117,0,0,"BELGIUM"
"2528",1965,9448,6749,26.1,117,0,0,"BELGIUM"
"2529",1966,9508,6911,27.5,117,0,0,"BELGIUM"
"2530",1967,9557,7129,26.7,117,0,0,"BELGIUM"
"2531",1968,9590,7384,25.9,117,0,0,"BELGIUM"
"2532",1969,9613,7828,26.8,117,0,0,"BELGIUM"
"2533",1970,9638,8331,27.1,117,0,0,"BELGIUM"
"2534",1971,9673,8574,25.7,117,0,0,"BELGIUM"
"2535",1972,9709,8957,24.5,117,0,0,"BELGIUM"
"2536",1973,9738,9485,25.8,117,0,0,"BELGIUM"
"2537",1974,9768,9871,27.3,117,0,0,"BELGIUM"
"2538",1975,9795,9633,24.1,117,0,0,"BELGIUM"
"2539",1976,9811,10156,24.7,117,0,0,"BELGIUM"
"2540",1977,9822,10204,24.8,117,0,0,"BELGIUM"
"2541",1978,9830,10465,24.7,117,0,0,"BELGIUM"
"2542",1979,9837,10679,24.2,117,0,0,"BELGIUM"
"2543",1980,9847,11109,24.3,117,0,0,"BELGIUM"
"2544",1981,9852,10829,19.8,117,0,0,"BELGIUM"
"2545",1982,9856,10986,19.5,117,0,0,"BELGIUM"
"2546",1983,9856,10972,17.8,117,0,0,"BELGIUM"
"2547",1984,9853,11236,19.1,117,0,0,"BELGIUM"
"2548",1985,9858,11285,17.6,117,0,0,"BELGIUM"
"2549",1960,573,2037,25.7,119,0,0,"CYPRUS"
"2550",1961,575,2196,28.5,119,0,0,"CYPRUS"
"2551",1962,577,2437,33.8,119,0,0,"CYPRUS"
"2552",1963,578,2571,31.4,119,0,0,"CYPRUS"
"2553",1964,580,2283,26.3,119,0,0,"CYPRUS"
"2554",1965,582,2717,31.7,119,0,0,"CYPRUS"
"2555",1966,588,2906,30.2,119,0,0,"CYPRUS"
"2556",1967,595,3221,29.9,119,0,0,"CYPRUS"
"2557",1968,602,3398,28.9,119,0,0,"CYPRUS"
"2558",1969,608,3704,32,119,0,0,"CYPRUS"
"2559",1970,615,3753,32.2,119,0,0,"CYPRUS"
"2560",1971,614,4148,30.6,119,0,0,"CYPRUS"
"2561",1972,613,4442,29.4,119,0,0,"CYPRUS"
"2562",1973,611,4693,29.1,119,0,0,"CYPRUS"
"2563",1974,610,3860,23.8,119,0,0,"CYPRUS"
"2564",1975,609,3258,17,119,0,0,"CYPRUS"
"2565",1976,611,3828,19.9,119,0,0,"CYPRUS"
"2566",1977,614,4414,26.6,119,0,0,"CYPRUS"
"2567",1978,618,4697,28.4,119,0,0,"CYPRUS"
"2568",1979,623,5091,30.4,119,0,0,"CYPRUS"
"2569",1980,629,5295,30.3,119,0,0,"CYPRUS"
"2570",1981,637,5291,27.2,119,0,0,"CYPRUS"
"2571",1982,645,5608,26.1,119,0,0,"CYPRUS"
"2572",1983,653,5838,24.7,119,0,0,"CYPRUS"
"2573",1984,660,6268,27.8,119,0,0,"CYPRUS"
"2574",1985,666,6486,25.2,119,0,0,"CYPRUS"
"2575",1960,13654,1603,24.3,120,1,0,"CZECHOSLOVAKIA"
"2576",1961,13752,1712,25,120,1,0,"CZECHOSLOVAKIA"
"2577",1962,13851,1758,25.3,120,1,0,"CZECHOSLOVAKIA"
"2578",1963,13950,1706,22.4,120,1,0,"CZECHOSLOVAKIA"
"2579",1964,14027,1652,19.6,120,1,0,"CZECHOSLOVAKIA"
"2580",1965,14105,1800,22.3,120,1,0,"CZECHOSLOVAKIA"
"2581",1966,14183,2124,30.2,120,1,0,"CZECHOSLOVAKIA"
"2582",1967,14262,2119,27.9,120,1,0,"CZECHOSLOVAKIA"
"2583",1968,14341,2253,27.4,120,1,0,"CZECHOSLOVAKIA"
"2584",1969,14420,2395,28.5,120,1,0,"CZECHOSLOVAKIA"
"2585",1970,14334,2520,29.2,120,1,0,"CZECHOSLOVAKIA"
"2586",1971,14390,2629,27.8,120,1,0,"CZECHOSLOVAKIA"
"2587",1972,14465,2751,28,120,1,0,"CZECHOSLOVAKIA"
"2588",1973,14560,2906,29.2,120,1,0,"CZECHOSLOVAKIA"
"2589",1974,14686,3100,31.6,120,1,0,"CZECHOSLOVAKIA"
"2590",1975,14802,3254,32.4,120,1,0,"CZECHOSLOVAKIA"
"2591",1976,14918,3351,31.9,120,1,0,"CZECHOSLOVAKIA"
"2592",1977,15031,3443,30.1,120,1,0,"CZECHOSLOVAKIA"
"2593",1978,15138,3598,31.1,120,1,0,"CZECHOSLOVAKIA"
"2594",1979,15211,3666,30.5,120,1,0,"CZECHOSLOVAKIA"
"2595",1980,15262,3731,32.2,120,1,0,"CZECHOSLOVAKIA"
"2596",1981,15314,3696,29.6,120,1,0,"CZECHOSLOVAKIA"
"2597",1982,15366,3718,28.6,120,1,0,"CZECHOSLOVAKIA"
"2598",1983,15415,3805,26.5,120,1,0,"CZECHOSLOVAKIA"
"2599",1984,15459,3863,25.5,120,1,0,"CZECHOSLOVAKIA"
"2600",1985,15500,3920,25.6,120,1,0,"CZECHOSLOVAKIA"
"2601",1960,4581,6760,26.7,121,0,0,"DENMARK"
"2602",1961,4610,7142,26.2,121,0,0,"DENMARK"
"2603",1962,4647,7512,27.6,121,0,0,"DENMARK"
"2604",1963,4684,7404,24.4,121,0,0,"DENMARK"
"2605",1964,4720,8127,28.9,121,0,0,"DENMARK"
"2606",1965,4758,8436,29.7,121,0,0,"DENMARK"
"2607",1966,4798,8562,28.5,121,0,0,"DENMARK"
"2608",1967,4839,8778,28.3,121,0,0,"DENMARK"
"2609",1968,4867,9031,28.4,121,0,0,"DENMARK"
"2610",1969,4891,9595,30.6,121,0,0,"DENMARK"
"2611",1970,4929,9670,30.4,121,0,0,"DENMARK"
"2612",1971,4963,9860,29.8,121,0,0,"DENMARK"
"2613",1972,4992,10344,30.5,121,0,0,"DENMARK"
"2614",1973,5022,10613,31.8,121,0,0,"DENMARK"
"2615",1974,5045,10428,29.4,121,0,0,"DENMARK"
"2616",1975,5060,10236,24.7,121,0,0,"DENMARK"
"2617",1976,5073,10921,28.3,121,0,0,"DENMARK"
"2618",1977,5088,11047,27,121,0,0,"DENMARK"
"2619",1978,5104,11137,25.9,121,0,0,"DENMARK"
"2620",1979,5117,11484,25.7,121,0,0,"DENMARK"
"2621",1980,5123,11342,21.9,121,0,0,"DENMARK"
"2622",1981,5122,11153,18,121,0,0,"DENMARK"
"2623",1982,5118,11526,19.4,121,0,0,"DENMARK"
"2624",1983,5114,11828,18.9,121,0,0,"DENMARK"
"2625",1984,5112,12419,21.7,121,0,0,"DENMARK"
"2626",1985,5114,12969,22.9,121,0,0,"DENMARK"
"2627",1960,4430,5291,38.4,122,0,0,"FINLAND"
"2628",1961,4461,5674,39.2,122,0,0,"FINLAND"
"2629",1962,4491,5743,37.1,122,0,0,"FINLAND"
"2630",1963,4523,5829,33.8,122,0,0,"FINLAND"
"2631",1964,4549,6145,35.6,122,0,0,"FINLAND"
"2632",1965,4564,6514,38.8,122,0,0,"FINLAND"
"2633",1966,4581,6596,37.8,122,0,0,"FINLAND"
"2634",1967,4606,6657,35.5,122,0,0,"FINLAND"
"2635",1968,4627,6741,34.4,122,0,0,"FINLAND"
"2636",1969,4624,7412,35.3,122,0,0,"FINLAND"
"2637",1970,4606,8108,40.1,122,0,0,"FINLAND"
"2638",1971,4616,8224,39.2,122,0,0,"FINLAND"
"2639",1972,4640,8751,35,122,0,0,"FINLAND"
"2640",1973,4666,9300,36.2,122,0,0,"FINLAND"
"2641",1974,4691,9614,42.2,122,0,0,"FINLAND"
"2642",1975,4711,9609,41,122,0,0,"FINLAND"
"2643",1976,4726,9431,33.5,122,0,0,"FINLAND"
"2644",1977,4739,9387,32.2,122,0,0,"FINLAND"
"2645",1978,4753,9505,28.6,122,0,0,"FINLAND"
"2646",1979,4765,10262,32.7,122,0,0,"FINLAND"
"2647",1980,4780,10851,35.1,122,0,0,"FINLAND"
"2648",1981,4800,10903,32.4,122,0,0,"FINLAND"
"2649",1982,4827,11228,32.6,122,0,0,"FINLAND"
"2650",1983,4856,11477,31.9,122,0,0,"FINLAND"
"2651",1984,4882,11746,31,122,0,0,"FINLAND"
"2652",1985,4902,12051,30.2,122,0,0,"FINLAND"
"2653",1960,45685,5823,25.1,123,0,0,"FRANCE"
"2654",1961,46162,6087,25.3,123,0,0,"FRANCE"
"2655",1962,47000,6401,25.9,123,0,0,"FRANCE"
"2656",1963,47817,6651,26.1,123,0,0,"FRANCE"
"2657",1964,48310,7048,27.9,123,0,0,"FRANCE"
"2658",1965,48756,7304,27.7,123,0,0,"FRANCE"
"2659",1966,49162,7645,28.7,123,0,0,"FRANCE"
"2660",1967,49548,7946,28.7,123,0,0,"FRANCE"
"2661",1968,49914,8228,29.2,123,0,0,"FRANCE"
"2662",1969,50320,8768,30.7,123,0,0,"FRANCE"
"2663",1970,50772,9200,30.5,123,0,0,"FRANCE"
"2664",1971,51251,9538,30.3,123,0,0,"FRANCE"
"2665",1972,51701,9837,30.5,123,0,0,"FRANCE"
"2666",1973,52118,10316,31.9,123,0,0,"FRANCE"
"2667",1974,52460,10510,31.7,123,0,0,"FRANCE"
"2668",1975,52699,10297,26.7,123,0,0,"FRANCE"
"2669",1976,52909,10751,28.6,123,0,0,"FRANCE"
"2670",1977,53145,11053,27.8,123,0,0,"FRANCE"
"2671",1978,53376,11334,26.4,123,0,0,"FRANCE"
"2672",1979,53606,11664,27.4,123,0,0,"FRANCE"
"2673",1980,53880,11756,27.4,123,0,0,"FRANCE"
"2674",1981,54182,11746,25.2,123,0,0,"FRANCE"
"2675",1982,54480,11970,25.3,123,0,0,"FRANCE"
"2676",1983,54728,11936,23.4,123,0,0,"FRANCE"
"2677",1984,54947,12034,22.8,123,0,0,"FRANCE"
"2678",1985,55170,12206,23,123,0,0,"FRANCE"
"2679",1960,55435,6570,31.9,125,0,0,"GERMANY WEST"
"2680",1961,56175,6817,31.8,125,0,0,"GERMANY WEST"
"2681",1962,56836,7023,31.3,125,0,0,"GERMANY WEST"
"2682",1963,57388,7130,30.2,125,0,0,"GERMANY WEST"
"2683",1964,57970,7560,32.2,125,0,0,"GERMANY WEST"
"2684",1965,58619,7912,32.7,125,0,0,"GERMANY WEST"
"2685",1966,59147,8002,31.2,125,0,0,"GERMANY WEST"
"2686",1967,59286,7915,28.2,125,0,0,"GERMANY WEST"
"2687",1968,59499,8389,30.1,125,0,0,"GERMANY WEST"
