"","age","ethnicity","mstatus"
"4146",62,"European","Married/Partnered"
"4147",53,"European","Divorced/Separated"
"4150",70,"European","Married/Partnered"
"4151",81,"European","Married/Partnered"
"4152",45,"European","Married/Partnered"
"4153",78,"European","Widowed"
"4154",66,"European","Married/Partnered"
"4157",44,"European","Married/Partnered"
"4160",54,"European","Married/Partnered"
"4161",54,"European","Married/Partnered"
"4163",68,"European","Widowed"
"4164",73,"European","Married/Partnered"
"4166",65,"European","Married/Partnered"
"4172",80,"European","Married/Partnered"
"4173",40,"European","Married/Partnered"
"4174",80,"European","Married/Partnered"
"4175",79,"European","Widowed"
"4176",55,"European","Married/Partnered"
"4178",85,"European","Married/Partnered"
"4179",70,"European","Divorced/Separated"
"4180",53,"European","Married/Partnered"
"4181",50,"European","Married/Partnered"
"4184",69,"European","Married/Partnered"
"4185",67,"European","Married/Partnered"
"4186",76,"European","Married/Partnered"
"4188",59,"European","Married/Partnered"
"4189",62,"European","Married/Partnered"
"4190",64,"European","Widowed"
"4193",70,"European","Married/Partnered"
"4194",59,"European","Married/Partnered"
"4195",67,"European","Single"
"4197",40,"European","Married/Partnered"
"4198",55,"European","Married/Partnered"
"4200",57,"European","Married/Partnered"
"4203",67,"European","Widowed"
"4204",83,"European","Married/Partnered"
"4205",73,"European","Married/Partnered"
"4207",72,"European","Married/Partnered"
"4209",65,"European","Married/Partnered"
"4210",60,"European","Married/Partnered"
"4211",79,"European","Widowed"
"4213",52,"European","Married/Partnered"
"4214",65,"European","Married/Partnered"
"4217",56,"European","Married/Partnered"
"4222",60,"European","Married/Partnered"
"4224",46,"European","Married/Partnered"
"4225",60,"European","Married/Partnered"
"4229",36,"European","Married/Partnered"
"4233",59,"European","Married/Partnered"
"4237",60,"European","Married/Partnered"
"4238",40,"European","Married/Partnered"
"4240",59,"European","Widowed"
"4242",60,"European","Married/Partnered"
"4243",61,"European","Married/Partnered"
"4246",37,"European","Married/Partnered"
"4247",67,"European","Married/Partnered"
"4249",64,"European","Single"
"4255",84,"European","Married/Partnered"
"4256",82,"European","Married/Partnered"
"4257",67,"European","Married/Partnered"
"4260",58,"European","Married/Partnered"
"4261",45,"European","Married/Partnered"
"4262",45,"European","Married/Partnered"
"4265",40,"European","Married/Partnered"
"4270",44,"European","Divorced/Separated"
"4272",69,"European","Married/Partnered"
"4273",52,"European","Married/Partnered"
"4276",44,"European","Married/Partnered"
"4277",43,"European","Married/Partnered"
"4282",67,"European","Married/Partnered"
"4283",46,"European","Divorced/Separated"
"4287",38,"European","Married/Partnered"
"4290",61,"European","Married/Partnered"
"4291",37,"European","Married/Partnered"
"4292",76,"European","Married/Partnered"
"4293",79,"European","Widowed"
"4294",77,"European","Divorced/Separated"
"4296",64,"European","Divorced/Separated"
"4298",67,"European","Married/Partnered"
"4301",56,"European","Married/Partnered"
"4303",60,"European","Divorced/Separated"
"4310",75,"European","Widowed"
"4311",39,"European","Married/Partnered"
"4313",48,"European","Married/Partnered"
"4315",56,"European","Married/Partnered"
"4317",73,"European","Married/Partnered"
"4318",72,"European","Married/Partnered"
"4322",48,"European","Married/Partnered"
"4326",43,"European","Married/Partnered"
"4328",63,"European","Married/Partnered"
"4329",53,"European","Married/Partnered"
"4330",69,"European","Single"
"4332",44,"European","Married/Partnered"
"4333",63,"European","Married/Partnered"
"4336",79,"European","Married/Partnered"
"4337",83,"European","Widowed"
"4349",78,"European","Married/Partnered"
"4350",47,"European","Married/Partnered"
"4352",63,"European","Married/Partnered"
"4354",74,"European","Divorced/Separated"
"4358",53,"European","Married/Partnered"
"4362",73,"European","Married/Partnered"
"4365",68,"European","Divorced/Separated"
"4371",55,"European","Single"
"4373",45,"European","Married/Partnered"
"4374",72,"European","Married/Partnered"
"4376",47,"European","Married/Partnered"
"4377",79,"European","Married/Partnered"
"4378",56,"European","Married/Partnered"
"4382",71,"European","Married/Partnered"
"4387",78,"European","Widowed"
"4390",55,"European","Married/Partnered"
"4391",41,"European","Married/Partnered"
"4393",85,"European","Married/Partnered"
"4396",77,"European","Married/Partnered"
"4399",51,"European","Married/Partnered"
"4400",64,"European","Married/Partnered"
"4401",52,"European","Married/Partnered"
"4402",49,"European","Married/Partnered"
"4403",62,"European","Married/Partnered"
"4404",70,"European","Married/Partnered"
"4405",81,"European","Married/Partnered"
"4407",50,"European","Married/Partnered"
"4410",62,"European","Married/Partnered"
"4411",70,"European","Married/Partnered"
"4412",73,"European","Married/Partnered"
"4413",65,"European","Married/Partnered"
"4415",52,"European","Married/Partnered"
"4417",57,"European","Married/Partnered"
"4420",56,"European","Married/Partnered"
"4421",63,"European","Married/Partnered"
"4422",42,"European","Married/Partnered"
"4423",55,"European","Married/Partnered"
"4425",41,"European","Married/Partnered"
"4428",59,"European","Married/Partnered"
"4429",66,"European","Married/Partnered"
"4430",45,"European","Married/Partnered"
"4432",84,"European","Married/Partnered"
"4433",80,"European","Widowed"
"4435",75,"European","Widowed"
"4440",80,"European","Married/Partnered"
"4444",70,"European","Married/Partnered"
"4445",82,"European","Married/Partnered"
"4446",36,"European","Married/Partnered"
"4447",74,"European","Widowed"
"4449",78,"European","Divorced/Separated"
"4450",75,"European","Widowed"
"4451",47,"European","Married/Partnered"
"4452",37,"European","Married/Partnered"
"4453",42,"European","Married/Partnered"
"4455",75,"European","Married/Partnered"
"4460",63,"European","Married/Partnered"
"4465",61,"European","Married/Partnered"
"4470",39,"European","Married/Partnered"
"4471",71,"European","Single"
"4475",51,"European","Married/Partnered"
"4476",66,"European","Married/Partnered"
"4481",79,"European","Married/Partnered"
"4483",40,"European","Married/Partnered"
"4484",82,"European","Married/Partnered"
"4486",38,"European","Married/Partnered"
"4489",51,"European","Single"
"4495",65,"European","Divorced/Separated"
"4496",37,"European","Married/Partnered"
"4497",72,"European","Widowed"
"4501",72,"European","Married/Partnered"
"4502",72,"European","Divorced/Separated"
"4505",80,"European","Married/Partnered"
"4506",62,"European","Divorced/Separated"
"4507",81,"European","Married/Partnered"
"4512",47,"European","Married/Partnered"
"4514",72,"European","Married/Partnered"
"4515",72,"European","Married/Partnered"
"4517",76,"European","Married/Partnered"
"4518",51,"European","Married/Partnered"
"4521",58,"European","Married/Partnered"
"4525",40,"European","Married/Partnered"
"4526",58,"European","Married/Partnered"
"4527",59,"European","Married/Partnered"
"4528",60,"European","Married/Partnered"
"4529",59,"European","Married/Partnered"
"4530",51,"European","Married/Partnered"
"4532",76,"European","Married/Partnered"
"4533",68,"European","Widowed"
"4536",45,"European","Married/Partnered"
"4537",51,"European","Married/Partnered"
"4541",80,"European","Married/Partnered"
"4542",49,"European","Married/Partnered"
"4543",57,"European","Married/Partnered"
"4546",84,"European","Married/Partnered"
"4548",84,"European","Married/Partnered"
"4550",77,"European","Married/Partnered"
"4551",63,"European","Divorced/Separated"
"4554",55,"European","Married/Partnered"
"4557",45,"European","Married/Partnered"
"4560",81,"European","Married/Partnered"
"4567",77,"European","Married/Partnered"
"4570",78,"European","Married/Partnered"
"4573",80,"European","Married/Partnered"
"4574",39,"European","Single"
"4575",50,"European","Married/Partnered"
"4576",36,"European","Married/Partnered"
"4581",79,"European","Single"
"4583",58,"European","Divorced/Separated"
"4587",46,"European","Married/Partnered"
"4588",77,"European","Married/Partnered"
"4590",78,"European","Widowed"
"4593",65,"European","Married/Partnered"
"4594",73,"European","Widowed"
"4595",81,"European","Married/Partnered"
"4598",77,"European","Married/Partnered"
"4599",59,"European","Married/Partnered"
"4600",78,"European","Widowed"
"4603",40,"European","Married/Partnered"
"4606",78,"European","Married/Partnered"
"4607",77,"European","Widowed"
"4612",76,"European","Married/Partnered"
"4619",73,"European","Married/Partnered"
"4620",74,"European","Married/Partnered"
"4622",77,"European","Married/Partnered"
"4623",56,"European","Married/Partnered"
"4625",43,"European","Married/Partnered"
"4626",76,"European","Divorced/Separated"
"4630",78,"European","Single"
"4633",64,"European","Married/Partnered"
"4638",51,"European","Married/Partnered"
"4642",82,"European","Married/Partnered"
"4644",64,"European","Married/Partnered"
"4646",77,"European","Married/Partnered"
"4649",83,"European","Married/Partnered"
"4652",72,"European","Married/Partnered"
"4656",84,"European","Widowed"
"4659",79,"European","Married/Partnered"
"4661",80,"European","Widowed"
"4663",60,"European","Married/Partnered"
"4665",74,"European","Widowed"
"4667",80,"European","Married/Partnered"
"4669",51,"European","Married/Partnered"
"4670",76,"European","Married/Partnered"
"4671",50,"European","Married/Partnered"
"4673",82,"European","Married/Partnered"
"4674",61,"European","Married/Partnered"
"4678",75,"European","Married/Partnered"
"4680",51,"European","Married/Partnered"
"4682",48,"European","Married/Partnered"
"4687",78,"European","Married/Partnered"
"4692",60,"European","Married/Partnered"
"4693",44,"European","Married/Partnered"
"4694",43,"European","Married/Partnered"
"4696",82,"European","Widowed"
"4697",57,"European","Married/Partnered"
"4701",85,"European","Widowed"
"4702",58,"European","Married/Partnered"
"4705",42,"European","Married/Partnered"
"4706",77,"European","Widowed"
"4709",77,"European","Married/Partnered"
"4710",71,"European","Married/Partnered"
"4711",44,"European","Married/Partnered"
"4713",58,"European","Married/Partnered"
"4714",53,"European","Married/Partnered"
"4716",59,"European","Married/Partnered"
"4719",59,"European","Single"
"4720",48,"European","Widowed"
"4721",43,"European","Married/Partnered"
"4724",45,"European","Married/Partnered"
"4727",74,"European","Widowed"
"4729",60,"European","Divorced/Separated"
"4734",56,"European","Divorced/Separated"
"4736",59,"European","Married/Partnered"
"4741",63,"European","Married/Partnered"
"4743",37,"European","Married/Partnered"
"4746",64,"European","Married/Partnered"
"4753",49,"European","Married/Partnered"
"4755",49,"European","Married/Partnered"
"4756",78,"European","Married/Partnered"
"4760",54,"European","Married/Partnered"
"4763",55,"European","Divorced/Separated"
"4764",40,"European","Married/Partnered"
"4770",72,"European","Married/Partnered"
"4772",76,"European","Single"
"4777",46,"European","Married/Partnered"
"4779",72,"European","Married/Partnered"
"4780",54,"European","Married/Partnered"
"4781",45,"European","Divorced/Separated"
"4784",65,"European","Married/Partnered"
"4787",46,"European","Married/Partnered"
"4788",78,"European","Married/Partnered"
"4789",64,"European","Married/Partnered"
"4791",43,"European","Married/Partnered"
"4792",57,"European","Married/Partnered"
"4793",79,"European","Married/Partnered"
"4796",50,"European","Married/Partnered"
"4797",74,"European","Married/Partnered"
"4798",45,"European","Married/Partnered"
"4799",58,"European","Married/Partnered"
"4800",64,"European","Married/Partnered"
"4802",65,"European","Married/Partnered"
"4806",58,"European","Divorced/Separated"
"4808",81,"European","Married/Partnered"
"4809",78,"European","Married/Partnered"
"4814",52,"European","Married/Partnered"
"4815",64,"European","Married/Partnered"
"4816",84,"European","Widowed"
"4817",54,"European","Married/Partnered"
"4818",57,"European","Married/Partnered"
"4821",66,"European","Married/Partnered"
"4824",72,"European","Married/Partnered"
"4827",52,"European","Divorced/Separated"
"4831",51,"European","Married/Partnered"
"4832",57,"European","Married/Partnered"
"4833",46,"European","Divorced/Separated"
"4836",58,"European","Married/Partnered"
"4838",78,"European","Widowed"
"4839",40,"European","Divorced/Separated"
"4840",52,"European","Married/Partnered"
"4843",60,"European","Married/Partnered"
"4844",79,"European","Married/Partnered"
"4846",83,"European","Married/Partnered"
"4848",78,"European","Married/Partnered"
"4852",64,"European","Married/Partnered"
"4854",46,"European","Married/Partnered"
"4855",36,"European","Married/Partnered"
"4858",57,"European","Married/Partnered"
"4859",73,"European","Married/Partnered"
"4862",81,"European","Married/Partnered"
"4864",53,"European","Single"
"4867",39,"European","Married/Partnered"
"4868",77,"European","Married/Partnered"
"4871",76,"European","Married/Partnered"
"4872",39,"European","Married/Partnered"
"4878",48,"European","Married/Partnered"
"4880",65,"European","Married/Partnered"
"4882",60,"European","Divorced/Separated"
"4884",76,"European","Divorced/Separated"
"4885",48,"European","Married/Partnered"
"4886",67,"European","Married/Partnered"
