"","id","name","location","river","stationDescription","catchmentDescription","hydrometricArea","operator","haName","gridReference","stationType","catchmentArea","gdfStart","gdfEnd","farText","categories","altitude","sensitivity","lat","lon","Region","RecordedYears"
"221","22001","Coquet at Morwick","Morwick","Coquet","VA station, with 34m wide concrete informal Flat V weir (approx. 1:20 cross-slope) installed in 1973; non-modular at even moderate levels. Cableway. Fairly straight section with high banks which eliminate risk of bypassing. Replaced earlier station at Guyzance. Responsive natural regime except for annual flush and drain of dam u/s of gauge on Duke of Northumberland estate.","Predominantly upland catchment draining from Cheviots. Largely Carboniferous Limestone and low permeability Devonian Igneous series, with 60% superficial deposits. 50% grassland, some upland afforestation and arable in low-lying areas.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NU234044","Flat V/Velocity-area",569.8,1963,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",5.2,10,55.3330993765182,-1.63269103956608,"North East (England)",51
"222","22002","Coquet at Bygate","Bygate","Coquet","Standing-wave flume and broad-crested weir. Excessive gravel accumulation caused breaks in the early record but installation of a gravel trap in 1952 contributed to increased reliability; almost a continuous record 1957-80 (when station decommissioned). Responsive regime.","","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NT869083","Miscellaneous",59.5,1957,1980,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",213,6,55.3685167986402,-2.20823044019296,"North East (England)",23
"223","22003","Usway Burn at Shillmoor","Shillmoor","Usway Burn","Thin-plate weir. Discontinued in 1980 and weir plates removed. Recommissioned as a level-only station in 1995 using concrete broadcrested weir. In September 1999 the weir plates were re-instated but continuity of the original rating has not been confirmed yet. Calibrations for the period 1995-99 and 1999 to date were under development in 2007 and should allow processing of flows for this period once completed. No cableway, gaugings only possible at low flows.","Upland catchment draining from The Cheviot. Substantial recent afforestation.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NT886077","Rectangular thin-plate weir",21.4,1957,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",207,22,55.3631682539858,-2.18138472824357,"North East (England)",57
"224","22004","Aln at Hawkhill","Hawkhill","Aln","Velocity-area station with cableway, then informal gabion basket weir (low flow control) after 1972; high flow control was possibly at d/s bridge. Closed in 1980. Unstable gravel section, and weeds problematic in summer. No bypassing at high flows. Chart limit sometimes caused peak truncation. Some abstractions. Station discontinued 1980.","Predominantly lowland catchment, mixed permeability geology. Underlain with Devonian igneous rocks on the western margin, Cementstone and Fell sandstone in the middle of the catchment and Middle Limestone series in lower reaches. Extensive cover of Boulder Clay. Rural pasture with some arable and woodland.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NU211129","Velocity-area",205,1966,1980,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",13.9,19,55.4095792427447,-1.66830774388433,"North East (England)",14
"225","22006","Blyth at Hartford Bridge","Hartford Bridge","Blyth","Velocity-area station, with Flat V weir for low flow control installed in 1968. Originally 24.4m wide, reduced in width in 1978 and recalibrated. No bypassing except in occasional flood events, although over-topped at high flows Small net export - during low flows, runoff from about 20 sq.km of river Pont headwaters diverted to Whittle Dene reservoir.","Mostly low-lying, moderate-permeability (Millstone Grit and Coal Measures) catchment with 80% boulder clay cover. Mixed arable and grassland.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NZ242800","Flat V/Velocity-area",269.4,1966,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",24.6,36,55.113811572179,-1.62216272155729,"North East (England)",48
"226","22007","Wansbeck at Mitford","Mitford","Wansbeck","Velocity-area station. Flat V weir and central flume for low flow measurement (3 m wide, overall width 18 m) installed 1974, replacing older broad-crested weir also with central flume. Cableway. Recalibration of high flow rating produced substantial reduction in flood flows. Period-of-Record maximum flow occurred in March 1963, before the start of the NRFA daily flow record and estimated at 300 - 340 cumecs. Headwater reservoir affects flood flows, some exports, but modest net effect of artificial influences; Mitford abstraction (just d/s of gauging station) closed by the mid-1990s.","A mainly lowland catchment located on moderately permeable Millstone Grit and limestones with extensive boulder clay cover. 50% grassland, mixed arable and woodland.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NZ174857","Miscellaneous",287.3,1968,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",31.4,7,55.1653145764473,-1.72841524542249,"North East (England)",46
"227","22008","Alwin at Clennell","Clennell","Alwin","Flat V weir, dubious high flow calibration. Station discontinued in 1982. Natural regime.","Small upland catchment in S Cheviots. Significant afforestation - mixture of mature and young plantations.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NT925063","Flat V",27.7,1969,1983,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",156.4,22.5,55.350664336964,-2.11982420127465,"North East (England)",14
"228","22009","Coquet at Rothbury","Rothbury","Coquet","Velocity-area station with cableway; informal mill weir below station provides good control. Well confined section with straight approach. Significant areas of overbank storage on floodplain that attenuate hydrographs. Some small groundwater abstractions but sensibly natural.","Natural, upland catchment draining the Cheviot hills and the Northumbrian fells. Low permeability (Igneous, cementstone and sandstone) geology with nearly 50% superficial deposits, including peat in uplands. 50% upland pasture, with some upland heath and woodland, arable in lowlands.","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NU067016","Velocity-area",346,1972,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",70.7,10.6,55.3084466516558,-1.89599970595419,"North East (England)",42
"229","22801","Pont at Stamfordham","Stamfordham","Pont","","","22","Environment Agency - Northumberland Durham and Tees","Coquet Group","NZ082718","Ultrasonic",48.5,NA,NA,NA,"FEH_NEITHER,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,55.0406452856107,-1.87322075954667,"North East (England)",NA
"230","23001","Tyne at Bywell","Bywell","Tyne","Principal gauging station on the Tyne. Velocity-area station. Blockage/damage to stilling pipe caused problems in early 1990s. Station considered good for high flow measurement though ratings have changed over the record owing to alterations in control and bed levels resulting from gravel extraction. As a result of this, the Oct 1967 flood is now thought to have been lower than the Jan 2005 peak (1370 cumecs). In drought years, Kielder releases maintain low flows (4.2 cumecs min.) and support transfers to the Derwent, Wear and Tees. Riding Mill abstraction point is 500m u/s. Some export of water, and regime influenced by pulsed hydropower releases from Kielder, but limited impact on annual runoff.","A large, impervious catchment (largely Carboniferous Limestone) with extensive superficial deposits (peat, boulder clay, alluvium) draining from north Pennines. 50% grassland cover, with extensive moorland, significant afforestation; arable farming confined to the lower valley.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NZ038617","Velocity-area",2175.6,1956,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,FRIEND-EWA,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",14,6,54.94993718713,-1.94220211015506,"North East (England)",58
"231","23002","Derwent at Eddys Bridge","Eddys Bridge","Derwent","Broad-crested weir with central low flow flume, no dividing walls. Model calibration. From 1965 flows controlled by Derwent Reservoir 2km u/s, stark contrast with previous natural regime. Substantial net export of water.","Geology: mixture of Carboniferous Limestone and Millstone Grit partially overlain by Boulder Clay in lower valley and peat in headwaters. Upland, moorland catchment used for rough grazing.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NZ041507","Flume/Broad-crested weir",118,1954,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",181,7.3,54.8510856137666,-1.93767048959747,"North East (England)",60
"232","23003","North Tyne at Reaverhill","Reaverhill","North Tyne","Velocity-area station with natural channel control on a straight, stable reach. Replaced earlier station at Barrasford. Predominantly natural regime but affected by Kielder releases (see 23022) - including pulsed hydropower releases; overall impact most evident at low flows. Catcleugh and Colt Crag Reservoirs in catchment (also intermittent abstraction at Barrasford) - net export of water.","Upland catchment, mainly on formations of the Carboniferous L'st Series. Overlain by 50% Boulder Clay cover and peat in headwaters. Rugged moorland and upland pasture, with 30% forest cover (in W of catchment).","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NY905732","Velocity-area",1007.5,1959,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",64.9,7.2,55.0531985335373,-2.15023829757641,"North East (England)",55
"233","23004","South Tyne at Haydon Bridge","Haydon Bridge","South Tyne","Velocity-area station, with informal Flat V weir as low flow control installed in 1972 - earlier low flows of limited accuracy. Cableway. Some overspill onto lb during floods but no bypassing. Current meter gaugings to Qmed. Responsive natural regime.","Upland catchment draining Northern Pennines. Geology: predominantly Carboniferous (limestones and Millstone Grit) with 65% superficial deposits (upland peat and boulder clay). Predominantly grassland and some upland heath.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NY856646","Velocity-area",751.1,1962,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,TRENDS,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",59,11,54.9757994377126,-2.22650067383059,"North East (England)",52
"234","23005","North Tyne at Tarset","Tarset","North Tyne","Velocity-area station on straight reach, with Flat V weir for low flow control installed in 1973. Natural flow regime until the construction of Kielder Res.(1975-81)which controls 80% of the catchment; very artificial regime from 1981. Superseded by 23022 - North Tyne at Uglydub. Station closed 1987.","Upland catchment developed mainly on Carboniferous L'st (thick Boulder Clay in the valleys). Moorland headwaters, significant afforestation below.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NY776861","Flat V/Velocity-area",284.9,1963,1987,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",117,14.9,55.1686985874912,-2.35317995013398,"North East (England)",24
"235","23006","South Tyne at Featherstone","Featherstone","South Tyne","Compound Crump profile weir. Lower crest 15.2m, upper crest 29.5m. Theoretical rating. Structure contains all flows and is modular throughout range. Some peak truncation is suspected and may be due to stilling well problems, but never confirmed. Natural flow regime.","Linear, north trending catchment in northern Pennines. Geology: mainly Carboniferous Limestone with 65% superficial deposits of peat and boulder clay. Land use is predominantly grassland and upland heath.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NY672610","Compound Crump weir",321.9,1966,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",131.7,12.1,54.9425748253143,-2.51353861073612,"North East (England)",48
"236","23007","Derwent at Rowlands Gill","Rowlands Gill","Derwent","Two Crump profile weirs with slightly different crest levels beneath the two arches of a bridge. Bypassing is prevented by the bridge and its embankments. Persistent gravel accretion problem. Lack of cableway means rating not checked above moderate flows. Flow regime substantially influenced by Derwent Reservoir (started impounding in 1965); significant net export.","Predominantly upland catchment on moderately permeable carboniferous formations, with 45% superficial deposits of peat and boulder clay. Mixed land use - 40% grassland, with heath uplands; arable and urban development in lower reaches","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NZ168580","Compound Crump weir",242.1,1962,2014,"P: Runoff reduced by public water supply abstraction.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",26.2,11,54.9164229654273,-1.73945206501446,"North East (England)",52
"237","23008","Rede at Rede Bridge","Rede Bridge","Rede","Flat V weir constructed with pre-fabricated crest units. Width 24.3m. Catcleugh Res. (commands 40 sq.km, 11% of area) has an appreciable influence on flows; modest net export.","Upland catchment on moderately permeable Carboniferous formations, mostly covered by Boulder Clay and upland peat. 60% grassland, with upland heath. Progressive afforestation through period-of-record.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NY868832","Flat V/Velocity-area",343.8,1968,2014,"S: Reservoir(s) in catchment affect runoff.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",107.1,12,55.1429726627449,-2.20862183969261,"North East (England)",46
"238","23009","South Tyne at Alston","Alston","South Tyne","Velocity-area station with informal Flat V control - subject to boulder damage; weir has undergone several reconstructions. Ultrasonics installed in 1999 to extend high flow rating. Maintained as a 'chart only' site for part of record. All flows contained. Very responsive, natural regime.","Steep Pennine moorland catchment developed on Middle and Upper Carboniferous Limestone and Millstone Grit. Rough grazing.","23","Environment Agency - Northumberland Durham and Tees","Tyne (Northumberland)","NY715465","Ultrasonic/Velocity-area",118.5,1969,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",264,15,54.8125420151124,-2.44497938154531,"North West (England)",45
