"","IDREGION","LBREGION","IDDISTRI","LBDISTRI","IDMUNICI","LBMUNICI","SURFAC05","POP00","POP10","HOMES00","HOMES10","POPMAL00","POPMAL10","POPFEM00","POPFEM10","INLANG00","INLANG10","INCOME00","INCOME01","INCOME02","INCOME03","PTREES00","PTREES01","PTREES02","PTREES03","MARRIA07","MARRIA08","MARRIA09","HARVBE07","HARVBE08","HARVBE09","VALUBE07","VALUBE08","VALUBE09","VOLUBE07","VOLUBE08","VOLUBE09","sHOMES00","sSURFAC","SIZEDIST","sSW_10_3"
"550",8,"VALLES CENTRALES",20,"TLACOLULA",550,"San Jeronimo Tlacochahuaya",37.81,4724,5076,1112,1270,2192,2368,2532,2708,2556,2134,4559,5392,5209,7055,0,7615,0,420,1,1,0,25,20,25,263,216,282,18,18,23,1,0,25,0
"551",8,"VALLES CENTRALES",20,"TLACOLULA",551,"Tlacolula de Matamoros",152.19,13507,19625,3196,5064,6178,9151,7329,10474,3841,4736,2308,NA,15065,26126,132000,18900,30000,10000,421,354,392,15,30,0,75,263,0,8,21,0,1,1,25,0
"552",4,"MIXTECA",3,"COIXTLAHUACA",552,"Tlacotepec Plumas",55.97,514,510,157,164,247,240,267,270,0,4,857,1070,1137,1146,26100,24240,50000,5000,0,0,0,40,40,14,114,193,88,11,17,6,0,1,13,0
"553",8,"VALLES CENTRALES",19,"CENTRO",553,"Tlalixtac de Cabrera",82.81,6777,9417,1475,2232,3232,4453,3545,4964,955,1087,2903,8797,10228,12995,202977,36955,58000,1000,0,8,5,82,69,20,806,672,171,63,54,12,1,1,21,0
"554",5,"SIERRA NORTE",14,"MIXE",554,"Totontepec Villa de Morelos",281.08,5626,5598,1174,1369,2726,2685,2900,2913,4641,4463,1758,7488,8448,5033,0,86500,90000,59700,25,19,20,150,150,150,891,855,840,61,62,60,1,1,17,0
"555",8,"VALLES CENTRALES",17,"ZAACHILA",555,"Trinidad Zaachila",21,2813,2653,641,677,1312,1246,1501,1407,4,10,1061,2651,3601,3426,0,40000,2000,2170,0,0,1,105,85,65,1282,860,593,97,69,41,1,0,6,0
"556",4,"MIXTECA",9,"TEPOSCOLULA",556,"La Trinidad Vista Hermosa",10.81,316,249,80,78,144,110,172,139,4,3,NA,1540,1109,1244,0,1000,0,0,0,0,0,65,62,30,290,433,266,29,40,17,0,0,21,0
"557",3,"ISTMO",29,"JUCHITAN",557,"Union Hidalgo",102.03,12140,13970,3041,3645,5714,6749,6426,7221,7391,7467,2310,9173,11061,4995,0,0,0,0,137,133,130,0,0,0,0,0,0,0,0,0,1,1,22,0
"558",1,"CANADA",5,"CUICATLAN",558,"Valerio Trujano",45.45,1507,1543,371,398,720,685,787,858,225,232,NA,761,NA,2263,0,0,0,0,0,2,1,14,20,19,133,233,202,13,21,17,0,0,20,0
"559",7,"PAPALOAPAN",6,"TUXTEPEC",559,"San Juan Bautista Valle Nacional",648.21,22886,22446,4586,5237,11140,10688,11746,11758,12597,11854,4256,NA,24174,17323,633007,121300,221000,1900,145,141,159,80,80,0,520,435,0,80,64,0,1,1,14,0
"560",8,"VALLES CENTRALES",20,"TLACOLULA",560,"Villa Diaz Ordaz",257.21,5594,6174,1302,1569,2608,2797,2986,3377,4606,4922,1946,11925,10211,10891,0,23410,10000,11900,1,2,1,70,60,18,525,454,160,35,36,11,1,1,25,0
"561",8,"VALLES CENTRALES",25,"OCOTLAN",561,"Yaxe",60.54,2256,2683,502,690,1109,1269,1147,1414,12,20,1127,5061,4108,5161,0,1900,0,0,2,0,3,240,163,84,2839,1712,797,218,140,55,1,1,20,0
"562",4,"MIXTECA",10,"NOCHIXTLAN",562,"Magdalena Yodocono de Porfirio Diaz",39.93,1305,1458,301,380,628,691,677,767,17,13,1771,2403,1260,3567,0,700,5000,2500,3,0,0,15,16,15,80,95,82,9,10,6,0,1,32,0
"563",8,"VALLES CENTRALES",24,"EJUTLA",563,"Yogana",88.91,1413,1308,335,339,652,602,761,706,36,1,979,3330,2595,2048,0,0,0,0,1,3,1,26,17,13,315,175,144,26,14,10,0,1,13,0
"564",4,"MIXTECA",10,"NOCHIXTLAN",564,"Yutanduchi de Guerrero",65.24,1259,1292,330,387,587,617,672,675,966,875,NA,1258,2755,1596,0,1000,25000,5000,26,21,34,0,0,0,0,0,0,0,0,0,0,1,32,0
"565",8,"VALLES CENTRALES",17,"ZAACHILA",565,"Villa de Zaachila",79.68,19247,34101,4387,8143,9004,16240,10243,17861,1316,3300,6264,NA,15564,34453,0,87690,25000,11190,260,258,243,424,197,211,5566,2119,2223,432,174,160,1,1,6,0
"566",6,"SIERRA SUR",23,"SOLA DE VEGA",566,"Zapotitlan del Rio",244.94,3184,3034,605,706,1568,1473,1616,1561,9,2,3788,4439,6434,1838,0,800,3000,4150,9,1,3,210,145,133,1871,1429,877,161,122,67,0,1,16,0
"567",4,"MIXTECA",1,"SILACAYOAPAM",567,"Zapotitlan Lagunas",259.45,3433,3133,693,807,1599,1436,1834,1697,14,4,1102,3325,3097,2059,0,0,0,8000,66,65,32,0,0,0,0,0,0,0,0,0,1,1,19,0
"568",4,"MIXTECA",2,"HUAJUAPAM",568,"Zapotitlan Palmas",41.86,1563,1514,311,395,745,669,818,845,321,287,872,2099,1885,2052,0,600,0,0,1,0,1,52,50,51,127,132,228,15,15,15,0,0,28,1
"569",4,"MIXTECA",10,"NOCHIXTLAN",569,"Santa Ines de Zaragoza",92.05,1958,1707,476,493,962,804,996,903,819,705,1351,3414,4131,4180,0,3440,14000,50,0,0,0,316,316,315,2852,3141,3440,310,310,246,0,1,32,0
"570",8,"VALLES CENTRALES",18,"ZIMATLAN",570,"Zimatlan de Alvarez",358.12,16801,19215,3790,4714,7873,8935,8928,10280,793,706,5385,NA,9215,24597,3000,282023,115000,39118,275,326,359,963,843,732,11080,9106,6471,855,757,454,1,1,13,0
