"","s","pA","Z"
"24153",27.3251,2021.33,17.2264
"24154",27.3252,2021.18,17.2089
"24155",27.3253,2021.03,17.1898
"24156",27.3254,2021.18,17.1707
"24157",27.3255,2021.94,17.1501
"24158",27.3256,2022.4,17.1295
"24159",27.3257,2022.71,17.1104
"24160",27.3258,2022.4,17.0914
"24161",27.3259,2022.25,17.07
"24162",27.326,2022.09,17.0502
"24163",27.3261,2021.79,17.0303
"24164",27.3262,2021.94,17.0097
"24165",27.3263,2021.79,16.9907
"24166",27.3264,2022.25,16.9693
"24167",27.3265,2022.25,16.9487
"24168",27.3266,2022.71,16.9289
"24169",27.3267,2022.55,16.9098
"24170",27.3268,2023.16,16.8884
"24171",27.3269,2023.01,16.8678
"24172",27.327,2023.01,16.8465
"24173",27.3271,2022.55,16.8259
"24174",27.3272,2022.71,16.8068
"24175",27.3273,2022.71,16.7854
"24176",27.3274,2022.71,16.7648
"24177",27.3275,2022.86,16.7442
"24178",27.3276,2022.71,16.7229
"24179",27.3277,2022.55,16.7007
"24180",27.3278,2022.09,16.6809
"24181",27.3279,2021.94,16.6595
"24182",27.328,2022.4,16.6405
"24183",27.3281,2022.86,16.6191
"24184",27.3282,2023.16,16.5985
"24185",27.3283,2023.16,16.5779
"24186",27.3284,2022.55,16.5565
"24187",27.3285,2022.71,16.5367
"24188",27.3286,2022.25,16.5169
"24189",27.3287,2022.55,16.4963
"24190",27.3288,2022.4,16.4749
"24191",27.3289,2022.55,16.4543
"24192",27.329,2023.01,16.4337
"24193",27.3291,2023.01,16.4131
"24194",27.3292,2023.16,16.3925
"24195",27.3293,2023.62,16.3727
"24196",27.3294,2023.47,16.3506
"24197",27.3295,2023.47,16.33
"24198",27.3296,2023.47,16.3094
"24199",27.3297,2023.32,16.2888
"24200",27.3298,2023.62,16.2674
"24201",27.3299,2023.62,16.2468
"24202",27.33,2023.62,16.2262
"24203",27.3301,2023.16,16.2064
"24204",27.3302,2023.01,16.1858
"24205",27.3303,2022.4,16.1644
"24206",27.3304,2022.55,16.1446
"24207",27.3305,2022.71,16.1232
"24208",27.3306,2022.71,16.1026
"24209",27.3307,2022.86,16.0843
"24210",27.3308,2022.86,16.0637
"24211",27.3309,2022.71,16.0423
"24212",27.331,2023.01,16.0217
"24213",27.3311,2023.47,16.0011
"24214",27.3312,2023.01,15.9805
"24215",27.3313,2022.86,15.9607
"24216",27.3314,2022.86,15.9393
"24217",27.3315,2023.01,15.9187
"24218",27.3316,2023.47,15.8974
"24219",27.3317,2023.47,15.8768
"24220",27.3318,2023.32,15.8562
"24221",27.3319,2023.47,15.8348
"24222",27.332,2023.32,15.8142
"24223",27.3321,2023.47,15.7944
"24224",27.3322,2023.32,15.773
"24225",27.3323,2023.01,15.7524
"24226",27.3324,2022.71,15.7326
"24227",27.3325,2023.01,15.712
"24228",27.3326,2022.4,15.6906
"24229",27.3327,2022.25,15.6723
"24230",27.3328,2022.09,15.6494
"24231",27.3329,2021.79,15.6296
"24232",27.333,2021.94,15.6097
"24233",27.3331,2022.55,15.5891
"24234",27.3332,2022.86,15.5678
"24235",27.3333,2023.01,15.5479
"24236",27.3334,2023.01,15.5273
"24237",27.3335,2022.86,15.5075
"24238",27.3336,2023.01,15.4877
"24239",27.3337,2023.01,15.4663
"24240",27.3338,2023.32,15.4449
"24241",27.3339,2023.01,15.4243
"24242",27.334,2022.86,15.4045
"24243",27.3341,2022.71,15.3839
"24244",27.3342,2023.16,15.3633
"24245",27.3343,2022.71,15.3427
"24246",27.3344,2022.86,15.3214
"24247",27.3345,2022.86,15.3008
"24248",27.3346,2023.01,15.2809
"24249",27.3347,2023.01,15.2618
"24250",27.3348,2022.55,15.2397
"24251",27.3349,2022.4,15.2206
"24252",27.335,2022.55,15.1993
"24253",27.3351,2022.71,15.1779
"24254",27.3352,2022.55,15.1573
"24255",27.3353,2022.25,15.1375
"24256",27.3354,2021.64,15.1161
"24257",27.3355,2021.79,15.0955
"24258",27.3356,2021.79,15.0764
"24259",27.3357,2022.09,15.0558
"24260",27.3358,2022.25,15.0337
"24261",27.3359,2022.71,15.0139
"24262",27.336,2023.32,14.9925
"24263",27.3361,2023.77,14.9727
"24264",27.3362,2023.47,14.9529
"24265",27.3363,2023.47,14.9323
"24266",27.3364,2023.01,14.9117
"24267",27.3365,2023.16,14.8918
"24268",27.3366,2022.4,14.8697
"24269",27.3367,2022.25,14.8499
"24270",27.3368,2022.09,14.8293
"24271",27.3369,2021.94,14.8087
"24272",27.337,2022.4,14.7888
"24273",27.3371,2022.09,14.7682
"24274",27.3372,2022.25,14.7469
"24275",27.3373,2022.25,14.7278
"24276",27.3374,2022.4,14.7064
"24277",27.3375,2022.71,14.6866
"24278",27.3376,2022.4,14.6667
"24279",27.3377,2022.71,14.6454
"24280",27.3378,2022.4,14.6255
"24281",27.3379,2022.25,14.6049
"24282",27.338,2022.25,14.5859
"24283",27.3381,2021.79,14.5653
"24284",27.3382,2022.09,14.5439
"24285",27.3383,2022.09,14.5241
"24286",27.3384,2022.86,14.5035
"24287",27.3385,2022.71,14.4829
"24288",27.3386,2022.71,14.4623
"24289",27.3387,2022.86,14.4417
"24290",27.3388,2022.09,14.4226
"24291",27.3389,2022.09,14.4012
"24292",27.339,2022.09,14.3806
"24293",27.3391,2022.09,14.3608
"24294",27.3392,2022.25,14.3402
"24295",27.3393,2021.64,14.3211
"24296",27.3394,2021.18,14.2998
"24297",27.3395,2021.33,14.2784
"24298",27.3396,2021.03,14.2578
"24299",27.3397,2021.03,14.238
"24300",27.3398,2021.33,14.2181
"24301",27.3399,2021.79,14.1975
"24302",27.34,2021.64,14.1769
"24303",27.3401,2021.79,14.1563
"24304",27.3402,2021.48,14.1357
"24305",27.3403,2021.48,14.1159
"24306",27.3404,2021.64,14.0961
"24307",27.3405,2021.48,14.0755
"24308",27.3406,2021.64,14.0549
"24309",27.3407,2021.64,14.0343
"24310",27.3408,2021.79,14.0137
"24311",27.3409,2021.64,13.9931
"24312",27.341,2021.48,13.9732
"24313",27.3411,2021.33,13.9534
"24314",27.3412,2021.48,13.9336
"24315",27.3413,2021.48,13.913
"24316",27.3414,2021.48,13.8931
"24317",27.3415,2021.79,13.8718
"24318",27.3416,2021.79,13.8527
"24319",27.3417,2021.48,13.8329
"24320",27.3418,2021.33,13.813
"24321",27.3419,2021.18,13.7909
"24322",27.342,2020.72,13.7711
"24323",27.3421,2019.96,13.7505
"24324",27.3422,2019.96,13.7306
"24325",27.3423,2019.35,13.7093
"24326",27.3424,2019.04,13.6894
"24327",27.3425,2019.2,13.6696
"24328",27.3426,2018.28,13.6482
"24329",27.3427,2017.21,13.6284
"24330",27.3428,2016.6,13.6063
"24331",27.3429,2015.53,13.5864
"24332",27.343,2014.92,13.5651
"24333",27.3431,2013.85,13.546
"24334",27.3432,2012.48,13.5246
"24335",27.3433,2011.41,13.504
"24336",27.3434,2009.74,13.4834
"24337",27.3435,2007.75,13.4636
"24338",27.3436,2005.46,13.446
"24339",27.3437,2002.87,13.4308
"24340",27.3438,1999.97,13.4201
"24341",27.3439,1997.83,13.4163
"24342",27.344,1995.54,13.4186
"24343",27.3441,1994.17,13.4293
"24344",27.3442,1993.41,13.4483
"24345",27.3443,1992.65,13.4766
"24346",27.3444,1992.65,13.5124
"24347",27.3445,1993.1,13.5567
"24348",27.3446,1995.39,13.6086
"24349",27.3447,1999.36,13.665
"24350",27.3448,2003.78,13.7276
"24351",27.3449,2009.74,13.7955
"24352",27.345,2015.53,13.8695
"24353",27.3451,2020.11,13.9465
"24354",27.3452,2024.23,14.0274
"24355",27.3453,2026.21,14.1106
"24356",27.3454,2027.89,14.1975
"24357",27.3455,2028.66,14.2891
"24358",27.3456,2029.42,14.3822
"24359",27.3457,2029.72,14.4768
"24360",27.3458,2030.49,14.5721
"24361",27.3459,2031.25,14.6706
"24362",27.346,2032.17,14.7697
"24363",27.3461,2032.32,14.8705
"24364",27.3462,2032.62,14.9727
"24365",27.3463,2032.32,15.0757
"24366",27.3464,2032.47,15.1794
"24367",27.3465,2033.08,15.284
"24368",27.3466,2033.08,15.3885
"24369",27.3467,2033.54,15.493
"24370",27.3468,2033.69,15.5991
"24371",27.3469,2034,15.7059
"24372",27.347,2034,15.8119
"24373",27.3471,2033.69,15.918
"24374",27.3472,2033.69,16.024
"24375",27.3473,2033.69,16.1324
"24376",27.3474,2033.39,16.2376
"24377",27.3475,2033.84,16.3437
"24378",27.3476,2033.54,16.4474
"24379",27.3477,2033.84,16.5489
"24380",27.3478,2033.54,16.6481
"24381",27.3479,2033.54,16.7397
"24382",27.348,2034,16.8259
"24383",27.3481,2034.15,16.9052
"24384",27.3482,2034.45,16.9746
"24385",27.3483,2033.84,17.0357
"24386",27.3484,2033.69,17.0906
"24387",27.3485,2034,17.1371
"24388",27.3486,2033.84,17.1776
"24389",27.3487,2034.45,17.2104
"24390",27.3488,2034.45,17.2386
"24391",27.3489,2034.61,17.263
"24392",27.349,2034.61,17.2829
"24393",27.3491,2034,17.2989
"24394",27.3492,2034.45,17.3126
"24395",27.3493,2034.45,17.3248
"24396",27.3494,2034.61,17.3325
"24397",27.3495,2034.76,17.3401
"24398",27.3496,2034.61,17.3454
"24399",27.3497,2034.45,17.35
"24400",27.3498,2034.61,17.3538
"24401",27.3499,2034.91,17.3561
"24402",27.35,2034.91,17.3569
"24403",27.3501,2035.52,17.3599
"24404",27.3502,2035.68,17.3599
"24405",27.3503,2035.68,17.3615
"24406",27.3504,2035.52,17.3615
"24407",27.3505,2035.52,17.3637
"24408",27.3506,2035.37,17.3622
"24409",27.3507,2035.52,17.3622
"24410",27.3508,2035.37,17.3622
"24411",27.3509,2035.37,17.363
"24412",27.351,2035.52,17.3615
"24413",27.3511,2035.37,17.3607
"24414",27.3512,2034.76,17.3615
"24415",27.3513,2035.06,17.3615
"24416",27.3514,2034.61,17.3599
"24417",27.3515,2034.45,17.3592
"24418",27.3516,2034.91,17.3599
"24419",27.3517,2035.06,17.3607
"24420",27.3518,2035.06,17.3599
"24421",27.3519,2035.52,17.3592
"24422",27.352,2035.37,17.3584
"24423",27.3521,2035.98,17.3584
"24424",27.3522,2036.44,17.3584
"24425",27.3523,2036.29,17.3584
"24426",27.3524,2036.29,17.3576
"24427",27.3525,2036.13,17.3576
"24428",27.3526,2035.83,17.3576
"24429",27.3527,2035.68,17.3569
"24430",27.3528,2035.37,17.3569
"24431",27.3529,2035.22,17.3561
"24432",27.353,2035.37,17.3569
"24433",27.3531,2035.22,17.3553
"24434",27.3532,2035.37,17.3553
"24435",27.3533,2035.22,17.3561
"24436",27.3534,2035.22,17.3569
"24437",27.3535,2035.22,17.3553
"24438",27.3536,2035.22,17.3531
"24439",27.3537,2034.76,17.3531
"24440",27.3538,2034.76,17.3523
"24441",27.3539,2034.91,17.3492
"24442",27.354,2034.91,17.3454
"24443",27.3541,2035.52,17.3401
"24444",27.3542,2035.37,17.3347
"24445",27.3543,2034.91,17.3271
"24446",27.3544,2034.76,17.318
"24447",27.3545,2034.45,17.3096
"24448",27.3546,2034.45,17.2974
"24449",27.3547,2034.45,17.2844
"24450",27.3548,2034.45,17.2714
"24451",27.3549,2034.45,17.2577
"24452",27.355,2034.3,17.2432
"24453",27.3551,2034,17.2264
"24454",27.3552,2033.84,17.2104
"24455",27.3553,2033.54,17.1936
"24456",27.3554,2033.23,17.1768
"24457",27.3555,2032.93,17.1585
"24458",27.3556,2032.47,17.1402
"24459",27.3557,2032.78,17.1234
"24460",27.3558,2032.93,17.1043
"24461",27.3559,2033.54,17.086
"24462",27.356,2033.69,17.0654
"24463",27.3561,2033.69,17.0456
"24464",27.3562,2034,17.0258
"24465",27.3563,2033.54,17.0067
"24466",27.3564,2033.54,16.9876
"24467",27.3565,2033.23,16.967
"24468",27.3566,2033.08,16.9456
"24469",27.3567,2033.08,16.9266
"24470",27.3568,2033.54,16.9067
"24471",27.3569,2034,16.8869
"24472",27.357,2034.61,16.8648
"24473",27.3571,2034.3,16.8457
"24474",27.3572,2034.61,16.8251
"24475",27.3573,2034.3,16.8037
"24476",27.3574,2034,16.7847
"24477",27.3575,2033.84,16.7641
"24478",27.3576,2033.84,16.7442
"24479",27.3577,2033.84,16.7221
"24480",27.3578,2033.69,16.7007
"24481",27.3579,2033.84,16.6809
"24482",27.358,2033.39,16.6595
"24483",27.3581,2033.39,16.6405
"24484",27.3582,2033.39,16.6183
"24485",27.3583,2033.54,16.5985
"24486",27.3584,2033.69,16.5779
"24487",27.3585,2033.69,16.5565
"24488",27.3586,2033.84,16.5367
"24489",27.3587,2034.45,16.5161
"24490",27.3588,2034.61,16.4955
"24491",27.3589,2035.06,16.4749
"24492",27.359,2034.61,16.4543
"24493",27.3591,2034.45,16.433
"24494",27.3592,2034.3,16.4124
"24495",27.3593,2034.45,16.3918
"24496",27.3594,2034.61,16.3712
"24497",27.3595,2034.61,16.3498
"24498",27.3596,2034.15,16.3292
"24499",27.3597,2033.54,16.3086
"24500",27.3598,2033.39,16.2872
"24501",27.3599,2032.93,16.2666
"24502",27.36,2033.08,16.246
"24503",27.3601,2033.23,16.2254
"24504",27.3602,2033.08,16.2064
"24505",27.3603,2033.23,16.185
"24506",27.3604,2033.69,16.1652
"24507",27.3605,2033.69,16.1453
"24508",27.3606,2033.69,16.124
"24509",27.3607,2034,16.1034
"24510",27.3608,2034.3,16.0828
"24511",27.3609,2034.3,16.0622
"24512",27.361,2034.15,16.0408
"24513",27.3611,2033.08,16.021
"24514",27.3612,2032.78,16.0004
"24515",27.3613,2033.23,15.9798
"24516",27.3614,2033.69,15.9584
"24517",27.3615,2034.3,15.9386
"24518",27.3616,2034.76,15.918
"24519",27.3617,2034.76,15.8966
"24520",27.3618,2034.91,15.8768
"24521",27.3619,2035.37,15.8562
"24522",27.362,2035.37,15.8363
"24523",27.3621,2035.52,15.8142
"24524",27.3622,2035.37,15.7936
"24525",27.3623,2035.22,15.7722
"24526",27.3624,2034.76,15.7516
"24527",27.3625,2034.91,15.7318
"24528",27.3626,2034.45,15.712
"24529",27.3627,2034.61,15.6914
"24530",27.3628,2034.3,15.67
"24531",27.3629,2034.45,15.6494
"24532",27.363,2034.61,15.6296
"24533",27.3631,2034.76,15.609
"24534",27.3632,2034.61,15.5884
"24535",27.3633,2034.91,15.5663
"24536",27.3634,2034.76,15.5464
"24537",27.3635,2035.06,15.5266
"24538",27.3636,2035.37,15.506
"24539",27.3637,2035.37,15.4839
"24540",27.3638,2035.52,15.464
"24541",27.3639,2035.37,15.4449
"24542",27.364,2035.22,15.4243
"24543",27.3641,2035.52,15.403
"24544",27.3642,2035.68,15.3831
"24545",27.3643,2035.68,15.3625
"24546",27.3644,2035.98,15.3427
"24547",27.3645,2035.83,15.3221
"24548",27.3646,2035.98,15.3008
"24549",27.3647,2035.37,15.2802
"24550",27.3648,2035.37,15.2588
"24551",27.3649,2035.52,15.2382
"24552",27.365,2035.22,15.2176
"24553",27.3651,2035.37,15.1985
"24554",27.3652,2035.83,15.1764
"24555",27.3653,2035.83,15.1566
"24556",27.3654,2035.52,15.1344
"24557",27.3655,2034.76,15.1146
"24558",27.3656,2034.3,15.0948
"24559",27.3657,2034.61,15.0749
"24560",27.3658,2034.91,15.0543
"24561",27.3659,2035.06,15.0337
"24562",27.366,2035.06,15.0131
"24563",27.3661,2035.37,14.9933
"24564",27.3662,2035.22,14.9727
"24565",27.3663,2035.22,14.9513
"24566",27.3664,2035.06,14.93
"24567",27.3665,2034.76,14.9101
"24568",27.3666,2034.76,14.8895
"24569",27.3667,2034.91,14.8689
"24570",27.3668,2034.76,14.8483
"24571",27.3669,2034.91,14.8285
"24572",27.367,2034.91,14.8079
"24573",27.3671,2034.91,14.7873
"24574",27.3672,2035.22,14.7667
"24575",27.3673,2035.37,14.7461
"24576",27.3674,2035.22,14.7263
"24577",27.3675,2035.22,14.7057
"24578",27.3676,2034.91,14.6843
"24579",27.3677,2034.76,14.6652
"24580",27.3678,2035.06,14.6446
"24581",27.3679,2035.06,14.6248
"24582",27.368,2035.22,14.6042
"24583",27.3681,2035.06,14.5828
"24584",27.3682,2035.37,14.5622
"24585",27.3683,2035.06,14.5424
"24586",27.3684,2035.52,14.5218
"24587",27.3685,2035.06,14.502
"24588",27.3686,2035.06,14.4806
"24589",27.3687,2035.06,14.46
"24590",27.3688,2034.61,14.4402
"24591",27.3689,2034.61,14.4196
"24592",27.369,2034.15,14.3997
"24593",27.3691,2034.3,14.3784
"24594",27.3692,2034.76,14.3578
"24595",27.3693,2034.76,14.3379
"24596",27.3694,2034.91,14.3181
"24597",27.3695,2034.91,14.2967
"24598",27.3696,2034.45,14.2776
"24599",27.3697,2034.3,14.2578
"24600",27.3698,2034,14.2357
"24601",27.3699,2034.15,14.2151
"24602",27.37,2034,14.1945
"24603",27.3701,2034.3,14.1747
"24604",27.3702,2034.15,14.1556
"24605",27.3703,2034.61,14.1342
"24606",27.3704,2034.91,14.1136
"24607",27.3705,2034.76,14.093
"24608",27.3706,2034.15,14.0732
"24609",27.3707,2034,14.0533
"24610",27.3708,2033.39,14.0335
"24611",27.3709,2033.39,14.0129
"24612",27.371,2033.39,13.9915
"24613",27.3711,2032.93,13.9717
"24614",27.3712,2032.78,13.9519
"24615",27.3713,2032.93,13.9305
"24616",27.3714,2032.93,13.9107
"24617",27.3715,2033.08,13.8908
"24618",27.3716,2033.69,13.871
"24619",27.3717,2033.69,13.8496
"24620",27.3718,2034,13.8306
"24621",27.3719,2034.15,13.8092
"24622",27.372,2034.15,13.7878
"24623",27.3721,2034,13.7695
"24624",27.3722,2033.84,13.7474
"24625",27.3723,2033.39,13.7276
"24626",27.3724,2033.39,13.707
"24627",27.3725,2033.23,13.6864
"24628",27.3726,2032.62,13.6658
"24629",27.3727,2032.17,13.6452
"24630",27.3728,2031.1,13.6253
"24631",27.3729,2029.88,13.6032
"24632",27.373,2028.5,13.5841
"24633",27.3731,2026.21,13.5635
"24634",27.3732,2023.16,13.5429
"24635",27.3733,2020.11,13.5223
"24636",27.3734,2017.06,13.5017
"24637",27.3735,2015.08,13.4811
"24638",27.3736,2013.7,13.4605
"24639",27.3737,2013.09,13.4415
"24640",27.3738,2011.87,13.4247
"24641",27.3739,2010.35,13.4102
"24642",27.374,2008.36,13.3987
"24643",27.3741,2006.99,13.3942
"24644",27.3742,2006.68,13.398
"24645",27.3743,2027.28,13.4087
"24646",27.3744,2073.97,13.4285
"24647",27.3745,2126.46,13.4552
"24648",27.3746,2166.6,13.4926
"24649",27.3747,2190.09,13.5361
"24650",27.3748,2201.08,13.5849
"24651",27.3749,2206.27,13.6436
"24652",27.375,2209.47,13.7054
"24653",27.3751,2212.22,13.7741
"24654",27.3752,2215.12,13.8481
"24655",27.3753,2216.8,13.9244
"24656",27.3754,2218.93,14.0045
"24657",27.3755,2219.7,14.0884
"24658",27.3756,2221.37,14.1762
"24659",27.3757,2222.44,14.2662
"24660",27.3758,2223.51,14.3578
"24661",27.3759,2224.27,14.4524
"24662",27.376,2224.88,14.5485
"24663",27.3761,2225.49,14.6469
"24664",27.3762,2226.1,14.7453
"24665",27.3763,2227.17,14.8468
"24666",27.3764,2228.09,14.949
"24667",27.3765,2228.24,15.052
"24668",27.3766,2228.55,15.1566
"24669",27.3767,2228.7,15.2603
"24670",27.3768,2228.55,15.3656
"24671",27.3769,2228.7,15.4716
"24672",27.377,2228.39,15.5754
"24673",27.3771,2228.85,15.6815
"24674",27.3772,2229.16,15.7867
"24675",27.3773,2229.77,15.8943
"24676",27.3774,2230.22,16.0011
"24677",27.3775,2230.38,16.1079
"24678",27.3776,2230.07,16.214
"24679",27.3777,2229.92,16.3208
"24680",27.3778,2230.38,16.4246
"24681",27.3779,2230.83,16.526
"24682",27.378,2231.14,16.6237
"24683",27.3781,2231.45,16.7152
"24684",27.3782,2231.29,16.803
"24685",27.3783,2231.9,16.8808
"24686",27.3784,2231.6,16.951
"24687",27.3785,2231.6,17.0143
"24688",27.3786,2231.29,17.0685
"24689",27.3787,2231.45,17.115
"24690",27.3788,2232.06,17.1547
"24691",27.3789,2231.45,17.1883
"24692",27.379,2231.6,17.2165
"24693",27.3791,2231.6,17.2401
"24694",27.3792,2231.6,17.26
"24695",27.3793,2231.75,17.276
"24696",27.3794,2232.36,17.2897
"24697",27.3795,2232.21,17.3012
"24698",27.3796,2232.51,17.3088
"24699",27.3797,2232.21,17.3164
"24700",27.3798,2232.36,17.3225
"24701",27.3799,2232.36,17.3271
"24702",27.38,2232.67,17.3309
"24703",27.3801,2232.97,17.3325
"24704",27.3802,2232.97,17.3355
"24705",27.3803,2233.12,17.337
"24706",27.3804,2232.82,17.3393
"24707",27.3805,2232.82,17.3393
"24708",27.3806,2232.67,17.3393
"24709",27.3807,2231.9,17.3401
"24710",27.3808,2231.75,17.3393
"24711",27.3809,2232.21,17.3393
"24712",27.381,2232.67,17.3409
"24713",27.3811,2232.97,17.3393
"24714",27.3812,2232.67,17.3401
"24715",27.3813,2232.67,17.3386
"24716",27.3814,2232.36,17.3393
"24717",27.3815,2232.21,17.3386
"24718",27.3816,2232.06,17.337
"24719",27.3817,2232.21,17.3363
"24720",27.3818,2232.51,17.337
"24721",27.3819,2232.67,17.337
"24722",27.382,2233.12,17.337
"24723",27.3821,2233.12,17.3378
"24724",27.3822,2233.12,17.3363
"24725",27.3823,2233.28,17.3363
"24726",27.3824,2232.97,17.3363
"24727",27.3825,2232.82,17.334
"24728",27.3826,2232.82,17.3347
"24729",27.3827,2232.51,17.3363
"24730",27.3828,2232.67,17.3355
"24731",27.3829,2232.82,17.3355
"24732",27.383,2232.97,17.3355
"24733",27.3831,2232.97,17.3347
"24734",27.3832,2233.12,17.3347
"24735",27.3833,2233.12,17.334
"24736",27.3834,2233.28,17.334
"24737",27.3835,2232.82,17.3347
"24738",27.3836,2232.51,17.334
"24739",27.3837,2232.82,17.3332
"24740",27.3838,2232.82,17.3325
"24741",27.3839,2233.12,17.3309
"24742",27.384,2233.58,17.3302
"24743",27.3841,2233.28,17.3271
"24744",27.3842,2233.28,17.3225
"24745",27.3843,2232.97,17.318
"24746",27.3844,2232.67,17.3103
"24747",27.3845,2232.82,17.3042
"24748",27.3846,2232.21,17.2958
"24749",27.3847,2232.36,17.2859
"24750",27.3848,2232.21,17.2745
"24751",27.3849,2232.67,17.2615
"24752",27.385,2233.12,17.2485
"24753",27.3851,2233.43,17.234
"24754",27.3852,2233.28,17.2188
"24755",27.3853,2233.43,17.2043
"24756",27.3854,2233.28,17.1867
"24757",27.3855,2233.73,17.1707
"24758",27.3856,2233.73,17.1539
"24759",27.3857,2233.73,17.1356
"24760",27.3858,2233.89,17.1173
"24761",27.3859,2233.73,17.0998
"24762",27.386,2233.58,17.0807
"24763",27.3861,2233.43,17.0616
"24764",27.3862,2232.97,17.0425
"24765",27.3863,2232.97,17.0235
"24766",27.3864,2232.51,17.0044
"24767",27.3865,2232.51,16.9838
"24768",27.3866,2232.97,16.9647
"24769",27.3867,2233.28,16.9441
"24770",27.3868,2233.89,16.925
"24771",27.3869,2233.73,16.9044
"24772",27.387,2233.73,16.8846
"24773",27.3871,2233.28,16.864
"24774",27.3872,2232.97,16.8442
"24775",27.3873,2233.28,16.8228
"24776",27.3874,2233.43,16.8022
"24777",27.3875,2233.73,16.7824
"24778",27.3876,2233.58,16.7618
"24779",27.3877,2233.43,16.7412
"24780",27.3878,2233.12,16.7206
"24781",27.3879,2232.82,16.7007
"24782",27.388,2233.28,16.6794
"24783",27.3881,2233.28,16.658
"24784",27.3882,2233.12,16.6374
"24785",27.3883,2232.97,16.6176
"24786",27.3884,2232.82,16.5977
"24787",27.3885,2233.58,16.5764
"24788",27.3886,2233.43,16.5558
"24789",27.3887,2233.73,16.5337
"24790",27.3888,2233.43,16.5138
"24791",27.3889,2233.58,16.4932
"24792",27.389,2233.58,16.4711
"24793",27.3891,2233.58,16.4513
"24794",27.3892,2233.73,16.4299
"24795",27.3893,2234.04,16.4101
"24796",27.3894,2234.34,16.3902
"24797",27.3895,2234.04,16.3696
"24798",27.3896,2233.58,16.3483
"24799",27.3897,2233.28,16.3284
"24800",27.3898,2233.28,16.3078
"24801",27.3899,2233.58,16.2872
"24802",27.39,2233.43,16.2659
"24803",27.3901,2233.43,16.2468
"24804",27.3902,2233.73,16.2247
"24805",27.3903,2233.58,16.2048
"24806",27.3904,2233.28,16.1842
"24807",27.3905,2232.97,16.1636
"24808",27.3906,2233.28,16.1415
"24809",27.3907,2233.43,16.1224
"24810",27.3908,2233.43,16.1011
"24811",27.3909,2232.97,16.0797
"24812",27.391,2232.97,16.0599
"24813",27.3911,2232.97,16.0393
"24814",27.3912,2232.97,16.0187
"24815",27.3913,2232.82,15.9981
"24816",27.3914,2232.67,15.9782
"24817",27.3915,2232.36,15.9569
"24818",27.3916,2232.21,15.937
"24819",27.3917,2232.21,15.9157
"24820",27.3918,2232.67,15.8951
"24821",27.3919,2233.28,15.8737
"24822",27.392,2233.28,15.8539
"24823",27.3921,2233.58,15.8333
"24824",27.3922,2233.73,15.8119
"24825",27.3923,2233.73,15.7913
"24826",27.3924,2233.58,15.7707
"24827",27.3925,2233.89,15.7501
"24828",27.3926,2233.89,15.7303
"24829",27.3927,2234.04,15.7097
