"","Saison","Spieltag","Datum","Anpfiff","Heim","Gast","Tore.Heim","Tore.Gast","Tore.Heim.Halbzeit","Tore.Gast.Halbzeit"
"2864","1972/1973",27,1973-03-31,"15:30","VfB Stuttgart","Rot-Weiss Oberhausen",3,0,0,0
"2865","1972/1973",27,1973-03-31,"15:30","Wuppertaler SV","1. FC Koeln",2,2,0,1
"2866","1972/1973",28,1973-04-06,"20:00","VfL Bochum","1. FC Kaiserslautern",3,0,2,0
"2867","1972/1973",28,1973-04-06,"20:00","Eintracht Braunschweig","Borussia Moenchengladbach",0,0,0,0
"2868","1972/1973",28,1973-04-06,"20:00","Kickers Offenbach","Hannover 96",2,1,0,0
"2869","1972/1973",28,1973-04-07,"15:30","Hertha BSC Berlin","Eintracht Frankfurt",3,1,3,1
"2870","1972/1973",28,1973-04-07,"15:30","SV Werder Bremen","VfB Stuttgart",0,2,0,1
"2871","1972/1973",28,1973-04-07,"15:30","1. FC Koeln","Fortuna Duesseldorf",1,0,0,0
"2872","1972/1973",28,1973-04-07,"15:30","FC Bayern Muenchen","Hamburger SV",1,0,0,0
"2873","1972/1973",28,1973-04-07,"15:30","Rot-Weiss Oberhausen","MSV Duisburg",4,0,1,0
"2874","1972/1973",28,1973-04-07,"15:30","Wuppertaler SV","FC Schalke 04",4,1,2,1
"2875","1972/1973",29,1973-04-27,"20:00","MSV Duisburg","SV Werder Bremen",1,2,1,1
"2876","1972/1973",29,1973-04-27,"20:00","1. FC Kaiserslautern","Kickers Offenbach",3,1,1,1
"2877","1972/1973",29,1973-04-27,"20:00","VfB Stuttgart","Eintracht Braunschweig",4,0,2,0
"2878","1972/1973",29,1973-04-28,"15:00","Hannover 96","FC Bayern Muenchen",1,3,1,1
"2879","1972/1973",29,1973-04-28,"15:30","Fortuna Duesseldorf","VfL Bochum",1,1,1,1
"2880","1972/1973",29,1973-04-28,"15:30","Eintracht Frankfurt","Wuppertaler SV",2,1,1,1
"2881","1972/1973",29,1973-04-28,"15:30","Hamburger SV","Rot-Weiss Oberhausen",6,0,2,0
"2882","1972/1973",29,1973-04-28,"15:30","Borussia Moenchengladbach","Hertha BSC Berlin",2,2,0,0
"2883","1972/1973",29,1973-04-28,"15:30","FC Schalke 04","1. FC Koeln",2,2,1,2
"2884","1972/1973",30,1973-05-04,"20:00","Eintracht Braunschweig","MSV Duisburg",1,1,0,1
"2885","1972/1973",30,1973-05-04,"20:00","1. FC Koeln","VfL Bochum",2,1,0,1
"2886","1972/1973",30,1973-05-05,"15:30","Hertha BSC Berlin","VfB Stuttgart",5,1,3,0
"2887","1972/1973",30,1973-05-05,"15:30","SV Werder Bremen","Hamburger SV",1,4,1,3
"2888","1972/1973",30,1973-05-05,"15:30","FC Bayern Muenchen","1. FC Kaiserslautern",6,0,3,0
"2889","1972/1973",30,1973-05-05,"15:30","Rot-Weiss Oberhausen","Hannover 96",1,0,1,0
"2890","1972/1973",30,1973-05-05,"15:30","Kickers Offenbach","Fortuna Duesseldorf",1,1,1,1
"2891","1972/1973",30,1973-05-05,"15:30","FC Schalke 04","Eintracht Frankfurt",3,2,1,1
"2892","1972/1973",30,1973-05-05,"15:30","Wuppertaler SV","Borussia Moenchengladbach",0,5,0,2
"2893","1972/1973",31,1973-05-19,"15:30","VfL Bochum","Kickers Offenbach",2,3,0,1
"2894","1972/1973",31,1973-05-19,"15:30","MSV Duisburg","Hertha BSC Berlin",2,1,1,0
"2895","1972/1973",31,1973-05-19,"15:30","Fortuna Duesseldorf","FC Bayern Muenchen",0,0,0,0
"2896","1972/1973",31,1973-05-19,"15:30","Eintracht Frankfurt","1. FC Koeln",5,0,0,0
"2897","1972/1973",31,1973-05-19,"15:30","Hamburger SV","Eintracht Braunschweig",1,0,0,0
"2898","1972/1973",31,1973-05-19,"15:30","Hannover 96","SV Werder Bremen",2,2,1,1
"2899","1972/1973",31,1973-05-19,"15:30","1. FC Kaiserslautern","Rot-Weiss Oberhausen",6,2,4,1
"2900","1972/1973",31,1973-05-19,"15:30","Borussia Moenchengladbach","FC Schalke 04",4,1,1,0
"2901","1972/1973",31,1973-05-19,"15:30","VfB Stuttgart","Wuppertaler SV",4,2,3,2
"2902","1972/1973",32,1973-05-26,"15:30","Hertha BSC Berlin","Hamburger SV",2,1,1,0
"2903","1972/1973",32,1973-05-26,"15:30","Eintracht Braunschweig","Hannover 96",3,2,2,1
"2904","1972/1973",32,1973-05-26,"15:30","SV Werder Bremen","1. FC Kaiserslautern",5,1,2,0
"2905","1972/1973",32,1973-05-26,"15:30","Borussia Moenchengladbach","Eintracht Frankfurt",0,2,0,0
"2906","1972/1973",32,1973-05-26,"15:30","FC Bayern Muenchen","VfL Bochum",5,1,1,1
"2907","1972/1973",32,1973-05-26,"15:30","Rot-Weiss Oberhausen","Fortuna Duesseldorf",0,3,0,0
"2908","1972/1973",32,1973-05-26,"15:30","Kickers Offenbach","1. FC Koeln",2,3,1,2
"2909","1972/1973",32,1973-05-26,"15:30","FC Schalke 04","VfB Stuttgart",2,0,1,0
"2910","1972/1973",32,1973-05-26,"15:30","Wuppertaler SV","MSV Duisburg",5,0,1,0
"2911","1972/1973",33,1973-06-02,"15:30","VfL Bochum","Rot-Weiss Oberhausen",2,2,1,1
"2912","1972/1973",33,1973-06-02,"15:30","MSV Duisburg","FC Schalke 04",0,1,0,0
"2913","1972/1973",33,1973-06-02,"15:30","Fortuna Duesseldorf","SV Werder Bremen",2,1,1,1
"2914","1972/1973",33,1973-06-02,"15:30","Hamburger SV","Wuppertaler SV",2,2,1,0
"2915","1972/1973",33,1973-06-02,"15:30","Hannover 96","Hertha BSC Berlin",2,0,1,0
"2916","1972/1973",33,1973-06-02,"15:30","1. FC Kaiserslautern","Eintracht Braunschweig",3,0,1,0
"2917","1972/1973",33,1973-06-02,"15:30","1. FC Koeln","Borussia Moenchengladbach",3,1,1,1
"2918","1972/1973",33,1973-06-02,"15:30","Kickers Offenbach","FC Bayern Muenchen",0,3,0,1
"2919","1972/1973",33,1973-06-02,"15:30","VfB Stuttgart","Eintracht Frankfurt",2,2,0,0
"2920","1972/1973",34,1973-06-09,"15:30","Hertha BSC Berlin","1. FC Kaiserslautern",4,1,2,0
"2921","1972/1973",34,1973-06-09,"15:30","Eintracht Braunschweig","Fortuna Duesseldorf",1,2,1,1
"2922","1972/1973",34,1973-06-09,"15:30","SV Werder Bremen","VfL Bochum",5,2,3,1
"2923","1972/1973",34,1973-06-09,"15:30","Eintracht Frankfurt","MSV Duisburg",1,3,1,1
"2924","1972/1973",34,1973-06-09,"15:30","Borussia Moenchengladbach","VfB Stuttgart",3,4,2,3
"2925","1972/1973",34,1973-06-09,"15:30","FC Bayern Muenchen","1. FC Koeln",1,1,0,0
"2926","1972/1973",34,1973-06-09,"15:30","Rot-Weiss Oberhausen","Kickers Offenbach",2,1,1,0
"2927","1972/1973",34,1973-06-09,"15:30","FC Schalke 04","Hamburger SV",2,0,0,0
"2928","1972/1973",34,1973-06-09,"15:30","Wuppertaler SV","Hannover 96",0,4,0,2
"2929","1973/1974",1,1973-08-11,"15:30","VfL Bochum","Wuppertaler SV",2,1,2,0
"2930","1973/1974",1,1973-08-11,"15:30","MSV Duisburg","Hannover 96",1,1,0,1
"2931","1973/1974",1,1973-08-11,"15:30","Hamburger SV","Hertha BSC Berlin",0,2,0,1
"2932","1973/1974",1,1973-08-11,"15:30","1. FC Kaiserslautern","SV Werder Bremen",2,2,1,1
"2933","1973/1974",1,1973-08-11,"15:30","1. FC Koeln","Eintracht Frankfurt",1,1,0,0
"2934","1973/1974",1,1973-08-11,"15:30","Borussia Moenchengladbach","Fortuna Koeln",3,1,2,0
"2935","1973/1974",1,1973-08-11,"15:30","FC Bayern Muenchen","Fortuna Duesseldorf",3,1,1,1
"2936","1973/1974",1,1973-08-11,"15:30","Kickers Offenbach","Rot-Weiss Essen",1,1,1,0
"2937","1973/1974",1,1973-08-11,"15:30","VfB Stuttgart","FC Schalke 04",3,0,2,0
"2938","1973/1974",2,1973-08-17,"20:00","SV Werder Bremen","VfB Stuttgart",1,1,0,0
"2939","1973/1974",2,1973-08-17,"20:00","FC Schalke 04","VfL Bochum",3,1,2,1
"2940","1973/1974",2,1973-08-18,"15:30","Hertha BSC Berlin","Kickers Offenbach",2,2,1,1
"2941","1973/1974",2,1973-08-18,"15:30","Fortuna Duesseldorf","1. FC Koeln",3,0,1,0
"2942","1973/1974",2,1973-08-18,"15:30","Rot-Weiss Essen","Borussia Moenchengladbach",2,6,2,2
"2943","1973/1974",2,1973-08-18,"15:30","Eintracht Frankfurt","MSV Duisburg",3,0,0,0
"2944","1973/1974",2,1973-08-18,"15:30","Hannover 96","1. FC Kaiserslautern",4,2,3,1
"2945","1973/1974",2,1973-08-18,"15:30","Fortuna Koeln","FC Bayern Muenchen",0,3,0,1
"2946","1973/1974",2,1973-08-18,"15:30","Wuppertaler SV","Hamburger SV",3,0,2,0
"2947","1973/1974",3,1973-08-21,"20:00","MSV Duisburg","1. FC Koeln",5,1,2,1
"2948","1973/1974",3,1973-08-21,"20:00","1. FC Kaiserslautern","Eintracht Frankfurt",1,4,1,0
"2949","1973/1974",3,1973-08-22,"20:00","VfL Bochum","SV Werder Bremen",0,0,0,0
"2950","1973/1974",3,1973-08-22,"20:00","Hamburger SV","FC Schalke 04",5,2,1,0
"2951","1973/1974",3,1973-08-22,"20:00","Fortuna Koeln","Fortuna Duesseldorf",1,1,1,0
"2952","1973/1974",3,1973-08-22,"20:00","FC Bayern Muenchen","Rot-Weiss Essen",2,0,0,0
"2953","1973/1974",3,1973-08-22,"20:00","Kickers Offenbach","Wuppertaler SV",0,1,0,0
"2954","1973/1974",3,1973-08-22,"20:00","VfB Stuttgart","Hannover 96",5,1,0,0
"2955","1973/1974",3,1973-08-29,"20:00","Borussia Moenchengladbach","Hertha BSC Berlin",1,1,1,0
"2956","1973/1974",4,1973-08-25,"15:30","Hertha BSC Berlin","FC Bayern Muenchen",2,2,1,0
"2957","1973/1974",4,1973-08-25,"15:30","SV Werder Bremen","Hamburger SV",1,1,0,0
"2958","1973/1974",4,1973-08-25,"15:30","Fortuna Duesseldorf","MSV Duisburg",2,1,1,0
"2959","1973/1974",4,1973-08-25,"15:30","Rot-Weiss Essen","Fortuna Koeln",0,2,0,1
"2960","1973/1974",4,1973-08-25,"15:30","Eintracht Frankfurt","VfB Stuttgart",4,3,0,0
"2961","1973/1974",4,1973-08-25,"15:30","Hannover 96","VfL Bochum",1,2,0,1
"2962","1973/1974",4,1973-08-25,"15:30","1. FC Koeln","1. FC Kaiserslautern",3,1,1,0
"2963","1973/1974",4,1973-08-25,"15:30","FC Schalke 04","Kickers Offenbach",0,2,0,0
"2964","1973/1974",4,1973-08-25,"15:30","Wuppertaler SV","Borussia Moenchengladbach",2,4,2,3
"2965","1973/1974",5,1973-08-31,"20:00","VfL Bochum","Eintracht Frankfurt",1,1,0,0
"2966","1973/1974",5,1973-08-31,"20:00","1. FC Kaiserslautern","MSV Duisburg",2,1,1,1
"2967","1973/1974",5,1973-08-31,"20:00","Kickers Offenbach","SV Werder Bremen",4,0,1,0
"2968","1973/1974",5,1973-09-01,"15:30","Rot-Weiss Essen","Fortuna Duesseldorf",1,4,0,1
"2969","1973/1974",5,1973-09-01,"15:30","Hamburger SV","Hannover 96",1,4,1,1
"2970","1973/1974",5,1973-09-01,"15:30","Fortuna Koeln","Hertha BSC Berlin",3,3,0,3
"2971","1973/1974",5,1973-09-01,"15:30","Borussia Moenchengladbach","FC Schalke 04",6,0,4,0
"2972","1973/1974",5,1973-09-01,"15:30","FC Bayern Muenchen","Wuppertaler SV",3,0,0,0
"2973","1973/1974",5,1973-09-01,"15:30","VfB Stuttgart","1. FC Koeln",2,1,0,1
"2974","1973/1974",6,1973-09-07,"20:00","MSV Duisburg","VfB Stuttgart",1,0,0,0
"2975","1973/1974",6,1973-09-07,"20:00","Hannover 96","Kickers Offenbach",2,3,1,1
"2976","1973/1974",6,1973-09-08,"15:30","Hertha BSC Berlin","Rot-Weiss Essen",1,1,0,0
"2977","1973/1974",6,1973-09-08,"15:30","SV Werder Bremen","Borussia Moenchengladbach",2,3,2,0
"2978","1973/1974",6,1973-09-08,"15:30","Fortuna Duesseldorf","1. FC Kaiserslautern",2,5,2,2
"2979","1973/1974",6,1973-09-08,"15:30","Eintracht Frankfurt","Hamburger SV",1,0,0,0
"2980","1973/1974",6,1973-09-08,"15:30","1. FC Koeln","VfL Bochum",2,2,1,0
"2981","1973/1974",6,1973-09-08,"15:30","FC Schalke 04","FC Bayern Muenchen",5,5,5,2
"2982","1973/1974",6,1973-09-08,"15:30","Wuppertaler SV","Fortuna Koeln",0,0,0,0
"2983","1973/1974",7,1973-09-14,"20:00","Fortuna Koeln","FC Schalke 04",1,1,0,0
"2984","1973/1974",7,1973-09-14,"20:00","Borussia Moenchengladbach","Hannover 96",4,3,2,1
"2985","1973/1974",7,1973-09-15,"15:30","Hertha BSC Berlin","Fortuna Duesseldorf",2,0,0,0
"2986","1973/1974",7,1973-09-15,"15:30","VfL Bochum","MSV Duisburg",3,0,1,0
"2987","1973/1974",7,1973-09-15,"15:30","Rot-Weiss Essen","Wuppertaler SV",2,1,0,1
"2988","1973/1974",7,1973-09-15,"15:30","Hamburger SV","1. FC Koeln",3,1,2,1
"2989","1973/1974",7,1973-09-15,"15:30","FC Bayern Muenchen","SV Werder Bremen",2,2,1,1
"2990","1973/1974",7,1973-09-15,"15:30","VfB Stuttgart","1. FC Kaiserslautern",3,4,3,2
"2991","1973/1974",7,1973-10-23,"15:30","Kickers Offenbach","Eintracht Frankfurt",5,2,3,1
"2992","1973/1974",8,1973-09-21,"20:00","MSV Duisburg","Hamburger SV",0,0,0,0
"2993","1973/1974",8,1973-09-21,"20:00","1. FC Kaiserslautern","VfL Bochum",0,2,0,1
"2994","1973/1974",8,1973-09-22,"15:30","SV Werder Bremen","Fortuna Koeln",2,0,1,0
"2995","1973/1974",8,1973-09-22,"15:30","Fortuna Duesseldorf","VfB Stuttgart",2,0,0,0
"2996","1973/1974",8,1973-09-22,"15:30","Eintracht Frankfurt","Borussia Moenchengladbach",1,0,0,0
"2997","1973/1974",8,1973-09-22,"15:30","Hannover 96","FC Bayern Muenchen",3,1,3,0
"2998","1973/1974",8,1973-09-22,"15:30","1. FC Koeln","Kickers Offenbach",2,0,1,0
"2999","1973/1974",8,1973-09-22,"15:30","FC Schalke 04","Rot-Weiss Essen",3,1,1,1
"3000","1973/1974",8,1973-09-22,"15:30","Wuppertaler SV","Hertha BSC Berlin",2,1,2,1
"3001","1973/1974",9,1973-09-28,"20:00","Rot-Weiss Essen","SV Werder Bremen",3,1,0,0
"3002","1973/1974",9,1973-09-28,"20:00","Wuppertaler SV","Fortuna Duesseldorf",2,2,1,1
"3003","1973/1974",9,1973-09-29,"15:30","Hertha BSC Berlin","FC Schalke 04",1,0,0,0
"3004","1973/1974",9,1973-09-29,"15:30","VfL Bochum","VfB Stuttgart",0,0,0,0
"3005","1973/1974",9,1973-09-29,"15:30","Hamburger SV","1. FC Kaiserslautern",0,2,0,0
"3006","1973/1974",9,1973-09-29,"15:30","Fortuna Koeln","Hannover 96",2,2,0,2
"3007","1973/1974",9,1973-09-29,"15:30","Borussia Moenchengladbach","1. FC Koeln",1,1,0,1
"3008","1973/1974",9,1973-09-29,"15:30","FC Bayern Muenchen","Eintracht Frankfurt",2,2,2,1
"3009","1973/1974",9,1973-09-29,"15:30","Kickers Offenbach","MSV Duisburg",2,0,1,0
"3010","1973/1974",10,1973-10-05,"20:00","SV Werder Bremen","Hertha BSC Berlin",4,1,3,1
"3011","1973/1974",10,1973-10-06,"15:30","MSV Duisburg","Borussia Moenchengladbach",1,2,0,1
"3012","1973/1974",10,1973-10-06,"15:30","Fortuna Duesseldorf","VfL Bochum",1,1,1,1
"3013","1973/1974",10,1973-10-06,"15:30","Eintracht Frankfurt","Fortuna Koeln",4,2,0,1
"3014","1973/1974",10,1973-10-06,"15:30","Hannover 96","Rot-Weiss Essen",1,2,1,1
"3015","1973/1974",10,1973-10-06,"15:30","1. FC Kaiserslautern","Kickers Offenbach",3,0,1,0
"3016","1973/1974",10,1973-10-06,"15:30","1. FC Koeln","FC Bayern Muenchen",4,3,3,2
"3017","1973/1974",10,1973-10-06,"15:30","FC Schalke 04","Wuppertaler SV",4,2,1,0
"3018","1973/1974",10,1973-10-06,"15:30","VfB Stuttgart","Hamburger SV",3,0,1,0
"3019","1973/1974",11,1973-10-16,"20:00","Rot-Weiss Essen","Eintracht Frankfurt",6,3,3,2
"3020","1973/1974",11,1973-10-17,"15:30","Hertha BSC Berlin","Hannover 96",4,2,2,0
"3021","1973/1974",11,1973-10-17,"15:30","Hamburger SV","VfL Bochum",5,0,3,0
"3022","1973/1974",11,1973-10-17,"15:30","Fortuna Koeln","1. FC Koeln",0,2,0,1
"3023","1973/1974",11,1973-10-17,"15:30","Borussia Moenchengladbach","1. FC Kaiserslautern",2,2,1,0
"3024","1973/1974",11,1973-10-17,"15:30","FC Bayern Muenchen","MSV Duisburg",4,2,2,2
"3025","1973/1974",11,1973-10-17,"15:30","Kickers Offenbach","VfB Stuttgart",2,1,1,1
"3026","1973/1974",11,1973-10-17,"15:30","FC Schalke 04","Fortuna Duesseldorf",4,2,4,1
"3027","1973/1974",11,1973-10-17,"15:30","Wuppertaler SV","SV Werder Bremen",4,1,1,0
"3028","1973/1974",12,1973-10-19,"20:00","MSV Duisburg","Fortuna Koeln",1,3,1,2
"3029","1973/1974",12,1973-10-20,"15:30","SV Werder Bremen","FC Schalke 04",2,1,0,1
"3030","1973/1974",12,1973-10-20,"15:30","Eintracht Frankfurt","Hertha BSC Berlin",2,0,1,0
"3031","1973/1974",12,1973-10-20,"15:30","Hannover 96","Wuppertaler SV",1,1,0,0
"3032","1973/1974",12,1973-10-20,"15:30","1. FC Kaiserslautern","FC Bayern Muenchen",7,4,1,3
"3033","1973/1974",12,1973-10-20,"15:30","1. FC Koeln","Rot-Weiss Essen",3,2,2,1
"3034","1973/1974",12,1973-10-20,"15:30","VfB Stuttgart","Borussia Moenchengladbach",6,1,1,0
"3035","1973/1974",12,1973-11-24,"15:30","VfL Bochum","Kickers Offenbach",4,1,4,0
"3036","1973/1974",12,1973-11-24,"15:30","Fortuna Duesseldorf","Hamburger SV",2,0,2,0
"3037","1973/1974",13,1973-10-27,"15:30","Hertha BSC Berlin","1. FC Koeln",2,2,2,0
"3038","1973/1974",13,1973-10-27,"15:30","SV Werder Bremen","Fortuna Duesseldorf",0,0,0,0
"3039","1973/1974",13,1973-10-27,"15:30","Rot-Weiss Essen","MSV Duisburg",4,2,4,0
"3040","1973/1974",13,1973-10-27,"15:30","Fortuna Koeln","1. FC Kaiserslautern",3,3,1,2
"3041","1973/1974",13,1973-10-27,"15:30","Borussia Moenchengladbach","VfL Bochum",2,0,2,0
"3042","1973/1974",13,1973-10-27,"15:30","FC Bayern Muenchen","VfB Stuttgart",3,0,2,0
"3043","1973/1974",13,1973-10-27,"15:30","Kickers Offenbach","Hamburger SV",2,5,1,3
"3044","1973/1974",13,1973-10-27,"15:30","FC Schalke 04","Hannover 96",3,1,1,1
"3045","1973/1974",13,1973-10-27,"15:30","Wuppertaler SV","Eintracht Frankfurt",1,1,1,1
"3046","1973/1974",14,1973-11-02,"20:00","MSV Duisburg","Hertha BSC Berlin",1,1,1,1
"3047","1973/1974",14,1973-11-02,"20:00","1. FC Koeln","Wuppertaler SV",0,0,0,0
"3048","1973/1974",14,1973-11-03,"15:30","VfL Bochum","FC Bayern Muenchen",0,1,0,1
"3049","1973/1974",14,1973-11-03,"15:30","Fortuna Duesseldorf","Kickers Offenbach",3,3,1,2
"3050","1973/1974",14,1973-11-03,"15:30","Eintracht Frankfurt","FC Schalke 04",2,1,0,0
"3051","1973/1974",14,1973-11-03,"15:30","Hamburger SV","Borussia Moenchengladbach",1,0,0,0
"3052","1973/1974",14,1973-11-03,"15:30","Hannover 96","SV Werder Bremen",0,1,0,0
"3053","1973/1974",14,1973-11-03,"15:30","1. FC Kaiserslautern","Rot-Weiss Essen",0,0,0,0
"3054","1973/1974",14,1973-11-03,"15:30","VfB Stuttgart","Fortuna Koeln",2,1,1,1
"3055","1973/1974",15,1973-11-10,"15:30","Hertha BSC Berlin","1. FC Kaiserslautern",3,1,1,0
"3056","1973/1974",15,1973-11-10,"15:30","SV Werder Bremen","Eintracht Frankfurt",1,2,0,1
"3057","1973/1974",15,1973-11-10,"15:30","Fortuna Duesseldorf","Hannover 96",2,0,0,0
"3058","1973/1974",15,1973-11-10,"15:30","Rot-Weiss Essen","VfB Stuttgart",3,3,1,1
"3059","1973/1974",15,1973-11-10,"15:30","Fortuna Koeln","VfL Bochum",2,2,0,2
"3060","1973/1974",15,1973-11-10,"15:30","FC Bayern Muenchen","Hamburger SV",4,1,1,1
"3061","1973/1974",15,1973-11-10,"15:30","Kickers Offenbach","Borussia Moenchengladbach",2,3,2,1
"3062","1973/1974",15,1973-11-10,"15:30","FC Schalke 04","1. FC Koeln",2,2,1,1
"3063","1973/1974",15,1973-11-10,"15:30","Wuppertaler SV","MSV Duisburg",2,0,1,0
"3064","1973/1974",16,1973-11-16,"20:00","MSV Duisburg","FC Schalke 04",2,0,0,0
"3065","1973/1974",16,1973-11-16,"20:00","Eintracht Frankfurt","Hannover 96",1,1,1,1
"3066","1973/1974",16,1973-11-17,"15:30","VfL Bochum","Rot-Weiss Essen",1,2,1,2
"3067","1973/1974",16,1973-11-17,"15:30","Hamburger SV","Fortuna Koeln",4,0,2,0
"3068","1973/1974",16,1973-11-17,"15:30","1. FC Kaiserslautern","Wuppertaler SV",4,0,1,0
"3069","1973/1974",16,1973-11-17,"15:30","1. FC Koeln","SV Werder Bremen",2,0,1,0
"3070","1973/1974",16,1973-11-17,"15:30","Borussia Moenchengladbach","Fortuna Duesseldorf",1,2,0,0
"3071","1973/1974",16,1973-11-17,"15:30","Kickers Offenbach","FC Bayern Muenchen",2,2,0,1
"3072","1973/1974",16,1973-11-17,"15:30","VfB Stuttgart","Hertha BSC Berlin",2,0,0,0
"3073","1973/1974",17,1973-12-08,"15:30","Fortuna Duesseldorf","Eintracht Frankfurt",1,0,1,0
"3074","1973/1974",17,1973-12-08,"15:30","Rot-Weiss Essen","Hamburger SV",1,1,1,1
"3075","1973/1974",17,1973-12-08,"15:30","Hannover 96","1. FC Koeln",1,0,0,0
"3076","1973/1974",17,1973-12-08,"15:30","Fortuna Koeln","Kickers Offenbach",2,1,1,0
"3077","1973/1974",17,1973-12-08,"15:30","FC Bayern Muenchen","Borussia Moenchengladbach",4,3,3,2
"3078","1973/1974",17,1973-12-08,"15:30","FC Schalke 04","1. FC Kaiserslautern",3,3,2,0
"3079","1973/1974",17,1973-12-08,"15:30","Wuppertaler SV","VfB Stuttgart",3,4,2,0
"3080","1973/1974",17,1973-12-11,"20:00","Hertha BSC Berlin","VfL Bochum",4,2,3,1
"3081","1973/1974",17,1973-12-29,"15:30","SV Werder Bremen","MSV Duisburg",1,2,0,2
"3082","1973/1974",18,1974-01-05,"15:30","Hertha BSC Berlin","Hamburger SV",2,1,0,0
"3083","1973/1974",18,1974-01-05,"15:30","SV Werder Bremen","1. FC Kaiserslautern",3,1,1,0
"3084","1973/1974",18,1974-01-05,"15:30","Fortuna Duesseldorf","FC Bayern Muenchen",4,2,1,1
"3085","1973/1974",18,1974-01-05,"15:30","Rot-Weiss Essen","Kickers Offenbach",1,2,1,1
"3086","1973/1974",18,1974-01-05,"15:30","Eintracht Frankfurt","1. FC Koeln",2,1,1,1
"3087","1973/1974",18,1974-01-05,"15:30","Hannover 96","MSV Duisburg",2,2,1,1
"3088","1973/1974",18,1974-01-05,"15:30","Fortuna Koeln","Borussia Moenchengladbach",3,5,1,2
"3089","1973/1974",18,1974-01-05,"15:30","FC Schalke 04","VfB Stuttgart",2,3,1,2
"3090","1973/1974",18,1974-01-05,"15:30","Wuppertaler SV","VfL Bochum",2,0,1,0
"3091","1973/1974",19,1974-01-12,"15:30","VfL Bochum","FC Schalke 04",2,5,0,3
"3092","1973/1974",19,1974-01-12,"15:30","MSV Duisburg","Eintracht Frankfurt",1,1,0,1
"3093","1973/1974",19,1974-01-12,"15:30","Hamburger SV","Wuppertaler SV",2,1,2,1
"3094","1973/1974",19,1974-01-12,"15:30","1. FC Kaiserslautern","Hannover 96",2,1,2,0
"3095","1973/1974",19,1974-01-12,"15:30","1. FC Koeln","Fortuna Duesseldorf",4,2,2,0
"3096","1973/1974",19,1974-01-12,"15:30","Borussia Moenchengladbach","Rot-Weiss Essen",2,2,1,1
"3097","1973/1974",19,1974-01-12,"15:30","FC Bayern Muenchen","Fortuna Koeln",5,1,3,1
"3098","1973/1974",19,1974-01-12,"15:30","Kickers Offenbach","Hertha BSC Berlin",1,1,1,0
"3099","1973/1974",19,1974-01-12,"15:30","VfB Stuttgart","SV Werder Bremen",2,2,1,1
"3100","1973/1974",20,1974-01-19,"15:30","Hertha BSC Berlin","Borussia Moenchengladbach",3,4,1,3
"3101","1973/1974",20,1974-01-19,"15:30","SV Werder Bremen","VfL Bochum",1,0,1,0
"3102","1973/1974",20,1974-01-19,"15:30","Fortuna Duesseldorf","Fortuna Koeln",5,1,3,0
"3103","1973/1974",20,1974-01-19,"15:30","Rot-Weiss Essen","FC Bayern Muenchen",0,1,0,0
"3104","1973/1974",20,1974-01-19,"15:30","Eintracht Frankfurt","1. FC Kaiserslautern",3,1,2,0
"3105","1973/1974",20,1974-01-19,"15:30","Hannover 96","VfB Stuttgart",3,0,2,0
"3106","1973/1974",20,1974-01-19,"15:30","1. FC Koeln","MSV Duisburg",5,1,3,1
"3107","1973/1974",20,1974-01-19,"15:30","FC Schalke 04","Hamburger SV",3,1,3,1
"3108","1973/1974",20,1974-01-30,"20:00","Wuppertaler SV","Kickers Offenbach",1,1,1,0
"3109","1973/1974",21,1974-01-26,"15:30","VfL Bochum","Hannover 96",3,1,1,1
"3110","1973/1974",21,1974-01-26,"15:30","MSV Duisburg","Fortuna Duesseldorf",0,1,0,0
"3111","1973/1974",21,1974-01-26,"15:30","Hamburger SV","SV Werder Bremen",3,0,1,0
"3112","1973/1974",21,1974-01-26,"15:30","1. FC Kaiserslautern","1. FC Koeln",1,2,1,1
"3113","1973/1974",21,1974-01-26,"15:30","Fortuna Koeln","Rot-Weiss Essen",1,3,0,1
"3114","1973/1974",21,1974-01-26,"15:30","Borussia Moenchengladbach","Wuppertaler SV",7,1,2,1
"3115","1973/1974",21,1974-01-26,"15:30","FC Bayern Muenchen","Hertha BSC Berlin",3,1,1,0
"3116","1973/1974",21,1974-01-26,"15:30","Kickers Offenbach","FC Schalke 04",1,2,0,1
"3117","1973/1974",21,1974-01-26,"15:30","VfB Stuttgart","Eintracht Frankfurt",3,1,2,0
"3118","1973/1974",22,1974-02-02,"15:30","Hertha BSC Berlin","Fortuna Koeln",1,1,1,1
"3119","1973/1974",22,1974-02-02,"15:30","SV Werder Bremen","Kickers Offenbach",0,2,0,2
"3120","1973/1974",22,1974-02-02,"15:30","MSV Duisburg","1. FC Kaiserslautern",2,1,1,0
"3121","1973/1974",22,1974-02-02,"15:30","Fortuna Duesseldorf","Rot-Weiss Essen",3,0,0,0
"3122","1973/1974",22,1974-02-02,"15:30","Eintracht Frankfurt","VfL Bochum",3,1,1,0
"3123","1973/1974",22,1974-02-02,"15:30","Hannover 96","Hamburger SV",2,2,2,1
"3124","1973/1974",22,1974-02-02,"15:30","1. FC Koeln","VfB Stuttgart",5,2,3,0
"3125","1973/1974",22,1974-02-02,"15:30","FC Schalke 04","Borussia Moenchengladbach",2,0,1,0
