"","county","population","top","second","third"
"1336","minnesota,goodhue",44127,"German","Norwegian","Swedish"
"1337","minnesota,grant",6289,"Norwegian","German","Swedish"
"1338","minnesota,hennepin",1116200,"German","Norwegian","Irish"
"1339","minnesota,houston",19718,"German","Norwegian","Irish"
"1340","minnesota,hubbard",18376,"German","Norwegian","English"
"1341","minnesota,isanti",31287,"German","Swedish","Norwegian"
"1342","minnesota,itasca",43992,"German","Norwegian","Finnish"
"1343","minnesota,jackson",11268,"German","Norwegian","American"
"1344","minnesota,kanabec",14996,"German","Swedish","Norwegian"
"1345","minnesota,kandiyohi",41203,"German","Norwegian","Swedish"
"1346","minnesota,kittson",5285,"Norwegian","Swedish","German"
"1347","minnesota,koochiching",14355,"Norwegian","German","Swedish"
"1348","minnesota,lac qui parle",8067,"Norwegian","German","Swedish"
"1349","minnesota,lake",11058,"Norwegian","German","Swedish"
"1350","minnesota,lake of the woods",4522,"Norwegian","German","Swedish"
"1351","minnesota,le sueur",25426,"German","Czech","Norwegian"
"1352","minnesota,lincoln",6429,"German","Norwegian","Polish"
"1353","minnesota,lyon",25425,"German","Norwegian","Belgian"
"1354","minnesota,mcleod",34898,"German","Norwegian","Swedish"
"1355","minnesota,mahnomen",5190,"German","Norwegian","Czech"
"1356","minnesota,marshall",10155,"Norwegian","Polish","German"
"1357","minnesota,martin",21802,"German","Norwegian","Swedish"
"1358","minnesota,meeker",22644,"German","Swedish","Norwegian"
"1359","minnesota,mille lacs",22330,"German","Swedish","Norwegian"
"1360","minnesota,morrison",31712,"German","Polish","Norwegian"
"1361","minnesota,mower",38603,"German","Norwegian","Irish"
"1362","minnesota,murray",9165,"German","Norwegian","Dutch"
"1363","minnesota,nicollet",29771,"German","Norwegian","Swedish"
"1364","minnesota,nobles",20832,"German","Dutch","Norwegian"
"1365","minnesota,norman",7442,"Norwegian","German","Swedish"
"1366","minnesota,olmsted",124277,"German","Norwegian","Irish"
"1367","minnesota,otter tail",57159,"German","Norwegian","Swedish"
"1368","minnesota,pennington",13584,"Norwegian","German","Swedish"
"1369","minnesota,pine",26530,"German","Swedish","Norwegian"
"1370","minnesota,pipestone",9895,"German","Dutch","Norwegian"
"1371","minnesota,polk",31369,"Norwegian","German","French (except Basque)"
"1372","minnesota,pope",11236,"Norwegian","German","Swedish"
"1373","minnesota,ramsey",511035,"German","Norwegian","Irish"
"1374","minnesota,red lake",4299,"Norwegian","German","French (except Basque)"
"1375","minnesota,redwood",16815,"German","Norwegian","American"
"1376","minnesota,renville",17154,"German","Norwegian","Swedish"
"1377","minnesota,rice",56665,"German","Norwegian","Irish"
"1378","minnesota,rock",9721,"German","Dutch","Norwegian"
"1379","minnesota,roseau",16338,"Norwegian","German","Swedish"
"1380","minnesota,st louis",200528,"German","Norwegian","Finnish"
"1381","minnesota,scott",89498,"German","Norwegian","Irish"
"1382","minnesota,sherburne",64417,"German","Norwegian","Swedish"
"1383","minnesota,sibley",15356,"German","Norwegian","Swedish"
"1384","minnesota,stearns",133166,"German","Norwegian","Polish"
"1385","minnesota,steele",33680,"German","Norwegian","Czech"
"1386","minnesota,stevens",10053,"German","Norwegian","Irish"
"1387","minnesota,swift",11956,"German","Norwegian","Swedish"
"1388","minnesota,todd",24426,"German","Norwegian","Polish"
"1389","minnesota,traverse",4134,"German","Norwegian","Swedish"
"1390","minnesota,wabasha",21610,"German","Norwegian","Irish"
"1391","minnesota,wadena",13713,"German","Norwegian","Finnish"
"1392","minnesota,waseca",19526,"German","Norwegian","Irish"
"1393","minnesota,washington",201130,"German","Norwegian","Irish"
"1394","minnesota,watonwan",11876,"German","Norwegian","Swedish"
"1395","minnesota,wilkin",7138,"German","Norwegian","Swedish"
"1396","minnesota,winona",49985,"German","Norwegian","Polish"
"1397","minnesota,wright",89986,"German","Norwegian","Swedish"
"1398","minnesota,yellow medicine",11080,"Norwegian","German","Swedish"
"1399","mississippi,adams",34340,"American","English","Irish"
"1400","mississippi,alcorn",34558,"American","English","Irish"
"1401","mississippi,amite",13599,"American","English","Irish"
"1402","mississippi,attala",19661,"American","Irish","English"
"1403","mississippi,benton",8026,"American","English","Irish"
"1404","mississippi,bolivar",40633,"American","Irish","English"
"1405","mississippi,calhoun",15069,"American","Irish","English"
"1406","mississippi,carroll",10769,"American","Irish","English"
"1407","mississippi,chickasaw",19440,"American","Irish","English"
"1408","mississippi,choctaw",9758,"American","Irish","English"
"1409","mississippi,claiborne",11831,"American","English","Scotch Irish"
"1410","mississippi,clarke",17955,"American","Irish","English"
"1411","mississippi,clay",21979,"American","Irish","English"
"1412","mississippi,coahoma",30622,"American","English","Irish"
"1413","mississippi,copiah",28757,"American","English","Irish"
"1414","mississippi,covington",19407,"American","Irish","English"
"1415","mississippi,de soto",107199,"American","Irish","English"
"1416","mississippi,forrest",72604,"American","Irish","English"
"1417","mississippi,franklin",8448,"American","English","Irish"
"1418","mississippi,george",19144,"American","Irish","English"
"1419","mississippi,greene",13299,"American","English","Irish"
"1420","mississippi,grenada",23263,"American","Irish","English"
"1421","mississippi,hancock",42967,"American","French (except Basque)","German"
"1422","mississippi,harrison",189601,"American","German","Irish"
"1423","mississippi,hinds",250800,"American","English","Irish"
"1424","mississippi,holmes",21609,"American","English","Irish"
"1425","mississippi,humphreys",11206,"American","Irish","Subsaharan African"
"1426","mississippi,issaquena",2274,"American","English","Irish"
"1427","mississippi,itawamba",22770,"American","English","Irish"
"1428","mississippi,jackson",131420,"American","English","Irish"
"1429","mississippi,jasper",18149,"American","Irish","English"
"1430","mississippi,jefferson",9740,"American","Subsaharan African","Subsaharan African:African"
"1431","mississippi,jefferson davis",13962,"American","Irish","English"
"1432","mississippi,jones",64958,"American","Irish","English"
"1433","mississippi,kemper",10453,"American","English","Irish"
"1434","mississippi,lafayette",38744,"American","English","Irish"
"1435","mississippi,lamar",39070,"American","English","Irish"
"1436","mississippi,lauderdale",78161,"American","Irish","English"
"1437","mississippi,lawrence",13258,"American","English","Irish"
"1438","mississippi,leake",20940,"American","Irish","English"
"1439","mississippi,lee",75755,"American","Irish","English"
"1440","mississippi,leflore",37947,"American","Irish","English"
"1441","mississippi,lincoln",33166,"American","English","Irish"
"1442","mississippi,lowndes",61586,"American","English","Irish"
"1443","mississippi,madison",74674,"American","English","Irish"
"1444","mississippi,marion",25595,"American","English","Irish"
"1445","mississippi,marshall",34993,"American","English","Irish"
"1446","mississippi,monroe",38014,"American","Irish","English"
"1447","mississippi,montgomery",12189,"American","Irish","English"
"1448","mississippi,neshoba",28684,"American","Irish","English"
"1449","mississippi,newton",21838,"American","Irish","English"
"1450","mississippi,noxubee",12548,"American","German","English"
"1451","mississippi,oktibbeha",42902,"American","English","Irish"
"1452","mississippi,panola",34274,"American","Irish","English"
"1453","mississippi,pearl river",48621,"American","French (except Basque)","English"
"1454","mississippi,perry",12138,"American","English","Irish"
"1455","mississippi,pike",38940,"American","English","Irish"
"1456","mississippi,pontotoc",26726,"American","Irish","English"
"1457","mississippi,prentiss",25556,"American","Irish","English"
"1458","mississippi,quitman",10117,"American","Irish","English"
"1459","mississippi,rankin",115327,"American","Irish","English"
"1460","mississippi,scott",28423,"American","Irish","English"
"1461","mississippi,sharkey",6580,"American","English","Irish"
"1462","mississippi,simpson",27639,"American","Irish","English"
"1463","mississippi,smith",16182,"American","Irish","English"
"1464","mississippi,stone",13622,"American","Irish","English"
"1465","mississippi,sunflower",34369,"American","Irish","English"
"1466","mississippi,tallahatchie",14903,"American","Irish","English"
"1467","mississippi,tate",25370,"American","Irish","English"
"1468","mississippi,tippah",20826,"American","Irish","English"
"1469","mississippi,tishomingo",19163,"American","Irish","English"
"1470","mississippi,tunica",9227,"American","English","Irish"
"1471","mississippi,union",25362,"American","Irish","English"
"1472","mississippi,walthall",15156,"American","Irish","English"
"1473","mississippi,warren",49644,"American","Irish","English"
"1474","mississippi,washington",62977,"American","Irish","English"
"1475","mississippi,wayne",21216,"American","Irish","English"
"1476","mississippi,webster",10294,"American","English","Irish"
"1477","mississippi,wilkinson",10312,"American","English","Irish"
"1478","mississippi,winston",20160,"American","Irish","English"
"1479","mississippi,yalobusha",13051,"American","Irish","English"
"1480","mississippi,yazoo",28149,"American","Irish","English"
"1481","missouri,adair",24977,"German","American","Irish"
"1482","missouri,andrew",16492,"German","American","Irish"
"1483","missouri,atchison",6430,"German","American","Irish"
"1484","missouri,audrain",25853,"German","American","English"
"1485","missouri,barry",34010,"American","German","English"
"1486","missouri,barton",12541,"American","German","Irish"
"1487","missouri,bates",16653,"American","German","English"
"1488","missouri,benton",17180,"German","American","English"
"1489","missouri,bollinger",12029,"German","American","Irish"
"1490","missouri,boone",135454,"German","American","English"
"1491","missouri,buchanan",85998,"German","American","Irish"
"1492","missouri,butler",40867,"American","German","Irish"
"1493","missouri,caldwell",8969,"American","German","English"
"1494","missouri,callaway",40766,"German","American","English"
"1495","missouri,camden",37051,"German","American","English"
"1496","missouri,cape girardeau",68693,"German","American","Irish"
"1497","missouri,carroll",10285,"German","American","English"
"1498","missouri,carter",5941,"American","Irish","German"
"1499","missouri,cass",82092,"German","American","Irish"
"1500","missouri,cedar",13733,"American","German","English"
"1501","missouri,chariton",8438,"German","American","English"
"1502","missouri,christian",54285,"American","German","English"
"1503","missouri,clark",7416,"German","American","Irish"
"1504","missouri,clay",184006,"German","American","English"
"1505","missouri,clinton",18979,"American","German","English"
"1506","missouri,cole",71397,"German","American","English"
"1507","missouri,cooper",16670,"German","American","English"
"1508","missouri,crawford",22804,"German","American","Irish"
"1509","missouri,dade",7923,"American","German","English"
"1510","missouri,dallas",15661,"American","German","English"
"1511","missouri,daviess",8016,"American","German","English"
"1512","missouri,de kalb",11597,"German","American","English"
"1513","missouri,dent",14927,"American","German","Irish"
"1514","missouri,douglas",13084,"American","English","German"
"1515","missouri,dunklin",33155,"American","Irish","German"
