"","rate.male","LCL95.male","UCL95.male","rate.female","LCL95.female","UCL95.female","state","county"
"kansas,morris",253.1,188.4,342.7,140.8,99.8,205,"Kansas","Morris County"
"kansas,shawnee",251.5,235.7,268.3,166.3,155.5,177.8,"Kansas","Shawnee County"
"kansas,osborne",250.4,177.7,360.9,194.9,136.7,295.2,"Kansas","Osborne County"
"kansas,jefferson",250.3,204.3,304.7,146.6,115.4,185.2,"Kansas","Jefferson County"
"kansas,anderson",248.6,190.8,322.7,147.3,107.8,201.6,"Kansas","Anderson County"
"kansas,sheridan",248,154.5,404.3,NA,NA,NA,"Kansas","Sheridan County"
"kansas,wichita",245.8,145.3,399.9,NA,NA,NA,"Kansas","Wichita County"
"kansas,sedgwick",245.2,234.7,256.1,172.9,165.5,180.6,"Kansas","Sedgwick County"
"kansas,sherman",243.8,176.2,332.7,144.3,99.1,209.9,"Kansas","Sherman County"
"kansas,dickinson",243.7,204.2,289.9,167.7,138.3,203.7,"Kansas","Dickinson County"
"kansas,rooks",242,175.2,332,148.5,97.8,225.9,"Kansas","Rooks County"
"kansas,rush",238.9,161.4,360.6,170.8,108.9,280.1,"Kansas","Rush County"
"kansas,thomas",237,170.7,322.5,114.8,75.9,172.3,"Kansas","Thomas County"
"kansas,butler",236.9,210.6,265.9,165.9,146.9,187.1,"Kansas","Butler County"
"kansas,kingman",236,181.5,307.1,177,131.2,240.2,"Kansas","Kingman County"
"kansas,ford",235.6,198.4,278.2,162.2,134.3,194.4,"Kansas","Ford County"
"kansas,linn",235.2,183.8,300,177.6,135.3,232.9,"Kansas","Linn County"
"kansas,osage",234.6,191.9,285.4,143.6,113.7,180.9,"Kansas","Osage County"
"kansas,wilson",234.1,183.9,297.2,149.2,111.8,199,"Kansas","Wilson County"
"kansas,stafford",231.6,159.1,339.4,125.9,82.4,208.1,"Kansas","Stafford County"
"kansas,trego",231.2,150.2,361.7,126.4,75.4,237.2,"Kansas","Trego County"
"kansas,saline",230.9,204.3,260.3,130.7,113.8,149.8,"Kansas","Saline County"
"kansas,rice",230.1,178.7,295.2,157,120,206.7,"Kansas","Rice County"
"kansas,morton",226.7,132.9,368.2,NA,NA,NA,"Kansas","Morton County"
"kansas,stevens",226.6,146,338.5,199.8,135.5,288.2,"Kansas","Stevens County"
"kansas,gove",225.6,144.1,364.3,NA,NA,NA,"Kansas","Gove County"
"kansas,pratt",223.5,170.7,291,139.2,101.3,191.2,"Kansas","Pratt County"
"kansas,phillips",223.4,162.3,309.5,166.5,117.4,243.4,"Kansas","Phillips County"
"kansas,ellis",223.1,187.4,264.1,125.8,102.5,153.9,"Kansas","Ellis County"
"kansas,brown",222.4,174.3,283.3,118.4,86.2,162.9,"Kansas","Brown County"
"kansas,meade",222.2,147.2,326.4,157.7,101.3,244,"Kansas","Meade County"
"kansas,franklin",221.5,184.6,263.9,164,136.6,196.1,"Kansas","Franklin County"
"kansas,reno",220.1,198.4,243.6,153.1,136.9,171,"Kansas","Reno County"
"kansas,ellsworth",218.2,157.8,301.6,137.4,94.9,205.7,"Kansas","Ellsworth County"
"kansas,russell",217.5,164.5,290,139.3,101.8,198.7,"Kansas","Russell County"
"kansas,marshall",216.1,171.7,273.1,159,123.5,209.2,"Kansas","Marshall County"
"kansas,lincoln",215.7,142.7,330.8,137.5,81.9,241.2,"Kansas","Lincoln County"
"kansas,greenwood",215.4,162.1,286.8,190.2,143.8,253.2,"Kansas","Greenwood County"
"kansas,marion",214.5,173.3,265.9,122.1,93.6,160.9,"Kansas","Marion County"
"kansas,norton",214.2,152,299,137.7,91.2,214.6,"Kansas","Norton County"
"kansas,ness",213.8,142.6,339.6,141.7,85.4,267.8,"Kansas","Ness County"
"kansas,rawlins",211.6,137.5,377.6,159,99,312.5,"Kansas","Rawlins County"
"kansas,jewell",210.3,144.4,326.6,140,88.2,257.5,"Kansas","Jewell County"
"kansas,woodson",210,139.5,320.6,149.7,90.4,253.8,"Kansas","Woodson County"
"kansas,washington",209.5,153.9,286.6,116.5,80.1,183,"Kansas","Washington County"
"kansas,scott",207.4,139.5,303.9,163.6,110.9,245.3,"Kansas","Scott County"
"kansas,lyon",206.3,173.3,243.9,142.2,119,169,"Kansas","Lyon County"
"kansas,jackson",206,159.4,263.1,181,141.6,230.3,"Kansas","Jackson County"
"kansas,douglas",205.6,182.1,231.6,165,147.3,184.4,"Kansas","Douglas County"
"kansas,riley",205.6,175.7,239.3,134.8,113.8,158.9,"Kansas","Riley County"
"kansas,haskell",205.4,116.5,340.8,NA,NA,NA,"Kansas","Haskell County"
"kansas,pawnee",204.9,148.9,279.4,176.3,127.8,247.3,"Kansas","Pawnee County"
"kansas,finney",204.8,165.8,251.6,129.2,103.9,158.9,"Kansas","Finney County"
"kansas,harvey",204.2,175.3,236.9,180.9,156.6,208.7,"Kansas","Harvey County"
"kansas,seward",202.9,157.6,257.9,134.5,103,173,"Kansas","Seward County"
"kansas,miami",202.3,166.5,244.1,168,139.9,200.6,"Kansas","Miami County"
"kansas,johnson",200.7,190.7,211.1,152,144.9,159.4,"Kansas","Johnson County"
"kansas,wabaunsee",197.5,138.5,278.5,137.2,92.1,205.3,"Kansas","Wabaunsee County"
"kansas,cloud",195,150.7,253.1,155.8,118.7,206.4,"Kansas","Cloud County"
"kansas,mitchell",194.7,141.1,268.9,151,108.1,218.6,"Kansas","Mitchell County"
"kansas,mcpherson",189.1,160.2,222.4,146.4,123.5,173.4,"Kansas","McPherson County"
"kansas,gray",186.4,119.2,280.1,164.8,107.9,244.2,"Kansas","Gray County"
"kansas,clay",176.4,131.4,236,130.9,95.3,182.3,"Kansas","Clay County"
"kansas,kiowa",174.8,104.6,301,NA,NA,NA,"Kansas","Kiowa County"
"kansas,graham",173.5,105.6,309,151,92.8,275.7,"Kansas","Graham County"
"kansas,republic",162.3,114.8,239.3,175.3,125.5,264.2,"Kansas","Republic County"
"kansas,nemaha",152.6,114.4,203.6,154,114,208.9,"Kansas","Nemaha County"
"kentucky,gallatin",433,330.1,563,231.4,168.6,311.3,"Kentucky","Gallatin County"
"kentucky,mccreary",384.6,314.8,468.2,211.6,170.4,260.3,"Kentucky","McCreary County"
"kentucky,powell",369.9,295.7,461.5,173.6,131,226.4,"Kentucky","Powell County"
"kentucky,bell",366,319.3,418.7,194.7,167.5,225.7,"Kentucky","Bell County"
"kentucky,owsley",363.1,267.1,486.7,196.5,132.3,286.8,"Kentucky","Owsley County"
"kentucky,elliott",362.9,270.9,478.7,157.3,107.6,226.1,"Kentucky","Elliott County"
"kentucky,metcalfe",362.7,285.4,459.5,152.2,112.9,203.1,"Kentucky","Metcalfe County"
"kentucky,union",358.3,294.6,433.3,199.7,160.4,246.9,"Kentucky","Union County"
"kentucky,bourbon",355.7,299.3,420.7,181.6,149.3,219.8,"Kentucky","Bourbon County"
"kentucky,wolfe",355.5,267.4,466.4,271.4,200.9,360.3,"Kentucky","Wolfe County"
"kentucky,boyd",344,310.2,381.1,202.5,181.8,225.4,"Kentucky","Boyd County"
"kentucky,perry",343.9,296.2,398.6,227.8,196.1,263.6,"Kentucky","Perry County"
"kentucky,letcher",339.8,290.3,396.9,199.8,168.9,235.5,"Kentucky","Letcher County"
"kentucky,carter",337.9,289.4,393.8,204.6,173.7,239.8,"Kentucky","Carter County"
"kentucky,knox",336.3,292.8,385.4,190.6,163.4,221.5,"Kentucky","Knox County"
"kentucky,pike",335.2,303,370.7,197.1,177.9,218,"Kentucky","Pike County"
"kentucky,harlan",333.6,292.1,380.3,218.2,190.6,249.2,"Kentucky","Harlan County"
"kentucky,butler",333.1,265.7,415.7,150.8,114,196.8,"Kentucky","Butler County"
"kentucky,mercer",333.1,283.1,390.3,188.4,157.2,225,"Kentucky","Mercer County"
"kentucky,floyd",333,295.2,375.1,230.9,204.7,260,"Kentucky","Floyd County"
"kentucky,lincoln",330.7,281.3,387.6,172.5,142.7,207,"Kentucky","Lincoln County"
"kentucky,knott",329.8,272.7,397.6,172.9,137.5,215.8,"Kentucky","Knott County"
"kentucky,owen",327.3,259.7,409.3,147.7,108.3,198,"Kentucky","Owen County"
"kentucky,lawrence",325.1,264.3,399.5,222.1,179.9,272.4,"Kentucky","Lawrence County"
"kentucky,martin",325.1,248.6,425.3,202.2,154.5,260.9,"Kentucky","Martin County"
"kentucky,boyle",322.8,278,373.8,173.4,146.8,204.3,"Kentucky","Boyle County"
"kentucky,estill",322.7,262.3,394.9,194.3,155.9,240.4,"Kentucky","Estill County"
"kentucky,nelson",322.5,280.2,370.8,172.8,147.6,201.1,"Kentucky","Nelson County"
"kentucky,grant",322.2,265.7,389.1,212.9,175.3,256.7,"Kentucky","Grant County"
"kentucky,johnson",321.7,273,378.1,206.5,174,243.9,"Kentucky","Johnson County"
"kentucky,anderson",320.6,261.7,390.6,160.2,127,200.1,"Kentucky","Anderson County"
"kentucky,henry",320.5,261.1,390.7,162.7,126.2,207.3,"Kentucky","Henry County"
"kentucky,hopkins",320.5,286.2,358.2,185.8,165,208.9,"Kentucky","Hopkins County"
"kentucky,rockcastle",318.4,261.2,385.3,194.5,157.2,239,"Kentucky","Rockcastle County"
"kentucky,greenup",317.6,279.9,359.9,184.6,160.9,211.5,"Kentucky","Greenup County"
"kentucky,ohio",316.8,271.2,368.5,177.6,148.3,211.8,"Kentucky","Ohio County"
"kentucky,todd",315.5,249.5,396.5,153.3,116,200.3,"Kentucky","Todd County"
"kentucky,allen",314.9,260.9,377.9,177.4,143.6,217.6,"Kentucky","Allen County"
"kentucky,webster",313.7,256.3,381.5,163.1,128.3,206,"Kentucky","Webster County"
"kentucky,mclean",313.6,246.5,395.2,188.5,143.3,245.6,"Kentucky","McLean County"
"kentucky,logan",312.9,268.8,363,175.3,147.8,206.8,"Kentucky","Logan County"
"kentucky,russell",312.2,261.3,371.7,182.9,149.3,223.4,"Kentucky","Russell County"
"kentucky,laurel",311.3,276.8,349.7,200.2,177.5,225.2,"Kentucky","Laurel County"
"kentucky,menifee",311.2,223.8,427,142.9,91.7,215.7,"Kentucky","Menifee County"
"kentucky,jackson",310.7,249.5,383.8,181.1,139.4,232.1,"Kentucky","Jackson County"
"kentucky,hancock",310,223.6,425.3,157.6,109,221.4,"Kentucky","Hancock County"
"kentucky,franklin",308.8,273.1,348.7,187.1,165.4,211.3,"Kentucky","Franklin County"
"kentucky,magoffin",308.8,242,390.8,246.2,195.1,307.1,"Kentucky","Magoffin County"
"kentucky,boone",308.5,274.3,346.8,181.2,162.1,202.1,"Kentucky","Boone County"
"kentucky,trimble",308.5,227.9,411.4,151.2,103.9,215.8,"Kentucky","Trimble County"
"kentucky,pulaski",307,278.4,338.2,186.8,167.6,208,"Kentucky","Pulaski County"
"kentucky,hardin",304.8,276.5,335.8,166.4,149.8,184.4,"Kentucky","Hardin County"
"kentucky,jefferson",304.3,295.2,313.7,189.3,183.5,195.2,"Kentucky","Jefferson County"
"kentucky,adair",300.4,249.5,359.5,151.5,120.4,189.4,"Kentucky","Adair County"
"kentucky,meade",300.3,246.5,365.9,158,125.1,197.5,"Kentucky","Meade County"
"kentucky,clay",300,250.9,357.1,196.3,161.8,236.5,"Kentucky","Clay County"
"kentucky,kenton",299.9,278.7,322.5,186.7,173.6,200.5,"Kentucky","Kenton County"
"kentucky,lee",299.9,225.5,394.2,236.7,178.9,312.9,"Kentucky","Lee County"
"kentucky,graves",299.7,265.5,337.5,161.5,140.1,185.8,"Kentucky","Graves County"
"kentucky,carroll",299.4,230.5,384.7,208.3,158.5,269.9,"Kentucky","Carroll County"
"kentucky,ballard",297.8,222.5,395.2,165,120.7,224.4,"Kentucky","Ballard County"
"kentucky,henderson",297.4,262.5,336.4,167.8,146.6,191.5,"Kentucky","Henderson County"
"kentucky,muhlenberg",297.4,259.6,339.6,170.9,146.8,198.5,"Kentucky","Muhlenberg County"
"kentucky,campbell",297.1,271.8,324.6,193.7,177.1,211.6,"Kentucky","Campbell County"
"kentucky,fulton",296.9,223.9,388.4,160.2,116.8,218.3,"Kentucky","Fulton County"
"kentucky,whitley",295.8,258.4,337.8,214.6,187.7,244.7,"Kentucky","Whitley County"
"kentucky,bullitt",295.1,257.3,338.5,190.1,165.5,217.7,"Kentucky","Bullitt County"
"kentucky,clark",294.7,253.6,342,177.1,151.7,206,"Kentucky","Clark County"
"kentucky,lewis",294,236.7,362,181.4,141.2,230.5,"Kentucky","Lewis County"
"kentucky,daviess",293.5,269.4,319.6,185.9,170.5,202.6,"Kentucky","Daviess County"
"kentucky,scott",293.5,244.4,351.2,181.5,152.4,214.7,"Kentucky","Scott County"
"kentucky,christian",291.8,260.3,326.4,169,149.4,190.7,"Kentucky","Christian County"
"kentucky,barren",290.6,256.4,328.5,151,130.2,174.7,"Kentucky","Barren County"
"kentucky,montgomery",288.7,242.3,342.7,197.7,165.5,235,"Kentucky","Montgomery County"
"kentucky,warren",288.5,262.6,316.7,178.4,161.7,196.5,"Kentucky","Warren County"
"kentucky,breckinridge",287.1,237.9,345.3,215.8,179.4,258.5,"Kentucky","Breckinridge County"
"kentucky,trigg",282.5,228.9,347.5,193.9,154.6,243.3,"Kentucky","Trigg County"
"kentucky,wayne",282.3,236.5,336.1,189.5,155.7,229.4,"Kentucky","Wayne County"
"kentucky,bracken",282.1,208.5,376.9,134.1,92.2,190.3,"Kentucky","Bracken County"
"kentucky,leslie",281.8,217.7,363.7,222.6,174.9,281,"Kentucky","Leslie County"
"kentucky,edmonson",281.5,221.6,355.1,179.9,138.6,231.3,"Kentucky","Edmonson County"
"kentucky,casey",280.4,230.6,339.1,175.7,140.9,217.7,"Kentucky","Casey County"
"kentucky,breathitt",278.9,225.1,343.1,222.2,180.2,272.8,"Kentucky","Breathitt County"
"kentucky,crittenden",278.4,216.2,357.3,189.5,145.6,246.7,"Kentucky","Crittenden County"
"kentucky,clinton",277.8,214.2,358.8,164.1,122.7,217.5,"Kentucky","Clinton County"
"kentucky,cumberland",277.5,207.2,366.9,172.4,125.9,235.9,"Kentucky","Cumberland County"
"kentucky,fleming",275.5,219.2,343.9,165.5,129.3,209.9,"Kentucky","Fleming County"
"kentucky,mason",275.2,225.3,334.4,205,169.3,247.3,"Kentucky","Mason County"
"kentucky,nicholas",273.1,198.1,368.9,199.6,146.6,270.6,"Kentucky","Nicholas County"
"kentucky,fayette",272.5,256.6,289.2,172.3,162.3,182.8,"Kentucky","Fayette County"
"kentucky,oldham",272.5,230.5,321.5,158.1,131.7,188.6,"Kentucky","Oldham County"
"kentucky,caldwell",272.4,218.2,338.3,194.8,156.1,242.6,"Kentucky","Caldwell County"
"kentucky,shelby",267.6,228.1,313.1,163.8,138,193.2,"Kentucky","Shelby County"
"kentucky,jessamine",265.7,228.6,307.9,188.3,160.6,219.6,"Kentucky","Jessamine County"
"kentucky,hickman",265.1,189.8,365.7,119.6,73.9,191.7,"Kentucky","Hickman County"
"kentucky,marion",261.6,211.3,321.5,210.7,173.3,254.6,"Kentucky","Marion County"
"kentucky,woodford",261.4,212.8,319.6,206.3,171.4,246.7,"Kentucky","Woodford County"
"kentucky,pendleton",260.8,203.4,332.2,167.9,128,216.5,"Kentucky","Pendleton County"
"kentucky,taylor",259.5,218.1,307.4,173,144.8,206.1,"Kentucky","Taylor County"
"kentucky,mccracken",255.5,230.8,282.3,163,146.9,180.9,"Kentucky","McCracken County"
"kentucky,marshall",255,220.8,293.8,157.9,135.3,184.2,"Kentucky","Marshall County"
"kentucky,garrard",254.9,202.1,319.9,168.2,131.9,213.1,"Kentucky","Garrard County"
"kentucky,grayson",254.3,215.3,299.1,181.2,150.8,216.4,"Kentucky","Grayson County"
"kentucky,simpson",253,203.5,312,174.3,139.5,216.2,"Kentucky","Simpson County"
"kentucky,harrison",252.9,206.4,308.2,166.3,133.7,205.3,"Kentucky","Harrison County"
"kentucky,lyon",251.4,189,337.2,175.2,128.8,243.4,"Kentucky","Lyon County"
"kentucky,bath",250.8,195.4,318.2,202.2,156.5,258.8,"Kentucky","Bath County"
"kentucky,larue",250.8,199.1,313.8,168.6,132.1,213.7,"Kentucky","Larue County"
"kentucky,hart",250.5,202.6,308.1,148.7,117.8,186.2,"Kentucky","Hart County"
"kentucky,rowan",249.4,202.5,306.3,134.8,105.7,170.3,"Kentucky","Rowan County"
"kentucky,carlisle",247.6,174.6,344.5,NA,NA,NA,"Kentucky","Carlisle County"
"kentucky,madison",245.3,217.2,276.6,136,119,154.9,"Kentucky","Madison County"
"kentucky,green",242.5,190.7,305.4,167.2,129.2,216.1,"Kentucky","Green County"
"kentucky,calloway",237,204.7,273.4,152.6,130,179,"Kentucky","Calloway County"
"kentucky,spencer",224.5,164.6,303.1,173.1,126.2,232.6,"Kentucky","Spencer County"
"kentucky,washington",224.1,168.7,292.9,143.7,107.6,190.7,"Kentucky","Washington County"
"kentucky,livingston",223.1,168.1,292.7,169.2,125.9,225.5,"Kentucky","Livingston County"
"kentucky,monroe",220.3,169.4,282.9,170.9,131.9,219.6,"Kentucky","Monroe County"
"kentucky,morgan",200.8,153.5,259.7,157.2,119,205.4,"Kentucky","Morgan County"
"louisiana,richland",368.6,315.6,428.4,162.4,133.5,196.5,"Louisiana","Richland Parish"
"louisiana,madison",360.9,289,445.9,193.1,149.8,246.5,"Louisiana","Madison Parish"
"louisiana,de soto",349.3,302,402.4,214.9,183.7,250.5,"Louisiana","De Soto Parish"
"louisiana,st bernard",338.4,307.7,371.9,194.5,175.7,215,"Louisiana","St. Bernard Parish"
"louisiana,washington",338.2,303.2,376.5,192.3,169.7,217.6,"Louisiana","Washington Parish"
"louisiana,avoyelles",337.5,299.8,379,199.3,175.1,226.2,"Louisiana","Avoyelles Parish"
"louisiana,st john the baptist",337.5,289.6,392.3,190.9,163,222.4,"Louisiana","St. John the Baptist Parish"
"louisiana,st martin",335,295.9,378.6,155.9,134,180.4,"Louisiana","St. Martin Parish"
"louisiana,jackson",331.8,277.1,394.9,190.2,154.5,233,"Louisiana","Jackson Parish"
"louisiana,iberville",331.6,286.4,382.8,161.5,135.4,191.3,"Louisiana","Iberville Parish"
"louisiana,winn",331.4,276.7,394.5,192.9,156.5,236.6,"Louisiana","Winn Parish"
"louisiana,orleans",327.3,315.2,339.8,198.6,191.1,206.3,"Louisiana","Orleans Parish"
"louisiana,bienville",326.2,273.4,387.9,191.2,155.9,233.9,"Louisiana","Bienville Parish"
"louisiana,webster",325.6,291.1,363.4,185.9,163.8,210.6,"Louisiana","Webster Parish"
"louisiana,evangeline",318.8,277.9,364.7,180.3,154.7,209.3,"Louisiana","Evangeline Parish"
"louisiana,tangipahoa",317.7,291,346.7,176.6,160.6,193.8,"Louisiana","Tangipahoa Parish"
"louisiana,assumption",317.5,267.2,376.2,165.1,134.1,201.3,"Louisiana","Assumption Parish"
"louisiana,west carroll",315.3,253.9,387.9,152.1,117,197.1,"Louisiana","West Carroll Parish"
"louisiana,natchitoches",313.6,273.2,358.8,175,150.6,202.6,"Louisiana","Natchitoches Parish"
"louisiana,jefferson davis",313.3,270.5,362,186.3,159.2,217,"Louisiana","Jefferson Davis Parish"
"louisiana,vernon",313.2,272.2,359.8,178.4,152.8,207.3,"Louisiana","Vernon Parish"
"louisiana,east carroll",311.9,233.3,411.1,237,179.8,309.1,"Louisiana","East Carroll Parish"
"louisiana,terrebonne",310.9,285.2,338.8,181.5,165,199.3,"Louisiana","Terrebonne Parish"
"louisiana,acadia",308.3,275.8,344.1,216.5,194.4,240.5,"Louisiana","Acadia Parish"
"louisiana,concordia",307.7,259.1,363.8,191.4,158.4,230.5,"Louisiana","Concordia Parish"
"louisiana,iberia",305.9,277.2,337.2,176.3,158,196.2,"Louisiana","Iberia Parish"
"louisiana,plaquemines",305.5,252.6,369.8,208.3,173,249.1,"Louisiana","Plaquemines Parish"
"louisiana,west baton rouge",304.1,250.1,369.8,153.5,121.4,192.4,"Louisiana","West Baton Rouge Parish"
"louisiana,grant",303.7,251.7,364.1,182.6,147.8,223.7,"Louisiana","Grant Parish"
"louisiana,bossier",300.6,274.2,329.6,178.3,162.1,195.8,"Louisiana","Bossier Parish"
"louisiana,union",299.5,254.9,350.4,167.6,139,201.3,"Louisiana","Union Parish"
"louisiana,pointe coupee",298.9,253.9,350.2,171.8,141.9,206.9,"Louisiana","Pointe Coupee Parish"
"louisiana,rapides",298.8,277.8,321.3,177.9,164.7,192,"Louisiana","Rapides Parish"
"louisiana,caldwell",297.7,231.6,380,152.7,112.6,204.3,"Louisiana","Caldwell Parish"
"louisiana,morehouse",296.4,256.7,341.1,181.3,155.8,210.3,"Louisiana","Morehouse Parish"
"louisiana,cameron",296.2,224.5,387.6,251.6,190.4,327.5,"Louisiana","Cameron Parish"
"louisiana,jefferson",294.7,283.2,306.7,181.4,174.2,189,"Louisiana","Jefferson Parish"
"louisiana,beauregard",292.4,251.8,338.9,199.6,171.2,231.7,"Louisiana","Beauregard Parish"
"louisiana,vermilion",292.1,261.7,325.4,176.7,156.4,199.1,"Louisiana","Vermilion Parish"
"louisiana,claiborne",291.9,243.5,347.9,139.7,110.4,176.2,"Louisiana","Claiborne Parish"
"louisiana,livingston",291.7,263.2,323.2,186.4,167.5,206.9,"Louisiana","Livingston Parish"
"louisiana,calcasieu",290.8,273,309.6,181.8,170.1,194.1,"Louisiana","Calcasieu Parish"
"louisiana,red river",290.7,220.4,378,155.3,112.8,210.7,"Louisiana","Red River Parish"
"louisiana,caddo",289.7,275.3,304.8,178.9,169.6,188.6,"Louisiana","Caddo Parish"
"louisiana,lafayette",289,269.5,309.8,188.8,176.2,202.1,"Louisiana","Lafayette Parish"
"louisiana,st helena",287,217.9,373.2,193.2,146.1,252,"Louisiana","St. Helena Parish"
"louisiana,st james",286.6,235.8,346.2,182.9,148.9,222.9,"Louisiana","St. James Parish"
"louisiana,tensas",286.6,207.1,388.5,241.7,177.5,329,"Louisiana","Tensas Parish"
"louisiana,st mary",284.5,251.2,321.6,165.9,145,189,"Louisiana","St. Mary Parish"
"louisiana,east feliciana",281.7,232.9,339.5,170.4,136.2,211,"Louisiana","East Feliciana Parish"
"louisiana,ascension",281.4,248,319,176,155.5,198.6,"Louisiana","Ascension Parish"
"louisiana,st landry",280.6,257,306,182.2,166.1,199.7,"Louisiana","St. Landry Parish"
"louisiana,allen",279,232.4,333.8,165.1,135.4,200.1,"Louisiana","Allen Parish"
"louisiana,lafourche",278.1,252.9,305.6,160.3,144.5,177.5,"Louisiana","LaFourche Parish"
"louisiana,st charles",274.2,236.7,317.2,173.6,148.8,201.4,"Louisiana","St. Charles Parish"
"louisiana,franklin",270.2,225.9,321.1,145.9,118.7,178.3,"Louisiana","Franklin Parish"
"louisiana,la salle",267.9,213.9,332.8,160.2,125.6,203,"Louisiana","La Salle Parish"
"louisiana,east baton rouge",265,252.5,278.2,175.9,167.8,184.3,"Louisiana","East Baton Rouge Parish"
"louisiana,st tammany",262.8,245,281.9,178.8,167,191.3,"Louisiana","St. Tammany Parish"
"louisiana,ouachita",258.7,239.5,279.1,175,162.3,188.4,"Louisiana","Ouachita Parish"
"louisiana,sabine",258.6,220.4,302.2,166.5,138.9,198.9,"Louisiana","Sabine Parish"
"louisiana,catahoula",256.9,197.8,329.4,177.6,135.5,231,"Louisiana","Catahoula Parish"
"louisiana,lincoln",256.6,221.6,295.6,157.2,134.4,183.3,"Louisiana","Lincoln Parish"
"louisiana,west feliciana",242.9,183.2,319.7,115.9,76.6,169.5,"Louisiana","West Feliciana Parish"
"maine,somerset",309.1,277.8,343.3,169.3,149.9,191,"Maine","Somerset County"
"maine,washington",302.1,268.1,340,200.4,175.6,228.7,"Maine","Washington County"
"maine,piscataquis",292.8,247.1,346.4,173.3,142.7,211.8,"Maine","Piscataquis County"
"maine,oxford",269.4,243.1,298.3,169.2,151.2,189.5,"Maine","Oxford County"
"maine,penobscot",268,249.6,287.5,186.8,174.1,200.3,"Maine","Penobscot County"
"maine,androscoggin",265.2,244.7,287.1,177.1,163.1,192.2,"Maine","Androscoggin County"
"maine,aroostook",263,241.1,286.6,165,149.9,181.8,"Maine","Aroostook County"
