"","INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"2535","[15.000-20.000)","F","Together","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Three","None","Rent","Apartment","White","English"
"2536","[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","One","Rent","House","White","English"
"2537","[40.000-50.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","Black","English"
"2538","[25.000-30.000)","F","Single","25-34","Graduated High Scool","Sales Worker",NA,"Not Married","Three","None","Rent","Condominium","Hispanic","English"
"2539","[30.000-40.000)","F","Divorced","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Three","Two","Rent","Apartment","Hispanic","English"
"2540","[40.000-50.000)","F","Married","55-64","Grad Study","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"2541","[10.000-15.000)","F","Married","65+","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"2542","[30.000-40.000)","F","Married","65+","1 to 3 years of college","Retired","10+ years","No","Five","None","Own","House","White","English"
"2543","[10.000-15.000)","F","Single","55-64","Grad Study","Retired","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"2544","[10.000-15.000)","F","Divorced","55-64","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Own","Condominium","White","English"
"2545","-10.000)","F","Widowed","65+","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"2546","[40.000-50.000)","M","Single","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"2547","[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"2548","[10.000-15.000)","M","Divorced","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","One","None","Family","House","White","English"
"2549","[20.000-25.000)","F","Divorced","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Two","One","Rent","Apartment","White","English"
"2550","[20.000-25.000)","F","Single","25-34","College graduate","Professional/Managerial","7-10 years","Not Married","One","None","Rent","Apartment","Black","English"
"2551","[15.000-20.000)","F","Divorced","35-44","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"2552","-10.000)","F","Single","35-44","Grad Study","Student, HS or College","10+ years","Not Married","Two","None","Rent","House","White","English"
"2553","[30.000-40.000)","F","Divorced","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Family","House","White","English"
"2554","[40.000-50.000)","M","Single","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Own","Condominium","White","English"
"2555","[30.000-40.000)","M","Single","25-34","1 to 3 years of college","Sales Worker","7-10 years","Not Married","One","None","Rent","Apartment","White","English"
"2556","[40.000-50.000)","F","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"2557","[40.000-50.000)","M","Single","25-34","College graduate","Professional/Managerial","1-3 years","Not Married","Eight","Two","Family","House","Asian","English"
"2558","[20.000-25.000)","F","Together","25-34","Graduated High Scool","Clerical/Service Worker","4-6 years","Yes","Two","None","Rent","Apartment","Asian","English"
"2559","[30.000-40.000)","F","Single","25-34","1 to 3 years of college",NA,"7-10 years","Not Married","Two","None","Rent","Other","Asian","English"
"2560","[10.000-15.000)","F","Single","25-34","1 to 3 years of college","Homemaker","1-3 years","Not Married","Three","One","Family","House","White","English"
"2561","[40.000-50.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married","One","One","Rent","Apartment","American Indian","English"
"2562","[25.000-30.000)","F","Single","18-24","Graduated High Scool","Professional/Managerial","7-10 years","Not Married","Two","None","Family","House","White","English"
"2563","[20.000-25.000)","F","Married","65+","Graduated High Scool","Retired","10+ years","No","Two","None","Own","House","White","English"
"2564","[40.000-50.000)","M","Divorced","55-64","College graduate","Professional/Managerial","10+ years","Not Married","Three","None","Rent","Other","Other","English"
"2565","[15.000-20.000)","M","Widowed","55-64","Graduated High Scool","Retired","10+ years","Not Married","Three","None","Own","House","White","English"
"2566","[40.000-50.000)","F","Single","55-64","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"2567","[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","None","Family","House","White","English"
"2568","[30.000-40.000)","M","Married","55-64","1 to 3 years of college","Professional/Managerial",NA,"Yes","Two","None","Own","House","White","English"
"2569","[20.000-25.000)","F","Together","25-34","College graduate","Clerical/Service Worker","4-6 years","Not Married","Two","None","Rent","Apartment","White","English"
"2570","[20.000-25.000)","F","Widowed","45-54","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Two","One","Own","House","White","English"
"2571","[30.000-40.000)","M","Married","25-34","Grad Study","Professional/Managerial",NA,"Yes","Two","None","Rent","Apartment","White","English"
"2572","[25.000-30.000)","F","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Three","None","Rent","House","Other","English"
"2573","[30.000-40.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","White","English"
"2574","[10.000-15.000)","F","Single","18-24","Graduated High Scool","Clerical/Service Worker",NA,"Not Married","One","None","Rent","Apartment","White","English"
"2575","[25.000-30.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Yes","Two","None","Own","House","White","English"
"2576","[25.000-30.000)","F","Single","25-34","College graduate","Professional/Managerial","4-6 years","Not Married","Four","None","Own","House","Asian","English"
"2577","[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","7-10 years","Yes","Two","None","Own","House","White","English"
"2578","[50.000-75.000)","F",NA,"35-44","College graduate","Professional/Managerial","10+ years","Not Married","Four","One","Own","House","Hispanic","Spanish"
"2579","[75.000-","F","Together","35-44","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Own","House","White","English"
"2580","[75.000-","M","Together","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"2581","[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Professional/Managerial",NA,"Yes","Four","One","Own","House","Asian","English"
"2582","[75.000-","M","Married","45-54","College graduate","Professional/Managerial","10+ years","No","Two","None","Own","House","White","English"
"2583","[75.000-","F","Married","45-54","1 to 3 years of college","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"2584","[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Clerical/Service Worker","7-10 years","Yes","Two","None","Own","House","Asian","English"
"2585","[50.000-75.000)","F","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","Four","None","Family","House","Other","English"
"2586","[75.000-","F","Married","35-44","Graduated High Scool","Clerical/Service Worker","4-6 years","Yes","Three","None","Own","Other","White","English"
"2587","[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","None","Own","House","White","English"
"2588","[50.000-75.000)","F","Widowed","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Own","House","White","English"
"2589","[75.000-","F","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","None","Own","House","White","English"
"2590","[50.000-75.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"2591","[75.000-","M","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Three","One","Own","House","Asian","English"
"2592","[75.000-","M","Single","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Five","None","Family","House","White","English"
"2593","[75.000-","M","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Three","None","Own","House","White","English"
"2594","[50.000-75.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Four","One","Family","House","White","English"
"2595","[50.000-75.000)","F","Together","25-34","Grad Study","Professional/Managerial","-1 year","Not Married","Two","None","Rent","Apartment","Hispanic","English"
"2596","[75.000-","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","None","Own","Other","White","English"
"2597","[75.000-","M","Married","45-54","Grad Study","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"2598","[75.000-","M","Married","25-34","Grad Study","Professional/Managerial","7-10 years","No","Three","One","Own","House","White",NA
"2599","[50.000-75.000)","M","Single","25-34","College graduate","Professional/Managerial","4-6 years","Not Married","Seven","Two","Rent","House","Asian","Other"
"2600","[75.000-","M","Married","45-54","College graduate","Retired","10+ years","No","Three","None","Own","House","White","English"
"2601","[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Professional/Managerial","4-6 years","Yes","Two","None","Own","Condominium","White","English"
"2602","[50.000-75.000)","M","Married","45-54","College graduate","Sales Worker","4-6 years","Yes","Two","None","Own","Condominium","White","English"
"2603","[40.000-50.000)","M","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","No","Four","None","Own","House","Asian","Other"
"2604","[15.000-20.000)","F","Single","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Apartment","Other","English"
"2605","[30.000-40.000)","F","Single","25-34","Grad Study","Professional/Managerial","4-6 years","Not Married","Three","None","Rent","House","Asian","English"
"2606","[40.000-50.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","White","English"
