"","vote","distD66","distPvdA","distVVD","distCDA","relig","class","income","educ","age","urban"
"1547","CDA",1.6512475,1.9634771,0.86270755,2.3442333,1,4,1,2.220446e-16,2,0
"1548","VVD",2.617537,2.9930413,2.0125331,5.3303846,1,2,1,1,5,0
"1549","CDA",3.8251526,3.7507003,3.3794,0.64179316,1,2,0,2.220446e-16,12,0
"1550","PvdA",1.1224879,1.3648932,0.45034377,1.4306232,1,2,2,1,6,0
"1551","PvdA",4.3178609,3.9216039,5.1045177,3.3849562,1,2,2,1,3,0
"1552","CDA",1.9708711,1.6611527,2.8810711,3.0634,1,1,3,1,6,0
"1553","CDA",3.3080769,3.2170818,4.5364418,9.5540096,1,0,0,2,6,0
"1554","CDA",7.1351361,6.518621,9.1591231,10.019611,1,2,6,2,3,0
"1555","PvdA",0.4839282,0.37930191,1.1840577,3.4690307,0,3,4,2.220446e-16,0,0
"1556","VVD",0.45229027,0.44531061,0.37322166,0.41137172,0,2,3,2,4,0
"1557","PvdA",1.993713,1.9061401,3.0275483,7.166702,0,0,0,2,5,1
"1558","VVD",0.66350506,0.62750767,1.3073145,4.3627131,0,2,1,1,1,1
"1559","VVD",3.0351409,2.9156547,2.8341944,0.58499396,1,0,0,2.220446e-16,6,1
"1560","PvdA",0.80876454,0.70203981,1.62873,4.4549789,0,1,4,2,3,1
"1561","PvdA",0.10918504,0.044945183,0.47697601,1.7845415,1,0,1,2.220446e-16,10,1
"1562","CDA",4.8187773,4.5526766,4.9354725,1.9840034,1,0,1,2,12,0
"1563","PvdA",1.398615,1.6626011,1.0999217,4.1930375,1,0,2,1,3,0
"1564","CDA",3.1872879,3.0642566,2.9782888,0.63687144,1,2,6,1,7,0
"1565","CDA",5.8514494,6.2993132,4.1050274,3.0607728,1,2,5,2,7,0
"1566","CDA",1.0208469,1.0794224,0.61573149,0.087878834,1,2,2,2,2,0
"1567","PvdA",0.48063367,0.33585407,0.99911134,1.8070684,0,2,5,2,3,0
"1568","CDA",1.1755594,0.97507348,2.1923688,4.5394286,0,3,6,3,2,0
"1569","VVD",6.352604,6.9629793,4.7725194,6.9858177,1,2,3,1,10,0
"1570","CDA",0.85632953,0.87279798,1.4158139,4.8628386,1,2,3,2,1,0
"1571","CDA",2.3212415,2.1814162,3.5147097,7.6256011,1,2,1,2,10,0
"1572","PvdA",3.4343301,3.0864241,5.0607449,8.0895317,1,0,0,1,0,0
"1573","CDA",2.3166542,2.6781787,1.3265883,2.5912325,1,2,1,2,9,0
"1574","D66",1.9952238,1.7518799,2.4669049,1.5577897,0,3,0,3,1,1
"1575","CDA",0.65064816,0.85529841,0.24671966,1.9376297,1,2,0.93054813,1,12,1
"1576","CDA",0.68240201,0.66185881,1.2949755,4.4351373,1,2,6,3,9,1
"1577","PvdA",1.5014547,1.416074,2.4434565,6.1766655,0,0,0,3,4,1
"1578","VVD",0.071083333,0.049586257,0.2294954,1.1833585,1,3,6,3,3,1
"1579","PvdA",3.1953509,3.0481929,4.5306038,9.208431,1,0,0,1,12,1
"1580","CDA",1.0742836,1.3304221,0.64031823,2.9676542,1,2,1.5969044,3,12,1
"1581","PvdA",2.1993413,2.2884074,1.508025,0.073472673,1,2,0,2.220446e-16,3,0
"1582","VVD",2.6090749,3.0005725,1.8425608,4.6303561,0,2,4.1775222,2,0,0
"1583","PvdA",1.2164474,1.047042,2.2302444,5.0337787,1,2,5,3,2,0
"1584","VVD",1.4731342,1.2257977,2.1306668,2.0498227,0,1,3,2.220446e-16,2,0
"1585","PvdA",0.22338781,0.2744799,0.47501279,2.9743832,0,2,4,2.220446e-16,12,0
"1586","CDA",4.3729096,4.4412563,3.4607869,0.65640809,1,2,1,3,12,0
"1587","PvdA",3.1429827,3.2066008,3.9407707,9.2417233,0,0,1,1,2,0
"1588","PvdA",3.5735051,3.238699,5.2236861,8.5645929,0,3,5,3,12,0
"1589","CDA",1.9276818,2.1441333,1.0391524,0.5914438,1,1,2,2,9,0
"1590","CDA",0.30577943,0.40919025,0.036086138,0.83510699,0,2.1148441,6,2,6,0
"1591","CDA",2.4923797,2.4478338,2.1230244,0.20385244,1,2,2,1,11,0
"1592","CDA",0.16148785,0.080446658,0.59475152,1.9608675,1,2,3,2,2,0
"1593","CDA",8.7059524,8.2325696,9.2796997,5.3734981,1,2,4,2.220446e-16,8,0
"1594","CDA",1.6863992,1.7718368,1.0872008,0.038191328,0,2,4,2,1,0
"1595","CDA",0.073184999,0.092662267,0.096207446,1.0234002,1,2,3,2,4,0
"1596","D66",1.2862872,1.1326032,1.517001,0.81393694,1,2,4,1,3,0
"1597","PvdA",0.29855741,0.27105037,0.79982534,3.3022075,0,0,1,2.220446e-16,3,0
"1598","PvdA",0.6341259,0.47302875,1.4091502,3.1967227,0,0,0,1,2,1
"1599","CDA",1.4527853,1.1810848,2.3839473,3.242503,0,0,1,1,2,1
"1600","PvdA",0.99645149,1.2114574,0.82958962,3.8110692,0,1,0,1,4,1
"1601","D66",2.1888913,1.8581983,3.4253507,4.8501124,0,2,4,2,2,1
"1602","PvdA",4.4783746,4.3730498,5.8753062,11.481876,1,2,2,1,12,1
"1603","PvdA",0.10301462,0.19225677,0.074220505,1.8105856,1,1,0,2,5,1
"1604","PvdA",7.8789878,7.3878749,10.246169,14.647736,0,0,0,1,5,1
"1605","PvdA",4.5982708,4.1093088,6.0097086,5.8733999,0,2,5,2.220446e-16,4,1
"1606","CDA",0.9298407,1.1168473,0.88616875,4.0325548,0,3,6,2,1,1
"1607","D66",5.3353067,5.6250759,3.8452266,1.6316306,0,0,1,2.220446e-16,10,1
"1608","PvdA",7.8359339,7.2579163,10.196288,13.248572,0,3,2.2456827,3,9,1
"1609","CDA",2.7232005,2.5289096,2.8410199,0.98287259,1,1,5,2.220446e-16,9,1
"1610","PvdA",0.5611115,0.39822491,1.2397488,2.5392784,1,2,0,2.220446e-16,4,0
"1611","PvdA",2.5356346,2.2521716,3.0846821,1.9377209,0,1,2,1,4,0
"1612","CDA",2.021975,1.8012225,3.2819144,6.4845998,1,4,6,4,4,0
"1613","PvdA",0.14589459,0.16513007,0.45727305,2.759751,1,2,5,2,5,0
"1614","CDA",1.0590391,0.84335536,1.699848,2.0185817,1,1,3,1,4,0
"1615","CDA",4.6374807,5.1201729,3.8734855,8.0549596,1,1,3,2,4,0
"1616","PvdA",4.1800762,4.2275989,3.3429445,0.58169053,1,0,4,2.220446e-16,8,0
"1617","D66",1.3482308,1.1633989,1.7022349,1.1168545,0,2,3,3,3,0
"1618","VVD",0.3761259,0.47274367,0.52746529,3.236991,1,2,6,3,3,0
"1619","D66",0.83403497,0.70149216,1.6951879,4.3272455,0,3,6,2,1,0
"1620","VVD",1.5225752,1.8185993,0.75073654,2.0666103,0,4,6,4,4,0
"1621","PvdA",1.8117765,1.8271198,2.5603162,6.8943759,0,0,6,1,5,0
"1622","PvdA",1.2963637,1.105207,2.3501604,5.0154386,0,0,0,2,7,0
"1623","VVD",0.34959072,0.22379042,0.87510201,2.0042381,1,2,4,3,4,0
"1624","VVD",0.53035851,0.53760501,0.38483773,0.32073843,1,3,6,1,3,0
"1625","PvdA",0.41384645,0.28085514,0.90302783,1.7494842,1,0,4,1,12,0
"1626","CDA",0.81719132,0.71715996,0.95265152,0.60693226,1,2,5,1,9,0
"1627","PvdA",4.9546311,4.4432758,6.668141,7.6371059,0,1,6,1,5,0
"1628","PvdA",11.458605,10.98226,11.791758,6.6901264,0,0,3,1,5,0
"1629","CDA",2.9124534,3.3091334,1.7613151,2.7883153,0,2,6,2,5,0
"1630","VVD",0.26643986,0.37792685,0.015065878,1.0240486,1,2,6,1,11,0
"1631","PvdA",0.54300552,0.64005892,0.75658049,3.7703231,0,2,5,2,6,0
"1632","VVD",0.12063676,0.18807635,0.24668472,2.3932037,1,2,6,2,6,0
"1633","VVD",2.5233847,2.909424,1.7612578,4.487338,0,0,1,2,2,0
"1634","PvdA",2.1270134,2.287449,1.2939888,0.26304684,1,2,0,2.220446e-16,8,0
"1635","PvdA",0.55718352,0.73094892,0.12866059,1.2340402,0,2,4,1,7,0
"1636","PvdA",1.656847,1.5062074,2.7500846,6.2178226,0,2.0862072,6,1,7,0
"1637","CDA",0.023857334,0.065819758,0.059356132,1.3868707,1,2,5,2.220446e-16,5,0
"1638","CDA",0.23898443,0.15446488,0.78349676,2.628917,1,2,3,2,4,0
"1639","PvdA",0.0093853063,0.041058006,0.1452443,1.7967986,0,2,5,2,0,0
"1640","PvdA",3.4409435,3.2790502,4.8378147,9.5870621,0,3,6,4,3,0
"1641","VVD",1.3795587,1.662043,0.9313963,3.5899906,0,3,4.1580157,2,1,0
"1642","PvdA",1.3163134,1.2007099,2.279119,5.6539264,1,0,0,1,3,0
"1643","PvdA",1.505199,1.2286438,2.4985023,3.5806749,0,3,0,2,3,0
"1644","VVD",1.6765675,1.5962108,2.6403096,6.5535973,0,2,4,2,1,0
"1645","VVD",1.3088664,1.4714021,1.4773862,5.2677524,0,3,6,2,5,0
"1646","CDA",5.6508289,6.2152164,4.5107572,8.1315083,1,2,4.0189958,1,3,0
"1647","D66",2.5566896,2.3974052,3.8234507,7.9900234,0,2,4,1,5,0
"1648","D66",4.2991466,3.8932562,5.1443881,3.5590355,1,1,4,2,3,0
"1649","CDA",0.22922036,0.26320731,0.12279848,0.65080208,1,2,1,1,9,0
"1650","VVD",2.1751483,2.3973658,1.2308179,0.60361937,1,2,3,2.220446e-16,10,0
"1651","D66",0.080192466,0.033175168,0.45894544,2.0798606,0,2,0,2,1,0
"1652","CDA",0.20896255,0.23825368,0.52393489,2.9959462,1,2,4,2,3,0
"1653","CDA",4.2737671,3.9086469,6.0625559,9.6070282,0,2,2,3,2,0
"1654","PvdA",2.5762628,2.2101986,3.7465346,4.3188937,1,1,4,2,3,0
"1655","CDA",9.6327576,9.8754952,7.8515268,3.5330732,1,2,4,1,11,0
"1656","CDA",0.20322194,0.12246518,0.5313674,1.3991065,1,2,5,2,4,0
"1657","VVD",1.7626742,1.5023949,2.9693307,5.3183665,1,0,1,2,6,0
"1658","PvdA",0.2995563,0.26276846,0.82041033,3.2758477,1,0,0,1,12,0
"1659","CDA",1.83747,1.5702734,2.484596,2.0530998,1,2,4,3,5,0
"1660","CDA",6.6876088,7.0208721,4.9830226,2.4025878,1,2,1,2,8,0
"1661","PvdA",0.75498759,0.57758367,1.301171,1.7473491,1,0,2,1,2,0
"1662","CDA",1.0959022,1.2931594,0.43235987,0.76976191,1,2,3,2,3,0
"1663","VVD",2.6423742,3.0388705,1.831106,4.4806153,1,2,3,1,5,0
"1664","CDA",3.1210124,2.7162679,4.4104107,4.9664222,1,0,2,2,2,0
"1665","PvdA",3.4021624,3.1817086,3.5217985,1.2759615,1,2,4,2,3,0
"1666","CDA",0.83322175,0.71696579,1.6742017,4.4565425,1,2,1,1,0,0
"1667","CDA",0.82285718,0.69134249,1.6792317,4.3040152,0,3,1,2.220446e-16,5,0
"1668","CDA",0.22389051,0.25796391,0.11977186,0.66009953,1,2,0,1,10,1
"1669","PvdA",4.7432109,4.3340767,6.6268465,9.9580584,0,2,4,2,2,1
"1670","PvdA",0.33938796,0.48894433,0.17150374,2.1565088,0,2,4,1,1,1
"1671","CDA",1.162116,1.2509706,0.6561488,0.10475157,1,4,1,2.220446e-16,9,1
"1672","PvdA",2.9031538,2.5607247,4.4044718,6.9180085,0,1,1,2,3,1
"1673","CDA",1.2839673,1.5160232,0.54321631,1.0386121,1,2,4,1,4,1
"1674","CDA",1.0002978,0.91341787,1.0375282,0.42131193,1,2,4,3,11,1
"1675","VVD",1.1219167,0.91144989,2.112281,4.1816635,1,3,6,3,6,1
"1676","CDA",9.9262832,9.4301551,10.481431,6.1416852,1,2,1,2.220446e-16,11,1
"1677","PvdA",0.85370961,0.71072691,1.7315294,4.2851216,0,1,3,2,4,1
"1678","CDA",1.1268726,0.97958821,2.091974,4.9977831,1,3,6,3,4,0
"1679","PvdA",3.1103465,2.7921645,4.6631621,7.7903193,0,2,3,1,10,0
"1680","PvdA",0.67101386,0.52157591,1.0861848,1.3295427,0,1,5,2.220446e-16,2,0
"1681","PvdA",3.88483,3.784725,5.2035603,10.515247,1,3,5,2,4,0
"1682","CDA",0.14314855,0.23660817,0.15806874,2.1673763,1,2,2,1,2,0
"1683","CDA",0.20329477,0.15183495,0.69979124,2.8164622,1,2,5,2,5,0
"1684","VVD",0.8789836,0.97942262,0.41465029,0.23785861,0,1,2,2,2,0
"1685","CDA",2.3677293,2.4450359,1.6796301,0.082301258,1,2,3,2,4,0
"1686","PvdA",0.17832764,0.201161,0.49710595,2.8894801,0,2,2,2,9,0
"1687","CDA",0.94094116,0.73114344,1.6199373,2.2104613,1,0,3,2,1,0
"1688","D66",1.4460575,1.5670207,0.81386331,0.14529318,1,3,3,2,1,0
"1689","CDA",3.2777386,3.6909304,2.623138,6.2747924,1,2,2,2,1,0
"1690","PvdA",2.2225662,2.0212677,3.4999734,7.0809282,0,2,0,2,1,0
"1691","CDA",7.9343343,8.0235581,6.6459169,2.3583544,0,3,0,2,6,0
"1692","PvdA",0.90794543,0.99704834,0.45965435,0.18783171,1,2,4,3,6,0
"1693","CDA",1.5599958,1.7530924,0.78054034,0.50059904,1,3,6,2,5,0
"1694","CDA",1.4465451,1.6984605,0.65011117,1.1801032,1,2,5,2.220446e-16,9,0
"1695","CDA",1.1789529,0.99330419,2.1933599,4.7537197,1,2,6,2,5,0
"1696","D66",2.7355135,2.3589121,4.0448737,5.1227246,0,3,5,3,5,0
"1697","VVD",1.2911985,1.2858095,2.0032693,5.8488299,0,2,4.6387482,2,4,0
"1698","CDA",2.3001149,2.6737184,1.4857763,3.7737698,1,2,2,2,4,0
"1699","D66",1.5033765,1.7693572,0.69059636,1.355516,0,3,5,2,0,0
"1700","VVD",0.8778394,0.89774696,1.4327679,4.9101096,0,2,4,2,4,0
"1701","VVD",0.5002371,0.45230474,1.1199139,3.8790885,0,2,6,2,3,0
"1702","CDA",0.53268007,0.70541273,0.12043676,1.2880208,1,2,1,2.220446e-16,7,0
"1703","PvdA",0.94177291,1.1186504,0.34393044,0.68675615,1,1,0,2,2,0
"1704","CDA",0.01772189,0.0013329729,0.27495045,1.7787549,1,2,2,2.220446e-16,8,0
"1705","PvdA",0.88284726,0.74910474,1.7609946,4.4561454,1,0,5,2.220446e-16,6,0
"1706","CDA",1.7510256,1.5035915,2.9573661,5.4995004,1,2,3,2,2,0
"1707","PvdA",0.29476275,0.18038474,0.82612795,2.1563102,1,2,3,2,3,0
"1708","CDA",1.5206084,1.7977993,1.1859453,4.3071077,1,0,1.674811,1,2,0
"1709","CDA",1.3841144,1.6351293,1.1586586,4.4054864,1,2,2,2,3,0
"1710","PvdA",1.6865654,1.6991855,2.4217344,6.6505967,1,1,2,1,3,1
"1711","CDA",0.36550095,0.44415611,0.10488426,0.57225274,1,2,2,2.220446e-16,9,1
"1712","CDA",4.2258788,3.8328224,5.0124609,3.3410332,1,2,3,2.220446e-16,12,1
"1713","CDA",0.40339722,0.33592868,0.55074418,0.75520763,0,2,6,2,2,1
"1714","CDA",3.489845,3.9451461,2.5004208,5.188884,1,1,2,2,7,0
"1715","D66",0.68659017,0.52828371,1.4980926,3.5023873,0,2,6,2,3,0
"1716","PvdA",0.60842176,0.60120529,1.1671108,4.2514969,0,2,4,2,4,0
"1717","CDA",7.4876977,7.0141629,9.7962296,14.183646,0,1,2,2,5,0
"1718","VVD",1.3281521,1.2424534,2.2363782,5.80325,0,3,4,3,4,0
"1719","PvdA",2.750349,2.6739034,3.8719864,8.5996015,1,0,0,2.220446e-16,9,0
"1720","CDA",1.8282419,2.1615112,1.0404413,2.8442634,1,2,4,3,7,0
"1721","PvdA",0.86494741,0.77907289,1.6658864,4.717037,1,0,2,1,5,0
"1722","CDA",10.833833,11.298463,8.5526754,5.2052806,1,2,3,1,11,0
"1723","CDA",0.10581642,0.042956742,0.48783681,1.884359,1,2,1,2.220446e-16,10,0
"1724","CDA",0.16708025,0.085267208,0.56328125,1.7404658,1,2,5,1,5,0
"1725","PvdA",2.7089348,2.3331464,3.9886108,4.9368256,0,3,5,2,4,0
"1726","D66",0.54662349,0.43347963,0.83179713,1.0033637,1,2,5,2,2,0
"1727","CDA",1.4470103,1.4803554,1.0202491,0.0066319703,1,2,6,1,11,0
"1728","D66",1.2799678,1.2095153,1.1970645,0.25523973,1,2,3,1,9,0
"1729","VVD",4.7675243,5.271922,3.8754596,7.7733396,1,2,4,3,4,0
"1730","PvdA",2.8447659,2.4686313,3.9195139,3.8824969,1,2,0,2.220446e-16,7,0
"1731","PvdA",3.7862863,3.6423902,5.1898518,10.243776,0,0,0,1,2,0
"1732","PvdA",0.50236258,0.38361695,0.83592981,1.1540505,1,2,3,2.220446e-16,4,0
"1733","PvdA",0.10156074,0.15826657,0.024107795,1.0348436,1,2,3,2,4,0
"1734","CDA",2.4269546,2.0986165,3.793367,5.8752558,0,2,2,1,1,0
"1735","PvdA",1.3136816,1.4195544,0.73929514,0.11854092,1,0,2,2,4,0
"1736","CDA",5.42607,5.049019,5.9411321,3.2137548,1,2,3,1,7,0
"1737","CDA",2.9627346,3.0366218,2.2013797,0.20193,1,2,4,3,11,0
"1738","PvdA",1.2533994,1.0985033,2.2611699,5.2557071,0,2,2,2.220446e-16,5,0
"1739","PvdA",1.5935364,1.3797559,2.7449915,5.5345234,0,2,0,2,1,0
"1740","PvdA",6.0586916,5.9933357,5.3584506,1.5416686,1,0,0,1,9,0
"1741","VVD",0.28417472,0.28843753,0.23365456,0.57865408,0,2,3.9152503,2,2,0
"1742","PvdA",0.02090393,0.052047426,0.075274033,1.3291223,0,0,4,1,4,1
"1743","PvdA",0.82423338,0.7346523,1.6207362,4.5945168,1,1,4,2.220446e-16,8,1
"1744","D66",0.88360398,0.6746965,1.666264,2.7660067,0,3,6,3,5,0
"1745","PvdA",5.0916325,4.5750122,6.5902927,6.452056,1,0,2,2,9,0
"1746","D66",0.53124326,0.39001915,1.260982,3.1330785,0,2,2,3,2,0
"1747","CDA",1.2312818,0.98910113,2.2118017,3.7536296,1,3,5,1,5,0
"1748","CDA",0.69859464,0.7927482,0.29561156,0.31697574,1,2,4,2,3,0
"1749","PvdA",0.070149077,0.078373159,0.12698448,1.0453843,1,2,2,1,7,0
"1750","CDA",1.3987498,1.4465629,0.94336525,0.012065336,1,2,3,3,6,0
"1751","CDA",0.21463556,0.30579572,0.011950998,0.94581233,1,1,2,1,4,0
"1752","PvdA",2.2538017,2.5122976,2.2153821,6.469976,1,2,3,2.220446e-16,10,0
"1753","VVD",7.0424516,7.50489,5.1321575,3.5250593,1,0,2,2.220446e-16,7,0
"1754","CDA",2.1979242,2.0249931,3.4289163,7.2176839,0,2,2,1,2,0
