"","idstud","country","studwgt","R31G01M","R31G02C","R31G03M","R31G04C","R31G05M","R31G06M","R31G07M","R31G08CZ","R31G08CA","R31G08CB","R31G09M","R31G10C","R31G11M","R31G12C","R31G13CZ","R31G13CA","R31G13CB","R31G13CC","R31G14M","R31P01M","R31P02C","R31P03C","R31P04M","R31P05C","R31P06C","R31P07C","R31P08M","R31P09C","R31P10M","R31P11M","R31P12M","R31P13M","R31P14C","R31P15C","R31P16C"
"882",1000883,"AUT",0.55505,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"883",1000884,"AUT",0.55505,1,1,1,9,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"884",1000885,"AUT",0.55505,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,9,1,1,0,0,1
"885",1000886,"AUT",0.55505,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"886",1000887,"AUT",0.55505,1,1,1,0,1,1,1,9,9,9,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"887",1000888,"AUT",0.55505,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"888",1000889,"AUT",0.55505,1,9,1,9,0,1,0,1,1,9,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
"889",1000890,"AUT",0.55505,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0
"890",1000891,"AUT",0.55505,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"891",1000892,"AUT",0.58222,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1
"892",1000893,"AUT",0.58222,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
"893",1000894,"AUT",0.58222,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1
"894",1000895,"AUT",0.58222,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"895",1000896,"AUT",0.58222,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
"896",1000897,"AUT",0.58222,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
"897",1000898,"AUT",0.58222,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,9,1,0,1,1,1,1,1,1,1,0,1,0,0,0
"898",1000899,"AUT",0.58222,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"899",1000900,"AUT",0.58222,1,1,0,0,9,1,1,9,9,9,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
"900",1000901,"AUT",0.58222,0,9,1,9,0,1,1,9,9,9,9,9,9,9,9,9,9,9,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,9,0
"901",1000902,"AUT",0.90137,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"902",1000903,"AUT",0.90137,1,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"903",1000904,"AUT",0.90137,1,1,1,0,0,1,1,1,1,9,1,0,0,9,0,9,0,9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
"904",1000905,"AUT",0.85393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"905",1000906,"AUT",0.85393,1,0,1,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"906",1000907,"AUT",0.85393,1,1,0,0,1,1,0,0,0,0,9,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"907",1000908,"AUT",0.85393,1,1,1,9,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"908",1000909,"AUT",0.81162,1,1,1,9,1,1,1,0,0,0,1,9,1,9,1,1,1,1,0,0,0,1,1,0,1,9,9,1,0,0,0,1,9,9,0
"909",1000910,"AUT",0.81162,1,0,1,9,0,1,0,0,0,9,1,0,1,9,9,9,9,9,0,1,0,1,0,0,1,1,0,9,0,0,1,1,0,9,9
"910",1000911,"AUT",0.81162,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"911",1000912,"AUT",0.81162,1,9,0,9,0,0,0,9,9,9,0,0,1,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9
"912",1000913,"AUT",0.81162,1,1,1,9,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
"913",1000914,"AUT",0.77473,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1
"914",1000915,"AUT",0.77473,1,9,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,9,0,0,1,1,1,0,0
"915",1000916,"AUT",0.77473,1,1,1,1,1,1,0,1,1,0,1,0,0,9,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"916",1000917,"AUT",0.77473,0,9,1,9,0,1,0,1,1,9,1,9,0,9,9,9,9,9,0,0,9,9,0,0,1,1,1,9,1,1,1,1,9,9,9
"917",1000918,"AUT",0.71161,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
"918",1000919,"AUT",0.71161,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
"919",1000920,"AUT",0.71161,9,9,9,0,9,9,9,9,9,9,1,9,9,0,9,9,9,9,9,1,0,0,0,9,1,1,9,9,1,0,9,1,1,9,0
"920",1000921,"AUT",0.71161,1,0,0,0,0,0,0,9,9,9,1,0,0,0,9,9,9,9,0,0,0,1,1,0,9,9,0,1,1,1,0,1,0,0,0
"921",1000923,"AUT",0.74719,1,1,0,0,0,1,1,9,9,9,0,0,1,9,9,9,9,9,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,9
"922",1000924,"AUT",0.74719,1,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,0,1,9,9,9,9,9,0,0,1,9,9,9
"923",1000925,"AUT",0.74719,1,0,1,1,1,1,0,1,1,0,0,0,0,0,9,9,9,9,0,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"924",1000926,"AUT",0.74719,0,0,0,9,0,1,0,0,9,0,0,0,0,0,9,9,9,9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"925",1000927,"AUT",1.05859,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"926",1000928,"AUT",1.05859,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
"927",1000929,"AUT",1.05859,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"928",1000930,"AUT",1.05859,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"929",1000931,"AUT",0.97037,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,9,9
"930",1000932,"AUT",0.97037,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
"931",1000933,"AUT",0.97037,1,1,0,0,9,1,0,9,9,9,1,0,1,9,0,9,0,9,9,9,0,1,1,0,1,9,1,9,1,0,1,1,1,0,0
"932",1000934,"AUT",0.97037,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"933",1000936,"AUT",0.65217,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"934",1000937,"AUT",0.65217,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"935",1000938,"AUT",0.65217,1,1,1,0,1,1,1,9,9,9,1,0,1,9,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"936",1000939,"AUT",0.65217,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"937",1000940,"AUT",0.62381,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,1,1,0
"938",1000941,"AUT",0.62381,1,1,1,9,0,1,1,1,1,9,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
"939",1000942,"AUT",0.71095,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
"940",1000943,"AUT",0.71095,1,1,1,0,1,1,1,1,1,9,1,0,1,0,0,9,0,9,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
"941",1000944,"AUT",0.71095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"942",1000945,"AUT",0.71095,0,1,0,0,1,1,0,9,9,9,0,9,0,9,9,9,9,9,0,0,9,9,1,9,1,9,1,9,1,0,0,1,9,9,0
"943",1000946,"AUT",0.71095,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1
"944",1000947,"AUT",0.71377,0,1,0,0,1,1,0,0,9,0,1,0,1,0,9,9,9,9,9,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0
"945",1000948,"AUT",0.71377,0,9,1,9,1,1,1,1,1,9,9,0,1,9,9,9,9,9,1,1,1,1,0,0,1,1,1,9,1,1,1,1,9,0,0
"946",1000949,"AUT",0.71377,1,1,0,9,0,1,1,9,9,9,1,9,0,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,9,0,0
"947",1000950,"AUT",0.71377,1,0,1,9,1,1,0,9,9,9,0,0,1,9,9,9,9,9,1,0,1,1,0,0,1,9,0,0,1,1,1,1,9,0,9
"948",1000951,"AUT",0.71377,0,1,0,0,1,1,9,9,9,9,1,9,0,0,9,9,9,9,9,1,9,9,0,0,0,9,0,1,0,0,0,0,9,1,9
"949",1000952,"AUT",0.7447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,1,1,9,0,0,1,0,1,0
"950",1000953,"AUT",0.7447,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
"951",1000954,"AUT",0.7447,0,0,0,9,0,9,1,9,9,9,1,0,0,0,0,0,0,0,9,1,0,0,0,9,0,1,1,1,1,1,0,0,0,0,0
"952",1000955,"AUT",0.7447,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0
"953",1000956,"AUT",0.7447,1,1,0,0,9,1,0,9,9,9,9,0,0,1,0,0,9,9,9,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0
"954",1000957,"AUT",0.77708,1,0,1,0,1,1,0,0,0,0,1,0,1,0,9,9,9,9,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0
"955",1000958,"AUT",0.77708,1,1,1,1,1,1,1,0,9,0,1,9,1,9,1,1,1,0,1,1,1,1,9,1,1,1,1,1,1,9,1,1,1,9,1
"956",1000959,"AUT",0.77708,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,9,0,0,0,1,0,1,0
"957",1000960,"AUT",0.77708,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
"958",1000961,"AUT",0.77708,1,1,1,0,1,1,1,9,9,9,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"959",1000962,"AUT",0.83695,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"960",1000963,"AUT",0.83695,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
"961",1000964,"AUT",0.83695,1,1,1,9,1,1,0,9,9,9,0,0,0,9,9,9,9,9,0,1,0,9,0,0,0,0,0,9,0,1,1,0,0,0,0
"962",1000965,"AUT",0.83695,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,9,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"963",1000966,"AUT",0.83695,1,1,1,9,0,1,1,1,1,0,1,0,1,9,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0
"964",1000967,"AUT",0.83536,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
"965",1000968,"AUT",0.83536,1,1,1,0,1,1,1,9,9,9,0,0,1,9,9,9,9,9,9,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"966",1000969,"AUT",0.83536,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"967",1000970,"AUT",0.83536,1,1,1,0,1,1,0,9,9,9,1,1,1,1,9,9,9,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"968",1000971,"AUT",0.83536,1,1,1,0,0,0,0,0,0,0,1,0,1,9,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0
"969",1002979,"DEU",1.79109,1,1,1,1,1,1,1,9,9,9,1,1,0,0,1,1,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
"970",1002980,"DEU",1.79109,0,0,0,9,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0
"971",1002981,"DEU",0.96274,0,9,0,9,0,1,1,9,9,9,0,9,9,9,9,9,9,9,9,0,1,1,0,0,1,9,9,0,9,0,9,0,9,0,0
"972",1002982,"DEU",0.96274,1,1,1,9,1,1,0,0,0,9,0,9,1,0,9,9,9,9,9,1,0,1,0,0,1,0,1,1,1,1,0,1,9,0,0
"973",1002983,"DEU",0.96274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"974",1002984,"DEU",0.96274,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"975",1002985,"DEU",0.96274,0,0,1,9,0,1,1,1,1,9,1,9,1,0,9,9,9,9,0,9,0,0,1,0,0,0,9,0,1,0,1,1,0,0,0
"976",1002986,"DEU",1.05563,0,1,1,0,0,1,1,9,9,9,0,0,0,1,1,1,9,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"977",1002987,"DEU",1.05563,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,1,1,1,0
"978",1002988,"DEU",1.05563,1,0,0,9,0,0,1,0,0,9,1,9,1,9,1,1,0,0,1,1,1,1,0,9,1,1,0,9,1,1,1,1,9,0,0
"979",1002989,"DEU",1.05563,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1
"980",1002990,"DEU",1.05563,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,9,9,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"981",1002991,"DEU",1.0881,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
"982",1002992,"DEU",1.0881,1,1,1,0,1,1,1,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1
"983",1002993,"DEU",1.0881,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
"984",1002994,"DEU",1.0881,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1
"985",1002995,"DEU",1.0881,1,1,1,0,0,1,0,1,1,9,1,9,0,0,1,9,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"986",1002996,"DEU",1.12997,1,1,1,1,1,1,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1
"987",1002997,"DEU",1.12997,0,1,0,0,0,0,0,0,0,0,1,9,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
"988",1002998,"DEU",1.12997,1,0,1,9,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"989",1002999,"DEU",1.12997,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1
"990",1003000,"DEU",1.12997,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"991",1003001,"DEU",1.16272,1,1,1,0,0,1,1,1,1,0,9,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
"992",1003002,"DEU",1.16272,1,1,1,9,1,1,0,1,1,0,1,1,1,0,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,1,9,0,1
"993",1003003,"DEU",1.16272,1,1,1,1,1,1,1,9,9,9,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"994",1003004,"DEU",1.16272,9,1,1,0,1,1,1,1,1,9,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"995",1003005,"DEU",1.16272,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9,9,1,1,1,1,0,1,1,0,1,1,9,9,9
"996",1003006,"DEU",0.96438,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"997",1003007,"DEU",0.96438,0,1,0,0,0,1,0,9,9,9,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,9,9,9
"998",1003008,"DEU",0.96438,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"999",1003009,"DEU",0.96438,1,9,0,0,1,1,1,0,9,0,1,9,1,9,9,9,9,9,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1
"1000",1003010,"DEU",0.96438,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1001",1003011,"DEU",0.96438,1,1,1,9,1,1,1,0,0,0,1,1,0,9,1,1,1,1,0,1,1,1,1,9,1,1,1,1,1,1,0,1,1,0,1
"1002",1003012,"DEU",2.45291,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
"1003",1003013,"DEU",2.45291,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
"1004",1003014,"DEU",1.18655,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"1005",1003015,"DEU",1.18655,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"1006",1003016,"DEU",1.18655,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"1007",1003017,"DEU",1.18655,1,1,1,9,0,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
"1008",1003018,"DEU",1.18655,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"1009",1003019,"DEU",1.39801,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
"1010",1003020,"DEU",1.39801,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"1011",1003021,"DEU",1.39801,1,9,1,9,0,1,1,1,1,9,0,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,0,1,1,1,1,1,9,9,9
"1012",1003022,"DEU",1.39801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
"1013",1003023,"DEU",1.27644,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"1014",1003024,"DEU",1.27644,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1
"1015",1003025,"DEU",1.27644,9,1,1,0,1,1,1,0,9,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0
"1016",1003026,"DEU",1.27644,1,1,1,9,0,1,0,9,9,9,1,1,1,9,1,1,9,9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"1017",1003027,"DEU",1.27644,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1
"1018",1003028,"DEU",1.27691,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1
"1019",1003029,"DEU",1.27691,0,1,0,0,0,1,0,0,0,0,9,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,9,1,1,0,0,0
"1020",1003030,"DEU",1.27691,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0
"1021",1003031,"DEU",1.27691,1,1,1,9,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,9,1,1,1,9,1,1,1,1,1,0,1
"1022",1003032,"DEU",1.27691,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,9,0,0,1,0,1,0,0,1,0
"1023",1003033,"DEU",1.43785,1,0,1,0,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"1024",1003034,"DEU",1.43785,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
"1025",1003035,"DEU",1.43785,1,1,1,1,1,1,0,1,1,0,1,0,1,9,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"1026",1003036,"DEU",1.43785,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1
"1027",1003037,"DEU",1.43785,1,9,1,0,0,1,1,0,0,0,0,0,1,9,1,1,9,1,1,1,0,0,0,9,1,0,0,9,0,0,0,1,0,9,9
"1028",1003038,"DEU",1.31108,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1029",1003039,"DEU",1.31108,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"1030",1003040,"DEU",1.31108,0,9,1,9,1,1,1,9,9,9,1,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1031",1003041,"DEU",1.30803,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
"1032",1003042,"DEU",1.30803,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
"1033",1003043,"DEU",1.30803,1,0,1,9,1,1,1,0,0,9,1,9,1,9,0,9,0,9,9,1,1,1,0,1,1,1,1,1,1,1,9,1,1,0,0
"1034",1003044,"DEU",1.30803,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0
"1035",1003045,"DEU",1.30803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
"1036",1003046,"DEU",1.15047,1,0,1,1,0,1,0,0,9,0,1,0,0,0,9,9,9,9,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"1037",1003047,"DEU",1.15047,1,1,1,1,0,1,0,9,9,9,0,1,0,0,9,9,9,9,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"1038",1003048,"DEU",1.15047,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
