"","group","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11"
"2525",3,3,2,3,3,4,2,2,3,4,3,1
"2526",3,3,3,3,4,3,4,4,4,4,3,2
"2527",3,2,1,2,3,2,1,1,2,2,2,1
"2528",3,1,1,2,3,3,1,2,3,4,2,2
"2529",3,3,2,4,3,4,2,3,3,3,2,3
"2530",3,3,3,4,4,4,2,3,4,3,4,3
"2531",3,3,2,2,2,3,3,2,2,3,2,2
"2532",3,2,3,2,2,2,2,2,3,3,3,2
"2533",3,2,3,3,3,3,2,2,3,4,3,2
"2534",3,3,2,4,2,3,3,3,4,4,3,3
"2535",3,1,1,1,1,2,1,1,2,2,1,1
"2536",3,1,1,2,1,2,1,1,3,2,1,1
"2537",3,1,1,2,1,2,2,1,3,3,2,1
"2538",3,2,3,4,3,3,2,3,3,4,3,4
"2539",3,4,4,4,3,4,4,4,3,4,3,3
"2540",3,3,2,4,2,1,3,3,2,4,2,2
"2541",3,2,2,3,3,3,3,2,3,2,1,2
"2542",3,2,1,2,3,2,3,1,2,4,2,1
"2543",3,1,3,3,2,3,2,2,3,3,3,2
"2544",3,3,2,3,2,2,2,3,4,3,3,3
"2545",3,2,2,2,2,3,1,2,2,4,1,2
"2546",3,4,2,3,3,4,3,3,4,4,2,4
"2547",3,1,2,3,2,2,1,2,3,2,2,2
"2548",3,3,3,4,4,2,1,2,3,4,2,2
"2549",3,2,2,3,3,3,1,2,4,4,2,2
"2550",3,1,1,3,2,2,1,1,2,2,1,2
"2551",3,1,3,1,2,3,2,2,4,3,1,1
"2552",3,1,2,1,3,3,2,2,3,4,2,2
"2553",3,1,2,1,2,3,3,2,3,3,3,1
"2554",3,2,3,4,2,3,3,2,3,4,3,2
"2555",3,3,4,2,3,4,2,3,4,2,3,3
"2556",3,1,2,3,2,3,1,2,2,3,1,2
"2557",3,2,3,1,2,4,2,2,3,4,3,3
"2558",3,3,3,4,3,3,4,3,3,4,2,2
"2559",3,2,1,3,2,3,2,3,3,3,1,1
"2560",3,4,4,4,3,4,3,3,4,4,3,4
"2561",3,3,2,4,3,3,3,3,4,3,3,4
"2562",3,2,2,4,2,3,3,3,3,4,3,3
"2563",3,4,3,3,3,3,2,1,3,2,2,3
"2564",3,1,3,3,2,2,1,2,3,3,2,2
"2565",3,3,2,2,3,4,2,4,3,4,4,2
"2566",3,1,2,1,2,3,2,2,4,3,1,2
"2567",3,2,2,3,3,2,1,1,2,4,2,1
"2568",3,1,2,3,4,2,3,1,3,3,1,2
"2569",3,4,2,4,3,3,2,3,4,4,3,3
"2570",3,2,3,2,3,1,2,3,3,3,3,2
"2571",3,2,2,4,3,3,4,3,4,4,1,3
"2572",3,2,2,3,3,2,3,1,4,4,2,1
"2573",3,3,3,3,3,3,3,3,4,4,4,3
"2574",3,2,3,3,3,3,3,2,2,4,3,2
"2575",3,3,4,4,4,2,4,3,4,4,3,4
"2576",3,1,1,2,2,1,1,1,3,2,1,1
"2577",3,1,2,2,1,3,2,2,3,3,1,1
"2578",3,2,2,3,2,3,3,1,4,4,1,2
"2579",3,1,2,1,1,3,2,1,3,4,2,2
"2580",3,1,2,2,2,3,3,1,2,3,2,2
"2581",3,1,2,2,1,3,2,1,2,4,1,1
"2582",3,3,3,4,3,4,2,3,4,4,3,3
"2583",3,1,2,3,1,2,2,1,2,3,1,1
"2584",3,2,2,2,2,3,2,1,2,2,2,1
"2585",3,2,3,4,3,4,2,4,3,3,2,3
"2586",3,3,4,4,4,4,3,3,4,4,3,4
"2587",3,2,3,1,3,1,3,2,3,4,2,3
"2588",3,3,4,3,3,3,4,3,3,4,4,2
"2589",3,2,2,3,2,1,2,3,3,4,1,3
"2590",3,3,1,3,2,3,2,1,3,3,2,3
"2591",3,1,2,3,3,2,3,2,3,3,1,2
"2592",3,2,2,1,2,2,3,3,3,3,1,1
"2593",3,3,3,3,3,2,3,3,4,3,3,4
"2594",3,2,2,3,2,3,3,3,4,4,3,3
"2595",3,1,1,2,1,3,1,1,3,3,2,1
"2596",3,3,2,3,4,3,3,3,4,3,2,3
"2597",3,3,2,3,3,3,3,3,4,4,1,3
"2598",3,2,2,3,2,3,1,2,3,4,3,2
"2599",3,4,3,4,3,1,2,3,3,3,4,3
"2600",3,2,3,3,4,3,3,4,4,3,1,4
"2601",3,3,3,4,3,2,3,2,3,4,2,2
"2602",3,3,3,3,3,4,4,3,4,3,3,3
"2603",3,1,1,3,3,3,2,2,2,3,1,2
"2604",3,1,2,3,3,3,2,2,4,3,2,2
"2605",3,2,4,3,3,3,2,2,3,4,3,2
"2606",3,2,2,3,3,3,1,2,3,3,3,2
"2607",3,1,1,3,2,2,2,2,4,4,2,2
"2608",3,2,1,4,3,2,2,2,3,4,2,3
"2609",3,3,2,2,4,3,2,1,4,2,1,2
"2610",3,1,1,1,1,1,2,1,3,3,2,1
"2611",3,3,3,3,3,2,4,3,4,4,2,2
"2612",3,1,2,3,1,3,2,2,2,3,3,3
"2613",3,2,1,3,2,3,2,3,3,4,2,3
"2614",3,3,3,3,3,3,3,4,3,4,3,4
"2615",3,2,1,2,2,3,1,1,3,3,2,2
"2616",3,1,1,2,2,1,2,1,3,4,2,3
"2617",3,2,2,4,4,3,3,3,4,4,2,2
"2618",3,1,2,3,2,3,2,3,3,4,2,2
"2619",3,2,2,2,2,2,2,3,3,4,3,2
"2620",3,3,3,3,3,2,2,4,3,3,3,2
"2621",3,1,1,3,1,1,2,1,3,3,1,3
"2622",3,2,2,3,2,3,2,2,4,2,3,3
"2623",3,1,1,2,1,4,1,1,3,4,2,1
"2624",3,3,3,4,3,4,4,4,4,4,3,4
"2625",3,1,2,1,2,2,1,1,3,3,2,1
"2626",3,2,2,2,3,3,3,2,4,2,1,2
"2627",3,3,2,4,3,3,3,2,3,3,2,4
"2628",3,3,3,4,3,4,3,3,3,3,3,2
"2629",3,3,2,3,4,3,3,3,3,3,3,2
"2630",3,2,2,2,1,3,2,1,2,2,1,2
"2631",3,4,4,4,3,3,3,4,2,4,4,3
"2632",3,2,2,3,1,2,2,2,3,3,1,3
"2633",3,3,3,3,3,3,3,4,3,4,2,3
"2634",3,2,1,1,1,2,1,1,3,3,1,1
"2635",3,3,3,3,3,2,3,3,4,4,3,4
"2636",3,3,3,3,4,3,3,3,3,3,3,3
"2637",3,1,1,1,3,3,2,2,2,3,2,2
"2638",3,3,3,2,3,3,2,2,3,3,3,3
"2639",3,2,2,2,2,4,2,2,3,3,3,2
"2640",3,3,2,3,2,3,2,1,2,4,3,3
"2641",3,2,2,3,2,3,2,1,4,3,2,1
"2642",3,2,3,2,3,3,2,1,4,4,2,2
"2643",3,1,3,3,3,4,2,2,3,3,1,2
"2644",3,1,1,2,2,2,2,2,2,3,1,1
"2645",3,2,2,2,2,3,3,2,3,3,3,4
"2646",3,1,2,1,1,2,1,1,4,2,1,2
"2647",3,2,2,2,2,3,3,2,2,3,3,2
"2648",3,1,3,2,2,3,1,2,3,3,2,1
"2649",3,4,2,4,4,4,3,2,3,2,3,3
"2650",3,1,2,2,2,3,1,1,2,4,1,2
"2651",3,1,3,2,2,2,2,2,4,3,2,3
"2652",3,2,1,1,2,3,1,2,3,2,3,3
"2653",3,2,3,4,4,3,3,3,3,4,2,4
"2654",3,2,3,4,2,3,3,3,3,4,3,2
"2655",3,2,3,2,3,3,3,3,3,2,4,3
"2656",3,3,2,3,3,3,2,2,4,3,1,1
"2657",3,1,1,1,3,2,1,1,3,3,3,3
"2658",3,1,2,4,2,2,3,2,3,4,2,4
"2659",3,1,2,2,2,2,2,2,4,3,2,2
"2660",3,2,2,3,2,4,1,4,3,4,2,1
"2661",3,3,3,3,4,1,4,2,3,4,2,1
"2662",3,3,2,4,3,3,2,2,3,3,3,3
"2663",3,2,2,3,2,2,4,2,3,3,1,2
"2664",3,3,2,4,3,3,2,2,3,3,2,2
"2665",3,2,2,2,4,3,3,2,3,3,3,3
"2666",3,2,1,2,1,3,2,2,3,3,1,1
"2667",3,3,3,3,3,4,3,3,4,3,2,2
"2668",3,1,1,3,3,3,1,1,2,3,2,2
"2669",3,1,2,2,1,2,2,1,2,2,2,2
"2670",3,2,2,4,3,2,3,3,3,3,2,3
"2671",3,2,2,2,1,1,1,2,3,3,1,1
"2672",3,1,1,3,2,2,1,1,3,1,1,3
"2673",3,1,1,2,2,3,1,1,2,3,2,2
"2674",3,2,2,1,1,2,1,1,2,4,2,1
"2675",3,2,4,3,4,4,3,1,3,3,1,3
"2676",3,1,3,2,2,3,2,2,4,3,1,1
"2677",3,1,3,3,2,1,2,2,2,3,2,3
"2678",3,2,2,3,2,3,1,2,3,2,2,1
"2679",3,1,1,2,2,2,2,1,3,4,2,1
"2680",3,3,3,4,4,2,2,4,4,3,3,4
"2681",3,2,2,3,2,3,3,2,3,3,2,2
"2682",3,2,3,4,2,2,2,1,4,4,2,3
"2683",3,2,3,4,3,3,3,2,3,3,2,2
"2684",3,2,2,3,3,2,3,4,3,4,2,3
"2685",3,4,3,3,3,4,3,3,4,4,3,3
"2686",3,1,2,3,1,2,1,1,3,3,2,1
"2687",3,2,2,3,1,2,2,2,3,3,1,3
"2688",3,2,3,2,3,1,1,2,3,3,2,2
"2689",3,2,2,2,2,2,3,3,3,4,2,2
"2690",3,2,4,3,3,4,2,4,4,4,3,3
"2691",3,2,2,3,2,3,3,1,3,4,1,2
"2692",3,2,2,1,1,3,2,2,2,3,3,1
"2693",3,1,1,1,2,2,1,1,3,2,1,1
"2694",3,1,1,1,2,1,1,2,3,3,3,1
"2695",3,3,3,4,3,3,3,4,3,4,3,2
"2696",3,2,2,2,3,1,2,2,2,2,2,1
"2697",3,3,3,2,2,2,2,2,3,3,2,3
"2698",3,1,3,3,3,1,3,3,3,3,2,4
"2699",3,1,3,2,2,2,1,2,4,3,3,3
"2700",3,2,2,4,2,4,3,3,3,3,2,1
"2701",3,1,2,2,2,3,2,2,3,2,2,3
"2702",3,2,3,4,3,2,4,2,3,2,4,3
"2703",3,4,4,4,4,3,4,3,4,4,2,4
"2704",3,2,2,3,2,1,2,3,4,4,2,2
"2705",3,2,1,3,2,2,2,2,2,3,2,2
"2706",3,2,2,1,3,2,2,3,4,3,3,3
"2707",3,1,2,3,3,1,3,3,3,4,3,2
"2708",3,2,2,3,2,3,2,1,3,1,2,2
"2709",3,1,1,2,2,4,2,1,3,2,1,1
"2710",3,2,2,3,1,2,2,3,3,4,3,2
"2711",3,2,2,2,3,3,2,2,2,1,2,2
"2712",3,3,2,4,3,1,2,2,4,4,2,3
"2713",3,2,1,3,3,4,2,2,4,4,3,1
"2714",3,3,3,3,3,2,2,3,3,3,2,2
"2715",3,2,1,3,2,1,3,1,3,2,1,2
"2716",3,2,4,4,3,4,3,2,4,3,2,3
"2717",3,2,2,3,4,3,4,2,4,4,3,3
"2718",3,4,3,4,4,3,3,3,2,4,3,4
"2719",3,2,2,3,3,2,3,2,2,3,2,1
"2720",3,2,3,3,3,4,3,3,2,4,2,3
"2721",3,2,2,4,3,2,2,2,3,2,2,3
"2722",3,2,2,4,3,3,3,4,3,3,3,2
"2723",3,1,2,2,2,3,3,1,3,3,1,2
"2724",3,2,2,3,3,2,2,2,2,3,2,2
"2725",3,1,2,2,2,2,1,1,3,2,1,2
"2726",3,2,2,2,3,2,2,1,3,3,2,2
"2727",3,2,3,3,2,3,3,1,4,4,1,1
"2728",3,1,1,1,1,2,1,2,3,3,1,1
"2729",3,3,3,2,3,2,4,3,4,4,3,4
"2730",3,2,2,2,2,4,1,3,2,4,2,3
"2731",3,3,3,1,3,3,3,3,4,4,2,1
"2732",3,3,3,4,4,2,3,1,3,4,2,2
"2733",3,2,2,2,1,4,3,3,4,4,2,1
"2734",3,3,4,3,3,3,3,4,4,4,3,4
"2735",3,3,3,3,3,4,2,4,3,4,1,2
"2736",3,1,3,2,3,2,1,3,3,2,2,2
"2737",3,1,3,1,2,3,1,1,2,2,2,2
"2738",3,1,2,1,2,3,1,1,3,2,1,1
"2739",3,4,2,4,4,3,3,3,3,4,3,3
"2740",3,1,2,3,2,2,2,2,2,3,1,3
"2741",3,4,3,4,3,4,3,3,3,4,3,3
"2742",3,1,2,1,3,3,1,2,2,4,2,2
"2743",3,3,3,4,2,3,2,3,4,4,1,3
"2744",3,2,1,3,2,2,2,1,3,2,1,3
"2745",3,2,3,2,2,3,3,3,4,3,2,2
"2746",3,1,1,3,2,3,1,1,2,2,2,1
"2747",3,4,3,2,4,2,3,3,3,4,2,3
"2748",3,2,2,3,3,2,2,3,3,3,2,2
"2749",3,1,1,3,2,3,1,2,2,3,2,3
"2750",3,3,2,4,2,4,1,2,3,3,2,2
"2751",3,2,2,3,2,1,1,2,3,2,2,1
"2752",3,2,2,2,2,3,2,3,4,4,3,2
"2753",3,1,1,1,1,3,1,1,2,3,1,1
"2754",3,2,3,2,1,4,1,2,3,3,2,1
"2755",3,1,3,2,2,1,1,2,2,2,1,2
"2756",3,1,1,2,1,2,1,1,2,4,3,1
"2757",3,3,3,3,4,3,2,3,4,3,4,1
"2758",3,3,3,2,4,3,3,3,2,4,3,2
"2759",3,1,1,2,2,2,2,1,3,3,1,2
"2760",3,3,3,4,3,3,3,4,3,4,4,4
"2761",3,2,3,2,4,3,2,4,3,3,3,3
"2762",3,4,3,4,4,4,4,4,3,4,3,3
"2763",3,2,1,3,3,3,1,2,1,3,2,2
"2764",3,2,1,3,3,2,2,1,3,4,2,1
"2765",3,2,2,2,2,2,2,1,3,4,2,2
"2766",3,4,2,4,2,4,2,3,4,3,3,4
"2767",3,1,2,2,2,2,2,1,3,4,2,1
"2768",3,3,3,4,2,3,3,2,4,4,1,2
"2769",3,2,2,2,4,3,2,2,2,4,2,2
"2770",3,3,3,4,3,1,3,4,4,4,2,3
"2771",3,2,1,2,4,4,2,2,1,4,1,2
"2772",3,4,3,3,4,4,4,3,4,4,2,3
"2773",3,1,1,1,1,1,1,1,2,4,1,2
"2774",3,1,1,1,1,2,1,1,3,2,2,1
"2775",3,3,4,4,3,3,2,3,4,4,1,2
"2776",3,3,3,4,2,4,2,4,3,4,2,3
"2777",3,1,1,2,3,1,2,2,3,3,2,4
"2778",3,2,3,3,2,3,2,4,3,4,2,3
"2779",3,1,1,4,2,3,2,1,1,3,2,2
"2780",3,2,2,3,2,3,2,2,1,3,2,2
"2781",3,2,2,1,2,2,2,1,3,3,2,2
"2782",3,2,2,2,2,2,2,2,3,3,1,3
"2783",3,2,1,2,3,3,1,3,2,2,1,2
"2784",3,3,2,4,3,3,2,2,2,4,2,3
"2785",3,2,1,1,3,3,1,2,3,2,2,1
"2786",3,2,2,3,3,3,2,2,3,4,4,3
"2787",3,1,2,2,2,2,1,1,3,3,1,2
"2788",3,3,2,3,3,2,2,3,4,4,2,3
"2789",3,2,2,2,2,3,1,2,4,3,2,1
"2790",3,2,2,2,2,2,1,2,3,3,2,1
"2791",3,2,2,3,2,2,1,3,3,2,2,3
"2792",3,2,3,4,2,2,2,1,3,4,2,3
"2793",3,3,3,3,2,2,2,3,3,4,4,4
"2794",3,2,2,3,3,3,2,2,3,4,1,3
"2795",3,3,3,4,3,3,3,1,3,4,1,3
"2796",3,3,4,3,3,3,2,4,3,4,2,2
"2797",3,1,1,2,2,2,1,2,2,2,1,1
"2798",3,2,2,3,3,4,3,2,3,4,2,3
"2799",3,3,3,3,3,2,2,2,4,4,3,4
"2800",3,3,2,4,3,3,3,3,3,4,3,2
"2801",3,1,1,3,2,3,1,2,3,3,1,1
"2802",3,2,3,2,2,4,1,2,4,3,1,2
"2803",3,1,1,2,2,2,2,1,3,3,3,2
"2804",3,4,3,4,3,3,3,3,4,4,3,2
"2805",3,1,1,2,1,4,2,1,4,4,2,1
"2806",3,2,3,3,2,3,2,2,3,4,1,1
"2807",3,3,2,3,2,2,3,3,2,3,2,4
"2808",3,3,2,3,1,3,2,2,4,4,2,2
"2809",3,2,2,3,2,3,3,3,3,4,2,1
"2810",3,3,2,4,3,4,2,2,4,3,2,3
"2811",3,2,2,2,3,3,2,2,4,4,2,3
"2812",3,2,2,2,2,1,1,2,3,3,2,2
"2813",3,2,1,2,4,2,2,1,3,4,2,2
"2814",3,2,2,1,3,3,2,4,1,4,2,2
"2815",3,2,2,3,3,2,2,3,3,4,3,2
"2816",3,2,2,2,2,3,2,2,4,4,3,2
"2817",3,2,2,2,4,4,3,4,4,4,2,2
"2818",3,1,3,3,3,2,2,1,2,3,3,2
"2819",3,1,1,4,2,3,1,1,3,1,1,1
"2820",3,1,1,1,2,3,2,1,3,2,2,2
"2821",3,1,1,2,2,1,2,1,3,3,2,2
"2822",3,3,4,4,3,3,3,3,3,4,4,4
"2823",3,2,3,4,4,4,3,2,2,3,2,3
"2824",3,1,1,3,2,2,1,1,3,3,2,1
"2825",3,2,2,3,3,2,3,2,2,2,1,2
"2826",3,1,2,2,2,3,2,2,2,3,3,2
"2827",3,3,2,3,2,3,1,3,3,3,2,2
"2828",3,2,2,3,4,4,2,2,3,3,2,2
"2829",3,4,4,2,3,3,3,3,3,3,3,4
"2830",3,1,1,2,2,1,1,2,3,2,1,2
"2831",3,1,2,2,2,2,2,3,4,4,1,1
"2832",3,1,1,3,2,3,1,1,2,3,2,1
"2833",3,3,2,4,3,3,2,2,3,3,1,2
"2834",3,1,2,2,2,2,1,1,3,2,2,3
"2835",3,1,1,1,1,3,1,1,3,2,1,1
"2836",3,3,3,3,2,3,2,3,3,4,2,3
"2837",3,1,1,1,1,2,1,1,3,4,2,1
"2838",3,1,1,1,1,3,1,2,3,2,3,1
"2839",3,3,2,2,1,2,2,1,3,2,2,2
"2840",3,2,3,2,3,3,3,2,3,4,3,1
"2841",3,1,2,2,3,3,1,2,3,3,2,3
"2842",3,3,3,4,3,3,3,4,3,4,3,3
"2843",3,3,4,4,4,4,4,3,4,3,3,4
"2844",3,2,2,2,2,2,1,1,3,3,1,3
"2845",3,2,2,4,3,3,1,4,2,4,2,4
"2846",3,2,3,2,3,2,2,3,2,3,2,2
"2847",3,1,2,2,3,2,1,1,2,2,2,3
"2848",3,2,3,3,3,3,2,3,4,4,2,4
"2849",3,2,2,2,1,1,2,3,4,3,1,1
"2850",3,2,3,4,4,2,3,2,4,4,3,1
"2851",3,1,2,3,3,3,2,3,2,4,2,2
"2852",3,1,2,1,2,2,2,1,3,3,1,1
"2853",3,2,3,3,3,3,2,2,4,3,2,3
"2854",3,2,2,3,2,4,3,2,3,3,3,3
"2855",3,3,2,4,2,2,2,2,3,3,2,3
"2856",3,2,2,3,2,4,3,3,3,3,3,2
"2857",3,3,3,4,3,3,2,3,3,3,3,2
"2858",3,1,1,2,1,2,1,2,2,3,1,2
"2859",3,1,1,2,2,3,2,1,3,2,1,2
"2860",3,2,3,3,3,4,3,1,3,4,1,2
"2861",3,2,3,3,2,3,3,3,3,4,2,3
"2862",3,1,1,4,3,3,2,2,3,3,2,2
"2863",3,2,2,3,2,2,2,2,2,4,2,1
"2864",3,2,2,3,4,3,2,2,3,4,2,3
"2865",3,3,3,2,3,2,4,3,4,3,2,4
"2866",3,3,3,2,4,3,2,3,3,3,2,3
"2867",3,1,1,2,1,3,1,1,3,1,3,1
"2868",3,1,2,2,1,2,1,1,2,3,2,3
"2869",3,1,1,1,2,2,2,1,2,2,1,2
"2870",3,1,2,2,1,3,2,2,2,2,2,1
"2871",3,3,3,4,3,4,3,3,4,4,3,3
"2872",3,2,3,4,2,2,2,1,3,3,3,1
"2873",3,2,2,3,2,3,2,3,3,4,2,2
"2874",3,1,1,3,2,4,2,2,2,3,2,1
"2875",3,1,2,2,1,2,2,1,3,3,1,1
"2876",3,3,1,3,3,3,2,1,3,4,1,1
"2877",3,2,3,3,3,3,3,3,4,3,2,3
"2878",3,1,1,3,1,2,1,2,3,3,1,2
"2879",3,2,2,3,3,3,2,1,3,2,2,2
"2880",3,4,3,3,3,3,4,4,4,3,3,3
"2881",3,3,3,3,4,4,2,3,3,3,1,2
"2882",3,3,3,3,4,3,3,3,3,4,2,4
"2883",3,3,4,4,4,4,3,3,4,4,3,3
"2884",3,3,2,2,2,3,3,1,3,3,3,2
"2885",3,2,3,2,2,3,1,3,3,2,2,2
"2886",3,2,3,4,3,1,3,2,2,3,3,3
"2887",3,2,3,3,1,2,3,3,3,2,2,3
"2888",3,2,1,3,1,1,2,2,3,3,2,3
"2889",3,3,3,3,4,3,3,3,3,4,3,2
"2890",3,4,2,4,3,4,3,1,4,4,3,3
"2891",3,4,3,3,2,2,2,3,3,4,3,3
"2892",3,1,1,2,2,1,1,1,3,3,2,2
"2893",3,2,3,3,3,2,2,1,3,3,2,2
"2894",3,2,1,2,2,3,1,2,3,3,2,2
"2895",3,2,4,4,4,2,3,4,3,4,2,4
"2896",3,3,3,2,2,2,1,3,3,4,2,3
"2897",3,1,2,2,2,2,2,1,3,3,2,1
"2898",3,2,2,2,3,2,2,1,4,3,1,2
"2899",3,2,2,2,3,3,2,2,4,3,2,1
"2900",3,3,3,4,3,4,3,2,3,3,3,1
"2901",3,1,1,2,3,2,1,1,2,3,1,1
"2902",3,1,1,1,1,1,2,1,2,1,2,1
"2903",3,2,1,3,1,1,1,1,3,2,2,2
"2904",3,3,3,3,4,4,3,2,3,3,3,4
"2905",3,3,3,3,2,2,2,3,3,3,3,4
"2906",3,3,3,3,3,2,3,4,2,4,3,3
"2907",3,1,2,3,2,2,2,1,2,2,2,2
"2908",3,1,1,2,2,3,1,2,3,2,2,1
"2909",3,2,2,2,2,2,1,3,3,3,3,3
"2910",3,2,2,4,3,3,3,2,3,4,3,3
"2911",3,1,2,3,3,3,2,2,3,2,3,3
"2912",3,3,3,3,3,4,3,3,3,3,2,3
"2913",3,1,1,2,2,2,2,1,2,3,2,3
"2914",3,2,3,3,4,2,3,1,3,4,1,2
"2915",3,3,2,2,3,3,2,3,3,4,3,2
"2916",3,3,2,3,4,4,3,2,3,4,2,4
"2917",3,2,2,2,2,2,1,2,3,3,2,2
"2918",3,4,4,4,3,2,4,3,3,4,3,2
"2919",3,2,2,3,3,2,2,2,3,4,2,1
"2920",3,2,3,3,2,4,3,2,4,4,1,2
"2921",3,2,2,2,2,3,2,1,4,4,3,2
"2922",3,1,1,2,3,3,3,2,3,2,1,1
"2923",3,3,2,2,3,1,2,2,3,3,2,2
"2924",3,3,3,3,2,2,3,2,3,3,2,3
"2925",3,3,3,3,3,4,3,3,4,4,2,2
"2926",3,2,3,4,3,3,1,1,3,3,1,4
"2927",3,2,1,4,2,1,1,1,3,3,2,2
"2928",3,1,1,2,3,3,4,1,3,4,1,1
"2929",3,2,2,2,2,3,2,2,3,4,3,2
"2930",3,2,2,2,3,2,2,3,3,4,3,3
"2931",3,1,2,2,2,1,1,2,2,3,1,2
"2932",3,2,2,4,3,4,2,3,3,3,2,3
"2933",3,1,2,1,3,3,1,2,3,2,2,3
"2934",3,2,1,3,2,3,3,3,2,2,1,2
"2935",3,1,1,2,1,2,1,1,3,2,1,1
"2936",3,2,2,4,2,3,1,2,3,3,3,3
"2937",3,2,3,3,2,3,2,2,2,3,3,2
"2938",3,1,2,2,1,2,2,1,2,2,1,1
"2939",3,1,1,2,2,3,1,2,2,3,2,1
"2940",3,2,2,2,3,3,3,2,2,4,3,3
"2941",3,1,2,3,4,3,1,1,2,3,1,2
"2942",3,2,2,1,1,2,2,1,2,2,2,2
"2943",3,4,3,3,3,3,2,3,4,3,3,3
"2944",3,2,3,4,3,3,2,1,2,2,2,2
"2945",3,2,3,2,3,2,2,3,3,3,2,3
"2946",3,2,2,2,3,2,2,2,3,3,1,4
"2947",3,3,3,3,2,4,2,1,3,4,1,3
"2948",3,2,3,3,2,3,3,1,3,3,2,3
"2949",3,3,3,4,3,3,4,3,3,4,2,3
"2950",3,3,2,3,4,4,3,3,2,4,1,3
"2951",3,2,2,4,3,3,2,3,3,3,2,3
"2952",3,3,3,4,2,4,3,3,2,4,2,3
"2953",3,3,4,3,2,2,3,1,4,4,1,3
"2954",3,2,1,3,3,2,2,2,3,3,2,2
"2955",3,2,3,2,3,2,3,4,4,4,2,2
"2956",3,1,2,2,1,1,1,1,2,4,1,1
"2957",3,2,3,3,2,2,2,2,3,3,2,2
"2958",3,1,2,1,2,2,3,2,3,3,2,2
"2959",3,3,3,3,2,4,3,4,4,4,3,4
"2960",3,2,2,2,1,2,2,2,3,3,3,2
"2961",3,2,2,2,1,2,2,1,2,3,1,1
"2962",3,1,2,2,2,3,2,2,3,3,2,3
"2963",3,2,2,2,3,3,2,3,2,3,2,2
"2964",3,3,4,3,3,4,3,4,4,4,3,4
"2965",3,2,2,3,3,1,2,2,3,2,2,2
"2966",3,2,3,2,3,4,2,1,2,3,2,2
"2967",3,2,2,2,1,3,2,1,3,3,2,3
"2968",3,1,2,3,2,1,2,2,3,3,2,2
"2969",3,1,1,2,2,2,2,1,2,3,1,2
"2970",3,3,2,3,2,3,3,3,4,4,2,3
"2971",3,1,2,1,1,2,1,1,3,3,1,1
"2972",3,1,2,2,2,2,2,1,3,3,1,1
"2973",3,2,1,1,2,3,1,1,3,2,1,2
"2974",3,1,1,3,2,1,2,1,2,3,2,2
"2975",3,2,3,3,3,2,3,3,4,4,3,4
"2976",3,3,3,2,3,3,4,3,3,4,2,2
"2977",3,3,4,3,3,3,2,2,3,4,3,2
"2978",3,1,2,3,2,3,2,1,2,2,2,2
"2979",3,2,1,3,3,4,2,1,3,2,2,1
"2980",3,1,1,2,3,1,2,2,3,4,3,2
"2981",3,3,3,4,2,3,3,3,4,4,2,3
"2982",3,2,4,3,3,3,2,2,4,3,3,3
"2983",3,2,3,3,3,2,2,3,3,3,2,3
"2984",3,2,2,3,3,4,3,2,4,4,2,2
"2985",3,2,4,3,3,4,3,3,3,3,3,1
"2986",3,1,1,2,1,2,2,1,2,2,2,1
"2987",3,2,2,3,3,2,1,2,3,3,1,2
"2988",3,2,3,4,2,2,2,3,3,3,3,3
"2989",3,2,2,3,3,3,2,3,4,4,2,3
"2990",3,2,3,4,1,2,1,1,2,4,2,2
"2991",3,2,2,4,2,2,1,2,2,3,1,1
"2992",3,2,1,3,3,2,3,3,2,3,2,2
"2993",3,3,3,4,3,4,2,4,4,4,2,2
"2994",3,2,2,3,2,4,1,4,3,2,1,3
"2995",3,2,2,2,2,2,2,2,4,1,3,2
"2996",3,3,2,4,3,3,3,3,2,3,2,4
"2997",3,3,4,3,4,2,3,3,4,4,3,2
"2998",3,2,2,3,3,4,2,2,3,3,2,4
"2999",3,2,3,2,4,2,3,2,2,3,3,3
"3000",3,2,3,3,1,3,2,2,3,3,2,2
"3001",4,3,2,3,3,3,4,3,2,3,2,3
"3002",4,3,3,3,3,2,2,3,4,2,2,3
"3003",4,2,3,3,1,3,3,1,3,2,2,2
"3004",4,1,3,3,3,3,3,3,4,3,2,2
"3005",4,1,2,2,2,1,2,1,3,1,1,2
"3006",4,1,2,2,2,3,2,2,3,3,2,2
"3007",4,3,3,2,3,3,2,2,2,4,2,3
"3008",4,2,2,2,2,3,2,2,2,3,1,2
"3009",4,1,3,3,2,3,2,3,4,3,1,3
"3010",4,2,2,2,2,2,3,2,3,3,3,2
"3011",4,3,3,3,3,3,2,2,4,3,2,3
"3012",4,3,1,2,3,3,1,2,4,3,2,2
"3013",4,1,2,2,1,2,2,2,2,2,2,2
"3014",4,2,2,3,2,3,3,4,4,4,3,3
"3015",4,1,2,1,2,2,2,1,3,2,1,1
"3016",4,3,3,4,2,3,2,3,4,4,3,2
"3017",4,4,2,3,3,3,3,3,4,4,2,2
"3018",4,2,2,2,2,2,3,2,3,3,2,2
"3019",4,1,2,1,1,2,2,1,2,3,1,1
"3020",4,2,3,3,3,4,4,4,4,4,4,3
"3021",4,3,2,3,1,3,2,3,3,4,3,3
"3022",4,2,2,1,3,2,2,2,2,3,2,2
