"","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179"
"355",0,NA,2,1,2,NA,NA,1,"D",3,0,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"356",0,NA,1,9,2,NA,NA,1,"B",2,9,NA,NA,8,NA,"D",NA,3,NA,"C",1,3,"E",NA,NA,"F",1,4,2,NA,NA,8,3,NA,3,1,0,3,NA,1,"F",8,1,3,3,2,NA,NA,NA,1,2,9,3,2,NA,3,NA,NA,NA,NA,NA,NA,"A",NA,2,"A","D",3,NA,NA,3,NA,NA,NA,2,1,"B"
"357",0,NA,1,0,2,NA,NA,1,"E",3,0,NA,NA,9,NA,"F",NA,3,NA,"B",1,3,"D",NA,NA,"F",1,4,2,NA,NA,3,3,NA,3,1,0,2,NA,3,"C",0,3,1,3,1,NA,NA,NA,3,2,9,2,1,NA,3,NA,NA,NA,NA,NA,NA,"A",NA,3,"B","C",3,NA,NA,3,NA,NA,NA,2,3,"E"
"358",2,NA,1,1,1,NA,NA,2,"9",2,0,NA,NA,0,NA,"C",NA,3,NA,"B",3,3,"8",NA,NA,"9",4,4,2,NA,NA,3,2,NA,3,9,0,1,NA,3,"A",1,2,9,2,1,NA,NA,NA,2,1,9,9,2,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"B","C",2,NA,NA,9,NA,NA,NA,2,3,"E"
"359",1,NA,1,1,1,NA,NA,1,"D",2,0,NA,NA,1,NA,"C",NA,3,NA,"B",3,3,"9",NA,NA,"B",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",0,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","C",2,NA,NA,1,NA,NA,NA,1,1,"E"
"360",2,3,NA,1,NA,1,2,NA,"9",NA,9,1,2,1,1,"C",1,NA,2,"B",NA,NA,"E",1,3,"9",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,2,1,2,3,2,1,"F",1,NA,"B","C",NA,2,1,NA,2,3,1,NA,NA,"E"
"361",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,0,2,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,1,3,1,1,1,"C",1,NA,"A","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"362",0,NA,1,1,2,NA,NA,1,"B",3,1,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"D",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",1,1,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"363",4,NA,1,1,2,NA,NA,1,"9",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"9",NA,NA,"9",1,4,1,NA,NA,3,2,NA,3,1,0,1,NA,3,"A",9,3,3,3,1,NA,NA,NA,3,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"9","C",3,NA,NA,9,NA,NA,NA,3,1,"E"
"364",2,3,NA,1,NA,3,3,NA,"D",NA,9,2,3,9,1,"C",3,NA,2,"B",NA,NA,"9",1,2,"C",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,2,1,2,3,2,1,"F",1,NA,"9","B",NA,1,1,NA,2,1,3,NA,NA,"E"
"365",0,NA,1,1,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,4,2,NA,3,2,0,3,NA,3,"A",9,1,3,3,1,NA,NA,NA,3,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","F",3,NA,NA,9,NA,NA,NA,3,2,"E"
"366",0,3,NA,1,NA,1,2,NA,"B",NA,9,3,2,9,2,"C",3,NA,2,"B",NA,NA,"E",3,3,"A",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,1,2,1,1,"F",1,NA,"D","C",NA,1,1,NA,2,2,3,NA,NA,"E"
"367",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,2,"C",3,NA,2,"B",NA,NA,"E",2,2,"8",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,2,2,"F",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"368",1,3,NA,1,NA,1,2,NA,"9",NA,9,3,2,9,1,"C",1,NA,3,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,2,3,2,1,1,"F",1,NA,"A","C",NA,3,1,NA,2,1,1,NA,NA,"E"
"369",0,NA,1,1,1,NA,NA,2,"A",3,8,NA,NA,8,NA,"F",NA,2,NA,"B",3,3,"D",NA,NA,"B",1,4,1,NA,NA,3,2,NA,3,2,0,1,NA,3,"A",8,2,3,3,2,NA,NA,NA,1,3,8,3,3,NA,1,NA,NA,NA,NA,NA,NA,"D",NA,2,"E","F",3,NA,NA,1,NA,NA,NA,3,3,"E"
"370",0,2,NA,0,NA,1,2,NA,"A",NA,0,3,2,0,2,"F",3,NA,3,"B",NA,NA,"D",1,3,"F",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,3,3,2,NA,NA,0,NA,NA,1,NA,1,2,2,3,1,1,"C",1,NA,"E","C",NA,2,1,NA,2,2,2,NA,NA,"D"
"371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",0,NA,1,9,2,NA,NA,1,"F",2,9,NA,NA,9,NA,"F",NA,1,NA,"B",3,3,"E",NA,NA,"A",1,3,3,NA,NA,4,2,NA,3,3,0,2,NA,1,"A",9,2,1,3,1,NA,NA,NA,1,2,9,2,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","C",1,NA,NA,3,NA,NA,NA,3,2,"E"
"373",1,2,NA,8,NA,2,3,NA,"9",NA,8,3,3,9,2,"F",3,NA,3,"D",NA,NA,"E",1,1,"D",NA,NA,NA,3,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,1,NA,2,2,2,2,2,3,"B",1,NA,"A","B",NA,2,2,NA,4,3,1,NA,NA,"E"
"374",1,NA,3,1,1,NA,NA,1,"E",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"9",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,2,0,3,NA,2,"A",9,2,3,3,3,NA,NA,NA,3,1,1,9,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",3,NA,NA,3,NA,NA,NA,3,2,"E"
"375",0,NA,1,1,2,NA,NA,2,"D",1,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"A",1,4,1,NA,NA,3,1,NA,3,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,1,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",3,NA,NA,2,NA,NA,NA,3,3,"E"
"376",0,2,NA,1,NA,1,2,NA,"B",NA,9,2,3,9,2,"C",1,NA,3,"B",NA,NA,"F",1,3,"C",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,9,3,2,2,3,"F",1,NA,"E","D",NA,3,1,NA,2,2,1,NA,NA,"E"
"377",0,NA,2,0,1,NA,NA,2,"C",2,0,NA,NA,9,NA,"F",NA,3,NA,"B",1,3,"E",NA,NA,"B",1,2,3,NA,NA,3,3,NA,2,2,0,3,NA,3,"A",0,1,2,3,2,NA,NA,NA,2,2,0,3,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","F",2,NA,NA,3,NA,NA,NA,2,3,"E"
"378",0,2,NA,1,NA,1,2,NA,"D",NA,9,1,2,9,1,"F",1,NA,2,"B",NA,NA,"E",3,2,"A",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"B","C",NA,1,3,NA,2,2,1,NA,NA,"E"
"379",0,1,NA,1,NA,3,2,NA,"F",NA,8,2,3,0,1,"F",3,NA,3,"B",NA,NA,"E",2,3,"B",NA,NA,NA,3,1,NA,NA,1,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,2,3,2,NA,NA,0,NA,NA,2,NA,1,1,2,2,3,2,"C",1,NA,"C","A",NA,2,2,NA,2,2,1,NA,NA,"E"
"380",0,3,NA,9,NA,1,2,NA,"E",NA,9,2,3,9,2,"C",3,NA,3,"B",NA,NA,"D",1,3,"A",NA,NA,NA,3,2,NA,NA,4,NA,NA,0,NA,2,NA,"A",9,NA,NA,NA,NA,1,1,1,NA,NA,9,NA,NA,3,NA,1,2,2,1,1,1,"F",1,NA,"F","C",NA,3,1,NA,4,2,1,NA,NA,"E"
"381",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",2,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"382",0,1,NA,0,NA,3,2,NA,"D",NA,9,1,1,9,2,"F",3,NA,2,"B",NA,NA,"E",1,3,"F",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,1,NA,1,2,2,1,2,1,"C",1,NA,"B","A",NA,2,1,NA,2,1,3,NA,NA,"E"
"383",0,1,NA,1,NA,1,2,NA,"B",NA,9,3,3,9,1,"F",1,NA,3,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,0,NA,NA,3,NA,1,2,3,2,2,1,"C",1,NA,"A","C",NA,2,3,NA,2,2,2,NA,NA,"E"
"384",0,1,NA,8,NA,1,2,NA,"B",NA,8,1,3,8,2,"D",3,NA,2,"E",NA,NA,"E",1,2,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,1,2,1,NA,NA,8,NA,NA,2,NA,1,1,1,3,3,3,"F",1,NA,"D","A",NA,2,1,NA,1,3,3,NA,NA,"B"
"385",0,NA,1,0,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"F",NA,NA,"E",1,4,2,NA,NA,4,2,NA,1,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,2,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","C",2,NA,NA,2,NA,NA,NA,1,2,"E"
"386",0,1,NA,1,NA,1,2,NA,"D",NA,1,3,2,1,1,"F",1,NA,3,"B",NA,NA,"E",3,1,"F",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"387",3,3,NA,1,NA,1,2,NA,"9",NA,9,3,2,9,1,"C",1,NA,2,"B",NA,NA,"9",3,3,"B",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,9,2,NA,NA,9,NA,NA,3,NA,1,1,1,3,1,1,"F",1,NA,"A","9",NA,1,1,NA,2,2,1,NA,NA,"E"
"388",0,2,NA,1,NA,1,2,NA,"A",NA,1,2,2,1,1,"F",1,NA,2,"B",NA,NA,"D",3,3,"B",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,2,1,1,1,1,"C",1,NA,"F","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"389",0,NA,2,1,2,NA,NA,1,"D",3,1,NA,NA,1,NA,"C",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",1,2,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,1,2,"E"
"390",0,3,NA,9,NA,1,2,NA,"F",NA,9,2,3,9,1,"C",1,NA,2,"B",NA,NA,"D",3,2,"A",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,2,2,3,NA,NA,9,NA,NA,3,NA,1,2,2,2,1,1,"F",1,NA,"B","C",NA,2,1,NA,4,3,3,NA,NA,"E"
"391",3,NA,2,1,2,NA,NA,1,"9",3,8,NA,NA,8,NA,"F",NA,2,NA,"B",3,3,"9",NA,NA,"E",1,4,2,NA,NA,4,1,NA,1,1,0,3,NA,3,"A",8,1,3,3,2,NA,NA,NA,3,9,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"9","C",3,NA,NA,3,NA,NA,NA,2,2,"E"
"392",0,3,NA,1,NA,1,2,NA,"E",NA,9,3,2,9,1,"F",1,NA,3,"B",NA,NA,"D",1,1,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,1,2,2,2,1,"C",1,NA,"A","F",NA,1,1,NA,2,2,3,NA,NA,"E"
"393",3,NA,3,1,1,NA,NA,1,"C",1,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"9",NA,NA,"9",1,3,3,NA,NA,3,3,NA,2,1,0,2,NA,3,"A",9,2,3,3,3,NA,NA,NA,3,2,9,2,1,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,1,"F","9",3,NA,NA,9,NA,NA,NA,1,2,"E"
"394",0,1,NA,1,NA,1,2,NA,"F",NA,8,3,2,1,3,"F",1,NA,3,"B",NA,NA,"D",3,2,"B",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,1,NA,2,1,3,1,2,3,"C",1,NA,"A","C",NA,2,3,NA,2,2,3,NA,NA,"E"
"395",0,3,NA,0,NA,3,2,NA,"D",NA,9,3,2,9,1,"C",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"F",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"396",1,3,NA,1,NA,1,2,NA,"9",NA,9,3,1,9,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,9,2,NA,NA,1,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,2,1,8,1,1,1,"C",1,NA,"A","C",NA,2,3,NA,2,2,9,NA,NA,"E"
"397",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",3,NA,3,"B",NA,NA,"E",3,3,"A",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"F","C",NA,2,2,NA,2,2,1,NA,NA,"E"
"398",0,3,NA,0,NA,1,2,NA,"B",NA,0,3,1,0,1,"F",3,NA,2,"B",NA,NA,"D",3,3,"A",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,2,1,2,1,1,"C",1,NA,"F","C",NA,3,3,NA,2,1,1,NA,NA,"E"
"399",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,1,2,0,3,NA,2,"A",1,1,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"400",0,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",2,3,"E",NA,NA,"A",1,4,2,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"B","C",2,NA,NA,3,NA,NA,NA,1,1,"E"
"401",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"402",0,2,NA,1,NA,1,2,NA,"D",NA,1,1,2,1,1,"F",1,NA,3,"B",NA,NA,"E",1,1,"B",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"403",0,3,NA,1,NA,3,2,NA,"F",NA,9,3,3,8,1,"F",3,NA,3,"B",NA,NA,"C",1,3,"B",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,3,1,2,2,2,"E",1,NA,"A","D",NA,2,2,NA,2,2,1,NA,NA,"C"
"404",0,NA,1,1,2,NA,NA,1,"8",3,0,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,2,2,0,1,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,3,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,3,1,"E"
"405",0,1,NA,1,NA,1,2,NA,"D",NA,0,3,2,0,1,"F",3,NA,3,"B",NA,NA,"E",2,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,2,3,3,1,1,"C",1,NA,"A","C",NA,1,3,NA,2,1,3,NA,NA,"E"
"406",0,3,NA,0,NA,1,2,NA,"D",NA,8,3,2,1,1,"F",3,NA,2,"B",NA,NA,"E",3,2,"B",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"407",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"D",3,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",9,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","F",2,NA,NA,3,NA,NA,NA,2,2,"E"
"408",0,NA,1,0,2,NA,NA,2,"F",2,1,NA,NA,8,NA,"C",NA,1,NA,"B",2,3,"D",NA,NA,"A",2,3,1,NA,NA,3,2,NA,3,1,0,2,NA,3,"A",8,2,3,3,1,NA,NA,NA,3,2,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"E","C",3,NA,NA,1,NA,NA,NA,3,3,"E"
"409",0,NA,1,8,2,NA,NA,1,"E",3,8,NA,NA,8,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,3,1,0,2,NA,2,"A",8,1,3,3,2,NA,NA,NA,3,2,1,1,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",3,NA,NA,1,NA,NA,NA,3,3,"E"
"410",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",2,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,2,3,NA,2,1,1,NA,NA,"E"
"411",0,2,NA,8,NA,1,2,NA,"D",NA,0,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",1,3,"A",NA,NA,NA,2,3,NA,NA,1,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"412",0,NA,1,0,1,NA,NA,1,"A",2,9,NA,NA,9,NA,"C",NA,3,NA,"B",1,3,"E",NA,NA,"8",3,1,1,NA,NA,4,3,NA,3,2,0,3,NA,3,"D",0,2,2,3,2,NA,NA,NA,1,2,9,3,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","F",2,NA,NA,2,NA,NA,NA,3,3,"A"
"413",0,NA,1,1,2,NA,NA,1,"B",2,0,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",1,1,3,3,3,NA,NA,NA,3,3,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"414",1,2,NA,1,NA,2,2,NA,"9",NA,9,3,2,9,1,"C",3,NA,2,"B",NA,NA,"D",3,2,"E",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,2,1,2,NA,NA,9,NA,NA,2,NA,1,2,2,2,2,1,"F",1,NA,"F","C",NA,3,3,NA,2,2,2,NA,NA,"E"
"415",0,NA,4,0,2,NA,NA,3,"E",2,9,NA,NA,9,NA,"D",NA,3,NA,"C",1,1,"D",NA,NA,"B",3,3,2,NA,NA,3,2,NA,2,2,0,1,NA,2,"B",9,1,3,3,2,NA,NA,NA,2,2,9,1,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,2,"F","A",3,NA,NA,3,NA,NA,NA,2,2,"A"
"416",0,2,NA,1,NA,1,2,NA,"D",NA,9,2,2,1,1,"C",3,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,3,"F",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"417",0,2,NA,1,NA,1,2,NA,"D",NA,0,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",1,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"418",0,1,NA,1,NA,1,2,NA,"B",NA,9,3,1,9,1,"F",3,NA,2,"B",NA,NA,"D",1,3,"F",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,2,NA,1,1,2,2,2,1,"C",1,NA,"A","C",NA,2,2,NA,4,2,1,NA,NA,"E"
"419",0,3,NA,0,NA,3,2,NA,"B",NA,0,3,3,0,3,"C",3,NA,1,"B",NA,NA,"A",1,1,"C",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"D",0,NA,NA,NA,NA,2,2,1,NA,NA,0,NA,NA,3,NA,1,2,3,3,3,3,"F",2,NA,"D","E",NA,2,1,NA,8,3,2,NA,NA,"A"
"420",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"C",3,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"F",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"421",0,NA,1,1,2,NA,NA,1,"A",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",2,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,2,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"D","C",3,NA,NA,1,NA,NA,NA,2,2,"E"
"422",0,3,NA,1,NA,1,3,NA,"D",NA,9,1,2,1,2,"F",3,NA,3,"B",NA,NA,"E",2,2,"F",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,1,NA,NA,1,NA,NA,3,NA,1,3,1,2,1,3,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"423",0,NA,3,1,2,NA,NA,1,"D",2,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",0,2,3,3,1,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,1,2,"E"
