"","hypo.p","kidney.p","liver.p"
"1423030_at",0.720228531,0.648524704,0.839135405
"1423031_at",0.35736753,0.912723391,0.685514919
"1423032_at",0.979065259,0.859221541,0.893351285
"1423034_at",0.211712726,0.037555321,0.270345083
"1423035_s_at",0.346001662,0.126373656,0.140376393
"1423038_at",0.848076859,0.033579987,0.73575296
"1423039_a_at",0.245090842,0.115691028,0.490500503
"1423040_at",0.997136454,0.625278545,0.462038585
"1423041_a_at",0.755862921,0.090443143,0.996619211
"1423042_at",0.064693721,0.081351013,0.198515167
"1423043_s_at",0.054189822,0.130607275,0.205777899
"1423044_at",0.197241446,0.00640354,0.041621953
"1423045_at",0.966584938,0.50554836,0.521466476
"1423046_s_at",0.863973133,0.32771183,0.545299159
"1423047_at",0.991085204,0.920758125,0.434401536
"1423048_a_at",0.886766191,0.785431182,0.291058127
"1423050_s_at",0.357348683,0.018867111,0.48343208
"1423051_at",0.663140281,0.148444184,0.102191181
"1423052_at",0.948364379,0.809332105,0.813521533
"1423053_at",0.307759115,0.671843572,0.278198815
"1423054_at",0.622994053,0.633210569,0.280332969
"1423057_at",0.083442053,0.0841458,0.245574079
"1423058_at",0.275354619,0.153236907,0.377858236
"1423059_at",0.724685434,0.177641875,0.275867404
"1423060_at",0.22265089,0.524558872,0.270025389
"1423061_at",0.93697823,0.348713228,0.225996923
"1423063_at",0.153005922,0.000813175,0.828158906
"1423067_at",0.065902256,0.057910019,0.438023764
"1423069_at",0.287184454,0.04973721,0.494218732
"1423073_at",0.448537942,0.954416145,0.061158711
"1423075_at",0.916906739,0.365482026,0.174408593
"1423077_at",0.159557933,0.038942371,0.211809078
"1423078_a_at",0.087039481,0.008117932,0.25880199
"1423079_a_at",0.508650392,0.921861458,0.549083607
"1423080_at",0.127146061,0.284949529,0.666876601
"1423082_at",0.089595958,0.029615787,0.88114877
"1423087_a_at",0.805611881,0.81051946,0.828041891
"1423088_at",0.566608619,0.534734605,0.420578911
"1423089_at",0.776857096,0.833235388,0.857697892
"1423090_x_at",0.670730283,0.360638229,0.368874531
"1423094_at",0.35133181,0.384503393,0.576540692
"1423095_s_at",0.553340991,0.293306846,0.617627824
"1423096_at",0.418324527,0.422650669,0.341107476
"1423097_s_at",0.343276034,0.254244699,0.388590507
"1423098_at",0.942003292,0.866829516,0.84261916
"1423099_a_at",0.375205663,0.667733299,0.680400909
"1423102_a_at",0.725637736,0.98981338,0.199520663
"1423103_at",0.457528546,0.127793714,0.845431609
"1423105_a_at",0.348062149,0.369404437,0.108271987
"1423106_at",0.27862135,0.292034781,0.76049518
"1423107_at",0.901329212,0.725371339,0.253650237
"1423108_at",0.124593971,0.014262551,0.379615735
"1423109_s_at",0.055708859,0.001449769,0.379530761
"1423111_at",0.267537376,0.281475217,0.043151063
"1423113_a_at",0.626021313,0.33664862,0.645648088
"1423114_at",0.054673853,0.011324147,0.065997989
"1423116_at",0.036236764,0.028086731,0.384427336
"1423119_at",0.030561184,0.064848736,0.104048939
"1423120_at",0.276402388,0.31359993,0.145650546
"1423121_at",0.284218636,0.258597706,0.544707297
"1423126_at",0.679198891,0.181739838,0.013839081
"1423127_at",0.790125341,0.871112567,0.712421675
"1423128_at",0.441683867,0.165246504,0.986433809
"1423129_at",0.178658472,0.312911532,0.854627708
"1423130_a_at",0.079349895,0.04609126,0.767427481
"1423131_at",0.750587666,0.447863617,0.218038971
"1423132_a_at",0.290902424,0.509191536,0.313051419
"1423133_at",0.340805076,0.529341748,0.442257244
"1423134_at",0.032947438,0.045493184,0.988022336
"1423137_at",0.515047476,0.60572163,0.405576685
"1423141_at",0.371798686,0.005765615,0.02169028
"1423143_at",0.52559585,0.800535025,0.501208303
"1423148_at",0.923338725,0.753724204,0.901428899
"1423149_at",0.31641709,0.497456264,0.985349982
"1423152_at",0.664213194,0.165820524,0.884897479
"1423156_at",0.720862795,0.014265415,0.41045239
"1423157_at",0.19846813,0.176605383,0.333455855
"1423159_at",0.383782055,0.053834285,0.334240374
"1423167_at",0.364680187,0.056940423,0.888946439
"1423176_at",0.707624581,0.813858023,0.776474536
"1423177_a_at",0.081984136,0.054030354,0.613374512
"1423181_s_at",0.700768231,0.323813401,0.548769086
"1423185_a_at",0.311844399,0.244945867,0.92822888
"1423187_at",0.308098431,0.079431594,0.719559571
"1423188_a_at",0.810218106,0.768452964,0.862806011
"1423189_at",0.882315661,0.777285874,0.910533222
"1423191_at",0.110320017,0.019836811,0.449690283
"1423193_at",0.91863061,0.888139702,1
"1423195_at",0.890116935,0.719755756,0.719153812
"1423197_a_at",0.96972894,0.990271646,0.385903587
"1423198_a_at",0.845425244,0.691198449,0.279163453
"1423200_at",0.466752994,0.295711999,0.554649128
"1423204_at",0.689369958,0.849043845,0.786102495
"1423206_s_at",0.535388434,0.965012574,0.431935311
"1423210_a_at",0.162363347,0.07087239,0.399585557
"1423211_at",0.180558855,0.185905548,0.380919357
"1423215_at",0.339703759,0.072250308,0.846425122
"1423216_a_at",0.765273713,0.593122283,0.266133706
"1423217_a_at",0.695624034,0.301230403,0.346348581
"1423219_a_at",0.473616462,0.430029046,0.339922566
"1423220_at",0.416611795,0.394604534,0.91992578
"1423223_a_at",0.878843451,0.665352875,0.507110313
"1423225_at",0.849521433,0.578713204,0.368061836
"1423233_at",0.231362652,0.014716018,0.677022108
"1423234_at",0.987032969,0.50690211,0.32640031
"1423235_at",0.121578761,0.305826701,0.361591638
"1423237_at",0.166118913,0.46982118,0.262203631
"1423241_a_at",0.971603303,0.341290546,0.124562178
"1423242_at",0.137386443,0.204205241,0.429124329
"1423245_at",0.574528577,0.682142479,0.22914339
"1423247_at",0.585703245,0.124714794,0.934407463
"1423248_at",0.015192073,0.003134541,0.510893884
"1423251_at",0.015915247,0.017119806,0.243520842
"1423254_x_at",0.062088024,0.006622891,0.887875443
"1423255_at",0.022257012,0.019553274,0.660834299
"1423256_a_at",0.463594338,0.2419447,0.900761543
"1423259_at",0.639281872,0.143425247,0.329292801
"1423262_a_at",0.154791998,0.467701736,0.406126991
"1423263_at",0.077463462,0.303042518,0.283503649
"1423264_at",0.551509714,0.982198309,0.557769227
"1423265_at",0.882033158,0.651138163,0.446304179
"1423272_at",0.195580712,0.265225145,0.61345255
"1423278_at",0.839208542,0.513094842,0.053543773
"1423282_at",0.007834989,0.003080983,0.650396569
"1423283_at",0.344487026,0.067916158,0.714735695
"1423291_s_at",0.281299372,0.295265282,0.429798781
"1423293_at",0.142054128,0.503171339,0.131746989
"1423295_at",0.645848259,0.53438824,0.629564436
"1423296_at",0.110840615,0.020131133,0.367145538
"1423298_at",0.524017856,0.449789673,0.887547918
"1423299_at",0.877043099,0.872622786,0.797897511
"1423301_at",0.620029066,0.360837767,0.951737649
"1423303_at",0.452023512,0.0972757,0.24603529
"1423304_a_at",0.139377063,0.089761664,0.624074727
"1423306_at",0.635708374,0.048486523,0.290239914
"1423307_s_at",0.398018395,0.029603916,0.171334119
"1423308_at",0.96928105,0.664396984,0.071827427
"1423309_at",0.819679116,0.479826946,0.066795446
"1423317_at",0.177719948,0.239050319,0.650403442
"1423322_at",0.216086707,0.1700855,0.168890512
"1423324_at",0.300782267,0.105570808,0.525489289
"1423331_a_at",0.008952233,0.000319967,0.56646313
"1423332_at",0.520838814,0.203158839,0.856695179
"1423333_at",0.279339294,0.20807943,0.653456993
"1423335_at",0.797030659,0.27747777,0.51990417
"1423337_at",0.110690062,0.726164559,0.908222205
"1423338_at",0.10287694,0.139334349,0.360480118
"1423344_at",0.438017707,0.386570466,0.4336438
"1423345_at",0.622882395,0.228299406,0.016512015
"1423347_at",0.069235794,0.106671061,0.728991845
"1423349_at",0.222157876,0.003548371,0.883523266
"1423354_at",0.648031208,0.474442692,0.888318752
"1423356_at",0.071655412,0.016172738,0.580688794
"1423361_at",0.763448797,0.208081507,0.201540572
"1423368_at",0.110527118,0.668496381,0.175342646
"1423369_at",0.16680876,0.111754302,0.892731404
"1423370_a_at",0.247611739,0.423220043,0.040147517
"1423372_at",0.309571333,0.193105675,0.848212877
"1423373_at",0.640993742,0.638513608,0.021047153
"1423374_at",0.897158779,0.476986494,0.208530508
"1423382_a_at",0.034015367,0.209885247,0.242476371
"1423383_a_at",0.316516202,0.141279912,0.139112541
"1423384_s_at",0.218667956,0.429890384,0.846055467
"1423385_at",0.18713063,0.898930012,0.397300375
"1423386_at",0.361120779,0.070593175,0.769716952
"1423388_at",0.418765457,0.129897733,0.746853611
"1423391_at",0.750984979,0.07804835,0.766187199
"1423392_at",0.972857523,0.876884381,0.180755503
"1423393_at",0.503782841,0.838440913,0.30868578
"1423395_at",0.408918225,0.022698228,0.543842854
"1423399_a_at",0.101697106,0.05046302,0.739087561
"1423402_at",0.856137504,0.950937619,0.870448452
"1423408_a_at",0.663569339,0.151977817,0.298927587
"1423409_a_at",0.581816442,0.810873073,0.194131259
"1423418_at",0.283519852,0.140185035,0.024633218
"1423419_at",0.207182387,0.420750426,0.054118669
"1423423_at",0.467738065,0.502987201,0.876694609
"1423425_at",0.074784633,0.016066156,0.938070812
"1423426_at",0.770651572,0.894729158,0.863083759
"1423431_a_at",0.574888541,0.442066812,0.674158508
"1423441_at",0.483898104,0.155947056,0.250601142
"1423442_a_at",0.865346236,0.7240543,0.475470878
"1423444_at",0.12033338,0.299145258,0.761034217
"1423445_at",0.124680965,0.573635148,0.686938988
"1423446_at",0.564014157,0.582118985,0.237306678
"1423447_at",0.254391934,0.000682795,0.436190243
"1423448_at",0.800365848,0.092782839,0.769373683
"1423449_a_at",0.089667141,0.096939607,0.26594175
"1423451_at",0.086057381,0.882282488,0.289675772
"1423452_at",0.160476303,0.477971369,0.160310725
"1423455_at",0.56726597,0.469709632,0.902322102
"1423459_at",0.78570186,0.756807281,0.433428671
"1423461_a_at",0.038743578,0.065915367,0.350412111
"1423462_at",0.077432839,0.451684985,0.15293863
"1423470_at",0.087993461,0.012969057,0.08832745
"1423472_at",0.90769328,0.409088494,0.360879485
"1423474_at",0.256404251,0.115063341,0.548387103
"1423479_at",0.84175957,0.311531606,0.564690041
"1423482_at",0.28809188,0.126721049,0.352239155
"1423486_at",0.275738376,0.282396271,0.28563756
"1423490_at",0.512336159,0.833047515,0.994593523
"1423492_at",0.186417993,0.182681035,0.86884956
"1423502_at",0.267002802,0.774729006,0.256290344
"1423517_at",0.525362186,0.41931238,0.523423463
"1423521_at",0.559767207,0.319917675,0.995660561
"1423531_a_at",0.316214425,0.004101745,0.250754537
"1423532_at",0.952272868,0.492506135,0.571122984
"1423533_a_at",0.46201725,0.748919478,0.344662222
"1423534_at",0.556423811,0.307014587,0.967479692
"1423535_at",0.286356248,0.042164785,0.786731488
"1423538_at",0.907674702,0.519711288,0.465076516
"1423545_a_at",0.389797233,0.984142491,0.648275354
"1423547_at",0.24313129,0.502340793,0.562950866
"1423548_s_at",0.103378041,0.413959822,0.438631454
"1423552_at",0.990361871,0.5546508,0.626833673
"1423564_a_at",0.779663862,0.380689069,0.093001372
"1423565_at",0.782596451,0.286086476,0.129884563
"1423567_a_at",0.755183991,0.558024302,0.581540867
"1423568_at",0.539504836,0.846207104,0.437572061
"1423569_at",0.019696013,0.00510039,0.115736688
"1423572_at",0.062443571,0.014633061,0.385198122
"1423574_s_at",0.451526439,0.621770682,0.756089215
"1423575_a_at",0.544466588,0.431009088,0.605059353
"1423584_at",0.007276553,0.034050971,0.492393391
"1423586_at",0.840211978,0.123932696,0.777968936
"1423588_at",0.894226149,0.452140593,0.309839356
"1423589_at",0.652176357,0.915789564,0.309126417
"1423591_at",0.216170392,0.109096579,0.86632852
"1423595_at",0.137356228,0.584927276,0.070454515
"1423599_a_at",0.408837549,0.575188651,0.603274396
"1423600_a_at",0.939835565,0.934718574,0.646385151
"1423605_a_at",0.041699579,0.196700232,0.246529253
"1423609_a_at",0.585907625,0.346031842,0.055543617
"1423610_at",0.171536628,0.700587347,0.147950781
"1423611_at",0.028673673,0.01245967,0.049555999
"1423612_at",0.067728727,0.023210158,0.493014528
"1423613_at",0.950472213,0.214904221,0.063905199
"1423615_at",0.736823474,0.758639026,0.323659761
"1423621_a_at",0.665363718,0.048187488,0.212926181
"1423624_at",0.168004234,0.140949598,0.169608109
"1423625_a_at",0.332531543,0.011109583,0.447283168
"1423626_at",0.054294363,0.017921984,0.4756558
"1423630_at",0.836272612,0.002916816,0.550919906
"1423641_s_at",0.486560069,0.149063183,0.298669813
"1423642_at",0.512926094,0.362753597,0.026215536
"1423643_at",0.058652371,0.069286435,0.116619959
"1423645_a_at",0.05111413,0.011996873,0.601722595
"1423648_at",0.606374208,0.413352675,0.559441676
"1423651_at",0.524816194,0.898913416,0.884421098
"1423652_at",0.144544252,0.180183319,0.133143156
"1423653_at",0.051378251,0.037084049,0.177187551
"1423654_a_at",0.47947357,0.358678748,0.720802628
"1423655_a_at",0.775378197,0.266668273,0.20755471
"1423657_at",0.645855581,0.212195621,0.34686046
"1423661_s_at",0.921451024,0.812362482,0.878592645
"1423662_at",0.138935955,0.148673541,0.158516259
"1423663_at",0.378583135,0.571654985,0.830544467
"1423664_at",0.422937839,0.481840942,0.023473618
"1423665_a_at",0.691232387,0.837562865,0.890129894
"1423666_s_at",0.916398386,0.527593086,0.122110457
"1423667_at",0.575964904,0.964241949,0.584319155
"1423670_a_at",0.840929363,0.762407893,0.248294624
"1423672_at",0.670371027,0.888494785,0.542229651
"1423676_at",0.54390651,0.337047749,0.677715637
"1423677_at",0.234183421,0.758278564,0.655066804
"1423678_at",0.667481734,0.181172096,0.98193928
"1423680_at",0.082042908,0.043390444,0.565519949
"1423684_at",0.466075624,0.111010664,0.912238268
"1423685_at",0.753285208,0.706776213,0.55721571
"1423686_a_at",0.560872873,0.454686666,0.330960964
"1423687_a_at",0.491933809,0.892356931,0.424255019
"1423688_at",0.524609016,0.702343341,0.319406868
"1423692_at",0.906144041,0.470145883,0.193714682
"1423694_at",0.1016204,0.822769205,0.201798784
"1423695_at",0.801804255,0.831150408,0.812002774
"1423696_a_at",0.526412846,0.399026538,0.720826732
"1423697_at",0.24035555,0.592519434,0.792555396
"1423698_at",0.458461866,0.758883472,0.836960495
"1423701_at",0.036035977,0.000619046,0.077504424
"1423702_at",0.793004418,0.713926141,0.040202019
"1423706_a_at",0.089320028,0.557190579,0.940832084
"1423708_a_at",0.478513244,0.881234692,0.555963211
"1423709_s_at",0.62499886,0.882627727,0.513028412
"1423710_at",0.194132332,0.07607307,0.147215336
"1423711_at",0.909653464,0.036762236,0.480873806
"1423712_a_at",0.085868806,0.286068473,0.592357367
"1423715_a_at",0.741752156,0.682149219,0.509492582
"1423716_s_at",0.495980067,0.29882577,0.07747147
"1423717_at",0.877495436,0.168378447,0.042139282
"1423718_at",0.79904796,0.13206907,0.025667137
"1423720_a_at",0.354636724,0.800680647,0.129576258
"1423721_at",0.674066095,0.200650461,0.476387897
"1423722_at",0.800734,0.430640064,0.143580124
"1423723_s_at",0.919446452,0.448375734,0.237897637
"1423724_at",0.034504527,0.007639254,0.995139728
"1423725_at",0.096311426,0.236664543,0.510290105
"1423726_at",0.65454988,0.308233063,0.342997176
"1423727_at",0.4180918,0.126838684,0.25281403
"1423728_at",0.068229445,0.281759851,0.707238613
"1423729_a_at",0.00236162,0.015039423,0.845961152
"1423730_at",0.531490254,0.640166579,0.984073713
"1423732_at",0.587815191,0.162775616,0.843235771
"1423733_a_at",0.022383349,0.317180854,0.47789697
"1423734_at",0.168041936,0.042186341,0.451711252
"1423735_a_at",0.283575748,0.153900484,0.67042486
"1423737_at",0.493440406,0.234176386,0.42793889
"1423739_x_at",0.757671845,0.049854467,0.631362732
"1423740_a_at",0.31691809,0.208655466,0.630309545
"1423743_at",0.891862659,0.991919933,0.621771665
"1423744_x_at",0.02900004,0.059537843,0.239928995
"1423745_at",0.015865281,0.101697894,0.362481591
"1423746_at",0.784327439,0.938806781,0.232958249
"1423747_a_at",0.825324289,0.077262011,0.353520547
"1423749_s_at",0.232297031,0.062335155,0.906802179
"1423750_a_at",0.964707911,0.259373415,0.604008636
"1423752_at",0.601504248,0.743351495,0.826835827
"1423754_at",0.567746371,0.901134611,0.296373312
"1423755_at",0.351290379,0.587153936,0.653443378
"1423756_s_at",0.073294236,0.016572502,0.130252334
"1423757_x_at",0.06270062,0.026041527,0.081791561
"1423758_at",0.097663487,0.014830866,0.895163722
"1423759_a_at",0.533800583,0.067228709,0.360602964
"1423763_x_at",0.832788709,0.21082231,0.448172466
"1423766_at",0.668760221,0.997430436,0.606453232
"1423767_at",0.285127354,0.201120209,0.174011829
"1423769_at",0.617630792,0.391363052,0.512121691
"1423772_x_at",0.699853064,0.210913814,0.032395041
"1423773_at",0.980913359,0.480456201,0.080213288
"1423776_s_at",0.380433737,0.108936032,0.728214144
"1423780_at",0.219227116,0.004985431,0.081720461
"1423781_at",0.957598161,0.947483065,0.259921242
"1423782_at",0.739257395,0.976973661,0.791294287
"1423784_at",0.994338652,0.082601252,0.798955942
"1423787_at",0.147516382,0.534600992,0.07035647
"1423789_at",0.869571966,0.21427712,0.784717395
"1423791_at",0.44597449,0.546889801,0.307042559
"1423792_a_at",0.273507693,0.04315382,0.481369793
"1423795_at",0.416158356,0.563362996,0.189420457
"1423798_a_at",0.706503126,0.637107287,0.186210957
"1423799_at",0.090571498,0.033107049,0.593054914
"1423800_at",0.473751089,0.200965713,0.493458597
"1423801_a_at",0.084194889,0.015784704,0.225712392
"1423803_s_at",0.293788675,0.940806402,0.569936443
"1423804_a_at",0.389468176,0.883034691,0.58884625
"1423806_at",0.43227078,0.973086797,0.346121803
"1423807_a_at",0.308110235,0.026028013,0.187585479
"1423808_at",0.505234342,0.725422249,0.828784087
"1423811_at",0.144644897,0.683578924,0.058618742
"1423817_s_at",0.350454225,0.743400205,0.260689902
"1423818_a_at",0.067255043,0.228383012,0.134464353
"1423819_s_at",0.159866756,0.24922232,0.254644683
"1423820_at",0.094513894,0.18663645,0.062148765
"1423821_at",0.468163181,0.178869783,0.759055047
"1423822_a_at",0.46502837,0.170010979,0.554398819
"1423829_at",0.043506299,0.000661742,0.190948285
"1423833_a_at",0.246986319,0.010709058,0.719696091
"1423838_s_at",0.749550361,0.75411603,0.618599432
"1423839_a_at",0.402396161,0.534554291,0.373352104
"1423846_x_at",0.060624318,0.00020447,0.713413637
"1423850_at",0.360221042,0.566034011,0.12226577
"1423855_x_at",0.4130352,0.180581886,0.781162001
"1423857_at",0.493429314,0.114745163,0.977533511
"1423859_a_at",0.424365413,0.049415697,0.408113966
"1423864_at",0.540651548,0.536314744,0.910343577
"1423873_at",0.657999772,0.385447125,0.228142828
"1423879_at",0.252707034,0.496162685,0.014153929
"1423880_at",0.56660231,0.591317045,0.683601827
"1423882_at",0.371848973,0.541710225,0.158285248
"1423883_at",0.697241859,0.009997367,0.124148024
"1423884_at",0.136439052,0.479893518,0.477106191
"1423890_x_at",0.781862836,0.506242329,0.11551209
"1423892_at",0.011908017,0.012724825,0.961959001
"1423894_a_at",0.195656488,0.271336476,0.906971879
