"","CASEID","WEIGHT","PROVINCP","URBRUR","URBSIZEP","HHINCTOT","M101"
"5646",14354,1489,24,1,1,47000,1655
"5647",14466,1543,24,1,1,50000,3084
"5648",15157,1850,24,1,1,21000,673
"5649",16441,2828,24,1,1,28000,3275
"5650",16005,2375,24,1,1,120000,2647
"5651",16590,3141,24,1,1,9200,1127
"5652",12993,1024,24,1,1,56000,1540
"5653",14855,1711,24,1,1,96000,1360
"5654",14854,1711,24,1,1,1e+05,3716
"5655",14949,1757,24,1,1,11000,525
"5656",14261,1448,24,1,1,76000,1861
"5657",15230,1875,24,1,1,3200,187
"5658",16026,2390,24,1,1,52000,2278
"5659",16600,3184,24,1,1,5000,314
"5660",14697,1641,24,1,1,15000,343
"5661",14708,1647,24,1,1,33000,2239
"5662",15848,2245,24,1,1,9500,790
"5663",13555,1163,24,1,1,27000,74
"5664",8673,365,24,1,1,25000,1636
"5665",15185,1854,24,1,1,29000,1043
"5666",15022,1783,24,1,1,38000,1800
"5667",13884,1278,24,1,1,42000,3767
"5668",16174,2514,24,1,1,20000,0
"5669",15018,1781,24,1,1,38000,3600
"5670",13452,1140,24,1,1,42000,1093
"5671",16156,2503,24,1,1,9500,491
"5672",14564,1584,24,1,1,57000,4353
"5673",16010,2378,24,1,1,42000,2695
"5674",15184,1854,24,1,1,17000,76
"5675",13529,1153,24,1,1,72000,3467
"5676",14273,1453,24,1,1,33000,2348
"5677",16043,2401,24,1,1,11000,1490
"5678",16356,2709,24,1,1,23000,160
"5679",15727,2153,24,1,1,11000,978
"5680",13341,1110,24,1,1,35000,838
"5681",15559,2040,24,1,1,64000,739
"5682",15578,2051,24,1,1,54000,1180
"5683",14906,1738,24,1,1,70000,1444
"5684",14445,1533,24,1,1,94000,6476
"5685",16113,2471,24,1,1,26000,1010
"5686",14385,1505,24,1,1,24000,1027
"5687",15302,1914,24,1,1,99000,2290
"5688",12611,934,24,1,1,38000,1010
"5689",14392,1509,24,1,1,30000,547
"5690",15959,2340,24,1,1,17000,58
"5691",15603,2068,24,1,1,44000,2289
"5692",15183,1854,24,1,1,14000,368
"5693",15398,1964,24,1,1,45000,4742
"5694",15847,2245,24,1,1,6200,235
"5695",14877,1720,24,1,1,32000,645
"5696",16541,3027,24,1,1,12000,448
"5697",14913,1739,24,1,1,37000,3140
"5698",16033,2396,24,1,1,37000,3625
"5699",14587,1592,24,1,1,58000,1577
"5700",15017,1781,24,1,1,35000,2730
"5701",14497,1552,24,1,1,9200,30
"5702",15981,2357,24,1,1,57000,2044
"5703",14349,1486,24,1,1,31000,520
"5704",15508,2012,24,1,1,45000,1853
"5705",14496,1552,24,1,1,9700,0
"5706",16139,2492,24,1,1,38000,2332
"5707",14859,1712,24,1,1,28000,1645
"5708",15609,2074,24,1,1,45000,3913
"5709",15895,2290,24,1,1,58000,1823
"5710",15400,1965,24,1,1,6200,535
"5711",15293,1907,24,1,1,110000,8078
"5712",14543,1575,24,1,1,34000,718
"5713",15309,1919,24,1,1,11000,612
"5714",16165,2510,24,1,1,35000,1017
"5715",15262,1890,24,1,1,83000,4804
"5716",16042,2401,24,1,1,21000,3135
"5717",13611,1180,24,1,1,6900,395
"5718",15021,1783,24,1,1,35000,3714
"5719",16753,3771,24,1,1,39000,60
"5720",13984,1322,24,1,1,110000,775
"5721",16387,2759,24,1,1,26000,156
"5722",11669,755,24,1,1,45000,1495
"5723",15330,1931,24,1,1,45000,864
"5724",15229,1875,24,1,1,0,1228
"5725",3618,152,24,1,1,3600,10715
"5726",15182,1854,24,1,1,47000,0
"5727",15181,1854,24,1,1,23000,300
"5728",15180,1854,24,1,1,20000,500
"5729",9810,492,24,1,1,64000,5633
"5730",14894,1733,24,1,1,120000,4704
"5731",15871,2265,24,1,1,94000,866
"5732",15130,1840,24,1,1,67000,2868
"5733",15193,1856,24,1,1,26000,525
"5734",16460,2845,24,1,1,64000,4159
"5735",11784,776,24,1,1,35000,1967
"5736",15628,2086,24,1,1,110000,1325
"5737",11439,714,24,1,1,0,2547
"5738",7958,310,24,1,1,22000,5950
"5739",10152,534,24,1,1,18000,1589
"5740",13554,1163,24,1,1,26000,1850
"5741",15397,1964,24,1,1,7600,0
"5742",14644,1619,24,1,1,31000,2860
"5743",15481,1998,24,1,1,4000,760
"5744",15846,2245,24,1,1,35000,284
"5745",15567,2045,24,1,1,51000,10149
"5746",14353,1489,24,1,1,72000,4170
"5747",15496,2008,24,1,1,42000,4296
"5748",15507,2012,24,1,1,32000,890
"5749",16112,2471,24,1,1,37000,6116
"5750",13610,1180,24,1,1,9500,1150
"5751",15232,1876,24,1,1,43000,2750
"5752",10695,606,24,1,1,71000,5615
"5753",14495,1552,24,1,1,62000,3694
"5754",14754,1667,24,1,1,9700,50
"5755",13609,1180,24,1,1,11000,625
"5756",15958,2340,24,1,1,25000,1320
"5757",15228,1875,24,1,1,80000,3380
"5758",14494,1552,24,1,1,7700,0
"5759",16173,2514,24,1,1,11000,0
"5760",15192,1856,24,1,1,33000,4350
"5761",16041,2401,24,1,1,6600,170
"5762",16355,2709,24,1,1,30000,362
"5763",16540,3027,24,1,1,10000,25
"5764",14493,1552,24,1,1,6800,0
"5765",15453,1977,24,1,1,9700,0
"5766",15495,2008,24,1,1,53000,3875
"5767",16309,2655,24,1,1,95000,4235
"5768",14105,1372,24,1,1,87000,7307
"5769",15497,2009,24,1,1,69000,1874
"5770",14286,1460,24,1,1,32000,495
"5771",15925,2312,24,1,1,38000,7680
"5772",14619,1605,24,1,1,82000,13160
"5773",14348,1486,24,1,1,31000,1117
"5774",14805,1687,24,1,1,20000,40
"5775",16485,2889,24,1,1,38000,3072
"5776",16354,2709,24,1,1,51000,0
"5777",15506,2012,24,1,1,38000,1741
"5778",16240,2566,24,1,1,13000,1900
"5779",14041,1344,24,1,1,67000,480
"5780",11783,776,24,1,1,17000,728
"5781",16476,2866,24,1,1,17000,100
"5782",15179,1854,24,1,1,33000,1979
"5783",15178,1854,24,1,1,11000,276
"5784",14912,1739,24,1,1,52000,4723
"5785",15720,2148,24,1,1,1e+05,3576
"5786",8828,378,24,1,1,73000,5649
"5787",14957,1758,24,1,1,1e+05,6215
"5788",15177,1854,24,1,1,19000,1000
"5789",16475,2866,24,1,1,15000,630
"5790",13602,1178,24,1,1,22000,4320
"5791",15156,1849,24,1,1,73000,3179
"5792",15645,2101,24,1,1,6300,45
"5793",15016,1781,24,1,1,36000,962
"5794",14563,1584,24,1,1,36000,260
"5795",15227,1875,24,1,1,9600,514
"5796",15176,1854,24,1,1,18000,856
"5797",14723,1657,24,1,1,17000,540
"5798",15845,2245,24,1,1,8000,0
"5799",15844,2245,24,1,1,23000,1086
"5800",15015,1781,24,1,1,22000,676
"5801",14347,1486,24,1,1,29000,2081
"5802",12288,862,24,1,1,15000,1270
"5803",14977,1769,24,1,1,22000,2162
"5804",13784,1236,24,1,1,23000,1485
"5805",16111,2471,24,1,1,47000,2660
"5806",15054,1797,24,1,1,78000,3155
"5807",16200,2533,24,1,1,60000,960
"5808",15843,2245,24,1,1,23000,1405
"5809",16093,2453,24,1,1,18000,4735
"5810",15882,2273,24,1,1,140000,1367
"5811",14876,1720,24,1,1,7800,0
"5812",14864,1714,24,1,1,25000,80
"5813",10770,617,24,1,1,35000,6400
"5814",14858,1712,24,1,1,33000,1755
"5815",15396,1964,24,1,1,21000,415
"5816",14231,1435,24,1,1,45000,2545
"5817",14857,1712,24,1,1,33000,3210
"5818",13601,1178,24,1,1,14000,1034
"5819",15118,1832,24,1,1,48000,1433
"5820",14663,1627,24,1,1,38000,1461
"5821",16290,2637,24,1,1,110000,900
"5822",14462,1541,24,1,1,75000,4930
"5823",14792,1683,24,1,1,95000,6168
"5824",15688,2130,24,1,1,84000,5730
"5825",16413,2799,24,1,1,1e+05,6020
"5826",16351,2707,24,1,1,110000,2060
"5827",14365,1496,24,1,1,13000,725
"5828",16709,3530,24,1,1,26000,3917
"5829",14623,1606,24,1,1,17000,510
"5830",13380,1123,24,1,1,11000,423
"5831",15736,2158,24,1,1,14000,0
"5832",14396,1511,24,1,1,22000,290
"5833",14163,1394,24,1,1,74000,3130
"5834",16239,2566,24,1,1,17000,0
"5835",14103,1371,24,1,1,11000,25
"5836",14709,1649,24,1,1,33000,1686
"5837",16281,2630,24,1,1,14000,1990
"5838",15248,1879,24,1,1,49000,505
"5839",15830,2236,24,1,1,22000,399
"5840",15032,1786,24,1,1,33000,1469
"5841",15308,1919,24,1,1,2000,100
"5842",15355,1945,24,1,1,120000,5202
"5843",13849,1264,24,1,1,11000,360
"5844",15735,2158,24,1,1,19000,70
"5845",15301,1914,24,1,1,160000,5295
"5846",14597,1597,24,1,1,71000,4079
"5847",15954,2335,24,1,1,98000,4660
"5848",13781,1234,24,1,1,91000,4424
"5849",14293,1462,24,1,1,70000,1610
"5850",13233,1080,24,1,1,73000,1130
"5851",16273,2621,24,1,1,25000,4138
"5852",15191,1856,24,1,1,35000,470
"5853",14722,1657,24,1,1,55000,2029
"5854",14839,1702,24,1,1,58000,730
"5855",13686,1200,24,1,1,45000,3410
"5856",15516,2017,24,1,1,20000,456
"5857",11816,780,24,1,1,21000,1013
"5858",14289,1461,24,1,1,36000,878
"5859",13600,1178,24,1,1,16000,2355
"5860",15747,2168,24,1,1,59000,3028
"5861",16539,3027,24,1,1,10000,13
"5862",15014,1781,24,1,1,21000,0
"5863",14875,1720,24,1,1,0,307
"5864",15957,2340,24,1,1,15000,2635
"5865",15175,1854,24,1,1,11000,684
"5866",14936,1751,24,1,1,22000,4180
"5867",16074,2429,24,1,1,16000,1765
"5868",15013,1781,24,1,1,18000,490
"5869",14696,1641,24,1,1,14000,291
"5870",14771,1672,24,1,1,16000,370
"5871",14596,1597,24,1,1,63000,3688
"5872",15127,1836,24,1,1,20000,910
"5873",14753,1667,24,1,1,28000,538
"5874",14255,1445,24,1,1,97000,2593
"5875",14874,1720,24,1,1,75000,1010
"5876",13668,1194,24,1,1,66000,1144
"5877",14662,1627,24,1,1,35000,1560
"5878",11782,776,24,1,1,19000,2400
"5879",15174,1854,24,1,1,14000,384
"5880",15784,2194,24,1,1,8900,120
"5881",16025,2390,24,1,1,50000,2720
"5882",15907,2301,24,1,1,170000,6450
"5883",15154,1848,24,1,1,68000,5115
"5884",15012,1781,24,1,1,37000,880
"5885",14676,1633,24,1,1,29000,788
"5886",13857,1267,24,1,1,52000,800
"5887",15863,2256,24,1,1,150000,10573
"5888",15374,1954,24,1,1,38000,3095
"5889",15826,2233,24,1,1,7900,100
"5890",15834,2239,24,1,1,17000,250
"5891",15268,1892,24,1,1,25000,95
"5892",14837,1698,24,1,1,8500,194
"5893",14461,1541,24,1,1,31000,1863
"5894",13599,1178,24,1,1,22000,6360
"5895",15236,1877,24,1,1,63000,1352
"5896",15028,1785,24,1,1,27000,754
"5897",15540,2030,24,1,1,20000,2589
"5898",14441,1531,24,1,1,70000,4997
"5899",16538,3027,24,1,1,7500,224
"5900",15777,2192,24,1,1,21000,3165
"5901",15726,2152,24,1,1,48000,1271
"5902",16275,2623,24,1,1,57000,1674
"5903",16781,3902,24,1,1,150000,2990
"5904",15732,2157,24,1,1,160000,5169
"5905",15680,2125,24,1,1,21000,768
"5906",14841,1704,24,1,1,27000,2140
"5907",14236,1436,24,1,1,77000,3740
"5908",16223,2552,24,1,1,120000,5897
"5909",14102,1371,24,1,1,41000,4643
"5910",16557,3063,24,1,1,1e+05,1080
"5911",15816,2224,24,1,1,93000,7229
"5912",15321,1923,24,1,1,40000,2314
"5913",15395,1964,24,1,1,37000,75
"5914",14661,1627,24,1,1,34000,1398
"5915",11781,776,24,1,1,29000,1697
"5916",14660,1627,24,1,1,33000,2780
"5917",16135,2485,24,1,1,130000,3838
"5918",15842,2245,24,1,1,64000,2126
"5919",14622,1606,24,1,1,70000,4500
"5920",15734,2158,24,1,1,13000,456
"5921",15614,2077,24,1,1,17000,1912
"5922",16078,2435,24,1,1,19000,437
"5923",14634,1613,24,1,1,42000,3635
"5924",15190,1856,24,1,1,26000,1667
"5925",15877,2271,24,1,1,110000,5055
"5926",15189,1856,24,1,1,30000,2190
"5927",15934,2320,24,1,1,57000,3796
"5928",10604,593,24,1,1,61000,3930
"5929",16414,2802,24,1,1,110000,9750
"5930",15173,1854,24,1,1,28000,402
"5931",15172,1854,24,1,1,55000,3438
"5932",15171,1854,24,1,1,16000,954
"5933",15545,2033,24,1,1,70000,3254
"5934",16199,2533,24,1,1,48000,4440
"5935",15170,1854,24,1,1,70000,1381
"5936",16172,2514,24,1,1,14000,432
"5937",15385,1959,24,1,1,25000,1389
"5938",14752,1667,24,1,1,12000,434
"5939",14449,1535,24,1,1,25000,2904
"5940",14001,1331,24,1,1,42000,645
"5941",15169,1854,24,1,1,13000,0
"5942",15841,2244,24,1,1,82000,2510
"5943",14346,1486,24,1,1,33000,1288
"5944",14345,1486,24,1,1,42000,2585
"5945",14040,1344,24,1,1,61000,2835
"5946",15011,1781,24,1,1,19000,0
"5947",14417,1520,24,1,1,37000,1105
"5948",14235,1436,24,1,1,91000,4227
"5949",15692,2131,24,1,1,70000,4555
"5950",15168,1854,24,1,1,6600,13
"5951",16459,2844,24,1,1,2e+05,5274
"5952",14863,1714,24,1,1,71000,516
"5953",14376,1499,24,1,1,82000,874
"5954",15742,2164,24,1,1,56000,2781
"5955",14104,1372,24,1,1,70000,10327
"5956",16095,2458,24,1,1,120000,10600
"5957",14527,1567,24,1,1,27000,502
"5958",13892,1281,24,1,1,75000,3190
"5959",11774,775,24,1,1,35000,4238
"5960",14453,1539,24,1,1,42000,6597
"5961",13777,1233,24,1,1,45000,0
"5962",13770,1230,24,1,1,75000,810
"5963",15750,2172,24,1,1,130000,8250
"5964",13842,1261,24,1,1,12000,165
"5965",15126,1836,24,1,1,18000,0
"5966",15329,1930,24,1,1,90000,8035
"5967",15901,2295,24,1,1,11000,1063
"5968",15472,1992,24,1,1,120000,2783
"5969",14344,1486,24,1,1,26000,2262
"5970",15572,2048,24,1,1,15000,280
"5971",16524,2991,24,1,1,95000,1405
"5972",11228,682,24,1,1,55000,3770
"5973",15932,2319,24,1,1,36000,768
"5974",15223,1874,24,1,1,65000,3100
"5975",15875,2267,24,1,1,48000,520
"5976",14292,1462,24,1,1,46000,468
"5977",16003,2373,24,1,1,95000,3114
"5978",14541,1574,24,1,1,16000,165
"5979",16663,3354,24,1,1,27000,490
"5980",16611,3208,24,1,1,38000,1327
"5981",14448,1535,24,1,1,17000,1218
"5982",12681,945,24,1,1,81000,2800
"5983",15226,1875,24,1,1,24000,2202
"5984",14321,1475,24,1,1,89000,5650
"5985",15125,1836,24,1,1,25000,2845
"5986",16440,2828,24,1,1,150000,5593
"5987",15860,2254,24,1,1,66000,5004
"5988",14873,1720,24,1,1,8800,20
"5989",14804,1687,24,1,1,32000,590
"5990",16040,2401,24,1,1,6900,751
"5991",15449,1975,24,1,1,20000,86
"5992",15167,1854,24,1,1,28000,600
"5993",13608,1180,24,1,1,15000,20
"5994",14978,1770,24,1,1,11000,2600
"5995",13763,1228,24,1,1,65000,5460
"5996",15129,1838,24,1,1,95000,3346
"5997",14433,1526,24,1,1,35000,919
"5998",16348,2703,24,1,1,34000,1880
"5999",14282,1459,24,1,1,62000,4318
"6000",16624,3261,24,1,1,26000,3022
"6001",15980,2355,24,1,1,190000,3410
"6002",16225,2555,24,1,1,150000,9682
"6003",13353,1113,24,1,1,81000,2930
"6004",12875,989,24,1,1,33000,2104
"6005",13485,1144,24,1,1,14000,10
"6006",4925,191,24,1,1,0,130
"6007",11515,728,24,1,1,2500,450
"6008",14337,1482,24,1,1,15000,2155
"6009",13060,1041,24,1,1,20000,1289
"6010",15279,1897,24,1,1,20000,229
"6011",13716,1212,24,1,1,7900,0
"6012",13103,1048,24,1,1,23000,2149
"6013",10465,576,24,1,1,55000,6546
"6014",9442,440,24,1,1,2600,5210
"6015",14941,1753,24,1,1,17000,260
"6016",11438,714,24,1,1,6200,0
"6017",16071,2420,24,1,1,25000,1259
"6018",14798,1686,24,1,1,42000,1748
"6019",13021,1033,24,1,1,51000,5025
"6020",12319,872,24,1,1,7300,505
"6021",14595,1597,24,1,1,78000,5349
"6022",15515,2017,24,1,1,44000,17441
"6023",15354,1945,24,1,1,120000,4045
"6024",15950,2333,24,1,1,70000,4465
"6025",15539,2029,24,1,1,57000,3634
"6026",14388,1507,24,1,1,86000,6891
"6027",13492,1145,24,1,1,32000,50
"6028",13484,1144,24,1,1,13000,1158
"6029",14518,1563,24,1,1,51000,3317
"6030",13565,1166,24,1,1,27000,938
"6031",14010,1335,24,1,1,50000,3267
"6032",13483,1144,24,1,1,14000,230
"6033",9823,494,24,1,1,31000,5505
"6034",15825,2233,24,1,1,130000,2540
"6035",14719,1655,24,1,1,54000,480
"6036",16039,2401,24,1,1,6600,100
"6037",8909,385,24,1,1,3000,378
"6038",16519,2968,24,1,1,76000,814
"6039",15166,1854,24,1,1,14000,0
"6040",15971,2349,24,1,1,44000,700
"6041",9020,397,24,1,1,200,17
"6042",15165,1854,24,1,1,13000,0
"6043",13776,1233,24,1,1,13000,480
"6044",15494,2006,24,1,1,66000,2845
"6045",14902,1736,24,1,1,80000,1365
"6046",15115,1830,24,1,1,63000,7753
"6047",14751,1667,24,1,1,44000,826
"6048",15164,1854,24,1,1,11000,5
"6049",14721,1657,24,1,1,19000,321
"6050",13951,1305,24,1,1,16000,1630
"6051",16305,2652,24,1,1,110000,16244
"6052",15041,1792,24,1,1,58000,3630
"6053",14281,1459,24,1,1,54000,4777
"6054",14659,1627,24,1,1,42000,4189
"6055",15893,2284,24,1,1,32000,1115
"6056",14924,1745,24,1,1,58000,1245
"6057",16691,3441,24,1,1,85000,2030
"6058",15099,1825,24,1,1,44000,1105
"6059",14423,1522,24,1,1,13000,0
"6060",14989,1774,24,1,1,78000,7790
"6061",15010,1781,24,1,1,24000,480
"6062",15445,1974,24,1,1,50000,2145
"6063",15652,2106,24,1,1,90000,4540
"6064",15532,2026,24,1,1,90000,2422
"6065",13996,1328,24,1,1,32000,887
"6066",14555,1582,24,1,1,38000,3330
"6067",16708,3512,24,1,1,72000,1919
"6068",14047,1348,24,1,1,40000,971
"6069",15353,1945,24,1,1,87000,1708
"6070",15394,1964,24,1,1,21000,560
"6071",14343,1486,24,1,1,29000,2460
"6072",13963,1310,24,1,1,16000,224
"6073",15987,2366,24,1,1,30000,3820
"6074",15648,2103,24,1,1,1e+05,6967
"6075",10710,608,24,1,1,22000,2326
"6076",10687,604,24,1,1,84000,4528
"6077",9920,505,24,1,1,70000,1690
"6078",9843,496,24,1,1,170000,2947
"6079",11541,732,24,1,1,74000,4370
"6080",9669,472,24,1,1,96000,3784
"6081",11813,779,24,1,1,55000,760
"6082",11102,661,24,1,1,42000,1610
"6083",11481,723,24,1,1,59000,2425
"6084",12042,820,24,1,1,440000,23879
"6085",10692,605,24,1,1,74000,750
"6086",12443,895,24,1,1,160000,6478
"6087",10035,520,24,1,1,58000,2615
"6088",10741,612,24,1,1,120000,4256
"6089",11240,684,24,1,1,160000,3678
"6090",13661,1193,24,1,1,150000,814
"6091",12030,818,24,1,1,290000,8476
"6092",9081,402,24,1,1,120000,1345
"6093",11328,696,24,1,1,43000,1290
"6094",11217,680,24,1,1,150000,680
"6095",12246,854,24,1,1,76000,1125
"6096",10199,543,24,1,1,63000,2786
"6097",13615,1182,24,1,1,250000,4290
"6098",12573,924,24,1,1,170000,8230
"6099",10986,644,24,1,1,240000,13559
"6100",11392,706,24,1,1,110000,2266
"6101",12939,1007,24,1,1,4e+05,31634
"6102",11191,675,24,1,1,50000,408
"6103",10628,597,24,1,1,1e+05,11185
"6104",12084,826,24,1,1,23000,4573
"6105",10395,564,24,1,1,60000,2520
"6106",12355,877,24,1,1,2e+05,6796
"6107",13660,1193,24,1,1,5e+05,1720
"6108",13715,1212,24,1,1,18000,0
"6109",13083,1046,24,1,1,48000,13835
"6110",13482,1144,24,1,1,15000,0
"6111",13305,1099,24,1,1,27000,0
"6112",15677,2123,24,1,1,41000,744
"6113",13059,1041,24,1,1,27000,2694
"6114",14985,1773,24,1,1,56000,907
"6115",14492,1551,24,1,1,12000,732
"6116",7389,283,24,1,1,44000,930
"6117",13737,1219,24,1,1,3500,147
"6118",13848,1264,24,1,1,48000,115
"6119",14109,1374,24,1,1,38000,2185
"6120",12871,986,24,1,1,37000,916
"6121",13893,1282,24,1,1,17000,478
"6122",13481,1144,24,1,1,13000,0
"6123",13480,1144,24,1,1,20000,456
"6124",13337,1109,24,1,1,78000,1996
"6125",13743,1220,24,1,1,9300,543
"6126",13364,1117,24,1,1,44000,2226
"6127",12150,838,24,1,1,41000,950
"6128",13155,1061,24,1,1,8000,8
"6129",14573,1591,24,1,1,14000,1142
"6130",15199,1860,24,1,1,42000,1368
"6131",9822,494,24,1,1,25000,478
"6132",14491,1551,24,1,1,12000,500
"6133",12752,957,24,1,1,49000,3265
"6134",14039,1344,24,1,1,28000,3006
"6135",14053,1352,24,1,1,48000,1130
"6136",14142,1385,24,1,1,6600,280
"6137",13667,1194,24,1,1,33000,614
"6138",14976,1769,24,1,1,88000,1714
"6139",13479,1144,24,1,1,24000,460
"6140",10568,587,24,1,1,33000,1696
"6141",12874,989,24,1,1,28000,1246
"6142",15065,1805,24,1,1,59000,1830
"6143",12633,939,24,1,1,60000,9112
"6144",13710,1208,24,1,1,46000,1146
"6145",12989,1023,24,1,1,15000,924
"6146",13491,1145,24,1,1,26000,863
"6147",13478,1144,24,1,1,10000,0
"6148",13539,1157,24,1,1,8900,452
"6149",14318,1474,24,1,1,43000,858
"6150",13673,1196,24,1,1,39000,1134
"6151",12402,886,24,1,1,67000,547
"6152",14470,1545,24,1,1,61000,3610
"6153",13538,1157,24,1,1,6400,560
"6154",12785,966,24,1,1,17000,120
"6155",13232,1079,24,1,1,56000,3155
"6156",13058,1041,24,1,1,18000,981
"6157",10472,577,24,1,1,7800,6196
"6158",14927,1747,24,1,1,46000,2135
"6159",13304,1099,24,1,1,22000,660
"6160",12072,825,24,1,1,71000,1587
"6161",12823,975,24,1,1,53000,-262
"6162",14375,1499,24,1,1,80000,8250
"6163",13946,1304,24,1,1,26000,1955
"6164",14693,1640,24,1,1,71000,2480
"6165",13477,1144,24,1,1,17000,459
"6166",13476,1144,24,1,1,11000,540
"6167",13513,1151,24,1,1,52000,2111
"6168",13714,1212,24,1,1,160000,2372
"6169",14652,1623,24,1,1,130000,2208
"6170",13533,1156,24,1,1,75000,844
"6171",12969,1017,24,1,1,43000,3151
"6172",13475,1144,24,1,1,6000,456
"6173",11979,808,24,1,1,20000,1236
"6174",13437,1136,24,1,1,50000,346
"6175",13325,1105,24,1,1,71000,2700
"6176",13919,1294,24,1,1,88000,19742
"6177",13347,1111,24,1,1,77000,14365
"6178",10949,638,24,1,1,52000,1160
"6179",14057,1353,24,1,1,180000,5451
"6180",13811,1247,24,1,1,63000,2548
"6181",13057,1041,24,1,1,22000,944
"6182",13912,1289,24,1,1,58000,3095
"6183",12987,1022,24,1,1,16000,416
"6184",14172,1403,24,1,1,120000,19405
"6185",13528,1153,24,1,1,86000,1840
"6186",12432,892,24,1,1,54000,1462
"6187",13685,1200,24,1,1,88000,1519
"6188",13925,1296,24,1,1,61000,2280
"6189",14479,1548,24,1,1,120000,5049
"6190",13154,1061,24,1,1,20000,3147
"6191",13474,1144,24,1,1,25000,1070
"6192",12934,1006,24,1,1,79000,2320
"6193",13586,1173,24,1,1,53000,5150
"6194",9714,479,24,1,1,23000,3026
"6195",12601,931,24,1,1,21000,901
"6196",12115,832,24,1,1,80000,16922
"6197",12441,894,24,1,1,63000,3205
"6198",13120,1053,24,1,1,84000,342
"6199",13791,1239,24,1,1,1e+05,6025
"6200",13282,1093,24,1,1,55000,1880
"6201",13303,1099,24,1,1,32000,5360
"6202",12524,915,24,1,1,37000,1150
"6203",13406,1131,24,1,1,47000,4509
"6204",12401,886,24,1,1,1e+05,5000
"6205",13302,1099,24,1,1,23000,0
"6206",13010,1029,24,1,1,25000,1210
"6207",13182,1067,24,1,1,70000,1640
"6208",14443,1532,24,1,1,140000,8284
"6209",13301,1099,24,1,1,23000,720
"6210",14194,1415,24,1,1,65000,3000
"6211",13639,1189,24,1,1,76000,2880
"6212",13939,1302,24,1,1,30000,650
"6213",12684,946,24,1,1,91000,4602
"6214",14645,1621,24,1,1,86000,1304
"6215",12830,976,24,1,1,60000,900
"6216",13436,1136,24,1,1,74000,2390
"6217",14141,1385,24,1,1,110000,724
"6218",12822,975,24,1,1,52000,592
"6219",13543,1159,24,1,1,50000,6258
"6220",13133,1057,24,1,1,64000,7184
"6221",14692,1640,24,1,1,13000,610
"6222",1838,94,24,1,1,8300,2770
"6223",13153,1061,24,1,1,19000,2274
"6224",13504,1149,24,1,1,21000,1315
"6225",13473,1144,24,1,1,17000,480
"6226",13490,1145,24,1,1,32000,7634
"6227",13277,1091,24,1,1,53000,510
"6228",13992,1326,24,1,1,53000,1617
"6229",14317,1474,24,1,1,88000,6480
"6230",14020,1337,24,1,1,70000,2163
"6231",13978,1318,24,1,1,87000,3120
"6232",12409,888,24,1,1,54000,5500
"6233",13684,1200,24,1,1,82000,13957
"6234",13218,1077,24,1,1,68000,800
"6235",14725,1659,24,1,1,47000,4801
"6236",11429,713,24,1,1,55000,2070
"6237",10471,577,24,1,1,14000,926
"6238",14328,1478,24,1,1,61000,3058
"6239",10959,641,24,1,1,79000,1190
"6240",13472,1144,24,1,1,13000,817
"6241",13152,1061,24,1,1,7800,36
"6242",9317,424,24,1,1,52000,6957
"6243",14062,1355,24,1,1,130000,13567
"6244",13082,1046,24,1,1,57000,5192
"6245",13760,1227,24,1,1,69000,4911
"6246",13110,1050,24,1,1,72000,7442
"6247",12881,991,24,1,1,64000,6648
"6248",13836,1259,24,1,1,77000,2375
"6249",14046,1348,24,1,1,23000,1190
"6250",11780,776,24,1,1,39000,2290
"6251",14195,1416,24,1,1,140000,10217
"6252",14184,1409,24,1,1,130000,3988
"6253",13009,1029,24,1,1,14000,930
"6254",8820,377,24,1,1,34000,3205
"6255",12271,859,24,1,1,22000,940
"6256",11978,808,24,1,1,13000,600
"6257",13537,1157,24,1,1,8600,10
"6258",13253,1085,24,1,1,28000,802
"6259",14211,1424,24,1,1,89000,4351
"6260",13238,1081,24,1,1,33000,925
"6261",13316,1102,24,1,1,19000,2872
"6262",14296,1463,24,1,1,47000,5540
"6263",12391,885,24,1,1,56000,2829
"6264",16051,2407,24,1,1,76000,1210
"6265",13081,1046,24,1,1,48000,1938
"6266",13008,1029,24,1,1,15000,676
"6267",11424,711,24,1,1,76000,5300
"6268",13910,1288,24,1,1,61000,4909
"6269",13416,1133,24,1,1,13000,939
"6270",14590,1595,24,1,1,94000,6980
