"","age","per","sex","risk","dt","rt","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15"
"639",31,88,1,133284,209,1.568,0.113,0.158,0.038,0.03,0,0.083,0.06,0.045,0.03,0.06,0.015,0,0.06,0.023,0.855
"640",31,88,2,126584,84,0.664,0.008,0.182,0,0.024,0,0.032,0.016,0.063,0,0.024,0.008,0.008,0.024,0.016,0.261
"641",32,43,1,160428,365,2.275,0.623,0.137,0.019,0.025,0.006,0.062,0.019,0.181,0.056,0.031,0.156,0.075,0.025,0.025,0.835
"642",32,43,2,162041,364,2.246,0.617,0.315,0.056,0.049,0.019,0.093,0.006,0.117,0.068,0.074,0.117,0.086,0.037,0.191,0.401
"643",32,48,1,153833,259,1.684,0.293,0.176,0.02,0.02,0.013,0.02,0.02,0.091,0.085,0.007,0.072,0.052,0.02,0.007,0.793
"644",32,48,2,155953,210,1.347,0.289,0.314,0.045,0.013,0.006,0.058,0.026,0.064,0.045,0.026,0.071,0.038,0.006,0.071,0.276
"645",32,53,1,155319,217,1.397,0.077,0.238,0.019,0.045,0.013,0.026,0.019,0.116,0.026,0.006,0.045,0.045,0,0.026,0.695
"646",32,53,2,159758,169,1.058,0.05,0.319,0.019,0.038,0.006,0.069,0.031,0.088,0.025,0.025,0.038,0.056,0.006,0.063,0.225
"647",32,58,1,141699,145,1.023,0.042,0.113,0.007,0.035,0.007,0.064,0.021,0.064,0.007,0.028,0.035,0.042,0.021,0.021,0.515
"648",32,58,2,144887,134,0.925,0.021,0.262,0.014,0.048,0,0.041,0.048,0.069,0.028,0.014,0.021,0.11,0.014,0.062,0.173
"649",32,63,1,139023,181,1.302,0.022,0.273,0,0.101,0.007,0.058,0.014,0.115,0.022,0,0.014,0.014,0.014,0.05,0.597
"650",32,63,2,139733,125,0.895,0.007,0.401,0.007,0.043,0,0.029,0.007,0.086,0,0.007,0.036,0.05,0.007,0.043,0.172
"651",32,68,1,153082,200,1.306,0.007,0.3,0.007,0.046,0.007,0.02,0.033,0.078,0.013,0.013,0.013,0.007,0.026,0.039,0.699
"652",32,68,2,148946,109,0.732,0.013,0.289,0,0.047,0,0.02,0.013,0.034,0.013,0.007,0,0.02,0.013,0.02,0.242
"653",32,73,1,191960,236,1.229,0,0.214,0,0.031,0.01,0.042,0.042,0.094,0.021,0.036,0.021,0.005,0.021,0.005,0.688
"654",32,73,2,182593,125,0.685,0.011,0.263,0.005,0,0.005,0.005,0.038,0.044,0.022,0.011,0.011,0.005,0.011,0.022,0.23
"655",32,78,1,211663,265,1.252,0,0.189,0.019,0.019,0.005,0.033,0.028,0.08,0.019,0.038,0.005,0,0.052,0.019,0.746
"656",32,78,2,201358,140,0.695,0.01,0.169,0.015,0.005,0,0.045,0.015,0.025,0.025,0.02,0.01,0.015,0.025,0.035,0.283
"657",32,83,1,189948,298,1.569,0.016,0.226,0.011,0.058,0,0.079,0.026,0.053,0.032,0.053,0.005,0,0.037,0.026,0.948
"658",32,83,2,181623,135,0.743,0,0.176,0.017,0.017,0,0.028,0.066,0.006,0.011,0.028,0,0.011,0.017,0.022,0.347
"659",32,88,1,133496,237,1.775,0.195,0.3,0.037,0.045,0.007,0.052,0.03,0.06,0.03,0.082,0.015,0.007,0.082,0.037,0.794
"660",32,88,2,126929,89,0.701,0.032,0.165,0.008,0.016,0,0.055,0.032,0.032,0,0.008,0.008,0,0.032,0.008,0.307
"661",33,43,1,161493,410,2.539,0.489,0.266,0.062,0.037,0.025,0.161,0.025,0.192,0.087,0.006,0.136,0.056,0.037,0.025,0.935
"662",33,43,2,163025,393,2.411,0.589,0.337,0.08,0.043,0.006,0.117,0,0.153,0.055,0.061,0.135,0.123,0.043,0.245,0.423
"663",33,48,1,152365,290,1.903,0.302,0.184,0.046,0.026,0.02,0.085,0.046,0.098,0.039,0.026,0.098,0.066,0.013,0.013,0.84
"664",33,48,2,154377,241,1.561,0.298,0.35,0.052,0.045,0,0.065,0.013,0.11,0.032,0.032,0.045,0.084,0,0.117,0.317
"665",33,53,1,156925,227,1.447,0.083,0.293,0.013,0.057,0,0.032,0.032,0.172,0.038,0.038,0.051,0.076,0.025,0.032,0.503
"666",33,53,2,160935,220,1.367,0.081,0.447,0.037,0.037,0.012,0.056,0.031,0.081,0.025,0.025,0.019,0.075,0.019,0.093,0.329
"667",33,58,1,143876,173,1.202,0.049,0.236,0.007,0.056,0,0.049,0.028,0.097,0.056,0.021,0.042,0.035,0,0.021,0.507
"668",33,58,2,147295,159,1.079,0.027,0.265,0.027,0.034,0,0.041,0.014,0.095,0.014,0.014,0.007,0.136,0.007,0.102,0.299
"669",33,63,1,138311,179,1.294,0.007,0.275,0.014,0.058,0,0.014,0.022,0.145,0.036,0.007,0.051,0.029,0.022,0.036,0.578
"670",33,63,2,139678,127,0.909,0.007,0.315,0,0.05,0.007,0.043,0.029,0.107,0.029,0.007,0,0.086,0.007,0.086,0.136
"671",33,68,1,149733,163,1.089,0.007,0.187,0,0.027,0.007,0.027,0.02,0.067,0.027,0.033,0.007,0.013,0.013,0.02,0.634
"672",33,68,2,146649,151,1.03,0.02,0.293,0.014,0.055,0,0.027,0.055,0.082,0.014,0.007,0.007,0.027,0.02,0.034,0.375
"673",33,73,1,179823,214,1.19,0.006,0.2,0.006,0.033,0,0.022,0.039,0.089,0.022,0.017,0.011,0.006,0.067,0.033,0.64
"674",33,73,2,171839,141,0.821,0,0.279,0.012,0.012,0,0.029,0.041,0.058,0.035,0.012,0,0.006,0.041,0.006,0.291
"675",33,78,1,216639,280,1.292,0.009,0.171,0,0.023,0,0.023,0.014,0.092,0.023,0.069,0.005,0.014,0.069,0,0.78
"676",33,78,2,205334,150,0.731,0.01,0.258,0,0.024,0,0.01,0.019,0.034,0.029,0.024,0,0,0.024,0.024,0.273
"677",33,83,1,190413,315,1.654,0.026,0.2,0.005,0.068,0.005,0.047,0.026,0.058,0.016,0.105,0.021,0.026,0.047,0.026,0.977
"678",33,83,2,182706,155,0.848,0,0.208,0,0.011,0,0.038,0.027,0.049,0.016,0.027,0,0.011,0.016,0.044,0.4
"679",33,88,1,133283,210,1.576,0.15,0.135,0.015,0.083,0.008,0.075,0.045,0.105,0.038,0.068,0,0.008,0.068,0.03,0.75
"680",33,88,2,127080,107,0.842,0,0.205,0.008,0.031,0.008,0.055,0.055,0.031,0.016,0.063,0,0.008,0.024,0.016,0.323
"681",34,43,1,161723,404,2.498,0.507,0.186,0.062,0.037,0.012,0.142,0.043,0.167,0.099,0.031,0.192,0.056,0.031,0.019,0.915
"682",34,43,2,163177,376,2.304,0.545,0.349,0.043,0.006,0.025,0.159,0.012,0.104,0.074,0.092,0.11,0.104,0.018,0.257,0.404
"683",34,48,1,152803,250,1.636,0.249,0.17,0.079,0.013,0.013,0.065,0.033,0.196,0.013,0.013,0.092,0.052,0,0.026,0.622
"684",34,48,2,155124,209,1.347,0.245,0.348,0.058,0.013,0.013,0.058,0.013,0.084,0.032,0.019,0.026,0.071,0.006,0.11,0.251
"685",34,53,1,156479,246,1.572,0.077,0.262,0.032,0.051,0.006,0.089,0.013,0.102,0.032,0.026,0.089,0.096,0.019,0.026,0.652
"686",34,53,2,159801,194,1.214,0.088,0.413,0.019,0.019,0,0.056,0.013,0.094,0.038,0.044,0.038,0.081,0.013,0.05,0.25
"687",34,58,1,146100,245,1.677,0.034,0.322,0.041,0.103,0,0.055,0.027,0.192,0.068,0.027,0.021,0.034,0.014,0.068,0.671
"688",34,58,2,150002,178,1.187,0.047,0.46,0.027,0.013,0,0.02,0.013,0.1,0.033,0.007,0.027,0.127,0.02,0.073,0.22
"689",34,63,1,138562,187,1.35,0.022,0.267,0.014,0.058,0,0.043,0.036,0.159,0.022,0.014,0.014,0.036,0.043,0.014,0.606
"690",34,63,2,140380,140,0.997,0.007,0.456,0.021,0.036,0,0.028,0.014,0.1,0.007,0.014,0,0.057,0.014,0.05,0.192
"691",34,68,1,146357,198,1.353,0.007,0.219,0.007,0.061,0.007,0.027,0.007,0.123,0.041,0.041,0.02,0.027,0.027,0.034,0.704
"692",34,68,2,144139,125,0.867,0.007,0.291,0.007,0.049,0.007,0.028,0.035,0.069,0.014,0.028,0.014,0.014,0.021,0.042,0.243
"693",34,73,1,169988,195,1.147,0.006,0.253,0.012,0.035,0,0,0.024,0.141,0.041,0.035,0,0.018,0.035,0.012,0.535
"694",34,73,2,162810,160,0.983,0.012,0.35,0.012,0.006,0,0.025,0.068,0.092,0.012,0.025,0,0.037,0,0.018,0.326
"695",34,78,1,217541,304,1.397,0.005,0.202,0.005,0.041,0,0.037,0.023,0.124,0.023,0.069,0.005,0.005,0.101,0,0.758
"696",34,78,2,206138,177,0.859,0.005,0.335,0.01,0.034,0.005,0.039,0.039,0.024,0.015,0.019,0,0.01,0.029,0.019,0.277
"697",34,83,1,191963,334,1.74,0.042,0.234,0.005,0.078,0,0.026,0.031,0.135,0.021,0.13,0.005,0.01,0.068,0.01,0.943
"698",34,83,2,184389,154,0.835,0.011,0.255,0.016,0.033,0.005,0.043,0.071,0.027,0.022,0.033,0,0,0.022,0,0.298
"699",34,88,1,133134,263,1.975,0.135,0.203,0.008,0.03,0.008,0.165,0.038,0.113,0.015,0.128,0.008,0,0.075,0.053,0.999
"700",34,88,2,127332,108,0.848,0.016,0.306,0,0.039,0,0.039,0.079,0.039,0.016,0.047,0.008,0,0.039,0.031,0.188
"701",35,43,1,159974,415,2.594,0.544,0.238,0.044,0.044,0.006,0.056,0.019,0.188,0.056,0.006,0.2,0.119,0.044,0.025,1.006
"702",35,43,2,161718,447,2.764,0.519,0.563,0.074,0.019,0.031,0.13,0.025,0.21,0.13,0.093,0.117,0.161,0.031,0.247,0.414
"703",35,48,1,153867,294,1.911,0.26,0.253,0.039,0.039,0.013,0.084,0.032,0.195,0.039,0.006,0.11,0.058,0.006,0.013,0.76
"704",35,48,2,156143,288,1.844,0.231,0.544,0.051,0.058,0.019,0.077,0.013,0.109,0.045,0.032,0.058,0.083,0.006,0.205,0.314
"705",35,53,1,155937,218,1.398,0.071,0.212,0.019,0.026,0,0.026,0.038,0.154,0.038,0.019,0.058,0.064,0.006,0.019,0.648
"706",35,53,2,158967,211,1.327,0.088,0.377,0.025,0.057,0.006,0.101,0.044,0.113,0.031,0.019,0.044,0.088,0.013,0.057,0.264
"707",35,58,1,147758,220,1.489,0.047,0.291,0.068,0.068,0.014,0.047,0.027,0.203,0.034,0.034,0.027,0.061,0.034,0.02,0.514
"708",35,58,2,152076,186,1.223,0.039,0.401,0.026,0.026,0.013,0.085,0.026,0.099,0.007,0.013,0.033,0.112,0.007,0.072,0.263
"709",35,63,1,139455,195,1.398,0,0.287,0.007,0.05,0.007,0.022,0.05,0.151,0.022,0.029,0.022,0.057,0.029,0.036,0.631
"710",35,63,2,141345,160,1.132,0.021,0.446,0.014,0.071,0.007,0.064,0.021,0.085,0.014,0.028,0.014,0.085,0.014,0.042,0.205
"711",35,68,1,143161,229,1.6,0.035,0.328,0.007,0.042,0.014,0.049,0.035,0.175,0.021,0.035,0.021,0.035,0.035,0.049,0.719
"712",35,68,2,141710,143,1.009,0.007,0.395,0.007,0.021,0,0.056,0.014,0.071,0.042,0.021,0.028,0.049,0,0.014,0.282
"713",35,73,1,162244,248,1.529,0.006,0.24,0.006,0.031,0.006,0.055,0.055,0.179,0.031,0.074,0.025,0.012,0.062,0.006,0.74
"714",35,73,2,156113,161,1.031,0.006,0.404,0,0.038,0,0.026,0.045,0.109,0.019,0.006,0.026,0.013,0.013,0.019,0.307
"715",35,78,1,212992,337,1.582,0.019,0.164,0,0.066,0,0.085,0.042,0.141,0.009,0.099,0.005,0.023,0.075,0.019,0.836
"716",35,78,2,202083,191,0.945,0,0.346,0.005,0.03,0,0.03,0.03,0.035,0.02,0.03,0,0.025,0.03,0.02,0.346
"717",35,83,1,195931,341,1.74,0.041,0.322,0.01,0.056,0,0.061,0.041,0.112,0.051,0.082,0,0.031,0.061,0.031,0.842
"718",35,83,2,188266,172,0.914,0,0.276,0.016,0.042,0,0.021,0.027,0.048,0.016,0.048,0.005,0.005,0.016,0.016,0.377
"719",35,88,1,132823,269,2.025,0.113,0.211,0.023,0.053,0,0.098,0.083,0.113,0.038,0.151,0.008,0.008,0.113,0.015,1.001
"720",35,88,2,127326,125,0.982,0.008,0.267,0.016,0.031,0,0.071,0.086,0.047,0.016,0.071,0.008,0,0.016,0.039,0.306
"721",36,43,1,157032,436,2.777,0.573,0.293,0.083,0.013,0.006,0.134,0.025,0.229,0.102,0.013,0.229,0.102,0.025,0.038,0.911
"722",36,43,2,159533,432,2.708,0.501,0.552,0.113,0.05,0.031,0.088,0.025,0.132,0.069,0.075,0.1,0.132,0.056,0.313,0.47
"723",36,48,1,155908,326,2.091,0.314,0.289,0.071,0.026,0.013,0.077,0.045,0.141,0.077,0.019,0.103,0.071,0.032,0.026,0.789
"724",36,48,2,157917,246,1.558,0.196,0.361,0.063,0.063,0.013,0.051,0.019,0.12,0.025,0.057,0.082,0.063,0.013,0.127,0.304
"725",36,53,1,154145,247,1.602,0.071,0.311,0.019,0.032,0,0.058,0.052,0.195,0.032,0.006,0.045,0.052,0.019,0.026,0.681
"726",36,53,2,156960,238,1.516,0.045,0.548,0.064,0.038,0,0.076,0.013,0.166,0.025,0.045,0.045,0.089,0.013,0.102,0.248
"727",36,58,1,150100,220,1.466,0.02,0.28,0.007,0.04,0.007,0.047,0.02,0.167,0.04,0.013,0.073,0.073,0.007,0.013,0.66
"728",36,58,2,154517,182,1.178,0.045,0.479,0.026,0.032,0,0.058,0.019,0.123,0.006,0.006,0.039,0.142,0.019,0.032,0.149
"729",36,63,1,140378,233,1.66,0.036,0.271,0.021,0.071,0,0.043,0.036,0.264,0.021,0.014,0.028,0.043,0.028,0.036,0.748
"730",36,63,2,142542,176,1.235,0.028,0.533,0.007,0.056,0,0.028,0.049,0.042,0.028,0.014,0.028,0.098,0.021,0.07,0.232
"731",36,68,1,140839,235,1.669,0.021,0.376,0.014,0.071,0.007,0.043,0.036,0.178,0.028,0.021,0.028,0.028,0.036,0.028,0.753
"732",36,68,2,140117,196,1.399,0.014,0.507,0.021,0.05,0.007,0.093,0.043,0.093,0.057,0.021,0.014,0.064,0.036,0.029,0.35
"733",36,73,1,156608,250,1.596,0.013,0.243,0.006,0.026,0,0.026,0.051,0.223,0.045,0.083,0.006,0.019,0.064,0.019,0.773
"734",36,73,2,151727,149,0.982,0,0.422,0.02,0.046,0,0.033,0.079,0.079,0.04,0.007,0.007,0.007,0.02,0.02,0.204
"735",36,78,1,203111,324,1.595,0.005,0.182,0.034,0.03,0.005,0.054,0.064,0.177,0.034,0.118,0.01,0.01,0.079,0.015,0.778
"736",36,78,2,193212,188,0.973,0.005,0.316,0.005,0.016,0,0.016,0.041,0.052,0.031,0.047,0.005,0.01,0.026,0.026,0.378
"737",36,83,1,202800,348,1.716,0.044,0.212,0,0.074,0,0.069,0.039,0.153,0.025,0.113,0.015,0.01,0.099,0.015,0.848
"738",36,83,2,194642,195,1.002,0.005,0.349,0.021,0.015,0,0.026,0.046,0.021,0.036,0.036,0,0,0.01,0.021,0.416
"739",36,88,1,132180,259,1.959,0.144,0.227,0.015,0.068,0,0.083,0.068,0.129,0.03,0.091,0,0,0.129,0.008,0.968
"740",36,88,2,127050,127,1,0.008,0.315,0,0.024,0,0.094,0.063,0.079,0.016,0.063,0,0.031,0.008,0.031,0.268
"741",37,43,1,154165,416,2.698,0.402,0.298,0.058,0.071,0.013,0.13,0.026,0.279,0.123,0.013,0.272,0.091,0.032,0.039,0.85
"742",37,43,2,157259,435,2.766,0.388,0.623,0.095,0.089,0.013,0.102,0.025,0.216,0.076,0.14,0.127,0.121,0.032,0.299,0.42
"743",37,48,1,157375,325,2.065,0.299,0.299,0.07,0.076,0,0.076,0.025,0.197,0.051,0.006,0.146,0.057,0.025,0,0.737
"744",37,48,2,159260,290,1.821,0.232,0.483,0.044,0.019,0.013,0.126,0.075,0.126,0.019,0.038,0.1,0.075,0.006,0.1,0.364
"745",37,53,1,150675,271,1.799,0.073,0.338,0.02,0.06,0,0.06,0.04,0.292,0.073,0.02,0.086,0.06,0.013,0.013,0.65
"746",37,53,2,153075,230,1.503,0.098,0.536,0.026,0.026,0.007,0.052,0.046,0.131,0.007,0.026,0.033,0.111,0.013,0.059,0.333
"747",37,58,1,153617,260,1.693,0.026,0.325,0.02,0.059,0,0.091,0.02,0.247,0.039,0,0.065,0.078,0.033,0.046,0.644
"748",37,58,2,157996,229,1.449,0.019,0.696,0.013,0.025,0.006,0.057,0.032,0.12,0.038,0.032,0.025,0.101,0,0.063,0.222
"749",37,63,1,141737,250,1.764,0.007,0.325,0.021,0.085,0.007,0.056,0.078,0.289,0.028,0.049,0.007,0.078,0.028,0.035,0.67
"750",37,63,2,144358,211,1.462,0.007,0.61,0.021,0.076,0.007,0.035,0.042,0.132,0.028,0.021,0.007,0.145,0.014,0.069,0.249
"751",37,68,1,139532,251,1.799,0.022,0.337,0.014,0.072,0.007,0.057,0.079,0.229,0.007,0.043,0.014,0.029,0.05,0.029,0.81
"752",37,68,2,139434,186,1.334,0,0.473,0,0.057,0,0.022,0.065,0.194,0.065,0.029,0.022,0.057,0.029,0.043,0.28
"753",37,73,1,152611,289,1.894,0.007,0.426,0.02,0.085,0.013,0.046,0.046,0.262,0.046,0.118,0.033,0.02,0.072,0.02,0.681
"754",37,73,2,148693,147,0.989,0.007,0.464,0.007,0.034,0,0.007,0.034,0.074,0.007,0.027,0,0.034,0,0.034,0.262
"755",37,78,1,190374,346,1.817,0.016,0.263,0.016,0.063,0.005,0.074,0.042,0.231,0.053,0.095,0.005,0.011,0.095,0.016,0.835
"756",37,78,2,182083,208,1.142,0,0.362,0.022,0.044,0.005,0.033,0.077,0.093,0.011,0.022,0.005,0.016,0.038,0.033,0.379
"757",37,83,1,209761,402,1.916,0.033,0.367,0.005,0.057,0.005,0.048,0.057,0.229,0.043,0.11,0.019,0.01,0.091,0,0.844
"758",37,83,2,200666,210,1.047,0.01,0.319,0.015,0.035,0,0.035,0.05,0.06,0.045,0.065,0.01,0.01,0.035,0.01,0.349
"759",37,88,1,132138,316,2.391,0.159,0.288,0.015,0.076,0.008,0.091,0.045,0.166,0.023,0.189,0.023,0.015,0.121,0.015,1.158
"760",37,88,2,127271,160,1.257,0.024,0.416,0.008,0.047,0,0.086,0.063,0.063,0.039,0.094,0.008,0.008,0.031,0.024,0.346
"761",38,43,1,150992,453,3,0.636,0.364,0.053,0.046,0.026,0.172,0.033,0.245,0.093,0.04,0.278,0.086,0.026,0.013,0.887
"762",38,43,2,154780,461,2.978,0.575,0.569,0.11,0.058,0.013,0.168,0.006,0.2,0.142,0.084,0.103,0.194,0.026,0.317,0.413
"763",38,48,1,158504,362,2.284,0.227,0.366,0.12,0.038,0.006,0.082,0.025,0.196,0.044,0.038,0.164,0.082,0.025,0.025,0.845
"764",38,48,2,160035,317,1.981,0.175,0.669,0.106,0.025,0.012,0.1,0.044,0.175,0.031,0.069,0.05,0.081,0.006,0.125,0.312
"765",38,53,1,149089,289,1.938,0.06,0.389,0.034,0.02,0,0.087,0.02,0.275,0.06,0.047,0.054,0.054,0.007,0.02,0.812
"766",38,53,2,151625,251,1.655,0.079,0.613,0.026,0.046,0,0.073,0.046,0.152,0.026,0.033,0.053,0.125,0.013,0.092,0.277
"767",38,58,1,155122,270,1.741,0.039,0.387,0.013,0.039,0.006,0.077,0.019,0.29,0.039,0.019,0.064,0.09,0.013,0.032,0.612
"768",38,58,2,159204,259,1.627,0.025,0.685,0.044,0.038,0,0.063,0.05,0.094,0.013,0.031,0.044,0.151,0.05,0.094,0.245
"769",38,63,1,143813,276,1.919,0.035,0.459,0,0.063,0,0.056,0.035,0.348,0.049,0.007,0.042,0.056,0.014,0.035,0.723
"770",38,63,2,146779,239,1.628,0.02,0.756,0.02,0.068,0.007,0.095,0.048,0.17,0.014,0.034,0.02,0.075,0.014,0.034,0.252
"771",38,68,1,138688,281,2.026,0.014,0.49,0.007,0.094,0.014,0.036,0.029,0.303,0.043,0.043,0.05,0.022,0.029,0.014,0.836
"772",38,68,2,139211,199,1.429,0,0.654,0.022,0.043,0.007,0.043,0.043,0.072,0.05,0.029,0.007,0.05,0.022,0.029,0.359
"773",38,73,1,148973,298,2,0.013,0.342,0.02,0.067,0.007,0.094,0.101,0.336,0.027,0.107,0.027,0.027,0.081,0.04,0.712
"774",38,73,2,146270,203,1.388,0.014,0.554,0,0.027,0,0.041,0.082,0.116,0.027,0.048,0.041,0.034,0.014,0.027,0.362
"775",38,78,1,178256,340,1.907,0,0.365,0.006,0.05,0,0.067,0.079,0.241,0.022,0.129,0.028,0.017,0.112,0.011,0.78
"776",38,78,2,171323,228,1.331,0,0.484,0.006,0.035,0,0.023,0.076,0.064,0.035,0.058,0.029,0.029,0.064,0.023,0.403
"777",38,83,1,214582,441,2.055,0.028,0.312,0.019,0.065,0.005,0.084,0.075,0.27,0.023,0.163,0.009,0.009,0.084,0.028,0.881
"778",38,83,2,204518,257,1.257,0.02,0.421,0.01,0.029,0.01,0.054,0.059,0.068,0.015,0.054,0.01,0.005,0.049,0.015,0.44
"779",38,88,1,132117,333,2.52,0.144,0.371,0.008,0.068,0.008,0.091,0.091,0.235,0.053,0.204,0.008,0.008,0.174,0.045,1.014
"780",38,88,2,127881,165,1.29,0.016,0.438,0.023,0.016,0,0.086,0.023,0.07,0.055,0.125,0,0.008,0.07,0.031,0.328
"781",39,43,1,147568,472,3.199,0.515,0.359,0.081,0.047,0.02,0.169,0.034,0.413,0.122,0.041,0.278,0.047,0.02,0.02,1.03
"782",39,43,2,151767,468,3.084,0.481,0.705,0.138,0.046,0.026,0.125,0.02,0.231,0.165,0.119,0.198,0.171,0.033,0.231,0.395
"783",39,48,1,158205,376,2.377,0.272,0.392,0.063,0.032,0.006,0.101,0.076,0.303,0.051,0.044,0.101,0.082,0.025,0.051,0.777
"784",39,48,2,159669,328,2.054,0.263,0.701,0.081,0.019,0.006,0.088,0.044,0.157,0.063,0.05,0.069,0.1,0.013,0.119,0.282
"785",39,53,1,149762,296,1.976,0.093,0.374,0.047,0.053,0.013,0.093,0.027,0.267,0.06,0.027,0.08,0.06,0.013,0.04,0.728
"786",39,53,2,152800,259,1.695,0.065,0.726,0.046,0.02,0.013,0.072,0.039,0.17,0.065,0.059,0.046,0.079,0,0.085,0.209
"787",39,58,1,154541,354,2.291,0.052,0.55,0.052,0.084,0,0.071,0.052,0.362,0.045,0.065,0.078,0.097,0.045,0.045,0.692
"788",39,58,2,158168,280,1.77,0.032,0.771,0.032,0.025,0.006,0.07,0.044,0.171,0.013,0.038,0.025,0.24,0.013,0.044,0.247
"789",39,63,1,145987,291,1.993,0.014,0.39,0.007,0.075,0,0.068,0.062,0.425,0.048,0.021,0.048,0.062,0.048,0.041,0.685
"790",39,63,2,149444,258,1.726,0.027,0.756,0.02,0.047,0,0.074,0.074,0.127,0.033,0.02,0.04,0.194,0.013,0.074,0.228
"791",39,68,1,138676,319,2.3,0.007,0.476,0.014,0.079,0,0.094,0.043,0.368,0.087,0.079,0.014,0.036,0.065,0.05,0.887
"792",39,68,2,139693,238,1.704,0.029,0.83,0.007,0.043,0,0.036,0.064,0.1,0.021,0.014,0.064,0.093,0.043,0.021,0.336
"793",39,73,1,145473,309,2.124,0.014,0.392,0.021,0.062,0.007,0.014,0.034,0.385,0.027,0.103,0.041,0.021,0.089,0.007,0.907
"794",39,73,2,143798,199,1.384,0.007,0.577,0,0.035,0,0.042,0.09,0.146,0.07,0.042,0.028,0.028,0.021,0.028,0.271
"795",39,78,1,168298,360,2.139,0.018,0.339,0.024,0.065,0,0.053,0.089,0.261,0.053,0.143,0.018,0.006,0.154,0.018,0.897
"796",39,78,2,162216,255,1.572,0.006,0.598,0.012,0.031,0.012,0.043,0.074,0.099,0.043,0.025,0.006,0.025,0.08,0.055,0.462
"797",39,83,1,215388,466,2.164,0.065,0.339,0.014,0.051,0.009,0.116,0.046,0.265,0.042,0.176,0.009,0.005,0.088,0.032,0.905
"798",39,83,2,205183,280,1.365,0.005,0.473,0.005,0.049,0.005,0.039,0.097,0.049,0.044,0.058,0.015,0,0.054,0.015,0.458
"799",39,88,1,133781,331,2.474,0.157,0.284,0.007,0.105,0.007,0.164,0.105,0.314,0.022,0.232,0.007,0,0.12,0.03,0.919
"800",39,88,2,129595,208,1.605,0.039,0.679,0,0.023,0.008,0.069,0.069,0.093,0.015,0.069,0,0.023,0.077,0.023,0.417
"801",40,43,1,144483,464,3.211,0.561,0.381,0.09,0.062,0.014,0.125,0.028,0.36,0.118,0.055,0.346,0.076,0.062,0.021,0.914
"802",40,43,2,148954,485,3.256,0.396,0.846,0.114,0.047,0.027,0.101,0.047,0.282,0.128,0.161,0.148,0.208,0.034,0.222,0.497
"803",40,48,1,156677,405,2.585,0.287,0.428,0.064,0.032,0.006,0.096,0.038,0.281,0.083,0.038,0.185,0.089,0.026,0.019,0.913
"804",40,48,2,158631,358,2.257,0.202,0.788,0.05,0.025,0,0.069,0.05,0.183,0.069,0.063,0.082,0.139,0.006,0.113,0.416
"805",40,53,1,151094,354,2.343,0.106,0.483,0.053,0.033,0.013,0.079,0.06,0.417,0.053,0.02,0.119,0.086,0.033,0.026,0.761
"806",40,53,2,154079,314,2.038,0.052,0.766,0.032,0.058,0.013,0.11,0.058,0.188,0.013,0.071,0.071,0.123,0.019,0.104,0.357
"807",40,58,1,153925,349,2.267,0.065,0.591,0.006,0.039,0.013,0.078,0.032,0.442,0.058,0.039,0.052,0.071,0.039,0.045,0.695
"808",40,58,2,157331,285,1.811,0.006,0.795,0.025,0.025,0.006,0.095,0.051,0.21,0.038,0.006,0.006,0.14,0.025,0.064,0.318
"809",40,63,1,147477,358,2.427,0.014,0.475,0.02,0.115,0.007,0.047,0.102,0.536,0.047,0.088,0.054,0.129,0.034,0.068,0.692
"810",40,63,2,151377,293,1.936,0.013,0.898,0.033,0.007,0.007,0.106,0.04,0.244,0.013,0.02,0.033,0.225,0.007,0.04,0.251
"811",40,68,1,139487,327,2.344,0.007,0.538,0.007,0.043,0.007,0.05,0.05,0.509,0.1,0.043,0.029,0.014,0.043,0.079,0.824
"812",40,68,2,140630,267,1.899,0.014,0.811,0.014,0.05,0,0.057,0.064,0.171,0.043,0.05,0,0.114,0.028,0.057,0.427
"813",40,73,1,142317,354,2.487,0.021,0.443,0.007,0.077,0,0.07,0.063,0.464,0.049,0.141,0.035,0.035,0.07,0.042,0.97
"814",40,73,2,141237,250,1.77,0.007,0.821,0.021,0.028,0,0.05,0.12,0.177,0.042,0.028,0.014,0.021,0.035,0.042,0.361
"815",40,78,1,160475,375,2.337,0.012,0.436,0.019,0.069,0,0.05,0.112,0.337,0.031,0.156,0.006,0.031,0.131,0.025,0.922
"816",40,78,2,155437,249,1.602,0.019,0.669,0,0.013,0,0.058,0.045,0.103,0.039,0.058,0.006,0.026,0.039,0.039,0.489
"817",40,83,1,210798,479,2.272,0.028,0.403,0.005,0.081,0,0.123,0.057,0.289,0.038,0.171,0.024,0.014,0.085,0.024,0.93
"818",40,83,2,201042,271,1.348,0.01,0.423,0.005,0.025,0.005,0.075,0.104,0.104,0.015,0.05,0.005,0.01,0.06,0.015,0.443
"819",40,88,1,138163,371,2.685,0.13,0.427,0.007,0.094,0.007,0.138,0.072,0.318,0.065,0.232,0.036,0.007,0.166,0.022,0.963
"820",40,88,2,133870,205,1.531,0.007,0.598,0.015,0.015,0,0.105,0.097,0.09,0.03,0.082,0.022,0.007,0.09,0.022,0.351
"821",41,43,1,141611,491,3.467,0.494,0.508,0.049,0.035,0,0.177,0.028,0.48,0.155,0.028,0.346,0.099,0.113,0.035,0.918
