"","A","P","D","Y"
"4122",71,1988,0,18471.5
"4123",72,1988,0,17677.5
"4124",73,1988,0,17101.1666666667
"4125",74,1988,1,16527.5
"4126",75,1988,0,15756.1666666667
"4127",76,1988,0,14698.1666666667
"4128",77,1988,0,13584.1666666667
"4129",78,1988,0,12379.3333333334
"4130",79,1988,1,11061.3333333333
"4131",80,1988,1,9700.5
"4132",81,1988,0,8436.5
"4133",82,1988,0,7349.6666666667
"4134",83,1988,0,6370.8333333333
"4135",84,1988,1,5469.8333333333
"4136",85,1988,0,4657.6666666666
"4137",86,1988,1,3925
"4138",87,1988,1,3207.6666666667
"4139",88,1988,1,2580.6666666666
"4140",89,1988,0,1886.51561709658
"4141",0,1989,0,30627.833333333
"4142",1,1989,0,29794.833333333
"4143",2,1989,0,28918.333333333
"4144",3,1989,0,28144.5
"4145",4,1989,0,27385.5
"4146",5,1989,0,26941.166666666
"4147",6,1989,0,26956.833333333
"4148",7,1989,0,27551.5
"4149",8,1989,0,28611.166666667
"4150",9,1989,0,29943.666666666
"4151",10,1989,0,31133.833333333
"4152",11,1989,0,32079.833333334
"4153",12,1989,0,33431
"4154",13,1989,0,35002.833333333
"4155",14,1989,0,36236.333333333
"4156",15,1989,2,37024.833333333
"4157",16,1989,1,37687.5
"4158",17,1989,3,38037.166666666
"4159",18,1989,1,37766.666666667
"4160",19,1989,2,37478.666666666
"4161",20,1989,4,38304.333333333
"4162",21,1989,8,40517.666666667
"4163",22,1989,5,42749.333333334
"4164",23,1989,7,43880.833333333
"4165",24,1989,8,43659.5
"4166",25,1989,6,42543.833333333
"4167",26,1989,10,41201.666666666
"4168",27,1989,11,39975.166666666
"4169",28,1989,12,39025.666666667
"4170",29,1989,13,38477.333333334
"4171",30,1989,15,38115.666666666
"4172",31,1989,9,38054.666666667
"4173",32,1989,10,38163
"4174",33,1989,11,38081.166666667
"4175",34,1989,11,37990.833333333
"4176",35,1989,6,37889
"4177",36,1989,5,37777.333333333
"4178",37,1989,8,37699.333333334
"4179",38,1989,13,37726.333333333
"4180",39,1989,7,38370.166666667
"4181",40,1989,4,39757
"4182",41,1989,10,41737.5
"4183",42,1989,5,43436.666666667
"4184",43,1989,7,43760.333333333
"4185",44,1989,6,42375.5
"4186",45,1989,4,39915.166666667
"4187",46,1989,6,37017.833333333
"4188",47,1989,5,34255.666666667
"4189",48,1989,2,32090
"4190",49,1989,3,30658.666666667
"4191",50,1989,6,29776.333333333
"4192",51,1989,5,28909.166666667
"4193",52,1989,1,27994
"4194",53,1989,1,27123.166666667
"4195",54,1989,2,26339.666666667
"4196",55,1989,3,25636.166666666
"4197",56,1989,1,25083.666666667
"4198",57,1989,1,24766
"4199",58,1989,0,24493.833333333
"4200",59,1989,0,24311.166666666
"4201",60,1989,0,24150.166666667
"4202",61,1989,1,24015.666666666
"4203",62,1989,0,23867.5
"4204",63,1989,1,23709.833333333
"4205",64,1989,1,23575.166666666
"4206",65,1989,0,23217.333333333
"4207",66,1989,1,22828.5
"4208",67,1989,1,22649.333333334
"4209",68,1989,0,22132.5
"4210",69,1989,0,21092.1666666663
"4211",70,1989,0,19720.4999999997
"4212",71,1989,0,18508.3333333334
"4213",72,1989,2,17632.6666666667
"4214",73,1989,0,16805.8333333333
"4215",74,1989,1,16197
"4216",75,1989,2,15565.6666666667
"4217",76,1989,0,14744
"4218",77,1989,1,13651.5
"4219",78,1989,0,12506.1666666667
"4220",79,1989,0,11310
"4221",80,1989,0,10023
"4222",81,1989,0,8710
"4223",82,1989,0,7528.3333333334
"4224",83,1989,0,6495.5
"4225",84,1989,0,5564.8333333334
"4226",85,1989,0,4745
"4227",86,1989,1,3994
"4228",87,1989,0,3317.1666666667
"4229",88,1989,0,2678.6666666667
"4230",89,1989,0,1953.49413145543
"4231",0,1990,1,31797.666666667
"4232",1,1990,1,30882.166666667
"4233",2,1990,0,29873.5
"4234",3,1990,0,29006
"4235",4,1990,1,28215.333333334
"4236",5,1990,0,27461.833333334
"4237",6,1990,0,27014.333333334
"4238",7,1990,0,27018.333333333
"4239",8,1990,0,27618.833333334
"4240",9,1990,0,28681.833333333
"4241",10,1990,0,30008.833333333
"4242",11,1990,0,31199.333333333
"4243",12,1990,0,32146.333333333
"4244",13,1990,0,33501.833333334
"4245",14,1990,0,35056.666666667
"4246",15,1990,0,36332.166666666
"4247",16,1990,2,37105.333333334
"4248",17,1990,2,37764.5
"4249",18,1990,5,38101.666666667
"4250",19,1990,9,37786.333333333
"4251",20,1990,5,37542
"4252",21,1990,7,38377.166666666
"4253",22,1990,6,40597.666666667
"4254",23,1990,7,42822
"4255",24,1990,7,43923.666666667
"4256",25,1990,11,43679
"4257",26,1990,7,42547.833333334
"4258",27,1990,7,41196
"4259",28,1990,14,39948.833333333
"4260",29,1990,10,39030.333333334
"4261",30,1990,4,38438.166666666
"4262",31,1990,10,38074.666666667
"4263",32,1990,7,38012.5
"4264",33,1990,13,38125.333333333
"4265",34,1990,11,38037
"4266",35,1990,10,37930
"4267",36,1990,9,37832.5
"4268",37,1990,10,37702.833333334
"4269",38,1990,8,37620.833333333
"4270",39,1990,5,37669.166666666
"4271",40,1990,8,38296.166666666
"4272",41,1990,5,39669.833333333
"4273",42,1990,2,41607.166666667
"4274",43,1990,13,43283
"4275",44,1990,5,43599.833333333
"4276",45,1990,3,42200.333333334
"4277",46,1990,3,39753
"4278",47,1990,4,36867.666666667
"4279",48,1990,4,34099.833333333
"4280",49,1990,1,31925.5
"4281",50,1990,3,30479.833333333
"4282",51,1990,4,29585.5
"4283",52,1990,2,28705.166666667
"4284",53,1990,2,27783.666666667
"4285",54,1990,2,26905.5
"4286",55,1990,5,26078.166666666
"4287",56,1990,0,25357
"4288",57,1990,1,24775.833333334
"4289",58,1990,1,24415
"4290",59,1990,2,24146.333333333
"4291",60,1990,1,23940.166666667
"4292",61,1990,1,23756.833333334
"4293",62,1990,0,23572.833333333
"4294",63,1990,0,23383.333333334
"4295",64,1990,1,23175.5
"4296",65,1990,0,23001.833333333
"4297",66,1990,0,22604.166666666
"4298",67,1990,0,22157.666666667
"4299",68,1990,2,21909.833333334
"4300",69,1990,1,21350.166666667
"4301",70,1990,1,20272.6666666663
"4302",71,1990,1,18889
"4303",72,1990,1,17635.1666666667
"4304",73,1990,1,16743
"4305",74,1990,1,15909.5
"4306",75,1990,0,15249.5
"4307",76,1990,1,14551.1666666666
"4308",77,1990,0,13656
"4309",78,1990,0,12572.5
"4310",79,1990,0,11446.5
"4311",80,1990,0,10259.1666666666
"4312",81,1990,0,9031
"4313",82,1990,0,7783.6666666667
"4314",83,1990,0,6630.5
"4315",84,1990,1,5643.6666666667
"4316",85,1990,0,4802.8333333333
"4317",86,1990,0,4061.6666666667
"4318",87,1990,1,3386.6666666667
"4319",88,1990,0,2746
"4320",89,1990,0,2016.59865659113
"4321",0,1991,0,32569.833333333
"4322",1,1991,0,31948.333333333
"4323",2,1991,0,30994.166666666
"4324",3,1991,0,29980.833333333
"4325",4,1991,1,29108
"4326",5,1991,0,28311.833333333
"4327",6,1991,0,27549.833333334
"4328",7,1991,0,27102
"4329",8,1991,0,27095.666666667
"4330",9,1991,0,27705.166666667
"4331",10,1991,0,28786
"4332",11,1991,0,30110.666666667
"4333",12,1991,0,31283.333333333
"4334",13,1991,0,32220.666666667
"4335",14,1991,0,33574.666666667
"4336",15,1991,0,35160.333333333
"4337",16,1991,0,36427.833333333
"4338",17,1991,0,37192.5
"4339",18,1991,2,37862.166666667
"4340",19,1991,2,38170.833333333
"4341",20,1991,3,37910.5
"4342",21,1991,3,37658.5
"4343",22,1991,6,38492.166666667
"4344",23,1991,6,40727.833333333
"4345",24,1991,8,42957.666666667
"4346",25,1991,7,44036
"4347",26,1991,10,43761.5
"4348",27,1991,14,42612.333333333
"4349",28,1991,17,41267.333333333
"4350",29,1991,4,40042.5
"4351",30,1991,15,39042.166666666
"4352",31,1991,10,38444.666666666
"4353",32,1991,14,38078.666666667
"4354",33,1991,12,37987
"4355",34,1991,11,38130.833333334
"4356",35,1991,14,38049
"4357",36,1991,10,37918.666666666
"4358",37,1991,7,37800.333333334
"4359",38,1991,6,37660.666666667
"4360",39,1991,14,37576.166666667
"4361",40,1991,4,37624.333333333
"4362",41,1991,8,38240
"4363",42,1991,3,39564.333333333
"4364",43,1991,5,41486.833333333
"4365",44,1991,6,43162
"4366",45,1991,3,43461.666666667
"4367",46,1991,0,42056
"4368",47,1991,0,39598.333333334
"4369",48,1991,2,36691
"4370",49,1991,6,33927.5
"4371",50,1991,2,31745.666666667
"4372",51,1991,7,30282.333333333
"4373",52,1991,1,29387.5
"4374",53,1991,2,28505.166666667
"4375",54,1991,1,27564.666666667
"4376",55,1991,3,26650.166666667
"4377",56,1991,1,25812.833333333
"4378",57,1991,1,25058
"4379",58,1991,2,24457.333333334
"4380",59,1991,0,24083.833333333
"4381",60,1991,1,23811.666666666
"4382",61,1991,0,23570.333333334
"4383",62,1991,1,23339.666666666
"4384",63,1991,1,23124.666666667
"4385",64,1991,0,22881.666666667
"4386",65,1991,0,22639.833333334
"4387",66,1991,0,22430.333333333
"4388",67,1991,2,21961.833333333
"4389",68,1991,0,21461.666666667
"4390",69,1991,1,21136.5
"4391",70,1991,1,20510.833333333
"4392",71,1991,0,19406.5000000003
"4393",72,1991,0,18015.5
"4394",73,1991,1,16763.8333333333
"4395",74,1991,0,15830.1666666666
"4396",75,1991,0,14952.5
"4397",76,1991,1,14253.6666666667
"4398",77,1991,0,13511.8333333333
"4399",78,1991,0,12613.1666666667
"4400",79,1991,0,11524.1666666667
"4401",80,1991,1,10401.3333333333
"4402",81,1991,0,9246.3333333333
"4403",82,1991,0,8042.8333333333
"4404",83,1991,1,6852.1666666667
"4405",84,1991,1,5782.6666666667
"4406",85,1991,0,4886.3333333333
"4407",86,1991,0,4107.5
"4408",87,1991,0,3418.8333333333
"4409",88,1991,1,2786.6666666666
"4410",89,1991,0,2093.6445833333
"4411",0,1992,0,33808.666666667
"4412",1,1992,1,32986.166666667
"4413",2,1992,0,32069.833333333
"4414",3,1992,0,31102.166666666
"4415",4,1992,0,30085
"4416",5,1992,0,29202.333333333
"4417",6,1992,0,28417.166666666
"4418",7,1992,0,27669
"4419",8,1992,0,27185.833333333
"4420",9,1992,0,27194.666666667
"4421",10,1992,0,27823
"4422",11,1992,0,28894.5
"4423",12,1992,0,30198.333333333
"4424",13,1992,0,31372.666666667
"4425",14,1992,0,32333.5
"4426",15,1992,0,33686.833333334
"4427",16,1992,0,35272.5
"4428",17,1992,1,36548.666666667
"4429",18,1992,4,37363.166666667
"4430",19,1992,4,37940.333333334
"4431",20,1992,1,38276.5
"4432",21,1992,4,38014.166666667
"4433",22,1992,6,37803.333333333
"4434",23,1992,2,38664.333333333
"4435",24,1992,12,40913.833333333
"4436",25,1992,17,43118.666666667
"4437",26,1992,11,44161.166666667
"4438",27,1992,15,43878.5
"4439",28,1992,13,42705.166666667
"4440",29,1992,11,41299.166666667
"4441",30,1992,8,40051.666666667
"4442",31,1992,13,39077.666666667
"4443",32,1992,11,38478.166666666
"4444",33,1992,12,38086.833333333
"4445",34,1992,9,38002
"4446",35,1992,6,38144
"4447",36,1992,9,38042.833333333
"4448",37,1992,10,37894.333333333
"4449",38,1992,9,37758.666666667
"4450",39,1992,7,37633.5
"4451",40,1992,4,37537.833333333
"4452",41,1992,9,37568.5
"4453",42,1992,6,38149.833333334
"4454",43,1992,7,39467
"4455",44,1992,4,41380.833333333
"4456",45,1992,8,43030.5
"4457",46,1992,6,43321.833333333
"4458",47,1992,3,41893.666666667
"4459",48,1992,4,39421.833333334
"4460",49,1992,2,36527.666666666
"4461",50,1992,3,33759.5
"4462",51,1992,3,31554.333333333
"4463",52,1992,1,30097.666666667
"4464",53,1992,0,29189.5
"4465",54,1992,3,28292
"4466",55,1992,2,27327.833333333
"4467",56,1992,1,26396.166666667
"4468",57,1992,3,25536.333333333
"4469",58,1992,1,24746.333333334
"4470",59,1992,0,24131
"4471",60,1992,1,23742.166666666
"4472",61,1992,3,23426.666666667
"4473",62,1992,0,23165.166666666
"4474",63,1992,0,22919.5
"4475",64,1992,0,22658.833333333
"4476",65,1992,1,22375.166666667
"4477",66,1992,0,22083.166666667
"4478",67,1992,0,21792.5
"4479",68,1992,0,21307.666666667
"4480",69,1992,1,20726.833333333
"4481",70,1992,0,20304.333333333
"4482",71,1992,1,19656
"4483",72,1992,0,18528.1666666667
"4484",73,1992,0,17119.6666666667
"4485",74,1992,0,15856.1666666667
"4486",75,1992,2,14895.1666666666
"4487",76,1992,0,14012
"4488",77,1992,0,13284
"4489",78,1992,1,12499
"4490",79,1992,1,11572.1666666667
"4491",80,1992,0,10490.3333333334
"4492",81,1992,0,9386.3333333333
"4493",82,1992,2,8267.8333333333
"4494",83,1992,0,7118.6666666666
"4495",84,1992,0,6006.1666666667
"4496",85,1992,0,5019.8333333333
"4497",86,1992,0,4192.8333333333
"4498",87,1992,0,3442.6666666667
"4499",88,1992,0,2812.1666666667
"4500",89,1992,1,2125.27923399166
"4501",0,1993,0,34387.5
"4502",1,1993,0,33917.5
"4503",2,1993,0,33127.5
"4504",3,1993,0,32169.5
"4505",4,1993,0,31189.833333333
"4506",5,1993,0,30185.5
"4507",6,1993,0,29302.666666667
"4508",7,1993,0,28511.333333333
"4509",8,1993,0,27736.666666666
"4510",9,1993,0,27274.333333333
"4511",10,1993,0,27287.5
"4512",11,1993,0,27907
"4513",12,1993,0,28977
"4514",13,1993,0,30297.666666667
"4515",14,1993,0,31488
"4516",15,1993,0,32447.666666667
"4517",16,1993,1,33812.166666666
"4518",17,1993,1,35422.333333333
"4519",18,1993,1,36704.666666666
"4520",19,1993,5,37395.833333333
"4521",20,1993,3,38047.166666666
"4522",21,1993,7,38427.666666667
"4523",22,1993,10,38188.166666667
"4524",23,1993,3,37973.5
"4525",24,1993,4,38860.5
"4526",25,1993,13,41078.333333333
"4527",26,1993,7,43249.333333333
"4528",27,1993,15,44238.166666667
"4529",28,1993,8,43904.333333333
"4530",29,1993,14,42734.666666667
"4531",30,1993,10,41356.5
"4532",31,1993,6,40088.333333334
"4533",32,1993,11,39105
"4534",33,1993,15,38491.333333333
"4535",34,1993,17,38119.5
"4536",35,1993,12,38018
"4537",36,1993,5,38137.833333334
"4538",37,1993,11,38023.333333333
"4539",38,1993,9,37872.666666667
"4540",39,1993,6,37737.666666667
"4541",40,1993,7,37572.833333333
"4542",41,1993,5,37465.833333333
"4543",42,1993,6,37492.166666666
"4544",43,1993,4,38091.333333333
"4545",44,1993,6,39375.333333333
"4546",45,1993,5,41285.166666667
"4547",46,1993,5,42913.5
"4548",47,1993,5,43175.333333333
"4549",48,1993,8,41735
"4550",49,1993,7,39246
"4551",50,1993,1,36357.333333333
"4552",51,1993,5,33581.166666666
"4553",52,1993,3,31381
"4554",53,1993,3,29912
"4555",54,1993,3,28983.833333334
"4556",55,1993,3,28057.5
"4557",56,1993,2,27096
"4558",57,1993,4,26138.166666666
"4559",58,1993,1,25241.833333334
"4560",59,1993,2,24421.666666667
"4561",60,1993,4,23789.333333333
"4562",61,1993,0,23366.333333334
"4563",62,1993,0,23015.666666667
"4564",63,1993,0,22731
"4565",64,1993,0,22456.833333333
"4566",65,1993,0,22151.166666666
"4567",66,1993,0,21799
"4568",67,1993,0,21441.833333333
"4569",68,1993,1,21125.333333334
"4570",69,1993,0,20561.833333333
"4571",70,1993,0,19923.333333333
"4572",71,1993,0,19462.1666666666
"4573",72,1993,1,18760.1666666667
"4574",73,1993,0,17608.5
"4575",74,1993,0,16184.8333333334
"4576",75,1993,0,14925.6666666667
"4577",76,1993,0,13921.8333333333
"4578",77,1993,0,13017.3333333333
"4579",78,1993,1,12245.1666666666
"4580",79,1993,1,11446.3333333333
"4581",80,1993,0,10537.8333333334
"4582",81,1993,0,9462.5
"4583",82,1993,1,8374.5
"4584",83,1993,0,7293.3333333333
"4585",84,1993,2,6224.6666666667
"4586",85,1993,0,5194.8333333334
"4587",86,1993,0,4261.1666666667
"4588",87,1993,0,3493
"4589",88,1993,0,2819.3333333333
"4590",89,1993,0,2120.57518796993
"4591",0,1994,1,35154.166666667
"4592",1,1994,1,34710.833333334
"4593",2,1994,0,34050.5
"4594",3,1994,0,33213.666666667
"4595",4,1994,0,32259.333333334
"4596",5,1994,0,31293.5
"4597",6,1994,0,30277.666666667
"4598",7,1994,0,29374.833333334
"4599",8,1994,0,28580.833333334
"4600",9,1994,0,27825.166666667
"4601",10,1994,0,27356.333333333
"4602",11,1994,0,27362.166666666
"4603",12,1994,1,27985.833333333
"4604",13,1994,0,29062.666666666
"4605",14,1994,1,30389.333333333
"4606",15,1994,1,31587.833333334
"4607",16,1994,1,32550.5
"4608",17,1994,3,33941.5
"4609",18,1994,6,35522.333333333
"4610",19,1994,4,36721.333333334
"4611",20,1994,6,37490.166666667
"4612",21,1994,6,38185.333333333
"4613",22,1994,9,38568.833333333
"4614",23,1994,7,38328.333333333
"4615",24,1994,7,38116.833333334
"4616",25,1994,6,39005.833333334
"4617",26,1994,10,41188
"4618",27,1994,9,43290.166666667
"4619",28,1994,9,44290.333333333
"4620",29,1994,15,43941.666666666
"4621",30,1994,14,42776.5
"4622",31,1994,16,41392.666666667
"4623",32,1994,11,40105.833333333
"4624",33,1994,14,39142.5
"4625",34,1994,8,38521
"4626",35,1994,10,38110.5
"4627",36,1994,12,38007.833333333
"4628",37,1994,8,38109.5
"4629",38,1994,6,37995.833333333
"4630",39,1994,16,37828
"4631",40,1994,8,37666.5
"4632",41,1994,11,37500.5
"4633",42,1994,8,37419.5
"4634",43,1994,6,37451.5
"4635",44,1994,4,38022.5
"4636",45,1994,7,39284.166666667
"4637",46,1994,4,41150
"4638",47,1994,4,42768.833333334
"4639",48,1994,1,43008.166666667
"4640",49,1994,4,41549.833333334
"4641",50,1994,4,39057.666666667
"4642",51,1994,2,36157.666666667
"4643",52,1994,2,33390.166666667
"4644",53,1994,2,31181
"4645",54,1994,1,29706.833333333
"4646",55,1994,1,28756.333333333
"4647",56,1994,3,27822.833333334
"4648",57,1994,4,26833.833333333
"4649",58,1994,2,25860
"4650",59,1994,2,24933.5
"4651",60,1994,1,24085
"4652",61,1994,1,23398.5
"4653",62,1994,1,22934.166666667
"4654",63,1994,1,22587.333333334
"4655",64,1994,0,22272.333333334
"4656",65,1994,0,21944.666666666
"4657",66,1994,1,21567.833333334
"4658",67,1994,2,21161.166666666
"4659",68,1994,0,20767.666666667
"4660",69,1994,1,20389.5
"4661",70,1994,0,19783.4999999997
"4662",71,1994,0,19104.6666666666
"4663",72,1994,0,18574.6666666667
"4664",73,1994,0,17837.8333333333
"4665",74,1994,0,16643.5
"4666",75,1994,0,15214.3333333333
"4667",76,1994,0,13935.8333333334
"4668",77,1994,1,12934
"4669",78,1994,2,12021.5
"4670",79,1994,0,11237.8333333333
"4671",80,1994,0,10415.3333333333
"4672",81,1994,0,9501.1666666667
"4673",82,1994,1,8461
"4674",83,1994,0,7374.5
"4675",84,1994,0,6342.3333333333
"4676",85,1994,0,5339.5
"4677",86,1994,1,4405
"4678",87,1994,1,3569
"4679",88,1994,1,2865.1666666667
"4680",89,1994,0,2117.40703026116
"4681",0,1995,0,35688.833333333
"4682",1,1995,1,35440.333333333
"4683",2,1995,0,34902.5
"4684",3,1995,0,34215.5
"4685",4,1995,0,33413.666666666
"4686",5,1995,0,32477.333333333
"4687",6,1995,0,31491.666666666
"4688",7,1995,0,30446.166666666
"4689",8,1995,0,29562.5
"4690",9,1995,0,28764.833333334
"4691",10,1995,0,27997.666666667
"4692",11,1995,0,27541.833333333
"4693",12,1995,0,27532.333333334
"4694",13,1995,0,28137.5
"4695",14,1995,0,29220.166666666
"4696",15,1995,1,30561
"4697",16,1995,0,31774.333333334
"4698",17,1995,0,32734.333333334
"4699",18,1995,2,34084.166666666
"4700",19,1995,5,35616.666666666
"4701",20,1995,6,36870
"4702",21,1995,5,37691.833333334
"4703",22,1995,6,38368
"4704",23,1995,6,38777
"4705",24,1995,4,38529.166666666
"4706",25,1995,7,38333.666666666
"4707",26,1995,9,39199.166666667
"4708",27,1995,14,41339.833333333
"4709",28,1995,8,43439.833333334
"4710",29,1995,9,44434.5
"4711",30,1995,14,44092
"4712",31,1995,12,42927.166666667
"4713",32,1995,11,41528.5
"4714",33,1995,17,40225
"4715",34,1995,10,39244.666666666
"4716",35,1995,9,38623
"4717",36,1995,17,38207.333333333
"4718",37,1995,12,38088.333333333
"4719",38,1995,3,38167.666666667
"4720",39,1995,12,38032.166666667
"4721",40,1995,7,37865
"4722",41,1995,7,37694.833333334
"4723",42,1995,1,37521.666666667
"4724",43,1995,6,37416.666666666
"4725",44,1995,8,37418.166666666
"4726",45,1995,7,37964.5
"4727",46,1995,2,39208.5
"4728",47,1995,8,41066.166666666
"4729",48,1995,6,42660.666666666
"4730",49,1995,3,42861
"4731",50,1995,3,41364.5
"4732",51,1995,2,38881.333333333
"4733",52,1995,3,35981
"4734",53,1995,3,33215.166666667
"4735",54,1995,1,30998.666666667
"4736",55,1995,3,29499.5
"4737",56,1995,1,28533.666666667
"4738",57,1995,3,27579
"4739",58,1995,0,26563.666666667
"4740",59,1995,5,25559.666666666
"4741",60,1995,0,24610.333333333
"4742",61,1995,0,23717.833333333
"4743",62,1995,0,22997
"4744",63,1995,0,22514.666666666
"4745",64,1995,0,22126
"4746",65,1995,1,21780.833333333
"4747",66,1995,0,21397.833333334
"4748",67,1995,3,20981.333333333
"4749",68,1995,2,20505.333333334
"4750",69,1995,0,20052.166666667
"4751",70,1995,2,19624.5
"4752",71,1995,0,18970.8333333333
"4753",72,1995,0,18236.3333333333
"4754",73,1995,1,17653.8333333333
"4755",74,1995,2,16860
"4756",75,1995,0,15648
"4757",76,1995,0,14234.8333333334
"4758",77,1995,1,12960.1666666667
"4759",78,1995,1,11959.6666666667
"4760",79,1995,0,11014.1666666667
"4761",80,1995,0,10220.3333333333
"4762",81,1995,0,9390
"4763",82,1995,0,8476.1666666666
"4764",83,1995,0,7448.3333333333
"4765",84,1995,0,6432.3333333333
"4766",85,1995,1,5466.6666666667
"4767",86,1995,1,4541.3333333333
"4768",87,1995,0,3676.1666666666
"4769",88,1995,0,2927.6666666667
"4770",89,1995,0,2162.23447204969
"4771",0,1996,1,35445.666666667
"4772",1,1996,1,35725.166666667
"4773",2,1996,0,35654.333333333
"4774",3,1996,0,35135.833333334
"4775",4,1996,0,34454.833333334
"4776",5,1996,0,33648.5
"4777",6,1996,0,32712
"4778",7,1996,0,31712.333333333
"4779",8,1996,0,30671.5
"4780",9,1996,0,29777.666666667
"4781",10,1996,0,28980
"4782",11,1996,1,28219.833333333
"4783",12,1996,0,27736.333333333
"4784",13,1996,0,27716.5
"4785",14,1996,0,28330.5
"4786",15,1996,1,29426.166666666
"4787",16,1996,0,30761
"4788",17,1996,3,31976.666666667
"4789",18,1996,1,32938.666666667
"4790",19,1996,5,34236.666666667
"4791",20,1996,5,35803.666666666
"4792",21,1996,3,37105.5
"4793",22,1996,3,37923.666666666
"4794",23,1996,6,38627.166666667
"4795",24,1996,6,39008
"4796",25,1996,5,38813
"4797",26,1996,8,38594.833333334
"4798",27,1996,8,39436.333333333
"4799",28,1996,9,41564.5
"4800",29,1996,11,43648.333333333
"4801",30,1996,9,44649.333333333
"4802",31,1996,16,44308.666666667
"4803",32,1996,17,43081.5
"4804",33,1996,13,41657.5
"4805",34,1996,10,40371.333333334
"4806",35,1996,8,39383.666666667
"4807",36,1996,14,38760.833333334
"4808",37,1996,6,38319.833333333
"4809",38,1996,17,38187.5
"4810",39,1996,6,38253
"4811",40,1996,3,38100
"4812",41,1996,7,37891.833333333
"4813",42,1996,7,37693.833333334
"4814",43,1996,7,37498.333333334
"4815",44,1996,8,37381.5
"4816",45,1996,2,37377.5
"4817",46,1996,6,37903.166666667
"4818",47,1996,2,39131.333333334
"4819",48,1996,6,40953.166666667
"4820",49,1996,4,42527.333333333
"4821",50,1996,2,42696.333333333
"4822",51,1996,3,41184.333333333
"4823",52,1996,5,38708.833333333
"4824",53,1996,0,35795.833333333
"4825",54,1996,3,33002.5
"4826",55,1996,4,30796.5
"4827",56,1996,2,29287.666666667
"4828",57,1996,1,28291.666666667
"4829",58,1996,2,27297.5
"4830",59,1996,0,26262.166666667
"4831",60,1996,0,25245.333333333
"4832",61,1996,1,24249.833333333
"4833",62,1996,1,23331.333333334
"4834",63,1996,0,22592.833333334
"4835",64,1996,0,22067
"4836",65,1996,2,21627.666666666
"4837",66,1996,1,21251.833333334
"4838",67,1996,0,20818.166666666
"4839",68,1996,0,20338
"4840",69,1996,2,19821.8333333334
"4841",70,1996,0,19305.5
"4842",71,1996,0,18821.6666666667
"4843",72,1996,1,18096.8333333334
"4844",73,1996,0,17338.6666666667
"4845",74,1996,1,16682.8333333333
"4846",75,1996,2,15855.1666666666
"4847",76,1996,1,14658.8333333333
"4848",77,1996,0,13240.5
"4849",78,1996,0,11951.1666666667
"4850",79,1996,0,10933.8333333334
"4851",80,1996,0,10007
"4852",81,1996,1,9202.1666666667
"4853",82,1996,1,8395.5
"4854",83,1996,0,7497.6666666667
"4855",84,1996,0,6536.1666666666
"4856",85,1996,0,5571.5
"4857",86,1996,1,4649.3333333334
"4858",87,1996,0,3804.3333333333
"4859",88,1996,0,3018.6666666667
"4860",89,1996,0,2172.83136288995
