"","sex","A","P","N"
"3088",2,43,1986,35168
"3089",1,44,1986,32572
"3090",2,44,1986,31606
"3091",1,45,1986,31596
"3092",2,45,1986,30838
"3093",1,46,1986,30574
"3094",2,46,1986,29542
"3095",1,47,1986,30098
"3096",2,47,1986,29586
"3097",1,48,1986,29074
"3098",2,48,1986,29196
"3099",1,49,1986,28206
"3100",2,49,1986,28225
"3101",1,50,1986,27306
"3102",2,50,1986,27451
"3103",1,51,1986,26827
"3104",2,51,1986,27244
"3105",1,52,1986,26012
"3106",2,52,1986,26192
"3107",1,53,1986,25739
"3108",2,53,1986,26711
"3109",1,54,1986,25636
"3110",2,54,1986,26254
"3111",1,55,1986,25713
"3112",2,55,1986,26722
"3113",1,56,1986,24955
"3114",2,56,1986,26065
"3115",1,57,1986,25826
"3116",2,57,1986,26825
"3117",1,58,1986,25167
"3118",2,58,1986,26448
"3119",1,59,1986,25420
"3120",2,59,1986,27232
"3121",1,60,1986,25262
"3122",2,60,1986,27398
"3123",1,61,1986,25615
"3124",2,61,1986,27801
"3125",1,62,1986,25159
"3126",2,62,1986,27831
"3127",1,63,1986,24323
"3128",2,63,1986,26799
"3129",1,64,1986,25215
"3130",2,64,1986,28664
"3131",1,65,1986,25643
"3132",2,65,1986,29307
"3133",1,66,1986,21779
"3134",2,66,1986,24714
"3135",1,67,1986,22012
"3136",2,67,1986,25322
"3137",1,68,1986,20557
"3138",2,68,1986,24538
"3139",1,69,1986,20106
"3140",2,69,1986,24068
"3141",1,70,1986,19248
"3142",2,70,1986,23329
"3143",1,71,1986,19247
"3144",2,71,1986,24359
"3145",1,72,1986,18607
"3146",2,72,1986,23825
"3147",1,73,1986,18011
"3148",2,73,1986,23215
"3149",1,74,1986,16578
"3150",2,74,1986,22167
"3151",1,75,1986,15535
"3152",2,75,1986,21529
"3153",1,76,1986,14601
"3154",2,76,1986,21186
"3155",1,77,1986,12901
"3156",2,77,1986,19721
"3157",1,78,1986,11431
"3158",2,78,1986,17961
"3159",1,79,1986,10172
"3160",2,79,1986,16946
"3161",1,80,1986,9131
"3162",2,80,1986,15517
"3163",1,81,1986,8021
"3164",2,81,1986,14341
"3165",1,82,1986,6917
"3166",2,82,1986,12948
"3167",1,83,1986,6158
"3168",2,83,1986,11815
"3169",1,84,1986,5204
"3170",2,84,1986,10519
"3171",1,85,1986,4394
"3172",2,85,1986,8878
"3173",1,86,1986,3545
"3174",2,86,1986,7739
"3175",1,87,1986,3053
"3176",2,87,1986,6611
"3177",1,88,1986,2453
"3178",2,88,1986,5439
"3179",1,89,1986,1997
"3180",2,89,1986,4661
"3181",1,90,1986,1570
"3182",2,90,1986,3629
"3183",1,91,1986,1236
"3184",2,91,1986,2800
"3185",1,92,1986,883
"3186",2,92,1986,2150
"3187",1,93,1986,593
"3188",2,93,1986,1576
"3189",1,94,1986,483
"3190",2,94,1986,1104
"3191",1,95,1986,276
"3192",2,95,1986,776
"3193",1,96,1986,205
"3194",2,96,1986,520
"3195",1,97,1986,129
"3196",2,97,1986,363
"3197",1,98,1986,80
"3198",2,98,1986,219
"3199",1,99,1986,98
"3200",2,99,1986,311
"3201",1,0,1987,28447
"3202",2,0,1987,26940
"3203",1,1,1987,27615
"3204",2,1,1987,26592
"3205",1,2,1987,26731
"3206",2,2,1987,25576
"3207",1,3,1987,26181
"3208",2,3,1987,25184
"3209",1,4,1987,27270
"3210",2,4,1987,25969
"3211",1,5,1987,27218
"3212",2,5,1987,26262
"3213",1,6,1987,29376
"3214",2,6,1987,28289
"3215",1,7,1987,30463
"3216",2,7,1987,29185
"3217",1,8,1987,31932
"3218",2,8,1987,30446
"3219",1,9,1987,31821
"3220",2,9,1987,30432
"3221",1,10,1987,33746
"3222",2,10,1987,31925
"3223",1,11,1987,36677
"3224",2,11,1987,35527
"3225",1,12,1987,36357
"3226",2,12,1987,34937
"3227",1,13,1987,36571
"3228",2,13,1987,35059
"3229",1,14,1987,38323
"3230",2,14,1987,36933
"3231",1,15,1987,38613
"3232",2,15,1987,36498
"3233",1,16,1987,36485
"3234",2,16,1987,34889
"3235",1,17,1987,36953
"3236",2,17,1987,34800
"3237",1,18,1987,38583
"3238",2,18,1987,36343
"3239",1,19,1987,41772
"3240",2,19,1987,39531
"3241",1,20,1987,45336
"3242",2,20,1987,42699
"3243",1,21,1987,43932
"3244",2,21,1987,41556
"3245",1,22,1987,43137
"3246",2,22,1987,40391
"3247",1,23,1987,42390
"3248",2,23,1987,40049
"3249",1,24,1987,40045
"3250",2,24,1987,37887
"3251",1,25,1987,39237
"3252",2,25,1987,37225
"3253",1,26,1987,39142
"3254",2,26,1987,37077
"3255",1,27,1987,37842
"3256",2,27,1987,35888
"3257",1,28,1987,38209
"3258",2,28,1987,36079
"3259",1,29,1987,38266
"3260",2,29,1987,36063
"3261",1,30,1987,38541
"3262",2,30,1987,36619
"3263",1,31,1987,38339
"3264",2,31,1987,36261
"3265",1,32,1987,37643
"3266",2,32,1987,36133
"3267",1,33,1987,38604
"3268",2,33,1987,36751
"3269",1,34,1987,37856
"3270",2,34,1987,36371
"3271",1,35,1987,37505
"3272",2,35,1987,35640
"3273",1,36,1987,38338
"3274",2,36,1987,37318
"3275",1,37,1987,38410
"3276",2,37,1987,37125
"3277",1,38,1987,40737
"3278",2,38,1987,39092
"3279",1,39,1987,43499
"3280",2,39,1987,41706
"3281",1,40,1987,45386
"3282",2,40,1987,42938
"3283",1,41,1987,44233
"3284",2,41,1987,41842
"3285",1,42,1987,42095
"3286",2,42,1987,40111
"3287",1,43,1987,38505
"3288",2,43,1987,37332
"3289",1,44,1987,36432
"3290",2,44,1987,35093
"3291",1,45,1987,32481
"3292",2,45,1987,31546
"3293",1,46,1987,31484
"3294",2,46,1987,30776
"3295",1,47,1987,30440
"3296",2,47,1987,29447
"3297",1,48,1987,29971
"3298",2,48,1987,29482
"3299",1,49,1987,28900
"3300",2,49,1987,29085
"3301",1,50,1987,28044
"3302",2,50,1987,28149
"3303",1,51,1987,27143
"3304",2,51,1987,27323
"3305",1,52,1987,26655
"3306",2,52,1987,27104
"3307",1,53,1987,25819
"3308",2,53,1987,26064
"3309",1,54,1987,25487
"3310",2,54,1987,26538
"3311",1,55,1987,25391
"3312",2,55,1987,26095
"3313",1,56,1987,25417
"3314",2,56,1987,26522
"3315",1,57,1987,24636
"3316",2,57,1987,25858
"3317",1,58,1987,25488
"3318",2,58,1987,26618
"3319",1,59,1987,24789
"3320",2,59,1987,26215
"3321",1,60,1987,25021
"3322",2,60,1987,26947
"3323",1,61,1987,24793
"3324",2,61,1987,27115
"3325",1,62,1987,25119
"3326",2,62,1987,27465
"3327",1,63,1987,24603
"3328",2,63,1987,27485
"3329",1,64,1987,23762
"3330",2,64,1987,26438
"3331",1,65,1987,24537
"3332",2,65,1987,28229
"3333",1,66,1987,24873
"3334",2,66,1987,28856
"3335",1,67,1987,21130
"3336",2,67,1987,24308
"3337",1,68,1987,21308
"3338",2,68,1987,24863
"3339",1,69,1987,19835
"3340",2,69,1987,24069
"3341",1,70,1987,19298
"3342",2,70,1987,23542
"3343",1,71,1987,18426
"3344",2,71,1987,22800
"3345",1,72,1987,18339
"3346",2,72,1987,23726
"3347",1,73,1987,17653
"3348",2,73,1987,23186
"3349",1,74,1987,16999
"3350",2,74,1987,22539
"3351",1,75,1987,15562
"3352",2,75,1987,21425
"3353",1,76,1987,14524
"3354",2,76,1987,20760
"3355",1,77,1987,13496
"3356",2,77,1987,20300
"3357",1,78,1987,11825
"3358",2,78,1987,18810
"3359",1,79,1987,10426
"3360",2,79,1987,17016
"3361",1,80,1987,9201
"3362",2,80,1987,15959
"3363",1,81,1987,8205
"3364",2,81,1987,14560
"3365",1,82,1987,7169
"3366",2,82,1987,13298
"3367",1,83,1987,6157
"3368",2,83,1987,11974
"3369",1,84,1987,5386
"3370",2,84,1987,10760
"3371",1,85,1987,4467
"3372",2,85,1987,9490
"3373",1,86,1987,3744
"3374",2,86,1987,7926
"3375",1,87,1987,3003
"3376",2,87,1987,6798
"3377",1,88,1987,2517
"3378",2,88,1987,5724
"3379",1,89,1987,1994
"3380",2,89,1987,4615
"3381",1,90,1987,1605
"3382",2,90,1987,3937
"3383",1,91,1987,1240
"3384",2,91,1987,2971
"3385",1,92,1987,950
"3386",2,92,1987,2273
"3387",1,93,1987,665
"3388",2,93,1987,1696
"3389",1,94,1987,450
"3390",2,94,1987,1210
"3391",1,95,1987,336
"3392",2,95,1987,832
"3393",1,96,1987,192
"3394",2,96,1987,576
"3395",1,97,1987,143
"3396",2,97,1987,381
"3397",1,98,1987,87
"3398",2,98,1987,260
"3399",1,99,1987,101
"3400",2,99,1987,332
"3401",1,0,1988,29013
"3402",2,0,1988,27177
"3403",1,1,1988,28584
"3404",2,1,1988,27122
"3405",1,2,1988,27743
"3406",2,2,1988,26657
"3407",1,3,1988,26837
"3408",2,3,1988,25643
"3409",1,4,1988,26247
"3410",2,4,1988,25265
"3411",1,5,1988,27345
"3412",2,5,1988,26064
"3413",1,6,1988,27323
"3414",2,6,1988,26365
"3415",1,7,1988,29455
"3416",2,7,1988,28350
"3417",1,8,1988,30541
"3418",2,8,1988,29264
"3419",1,9,1988,32017
"3420",2,9,1988,30512
"3421",1,10,1988,31904
"3422",2,10,1988,30493
"3423",1,11,1988,33838
"3424",2,11,1988,31961
"3425",1,12,1988,36757
"3426",2,12,1988,35602
"3427",1,13,1988,36440
"3428",2,13,1988,35001
"3429",1,14,1988,36669
"3430",2,14,1988,35121
"3431",1,15,1988,38434
"3432",2,15,1988,37030
"3433",1,16,1988,38703
"3434",2,16,1988,36701
"3435",1,17,1988,36597
"3436",2,17,1988,34968
"3437",1,18,1988,37092
"3438",2,18,1988,34980
"3439",1,19,1988,38652
"3440",2,19,1988,36195
"3441",1,20,1988,41883
"3442",2,20,1988,39683
"3443",1,21,1988,45330
"3444",2,21,1988,42964
"3445",1,22,1988,44025
"3446",2,22,1988,41605
"3447",1,23,1988,43248
"3448",2,23,1988,40394
"3449",1,24,1988,42448
"3450",2,24,1988,40070
"3451",1,25,1988,40113
"3452",2,25,1988,37913
"3453",1,26,1988,39262
"3454",2,26,1988,37206
"3455",1,27,1988,39115
"3456",2,27,1988,37071
"3457",1,28,1988,37864
"3458",2,28,1988,35934
"3459",1,29,1988,38184
"3460",2,29,1988,36092
"3461",1,30,1988,38226
"3462",2,30,1988,36111
"3463",1,31,1988,38480
"3464",2,31,1988,36659
"3465",1,32,1988,38272
"3466",2,32,1988,36289
"3467",1,33,1988,37601
"3468",2,33,1988,36158
"3469",1,34,1988,38568
"3470",2,34,1988,36763
"3471",1,35,1988,37767
"3472",2,35,1988,36389
"3473",1,36,1988,37452
"3474",2,36,1988,35660
"3475",1,37,1988,38273
"3476",2,37,1988,37342
"3477",1,38,1988,38320
"3478",2,38,1988,37113
"3479",1,39,1988,40665
"3480",2,39,1988,39054
"3481",1,40,1988,43353
"3482",2,40,1988,41681
"3483",1,41,1988,45273
"3484",2,41,1988,42916
"3485",1,42,1988,44106
"3486",2,42,1988,41785
"3487",1,43,1988,41938
"3488",2,43,1988,40055
"3489",1,44,1988,38381
"3490",2,44,1988,37262
"3491",1,45,1988,36285
"3492",2,45,1988,35021
"3493",1,46,1988,32314
"3494",2,46,1988,31485
"3495",1,47,1988,31364
"3496",2,47,1988,30686
"3497",1,48,1988,30320
"3498",2,48,1988,29354
"3499",1,49,1988,29800
"3500",2,49,1988,29374
"3501",1,50,1988,28751
"3502",2,50,1988,28964
"3503",1,51,1988,27852
"3504",2,51,1988,28038
"3505",1,52,1988,26919
"3506",2,52,1988,27160
"3507",1,53,1988,26441
"3508",2,53,1988,26948
"3509",1,54,1988,25548
"3510",2,54,1988,25895
"3511",1,55,1988,25215
"3512",2,55,1988,26369
"3513",1,56,1988,25094
"3514",2,56,1988,25887
"3515",1,57,1988,25085
"3516",2,57,1988,26309
"3517",1,58,1988,24284
"3518",2,58,1988,25641
"3519",1,59,1988,25094
"3520",2,59,1988,26383
"3521",1,60,1988,24383
"3522",2,60,1988,25937
"3523",1,61,1988,24537
"3524",2,61,1988,26694
"3525",1,62,1988,24316
"3526",2,62,1988,26800
"3527",1,63,1988,24545
"3528",2,63,1988,27153
"3529",1,64,1988,23999
"3530",2,64,1988,27125
"3531",1,65,1988,23140
"3532",2,65,1988,26088
"3533",1,66,1988,23888
"3534",2,66,1988,27808
"3535",1,67,1988,24085
"3536",2,67,1988,28365
"3537",1,68,1988,20454
"3538",2,68,1988,23849
"3539",1,69,1988,20545
"3540",2,69,1988,24400
"3541",1,70,1988,19066
"3542",2,70,1988,23568
"3543",1,71,1988,18496
"3544",2,71,1988,23000
"3545",1,72,1988,17550
"3546",2,72,1988,22223
"3547",1,73,1988,17419
"3548",2,73,1988,23062
"3549",1,74,1988,16731
"3550",2,74,1988,22508
"3551",1,75,1988,15970
"3552",2,75,1988,21859
"3553",1,76,1988,14549
"3554",2,76,1988,20636
"3555",1,77,1988,13506
"3556",2,77,1988,19904
"3557",1,78,1988,12483
"3558",2,78,1988,19374
"3559",1,79,1988,10846
"3560",2,79,1988,17853
"3561",1,80,1988,9469
"3562",2,80,1988,16088
"3563",1,81,1988,8272
"3564",2,81,1988,14974
"3565",1,82,1988,7342
"3566",2,82,1988,13582
"3567",1,83,1988,6274
"3568",2,83,1988,12249
"3569",1,84,1988,5392
"3570",2,84,1988,10936
"3571",1,85,1988,4642
"3572",2,85,1988,9733
"3573",1,86,1988,3852
"3574",2,86,1988,8496
"3575",1,87,1988,3169
"3576",2,87,1988,6939
"3577",1,88,1988,2461
"3578",2,88,1988,5886
"3579",1,89,1988,2067
"3580",2,89,1988,4874
"3581",1,90,1988,1594
"3582",2,90,1988,3893
"3583",1,91,1988,1267
"3584",2,91,1988,3234
"3585",1,92,1988,948
"3586",2,92,1988,2390
"3587",1,93,1988,705
"3588",2,93,1988,1772
"3589",1,94,1988,493
"3590",2,94,1988,1308
"3591",1,95,1988,337
"3592",2,95,1988,912
"3593",1,96,1988,213
"3594",2,96,1988,629
"3595",1,97,1988,130
"3596",2,97,1988,424
"3597",1,98,1988,95
"3598",2,98,1988,267
"3599",1,99,1988,117
"3600",2,99,1988,371
"3601",1,0,1989,30299
"3602",2,0,1989,28500
"3603",1,1,1989,29062
"3604",2,1,1989,27322
"3605",1,2,1989,28571
"3606",2,2,1989,27141
"3607",1,3,1989,27789
"3608",2,3,1989,26699
"3609",1,4,1989,26878
"3610",2,4,1989,25701
"3611",1,5,1989,26288
"3612",2,5,1989,25301
"3613",1,6,1989,27390
"3614",2,6,1989,26082
"3615",1,7,1989,27313
"3616",2,7,1989,26431
"3617",1,8,1989,29453
"3618",2,8,1989,28377
"3619",1,9,1989,30579
"3620",2,9,1989,29258
"3621",1,10,1989,32055
"3622",2,10,1989,30569
"3623",1,11,1989,31903
"3624",2,11,1989,30540
"3625",1,12,1989,33880
"3626",2,12,1989,31992
"3627",1,13,1989,36836
"3628",2,13,1989,35602
"3629",1,14,1989,36490
"3630",2,14,1989,35031
"3631",1,15,1989,36785
"3632",2,15,1989,35169
"3633",1,16,1989,38502
"3634",2,16,1989,37192
"3635",1,17,1989,38795
"3636",2,17,1989,36635
"3637",1,18,1989,36631
"3638",2,18,1989,35060
"3639",1,19,1989,37067
"3640",2,19,1989,34504
"3641",1,20,1989,38641
"3642",2,20,1989,36103
"3643",1,21,1989,41742
"3644",2,21,1989,39750
"3645",1,22,1989,45205
"3646",2,22,1989,42928
"3647",1,23,1989,43922
"3648",2,23,1989,41539
"3649",1,24,1989,43267
"3650",2,24,1989,40374
"3651",1,25,1989,42413
"3652",2,25,1989,39956
"3653",1,26,1989,40036
"3654",2,26,1989,37827
"3655",1,27,1989,39190
"3656",2,27,1989,37135
"3657",1,28,1989,39087
"3658",2,28,1989,37037
"3659",1,29,1989,37761
"3660",2,29,1989,35892
"3661",1,30,1989,38097
"3662",2,30,1989,36064
"3663",1,31,1989,38152
"3664",2,31,1989,36055
"3665",1,32,1989,38384
"3666",2,32,1989,36663
"3667",1,33,1989,38155
"3668",2,33,1989,36280
"3669",1,34,1989,37471
"3670",2,34,1989,36113
"3671",1,35,1989,38435
"3672",2,35,1989,36711
"3673",1,36,1989,37682
"3674",2,36,1989,36364
"3675",1,37,1989,37318
"3676",2,37,1989,35626
"3677",1,38,1989,38113
"3678",2,38,1989,37329
"3679",1,39,1989,38217
"3680",2,39,1989,37065
"3681",1,40,1989,40524
"3682",2,40,1989,39011
"3683",1,41,1989,43196
"3684",2,41,1989,41627
"3685",1,42,1989,45076
"3686",2,42,1989,42848
"3687",1,43,1989,43948
"3688",2,43,1989,41692
"3689",1,44,1989,41793
"3690",2,44,1989,39948
"3691",1,45,1989,38199
"3692",2,45,1989,37174
"3693",1,46,1989,36143
"3694",2,46,1989,34926
"3695",1,47,1989,32192
"3696",2,47,1989,31383
"3697",1,48,1989,31179
"3698",2,48,1989,30569
"3699",1,49,1989,30137
"3700",2,49,1989,29254
"3701",1,50,1989,29615
"3702",2,50,1989,29278
"3703",1,51,1989,28511
"3704",2,51,1989,28846
"3705",1,52,1989,27624
"3706",2,52,1989,27898
"3707",1,53,1989,26710
"3708",2,53,1989,27016
"3709",1,54,1989,26205
"3710",2,54,1989,26811
"3711",1,55,1989,25270
"3712",2,55,1989,25705
"3713",1,56,1989,24909
"3714",2,56,1989,26183
"3715",1,57,1989,24780
"3716",2,57,1989,25721
"3717",1,58,1989,24796
"3718",2,58,1989,26085
"3719",1,59,1989,23951
"3720",2,59,1989,25409
"3721",1,60,1989,24696
"3722",2,60,1989,26114
"3723",1,61,1989,23941
"3724",2,61,1989,25681
"3725",1,62,1989,24075
"3726",2,62,1989,26385
"3727",1,63,1989,23822
"3728",2,63,1989,26481
"3729",1,64,1989,23987
"3730",2,64,1989,26834
"3731",1,65,1989,23384
"3732",2,65,1989,26743
"3733",1,66,1989,22472
"3734",2,66,1989,25635
"3735",1,67,1989,23105
"3736",2,67,1989,27322
"3737",1,68,1989,23292
"3738",2,68,1989,27790
"3739",1,69,1989,19768
"3740",2,69,1989,23385
"3741",1,70,1989,19764
"3742",2,70,1989,23910
"3743",1,71,1989,18265
"3744",2,71,1989,23001
"3745",1,72,1989,17643
"3746",2,72,1989,22459
"3747",1,73,1989,16699
"3748",2,73,1989,21610
"3749",1,74,1989,16518
"3750",2,74,1989,22361
"3751",1,75,1989,15766
"3752",2,75,1989,21732
"3753",1,76,1989,14910
"3754",2,76,1989,21015
"3755",1,77,1989,13550
"3756",2,77,1989,19789
"3757",1,78,1989,12457
"3758",2,78,1989,19012
"3759",1,79,1989,11375
"3760",2,79,1989,18442
"3761",1,80,1989,9809
"3762",2,80,1989,16851
"3763",1,81,1989,8462
"3764",2,81,1989,15102
"3765",1,82,1989,7339
"3766",2,82,1989,13951
"3767",1,83,1989,6473
"3768",2,83,1989,12506
"3769",1,84,1989,5460
"3770",2,84,1989,11240
"3771",1,85,1989,4675
"3772",2,85,1989,9853
"3773",1,86,1989,4001
"3774",2,86,1989,8726
"3775",1,87,1989,3223
"3776",2,87,1989,7492
"3777",1,88,1989,2636
"3778",2,88,1989,6029
"3779",1,89,1989,1995
"3780",2,89,1989,5009
"3781",1,90,1989,1652
"3782",2,90,1989,4056
"3783",1,91,1989,1281
"3784",2,91,1989,3199
"3785",1,92,1989,963
"3786",2,92,1989,2592
"3787",1,93,1989,693
"3788",2,93,1989,1910
"3789",1,94,1989,526
"3790",2,94,1989,1363
"3791",1,95,1989,351
"3792",2,95,1989,984
"3793",1,96,1989,230
"3794",2,96,1989,669
"3795",1,97,1989,141
"3796",2,97,1989,422
"3797",1,98,1989,86
"3798",2,98,1989,300
"3799",1,99,1989,122
"3800",2,99,1989,417
"3801",1,0,1990,31369
"3802",2,0,1990,29865
"3803",1,1,1990,30353
"3804",2,1,1990,28603
"3805",1,2,1990,29114
"3806",2,2,1990,27358
"3807",1,3,1990,28650
"3808",2,3,1990,27193
"3809",1,4,1990,27811
"3810",2,4,1990,26769
"3811",1,5,1990,26937
"3812",2,5,1990,25739
"3813",1,6,1990,26358
"3814",2,6,1990,25374
"3815",1,7,1990,27438
"3816",2,7,1990,26126
"3817",1,8,1990,27373
"3818",2,8,1990,26492
"3819",1,9,1990,29540
"3820",2,9,1990,28423
"3821",1,10,1990,30629
"3822",2,10,1990,29293
"3823",1,11,1990,32087
"3824",2,11,1990,30617
"3825",1,12,1990,31956
"3826",2,12,1990,30595
"3827",1,13,1990,33953
"3828",2,13,1990,32026
"3829",1,14,1990,36854
"3830",2,14,1990,35690
"3831",1,15,1990,36615
"3832",2,15,1990,35147
"3833",1,16,1990,36858
"3834",2,16,1990,35285
"3835",1,17,1990,38573
"3836",2,17,1990,37175
"3837",1,18,1990,38849
"3838",2,18,1990,36761
"3839",1,19,1990,36624
"3840",2,19,1990,34749
"3841",1,20,1990,37089
"3842",2,20,1990,34781
"3843",1,21,1990,38665
"3844",2,21,1990,36397
"3845",1,22,1990,41750
"3846",2,22,1990,39811
"3847",1,23,1990,45213
"3848",2,23,1990,42977
"3849",1,24,1990,43899
"3850",2,24,1990,41533
"3851",1,25,1990,43251
"3852",2,25,1990,40325
"3853",1,26,1990,42349
"3854",2,26,1990,39948
"3855",1,27,1990,40019
"3856",2,27,1990,37786
"3857",1,28,1990,39103
"3858",2,28,1990,37125
"3859",1,29,1990,39075
"3860",2,29,1990,37002
"3861",1,30,1990,37641
"3862",2,30,1990,35897
"3863",1,31,1990,38003
"3864",2,31,1990,36086
"3865",1,32,1990,38030
"3866",2,32,1990,36006
"3867",1,33,1990,38341
"3868",2,33,1990,36659
"3869",1,34,1990,38116
"3870",2,34,1990,36251
"3871",1,35,1990,37335
"3872",2,35,1990,36083
"3873",1,36,1990,38325
"3874",2,36,1990,36718
"3875",1,37,1990,37563
"3876",2,37,1990,36364
"3877",1,38,1990,37179
"3878",2,38,1990,35588
"3879",1,39,1990,38047
"3880",2,39,1990,37296
"3881",1,40,1990,38130
"3882",2,40,1990,37056
"3883",1,41,1990,40417
"3884",2,41,1990,38950
"3885",1,42,1990,43056
"3886",2,42,1990,41584
"3887",1,43,1990,44913
"3888",2,43,1990,42761
"3889",1,44,1990,43781
"3890",2,44,1990,41569
"3891",1,45,1990,41588
"3892",2,45,1990,39850
"3893",1,46,1990,38021
"3894",2,46,1990,37065
"3895",1,47,1990,35975
"3896",2,47,1990,34854
"3897",1,48,1990,32036
"3898",2,48,1990,31261
"3899",1,49,1990,31016
"3900",2,49,1990,30470
"3901",1,50,1990,29954
"3902",2,50,1990,29137
"3903",1,51,1990,29431
"3904",2,51,1990,29168
"3905",1,52,1990,28290
"3906",2,52,1990,28706
"3907",1,53,1990,27415
"3908",2,53,1990,27751
"3909",1,54,1990,26474
"3910",2,54,1990,26852
"3911",1,55,1990,25948
"3912",2,55,1990,26614
"3913",1,56,1990,24978
"3914",2,56,1990,25516
"3915",1,57,1990,24631
"3916",2,57,1990,25976
"3917",1,58,1990,24395
"3918",2,58,1990,25511
"3919",1,59,1990,24438
"3920",2,59,1990,25868
"3921",1,60,1990,23566
"3922",2,60,1990,25181
"3923",1,61,1990,24286
"3924",2,61,1990,25867
"3925",1,62,1990,23474
"3926",2,62,1990,25416
"3927",1,63,1990,23579
"3928",2,63,1990,26083
"3929",1,64,1990,23260
"3930",2,64,1990,26152
"3931",1,65,1990,23405
"3932",2,65,1990,26448
"3933",1,66,1990,22761
"3934",2,66,1990,26350
"3935",1,67,1990,21819
"3936",2,67,1990,25182
"3937",1,68,1990,22315
"3938",2,68,1990,26868
"3939",1,69,1990,22472
"3940",2,69,1990,27223
"3941",1,70,1990,19032
"3942",2,70,1990,22889
"3943",1,71,1990,18926
"3944",2,71,1990,23339
"3945",1,72,1990,17445
"3946",2,72,1990,22409
"3947",1,73,1990,16738
"3948",2,73,1990,21827
"3949",1,74,1990,15822
"3950",2,74,1990,21002
"3951",1,75,1990,15566
"3952",2,75,1990,21644
"3953",1,76,1990,14765
"3954",2,76,1990,20914
"3955",1,77,1990,13794
"3956",2,77,1990,20202
"3957",1,78,1990,12477
"3958",2,78,1990,18908
"3959",1,79,1990,11412
"3960",2,79,1990,18044
"3961",1,80,1990,10323
"3962",2,80,1990,17427
"3963",1,81,1990,8837
"3964",2,81,1990,15819
"3965",1,82,1990,7591
"3966",2,82,1990,14058
"3967",1,83,1990,6488
"3968",2,83,1990,12937
"3969",1,84,1990,5653
"3970",2,84,1990,11418
"3971",1,85,1990,4733
"3972",2,85,1990,10152
"3973",1,86,1990,4003
"3974",2,86,1990,8811
"3975",1,87,1990,3409
"3976",2,87,1990,7715
"3977",1,88,1990,2698
"3978",2,88,1990,6567
"3979",1,89,1990,2139
"3980",2,89,1990,5105
"3981",1,90,1990,1571
"3982",2,90,1990,4224
"3983",1,91,1990,1296
"3984",2,91,1990,3328
"3985",1,92,1990,959
"3986",2,92,1990,2543
"3987",1,93,1990,714
"3988",2,93,1990,2015
"3989",1,94,1990,504
"3990",2,94,1990,1455
"3991",1,95,1990,365
"3992",2,95,1990,1006
"3993",1,96,1990,246
"3994",2,96,1990,704
"3995",1,97,1990,159
"3996",2,97,1990,472
"3997",1,98,1990,94
"3998",2,98,1990,282
"3999",1,99,1990,136
"4000",2,99,1990,454
"4001",1,0,1991,32566
"4002",2,0,1991,30863
"4003",1,1,1991,31454
"4004",2,1,1991,29963
"4005",1,2,1991,30455
"4006",2,2,1991,28694
"4007",1,3,1991,29236
"4008",2,3,1991,27416
"4009",1,4,1991,28750
"4010",2,4,1991,27283
"4011",1,5,1991,27896
"4012",2,5,1991,26817
"4013",1,6,1991,27020
"4014",2,6,1991,25823
"4015",1,7,1991,26423
"4016",2,7,1991,25434
"4017",1,8,1991,27504
"4018",2,8,1991,26187
"4019",1,9,1991,27440
"4020",2,9,1991,26593
"4021",1,10,1991,29636
"4022",2,10,1991,28496
"4023",1,11,1991,30719
"4024",2,11,1991,29371
"4025",1,12,1991,32152
"4026",2,12,1991,30681
"4027",1,13,1991,32054
"4028",2,13,1991,30658
"4029",1,14,1991,33985
"4030",2,14,1991,32087
"4031",1,15,1991,36964
"4032",2,15,1991,35813
"4033",1,16,1991,36693
"4034",2,16,1991,35291
"4035",1,17,1991,36950
"4036",2,17,1991,35363
"4037",1,18,1991,38669
"4038",2,18,1991,37356
"4039",1,19,1991,38856
"4040",2,19,1991,36373
"4041",1,20,1991,36777
"4042",2,20,1991,34963
"4043",1,21,1991,37204
"4044",2,21,1991,35134
"4045",1,22,1991,38836
"4046",2,22,1991,36605
"4047",1,23,1991,41887
"4048",2,23,1991,39915
"4049",1,24,1991,45304
"4050",2,24,1991,43063
"4051",1,25,1991,43960
"4052",2,25,1991,41574
"4053",1,26,1991,43305
"4054",2,26,1991,40364
"4055",1,27,1991,42366
"4056",2,27,1991,40012
"4057",1,28,1991,40026
"4058",2,28,1991,37878
"4059",1,29,1991,39188
"4060",2,29,1991,37177
"4061",1,30,1991,39082
"4062",2,30,1991,37076
"4063",1,31,1991,37667
"4064",2,31,1991,35916
"4065",1,32,1991,38006
"4066",2,32,1991,36157
"4067",1,33,1991,37977
"4068",2,33,1991,36061
"4069",1,34,1991,38342
"4070",2,34,1991,36711
"4071",1,35,1991,38124
