"","Symbol","ISIN","Code","Name"
"1737","UBSWLD","LU0340285161","LU0340285161CHF4","UBS-ETF MSCI WORLD"
"1738","UBXN","CH0033361673","CH0033361673CHF4","U-BLOX N"
"1739","UHR","CH0012255151","CH0012255151CHF1","SWATCH GROUP I"
"1740","UHRE","CH0030076951","CH0030076951CHF1","SWATCH GROUP I 2.LINIE"
"1741","UHRN","CH0012255144","CH0012255144CHF4","SWATCH GROUP N"
"1742","UHRNE","CH0030076977","CH0030076977CHF4","SWATCH GROUP N 2.LINIE"
"1743","UIS","US9092141087","US9092141087CHF4","UNISYS"
"1744","UN","NL0000009355","NL0000009355CHF4","UNILEVER I"
"1745","UPM","FI0009005987","FI0009005987CHF4","UPM-KYMMENE OYJ"
"1746","USIN","CH0002271010","CH0002271010CHF4","USI GROUP N"
"1747","USTN","CH0034331535","CH0034331535CHF4","USTER TECHNOLOGIES N"
"1748","UZAN","CH0010567961","CH0010567961CHF4","FLUGHAFEN ZUERICH N"
"1749","V3A0","CH0019900890","CH0019900890","VSMI January 00"
"1750","V3A1","CH0019901740","CH0019901740","VSMI January 01"
"1751","V3A2","CH0019902938","CH0019902938","VSMI January 02"
"1752","V3A3","CH0019004751","CH0019004751","VSMI January 03"
"1753","V3A4","CH0019907580","CH0019907580","VSMI January 04"
"1754","V3A5","CH0019908703","CH0019908703","VSMI January 05"
"1755","V3A6","CH0019908968","CH0019908968","VSMI January 06"
"1756","V3A7","CH0019909289","CH0019909289","VSMI January 07"
"1757","V3A8","CH0019909560","CH0019909560","VSMI January 08"
"1758","V3A9","CH0019909768","CH0019909768","VSMI January 09"
"1759","V3B0","CH0019900957","CH0019900957","VSMI February 00"
"1760","V3B1","CH0019901807","CH0019901807","VSMI February 01"
"1761","V3B2","CH0019903456","CH0019903456","VSMI February 02"
"1762","V3B3","CH0019004777","CH0019004777","VSMI February 03"
"1763","V3B4","CH0019907606","CH0019907606","VSMI February 04"
"1764","V3B5","CH0019908729","CH0019908729","VSMI February 05"
"1765","V3B6","CH0019908984","CH0019908984","VSMI February 06"
"1766","V3B7","CH0019909313","CH0019909313","VSMI February 07"
"1767","V3B8","CH0019909578","CH0019909578","VSMI February 08"
"1768","V3B9","CH0019909792","CH0019909792","VSMI February 09"
"1769","V3C0","CH0019901021","CH0019901021","VSMI March 00"
"1770","V3C1","CH0019901864","CH0019901864","VSMI March 01"
"1771","V3C2","CH0019904371","CH0019904371","VSMI March 02"
"1772","V3C3","CH0019904843","CH0019904843","VSMI March 03"
"1773","V3C4","CH0019907614","CH0019907614","VSMI March 04"
"1774","V3C5","CH0019908760","CH0019908760","VSMI March 05"
"1775","V3C6","CH0019909032","CH0019909032","VSMI March 06"
"1776","V3C7","CH0019909321","CH0019909321","VSMI March 07"
"1777","V3C8","CH0019909594","CH0019909594","VSMI March 08"
"1778","V3C9","CH0019909818","CH0019909818","VSMI March 09"
"1779","V3D0","CH0019901088","CH0019901088","VSMI April 00"
"1780","V3D1","CH0019901914","CH0019901914","VSMI April 01"
"1781","V3D2","CH0019904488","CH0019904488","VSMI April 02"
"1782","V3D3","CH0019904942","CH0019904942","VSMI April 03"
"1783","V3D4","CH0019907622","CH0019907622","VSMI April 04"
"1784","V3D5","CH0019908794","CH0019908794","VSMI April 05"
"1785","V3D6","CH0019909065","CH0019909065","VSMI April 06"
"1786","V3D7","CH0019909347","CH0019909347","VSMI April 07"
"1787","V3D8","CH0019909602","CH0019909602","VSMI April 08"
"1788","V3D9","CH0019909834","CH0019909834","VSMI April 09"
"1789","V3E0","CH0019901120","CH0019901120","VSMI May 00"
"1790","V3E1","CH0019901971","CH0019901971","VSMI May 01"
"1791","V3E2","CH0019904504","CH0019904504","VSMI May 02"
"1792","V3E3","CH0019904983","CH0019904983","VSMI May 03"
"1793","V3E4","CH0019907648","CH0019907648","VSMI May 04"
"1794","V3E5","CH0019908828","CH0019908828","VSMI May 05"
"1795","V3E6","CH0019909081","CH0019909081","VSMI May 06"
"1796","V3E7","CH0019909354","CH0019909354","VSMI May 07"
"1797","V3E8","CH0019909610","CH0019909610","VSMI May 08"
"1798","V3E9","CH0019909859","CH0019909859","VSMI May 09"
"1799","V3F0","CH0019901369","CH0019901369","VSMI June 00"
"1800","V3F1","CH0019902037","CH0019902037","VSMI June 01"
"1801","V3F2","CH0019904538","CH0019904538","VSMI June 02"
"1802","V3F3","CH0019905022","CH0019905022","VSMI June 03"
"1803","V3F4","CH0019907655","CH0019907655","VSMI June 04"
"1804","V3F5","CH0019908836","CH0019908836","VSMI June 05"
"1805","V3F6","CH0019909099","CH0019909099","VSMI June 06"
"1806","V3F7","CH0019909362","CH0019909362","VSMI June 07"
"1807","V3F8","CH0019909636","CH0019909636","VSMI June 08"
"1808","V3F9","CH0019909867","CH0019909867","VSMI June 09"
"1809","V3G0","CH0019901427","CH0019901427","VSMI July 00"
"1810","V3G1","CH0019902169","CH0019902169","VSMI July 01"
"1811","V3G2","CH0019904561","CH0019904561","VSMI July 02"
"1812","V3G3","CH0019905030","CH0019905030","VSMI July 03"
"1813","V3G4","CH0019907671","CH0019907671","VSMI July 04"
"1814","V3G5","CH0019908851","CH0019908851","VSMI July 05"
"1815","V3G6","CH0019909107","CH0019909107","VSMI July 06"
"1816","V3G7","CH0019909388","CH0019909388","VSMI July 07"
"1817","V3G8","CH0019909651","CH0019909651","VSMI July 08"
"1818","V3G9","CH0019909909","CH0019909909","VSMI July 09"
"1819","V3H0","CH0019901468","CH0019901468","VSMI August 00"
"1820","V3H1","CH0019902201","CH0019902201","VSMI August 01"
"1821","V3H2","CH0019904587","CH0019904587","VSMI August 02"
"1822","V3H3","CH0019905063","CH0019905063","VSMI August 03"
"1823","V3H4","CH0019907697","CH0019907697","VSMI August 04"
"1824","V3H5","CH0019908869","CH0019908869","VSMI August 05"
"1825","V3H6","CH0019909131","CH0019909131","VSMI August 06"
"1826","V3H7","CH0019909412","CH0019909412","VSMI August 07"
"1827","V3H8","CH0019909669","CH0019909669","VSMI August 08"
"1828","V3H9","CH0019909925","CH0019909925","VSMI August 09"
"1829","V3I0","CH0019901526","CH0019901526","VSMI September 00"
"1830","V3I1","CH0019902276","CH0019902276","VSMI September 01"
"1831","V3I2","CH0019904603","CH0019904603","VSMI September 02"
"1832","V3I3","CH0019905097","CH0019905097","VSMI September 03"
"1833","V3I4","CH0019907705","CH0019907705","VSMI September 04"
"1834","V3I5","CH0019908893","CH0019908893","VSMI September 05"
"1835","V3I6","CH0019909156","CH0019909156","VSMI September 06"
"1836","V3I7","CH0019909479","CH0019909479","VSMI September 07"
"1837","V3I8","CH0019909677","CH0019909677","VSMI September 08"
"1838","V3I9","CH0019909958","CH0019909958","VSMI September 09"
"1839","V3J0","CH0019901567","CH0019901567","VSMI October 00"
"1840","V3J1","CH0019902342","CH0019902342","VSMI October 01"
"1841","V3J2","CH0019904660","CH0019904660","VSMI October 02"
"1842","V3J3","CH0019905113","CH0019905113","VSMI October 03"
"1843","V3J4","CH0019908562","CH0019908562","VSMI October 04"
"1844","V3J5","CH0019908919","CH0019908919","VSMI October 05"
"1845","V3J6","CH0019909222","CH0019909222","VSMI October 06"
"1846","V3J7","CH0019909487","CH0019909487","VSMI October 07"
"1847","V3J8","CH0019909693","CH0019909693","VSMI October 08"
"1848","V3J9","CH0019909966","CH0019909966","VSMI October 09"
"1849","V3K0","CH0019901633","CH0019901633","VSMI November 00"
"1850","V3K1","CH0019902425","CH0019902425","VSMI November 01"
"1851","V3K2","CH0019904728","CH0019904728","VSMI November 02"
"1852","V3K3","CH0019905121","CH0019905121","VSMI November 03"
"1853","V3K4","CH0019908620","CH0019908620","VSMI November 04"
"1854","V3K5","CH0019908927","CH0019908927","VSMI November 05"
"1855","V3K6","CH0019909230","CH0019909230","VSMI November 06"
"1856","V3K7","CH0019909529","CH0019909529","VSMI November 07"
"1857","V3K8","CH0019909727","CH0019909727","VSMI November 08"
"1858","V3K9","CH0019909974","CH0019909974","VSMI November 09"
"1859","V3L0","CH0019901690","CH0019901690","VSMI December 00"
"1860","V3L1","CH0019902474","CH0019902474","VSMI December 01"
"1861","V3L2","CH0019904736","CH0019904736","VSMI December 02"
"1862","V3L3","CH0019905162","CH0019905162","VSMI December 03"
"1863","V3L4","CH0019908687","CH0019908687","VSMI December 04"
"1864","V3L5","CH0019908935","CH0019908935","VSMI December 05"
"1865","V3L6","CH0019909263","CH0019909263","VSMI December 06"
"1866","V3L7","CH0019909545","CH0019909545","VSMI December 07"
"1867","V3L8","CH0019909743","CH0019909743","VSMI December 08"
"1868","V3L9","CH0019910006","CH0019910006","VSMI December 09"
"1869","V3X","CH0019900841","CH0019900841","VSMI"
"1870","VAHN","CH0021545667","CH0021545667CHF4","VAUDOISE ASSU N"
"1871","VALN","CH0002088976","CH0002088976CHF4","VALORA N"
"1872","VALNE","CH0043143418","CH0043143418CHF4","VALORA N 2.LINIE"
"1873","VATN","CH0014786500","CH0014786500CHF4","VALIANT N"
"1874","VBSN","CH0012194780","CH0012194780CHF4","IVF HARTMANN N 35"
"1875","VCH","CH0006937772","CH0006937772CHF4","CHARLES VOEGELE I"
"1876","VE2B1","LU0317760311","LU0317760311EUR4","VT ETSF EU S2"
"1877","VE3B1","LU0317762101","LU0317762101EUR4","VT ETSF EU S3"
"1878","VER","US92343V1044","US92343V1044CHF4","VERIZON"
"1879","VET","CH0006227612","CH0006227612CHF4","VETROPACK I"
"1880","VIBC1","LU0317757523","LU0317757523CHF4","VT ETSF ICPMC"
"1881","VIJN","CH0001111076","CH0001111076CHF4","VICTORIA JUNGFRAU N"
"1882","VILN","CH0002609656","CH0002609656CHF4","VILLARS N"
"1883","VLRT","CH0001840450","CH0001840450CHF4","VALARTIS GROUP I"
"1884","VONN","CH0012335540","CH0012335540CHF4","VONTOBEL N"
"1885","VPB","LI0010737216","LI0010737216CHF4","VPB VADUZ I"
"1886","VSLA1","LU0317755238","LU0317755238CHF4","VT ETSF SLIBT"
"1887","VSSC","CH0002795729","CH0002795729CHF4","VON SWISS SMALL CIE"
"1888","VU2A1","LU0317758505","LU0317758505USD4","VT ETSF US S2"
"1889","VW","DE0007664005","DE0007664005CHF4","VW"
"1890","VW-V","DE0007664039","DE0007664039CHF4","VW V"
"1891","VZN","CH0028200837","CH0028200837CHF4","VZ HOLDING N"
"1892","WARN","CH0002619481","CH0002619481CHF4","WARTECK N"
"1893","WKB","CH0000288735","CH0000288735CHF4","WALLISER KB"
"1894","WMN","CH0015940247","CH0015940247CHF4","WALTER MEIER N"
"1895","WMT","US9311421039","US9311421039CHF4","WAL-MART STORES INC"
"1896","WTGN","CH0021892606","CH0021892606CHF4","WINTERTHUR TECH N"
"1897","XDAX","LU0274211480","LU0274211480CHF4","DB X-TR DAX"
"1898","XDIE","LU0292095535","LU0292095535CHF4","DB X-TR DJEURO SELECTDIV"
"1899","XESX","LU0274211217","LU0274211217CHF4","DB X-TR DJES50"
"1900","XGSD","LU0292096186","LU0292096186CHF4","DB X-TR DJSTOXX SELDIV"
"1901","XMAI","LU0292107991","LU0292107991USD4","DB X-TR MSCI EM ASIA"
"1902","XMBR","LU0292109344","LU0292109344USD4","DB X-TR MSCI BRAZIL"
"1903","XMEA","LU0292109005","LU0292109005USD4","DB X-TR MSCI EM EMEA"
"1904","XMEM","LU0292107645","LU0292107645USD4","DB X-TR MSCI EM"
"1905","XMEU","LU0274209237","LU0274209237USD4","DB X-TR MSCI EUR"
"1906","XMEUM","LU0312694234","LU0312694234EUR4","XMTCH MSCI EMU MC"
"1907","XMIB","LU0274212538","LU0274212538CHF4","DB X-TR S+P/MIB"
"1908","XMJP","LU0274209740","LU0274209740JPY4","DB X-TR MSCI JPN"
"1909","XMKO","LU0292100046","LU0292100046USD4","DB X-TR MSCI KOREA"
"1910","XMLA","LU0292108619","LU0292108619USD4","DB X-TR MSCI EM LATAM"
"1911","XMMEM","LU0254097446","LU0254097446USD4","XMTCH MSCI EMERGING"
"1912","XMMSE","LU0154139132","LU0154139132EUR4","XMTCH MSCI EMU Large Cap"
"1913","XMSLI","CH0031768937","CH0031768937CHF4","XMTCH SLI"
"1914","XMSMI","CH0008899764","CH0008899764CHF4","XMTCH on SMI"
"1915","XMSMM","CH0019852802","CH0019852802CHF4","XMTCH ON SMIM"
"1916","XMTW","LU0292109187","LU0292109187USD4","DB X-TR MSCI TAIWAN"
"1917","XMUS","LU0274210672","LU0274210672USD4","DB X-TR MSCI USA"
"1918","XMWO","LU0274208692","LU0274208692USD4","DB X-TR MSCI WLD"
"1919","XNIF","LU0292109690","LU0292109690USD4","DB X-TR S&amp;P CNX NIFTY USD"
"1920","XOM","US30231G1022","US30231G1022CHF4","EXXON MOB CORP"
"1921","XRX","US9841211033","US9841211033CHF4","XEROX"
"1922","XSDX","LU0292106241","LU0292106241CHF4","DB X-TR SHORT DAX"
"1923","XSMI","LU0274221281","LU0274221281CHF4","DB X-TR SMI"
"1924","XSSX","LU0292106753","LU0292106753CHF4","DB X-TR DJEUROSTX SHORT"
"1925","XTAN","GB0031411001","GB0031411001CHF4","XSTRATA"
"1926","XTBID","CH0016999846","CH0016999846CHF4","XMTCH SBI DOM GOV3-7"
"1927","XTBIG","CH0016999861","CH0016999861CHF4","XMTCH SBI DOM GOV 7+"
"1928","XXXI","LU0292109856","LU0292109856USD4","DB X-TR FTSE/XINHUA"
"1929","YHOO","US9843321061","US9843321061CHF4","YAHOO! INC"
"1930","YPSN","CH0019396990","CH0019396990CHF4","YPSOMED HLDG"
"1931","ZD3A1D","CH0010436894","CH0010436894","ZKB Dom AAA 1-3 Durat"
"1932","ZD3A1P","CH0010436837","CH0010436837","ZKB Dom AAA 1-3 Price"
"1933","ZD3A1T","CH0010436829","CH0010436829","ZKB Dom AAA 1-3 TR"
"1934","ZD3A1Y","CH0010436852","CH0010436852","ZKB Dom AAA 1-3 Yield"
"1935","ZD3A3D","CH0010437074","CH0010437074","ZKB Dom AAA 3-5 Durat"
"1936","ZD3A3P","CH0010436993","CH0010436993","ZKB Dom AAA 3-5 Price"
"1937","ZD3A3T","CH0010436951","CH0010436951","ZKB Dom AAA 3-5 TR"
"1938","ZD3A3Y","CH0010437033","CH0010437033","ZKB Dom AAA 3-5 Yield"
"1939","ZD3A5D","CH0010437413","CH0010437413","ZKB Dom AAA 5-7 Durat"
"1940","ZD3A5P","CH0010437124","CH0010437124","ZKB Dom AAA 5-7 Price"
"1941","ZD3A5T","CH0010437090","CH0010437090","ZKB Dom AAA 5-7 TR"
"1942","ZD3A5Y","CH0010437181","CH0010437181","ZKB Dom AAA 5-7 Yield"
"1943","ZD3A7D","CH0010437538","CH0010437538","ZKB Dom AAA 7-10 Durat"
"1944","ZD3A7P","CH0010437462","CH0010437462","ZKB Dom AAA 7-10 Price"
"1945","ZD3A7T","CH0010437454","CH0010437454","ZKB Dom AAA 7-10 TR"
"1946","ZD3A7Y","CH0010437504","CH0010437504","ZKB Dom AAA 7-10 Yield"
"1947","ZD3AD","CH0010446760","CH0010446760","ZKB Bon Dom AAA Durat"
"1948","ZD3AP","CH0010446703","CH0010446703","ZKB Bon Dom AAA Price"
"1949","ZD3AT","CH0010446679","CH0010446679","ZKB Bon Dom AAA TR"
"1950","ZD3AY","CH0010446745","CH0010446745","ZKB Bon Dom AAA Yield"
"1951","ZDA1D","CH0010442439","CH0010442439","ZKB Dom A 1-3 Durat"
"1952","ZDA1P","CH0010442397","CH0010442397","ZKB Dom A 1-3 Price"
"1953","ZDA1T","CH0010442389","CH0010442389","ZKB Dom A 1-3 TR"
"1954","ZDA1Y","CH0010442413","CH0010442413","ZKB Dom A 1-3 Yield"
"1955","ZDA3D","CH0010442504","CH0010442504","ZKB Dom A 3-5 Durat"
"1956","ZDA3P","CH0010442470","CH0010442470","ZKB Dom A 3-5 Price"
"1957","ZDA3T","CH0010442454","CH0010442454","ZKB Dom A 3-5 TR"
"1958","ZDA3Y","CH0010442488","CH0010442488","ZKB Dom A 3-5 Yield"
"1959","ZDA5D","CH0010443429","CH0010443429","ZKB Dom A 5-7 Durat"
"1960","ZDA5P","CH0010443379","CH0010443379","ZKB Dom A 5-7 Price"
"1961","ZDA5T","CH0010443338","CH0010443338","ZKB Dom A 5-7 TR"
"1962","ZDA5Y","CH0010443395","CH0010443395","ZKB Dom A 5-7 Yield"
"1963","ZDAA1D","CH0010437611","CH0010437611","ZKB Dom AA 1-3 Durat"
"1964","ZDAA1P","CH0010437579","CH0010437579","ZKB Dom AA 1-3 Price"
"1965","ZDAA1T","CH0010437553","CH0010437553","ZKB Dom AA 1-3 TR"
"1966","ZDAA1Y","CH0010437587","CH0010437587","ZKB Dom AA 1-3 Yield"
"1967","ZDAA3D","CH0010442132","CH0010442132","ZKB Dom AA 3-5 Durat"
"1968","ZDAA3P","CH0010442108","CH0010442108","ZKB Dom AA 3-5 Price"
"1969","ZDAA3T","CH0010442074","CH0010442074","ZKB Dom AA 3-5 TR"
"1970","ZDAA3Y","CH0010442124","CH0010442124","ZKB Dom AA 3-5 Yield"
"1971","ZDAA5D","CH0010442249","CH0010442249","ZKB Dom AA 5-7 Durat"
"1972","ZDAA5P","CH0010442181","CH0010442181","ZKB Dom AA 5-7 Price"
"1973","ZDAA5T","CH0010442165","CH0010442165","ZKB Dom AA 5-7 TR"
"1974","ZDAA5Y","CH0010442199","CH0010442199","ZKB Dom AA 5-7 Yield"
"1975","ZDAA7D","CH0010442371","CH0010442371","ZKB Dom AA 7-10 Durat"
"1976","ZDAA7P","CH0010442272","CH0010442272","ZKB Dom AA 7-10 Price"
"1977","ZDAA7T","CH0010442264","CH0010442264","ZKB Dom AA 7-10 TR"
"1978","ZDAA7Y","CH0010442280","CH0010442280","ZKB Dom AA 7-10 Yield"
"1979","ZDAAD","CH0010447057","CH0010447057","ZKB Bon Dom AA Durat"
"1980","ZDAAP","CH0010446943","CH0010446943","ZKB Bon Dom AA Price"
"1981","ZDAAT","CH0010446836","CH0010446836","ZKB Bon Dom AA TR"
"1982","ZDAAY","CH0010447024","CH0010447024","ZKB Bon Dom AA Yield"
"1983","ZDAD","CH0010447131","CH0010447131","ZKB Bon Dom A Durat"
"1984","ZDAP","CH0010447107","CH0010447107","ZKB Bon Dom A Price"
"1985","ZDAT","CH0010447073","CH0010447073","ZKB Bon Dom A TR"
"1986","ZDAY","CH0010447115","CH0010447115","ZKB Bon Dom A Yield"
"1987","ZDBD","CH0010447230","CH0010447230","ZKB Bdindex Dom Durat"
"1988","ZDBP","CH0010447198","CH0010447198","ZKB Bdindex Dom Price"
"1989","ZDBT","CH0010447172","CH0010447172","ZKB Bdindex Dom TR"
"1990","ZDBY","CH0010447206","CH0010447206","ZKB Bdindex Dom Yield"
"1991","ZDLZ1D","CH0010443536","CH0010443536","ZKB Bd Dom 1-3 Durat"
"1992","ZDLZ1P","CH0010443494","CH0010443494","ZKB Bd Dom 1-3 Price"
"1993","ZDLZ1T","CH0010443452","CH0010443452","ZKB Bd Dom 1-3 TR"
"1994","ZDLZ1Y","CH0010443528","CH0010443528","ZKB Bd Dom 1-3 Yield"
"1995","ZDLZ3D","CH0010443635","CH0010443635","ZKB Bd Dom 3-5 Durat"
"1996","ZDLZ3P","CH0010443585","CH0010443585","ZKB Bd Dom 3-5 Price"
"1997","ZDLZ3T","CH0010443569","CH0010443569","ZKB Bd Dom 3-5 TR"
"1998","ZDLZ3Y","CH0010443601","CH0010443601","ZKB Bd Dom 3-5 Yield"
"1999","ZDLZ5D","CH0010443726","CH0010443726","ZKB Bd Dom 5-7 Durat"
"2000","ZDLZ5P","CH0010443676","CH0010443676","ZKB Bd Dom 5-7 Price"
"2001","ZDLZ5T","CH0010443668","CH0010443668","ZKB Bd Dom 5-7 TR"
"2002","ZDLZ5Y","CH0010443692","CH0010443692","ZKB Bd Dom 5-7 Yield"
"2003","ZDLZ7D","CH0010443809","CH0010443809","ZKB Bd Dom 7-10 Durat"
"2004","ZDLZ7P","CH0010443759","CH0010443759","ZKB Bd Dom 7-10 Price"
"2005","ZDLZ7T","CH0010443734","CH0010443734","ZKB Bd Dom 7-10 TR"
"2006","ZDLZ7Y","CH0010443783","CH0010443783","ZKB Bd Dom 7-10 Yield"
"2007","ZDLZLD","CH0010446539","CH0010446539","ZKB Bd Dom >10 Durat"
"2008","ZDLZLP","CH0010446505","CH0010446505","ZKB Bd Dom >10 Price"
"2009","ZDLZLT","CH0010446489","CH0010446489","ZKB Bd Dom >10 TR"
"2010","ZDLZLY","CH0010446521","CH0010446521","ZKB Bd Dom >10 Yield"
"2011","ZEH","CH0002352935CHF4","CH0002352935CHF4","ZEHNDER I"
"2012","ZEID1D","CH0010426887","CH0010426887","ZKB Eidg 1-3 Durat"
"2013","ZEID1P","CH0010426838","CH0010426838","ZKB Eidg 1-3 Price"
"2014","ZEID1T","CH0010426804","CH0010426804","ZKB Eidg 1-3 TR"
"2015","ZEID1Y","CH0010426879","CH0010426879","ZKB Eidg 1-3 Yield"
"2016","ZEID3D","CH0010426994","CH0010426994","ZKB Eidg 3-5 Durat"
"2017","ZEID3P","CH0010426911","CH0010426911","ZKB Eidg 3-5 Price"
"2018","ZEID3T","CH0010426895","CH0010426895","ZKB Eidg 3-5 TR"
"2019","ZEID3Y","CH0010426937","CH0010426937","ZKB Eidg 3-5 Yield"
"2020","ZEID5D","CH0010427075","CH0010427075","ZKB Eidg 5-7 Durat"
"2021","ZEID5P","CH0010427026","CH0010427026","ZKB Eidg 5-7 Price"
"2022","ZEID5T","CH0010427018","CH0010427018","ZKB Eidg 5-7 TR"
"2023","ZEID5Y","CH0010427067","CH0010427067","ZKB Eidg 5-7 Yield"
"2024","ZEID7D","CH0010427190","CH0010427190","ZKB Eidg 7-10 Durat"
"2025","ZEID7P","CH0010427125","CH0010427125","ZKB Eidg 7-10 Price"
"2026","ZEID7T","CH0010427109","CH0010427109","ZKB Eidg 7-10 TR"
"2027","ZEID7Y","CH0010427182","CH0010427182","ZKB Eidg 7-10 Yield"
"2028","ZEIDD","CH0010446638","CH0010446638","ZKB Bon Eid Durat"
"2029","ZEIDLD","CH0010427323","CH0010427323","ZKB Eidg >10 Durat"
"2030","ZEIDLP","CH0010427265","CH0010427265","ZKB Eidg >10 Price"
"2031","ZEIDLT","CH0010427224","CH0010427224","ZKB Eidg >10 TR"
"2032","ZEIDLY","CH0010427281","CH0010427281","ZKB Eidg >10 Yield"
"2033","ZEIDP","CH0010446596","CH0010446596","ZKB Bon Eid Price"
"2034","ZEIDT","CH0010446554","CH0010446554","ZKB Bon Eid TR"
"2035","ZEIDY","CH0010446620","CH0010446620","ZKB Bon Eid Yield"
"2036","ZF3A1D","CH0011047096","CH0011047096","ZKB For AAA 1-3 Durat"
"2037","ZF3A1P","CH0011046973","CH0011046973","ZKB For AAA 1-3 Price"
"2038","ZF3A1T","CH0011046965","CH0011046965","ZKB For AAA 1-3 TR"
"2039","ZF3A1Y","CH0011047021","CH0011047021","ZKB For AAA 1-3 Yield"
"2040","ZF3A3D","CH0011047229","CH0011047229","ZKB For AAA 3-5 Durat"
"2041","ZF3A3P","CH0011047195","CH0011047195","ZKB For AAA 3-5 Price"
"2042","ZF3A3T","CH0011047179","CH0011047179","ZKB For AAA 3-5 TR"
"2043","ZF3A3Y","CH0011047211","CH0011047211","ZKB For AAA 3-5 Yield"
"2044","ZF3A5D","CH0011047302","CH0011047302","ZKB For AAA 5-7 Durat"
"2045","ZF3A5P","CH0011047260","CH0011047260","ZKB For AAA 5-7 Price"
"2046","ZF3A5T","CH0011047237","CH0011047237","ZKB For AAA 5-7 TR"
"2047","ZF3A5Y","CH0011047286","CH0011047286","ZKB For AAA 5-7 Yield"
"2048","ZF3A7D","CH0011047351","CH0011047351","ZKB For AAA 7-10 Durat"
"2049","ZF3A7P","CH0011047336","CH0011047336","ZKB For AAA 7-10 Price"
"2050","ZF3A7T","CH0011047310","CH0011047310","ZKB For AAA 7-10 TR"
"2051","ZF3A7Y","CH0011047344","CH0011047344","ZKB For AAA 7-10 Yield"
"2052","ZF3AD","CH0011046957","CH0011046957","ZKB Bon For AAA Durat"
"2053","ZF3AP","CH0011046932","CH0011046932","ZKB Bon For AAA Price"
"2054","ZF3AT","CH0011046924","CH0011046924","ZKB Bon For AAA TR"
"2055","ZF3AY","CH0011046940","CH0011046940","ZKB Bon For AAA Yield"
"2056","ZFAA1D","CH0011047534","CH0011047534","ZKB For AA 1-3 Durat"
"2057","ZFAA1P","CH0011047492","CH0011047492","ZKB For AA 1-3 Price"
"2058","ZFAA1T","CH0011047476","CH0011047476","ZKB For AA 1-3 TR"
"2059","ZFAA1Y","CH0011047500","CH0011047500","ZKB For AA 1-3 Yield"
"2060","ZFAA3D","CH0011047666","CH0011047666","ZKB For AA 3-5 Durat"
"2061","ZFAA3P","CH0011047609","CH0011047609","ZKB For AA 3-5 Price"
"2062","ZFAA3T","CH0011047583","CH0011047583","ZKB For AA 3-5 TR"
"2063","ZFAA3Y","CH0011047641","CH0011047641","ZKB For AA 3-5 Yield"
"2064","ZFAA5D","CH0011047724","CH0011047724","ZKB For AA 5-7 Durat"
"2065","ZFAA5P","CH0011047708","CH0011047708","ZKB For AA 5-7 Price"
"2066","ZFAA5T","CH0011047682","CH0011047682","ZKB For AA 5-7 TR"
"2067","ZFAA5Y","CH0011047716","CH0011047716","ZKB For AA 5-7 Yield"
"2068","ZFAA7D","CH0011047765","CH0011047765","ZKB For AA 7-10 Durat"
"2069","ZFAA7P","CH0011047740","CH0011047740","ZKB For AA 7-10 Price"
"2070","ZFAA7T","CH0011047732","CH0011047732","ZKB For AA 7-10 TR"
"2071","ZFAA7Y","CH0011047757","CH0011047757","ZKB For AA 7-10 Yield"
"2072","ZFAAD","CH0011047427","CH0011047427","ZKB Bon For AA Durat"
"2073","ZFAAP","CH0011047377","CH0011047377","ZKB Bon For AA Price"
"2074","ZFAAT","CH0011047369","CH0011047369","ZKB Bon For AA TR"
"2075","ZFAAY","CH0011047393","CH0011047393","ZKB Bon For AA Yield"
"2076","ZG","CH0001308904","CH0001308904CHF4","ZUGER KB I"
"2077","ZGLD","CH0024391002","CH0024391002CHF4","ZKB GOLD ETF"
"2078","ZMH","US98956P1021","US98956P1021CHF4","ZIMMER HLD"
"2079","ZPAL","CH0029792683","CH0029792683CHF4","ZKB PALLADIUM ETF"
"2080","ZPLA","CH0029792709","CH0029792709CHF4","ZKB PLATINUM ETF"
"2081","ZSIL","CH0029792717","CH0029792717CHF4","ZKB SILVER ETF"
"2082","ZUBN","CH0021831182","CH0021831182CHF4","ZUEBLIN IMM N"
"2083","ZURN","CH0011075394","CH0011075394CHF1","ZURICH FINANCIAL N"
"2084","ZURNE","CH0037534432","CH0037534432CHF1","ZURICH FINANCIAL N 2. LINIE"
"2085","ZWM","CH0002661731","CH0002661731CHF4","ZWAHLEN I"
