"","s.v.n.x.y"
"3129","5,0,3,289.633,470.618"
"3130","5,0,3,284.273,466.353"
"3131","5,0,3,279.138,461.998"
"3132","5,0,3,274.25,457.547"
"3133","5,0,3,269.629,452.991"
"3134","5,0,3,265.296,448.324"
"3135","5,0,3,261.271,443.538"
"3136","5,0,3,257.575,438.625"
"3137","5,0,3,254.228,433.579"
"3138","5,0,3,251.251,428.392"
"3139","5,0,3,248.664,423.056"
"3140","5,0,3,246.488,417.566"
"3141","5,0,3,244.742,411.912"
"3142","5,0,3,243.449,406.088"
"3143","5,0,3,242.628,400.086"
"3144","5,0,3,242.3,393.9"
"3145","5,0,3,242.3,393.9"
"3146","5,0,3,242.358,389.445"
"3147","5,0,3,242.605,385.082"
"3148","5,0,3,243.038,380.812"
"3149","5,0,3,243.655,376.638"
"3150","5,0,3,244.453,372.561"
"3151","5,0,3,245.43,368.584"
"3152","5,0,3,246.583,364.708"
"3153","5,0,3,247.909,360.936"
"3154","5,0,3,249.406,357.269"
"3155","5,0,3,251.072,353.709"
"3156","5,0,3,252.903,350.258"
"3157","5,0,3,254.896,346.919"
"3158","5,0,3,257.051,343.693"
"3159","5,0,3,259.363,340.582"
"3160","5,0,3,261.83,337.588"
"3161","5,0,3,264.45,334.712"
"3162","5,0,3,267.22,331.958"
"3163","5,0,3,270.137,329.327"
"3164","5,0,3,273.199,326.821"
"3165","5,0,3,276.404,324.442"
"3166","5,0,3,279.747,322.192"
"3167","5,0,3,283.228,320.072"
"3168","5,0,3,286.844,318.085"
"3169","5,0,3,290.591,316.233"
"3170","5,0,3,294.467,314.517"
"3171","5,0,3,298.47,312.94"
"3172","5,0,3,302.597,311.504"
"3173","5,0,3,306.845,310.21"
"3174","5,0,3,311.212,309.061"
"3175","5,0,3,315.695,308.058"
"3176","5,0,3,320.292,307.204"
"3177","5,0,3,325,306.5"
"3178","5,0,3,325,306.5"
"3179","5,0,3,331.701,305.748"
"3180","5,0,3,338.558,305.206"
"3181","5,0,3,345.559,304.854"
"3182","5,0,3,352.691,304.677"
"3183","5,0,3,367.296,304.769"
"3184","5,0,3,382.275,305.337"
"3185","5,0,3,397.525,306.239"
"3186","5,0,3,412.947,307.33"
"3187","5,0,3,443.9,309.5"
"3188","5,0,3,443.9,309.5"
"3189","5,0,3,456.204,310.109"
"3190","5,0,3,468.306,310.417"
"3191","5,0,3,480.23,310.395"
"3192","5,0,3,492,310.013"
"3193","5,0,3,503.638,309.241"
"3194","5,0,3,515.169,308.052"
"3195","5,0,3,526.615,306.414"
"3196","5,0,3,538,304.3"
"3197","5,0,3,538,304.3"
"3198","5,0,3,548.385,302.046"
"3199","5,0,3,558.438,299.595"
"3200","5,0,3,568.227,297.007"
"3201","5,0,3,577.825,294.337"
"3202","5,0,3,596.725,288.986"
"3203","5,0,3,606.168,286.419"
"3204","5,0,3,615.7,284"
"3205","5,0,3,615.7,284"
"3206","5,0,3,629.813,281.611"
"3207","5,0,3,643.106,279.688"
"3208","5,0,3,655.659,278.226"
"3209","5,0,3,667.552,277.217"
"3210","5,0,3,678.863,276.656"
"3211","5,0,3,689.674,276.535"
"3212","5,0,3,700.064,276.847"
"3213","5,0,3,710.112,277.587"
"3214","5,0,3,719.9,278.748"
"3215","5,0,3,729.506,280.323"
"3216","5,0,3,739.01,282.306"
"3217","5,0,3,748.492,284.689"
"3218","5,0,3,758.033,287.467"
"3219","5,0,3,767.711,290.632"
"3220","5,0,3,777.607,294.179"
"3221","5,0,3,787.8,298.1"
"3222","5,0,3,NA,NA"
"3223","5,0,4,393.5,144.8"
"3224","5,0,4,400.591,136.81"
"3225","5,0,4,407.995,129.229"
"3226","5,0,4,415.696,122.06"
"3227","5,0,4,423.678,115.305"
"3228","5,0,4,431.923,108.969"
"3229","5,0,4,440.415,103.055"
"3230","5,0,4,449.137,97.564"
"3231","5,0,4,458.072,92.5"
"3232","5,0,4,467.204,87.866"
"3233","5,0,4,476.515,83.666"
"3234","5,0,4,485.99,79.901"
"3235","5,0,4,495.611,76.576"
"3236","5,0,4,505.362,73.692"
"3237","5,0,4,515.226,71.254"
"3238","5,0,4,525.186,69.264"
"3239","5,0,4,535.225,67.725"
"3240","5,0,4,545.327,66.64"
"3241","5,0,4,555.475,66.012"
"3242","5,0,4,565.652,65.844"
"3243","5,0,4,575.842,66.14"
"3244","5,0,4,586.027,66.901"
"3245","5,0,4,596.192,68.132"
"3246","5,0,4,606.318,69.835"
"3247","5,0,4,616.391,72.013"
"3248","5,0,4,626.392,74.668"
"3249","5,0,4,636.305,77.806"
"3250","5,0,4,646.113,81.427"
"3251","5,0,4,655.8,85.535"
"3252","5,0,4,665.349,90.134"
"3253","5,0,4,674.743,95.225"
"3254","5,0,4,683.966,100.813"
"3255","5,0,4,693,106.9"
"3256","5,0,4,698.928,111.191"
"3257","5,0,4,704.674,115.641"
"3258","5,0,4,710.237,120.246"
"3259","5,0,4,715.617,125"
"3260","5,0,4,720.811,129.899"
"3261","5,0,4,725.82,134.937"
"3262","5,0,4,730.642,140.109"
"3263","5,0,4,735.277,145.409"
"3264","5,0,4,739.723,150.834"
"3265","5,0,4,743.979,156.378"
"3266","5,0,4,748.045,162.035"
"3267","5,0,4,751.92,167.801"
"3268","5,0,4,755.603,173.671"
"3269","5,0,4,759.092,179.639"
"3270","5,0,4,762.387,185.7"
"3271","5,0,4,765.487,191.85"
"3272","5,0,4,768.392,198.083"
"3273","5,0,4,771.099,204.394"
"3274","5,0,4,773.608,210.778"
"3275","5,0,4,775.919,217.23"
"3276","5,0,4,778.03,223.745"
"3277","5,0,4,779.94,230.318"
"3278","5,0,4,781.649,236.943"
"3279","5,0,4,783.155,243.616"
"3280","5,0,4,784.457,250.331"
"3281","5,0,4,785.555,257.084"
"3282","5,0,4,786.448,263.869"
"3283","5,0,4,787.135,270.681"
"3284","5,0,4,787.614,277.515"
"3285","5,0,4,787.886,284.367"
"3286","5,0,4,787.948,291.23"
"3287","5,0,4,787.8,298.1"
"3288","5,0,4,787.8,298.1"
"3289","5,0,4,786.443,308.169"
"3290","5,0,4,784.879,317.982"
"3291","5,0,4,783.099,327.547"
"3292","5,0,4,781.097,336.873"
"3293","5,0,4,778.864,345.97"
"3294","5,0,4,776.392,354.844"
"3295","5,0,4,773.673,363.505"
"3296","5,0,4,770.7,371.962"
"3297","5,0,4,767.464,380.224"
"3298","5,0,4,763.958,388.298"
"3299","5,0,4,760.174,396.194"
"3300","5,0,4,756.103,403.92"
"3301","5,0,4,751.738,411.485"
"3302","5,0,4,747.071,418.898"
"3303","5,0,4,742.095,426.167"
"3304","5,0,4,736.8,433.3"
"3305","5,0,4,736.8,433.3"
"3306","5,0,4,729.699,442.436"
"3307","5,0,4,722.645,450.962"
"3308","5,0,4,715.641,458.908"
"3309","5,0,4,708.688,466.3"
"3310","5,0,4,701.785,473.167"
"3311","5,0,4,694.936,479.538"
"3312","5,0,4,688.14,485.439"
"3313","5,0,4,681.4,490.9"
"3314","5,0,4,681.4,490.9"
"3315","5,0,4,675.843,495.117"
"3316","5,0,4,670.307,499.079"
"3317","5,0,4,664.791,502.802"
"3318","5,0,4,659.292,506.305"
"3319","5,0,4,653.81,509.603"
"3320","5,0,4,648.341,512.713"
"3321","5,0,4,637.438,518.438"
"3322","5,0,4,626.567,523.614"
"3323","5,0,4,615.714,528.377"
"3324","5,0,4,604.863,532.86"
"3325","5,0,4,594,537.2"
"3326","5,0,4,594,537.2"
"3327","5,0,4,585.129,540.534"
"3328","5,0,4,576.542,543.979"
"3329","5,0,4,568.218,547.541"
"3330","5,0,4,560.139,551.228"
"3331","5,0,4,552.286,555.048"
"3332","5,0,4,544.639,559.007"
"3333","5,0,4,537.179,563.114"
"3334","5,0,4,529.888,567.375"
"3335","5,0,4,522.745,571.798"
"3336","5,0,4,515.731,576.389"
"3337","5,0,4,508.829,581.158"
"3338","5,0,4,502.017,586.109"
"3339","5,0,4,495.278,591.252"
"3340","5,0,4,488.591,596.593"
"3341","5,0,4,481.938,602.14"
"3342","5,0,4,475.3,607.9"
"3343","5,0,4,475.3,607.9"
"3344","5,0,4,459.452,622.064"
"3345","5,0,4,443.538,636.312"
"3346","5,0,4,435.547,643.307"
"3347","5,0,4,427.53,650.13"
"3348","5,0,4,419.482,656.715"
"3349","5,0,4,411.4,663"
"3350","5,0,4,411.4,663"
"3351","5,0,4,405.224,667.579"
"3352","5,0,4,399.033,671.921"
"3353","5,0,4,392.827,675.999"
"3354","5,0,4,386.605,679.786"
"3355","5,0,4,380.365,683.253"
"3356","5,0,4,374.108,686.374"
"3357","5,0,4,367.832,689.119"
"3358","5,0,4,361.538,691.462"
"3359","5,0,4,355.223,693.376"
"3360","5,0,4,348.887,694.831"
"3361","5,0,4,342.53,695.801"
"3362","5,0,4,336.152,696.258"
"3363","5,0,4,329.75,696.174"
"3364","5,0,4,323.324,695.521"
"3365","5,0,4,316.875,694.273"
"3366","5,0,4,313.641,693.416"
"3367","5,0,4,310.4,692.4"
"3368","5,0,4,310.4,692.4"
"3369","5,0,4,306.039,690.47"
"3370","5,0,4,301.842,688.449"
"3371","5,0,4,297.812,686.338"
"3372","5,0,4,293.948,684.135"
"3373","5,0,4,290.25,681.841"
"3374","5,0,4,286.72,679.455"
"3375","5,0,4,283.357,676.978"
"3376","5,0,4,280.163,674.409"
"3377","5,0,4,277.137,671.749"
"3378","5,0,4,274.28,668.997"
"3379","5,0,4,271.594,666.153"
"3380","5,0,4,269.077,663.217"
"3381","5,0,4,266.732,660.189"
"3382","5,0,4,264.558,657.068"
"3383","5,0,4,262.555,653.855"
"3384","5,0,4,260.725,650.55"
"3385","5,0,4,259.068,647.152"
"3386","5,0,4,257.584,643.662"
"3387","5,0,4,256.274,640.078"
"3388","5,0,4,255.138,636.402"
"3389","5,0,4,254.178,632.633"
"3390","5,0,4,253.392,628.77"
"3391","5,0,4,252.783,624.815"
"3392","5,0,4,252.35,620.766"
"3393","5,0,4,252.094,616.623"
"3394","5,0,4,252.016,612.387"
"3395","5,0,4,252.115,608.057"
"3396","5,0,4,252.393,603.634"
"3397","5,0,4,252.85,599.117"
"3398","5,0,4,253.486,594.505"
"3399","5,0,4,254.303,589.8"
"3400","5,0,4,255.3,585"
"3401","5,0,4,255.3,585"
"3402","5,0,4,256.753,578.49"
"3403","5,0,4,258.438,571.902"
"3404","5,0,4,260.333,565.241"
"3405","5,0,4,262.42,558.514"
"3406","5,0,4,267.09,544.885"
"3407","5,0,4,272.288,531.062"
"3408","5,0,4,277.856,517.095"
"3409","5,0,4,283.636,503.03"
"3410","5,0,4,295.2,474.8"
"3411","5,0,4,295.2,474.8"
"3412","5,0,4,299.839,462.918"
"3413","5,0,4,304.072,451.105"
"3414","5,0,4,307.888,439.336"
"3415","5,0,4,311.275,427.587"
"3416","5,0,4,314.221,415.834"
"3417","5,0,4,316.716,404.052"
"3418","5,0,4,318.746,392.215"
"3419","5,0,4,320.3,380.3"
"3420","5,0,4,320.3,380.3"
"3421","5,0,4,321.224,370.624"
"3422","5,0,4,321.934,361.147"
"3423","5,0,4,322.95,342.65"
"3424","5,0,4,323.816,324.528"
"3425","5,0,4,324.339,315.52"
"3426","5,0,4,325,306.5"
"3427","5,0,4,325,306.5"
"3428","5,0,4,330.445,281.279"
"3429","5,0,4,333.075,269.763"
"3430","5,0,4,335.731,258.861"
"3431","5,0,4,338.479,248.488"
"3432","5,0,4,341.383,238.559"
"3433","5,0,4,344.51,228.987"
"3434","5,0,4,347.925,219.688"
"3435","5,0,4,351.694,210.574"
"3436","5,0,4,355.883,201.562"
"3437","5,0,4,360.557,192.564"
"3438","5,0,4,365.781,183.495"
"3439","5,0,4,371.622,174.27"
"3440","5,0,4,378.145,164.803"
"3441","5,0,4,385.416,155.008"
"3442","5,0,4,393.5,144.8"
"3443","5,0,4,NA,NA"
"3444","5,0,5,120.5,472.4"
"3445","5,0,5,115.034,463.399"
"3446","5,0,5,110.039,454.22"
"3447","5,0,5,105.511,444.879"
"3448","5,0,5,101.449,435.392"
"3449","5,0,5,97.851,425.776"
"3450","5,0,5,94.717,416.046"
"3451","5,0,5,92.044,406.22"
"3452","5,0,5,89.83,396.312"
"3453","5,0,5,88.074,386.341"
"3454","5,0,5,86.774,376.321"
"3455","5,0,5,85.928,366.269"
"3456","5,0,5,85.534,356.202"
"3457","5,0,5,85.592,346.135"
"3458","5,0,5,86.099,336.085"
"3459","5,0,5,87.054,326.068"
"3460","5,0,5,88.454,316.1"
"3461","5,0,5,90.298,306.198"
"3462","5,0,5,92.585,296.378"
"3463","5,0,5,95.312,286.656"
"3464","5,0,5,98.479,277.048"
"3465","5,0,5,102.083,267.572"
"3466","5,0,5,106.122,258.242"
"3467","5,0,5,110.595,249.075"
"3468","5,0,5,115.501,240.087"
"3469","5,0,5,120.837,231.296"
"3470","5,0,5,126.602,222.716"
"3471","5,0,5,132.793,214.365"
"3472","5,0,5,139.411,206.258"
"3473","5,0,5,146.452,198.412"
"3474","5,0,5,153.915,190.842"
"3475","5,0,5,161.798,183.566"
"3476","5,0,5,170.1,176.6"
"3477","5,0,5,176.308,171.886"
"3478","5,0,5,182.626,167.419"
"3479","5,0,5,189.05,163.197"
"3480","5,0,5,195.572,159.221"
"3481","5,0,5,202.187,155.49"
"3482","5,0,5,208.889,152.002"
"3483","5,0,5,215.671,148.758"
"3484","5,0,5,222.528,145.756"
"3485","5,0,5,229.453,142.997"
"3486","5,0,5,236.44,140.478"
"3487","5,0,5,243.483,138.201"
"3488","5,0,5,250.576,136.163"
"3489","5,0,5,257.713,134.365"
"3490","5,0,5,264.887,132.806"
"3491","5,0,5,272.093,131.484"
"3492","5,0,5,279.325,130.4"
"3493","5,0,5,286.576,129.553"
"3494","5,0,5,293.84,128.941"
"3495","5,0,5,301.111,128.565"
"3496","5,0,5,308.383,128.424"
"3497","5,0,5,315.65,128.517"
"3498","5,0,5,322.906,128.843"
"3499","5,0,5,330.144,129.403"
"3500","5,0,5,337.359,130.194"
"3501","5,0,5,344.545,131.216"
"3502","5,0,5,351.694,132.47"
"3503","5,0,5,358.802,133.953"
"3504","5,0,5,365.862,135.666"
"3505","5,0,5,372.868,137.608"
"3506","5,0,5,379.814,139.778"
"3507","5,0,5,386.693,142.176"
"3508","5,0,5,393.5,144.8"
"3509","5,0,5,393.5,144.8"
"3510","5,0,5,402.19,149.127"
"3511","5,0,5,410.532,153.564"
"3512","5,0,5,418.541,158.121"
"3513","5,0,5,426.234,162.806"
"3514","5,0,5,433.626,167.63"
"3515","5,0,5,440.732,172.602"
"3516","5,0,5,447.569,177.73"
"3517","5,0,5,454.15,183.025"
"3518","5,0,5,460.492,188.496"
"3519","5,0,5,466.611,194.152"
"3520","5,0,5,472.522,200.002"
"3521","5,0,5,478.241,206.056"
"3522","5,0,5,483.782,212.324"
"3523","5,0,5,489.162,218.814"
"3524","5,0,5,494.396,225.536"
"3525","5,0,5,499.5,232.5"
"3526","5,0,5,499.5,232.5"
"3527","5,0,5,506.199,242.263"
"3528","5,0,5,512.294,251.763"
"3529","5,0,5,517.816,261.019"
"3530","5,0,5,522.8,270.05"
"3531","5,0,5,527.277,278.875"
"3532","5,0,5,531.281,287.513"
"3533","5,0,5,534.845,295.981"
"3534","5,0,5,538,304.3"
"3535","5,0,5,538,304.3"
"3536","5,0,5,540.314,310.964"
"3537","5,0,5,542.392,317.538"
"3538","5,0,5,544.251,324.027"
"3539","5,0,5,545.909,330.439"
"3540","5,0,5,547.384,336.782"
"3541","5,0,5,548.691,343.062"
"3542","5,0,5,550.875,355.462"
"3543","5,0,5,552.6,367.699"
"3544","5,0,5,554.003,379.83"
"3545","5,0,5,556.4,404"
"3546","5,0,5,556.4,404"
"3547","5,0,5,557.115,413.278"
"3548","5,0,5,558.089,422.369"
"3549","5,0,5,559.316,431.286"
"3550","5,0,5,560.784,440.042"
"3551","5,0,5,562.486,448.65"
"3552","5,0,5,564.412,457.123"
"3553","5,0,5,566.553,465.473"
"3554","5,0,5,568.9,473.712"
"3555","5,0,5,571.444,481.855"
"3556","5,0,5,574.175,489.913"
"3557","5,0,5,577.086,497.899"
"3558","5,0,5,580.166,505.827"
"3559","5,0,5,583.406,513.707"
"3560","5,0,5,586.798,521.555"
"3561","5,0,5,594,537.2"
"3562","5,0,5,594,537.2"
"3563","5,0,5,603.087,556.156"
"3564","5,0,5,612.025,575.15"
"3565","5,0,5,616.285,584.626"
"3566","5,0,5,620.325,594.069"
"3567","5,0,5,624.084,603.465"
"3568","5,0,5,627.5,612.8"
"3569","5,0,5,627.5,612.8"
"3570","5,0,5,629.838,619.766"
"3571","5,0,5,631.925,626.671"
"3572","5,0,5,633.734,633.51"
"3573","5,0,5,635.241,640.275"
"3574","5,0,5,636.421,646.961"
"3575","5,0,5,637.249,653.56"
"3576","5,0,5,637.7,660.067"
"3577","5,0,5,637.75,666.475"
"3578","5,0,5,637.373,672.777"
"3579","5,0,5,636.545,678.968"
"3580","5,0,5,635.24,685.04"
"3581","5,0,5,633.434,690.988"
"3582","5,0,5,631.102,696.804"
"3583","5,0,5,628.219,702.482"
"3584","5,0,5,624.76,708.016"
"3585","5,0,5,620.7,713.4"
"3586","5,0,5,620.7,713.4"
"3587","5,0,5,616.933,717.711"
"3588","5,0,5,613.17,721.689"
"3589","5,0,5,609.412,725.343"
"3590","5,0,5,605.66,728.681"
"3591","5,0,5,601.913,731.713"
"3592","5,0,5,598.173,734.448"
"3593","5,0,5,594.439,736.895"
"3594","5,0,5,590.714,739.064"
"3595","5,0,5,586.997,740.964"
"3596","5,0,5,583.289,742.603"
"3597","5,0,5,579.59,743.991"
"3598","5,0,5,575.902,745.137"
"3599","5,0,5,572.225,746.051"
"3600","5,0,5,568.558,746.741"
"3601","5,0,5,564.904,747.217"
"3602","5,0,5,561.263,747.488"
"3603","5,0,5,557.634,747.562"
"3604","5,0,5,554.019,747.45"
"3605","5,0,5,550.419,747.16"
"3606","5,0,5,546.834,746.702"
"3607","5,0,5,543.264,746.084"
"3608","5,0,5,539.711,745.316"
"3609","5,0,5,532.655,743.367"
"3610","5,0,5,525.671,740.928"
"3611","5,0,5,518.764,738.071"
"3612","5,0,5,511.939,734.871"
"3613","5,0,5,505.2,731.4"
"3614","5,0,5,505.2,731.4"
"3615","5,0,5,499.386,728.218"
"3616","5,0,5,493.569,724.798"
"3617","5,0,5,487.749,721.16"
"3618","5,0,5,481.923,717.323"
"3619","5,0,5,470.256,709.134"
"3620","5,0,5,458.562,700.387"
"3621","5,0,5,446.836,691.243"
"3622","5,0,5,435.07,681.858"
"3623","5,0,5,411.4,663"
"3624","5,0,5,411.4,663"
"3625","5,0,5,400.734,654.738"
"3626","5,0,5,389.953,646.906"
"3627","5,0,5,379.046,639.516"
"3628","5,0,5,368,632.575"
"3629","5,0,5,356.804,626.094"
"3630","5,0,5,345.447,620.081"
"3631","5,0,5,333.916,614.547"
"3632","5,0,5,322.2,609.5"
"3633","5,0,5,322.2,609.5"
"3634","5,0,5,313.534,606.105"
"3635","5,0,5,304.997,602.93"
"3636","5,0,5,288.225,596.988"
"3637","5,0,5,271.716,591.177"
"3638","5,0,5,263.507,588.165"
"3639","5,0,5,255.3,585"
"3640","5,0,5,255.3,585"
"3641","5,0,5,232.7,572.521"
"3642","5,0,5,212.441,561.064"
"3643","5,0,5,203.08,555.488"
"3644","5,0,5,194.174,549.891"
"3645","5,0,5,185.678,544.18"
"3646","5,0,5,177.55,538.262"
"3647","5,0,5,169.745,532.046"
"3648","5,0,5,162.22,525.438"
"3649","5,0,5,154.931,518.347"
"3650","5,0,5,147.834,510.68"
"3651","5,0,5,140.887,502.344"
"3652","5,0,5,134.044,493.247"
"3653","5,0,5,127.263,483.296"
"3654","5,0,5,120.5,472.4"
"3655","5,0,5,NA,NA"
"3656","5,1,1,199,438"
"3657","5,1,1,188.341,445.158"
"3658","5,1,1,178.114,452.376"
"3659","5,1,1,168.318,459.648"
"3660","5,1,1,158.952,466.968"
"3661","5,1,1,150.017,474.329"
"3662","5,1,1,141.512,481.724"
"3663","5,1,1,133.436,489.146"
"3664","5,1,1,125.789,496.59"
"3665","5,1,1,118.571,504.048"
"3666","5,1,1,111.78,511.513"
"3667","5,1,1,105.417,518.979"
"3668","5,1,1,99.481,526.44"
"3669","5,1,1,93.972,533.888"
"3670","5,1,1,88.889,541.318"
"3671","5,1,1,84.232,548.722"
"3672","5,1,1,80,556.094"
"3673","5,1,1,76.193,563.427"
"3674","5,1,1,72.81,570.714"
"3675","5,1,1,69.851,577.95"
"3676","5,1,1,67.315,585.126"
"3677","5,1,1,65.203,592.238"
"3678","5,1,1,63.513,599.277"
"3679","5,1,1,62.245,606.238"
"3680","5,1,1,61.398,613.113"
"3681","5,1,1,60.973,619.897"
"3682","5,1,1,60.969,626.582"
"3683","5,1,1,61.384,633.161"
"3684","5,1,1,62.22,639.629"
"3685","5,1,1,63.474,645.979"
"3686","5,1,1,65.148,652.203"
"3687","5,1,1,67.24,658.296"
"3688","5,1,1,69.75,664.25"
"3689","5,1,1,72.677,670.059"
"3690","5,1,1,76.022,675.717"
"3691","5,1,1,79.783,681.216"
"3692","5,1,1,83.96,686.55"
"3693","5,1,1,88.553,691.713"
"3694","5,1,1,93.561,696.698"
"3695","5,1,1,98.983,701.497"
"3696","5,1,1,104.82,706.105"
"3697","5,1,1,111.071,710.516"
"3698","5,1,1,117.735,714.721"
"3699","5,1,1,124.812,718.715"
"3700","5,1,1,132.302,722.491"
"3701","5,1,1,140.203,726.042"
"3702","5,1,1,148.516,729.362"
"3703","5,1,1,157.24,732.444"
"3704","5,1,1,166.375,735.281"
"3705","5,1,1,175.92,737.867"
"3706","5,1,1,185.874,740.196"
"3707","5,1,1,196.238,742.26"
"3708","5,1,1,207.011,744.052"
"3709","5,1,1,218.192,745.567"
"3710","5,1,1,229.78,746.798"
"3711","5,1,1,241.777,747.737"
"3712","5,1,1,254.18,748.379"
"3713","5,1,1,266.989,748.716"
"3714","5,1,1,280.205,748.743"
"3715","5,1,1,293.826,748.452"
"3716","5,1,1,307.853,747.836"
"3717","5,1,1,322.284,746.89"
"3718","5,1,1,337.119,745.607"
"3719","5,1,1,352.358,743.979"
"3720","5,1,1,368,742"
"3721","5,1,1,368,742"
"3722","5,1,1,381.532,739.8"
"3723","5,1,1,395.573,737.072"
"3724","5,1,1,409.669,734.002"
"3725","5,1,1,423.363,730.775"
"3726","5,1,1,447.72,724.591"
"3727","5,1,1,465,720"
"3728","5,1,1,465,720"
"3729","5,1,1,476.537,716.349"
"3730","5,1,1,487.871,712.543"
"3731","5,1,1,498.965,708.614"
"3732","5,1,1,509.781,704.594"
"3733","5,1,1,520.281,700.515"
"3734","5,1,1,530.426,696.41"
"3735","5,1,1,549.5,688.25"
"3736","5,1,1,566.699,680.371"
"3737","5,1,1,581.719,673.031"
"3738","5,1,1,594.254,666.488"
"3739","5,1,1,604,661"
"3740","5,1,1,604,661"
"3741","5,1,1,620.875,651.266"
"3742","5,1,1,629.242,646.217"
"3743","5,1,1,637.75,640.875"
"3744","5,1,1,646.539,635.111"
"3745","5,1,1,655.75,628.797"
"3746","5,1,1,665.523,621.803"
"3747","5,1,1,676,614"
"3748","5,1,1,676,614"
"3749","5,1,1,685.375,606.672"
"3750","5,1,1,694.75,598.875"
"3751","5,1,1,705.25,589.391"
"3752","5,1,1,718,577"
"3753","5,1,1,718,577"
"3754","5,1,1,726.467,567.543"
"3755","5,1,1,734.253,558.294"
"3756","5,1,1,741.376,549.253"
"3757","5,1,1,747.852,540.418"
"3758","5,1,1,753.698,531.786"
"3759","5,1,1,758.931,523.356"
"3760","5,1,1,763.568,515.126"
"3761","5,1,1,767.625,507.094"
"3762","5,1,1,771.12,499.258"
"3763","5,1,1,774.069,491.617"
"3764","5,1,1,776.49,484.168"
"3765","5,1,1,778.398,476.91"
"3766","5,1,1,779.812,469.841"
"3767","5,1,1,780.747,462.959"
"3768","5,1,1,781.221,456.263"
"3769","5,1,1,781.25,449.75"
"3770","5,1,1,780.851,443.419"
"3771","5,1,1,780.042,437.267"
"3772","5,1,1,778.839,431.294"
"3773","5,1,1,777.258,425.496"
"3774","5,1,1,775.317,419.873"
"3775","5,1,1,773.032,414.422"
"3776","5,1,1,770.421,409.142"
"3777","5,1,1,767.5,404.031"
"3778","5,1,1,764.286,399.087"
"3779","5,1,1,760.796,394.308"
"3780","5,1,1,757.047,389.692"
"3781","5,1,1,753.055,385.238"
"3782","5,1,1,748.837,380.944"
"3783","5,1,1,744.411,376.807"
"3784","5,1,1,739.793,372.826"
"3785","5,1,1,735,369"
"3786","5,1,1,735,369"
"3787","5,1,1,729.688,365.34"
"3788","5,1,1,724.188,361.844"
"3789","5,1,1,718.406,358.488"
"3790","5,1,1,712.25,355.25"
"3791","5,1,1,705.625,352.105"
"3792","5,1,1,698.438,349.031"
"3793","5,1,1,690.594,346.004"
"3794","5,1,1,682,343"
"3795","5,1,1,682,343"
"3796","5,1,1,672.959,340.303"
"3797","5,1,1,662.359,337.547"
"3798","5,1,1,650.236,334.861"
"3799","5,1,1,636.625,332.375"
"3800","5,1,1,629.272,331.247"
"3801","5,1,1,621.561,330.217"
"3802","5,1,1,613.494,329.301"
"3803","5,1,1,605.078,328.516"
"3804","5,1,1,596.316,327.877"
"3805","5,1,1,587.213,327.4"
"3806","5,1,1,577.773,327.103"
"3807","5,1,1,568,327"
"3808","5,1,1,568,327"
"3809","5,1,1,553.693,327.051"
"3810","5,1,1,539.324,327.551"
"3811","5,1,1,524.973,328.455"
"3812","5,1,1,510.719,329.719"
"3813","5,1,1,496.64,331.299"
"3814","5,1,1,482.816,333.152"
"3815","5,1,1,469.327,335.234"
"3816","5,1,1,456.25,337.5"
"3817","5,1,1,443.666,339.907"
"3818","5,1,1,431.652,342.41"
"3819","5,1,1,420.29,344.966"
"3820","5,1,1,409.656,347.531"
"3821","5,1,1,399.832,350.061"
"3822","5,1,1,390.895,352.512"
"3823","5,1,1,376,357"
"3824","5,1,1,376,357"
"3825","5,1,1,362.549,361.326"
"3826","5,1,1,350.516,365.359"
"3827","5,1,1,339.631,369.182"
"3828","5,1,1,329.625,372.875"
"3829","5,1,1,320.229,376.521"
"3830","5,1,1,311.172,380.203"
"3831","5,1,1,293,388"
"3832","5,1,1,293,388"
"3833","5,1,1,284.52,391.459"
"3834","5,1,1,276.344,395.047"
"3835","5,1,1,268.496,398.705"
"3836","5,1,1,261,402.375"
"3837","5,1,1,247.156,409.516"
"3838","5,1,1,235,416"
"3839","5,1,1,235,416"
"3840","5,1,1,218.125,425.875"
"3841","5,1,1,209.266,431.328"
"3842","5,1,1,199,438"
"3843","5,1,1,NA,NA"
"3844","5,1,2,709,676"
"3845","5,1,2,706.038,691.279"
"3846","5,1,2,702.873,706.086"
"3847","5,1,2,699.513,720.422"
"3848","5,1,2,695.964,734.288"
"3849","5,1,2,692.231,747.684"
"3850","5,1,2,688.32,760.612"
"3851","5,1,2,684.239,773.072"
"3852","5,1,2,679.992,785.066"
"3853","5,1,2,675.587,796.595"
"3854","5,1,2,671.028,807.659"
"3855","5,1,2,666.323,818.26"
"3856","5,1,2,661.478,828.398"
"3857","5,1,2,656.498,838.074"
"3858","5,1,2,651.389,847.29"
"3859","5,1,2,646.159,856.046"
"3860","5,1,2,640.812,864.344"
"3861","5,1,2,635.356,872.183"
"3862","5,1,2,629.796,879.566"
"3863","5,1,2,624.139,886.493"
"3864","5,1,2,618.39,892.965"
"3865","5,1,2,612.555,898.984"
"3866","5,1,2,606.642,904.549"
"3867","5,1,2,600.655,909.662"
"3868","5,1,2,594.602,914.324"
"3869","5,1,2,588.487,918.536"
"3870","5,1,2,582.318,922.299"
"3871","5,1,2,576.101,925.614"
"3872","5,1,2,569.841,928.482"
"3873","5,1,2,563.545,930.903"
