"","s.v.i.x.y"
"5086","5,0,18,216.995,402.844"
"5087","5,0,18,208.925,406.348"
"5088","5,0,18,201.015,410.129"
"5089","5,0,18,193.25,414.194"
"5090","5,0,18,185.616,418.552"
"5091","5,0,18,178.1,423.212"
"5092","5,0,18,170.687,428.183"
"5093","5,0,18,163.363,433.473"
"5094","5,0,18,156.113,439.091"
"5095","5,0,18,148.925,445.045"
"5096","5,0,18,141.784,451.345"
"5097","5,0,18,134.675,457.998"
"5098","5,0,18,127.585,465.013"
"5099","5,0,18,120.5,472.4"
"5100","5,0,18,120.5,472.4"
"5101","5,0,18,127.263,483.296"
"5102","5,0,18,134.044,493.247"
"5103","5,0,18,140.887,502.344"
"5104","5,0,18,147.834,510.68"
"5105","5,0,18,154.931,518.347"
"5106","5,0,18,162.22,525.438"
"5107","5,0,18,169.745,532.046"
"5108","5,0,18,177.55,538.262"
"5109","5,0,18,185.678,544.18"
"5110","5,0,18,194.174,549.891"
"5111","5,0,18,203.08,555.488"
"5112","5,0,18,212.441,561.064"
"5113","5,0,18,232.7,572.521"
"5114","5,0,18,255.3,585"
"5115","5,0,18,255.3,585"
"5116","5,0,18,256.753,578.49"
"5117","5,0,18,258.438,571.902"
"5118","5,0,18,260.333,565.241"
"5119","5,0,18,262.42,558.514"
"5120","5,0,18,267.09,544.885"
"5121","5,0,18,272.288,531.062"
"5122","5,0,18,277.856,517.095"
"5123","5,0,18,283.636,503.03"
"5124","5,0,18,295.2,474.8"
"5125","5,0,18,NA,NA"
"5126","NA,NA,NA,NA,NA"
"5127","5,0,19,322.2,609.5"
"5128","5,0,19,319.802,618.242"
"5129","5,0,19,317.642,627.389"
"5130","5,0,19,315.733,636.969"
"5131","5,0,19,314.087,647.012"
"5132","5,0,19,312.719,657.548"
"5133","5,0,19,311.639,668.605"
"5134","5,0,19,310.862,680.212"
"5135","5,0,19,310.4,692.4"
"5136","5,0,19,310.4,692.4"
"5137","5,0,19,306.039,690.47"
"5138","5,0,19,301.842,688.449"
"5139","5,0,19,297.812,686.338"
"5140","5,0,19,293.948,684.135"
"5141","5,0,19,290.25,681.841"
"5142","5,0,19,286.72,679.455"
"5143","5,0,19,283.357,676.978"
"5144","5,0,19,280.163,674.409"
"5145","5,0,19,277.137,671.749"
"5146","5,0,19,274.28,668.997"
"5147","5,0,19,271.594,666.153"
"5148","5,0,19,269.077,663.217"
"5149","5,0,19,266.732,660.189"
"5150","5,0,19,264.558,657.068"
"5151","5,0,19,262.555,653.855"
"5152","5,0,19,260.725,650.55"
"5153","5,0,19,259.068,647.152"
"5154","5,0,19,257.584,643.662"
"5155","5,0,19,256.274,640.078"
"5156","5,0,19,255.138,636.402"
"5157","5,0,19,254.178,632.633"
"5158","5,0,19,253.392,628.77"
"5159","5,0,19,252.783,624.815"
"5160","5,0,19,252.35,620.766"
"5161","5,0,19,252.094,616.623"
"5162","5,0,19,252.016,612.387"
"5163","5,0,19,252.115,608.057"
"5164","5,0,19,252.393,603.634"
"5165","5,0,19,252.85,599.117"
"5166","5,0,19,253.486,594.505"
"5167","5,0,19,254.303,589.8"
"5168","5,0,19,255.3,585"
"5169","5,0,19,255.3,585"
"5170","5,0,19,263.507,588.165"
"5171","5,0,19,271.716,591.177"
"5172","5,0,19,288.225,596.988"
"5173","5,0,19,304.997,602.93"
"5174","5,0,19,313.534,606.105"
"5175","5,0,19,322.2,609.5"
"5176","5,0,19,NA,NA"
"5177","NA,NA,NA,NA,NA"
"5178","5,0,20,367.2,518.9"
"5179","5,0,20,348.623,508.283"
"5180","5,0,20,330.113,497.488"
"5181","5,0,20,321.031,491.979"
"5182","5,0,20,312.145,486.373"
"5183","5,0,20,303.515,480.653"
"5184","5,0,20,295.2,474.8"
"5185","5,0,20,295.2,474.8"
"5186","5,0,20,283.636,503.03"
"5187","5,0,20,277.856,517.095"
"5188","5,0,20,272.288,531.062"
"5189","5,0,20,267.09,544.885"
"5190","5,0,20,262.42,558.514"
"5191","5,0,20,260.333,565.241"
"5192","5,0,20,258.438,571.902"
"5193","5,0,20,256.753,578.49"
"5194","5,0,20,255.3,585"
"5195","5,0,20,255.3,585"
"5196","5,0,20,263.507,588.165"
"5197","5,0,20,271.716,591.177"
"5198","5,0,20,288.225,596.988"
"5199","5,0,20,304.997,602.93"
"5200","5,0,20,313.534,606.105"
"5201","5,0,20,322.2,609.5"
"5202","5,0,20,322.2,609.5"
"5203","5,0,20,324.313,602.647"
"5204","5,0,20,326.558,596.026"
"5205","5,0,20,328.926,589.622"
"5206","5,0,20,331.411,583.419"
"5207","5,0,20,334.003,577.401"
"5208","5,0,20,336.693,571.552"
"5209","5,0,20,342.337,560.3"
"5210","5,0,20,348.277,549.535"
"5211","5,0,20,354.445,539.131"
"5212","5,0,20,360.775,528.962"
"5213","5,0,20,367.2,518.9"
"5214","5,0,20,NA,NA"
"5215","NA,NA,NA,NA,NA"
"5216","5,0,21,718,550.2"
"5217","5,0,21,709.047,535.745"
"5218","5,0,21,699.85,521.337"
"5219","5,0,21,690.578,506.536"
"5220","5,0,21,685.967,498.85"
"5221","5,0,21,681.4,490.9"
"5222","5,0,21,681.4,490.9"
"5223","5,0,21,688.14,485.439"
"5224","5,0,21,694.936,479.538"
"5225","5,0,21,701.785,473.167"
"5226","5,0,21,708.688,466.3"
"5227","5,0,21,715.641,458.908"
"5228","5,0,21,722.645,450.962"
"5229","5,0,21,729.699,442.436"
"5230","5,0,21,736.8,433.3"
"5231","5,0,21,736.8,433.3"
"5232","5,0,21,739.442,437.406"
"5233","5,0,21,741.857,441.49"
"5234","5,0,21,744.046,445.553"
"5235","5,0,21,746.012,449.594"
"5236","5,0,21,747.757,453.612"
"5237","5,0,21,749.282,457.605"
"5238","5,0,21,750.589,461.573"
"5239","5,0,21,751.68,465.516"
"5240","5,0,21,752.557,469.431"
"5241","5,0,21,753.222,473.32"
"5242","5,0,21,753.676,477.18"
"5243","5,0,21,753.923,481.011"
"5244","5,0,21,753.963,484.811"
"5245","5,0,21,753.798,488.581"
"5246","5,0,21,753.431,492.319"
"5247","5,0,21,752.862,496.025"
"5248","5,0,21,752.095,499.697"
"5249","5,0,21,751.131,503.335"
"5250","5,0,21,749.972,506.938"
"5251","5,0,21,748.619,510.505"
"5252","5,0,21,747.075,514.035"
"5253","5,0,21,745.342,517.528"
"5254","5,0,21,743.421,520.982"
"5255","5,0,21,741.314,524.397"
"5256","5,0,21,739.023,527.772"
"5257","5,0,21,736.551,531.105"
"5258","5,0,21,733.898,534.397"
"5259","5,0,21,731.067,537.646"
"5260","5,0,21,728.06,540.852"
"5261","5,0,21,724.879,544.014"
"5262","5,0,21,718,550.2"
"5263","5,0,21,NA,NA"
"5264","NA,NA,NA,NA,NA"
"5265","5,0,22,295.2,474.8"
"5266","5,0,22,289.633,470.618"
"5267","5,0,22,284.273,466.353"
"5268","5,0,22,279.138,461.998"
"5269","5,0,22,274.25,457.547"
"5270","5,0,22,269.629,452.991"
"5271","5,0,22,265.296,448.324"
"5272","5,0,22,261.271,443.538"
"5273","5,0,22,257.575,438.625"
"5274","5,0,22,254.228,433.579"
"5275","5,0,22,251.251,428.392"
"5276","5,0,22,248.664,423.056"
"5277","5,0,22,246.488,417.566"
"5278","5,0,22,244.742,411.912"
"5279","5,0,22,243.449,406.088"
"5280","5,0,22,242.628,400.086"
"5281","5,0,22,242.3,393.9"
"5282","5,0,22,242.3,393.9"
"5283","5,0,22,253.301,390.764"
"5284","5,0,22,263.895,388.091"
"5285","5,0,22,274.108,385.853"
"5286","5,0,22,283.962,384.025"
"5287","5,0,22,293.485,382.582"
"5288","5,0,22,302.698,381.497"
"5289","5,0,22,311.629,380.745"
"5290","5,0,22,320.3,380.3"
"5291","5,0,22,320.3,380.3"
"5292","5,0,22,318.746,392.215"
"5293","5,0,22,316.716,404.052"
"5294","5,0,22,314.221,415.834"
"5295","5,0,22,311.275,427.587"
"5296","5,0,22,307.888,439.336"
"5297","5,0,22,304.072,451.105"
"5298","5,0,22,299.839,462.918"
"5299","5,0,22,295.2,474.8"
"5300","5,0,22,NA,NA"
"5301","NA,NA,NA,NA,NA"
"5302","5,0,23,681.4,490.9"
"5303","5,0,23,675.66,479.891"
"5304","5,0,23,670.352,468.678"
"5305","5,0,23,665.458,457.245"
"5306","5,0,23,660.962,445.575"
"5307","5,0,23,656.846,433.652"
"5308","5,0,23,653.092,421.459"
"5309","5,0,23,649.683,408.981"
"5310","5,0,23,646.6,396.2"
"5311","5,0,23,646.6,396.2"
"5312","5,0,23,653.612,396.313"
"5313","5,0,23,660.5,396.629"
"5314","5,0,23,667.253,397.167"
"5315","5,0,23,673.856,397.947"
"5316","5,0,23,680.298,398.988"
"5317","5,0,23,686.566,400.31"
"5318","5,0,23,692.646,401.932"
"5319","5,0,23,698.525,403.875"
"5320","5,0,23,704.191,406.158"
"5321","5,0,23,709.631,408.8"
"5322","5,0,23,714.832,411.821"
"5323","5,0,23,719.781,415.241"
"5324","5,0,23,724.465,419.079"
"5325","5,0,23,728.872,423.355"
"5326","5,0,23,732.988,428.089"
"5327","5,0,23,736.8,433.3"
"5328","5,0,23,736.8,433.3"
"5329","5,0,23,729.699,442.436"
"5330","5,0,23,722.645,450.962"
"5331","5,0,23,715.641,458.908"
"5332","5,0,23,708.688,466.3"
"5333","5,0,23,701.785,473.167"
"5334","5,0,23,694.936,479.538"
"5335","5,0,23,688.14,485.439"
"5336","5,0,23,681.4,490.9"
"5337","5,0,23,NA,NA"
"5338","NA,NA,NA,NA,NA"
"5339","5,0,24,367.2,518.9"
"5340","5,0,24,348.623,508.283"
"5341","5,0,24,330.113,497.488"
"5342","5,0,24,321.031,491.979"
"5343","5,0,24,312.145,486.373"
"5344","5,0,24,303.515,480.653"
"5345","5,0,24,295.2,474.8"
"5346","5,0,24,295.2,474.8"
"5347","5,0,24,299.839,462.918"
"5348","5,0,24,304.072,451.105"
"5349","5,0,24,307.888,439.336"
"5350","5,0,24,311.275,427.587"
"5351","5,0,24,314.221,415.834"
"5352","5,0,24,316.716,404.052"
"5353","5,0,24,318.746,392.215"
"5354","5,0,24,320.3,380.3"
"5355","5,0,24,320.3,380.3"
"5356","5,0,24,327.539,380.164"
"5357","5,0,24,334.601,380.234"
"5358","5,0,24,341.5,380.495"
"5359","5,0,24,348.25,380.933"
"5360","5,0,24,354.864,381.533"
"5361","5,0,24,361.355,382.281"
"5362","5,0,24,374.025,384.163"
"5363","5,0,24,386.366,386.461"
"5364","5,0,24,398.488,389.061"
"5365","5,0,24,422.5,394.7"
"5366","5,0,24,422.5,394.7"
"5367","5,0,24,420.395,403.104"
"5368","5,0,24,418.159,411.341"
"5369","5,0,24,415.783,419.427"
"5370","5,0,24,413.255,427.381"
"5371","5,0,24,410.564,435.221"
"5372","5,0,24,407.701,442.962"
"5373","5,0,24,404.654,450.625"
"5374","5,0,24,401.413,458.225"
"5375","5,0,24,397.966,465.781"
"5376","5,0,24,394.304,473.309"
"5377","5,0,24,390.415,480.829"
"5378","5,0,24,386.289,488.356"
"5379","5,0,24,381.915,495.91"
"5380","5,0,24,377.283,503.506"
"5381","5,0,24,372.381,511.164"
"5382","5,0,24,367.2,518.9"
"5383","5,0,24,NA,NA"
"5384","NA,NA,NA,NA,NA"
"5385","5,0,25,310.4,692.4"
"5386","5,0,25,310.328,703.406"
"5387","5,0,25,310.565,713.879"
"5388","5,0,25,311.117,723.866"
"5389","5,0,25,311.986,733.414"
"5390","5,0,25,313.178,742.569"
"5391","5,0,25,314.698,751.376"
"5392","5,0,25,316.549,759.884"
"5393","5,0,25,318.738,768.137"
"5394","5,0,25,321.267,776.184"
"5395","5,0,25,324.141,784.069"
"5396","5,0,25,327.366,791.84"
"5397","5,0,25,330.945,799.542"
"5398","5,0,25,334.884,807.223"
"5399","5,0,25,339.186,814.929"
"5400","5,0,25,343.857,822.706"
"5401","5,0,25,348.9,830.6"
"5402","5,0,25,348.9,830.6"
"5403","5,0,25,362.351,827.078"
"5404","5,0,25,375.033,823.319"
"5405","5,0,25,387.004,819.297"
"5406","5,0,25,398.325,814.988"
"5407","5,0,25,409.055,810.364"
"5408","5,0,25,419.255,805.4"
"5409","5,0,25,428.983,800.071"
"5410","5,0,25,438.3,794.35"
"5411","5,0,25,447.265,788.212"
"5412","5,0,25,455.939,781.631"
"5413","5,0,25,464.381,774.582"
"5414","5,0,25,472.65,767.037"
"5415","5,0,25,480.807,758.973"
"5416","5,0,25,488.911,750.363"
"5417","5,0,25,497.022,741.18"
"5418","5,0,25,505.2,731.4"
"5419","5,0,25,505.2,731.4"
"5420","5,0,25,499.386,728.218"
"5421","5,0,25,493.569,724.798"
"5422","5,0,25,487.749,721.16"
"5423","5,0,25,481.923,717.323"
"5424","5,0,25,470.256,709.134"
"5425","5,0,25,458.562,700.387"
"5426","5,0,25,446.836,691.243"
"5427","5,0,25,435.07,681.858"
"5428","5,0,25,411.4,663"
"5429","5,0,25,411.4,663"
"5430","5,0,25,405.224,667.579"
"5431","5,0,25,399.033,671.921"
"5432","5,0,25,392.827,675.999"
"5433","5,0,25,386.605,679.786"
"5434","5,0,25,380.365,683.253"
"5435","5,0,25,374.108,686.374"
"5436","5,0,25,367.832,689.119"
"5437","5,0,25,361.538,691.462"
"5438","5,0,25,355.223,693.376"
"5439","5,0,25,348.887,694.831"
"5440","5,0,25,342.53,695.801"
"5441","5,0,25,336.152,696.258"
"5442","5,0,25,329.75,696.174"
"5443","5,0,25,323.324,695.521"
"5444","5,0,25,316.875,694.273"
"5445","5,0,25,313.641,693.416"
"5446","5,0,25,310.4,692.4"
"5447","5,0,25,NA,NA"
"5448","NA,NA,NA,NA,NA"
"5449","5,0,26,548.2,677.9"
"5450","5,0,26,542.37,673.821"
"5451","5,0,26,536.795,669.687"
"5452","5,0,26,531.455,665.501"
"5453","5,0,26,526.333,661.267"
"5454","5,0,26,521.411,656.988"
"5455","5,0,26,516.67,652.667"
"5456","5,0,26,507.663,643.913"
"5457","5,0,26,499.166,635.032"
"5458","5,0,26,491.036,626.052"
"5459","5,0,26,475.3,607.9"
"5460","5,0,26,475.3,607.9"
"5461","5,0,26,459.452,622.064"
"5462","5,0,26,443.538,636.312"
"5463","5,0,26,435.547,643.307"
"5464","5,0,26,427.53,650.13"
"5465","5,0,26,419.482,656.715"
"5466","5,0,26,411.4,663"
"5467","5,0,26,411.4,663"
"5468","5,0,26,435.07,681.858"
"5469","5,0,26,446.836,691.243"
"5470","5,0,26,458.562,700.387"
"5471","5,0,26,470.256,709.134"
"5472","5,0,26,481.923,717.323"
"5473","5,0,26,487.749,721.16"
"5474","5,0,26,493.569,724.798"
"5475","5,0,26,499.386,728.218"
"5476","5,0,26,505.2,731.4"
"5477","5,0,26,505.2,731.4"
"5478","5,0,26,515.533,718.302"
"5479","5,0,26,525.837,704.988"
"5480","5,0,26,536.573,691.505"
"5481","5,0,26,542.247,684.715"
"5482","5,0,26,548.2,677.9"
"5483","5,0,26,NA,NA"
"5484","NA,NA,NA,NA,NA"
"5485","5,0,27,322.2,609.5"
"5486","5,0,27,319.802,618.242"
"5487","5,0,27,317.642,627.389"
"5488","5,0,27,315.733,636.969"
"5489","5,0,27,314.087,647.012"
"5490","5,0,27,312.719,657.548"
"5491","5,0,27,311.639,668.605"
"5492","5,0,27,310.862,680.212"
"5493","5,0,27,310.4,692.4"
"5494","5,0,27,310.4,692.4"
"5495","5,0,27,313.641,693.416"
"5496","5,0,27,316.875,694.273"
"5497","5,0,27,323.324,695.521"
"5498","5,0,27,329.75,696.174"
"5499","5,0,27,336.152,696.258"
"5500","5,0,27,342.53,695.801"
"5501","5,0,27,348.887,694.831"
"5502","5,0,27,355.223,693.376"
"5503","5,0,27,361.538,691.462"
"5504","5,0,27,367.832,689.119"
"5505","5,0,27,374.108,686.374"
"5506","5,0,27,380.365,683.253"
"5507","5,0,27,386.605,679.786"
"5508","5,0,27,392.827,675.999"
"5509","5,0,27,399.033,671.921"
"5510","5,0,27,405.224,667.579"
"5511","5,0,27,411.4,663"
"5512","5,0,27,411.4,663"
"5513","5,0,27,400.734,654.738"
"5514","5,0,27,389.953,646.906"
"5515","5,0,27,379.046,639.516"
"5516","5,0,27,368,632.575"
"5517","5,0,27,356.804,626.094"
"5518","5,0,27,345.447,620.081"
"5519","5,0,27,333.916,614.547"
"5520","5,0,27,322.2,609.5"
"5521","5,0,27,NA,NA"
"5522","NA,NA,NA,NA,NA"
"5523","5,0,28,475.3,607.9"
"5524","5,0,28,469.26,600.6"
"5525","5,0,28,463.137,593.613"
"5526","5,0,28,456.929,586.921"
"5527","5,0,28,450.633,580.508"
"5528","5,0,28,444.246,574.355"
"5529","5,0,28,437.765,568.446"
"5530","5,0,28,431.189,562.762"
"5531","5,0,28,424.512,557.288"
"5532","5,0,28,417.734,552.004"
"5533","5,0,28,410.852,546.893"
"5534","5,0,28,403.861,541.939"
"5535","5,0,28,396.761,537.123"
"5536","5,0,28,389.547,532.429"
"5537","5,0,28,382.218,527.839"
"5538","5,0,28,367.2,518.9"
"5539","5,0,28,367.2,518.9"
"5540","5,0,28,360.775,528.962"
"5541","5,0,28,354.445,539.131"
"5542","5,0,28,348.277,549.535"
"5543","5,0,28,342.337,560.3"
"5544","5,0,28,336.693,571.552"
"5545","5,0,28,334.003,577.401"
"5546","5,0,28,331.411,583.419"
"5547","5,0,28,328.926,589.622"
"5548","5,0,28,326.558,596.026"
"5549","5,0,28,324.313,602.647"
"5550","5,0,28,322.2,609.5"
"5551","5,0,28,322.2,609.5"
"5552","5,0,28,333.916,614.547"
"5553","5,0,28,345.447,620.081"
"5554","5,0,28,356.804,626.094"
"5555","5,0,28,368,632.575"
"5556","5,0,28,379.046,639.516"
"5557","5,0,28,389.953,646.906"
"5558","5,0,28,400.734,654.738"
"5559","5,0,28,411.4,663"
"5560","5,0,28,411.4,663"
"5561","5,0,28,419.482,656.715"
"5562","5,0,28,427.53,650.13"
"5563","5,0,28,435.547,643.307"
"5564","5,0,28,443.538,636.312"
"5565","5,0,28,459.452,622.064"
"5566","5,0,28,475.3,607.9"
"5567","5,0,28,NA,NA"
"5568","NA,NA,NA,NA,NA"
"5569","5,0,29,718,550.2"
"5570","5,0,29,709.047,535.745"
"5571","5,0,29,699.85,521.337"
"5572","5,0,29,690.578,506.536"
"5573","5,0,29,685.967,498.85"
"5574","5,0,29,681.4,490.9"
"5575","5,0,29,681.4,490.9"
"5576","5,0,29,675.843,495.117"
"5577","5,0,29,670.307,499.079"
"5578","5,0,29,664.791,502.802"
"5579","5,0,29,659.292,506.305"
"5580","5,0,29,653.81,509.603"
"5581","5,0,29,648.341,512.713"
"5582","5,0,29,637.438,518.438"
"5583","5,0,29,626.567,523.614"
"5584","5,0,29,615.714,528.377"
"5585","5,0,29,604.863,532.86"
"5586","5,0,29,594,537.2"
"5587","5,0,29,594,537.2"
"5588","5,0,29,603.087,556.156"
"5589","5,0,29,612.025,575.15"
"5590","5,0,29,616.285,584.626"
"5591","5,0,29,620.325,594.069"
"5592","5,0,29,624.084,603.465"
"5593","5,0,29,627.5,612.8"
"5594","5,0,29,627.5,612.8"
"5595","5,0,29,651.794,597.534"
"5596","5,0,29,663.852,589.917"
"5597","5,0,29,675.675,582.25"
"5598","5,0,29,687.133,574.489"
"5599","5,0,29,698.094,566.591"
"5600","5,0,29,703.347,562.575"
"5601","5,0,29,708.427,558.509"
"5602","5,0,29,713.316,554.386"
"5603","5,0,29,718,550.2"
"5604","5,0,29,NA,NA"
"5605","NA,NA,NA,NA,NA"
"5606","5,0,30,548.2,677.9"
"5607","5,0,30,542.37,673.821"
"5608","5,0,30,536.795,669.687"
"5609","5,0,30,531.455,665.501"
"5610","5,0,30,526.333,661.267"
"5611","5,0,30,521.411,656.988"
"5612","5,0,30,516.67,652.667"
"5613","5,0,30,507.663,643.913"
"5614","5,0,30,499.166,635.032"
"5615","5,0,30,491.036,626.052"
"5616","5,0,30,475.3,607.9"
"5617","5,0,30,475.3,607.9"
"5618","5,0,30,481.938,602.14"
"5619","5,0,30,488.591,596.593"
"5620","5,0,30,495.278,591.252"
"5621","5,0,30,502.017,586.109"
"5622","5,0,30,508.829,581.158"
"5623","5,0,30,515.731,576.389"
"5624","5,0,30,522.745,571.798"
"5625","5,0,30,529.888,567.375"
"5626","5,0,30,537.179,563.114"
"5627","5,0,30,544.639,559.007"
"5628","5,0,30,552.286,555.048"
"5629","5,0,30,560.139,551.228"
"5630","5,0,30,568.218,547.541"
"5631","5,0,30,576.542,543.979"
"5632","5,0,30,585.129,540.534"
"5633","5,0,30,594,537.2"
"5634","5,0,30,594,537.2"
"5635","5,0,30,603.087,556.156"
"5636","5,0,30,612.025,575.15"
"5637","5,0,30,616.285,584.626"
"5638","5,0,30,620.325,594.069"
"5639","5,0,30,624.084,603.465"
"5640","5,0,30,627.5,612.8"
"5641","5,0,30,627.5,612.8"
"5642","5,0,30,616.156,620.199"
"5643","5,0,30,605.28,627.669"
"5644","5,0,30,594.842,635.279"
"5645","5,0,30,584.812,643.1"
"5646","5,0,30,575.163,651.202"
"5647","5,0,30,565.864,659.656"
"5648","5,0,30,556.886,668.532"
"5649","5,0,30,548.2,677.9"
"5650","5,0,30,NA,NA"
"5651","NA,NA,NA,NA,NA"
"5652","5,0,31,681.4,490.9"
"5653","5,0,31,675.66,479.891"
"5654","5,0,31,670.352,468.678"
"5655","5,0,31,665.458,457.245"
"5656","5,0,31,660.962,445.575"
"5657","5,0,31,656.846,433.652"
"5658","5,0,31,653.092,421.459"
"5659","5,0,31,649.683,408.981"
"5660","5,0,31,646.6,396.2"
"5661","5,0,31,646.6,396.2"
"5662","5,0,31,635.723,396.371"
"5663","5,0,31,624.645,396.913"
"5664","5,0,31,613.411,397.754"
"5665","5,0,31,602.062,398.825"
"5666","5,0,31,579.198,401.375"
"5667","5,0,31,556.4,404"
"5668","5,0,31,556.4,404"
"5669","5,0,31,557.115,413.278"
"5670","5,0,31,558.089,422.369"
"5671","5,0,31,559.316,431.286"
"5672","5,0,31,560.784,440.042"
"5673","5,0,31,562.486,448.65"
"5674","5,0,31,564.412,457.123"
"5675","5,0,31,566.553,465.473"
"5676","5,0,31,568.9,473.712"
"5677","5,0,31,571.444,481.855"
"5678","5,0,31,574.175,489.913"
"5679","5,0,31,577.086,497.899"
"5680","5,0,31,580.166,505.827"
"5681","5,0,31,583.406,513.707"
"5682","5,0,31,586.798,521.555"
"5683","5,0,31,594,537.2"
"5684","5,0,31,594,537.2"
"5685","5,0,31,604.863,532.86"
"5686","5,0,31,615.714,528.377"
"5687","5,0,31,626.567,523.614"
"5688","5,0,31,637.438,518.438"
"5689","5,0,31,648.341,512.713"
"5690","5,0,31,653.81,509.603"
"5691","5,0,31,659.292,506.305"
"5692","5,0,31,664.791,502.802"
"5693","5,0,31,670.307,499.079"
"5694","5,0,31,675.843,495.117"
"5695","5,0,31,681.4,490.9"
"5696","5,0,31,NA,NA"
"5697","NA,NA,NA,NA,NA"
"5698","5,0,32,475.3,607.9"
"5699","5,0,32,469.26,600.6"
"5700","5,0,32,463.137,593.613"
"5701","5,0,32,456.929,586.921"
"5702","5,0,32,450.633,580.508"
"5703","5,0,32,444.246,574.355"
"5704","5,0,32,437.765,568.446"
"5705","5,0,32,431.189,562.762"
"5706","5,0,32,424.512,557.288"
"5707","5,0,32,417.734,552.004"
"5708","5,0,32,410.852,546.893"
"5709","5,0,32,403.861,541.939"
"5710","5,0,32,396.761,537.123"
"5711","5,0,32,389.547,532.429"
"5712","5,0,32,382.218,527.839"
"5713","5,0,32,367.2,518.9"
"5714","5,0,32,367.2,518.9"
"5715","5,0,32,372.381,511.164"
"5716","5,0,32,377.283,503.506"
"5717","5,0,32,381.915,495.91"
"5718","5,0,32,386.289,488.356"
"5719","5,0,32,390.415,480.829"
"5720","5,0,32,394.304,473.309"
"5721","5,0,32,397.966,465.781"
"5722","5,0,32,401.413,458.225"
"5723","5,0,32,404.654,450.625"
"5724","5,0,32,407.701,442.962"
"5725","5,0,32,410.564,435.221"
"5726","5,0,32,413.255,427.381"
"5727","5,0,32,415.783,419.427"
"5728","5,0,32,418.159,411.341"
"5729","5,0,32,420.395,403.104"
"5730","5,0,32,422.5,394.7"
"5731","5,0,32,422.5,394.7"
"5732","5,0,32,431.288,397.001"
"5733","5,0,32,439.959,399.033"
"5734","5,0,32,448.528,400.806"
"5735","5,0,32,457.006,402.327"
"5736","5,0,32,465.407,403.604"
"5737","5,0,32,473.744,404.647"
"5738","5,0,32,482.029,405.464"
"5739","5,0,32,490.275,406.062"
"5740","5,0,32,498.496,406.451"
"5741","5,0,32,506.703,406.638"
"5742","5,0,32,514.911,406.633"
"5743","5,0,32,523.131,406.442"
"5744","5,0,32,531.378,406.075"
"5745","5,0,32,539.663,405.54"
"5746","5,0,32,556.4,404"
"5747","5,0,32,556.4,404"
"5748","5,0,32,557.115,413.278"
"5749","5,0,32,558.089,422.369"
"5750","5,0,32,559.316,431.286"
"5751","5,0,32,560.784,440.042"
"5752","5,0,32,562.486,448.65"
"5753","5,0,32,564.412,457.123"
"5754","5,0,32,566.553,465.473"
"5755","5,0,32,568.9,473.712"
"5756","5,0,32,571.444,481.855"
"5757","5,0,32,574.175,489.913"
"5758","5,0,32,577.086,497.899"
"5759","5,0,32,580.166,505.827"
"5760","5,0,32,583.406,513.707"
"5761","5,0,32,586.798,521.555"
"5762","5,0,32,594,537.2"
"5763","5,0,32,594,537.2"
"5764","5,0,32,585.129,540.534"
"5765","5,0,32,576.542,543.979"
"5766","5,0,32,568.218,547.541"
"5767","5,0,32,560.139,551.228"
"5768","5,0,32,552.286,555.048"
"5769","5,0,32,544.639,559.007"
"5770","5,0,32,537.179,563.114"
"5771","5,0,32,529.888,567.375"
"5772","5,0,32,522.745,571.798"
"5773","5,0,32,515.731,576.389"
"5774","5,0,32,508.829,581.158"
"5775","5,0,32,502.017,586.109"
"5776","5,0,32,495.278,591.252"
"5777","5,0,32,488.591,596.593"
"5778","5,0,32,481.938,602.14"
"5779","5,0,32,475.3,607.9"
"5780","5,0,32,NA,NA"
"5781","NA,NA,NA,NA,NA"
"5782","5,1,2,199,438"
"5783","5,1,2,209.266,431.328"
"5784","5,1,2,218.125,425.875"
"5785","5,1,2,235,416"
"5786","5,1,2,235,416"
"5787","5,1,2,233.509,411.033"
"5788","5,1,2,232.22,406.161"
"5789","5,1,2,231.129,401.385"
"5790","5,1,2,230.232,396.702"
"5791","5,1,2,229.525,392.114"
"5792","5,1,2,229.004,387.618"
"5793","5,1,2,228.663,383.213"
"5794","5,1,2,228.5,378.9"
"5795","5,1,2,228.51,374.678"
"5796","5,1,2,228.688,370.544"
"5797","5,1,2,229.03,366.5"
"5798","5,1,2,229.533,362.543"
"5799","5,1,2,230.192,358.673"
"5800","5,1,2,231.003,354.889"
"5801","5,1,2,231.961,351.191"
"5802","5,1,2,233.062,347.578"
"5803","5,1,2,234.303,344.049"
"5804","5,1,2,235.679,340.602"
"5805","5,1,2,237.185,337.238"
"5806","5,1,2,238.818,333.955"
"5807","5,1,2,242.447,327.631"
"5808","5,1,2,246.531,321.623"
"5809","5,1,2,251.037,315.925"
"5810","5,1,2,255.932,310.53"
"5811","5,1,2,261.18,305.432"
"5812","5,1,2,266.75,300.625"
"5813","5,1,2,272.607,296.102"
"5814","5,1,2,278.717,291.857"
"5815","5,1,2,285.047,287.883"
