"","SIRE","DAM","POP","SITE","ROW","BLK","varb","resp","id","root","fit"
"3038.fecund","1085","1032","1","M",15,"4","fecund",1,3038,1,0
"3039.fecund","3136","3153","3","M",15,"4","fecund",1,3039,1,0
"3040.fecund","3049","3062","3","M",15,"4","fecund",1,3040,1,0
"3041.fecund","2016","2152","2","M",15,"4","fecund",1,3041,1,0
"3042.fecund","2116","2047","2","M",15,"4","fecund",1,3042,1,0
"3043.fecund","3151","3018","3","M",15,"4","fecund",1,3043,1,0
"3044.fecund","1077","1178","1","M",15,"4","fecund",1,3044,1,0
"3045.fecund","1029","1142","1","M",15,"4","fecund",1,3045,1,0
"3046.fecund","2079","2109","2","M",15,"4","fecund",1,3046,1,0
"3047.fecund","3065","3121","3","M",15,"4","fecund",0,3047,1,0
"3048.fecund","1026","1171","1","M",15,"4","fecund",1,3048,1,0
"3049.fecund","2010","2121","2","M",15,"4","fecund",1,3049,1,0
"3050.fecund","2191","2163","2","M",15,"4","fecund",1,3050,1,0
"3051.fecund","2108","2088","2","M",15,"4","fecund",1,3051,1,0
"3052.fecund","2012","2091","2","M",15,"4","fecund",1,3052,1,0
"3053.fecund","1041","1105","1","M",15,"4","fecund",1,3053,1,0
"3054.fecund","1189","1121","1","M",15,"4","fecund",1,3054,1,0
"3055.fecund","1040","1002","1","M",15,"4","fecund",1,3055,1,0
"3056.fecund","2150","2223","2","M",15,"4","fecund",1,3056,1,0
"3057.fecund","3198","3053","3","M",15,"4","fecund",1,3057,1,0
"3058.fecund","1120","1067","1","M",15,"4","fecund",1,3058,1,0
"3059.fecund","3055","3164","3","M",15,"4","fecund",1,3059,1,0
"3060.fecund","1022","1078","1","M",15,"4","fecund",1,3060,1,0
"3061.fecund","1175","1149","1","M",15,"4","fecund",1,3061,1,0
"3062.fecund","3194","3142","3","M",15,"4","fecund",1,3062,1,0
"3063.fecund","1102","1008","1","M",15,"4","fecund",1,3063,1,0
"3064.fecund","2045","2004","2","M",16,"4","fecund",1,3064,1,0
"3065.fecund","1111","1197","1","M",16,"4","fecund",1,3065,1,0
"3066.fecund","1181","1177","1","M",16,"4","fecund",1,3066,1,0
"3067.fecund","3160","3133","3","M",16,"4","fecund",1,3067,1,0
"3068.fecund","3057","3130","3","M",16,"4","fecund",1,3068,1,0
"3069.fecund","1146","1069","1","M",16,"4","fecund",1,3069,1,0
"3070.fecund","3089","3029","3","M",16,"4","fecund",1,3070,1,0
"3071.fecund","1042","1014","1","M",16,"4","fecund",1,3071,1,0
"3072.fecund","2178","2165","2","M",16,"4","fecund",1,3072,1,0
"3073.fecund","2051","2129","2","M",16,"4","fecund",1,3073,1,0
"3074.fecund","2056","2060","2","M",16,"4","fecund",1,3074,1,0
"3075.fecund","2196","2220","2","M",16,"4","fecund",1,3075,1,0
"3076.fecund","3160","3182","3","M",16,"4","fecund",1,3076,1,0
"3077.fecund","1122","1113","1","M",16,"4","fecund",1,3077,1,0
"3078.fecund","3194","3095","3","M",16,"4","fecund",1,3078,1,0
"3079.fecund","2072","2037","2","M",16,"4","fecund",1,3079,1,0
"3080.fecund","2200","2014","2","M",16,"4","fecund",1,3080,1,0
"3081.fecund","3089","3029","3","M",16,"4","fecund",1,3081,1,0
"3082.fecund","1065","1104","1","M",16,"4","fecund",1,3082,1,0
"3083.fecund","3007","3150","3","M",16,"4","fecund",1,3083,1,0
"3084.fecund","2204","2022","2","M",16,"4","fecund",1,3084,1,0
"3085.fecund","3173","3036","3","M",16,"4","fecund",1,3085,1,0
"3086.fecund","3140","3188","3","M",16,"4","fecund",1,3086,1,0
"3087.fecund","1072","1051","1","M",16,"4","fecund",1,3087,1,0
"3088.fecund","1107","1027","1","M",16,"4","fecund",1,3088,1,0
"3089.fecund","3041","3079","3","M",16,"4","fecund",1,3089,1,0
"3090.fecund","3091","3107","3","M",16,"4","fecund",1,3090,1,0
"3091.fecund","2196","2137","2","M",16,"4","fecund",1,3091,1,0
"3092.fecund","1101","1052","1","M",16,"4","fecund",1,3092,1,0
"3093.fecund","3037","3152","3","M",16,"4","fecund",1,3093,1,0
"3094.fecund","3175","3201","3","M",16,"4","fecund",1,3094,1,0
"3095.fecund","3037","3013","3","M",16,"4","fecund",1,3095,1,0
"3096.fecund","1042","1083","1","M",16,"4","fecund",1,3096,1,0
"3097.fecund","3030","3054","3","M",16,"4","fecund",1,3097,1,0
"3098.fecund","1071","1162","1","M",16,"4","fecund",1,3098,1,0
"3099.fecund","1034","1163","1","M",16,"4","fecund",1,3099,1,0
"3100.fecund","2045","2122","2","M",16,"4","fecund",1,3100,1,0
"3101.fecund","3174","3012","3","M",16,"4","fecund",1,3101,1,0
"3102.fecund","1061","1059","1","M",16,"4","fecund",1,3102,1,0
"3103.fecund","2024","2194","2","K",1,"1","fecund",1,3103,1,0
"3104.fecund","2214","2092","2","K",1,"1","fecund",1,3104,1,0
"3105.fecund","1065","1070","1","K",1,"1","fecund",1,3105,1,0
"3106.fecund","1107","1068","1","K",1,"1","fecund",1,3106,1,0
"3107.fecund","3183","3009","3","K",1,"1","fecund",1,3107,1,0
"3108.fecund","2134","2190","2","K",1,"1","fecund",1,3108,1,0
"3109.fecund","1004","1161","1","K",1,"1","fecund",1,3109,1,0
"3110.fecund","1085","1064","1","K",1,"1","fecund",1,3110,1,0
"3111.fecund","3110","3015","3","K",1,"1","fecund",1,3111,1,0
"3112.fecund","2102","2202","2","K",1,"1","fecund",1,3112,1,0
"3113.fecund","2010","2158","2","K",1,"1","fecund",1,3113,1,0
"3114.fecund","1082","1167","1","K",1,"1","fecund",1,3114,1,0
"3115.fecund","2124","2153","2","K",1,"1","fecund",1,3115,1,0
"3116.fecund","3065","3121","3","K",1,"1","fecund",1,3116,1,0
"3117.fecund","2084","2043","2","K",1,"1","fecund",1,3117,1,0
"3118.fecund","2174","2143","2","K",1,"1","fecund",1,3118,1,0
"3119.fecund","1116","1001","1","K",1,"1","fecund",1,3119,1,0
"3120.fecund","1111","1197","1","K",1,"1","fecund",1,3120,1,0
"3121.fecund","3194","3142","3","K",1,"1","fecund",1,3121,1,0
"3122.fecund","3004","3190","3","K",1,"1","fecund",1,3122,1,0
"3123.fecund","2191","2050","2","K",1,"1","fecund",1,3123,1,0
"3124.fecund","1045","1176","1","K",1,"1","fecund",1,3124,1,0
"3125.fecund","1122","1003","1","K",1,"1","fecund",1,3125,1,0
"3126.fecund","2003","2083","2","K",1,"1","fecund",1,3126,1,0
"3127.fecund","3166","3040","3","K",1,"1","fecund",1,3127,1,0
"3128.fecund","3021","3189","3","K",1,"1","fecund",1,3128,1,0
"3129.fecund","2098","2009","2","K",1,"1","fecund",1,3129,1,0
"3130.fecund","2031","2071","2","K",1,"1","fecund",1,3130,1,0
"3131.fecund","3128","3019","3","K",1,"1","fecund",1,3131,1,0
"3132.fecund","1034","1081","1","K",1,"1","fecund",1,3132,1,0
"3133.fecund","1021","1156","1","K",1,"1","fecund",1,3133,1,0
"3134.fecund","2191","2182","2","K",1,"1","fecund",1,3134,1,0
"3135.fecund","1029","1035","1","K",1,"1","fecund",1,3135,1,0
"3136.fecund","3014","3161","3","K",1,"1","fecund",1,3136,1,0
"3137.fecund","1129","1099","1","K",1,"1","fecund",1,3137,1,0
"3138.fecund","1138","1089","1","K",1,"1","fecund",1,3138,1,0
"3139.fecund","3049","3062","3","K",1,"1","fecund",1,3139,1,0
"3140.fecund","3197","3034","3","K",1,"1","fecund",1,3140,1,0
"3141.fecund","3037","3152","3","K",1,"1","fecund",1,3141,1,0
"3142.fecund","3003","3117","3","K",1,"1","fecund",1,3142,1,0
"3143.fecund","3031","3097","3","K",1,"1","fecund",1,3143,1,0
"3144.fecund","1065","1070","1","K",1,"1","fecund",1,3144,1,0
"3145.fecund","1160","1117","1","K",1,"1","fecund",1,3145,1,0
"3146.fecund","2072","2037","2","K",1,"1","fecund",1,3146,1,0
"3147.fecund","3007","3150","3","K",1,"1","fecund",1,3147,1,0
"3148.fecund","3140","3188","3","K",1,"1","fecund",1,3148,1,0
"3149.fecund","1094","1150","1","K",1,"1","fecund",1,3149,1,0
"3150.fecund","1040","1010","1","K",1,"1","fecund",1,3150,1,0
"3151.fecund","1111","1080","1","K",1,"1","fecund",1,3151,1,0
"3152.fecund","2045","2122","2","K",1,"1","fecund",1,3152,1,0
"3153.fecund","1192","1187","1","K",1,"1","fecund",1,3153,1,0
"3154.fecund","2195","2057","2","K",1,"1","fecund",1,3154,1,0
"3155.fecund","2095","2039","2","K",1,"1","fecund",1,3155,1,0
"3156.fecund","3014","3099","3","K",1,"1","fecund",1,3156,1,0
"3157.fecund","1030","1180","1","K",1,"1","fecund",1,3157,1,0
"3158.fecund","3016","3024","3","K",1,"1","fecund",1,3158,1,0
"3159.fecund","3050","3048","3","K",1,"1","fecund",1,3159,1,0
"3160.fecund","2173","2128","2","K",1,"1","fecund",1,3160,1,0
"3161.fecund","3160","3045","3","K",1,"1","fecund",1,3161,1,0
"3162.fecund","1056","1148","1","K",1,"1","fecund",1,3162,1,0
"3163.fecund","2133","2105","2","K",1,"1","fecund",1,3163,1,0
"3164.fecund","3035","3193","3","K",2,"1","fecund",1,3164,1,0
"3165.fecund","1041","1125","1","K",2,"1","fecund",1,3165,1,0
"3166.fecund","3057","3130","3","K",2,"1","fecund",1,3166,1,0
"3167.fecund","1160","1117","1","K",2,"1","fecund",1,3167,1,0
"3168.fecund","1084","1126","1","K",2,"1","fecund",1,3168,1,0
"3169.fecund","1129","1086","1","K",2,"1","fecund",1,3169,1,0
"3170.fecund","3049","3109","3","K",2,"1","fecund",1,3170,1,0
"3171.fecund","3173","3036","3","K",2,"1","fecund",1,3171,1,0
"3172.fecund","1042","1053","1","K",2,"1","fecund",1,3172,1,0
"3173.fecund","3183","3009","3","K",2,"1","fecund",1,3173,1,0
"3174.fecund","2166","2207","2","K",2,"1","fecund",1,3174,1,0
"3175.fecund","3110","3176","3","K",2,"1","fecund",1,3175,1,0
"3176.fecund","2087","2025","2","K",2,"1","fecund",1,3176,1,0
"3177.fecund","3050","3144","3","K",2,"1","fecund",1,3177,1,0
"3178.fecund","2074","2035","2","K",2,"1","fecund",1,3178,1,0
"3179.fecund","3136","3032","3","K",2,"1","fecund",1,3179,1,0
"3180.fecund","1085","1032","1","K",2,"1","fecund",1,3180,1,0
"3181.fecund","3007","3131","3","K",2,"1","fecund",0,3181,1,0
"3182.fecund","2085","2147","2","K",2,"1","fecund",1,3182,1,0
"3183.fecund","2001","2146","2","K",2,"1","fecund",1,3183,1,0
"3184.fecund","2166","2034","2","K",2,"1","fecund",1,3184,1,0
"3185.fecund","1021","1179","1","K",2,"1","fecund",1,3185,1,0
"3186.fecund","1120","1067","1","K",2,"1","fecund",1,3186,1,0
"3187.fecund","1004","1140","1","K",2,"1","fecund",1,3187,1,0
"3188.fecund","2151","2048","2","K",2,"1","fecund",1,3188,1,0
"3189.fecund","1129","1044","1","K",2,"1","fecund",1,3189,1,0
"3190.fecund","2196","2137","2","K",2,"1","fecund",1,3190,1,0
"3191.fecund","2049","2221","2","K",2,"1","fecund",1,3191,1,0
"3192.fecund","2016","2152","2","K",2,"1","fecund",1,3192,1,0
"3193.fecund","2051","2209","2","K",2,"1","fecund",1,3193,1,0
"3194.fecund","3091","3083","3","K",2,"1","fecund",1,3194,1,0
"3195.fecund","1077","1066","1","K",2,"1","fecund",1,3195,1,0
"3196.fecund","3102","3103","3","K",2,"1","fecund",1,3196,1,0
"3197.fecund","2082","2070","2","K",2,"1","fecund",1,3197,1,0
"3198.fecund","1045","1176","1","K",2,"1","fecund",1,3198,1,0
"3199.fecund","2094","2008","2","K",2,"1","fecund",1,3199,1,0
"3200.fecund","2102","2217","2","K",2,"1","fecund",1,3200,1,0
"3201.fecund","1030","1006","1","K",2,"1","fecund",1,3201,1,0
"3202.fecund","1072","1051","1","K",2,"1","fecund",1,3202,1,0
"3203.fecund","3091","3107","3","K",2,"1","fecund",1,3203,1,0
"3204.fecund","2184","2154","2","K",2,"1","fecund",1,3204,1,0
"3205.fecund","2174","2216","2","K",2,"1","fecund",1,3205,1,0
"3206.fecund","2166","2167","2","K",2,"1","fecund",1,3206,1,0
"3207.fecund","2116","2142","2","K",2,"1","fecund",1,3207,1,0
"3208.fecund","1111","1196","1","K",2,"1","fecund",1,3208,1,0
"3209.fecund","2196","2029","2","K",2,"1","fecund",1,3209,1,0
"3210.fecund","1073","1136","1","K",2,"1","fecund",1,3210,1,0
"3211.fecund","3173","3026","3","K",2,"1","fecund",1,3211,1,0
"3212.fecund","1065","1031","1","K",2,"1","fecund",1,3212,1,0
"3213.fecund","2204","2022","2","K",2,"1","fecund",1,3213,1,0
"3214.fecund","1039","1025","1","K",2,"1","fecund",1,3214,1,0
"3215.fecund","3173","3026","3","K",2,"1","fecund",1,3215,1,0
"3216.fecund","2204","2135","2","K",2,"1","fecund",1,3216,1,0
"3217.fecund","1026","1191","1","K",2,"1","fecund",1,3217,1,0
"3218.fecund","2072","2104","2","K",2,"1","fecund",1,3218,1,0
"3219.fecund","2056","2018","2","K",2,"1","fecund",1,3219,1,0
"3220.fecund","1004","1169","1","K",2,"1","fecund",1,3220,1,0
"3221.fecund","2079","2066","2","K",2,"1","fecund",1,3221,1,0
"3222.fecund","1091","1114","1","K",2,"1","fecund",1,3222,1,0
"3223.fecund","3187","3165","3","K",2,"1","fecund",1,3223,1,0
"3224.fecund","3050","3144","3","K",2,"1","fecund",1,3224,1,0
"3225.fecund","2178","2058","2","K",3,"1","fecund",1,3225,1,0
"3226.fecund","1189","1121","1","K",3,"1","fecund",1,3226,1,0
"3227.fecund","1026","1131","1","K",3,"1","fecund",1,3227,1,0
"3228.fecund","3081","3060","3","K",3,"1","fecund",1,3228,1,0
"3229.fecund","3004","3145","3","K",3,"1","fecund",1,3229,1,0
"3230.fecund","2003","2099","2","K",3,"1","fecund",1,3230,1,0
"3231.fecund","1039","1025","1","K",3,"1","fecund",1,3231,1,0
"3232.fecund","1072","1013","1","K",3,"1","fecund",1,3232,1,0
"3233.fecund","3035","3193","3","K",3,"1","fecund",1,3233,1,0
"3234.fecund","3180","3112","3","K",3,"1","fecund",1,3234,1,0
"3235.fecund","2195","2218","2","K",3,"1","fecund",1,3235,1,0
"3236.fecund","1107","1027","1","K",3,"1","fecund",1,3236,1,0
"3237.fecund","1145","1092","1","K",3,"1","fecund",1,3237,1,0
"3238.fecund","2214","2092","2","K",3,"1","fecund",1,3238,1,0
"3239.fecund","1042","1053","1","K",3,"1","fecund",1,3239,1,0
"3240.fecund","2089","2120","2","K",3,"1","fecund",1,3240,1,0
"3241.fecund","1004","1140","1","K",3,"1","fecund",1,3241,1,0
"3242.fecund","1061","1155","1","K",3,"1","fecund",1,3242,1,0
"3243.fecund","3017","3169","3","K",3,"1","fecund",1,3243,1,0
"3244.fecund","3084","3056","3","K",3,"1","fecund",1,3244,1,0
"3245.fecund","2095","2039","2","K",3,"1","fecund",1,3245,1,0
"3246.fecund","3128","3019","3","K",3,"1","fecund",1,3246,1,0
"3247.fecund","2031","2125","2","K",3,"1","fecund",1,3247,1,0
"3248.fecund","3065","3118","3","K",3,"1","fecund",1,3248,1,0
"3249.fecund","1160","1095","1","K",3,"1","fecund",1,3249,1,0
"3250.fecund","1072","1137","1","K",3,"1","fecund",1,3250,1,0
"3251.fecund","2215","2002","2","K",3,"1","fecund",1,3251,1,0
"3252.fecund","2098","2140","2","K",3,"1","fecund",1,3252,1,0
"3253.fecund","1118","1110","1","K",3,"1","fecund",1,3253,1,0
"3254.fecund","3194","3022","3","K",3,"1","fecund",1,3254,1,0
"3255.fecund","1071","1182","1","K",3,"1","fecund",1,3255,1,0
"3256.fecund","3194","3142","3","K",3,"1","fecund",1,3256,1,0
"3257.fecund","2192","2103","2","K",3,"1","fecund",1,3257,1,0
"3258.fecund","2012","2011","2","K",3,"1","fecund",1,3258,1,0
"3259.fecund","2089","2131","2","K",3,"1","fecund",1,3259,1,0
"3260.fecund","2010","2158","2","K",3,"1","fecund",1,3260,1,0
"3261.fecund","2214","2222","2","K",3,"1","fecund",1,3261,1,0
"3262.fecund","3041","3079","3","K",3,"1","fecund",1,3262,1,0
"3263.fecund","3021","3074","3","K",3,"1","fecund",1,3263,1,0
"3264.fecund","3174","3012","3","K",3,"1","fecund",1,3264,1,0
"3265.fecund","1102","1100","1","K",3,"1","fecund",1,3265,1,0
"3266.fecund","2178","2145","2","K",3,"1","fecund",1,3266,1,0
"3267.fecund","3156","3158","3","K",3,"1","fecund",1,3267,1,0
"3268.fecund","2020","2073","2","K",3,"1","fecund",1,3268,1,0
"3269.fecund","3046","3002","3","K",3,"1","fecund",1,3269,1,0
"3270.fecund","2166","2167","2","K",3,"1","fecund",1,3270,1,0
"3271.fecund","2085","2147","2","K",3,"1","fecund",1,3271,1,0
"3272.fecund","3175","3039","3","K",3,"1","fecund",1,3272,1,0
"3273.fecund","3148","3157","3","K",3,"1","fecund",1,3273,1,0
"3274.fecund","1134","1050","1","K",3,"1","fecund",1,3274,1,0
"3275.fecund","3104","3068","3","K",3,"1","fecund",1,3275,1,0
"3276.fecund","3049","3062","3","K",3,"1","fecund",1,3276,1,0
"3277.fecund","1175","1147","1","K",3,"1","fecund",1,3277,1,0
"3278.fecund","2020","2210","2","K",3,"1","fecund",1,3278,1,0
"3279.fecund","1065","1031","1","K",3,"1","fecund",1,3279,1,0
"3280.fecund","1029","1142","1","K",3,"1","fecund",1,3280,1,0
"3281.fecund","2095","2139","2","K",3,"1","fecund",1,3281,1,0
"3282.fecund","1022","1063","1","K",3,"1","fecund",1,3282,1,0
"3283.fecund","3077","3051","3","K",3,"1","fecund",1,3283,1,0
"3284.fecund","2012","2091","2","K",4,"1","fecund",1,3284,1,0
"3285.fecund","1118","1055","1","K",4,"1","fecund",1,3285,1,0
"3286.fecund","2151","2048","2","K",4,"1","fecund",1,3286,1,0
"3287.fecund","2087","2054","2","K",4,"1","fecund",1,3287,1,0
"3288.fecund","3151","3138","3","K",4,"1","fecund",1,3288,1,0
"3289.fecund","1029","1139","1","K",4,"1","fecund",1,3289,1,0
"3290.fecund","3059","3146","3","K",4,"1","fecund",1,3290,1,0
"3291.fecund","2051","2209","2","K",4,"1","fecund",1,3291,1,0
"3292.fecund","3166","3134","3","K",4,"1","fecund",1,3292,1,0
"3293.fecund","2117","2119","2","K",4,"1","fecund",1,3293,1,0
"3294.fecund","2082","2113","2","K",4,"1","fecund",1,3294,1,0
"3295.fecund","2089","2065","2","K",4,"1","fecund",1,3295,1,0
"3296.fecund","2016","2149","2","K",4,"1","fecund",1,3296,1,0
"3297.fecund","1109","1062","1","K",4,"1","fecund",1,3297,1,0
"3298.fecund","2117","2013","2","K",4,"1","fecund",1,3298,1,0
"3299.fecund","1189","1190","1","K",4,"1","fecund",1,3299,1,0
"3300.fecund","1072","1013","1","K",4,"1","fecund",1,3300,1,0
"3301.fecund","1061","1059","1","K",4,"1","fecund",1,3301,1,0
"3302.fecund","1040","1002","1","K",4,"1","fecund",1,3302,1,0
"3303.fecund","3199","3047","3","K",4,"1","fecund",1,3303,1,0
"3304.fecund","2085","2208","2","K",4,"1","fecund",1,3304,1,0
"3305.fecund","3151","3018","3","K",4,"1","fecund",1,3305,1,0
"3306.fecund","1033","1108","1","K",4,"1","fecund",1,3306,1,0
"3307.fecund","1061","1141","1","K",4,"1","fecund",1,3307,1,0
"3308.fecund","2049","2078","2","K",4,"1","fecund",1,3308,1,0
"3309.fecund","1189","1121","1","K",4,"1","fecund",1,3309,1,0
"3310.fecund","3128","3085","3","K",4,"1","fecund",1,3310,1,0
"3311.fecund","1109","1166","1","K",4,"1","fecund",1,3311,1,0
"3312.fecund","2098","2169","2","K",4,"1","fecund",1,3312,1,0
"3313.fecund","3021","3189","3","K",4,"1","fecund",1,3313,1,0
"3314.fecund","3183","3178","3","K",4,"1","fecund",1,3314,1,0
"3315.fecund","1146","1036","1","K",4,"1","fecund",1,3315,1,0
"3316.fecund","1021","1156","1","K",4,"1","fecund",1,3316,1,0
"3317.fecund","3160","3133","3","K",4,"1","fecund",1,3317,1,0
"3318.fecund","1045","1037","1","K",4,"1","fecund",1,3318,1,0
"3319.fecund","3136","3119","3","K",4,"1","fecund",1,3319,1,0
"3320.fecund","1091","1114","1","K",4,"1","fecund",1,3320,1,0
"3321.fecund","1133","1119","1","K",4,"1","fecund",1,3321,1,0
"3322.fecund","3197","3034","3","K",4,"1","fecund",1,3322,1,0
"3323.fecund","3035","3129","3","K",4,"1","fecund",1,3323,1,0
"3324.fecund","2192","2103","2","K",4,"1","fecund",1,3324,1,0
"3325.fecund","2184","2211","2","K",4,"1","fecund",1,3325,1,0
"3326.fecund","2108","2148","2","K",4,"1","fecund",1,3326,1,0
"3327.fecund","3140","3120","3","K",4,"1","fecund",1,3327,1,0
"3328.fecund","2082","2205","2","K",4,"1","fecund",1,3328,1,0
"3329.fecund","2108","2088","2","K",4,"1","fecund",1,3329,1,0
"3330.fecund","2031","2061","2","K",4,"1","fecund",1,3330,1,0
"3331.fecund","1042","1083","1","K",4,"1","fecund",1,3331,1,0
"3332.fecund","2001","2146","2","K",4,"1","fecund",1,3332,1,0
"3333.fecund","1101","1172","1","K",4,"1","fecund",1,3333,1,0
"3334.fecund","2094","2008","2","K",4,"1","fecund",1,3334,1,0
"3335.fecund","2012","2011","2","K",4,"1","fecund",1,3335,1,0
"3336.fecund","3181","3196","3","K",4,"1","fecund",1,3336,1,0
"3337.fecund","2184","2090","2","K",4,"1","fecund",1,3337,1,0
"3338.fecund","1077","1066","1","K",4,"1","fecund",1,3338,1,0
"3339.fecund","3005","3075","3","K",4,"1","fecund",0,3339,1,0
"3340.fecund","3104","3066","3","K",4,"1","fecund",1,3340,1,0
"3341.fecund","3055","3164","3","K",5,"1","fecund",1,3341,1,0
"3342.fecund","2079","2066","2","K",5,"1","fecund",1,3342,1,0
"3343.fecund","2095","2170","2","K",5,"1","fecund",1,3343,1,0
"3344.fecund","2166","2207","2","K",5,"1","fecund",1,3344,1,0
"3345.fecund","1071","1079","1","K",5,"1","fecund",1,3345,1,0
"3346.fecund","1109","1166","1","K",5,"1","fecund",1,3346,1,0
"3347.fecund","3057","3092","3","K",5,"1","fecund",1,3347,1,0
"3348.fecund","3102","3103","3","K",5,"1","fecund",1,3348,1,0
"3349.fecund","2174","2216","2","K",5,"1","fecund",1,3349,1,0
"3350.fecund","2204","2188","2","K",5,"1","fecund",1,3350,1,0
"3351.fecund","1094","1185","1","K",5,"1","fecund",1,3351,1,0
"3352.fecund","1129","1044","1","K",5,"1","fecund",1,3352,1,0
"3353.fecund","1072","1137","1","K",5,"1","fecund",1,3353,1,0
"3354.fecund","2051","2129","2","K",5,"1","fecund",1,3354,1,0
"3355.fecund","2045","2122","2","K",5,"1","fecund",1,3355,1,0
"3356.fecund","2074","2107","2","K",5,"1","fecund",1,3356,1,0
"3357.fecund","2215","2030","2","K",5,"1","fecund",1,3357,1,0
"3358.fecund","3198","3155","3","K",5,"1","fecund",1,3358,1,0
"3359.fecund","2051","2064","2","K",5,"1","fecund",1,3359,1,0
"3360.fecund","1030","1049","1","K",5,"1","fecund",1,3360,1,0
"3361.fecund","3031","3097","3","K",5,"1","fecund",1,3361,1,0
"3362.fecund","2087","2007","2","K",5,"1","fecund",1,3362,1,0
"3363.fecund","2108","2175","2","K",5,"1","fecund",1,3363,1,0
"3364.fecund","1033","1097","1","K",5,"1","fecund",1,3364,1,0
"3365.fecund","3046","3168","3","K",5,"1","fecund",1,3365,1,0
"3366.fecund","2172","2110","2","K",5,"1","fecund",1,3366,1,0
"3367.fecund","3136","3119","3","K",5,"1","fecund",1,3367,1,0
"3368.fecund","2056","2060","2","K",5,"1","fecund",1,3368,1,0
"3369.fecund","1111","1197","1","K",5,"1","fecund",1,3369,1,0
"3370.fecund","2200","2044","2","K",5,"1","fecund",1,3370,1,0
"3371.fecund","3175","3039","3","K",5,"1","fecund",1,3371,1,0
