"","id","state","county","population","housingUnits","totalArea","waterArea","landArea"
"1142","0100000US","Louisiana","Caddo Parish","254969","112028",936.82,58.28,878.54
"1143","0100000US","Louisiana","Calcasieu Parish","192768","82058",1094.27,30.61,1063.66
"1144","0100000US","Louisiana","Caldwell Parish","10132","4994",540.73,11.3,529.42
"1145","0100000US","Louisiana","Cameron Parish","6839","3593",1936.67,651.78,1284.89
"1146","0100000US","Louisiana","Catahoula Parish","10407","4877",739.42,31.39,708.03
"1147","0100000US","Louisiana","Claiborne Parish","17195","7761",767.42,12.54,754.88
"1148","0100000US","Louisiana","Concordia Parish","20822","9383",747.3,50.38,696.92
"1149","0100000US","Louisiana","De Soto Parish","26656","12290",894.59,19.01,875.58
"1150","0100000US","Louisiana","East Baton Rouge Parish","440171","187353",470.24,14.86,455.37
"1151","0100000US","Louisiana","East Carroll Parish","7759","2904",442.43,21.73,420.7
"1152","0100000US","Louisiana","East Feliciana Parish","20267","8014",455.78,2.37,453.41
"1153","0100000US","Louisiana","Evangeline Parish","33984","14662",679.62,17.25,662.38
"1154","0100000US","Louisiana","Franklin Parish","20767","9034",635.44,10.85,624.59
"1155","0100000US","Louisiana","Grant Parish","22309","8886",664.65,21.63,643.03
"1156","0100000US","Louisiana","Iberia Parish","73240","29698",1030.53,456.42,574.11
"1157","0100000US","Louisiana","Iberville Parish","33387","12707",652.86,34.23,618.63
"1158","0100000US","Louisiana","Jackson Parish","16274","7680",580.28,11.09,569.18
"1159","0100000US","Louisiana","Jefferson Parish","432552","189135",665.42,369.79,295.63
"1160","0100000US","Louisiana","Jefferson Davis Parish","31594","13306",658.56,7.23,651.33
"1161","0100000US","Louisiana","Lafayette Parish","221578","93656",269.21,0.49,268.72
"1162","0100000US","Louisiana","Lafourche Parish","96318","38582",1474.31,406.09,1068.21
"1163","0100000US","Louisiana","La Salle Parish","14890","6560",662.39,37.71,624.68
"1164","0100000US","Louisiana","Lincoln Parish","46735","19479",472.47,0.73,471.74
"1165","0100000US","Louisiana","Livingston Parish","128026","50170",702.85,54.68,648.17
"1166","0100000US","Louisiana","Madison Parish","12093","4804",650.9,26.46,624.44
"1167","0100000US","Louisiana","Morehouse Parish","27979","12423",806.08,11.15,794.93
"1168","0100000US","Louisiana","Natchitoches Parish","39566","18587",1298.99,46.74,1252.25
"1169","0100000US","Louisiana","Orleans Parish","343829","189896",350.21,180.79,169.42
"1170","0100000US","Louisiana","Ouachita Parish","153720","64481",631.75,21.34,610.41
"1171","0100000US","Louisiana","Plaquemines Parish","23042","9596",2567.2,1787.29,779.91
"1172","0100000US","Louisiana","Pointe Coupee Parish","22802","11130",590.71,33.37,557.35
"1173","0100000US","Louisiana","Rapides Parish","131613","55684",1361.66,43.7,1317.96
"1174","0100000US","Louisiana","Red River Parish","9091","4128",402.34,13.25,389.09
"1175","0100000US","Louisiana","Richland Parish","20725","8621",564.52,5.47,559.04
"1176","0100000US","Louisiana","Sabine Parish","24233","14130",1011.62,144.96,866.66
"1177","0100000US","Louisiana","St. Bernard Parish","35897","16794",2158.07,1780.56,377.52
"1178","0100000US","Louisiana","St. Charles Parish","52780","19896",410.63,131.55,279.08
"1179","0100000US","Louisiana","St. Helena Parish","11203","5150",409.49,1.09,408.4
"1180","0100000US","Louisiana","St. James Parish","22102","8455",257.96,16.42,241.54
"1181","0100000US","Louisiana","St. John the Baptist Parish","45924","17510",347.64,134.57,213.07
"1182","0100000US","Louisiana","St. Landry Parish","83384","35692",938.98,15.1,923.88
"1183","0100000US","Louisiana","St. Martin Parish","52160","21941",816.49,78.84,737.65
"1184","0100000US","Louisiana","St. Mary Parish","54650","23028",1119.42,564.04,555.38
"1185","0100000US","Louisiana","St. Tammany Parish","233740","95412",1124.19,278.64,845.55
"1186","0100000US","Louisiana","Tangipahoa Parish","121097","50073",823.27,31.99,791.27
"1187","0100000US","Louisiana","Tensas Parish","5252","3357",641.19,38.41,602.78
"1188","0100000US","Louisiana","Terrebonne Parish","111860","43887",2082.07,850.26,1231.81
"1189","0100000US","Louisiana","Union Parish","22721","11346",905.4,28.41,876.99
"1190","0100000US","Louisiana","Vermilion Parish","57999","25235",1542.07,368.87,1173.2
"1191","0100000US","Louisiana","Vernon Parish","52334","21433",1341.48,13.57,1327.91
"1192","0100000US","Louisiana","Washington Parish","47168","21039",675.88,6.36,669.52
"1193","0100000US","Louisiana","Webster Parish","41207","19336",614.84,21.81,593.03
"1194","0100000US","Louisiana","West Baton Rouge Parish","23788","9324",203.82,11.43,192.39
"1195","0100000US","Louisiana","West Carroll Parish","11604","5046",360.57,0.92,359.65
"1196","0100000US","Louisiana","West Feliciana Parish","15625","5097",426,22.79,403.21
"1197","0100000US","Louisiana","Winn Parish","15313","7234",956.82,6.74,950.09
"1199","0100000US","Maine","Androscoggin County","107702","49090",497.12,29.19,467.93
"1200","0100000US","Maine","Aroostook County","71870","39529",6827.57,156.24,6671.33
"1201","0100000US","Maine","Cumberland County","281674","138657",1217.46,382.22,835.24
"1202","0100000US","Maine","Franklin County","30768","21709",1743.48,46.87,1696.61
"1203","0100000US","Maine","Hancock County","54418","40184",2344.94,758.04,1586.89
"1204","0100000US","Maine","Kennebec County","122151","60972",951.17,83.65,867.52
"1205","0100000US","Maine","Knox County","39736","23744",1143.95,778.81,365.13
"1206","0100000US","Maine","Lincoln County","34457","23493",699.6,243.79,455.82
"1207","0100000US","Maine","Oxford County","57833","36055",2175.72,98.88,2076.84
"1208","0100000US","Maine","Penobscot County","153923","73860",3557.08,159.72,3397.36
"1209","0100000US","Maine","Piscataquis County","17535","15340",4377.97,417.11,3960.86
"1210","0100000US","Maine","Sagadahoc County","35293","18288",370.04,116.34,253.69
"1211","0100000US","Maine","Somerset County","52228","30569",4093.53,169.13,3924.4
"1212","0100000US","Maine","Waldo County","38786","21566",852.76,122.84,729.92
"1213","0100000US","Maine","Washington County","32856","23001",3257.65,694.99,2562.66
"1214","0100000US","Maine","York County","197131","105773",1269.71,279,990.71
"1216","0100000US","Maryland","Allegany County","75087","33311",429.93,5.77,424.16
"1217","0100000US","Maryland","Anne Arundel County","537656","212562",587.8,172.9,414.9
"1218","0100000US","Maryland","Baltimore County","805029(r42279)","335622(r18612)",681.76,83.45,598.3
"1219","0100000US","Maryland","Calvert County","88737","33780",345.07,131.92,213.15
"1220","0100000US","Maryland","Caroline County","33066","13482",325.9,6.48,319.42
"1221","0100000US","Maryland","Carroll County","167134","62406",452.69,5.09,447.59
"1222","0100000US","Maryland","Cecil County","101108","41103",417.84,71.56,346.27
"1223","0100000US","Maryland","Charles County","146551","54963",642.97,185.22,457.75
"1224","0100000US","Maryland","Dorchester County","32618","16554",983,442.24,540.77
"1225","0100000US","Maryland","Frederick County","233385","90136",667.38,7.16,660.22
"1226","0100000US","Maryland","Garrett County","30097","18854",655.74,8.63,647.1
"1227","0100000US","Maryland","Harford County","244826","95554",526.64,89.55,437.09
"1228","0100000US","Maryland","Howard County","287085","109282",253.39,2.65,250.74
"1229","0100000US","Maryland","Kent County","20197","10549",413.45,136.42,277.03
"1230","0100000US","Maryland","Montgomery County","971777","375905",506.95,15.69,491.25
"1231","0100000US","Maryland","Prince George's County","863420","328182",498.84,16.15,482.69
"1232","0100000US","Maryland","Queen Anne's County","47798","20140",510.69,138.78,371.91
"1233","0100000US","Maryland","St. Mary's County","105151","41282",764.25,407.07,357.18
"1234","0100000US","Maryland","Somerset County","26470","11130",610.35,290.63,319.72
"1235","0100000US","Maryland","Talbot County","37782","19577",476.81,208.27,268.54
"1236","0100000US","Maryland","Washington County","147430","60814",467.34,9.56,457.78
"1237","0100000US","Maryland","Wicomico County","98733","41192",400.24,25.79,374.44
"1238","0100000US","Maryland","Worcester County","51454","55749",694.86,226.58,468.28
"1239","0100000US","Maryland","Baltimore city","620961(r42352)","296685(r18689)",92.05,11.11,80.94
"1241","0100000US","Massachusetts","Barnstable County","215888","160281",1305.54,911.81,393.72
"1242","0100000US","Massachusetts","Berkshire County","131219","68508",946.43,19.6,926.82
"1243","0100000US","Massachusetts","Bristol County","548285","230535",691.23,138.13,553.1
"1244","0100000US","Massachusetts","Dukes County","16535","17188",490.96,387.72,103.25
"1245","0100000US","Massachusetts","Essex County","743159","306754",828.47,335.91,492.56
"1246","0100000US","Massachusetts","Franklin County","71372","33758",724.57,25.26,699.32
"1247","0100000US","Massachusetts","Hampden County","463490","192175",634.25,17.11,617.14
"1248","0100000US","Massachusetts","Hampshire County","158080","62603",545.21,17.95,527.26
"1249","0100000US","Massachusetts","Middlesex County","1503085","612004",847.06,29.24,817.82
"1250","0100000US","Massachusetts","Nantucket County","10172","11618",303.66,258.69,44.97
"1251","0100000US","Massachusetts","Norfolk County","670850(r45073)","270359",444.35,48.24,396.11
"1252","0100000US","Massachusetts","Plymouth County","494919","200161",1093.25,434.18,659.08
"1253","0100000US","Massachusetts","Suffolk County","722023(r45082)","315522",120.22,62.07,58.15
"1254","0100000US","Massachusetts","Worcester County","798552","326788",1579.19,68.42,1510.77
"1256","0100000US","Michigan","Alcona County","10942","11073",1790.58,1116,674.59
"1257","0100000US","Michigan","Alger County","9601","6554",5047.74,4132.67,915.07
"1258","0100000US","Michigan","Allegan County","111408","49426",1833.29,1008.06,825.23
"1259","0100000US","Michigan","Alpena County","29598","16053",1694.92,1123.06,571.86
"1260","0100000US","Michigan","Antrim County","23580","17824",601.77,126.07,475.7
"1261","0100000US","Michigan","Arenac County","15899","9803",680.69,317.5,363.19
"1262","0100000US","Michigan","Baraga County","8860","5270",1068.77,170.51,898.26
"1263","0100000US","Michigan","Barry County","59173","27010",577.04,23.95,553.09
"1264","0100000US","Michigan","Bay County","107771","48220",630.72,188.41,442.3
"1265","0100000US","Michigan","Benzie County","17525","12199",859.57,539.86,319.7
"1266","0100000US","Michigan","Berrien County","156813","76922",1581.47,1013.72,567.75
"1267","0100000US","Michigan","Branch County","45248","20841",519.68,13.31,506.37
"1268","0100000US","Michigan","Calhoun County","136146","61042",718.35,12.12,706.23
"1269","0100000US","Michigan","Cass County","52293","25887",508.32,18.26,490.06
"1270","0100000US","Michigan","Charlevoix County","25949","17249",1390.46,974.12,416.34
"1271","0100000US","Michigan","Cheboygan County","26152","18298",885.38,170.12,715.26
"1272","0100000US","Michigan","Chippewa County","38520","21253",2698.39,1139.97,1558.42
"1273","0100000US","Michigan","Clare County","30926","23233",575.34,11.02,564.32
"1274","0100000US","Michigan","Clinton County","75382","30695",574.56,8.15,566.41
"1275","0100000US","Michigan","Crawford County","14074","11092",563.24,6.96,556.28
"1276","0100000US","Michigan","Delta County","37069","20214",1991.32,820.23,1171.1
"1277","0100000US","Michigan","Dickinson County","26168","13990",777.05,15.65,761.4
"1278","0100000US","Michigan","Eaton County","107759","47050",579.43,4.26,575.17
"1279","0100000US","Michigan","Emmet County","32694","21304",882,414.5,467.49
"1280","0100000US","Michigan","Genesee County","425790","192180",649.59,12.61,636.98
"1281","0100000US","Michigan","Gladwin County","25692","17672",515.93,14.15,501.78
"1282","0100000US","Michigan","Gogebic County","16427","10795",1476.34,374.49,1101.85
"1283","0100000US","Michigan","Grand Traverse County","86986","41599",601.31,136.98,464.33
"1284","0100000US","Michigan","Gratiot County","42476","16339",571.61,3.15,568.46
"1285","0100000US","Michigan","Hillsdale County","46688","21757",607.01,8.87,598.13
"1286","0100000US","Michigan","Houghton County","36628","18636",1501.5,492.4,1009.1
"1287","0100000US","Michigan","Huron County","33118","21199",2136.8,1301.1,835.71
"1288","0100000US","Michigan","Ingham County","280895","121281",560.71,4.59,556.12
"1289","0100000US","Michigan","Ionia County","63905","24778",580.05,8.74,571.3
"1290","0100000US","Michigan","Iosco County","25887","20443",1890.06,1340.96,549.1
"1291","0100000US","Michigan","Iron County","11817","9197",1211.21,45.06,1166.15
"1292","0100000US","Michigan","Isabella County","70311","28381",577.68,5,572.68
"1293","0100000US","Michigan","Jackson County","160248","69458",723.5,21.83,701.67
"1294","0100000US","Michigan","Kalamazoo County","250331","110007",580.3,18.64,561.66
"1295","0100000US","Michigan","Kalkaska County","17153","12171",570.71,10.84,559.86
"1296","0100000US","Michigan","Kent County","602622","246901",871.94,25,846.95
"1297","0100000US","Michigan","Keweenaw County","2156","2467",5966.19,5426.08,540.11
"1298","0100000US","Michigan","Lake County","11539","14966",574.28,6.91,567.37
"1299","0100000US","Michigan","Lapeer County","88319","36332",662.84,19.83,643.01
"1300","0100000US","Michigan","Leelanau County","21708","14935",2532.19,2185.02,347.17
"1301","0100000US","Michigan","Lenawee County","99892","43452",761.41,11.85,749.55
"1302","0100000US","Michigan","Livingston County","180967","72809",585.4,20.15,565.25
"1303","0100000US","Michigan","Luce County","6631","4343",1912.49,1013.41,899.08
"1304","0100000US","Michigan","Mackinac County","11113","11010",2100.64,1079.08,1021.57
"1305","0100000US","Michigan","Macomb County","840978","356626",570.85,91.63,479.22
"1306","0100000US","Michigan","Manistee County","24733","15694",1280.56,738.41,542.15
"1307","0100000US","Michigan","Marquette County","67077","34330",3424.54,1616.14,1808.4
"1308","0100000US","Michigan","Mason County","28705","17293",1242.44,747.37,495.07
"1309","0100000US","Michigan","Mecosta County","42798","21131",571.19,16.12,555.07
"1310","0100000US","Michigan","Menominee County","24029","14227",1338.21,294.13,1044.08
"1311","0100000US","Michigan","Midland County","83629","35960",528.07,11.82,516.25
"1312","0100000US","Michigan","Missaukee County","14849","9117",573.83,9.1,564.73
"1313","0100000US","Michigan","Monroe County","152021","62971",680.02,130.62,549.39
"1314","0100000US","Michigan","Montcalm County","63342","28221",720.83,15.43,705.4
"1315","0100000US","Michigan","Montmorency County","9765","9597",562.65,15.99,546.66
"1316","0100000US","Michigan","Muskegon County","172188","73561",1460.02,960.78,499.25
"1317","0100000US","Michigan","Newaygo County","48460","25075",861.69,48.49,813.2
"1318","0100000US","Michigan","Oakland County","1202362","527255",907.29,39.63,867.66
"1319","0100000US","Michigan","Oceana County","26570","15944",1305.95,793.88,512.07
"1320","0100000US","Michigan","Ogemaw County","21699","16047",574.95,11.46,563.49
"1321","0100000US","Michigan","Ontonagon County","6780","5672",3740.82,2429.59,1311.22
"1322","0100000US","Michigan","Osceola County","23528","13632",573.1,6.71,566.39
"1323","0100000US","Michigan","Oscoda County","8640","9118",571.58,5.85,565.73
"1324","0100000US","Michigan","Otsego County","24164","14731",526.19,11.22,514.97
"1325","0100000US","Michigan","Ottawa County","263801","102495",1631.41,1067.94,563.47
"1326","0100000US","Michigan","Presque Isle County","13376","10428",2572.76,1914.04,658.72
"1327","0100000US","Michigan","Roscommon County","24449","24459",580.03,60.4,519.64
"1328","0100000US","Michigan","Saginaw County","200169","86844",815.97,15.85,800.11
"1329","0100000US","Michigan","St. Clair County","163040","71822",836.51,115.34,721.17
"1330","0100000US","Michigan","St. Joseph County","61295","27778",521.03,20.44,500.59
"1331","0100000US","Michigan","Sanilac County","43114","22725",1589.94,627.38,962.57
"1332","0100000US","Michigan","Schoolcraft County","8485","6313",1883.98,712.62,1171.36
"1333","0100000US","Michigan","Shiawassee County","70648","30319",540.95,10.28,530.67
"1334","0100000US","Michigan","Tuscola County","55729","24451",913.91,110.78,803.13
