"","gene.length"
"6897",3052
"6898",2133
"6899",1943
"6900",1075
"6901",2486
"6902",1844
"6903",2695
"6904",1887
"6905",2894
"6906",2177
"6907",2256
"6908",3109
"6909",3757
"6910",668
"6911",1999
"6912",2053
"6913",4857
"6914",1355
"6915",1117
"6916",2151
"6917",4151
"6918",3636
"6919",1167
"6920",1649
"6921",1784
"6922",1871
"6923",3832
"6924",5555
"6925",3468
"6926",1627
"6927",6888
"6928",1083
"6929",1771
"6930",930
"6931",4445
"6932",3844
"6933",5087
"6934",3920
"6935",1299
"6936",2725
"6937",2486
"6938",1530
"6939",2493
"6940",2116
"6941",3223
"6942",1838
"6943",876
"6944",1893
"6945",2779
"6946",2372
"6947",1952
"6948",1572
"6949",2592
"6950",900
"6951",252
"6952",3082
"6953",1991
"6954",3985
"6955",1419
"6956",5520
"6957",4493
"6958",2126
"6959",3911
"6960",2763
"6961",1801
"6962",2933
"6963",1333
"6964",1987
"6965",2040
"6966",3810
"6967",2933
"6968",4582
"6969",4021
"6970",1622
"6971",3814
"6972",8077
"6973",1566
"6974",1317
"6975",1769
"6976",873
"6977",647
"6978",4805
"6979",5105
"6980",1005
"6981",2121
"6982",6016
"6983",7619
"6984",991
"6985",1708
"6986",4872
"6987",1921
"6988",1796
"6989",7594
"6990",7870
"6991",1650
"6992",4888
"6993",3309
"6994",3558
"6995",5703
"6996",1728
"6997",5147
"6998",4820
"6999",2808
"7000",3093
"7001",3540
"7002",3213
"7003",2825
"7004",841
"7005",4025
"7006",1900
"7007",5003
"7008",2363
"7009",5882
"7010",3774
"7011",3446
"7012",869
"7013",2838
"7014",207
"7015",5708
"7016",1504
"7017",1339
"7018",786
"7019",2727
"7020",2757
"7021",3905
"7022",3923
"7023",2618
"7024",2165
"7025",2265
"7026",1173
"7027",2605
"7028",1768
"7029",1996
"7030",2313
"7031",2643
"7032",1204
"7033",1289
"7034",1809
"7035",4880
"7036",757
"7037",742
"7038",300
"7039",6861
"7040",2272
"7041",1027
"7042",11705
"7043",4467
"7044",4326
"7045",1101
"7046",8565
"7047",2215
"7048",2936
"7049",648
"7050",1925
"7051",2515
"7052",6479
"7053",2138
"7054",138
"7055",4450
"7056",1964
"7057",2365
"7058",3064
"7059",3124
"7060",4015
"7061",468
"7062",2104
"7063",1230
"7064",1782
"7065",4457
"7066",3077
"7067",5227
"7068",1271
"7069",2183
"7070",2036
"7071",3660
"7072",5297
"7073",3344
"7074",4244
"7075",3489
"7076",2322
"7077",4494
"7078",1740
"7079",1196
"7080",1053
"7081",4801
"7082",2772
"7083",2413
"7084",3916
"7085",2362
"7086",7405
"7087",6304
"7088",615
"7089",2616
"7090",7597
"7091",10110
"7092",1986
"7093",1868
"7094",1703
"7095",2409
"7096",3162
"7097",1203
"7098",1188
"7099",2826
"7100",8615
"7101",3449
"7102",3606
"7103",3384
"7104",886
"7105",1354
"7106",2567
"7107",1344
"7108",2965
"7109",2791
"7110",3441
"7111",3073
"7112",888
"7113",1584
"7114",2175
"7115",5730
"7116",165
"7117",2108
"7118",2584
"7119",1469
"7120",1315
"7121",2089
"7122",1415
"7123",2698
"7124",1779
"7125",1482
"7126",1169
"7127",2898
"7128",2950
"7129",2919
"7130",2981
"7131",6071
"7132",3530
"7133",7650
"7134",237
"7135",3687
"7136",2094
"7137",2665
"7138",1073
"7139",5412
"7140",1479
"7141",1161
"7142",3670
"7143",1517
"7144",3174
"7145",578
"7146",1567
"7147",3948
"7148",1895
"7149",4754
"7150",1601
"7151",1733
"7152",2043
"7153",3600
"7154",2797
"7155",2890
"7156",6160
"7157",864
"7158",2373
"7159",11423
"7160",3568
"7161",2164
"7162",3105
"7163",2499
"7164",1047
"7165",2429
"7166",1157
"7167",5495
"7168",1920
"7169",707
"7170",3595
"7171",1429
"7172",4795
"7173",1176
"7174",2166
"7175",7263
"7176",3572
"7177",6401
"7178",1412
"7179",2440
"7180",5354
"7181",1708
"7182",2072
"7183",1665
"7184",539
"7185",6642
"7186",2999
"7187",1279
"7188",1293
"7189",11376
"7190",2980
"7191",1628
"7192",5173
"7193",2790
"7194",813
"7195",3549
"7196",531
"7197",2933
"7198",2712
"7199",845
"7200",5537
"7201",3701
"7202",2694
"7203",2306
"7204",2132
"7205",1626
"7206",1843
"7207",1374
"7208",1316
"7209",2941
"7210",1718
"7211",2470
"7212",6050
"7213",2755
"7214",4315
"7215",2216
"7216",2777
"7217",1937
"7218",1545
"7219",1845
"7220",539
"7221",7968
"7222",4197
"7223",1822
"7224",2109
"7225",2742
"7226",1178
"7227",1237
"7228",1341
"7229",1643
"7230",579
"7231",3254
"7232",1971
"7233",3155
"7234",1662
"7235",5360
"7236",3888
"7237",3237
"7238",3870
"7239",2307
"7240",2333
"7241",5990
"7242",2449
"7243",1895
"7244",2203
"7245",4585
"7246",2613
"7247",5165
"7248",5428
"7249",3550
"7250",2494
"7251",4512
"7252",5864
"7253",4254
"7254",6214
"7255",4323
"7256",1846
"7257",5747
"7258",2722
"7259",631
"7260",1031
"7261",1511
"7262",4367
"7263",1802
"7264",3149
"7265",408
"7266",1543
"7267",1233
"7268",1698
"7269",5801
"7270",6635
"7271",2562
"7272",4107
"7273",2549
"7274",7468
"7275",2525
"7276",4008
"7277",3857
"7278",4079
"7279",4621
"7280",2054
"7281",1843
"7282",8190
"7283",2865
"7284",3634
"7285",1323
"7286",5192
"7287",4654
"7288",3279
"7289",3585
"7290",10363
"7291",2027
"7292",3049
"7293",1193
"7294",2679
"7295",3952
"7296",2637
"7297",1946
"7298",1399
"7299",1632
"7300",5921
"7301",4394
"7302",3041
"7303",2421
"7304",2186
"7305",1954
"7306",3295
"7307",2320
"7308",2973
"7309",3121
"7310",2090
"7311",1598
"7312",2950
"7313",3236
"7314",4193
"7315",4783
"7316",1821
"7317",696
"7318",1761
"7319",2026
"7320",1677
"7321",3288
"7322",3163
"7323",3745
"7324",450
"7325",2610
"7326",582
"7327",963
"7328",1041
"7329",3331
"7330",872
"7331",5703
"7332",2332
"7333",2974
"7334",1066
"7335",1832
"7336",4263
"7337",1349
"7338",1582
"7339",2976
"7340",3715
"7341",2439
"7342",2746
"7343",4598
"7344",2604
"7345",5185
"7346",5077
"7347",1173
"7348",1114
"7349",4857
"7350",3283
"7351",3496
"7352",3548
"7353",2207
"7354",5211
"7355",1476
"7356",2508
"7357",4541
"7358",2912
"7359",708
"7360",1632
"7361",1490
"7362",2291
"7363",3675
"7364",4002
"7365",3617
"7366",2451
"7367",1964
"7368",3573
"7369",1076
"7370",3246
"7371",888
"7372",3241
"7373",2717
"7374",1855
"7375",551
"7376",1656
"7377",2617
"7378",4145
"7379",4184
"7380",2942
"7381",1257
"7382",3950
"7383",568
"7384",2489
"7385",1441
"7386",1823
"7387",2527
"7388",1739
"7389",2882
"7390",2370
"7391",1568
"7392",4703
"7393",4488
"7394",6532
"7395",1702
"7396",2121
"7397",1119
"7398",2980
"7399",4525
"7400",2700
"7401",1019
"7402",3853
"7403",1812
"7404",3989
"7405",2991
"7406",2269
"7407",6868
"7408",5528
"7409",2533
"7410",1596
"7411",1014
"7412",1354
"7413",1644
"7414",3642
"7415",3547
"7416",1914
"7417",3630
"7418",1081
"7419",4273
"7420",1836
"7421",2145
"7422",4341
"7423",2543
"7424",6880
"7425",2835
"7426",1644
"7427",1631
"7428",4611
"7429",5112
"7430",6620
"7431",2357
"7432",2168
"7433",2427
"7434",1079
"7435",3245
"7436",7762
"7437",4335
"7438",1599
"7439",3817
"7440",2424
"7441",3717
"7442",2099
"7443",1832
"7444",3566
"7445",1887
"7446",5613
"7447",5163
"7448",2484
"7449",2920
"7450",3856
"7451",902
"7452",3043
"7453",2577
"7454",3933
"7455",2427
"7456",837
"7457",4148
"7458",3938
"7459",4143
"7460",11740
"7461",1530
"7462",6924
"7463",1499
"7464",1059
"7465",7931
"7466",5272
"7467",2526
"7468",2208
"7469",1728
"7470",1741
"7471",3170
"7472",7191
"7473",4727
"7474",7997
"7475",2227
"7476",2067
"7477",3516
"7478",2102
"7479",2993
"7480",2375
"7481",2349
"7482",2258
"7483",1008
"7484",3749
"7485",3713
"7486",502
"7487",4258
"7488",3507
"7489",2682
"7490",4206
"7491",4207
"7492",2901
"7493",6918
"7494",1434
"7495",1725
"7496",4126
"7497",3781
"7498",4257
"7499",1837
"7500",2278
"7501",5493
"7502",2770
"7503",4942
"7504",2156
"7505",5120
"7506",3230
"7507",1853
"7508",3161
"7509",5804
"7510",2415
"7511",2320
"7512",9460
"7513",2335
"7514",3998
"7515",4309
"7516",1515
"7517",3626
"7518",1331
"7519",5566
"7520",2536
"7521",3186
"7522",2739
"7523",4181
"7524",2163
"7525",3814
"7526",2022
"7527",1347
"7528",612
"7529",4481
"7530",8125
"7531",3059
"7532",1844
"7533",2108
"7534",2022
"7535",4103
"7536",3168
"7537",3715
"7538",2816
"7539",5211
"7540",1791
"7541",6605
"7542",2650
"7543",2019
"7544",4158
"7545",2654
"7546",5915
"7547",2397
"7548",1153
"7549",1952
"7550",1751
"7551",1125
"7552",1410
"7553",2282
"7554",2101
"7555",3926
"7556",4432
"7557",2997
"7558",2143
"7559",4569
"7560",369
"7561",2112
"7562",1866
"7563",3643
"7564",4815
"7565",2366
"7566",3826
"7567",480
"7568",1845
"7569",1802
"7570",4484
"7571",2334
"7572",5455
"7573",857
"7574",5495
"7575",2328
"7576",3928
"7577",7766
"7578",1505
"7579",1547
"7580",3281
"7581",2499
"7582",1329
"7583",4879
"7584",2999
"7585",2749
"7586",2321
"7587",1783
"7588",1458
"7589",5089
"7590",1562
"7591",1364
"7592",833
"7593",1137
"7594",3178
"7595",4563
"7596",3567
"7597",1009
"7598",1853
"7599",4038
"7600",1178
"7601",1931
"7602",6355
"7603",3228
"7604",2728
"7605",3741
"7606",3535
"7607",3131
"7608",5401
"7609",2089
"7610",2589
"7611",3372
"7612",2382
"7613",4605
"7614",2273
"7615",2789
"7616",1629
"7617",3929
"7618",4190
"7619",3496
"7620",1679
"7621",1180
"7622",1813
"7623",477
"7624",2693
"7625",1188
"7626",1364
"7627",1009
"7628",4896
"7629",4563
"7630",1644
"7631",4060
"7632",2620
"7633",1555
"7634",1230
"7635",6326
"7636",1804
"7637",2966
"7638",2462
"7639",3082
"7640",4022
"7641",360
"7642",1881
"7643",1635
"7644",3278
"7645",1035
"7646",1757
"7647",527
"7648",3707
"7649",5138
"7650",2769
"7651",1793
"7652",5970
"7653",2741
"7654",2077
"7655",6336
"7656",3753
"7657",765
"7658",969
"7659",957
"7660",1641
"7661",2664
"7662",5193
"7663",3885
"7664",2116
"7665",3572
"7666",6223
"7667",2752
"7668",1723
"7669",4717
"7670",3814
"7671",3262
"7672",1652
"7673",2660
"7674",2729
"7675",2244
"7676",4458
"7677",2969
"7678",2320
"7679",1079
"7680",3022
"7681",3346
"7682",998
"7683",1692
"7684",888
"7685",4086
"7686",5786
"7687",2186
"7688",983
"7689",3094
"7690",1646
"7691",1317
"7692",4799
"7693",1416
"7694",3059
"7695",756
"7696",936
"7697",1214
"7698",455
"7699",1547
"7700",1140
"7701",2498
"7702",3240
"7703",2212
"7704",3034
"7705",2168
"7706",2369
"7707",985
"7708",2676
"7709",2283
"7710",3327
"7711",2228
"7712",2976
"7713",3008
"7714",4284
"7715",2018
"7716",4563
"7717",8423
"7718",878
"7719",1233
"7720",570
"7721",2220
"7722",2442
"7723",2481
"7724",923
"7725",1532
"7726",2108
"7727",2222
"7728",1592
"7729",3022
"7730",652
"7731",2957
"7732",2851
"7733",5359
"7734",830
"7735",2169
"7736",2493
"7737",4146
"7738",1710
"7739",2656
"7740",5856
"7741",1637
"7742",2643
"7743",2045
"7744",1513
"7745",4016
"7746",1801
"7747",2553
"7748",1550
"7749",921
"7750",2920
"7751",2094
"7752",2720
"7753",2731
"7754",1288
"7755",1765
"7756",1820
"7757",393
"7758",6802
"7759",5056
"7760",5409
"7761",1594
"7762",3465
"7763",2765
"7764",2187
"7765",1490
"7766",2617
"7767",1900
"7768",506
"7769",1919
"7770",2948
"7771",1150
"7772",1828
"7773",3458
"7774",4518
"7775",2474
"7776",2580
"7777",617
"7778",3952
"7779",1137
"7780",1409
"7781",1236
"7782",3822
"7783",3377
"7784",3187
"7785",861
"7786",6932
"7787",3064
"7788",1356
"7789",3005
"7790",2636
"7791",921
"7792",1687
"7793",1661
"7794",2742
"7795",1399
"7796",2248
"7797",2504
"7798",2209
"7799",539
"7800",4766
"7801",3003
"7802",2012
"7803",3629
"7804",1505
"7805",1752
"7806",2939
"7807",4070
"7808",921
"7809",4676
"7810",1668
"7811",429
"7812",1179
"7813",1163
"7814",5627
"7815",6470
"7816",4200
"7817",984
"7818",1830
"7819",7193
"7820",4339
"7821",1867
"7822",4068
"7823",3190
"7824",1592
"7825",3630
"7826",7134
"7827",1594
"7828",4808
"7829",1601
"7830",2968
"7831",4203
"7832",2142
"7833",2198
"7834",2289
"7835",1133
"7836",1413
"7837",2296
"7838",1291
"7839",3692
"7840",5699
"7841",3777
"7842",2165
"7843",5510
"7844",6013
"7845",1037
"7846",6842
"7847",2108
"7848",2189
"7849",4540
"7850",1119
"7851",1956
"7852",1647
"7853",2178
"7854",1248
"7855",5089
"7856",3018
"7857",2516
"7858",2601
"7859",1393
"7860",2870
"7861",4380
"7862",5571
"7863",3218
"7864",2433
"7865",1746
"7866",6177
"7867",578
"7868",2709
"7869",3267
"7870",1353
"7871",1399
"7872",2848
"7873",2363
"7874",3408
"7875",1675
"7876",2877
"7877",3022
"7878",5787
"7879",6510
"7880",2253
"7881",1455
"7882",3610
"7883",2734
"7884",4624
"7885",6707
"7886",1754
"7887",4408
"7888",2347
"7889",512
"7890",3992
"7891",2775
"7892",3090
"7893",3134
"7894",1814
"7895",4422
"7896",2872
"7897",4538
"7898",2760
"7899",3866
"7900",3360
"7901",5677
"7902",2458
"7903",2845
"7904",2992
"7905",4902
"7906",6104
"7907",881
"7908",1472
"7909",11734
"7910",4108
"7911",713
"7912",3214
"7913",3486
"7914",1641
"7915",4798
"7916",1295
"7917",3408
"7918",1496
"7919",2052
"7920",2820
"7921",5555
"7922",1681
"7923",2285
"7924",3919
"7925",1259
"7926",2384
"7927",1576
"7928",5359
"7929",8093
"7930",918
"7931",2020
"7932",1953
"7933",4342
"7934",3303
"7935",3258
"7936",1393
"7937",2976
"7938",4382
"7939",1938
"7940",5122
"7941",897
"7942",2256
"7943",2680
"7944",2162
"7945",3144
"7946",2740
"7947",4662
"7948",2299
"7949",3603
"7950",3943
"7951",1924
"7952",1092
"7953",1625
"7954",5119
"7955",1752
"7956",2475
"7957",2822
"7958",1835
"7959",2830
"7960",1917
"7961",6807
"7962",3650
"7963",4052
"7964",819
"7965",1131
"7966",3034
"7967",1854
"7968",4910
"7969",2898
"7970",9377
"7971",2470
"7972",1855
"7973",3864
"7974",2616
"7975",6403
"7976",1938
"7977",483
"7978",3575
"7979",7985
"7980",925
"7981",2151
"7982",5632
"7983",1498
"7984",2118
"7985",5183
"7986",3430
"7987",567
"7988",1220
"7989",183
"7990",2001
"7991",1111
"7992",4163
"7993",2361
"7994",3730
"7995",557
"7996",8497
"7997",4079
"7998",5734
"7999",4913
"8000",1935
"8001",138
"8002",3143
"8003",2530
"8004",2761
"8005",2812
"8006",3085
"8007",2448
"8008",771
"8009",1643
"8010",3910
"8011",1534
"8012",447
"8013",2699
"8014",2969
"8015",1873
"8016",6926
"8017",2328
"8018",4169
"8019",1819
"8020",5049
"8021",1901
"8022",2052
"8023",2275
"8024",1766
"8025",7021
"8026",3429
"8027",2939
"8028",2366
"8029",4736
"8030",871
"8031",1294
"8032",423
"8033",3231
"8034",1945
"8035",4235
"8036",7071
"8037",2141
"8038",1964
"8039",4786
"8040",2499
"8041",939
"8042",2279
"8043",4414
"8044",2533
"8045",2211
"8046",5065
"8047",2660
"8048",1418
"8049",4571
"8050",4493
"8051",4894
"8052",3761
"8053",3472
"8054",3946
"8055",3341
"8056",3332
"8057",2852
"8058",1747
"8059",2200
"8060",3328
"8061",3485
"8062",4236
"8063",5287
"8064",2534
"8065",629
"8066",6774
"8067",3700
"8068",9767
"8069",2035
"8070",2468
"8071",3955
"8072",4967
"8073",4234
"8074",2479
"8075",3421
"8076",1080
"8077",2353
"8078",2654
"8079",2200
"8080",4334
"8081",5554
"8082",15213
"8083",4748
"8084",2037
"8085",4461
"8086",3799
"8087",1918
"8088",291
"8089",7556
"8090",1442
"8091",1664
"8092",7995
"8093",5338
"8094",2228
"8095",1436
"8096",1499
"8097",3829
"8098",1661
"8099",3068
"8100",1983
"8101",4682
"8102",2541
"8103",4734
"8104",1595
"8105",4393
"8106",3240
"8107",3392
"8108",10154
"8109",5641
"8110",4289
"8111",3476
"8112",681
"8113",5859
"8114",3164
"8115",396
"8116",1724
"8117",2997
"8118",725
"8119",1558
"8120",5974
"8121",1918
"8122",6307
"8123",3484
"8124",1943
"8125",2931
"8126",3125
"8127",4840
"8128",2967
"8129",2110
"8130",4040
"8131",3363
"8132",6123
"8133",2203
"8134",1818
"8135",2757
"8136",3293
"8137",3318
"8138",1276
"8139",3187
"8140",1782
"8141",3124
"8142",2072
"8143",1304
"8144",958
"8145",3169
"8146",2465
"8147",3936
"8148",402
"8149",3763
"8150",5296
"8151",5060
"8152",4206
"8153",396
"8154",1224
"8155",707
"8156",4022
"8157",1990
"8158",2435
"8159",1061
"8160",2992
"8161",1416
"8162",3118
"8163",2880
"8164",402
"8165",2818
"8166",2967
"8167",4970
"8168",1767
"8169",2530
"8170",465
"8171",2135
"8172",3604
"8173",1121
"8174",2465
"8175",2326
"8176",3687
"8177",2055
"8178",2763
"8179",3083
"8180",810
"8181",1240
"8182",2324
"8183",1434
"8184",5525
"8185",3151
"8186",3136
"8187",2958
"8188",183
"8189",6360
"8190",4183
"8191",3303
"8192",4574
"8193",1507
"8194",4630
"8195",2393
"8196",1786
"8197",1926
"8198",1870
"8199",1126
"8200",1932
"8201",1971
"8202",1505
"8203",592
"8204",1374
"8205",5030
"8206",952
"8207",4021
"8208",3105
"8209",10984
"8210",2069
"8211",1967
"8212",3364
"8213",2770
"8214",2663
"8215",2645
"8216",2328
"8217",1172
"8218",4190
"8219",2837
"8220",3895
"8221",2264
"8222",2062
"8223",255
"8224",1607
"8225",2086
"8226",1191
"8227",4840
"8228",4179
"8229",1154
"8230",4850
"8231",2550
"8232",2742
"8233",2433
"8234",1078
"8235",2732
"8236",2101
"8237",3607
"8238",8382
"8239",666
"8240",4703
"8241",1377
"8242",2421
"8243",5301
"8244",1512
"8245",1477
"8246",3643
"8247",2059
"8248",4291
"8249",3391
"8250",1857
"8251",2329
"8252",1392
"8253",1577
"8254",910
"8255",4726
"8256",2440
"8257",4757
"8258",5575
"8259",1115
"8260",3309
"8261",3082
"8262",3110
"8263",1682
"8264",2892
"8265",2406
"8266",1723
"8267",2834
"8268",3311
"8269",1164
"8270",2816
"8271",3297
"8272",2919
"8273",2244
"8274",1750
"8275",1257
"8276",2538
"8277",1742
"8278",2649
"8279",1806
"8280",4465
"8281",2736
"8282",2116
"8283",1886
"8284",2884
"8285",1733
"8286",2579
"8287",2420
"8288",5986
"8289",4569
"8290",2684
"8291",2063
"8292",4784
"8293",2514
"8294",4567
"8295",2749
"8296",1720
"8297",6142
"8298",1687
"8299",2343
"8300",3852
"8301",2397
"8302",2118
"8303",2391
"8304",739
"8305",774
"8306",4461
"8307",5035
"8308",4596
"8309",5207
"8310",1097
"8311",1928
"8312",2917
"8313",1405
"8314",1336
"8315",884
"8316",3645
"8317",5429
"8318",1824
"8319",1188
"8320",6157
"8321",1811
"8322",3257
"8323",3175
"8324",2373
"8325",1674
"8326",4976
"8327",4045
"8328",1786
"8329",5376
"8330",1816
"8331",2482
"8332",4549
"8333",2601
"8334",3448
"8335",2477
"8336",2950
"8337",3177
"8338",4236
"8339",2117
"8340",4294
"8341",2255
"8342",1297
"8343",1618
"8344",4565
"8345",1986
"8346",1948
"8347",4425
"8348",1749
"8349",4670
"8350",3234
"8351",2412
"8352",6579
"8353",2793
"8354",2133
"8355",1935
"8356",3082
"8357",3234
"8358",1152
"8359",4493
"8360",4180
"8361",7177
"8362",5206
"8363",3562
"8364",2012
"8365",1293
"8366",1381
"8367",1291
"8368",3716
"8369",2290
"8370",2248
"8371",2271
"8372",4649
"8373",3025
"8374",2760
"8375",4672
"8376",2004
"8377",171
"8378",4064
"8379",2307
"8380",2676
"8381",1018
"8382",3219
"8383",2733
"8384",5168
"8385",2586
"8386",4453
"8387",2514
"8388",2212
"8389",2004
"8390",11881
"8391",1313
"8392",2185
"8393",5687
"8394",2305
"8395",3333
"8396",5510
"8397",651
"8398",1161
"8399",1881
"8400",2318
"8401",1060
"8402",3646
"8403",1377
"8404",2685
"8405",4344
"8406",3674
"8407",6242
"8408",3907
"8409",2283
"8410",2390
"8411",1534
"8412",2497
"8413",1528
"8414",3026
"8415",1107
"8416",812
"8417",4561
"8418",1650
"8419",3687
"8420",2233
"8421",2345
"8422",3185
"8423",1959
"8424",2222
"8425",7949
"8426",576
"8427",1634
"8428",4232
"8429",3142
"8430",6009
"8431",4831
"8432",3595
"8433",4183
"8434",5305
"8435",5685
"8436",1737
"8437",2012
"8438",1729
"8439",1890
"8440",3194
"8441",3766
"8442",3193
"8443",2796
"8444",1976
"8445",2170
"8446",2312
"8447",3448
"8448",1038
"8449",3019
"8450",1396
"8451",4863
"8452",4172
"8453",1531
"8454",1426
"8455",1766
"8456",9166
"8457",1431
"8458",819
"8459",2696
"8460",4304
"8461",5718
"8462",5262
"8463",1558
"8464",6524
"8465",949
"8466",3513
"8467",2030
"8468",2913
"8469",2400
"8470",2963
"8471",1683
"8472",1529
"8473",2464
"8474",2733
"8475",4265
"8476",957
"8477",3766
"8478",5779
"8479",1944
"8480",2305
"8481",2983
"8482",4649
"8483",4157
"8484",3494
"8485",4949
"8486",2158
"8487",3865
"8488",4659
"8489",2467
"8490",1918
"8491",3225
"8492",2273
"8493",522
"8494",3629
"8495",4491
"8496",933
"8497",1283
"8498",3253
"8499",2621
"8500",3795
"8501",1861
"8502",4215
"8503",4222
"8504",3927
"8505",3422
"8506",1668
"8507",1684
"8508",2039
"8509",892
"8510",3780
"8511",1764
"8512",1584
"8513",6405
"8514",3452
"8515",3405
"8516",1529
"8517",2002
"8518",3569
"8519",3673
"8520",3158
"8521",2384
"8522",1702
"8523",1061
"8524",4830
"8525",2626
"8526",4720
"8527",2233
"8528",2962
"8529",3196
"8530",480
"8531",3086
"8532",5058
"8533",1681
"8534",2733
"8535",1890
"8536",2601
"8537",1458
"8538",3752
"8539",3878
"8540",4479
"8541",2205
"8542",776
"8543",1157
"8544",540
"8545",3210
"8546",2040
"8547",2644
"8548",1385
"8549",8301
"8550",1299
"8551",1531
"8552",5198
"8553",1423
"8554",2363
"8555",883
"8556",1373
"8557",2627
"8558",4710
"8559",3390
"8560",3794
"8561",2888
"8562",1253
"8563",661
"8564",1272
"8565",2442
"8566",2051
"8567",4295
"8568",1521
"8569",1151
"8570",3321
"8571",1763
"8572",5659
"8573",1853
"8574",4418
"8575",7385
"8576",4165
"8577",6089
"8578",821
"8579",3428
"8580",4716
"8581",1705
"8582",6221
"8583",2605
"8584",1489
"8585",3432
"8586",7678
"8587",10646
"8588",3913
"8589",1030
"8590",816
"8591",2048
"8592",1840
"8593",4943
"8594",1630
"8595",1584
"8596",2157
"8597",713
"8598",3702
"8599",3932
"8600",2723
"8601",2669
"8602",4171
"8603",390
"8604",3801
"8605",1417
"8606",1268
"8607",1107
"8608",1399
"8609",9361
"8610",2968
"8611",3710
"8612",708
"8613",3279
"8614",822
"8615",1071
"8616",3042
"8617",1347
"8618",1464
"8619",4566
"8620",817
"8621",609
"8622",459
"8623",1446
"8624",1125
"8625",1150
"8626",988
"8627",960
"8628",1853
"8629",4612
"8630",2219
"8631",8026
"8632",2499
"8633",2115
"8634",8716
"8635",919
"8636",3186
"8637",3474
"8638",3845
"8639",3945
"8640",3029
"8641",2364
