"","name","rating","genre","creative.type","time","year","production.method","sequel","budget","revenue.all","revenue.dom","revenue.int","revenue.inf"
"1546","Apocalypse Now","R","Action","Historical Fiction",NA,1979,"Live Action",0,31.5,81.250488,78.8,2.450488,78.8
"1547","Police Academy","R","Comedy","Contemporary Fiction",NA,1984,"Live Action",0,4.5,81.198894,81.198894,0,202.272249
"1548","Das Leben der Anderen","R","Drama","Historical Fiction",NA,2007,"Live Action",0,2,81.197047,11.284657,69.91239,13.728574
"1549","Snowpiercer","R","Thriller/Suspense","Science Fiction",126,2013,"Live Action",0,40,81.185948,4.563029,76.622919,4.674729
"1550","Frankenweenie","PG","Comedy","Fantasy",87,2011,"Stop-Motion Animation",0,39,81.150788,35.287788,45.863,37.097581
"1551","Duplicity","PG-13","Thriller/Suspense","Contemporary Fiction",NA,2009,"Live Action",0,60,81.079566,40.572825,40.506741,45.279273
"1552","The Rundown","PG-13","Action","Contemporary Fiction",NA,2003,"Live Action",0,85,80.831893,47.641743,33.19015,66.129587
"1553","Arthur","PG","Comedy","Contemporary Fiction",NA,1981,"Live Action",0,0,80.803852,80.803852,0,242.275476
"1554","Sinbad: Legend of the Seven Seas","PG","Adventure","Kids Fiction",85,2003,"Hand Animation",0,60,80.767884,26.483452,54.284432,36.736784
"1555","Spy Kids: All the Time in the World","PG","Adventure","Kids Fiction",89,2011,"Live Action",1,27,80.681183,38.536376,42.144807,40.674584
"1556","What to Expect When You're Expecting","PG-13","Romantic Comedy","Contemporary Fiction",109,2012,"Live Action",0,37.5,80.652203,41.152203,39.5,43.271845
"1557","Hannibal Rising","R","Thriller/Suspense","Historical Fiction",NA,2007,"Live Action",0,50,80.583311,27.669725,52.913586,33.662148
"1558","Fiddler on the Roof","G","Musical","Historical Fiction",NA,1971,"Live Action",0,9,80.5,80.5,0,408.354547
"1559","The Rookie","G","Drama","Contemporary Fiction",NA,2002,"Live Action",0,22,80.491516,75.600072,4.891444,108.906581
"1560","Did You Hear About the Morgans?","PG-13","Romantic Comedy","Contemporary Fiction",NA,2009,"Live Action",0,58,80.480566,29.580087,50.900479,32.775957
"1561","The Game","R","Thriller/Suspense","Contemporary Fiction",NA,1997,"Live Action",0,50,80.36997,48.265581,32.104389,88.013705
"1562","30 Days of Night","R","Horror","Fantasy",NA,2007,"Live Action",0,30,80.276156,39.568996,40.70716,48.138448
"1563","Fame","PG","Musical","Contemporary Fiction",NA,2009,"Live Action",0,18,80.227619,22.45551,57.772109,25.060349
"1564","The Wedding Ringer","R","Comedy","Contemporary Fiction",101,2014,"Live Action",0,0,80.171596,64.460211,15.711385,64.460211
"1565","Finding Forrester","PG-13","Drama","Contemporary Fiction",137,2000,"Live Action",0,43,80.013623,51.768623,28.245,76.948105
"1566","The Ten Commandments",NA,"Drama","Dramatization",NA,1956,"Live Action",0,13.5,80,80,0,1347.283704
"1567","Exit Wounds","R","Action","Contemporary Fiction",NA,2001,"Live Action",0,33,79.958599,51.758599,28.2,76.540545
"1568","D-War","PG-13","Action","Fantasy",NA,2007,"Live Action",0,32,79.915361,10.977721,68.93764,13.355164
"1569","Earthquake","Not Rated","Drama","Science Fiction",NA,1974,"Live Action",0,0,79.7,79.7,0,356.732087
"1570","Revolutionary Road","R","Drama","Historical Fiction",129,2008,"Live Action",0,45,79.56496,22.91148,56.65348,27.217457
"1571","Goodbye, Lenin!","R","Comedy","Contemporary Fiction",NA,2004,"Live Action",0,6.4,79.384539,4.063859,75.32068,5.477378
"1572","Nights in Rodanthe","PG-13","Drama","Contemporary Fiction",97,2008,"Live Action",0,0,79.350659,41.850659,37.5,48.784512
"1573","Muppets Most Wanted","PG","Comedy","Kids Fiction",106,2013,"Live Action",1,55,79.312301,51.178893,28.133408,52.431739
"1574","Jackass: The Movie","R","Comedy","Contemporary Fiction",NA,2002,"Live Action",0,5,79.282312,64.282312,15,92.575774
"1575","El orfanato","R","Horror","Contemporary Fiction",NA,2007,"Live Action",0,4,79.250193,7.159147,72.091046,8.362869
"1576","Tiny Times 4.0",NA,"Drama","Contemporary Fiction",0,2015,"Live Action",1,0,79.23,0,79.23,0
"1577","Conan the Barbarian",NA,"Action","Fantasy",NA,1982,"Live Action",0,20,79.114085,38.264085,40.85,108.935508
"1578","R.I.P.D.","PG-13","Action","Science Fiction",98,2011,"Live Action",0,130,79.072464,33.618855,45.453609,34.611289
"1579","Savages","R","Thriller/Suspense","Contemporary Fiction",130,2012,"Live Action",0,45,79.020056,47.3231,31.696956,49.760596
"1580","Showtime","PG-13","Comedy","Contemporary Fiction",95,2002,"Live Action",0,85,78.948765,37.948765,41,54.669735
"1581","From Russia With Love",NA,"Action",NA,NA,1964,"Live Action",1,2,78.9,24.8,54.1,223.200003
"1582","If I Stay","PG-13","Drama","Contemporary Fiction",106,2014,"Live Action",0,11,78.874843,50.474843,28.4,51.710454
"1583","Fried Green Tomatoes","PG-13","Drama","Historical Fiction",NA,1991,"Live Action",0,0,78.874364,78.874364,0,161.44523
"1584","The Haunting in Connecticut","PG-13","Horror","Contemporary Fiction",NA,2009,"Live Action",0,0,78.758522,55.389516,23.369006,61.814702
"1585","Skyline","PG-13","Thriller/Suspense","Science Fiction",94,2010,"Live Action",0,10,78.670636,21.39362,57.277016,22.695129
"1586","Scary Movie V","PG-13","Comedy","Fantasy",86,2011,"Live Action",1,20,78.613981,32.015787,46.598194,32.960901
"1587","Righteous Kill","R","Thriller/Suspense","Contemporary Fiction",110,2008,"Live Action",0,60,78.48141,40.08141,38.4,46.724429
"1588","Collateral Damage","R","Action","Contemporary Fiction",NA,2002,"Live Action",0,85,78.353508,40.048332,38.305176,57.69441
"1589","Orphan","R","Drama","Contemporary Fiction",NA,2009,"Live Action",0,20,78.337373,41.596251,36.741122,46.421418
"1590","Gothika","R","Horror","Contemporary Fiction",95,2003,"Live Action",0,0,78.280896,59.588068,18.692828,82.656931
"1591","The Other Boleyn Girl","PG-13","Drama","Historical Fiction",NA,2008,"Live Action",0,40,78.26997,26.814957,51.455013,31.259221
"1592","Cocktail","R","Drama","Contemporary Fiction",103,1988,"Live Action",0,0,78.222753,78.222753,0,143.422227
"1593","The Unborn","PG-13","Horror","Fantasy",NA,2009,"Live Action",0,16,78.208812,42.67041,35.538402,47.620178
"1594","The Sentinel","PG-13","Thriller/Suspense","Contemporary Fiction",NA,2006,"Live Action",0,60,78.080697,36.280697,41.8,46.361748
"1595","Drive","R","Action","Contemporary Fiction",100,2011,"Live Action",0,15,78.054825,35.060689,42.994136,37.005134
"1596","Zuo Er","Not Rated","Drama","Contemporary Fiction",120,2015,"Live Action",0,0,77.91,0,77.91,0
"1597","Step Up All In","PG-13","Drama","Contemporary Fiction",112,2014,"Live Action",1,0,77.804384,14.904384,62.9,15.26924
"1598","The Ides of March","R","Drama","Contemporary Fiction",101,2011,"Live Action",0,23,77.735925,40.962534,36.773391,43.234808
"1599","Hostage","R","Action","Contemporary Fiction",NA,2005,"Live Action",0,75,77.636443,34.636443,43,45.227303
"1600","Windtalkers","R","Action","Historical Fiction",134,2002,"Live Action",0,115,77.628265,40.914068,36.714197,58.938385
"1601","The Number 23","R","Thriller/Suspense","Contemporary Fiction",95,2007,"Live Action",0,32,77.593167,35.193167,42.4,42.814944
"1602","The Golden Child","PG-13","Action","Fantasy",93,1986,"Live Action",0,12,77.559863,77.559863,0,172.058466
"1603","United 93","R","Drama","Dramatization",111,2006,"Live Action",0,18,77.551351,31.48345,46.067901,40.231527
"1604","Halloween","R","Horror","Fantasy",NA,2007,"Live Action",1,15,77.514401,58.269151,19.24525,70.888485
"1605","Ocho Apellidos Vascos",NA,"Comedy","Contemporary Fiction",98,2014,"Live Action",0,0,77.497478,0,77.497478,0
"1606","Out of Sight","R","Drama","Contemporary Fiction",123,1998,"Live Action",0,48,77.47481,37.47481,40,66.879355
"1607","The Ladykillers","R","Comedy","Contemporary Fiction",104,2004,"Live Action",0,35,77.392139,39.692139,37.7,53.498102
"1608","Something to Talk About","R","Comedy","Contemporary Fiction",105,1995,"Live Action",0,0,77.277438,50.835801,26.441637,97.815093
"1609","Diary of a Wimpy Kid: Dog Days","PG","Comedy","Kids Fiction",94,2012,"Live Action",1,22,77.229695,49.008662,28.221033,51.532977
"1610","Mirrors","R","Horror","Contemporary Fiction",NA,2008,"Live Action",0,35,77.220596,30.691439,46.529157,35.778184
"1611","There Will Be Blood","R","Drama","Historical Fiction",NA,2007,"Live Action",0,25,77.208711,40.222514,36.986197,46.910619
"1612","Money Train","R","Action","Contemporary Fiction",NA,1995,"Live Action",0,68,77.20509,35.30509,41.9,67.91218
"1613","Bad Santa","R","Black Comedy","Contemporary Fiction",NA,2003,"Live Action",0,18,77.147031,60.060328,17.086703,83.23693
"1614","Barbershop","PG-13","Comedy","Contemporary Fiction",NA,2002,"Live Action",0,12,77.063461,75.781642,1.281819,109.143469
"1615","Moonstruck","PG","Romantic Comedy","Contemporary Fiction",NA,1987,"Live Action",0,0,77.05112,77.05112,0,172.624353
"1616","Byeon-ho-in","Not Rated","Drama","Historical Fiction",127,2013,"Live Action",0,0,76.988372,0,76.988372,0
"1617","Diary of a Wimpy Kid","PG","Comedy","Contemporary Fiction",NA,2010,"Live Action",0,15,76.954311,64.003625,12.950686,67.897381
"1618","The Terminator","R","Action","Science Fiction",107,1984,"Live Action",0,6.4,76.953296,36.953296,40,91.660163
"1619","Bajrangi Bhaijaan","Not Rated","Action","Contemporary Fiction",159,2015,"Live Action",0,0,76.86337,8.178001,68.685369,8.178001
"1620","Coach Carter","PG-13","Drama","Contemporary Fiction",137,2005,"Live Action",0,45,76.665507,67.264877,9.40063,87.81722
"1621","The Muppet Movie","G","Comedy","Kids Fiction",95,1979,"Live Action",0,8,76.657,76.657,0,255.625132
"1622","Father of the Bride Part II","PG","Comedy","Contemporary Fiction",106,1995,"Live Action",1,0,76.578911,76.578911,0,146.607497
"1623","Home on the Range","PG","Comedy","Kids Fiction",NA,2004,"Hand Animation",0,110,76.482461,50.026353,26.456108,67.42682
"1624","The Mechanic","R","Action","Contemporary Fiction",93,2010,"Live Action",0,42.5,76.347393,29.121498,47.225895,30.737318
"1625","Teenage Mutant Ninja Turtles II: The Secret of the Ooze","PG","Adventure","Fantasy",NA,1991,"Live Action",1,25,76.323571,76.323571,0,151.740684
"1626","John Wick","R","Action","Contemporary Fiction",96,2014,"Live Action",0,0,76.237835,43.037835,33.2,44.088632
"1627","Easy A","PG-13","Comedy","Contemporary Fiction",92,2010,"Live Action",0,8,76.200721,58.401464,17.799257,61.954397
"1628","The Judge","R","Drama","Contemporary Fiction",141,2014,"Live Action",0,50,76.119388,47.119388,29,48.271481
"1629","The Book Thief","PG-13","Drama","Historical Fiction",127,2013,"Live Action",0,19,76.086711,21.488481,54.59823,22.110744
"1630","Stealth","PG-13","Action","Science Fiction",121,2005,"Live Action",0,138,76.004416,31.704416,44.3,41.398748
"1631","The Mortal Instruments: City of Bones","PG-13","Adventure","Fantasy",130,2013,"Live Action",0,60,75.965567,31.165421,44.800146,32.085432
"1632","48 Hrs.",NA,"Action","Contemporary Fiction",NA,1982,"Live Action",0,0,75.936265,75.936265,0,206.450143
"1633","Cocoon","PG-13","Adventure","Science Fiction",117,1985,"Live Action",0,0,75.901168,75.901168,0,178.955714
"1634","Tin Cup","R","Romantic Comedy","Contemporary Fiction",NA,1996,"Live Action",0,45,75.854588,53.854588,22,101.982558
"1635","Footloose","PG","Musical","Contemporary Fiction",NA,1984,"Live Action",0,8.2,75.84677,75.84677,0,188.939718
"1636","The Change-Up","R","Comedy","Contemporary Fiction",114,2011,"Live Action",0,52,75.835124,37.081475,38.753649,39.138957
"1637","Cruel Intentions","R","Drama","Contemporary Fiction",NA,1999,"Live Action",0,11,75.775536,38.201895,37.573641,62.942885
"1638","O Brother, Where Art Thou?","PG-13","Comedy","Historical Fiction",106,2000,"Live Action",0,26,75.763814,45.506619,30.257195,67.438588
"1639","The Untouchables","R","Action","Dramatization",NA,1987,"Live Action",0,25,75.72928,75.72928,0,162.111014
"1640","Dreamcatcher","R","Drama","Science Fiction",133,2003,"Live Action",0,68,75.685268,33.685268,42,46.757164
"1641","Man cheng jin dai huang jin jia","R","Action","Historical Fiction",NA,2006,"Live Action",0,45,75.566773,6.566773,69,8.082122
"1642","Stomp the Yard","PG-13","Drama","Contemporary Fiction",NA,2007,"Live Action",0,14,75.525718,61.356221,14.169497,74.64412
"1643","Xiao shi dai 3",NA,"Drama","Contemporary Fiction",0,2014,"Live Action",1,0,75.49,0,75.49,0
"1644","The Count of Monte Cristo","PG-13","Drama","Historical Fiction",NA,2002,"Live Action",0,40,75.38909,54.228104,21.160986,78.122073
"1645","Serendipity","PG-13","Romantic Comedy","Contemporary Fiction",92,2001,"Live Action",0,28,75.294136,50.25531,25.038826,74.317481
"1646","The Back-up Plan","PG-13","Romantic Comedy","Contemporary Fiction",NA,2009,"Live Action",0,35,75.281179,37.490007,37.791172,39.770766
"1647","Elizabeth: The Golden Age","PG-13","Drama","Dramatization",NA,2007,"Live Action",1,55,74.870866,16.28524,58.585626,19.812133
"1648","The Prince of Tides","R","Drama","Contemporary Fiction",NA,1991,"Live Action",0,30,74.787599,74.787599,0,133.321537
"1649","Jackie Brown","R","Drama","Contemporary Fiction",155,1997,"Live Action",0,12,74.701925,39.647595,35.05433,71.813211
"1650","I, Frankenstein","PG-13","Action","Fantasy",92,2012,"Live Action",0,65,74.57529,19.07529,55.5,19.542243
"1651","Bend it Like Beckham","PG-13","Drama","Contemporary Fiction",NA,2003,"Live Action",0,5.6,74.566042,32.543449,42.022593,45.169852
"1652","War Games",NA,"Thriller/Suspense","Science Fiction",NA,1983,"Live Action",0,12,74.433837,74.433837,0,197.781342
"1653","To Rome with Love","R","Romantic Comedy","Contemporary Fiction",112,2012,"Live Action",0,21.5,74.363777,16.684352,57.679425,17.543721
"1654","The Kite Runner","PG-13","Drama","Contemporary Fiction",NA,2007,"Live Action",0,20,74.180745,15.800078,58.380667,18.74546
"1655","Escape From Planet Earth","PG","Adventure","Kids Fiction",89,2012,"Digital Animation",0,40,74.15661,57.012977,17.143633,58.696014
"1656","The Core","PG-13","Action","Science Fiction",NA,2003,"Live Action",0,85,74.132631,31.11126,43.021371,43.184287
"1657","Obsessed","PG-13","Thriller/Suspense","Contemporary Fiction",NA,2009,"Live Action",0,20,73.964713,68.261644,5.703069,76.179999
"1658","The Hurricane","R","Drama","Dramatization",146,1999,"Live Action",0,38,73.956241,50.699241,23.257,78.725341
"1659","The Divine Secrets of the Ya-Ya Sisterhood","PG-13","Comedy","Contemporary Fiction",NA,2002,"Live Action",0,27,73.826768,69.586544,4.240224,100.247741
"1660","Diary of a Wimpy Kid: Rodrick Rules","PG","Comedy","Contemporary Fiction",99,2010,"Live Action",1,18,73.695194,52.698535,20.996659,55.622534
"1661","The Jerk",NA,"Comedy","Contemporary Fiction",NA,1979,"Live Action",0,0,73.691419,73.691419,0,245.735926
"1662","Life","R","Comedy","Contemporary Fiction",NA,1999,"Live Action",0,75,73.475268,64.016268,9.459,105.475626
"1663","Next","PG-13","Action","Science Fiction",NA,2007,"Live Action",0,0,73.430355,18.049868,55.380487,21.958921
"1664","Beetle Juice","PG","Comedy","Fantasy",92,1988,"Live Action",0,15,73.326666,73.326666,0,133.671838
"1665","Here Comes the Boom","PG","Comedy","Contemporary Fiction",104,2011,"Live Action",0,42,73.239258,45.290318,27.94894,47.596951
"1666","Dude, Where's My Car?","PG-13","Comedy","Contemporary Fiction",82,2000,"Live Action",0,13,73.180297,46.729374,26.450923,71.742844
"1667","Eternal Sunshine of the Spotless Mind","R","Comedy","Fantasy",108,2004,"Live Action",0,20,73.135439,34.366518,38.768921,46.320091
"1668","Tong zhuo de ni",NA,"Drama","Historical Fiction",0,2014,"Live Action",0,0,73.05,0,73.05,0
"1669","Superhero Movie","PG-13","Comedy","Super Hero",NA,2008,"Live Action",0,35,73.026302,26.63852,46.387782,31.015512
"1670","Ben-Hur",NA,"Adventure","Historical Fiction",NA,1959,"Live Action",0,15,73,73,0,1198.058824
"1671","Hana yori dango: Fainaru",NA,"Drama",NA,NA,2008,"Live Action",0,0,73,0,73,NA
"1672","Pan","PG","Adventure","Fantasy",111,2015,"Live Action",0,150,72.841311,25.741311,47.1,25.741311
"1673","Lady in the Water","PG-13","Drama","Fantasy",NA,2006,"Live Action",0,75,72.785169,42.285169,30.5,54.034636
"1674","Urban Legend","R","Horror","Contemporary Fiction",NA,1998,"Live Action",0,14,72.503794,38.048637,34.455157,67.877218
"1675","Yours, Mine and Ours","PG","Comedy","Contemporary Fiction",NA,2005,"Live Action",0,45,72.359917,53.359917,19,69.614872
"1676","Death Race","R","Action","Science Fiction",NA,2008,"Live Action",0,65,72.298317,36.09753,36.200787,42.334983
"1677","Colombiana","PG-13","Thriller/Suspense","Contemporary Fiction",107,2011,"Live Action",0,40,72.295262,36.665854,35.629408,38.700277
"1678","Problem Child","PG","Comedy","Contemporary Fiction",NA,1990,"Live Action",0,0,72.270895,53.470891,18.800004,96.381471
"1679","Always","PG","Drama","Fantasy",123,1989,"Live Action",0,0,72.14363,41.84363,30.3,69.319804
"1680","Wan P_su Firumu: Zetto",NA,"Action","Contemporary Fiction",0,2012,"Digital Animation",1,0,72.028342,0,72.028342,0
"1681","Around the World in 80 Days","PG","Adventure","Historical Fiction",120,2004,"Live Action",0,110,72.004159,24.004159,48,32.353431
"1682","My Fair Lady",NA,"Musical","Historical Fiction",NA,1964,"Live Action",0,17,72,72,0,648.000001
"1683","Funny People","R","Comedy","Contemporary Fiction",146,2009,"Live Action",0,72.5,71.880305,51.855045,20.02526,57.87023
"1684","Fack ju Gothe",NA,"Comedy","Contemporary Fiction",118,2013,"Live Action",NA,0,71.853272,0,71.853272,0
"1685","The Last of the Mohicans","R","Action","Historical Fiction",NA,1992,"Live Action",0,40,71.759298,71.759298,0,144.741606
"1686","Rules of Engagement","R","Thriller/Suspense","Contemporary Fiction",127,2000,"Live Action",0,60,71.719931,61.322858,10.397073,95.226779
"1687","Thermae Romae",NA,"Action","Contemporary Fiction",108,2012,"Live Action",0,0,71.671405,0,71.671405,0
"1688","The Best Man Holiday","R","Comedy","Contemporary Fiction",122,2013,"Live Action",1,17,71.625195,70.525195,1.1,72.606946
"1689","Sammy's avonturen: De geheime doorgang","PG","Adventure","Kids Fiction",NA,2010,"Digital Animation",0,25,71.594792,0,71.594792,0
"1690","Trainspotting","R","Drama","Contemporary Fiction",NA,1996,"Live Action",0,3.1,71.560987,16.501,55.059987,31.247369
"1691","Bandits","PG-13","Comedy","Contemporary Fiction",NA,2001,"Live Action",0,75,71.523271,41.523271,30,61.399935
