"","ID","V","BV","Para","Uncert"
"2176",2003.01,15.82,-0.4,0.0054,94
"2177",2004,5.28,1.48,0.028,161
"2178",2006,4.07,0.39,0.0555,113
"2179",2006.01,10.87,1.42,0.0366,117
"2180",2007,5.5,1.6,0.0292,141
"2181",2007.01,10.31,1.39,0.0232,120
"2182",2008,5.59,0.22,0.0254,75
"2183",2009,7.81,0.67,0.0532,150
"2184",2010,3.36,0.84,0.0065,82
"2185",2010.1,10.75,1.55,0.0576,83
"2186",2011.01,13.08,1.48,0.0452,32
"2187",2012.01,12.73,1.22,0.0182,120
"2188",2013,5.29,0.01,0.008,161
"2189",2014,7.31,1.16,0.0088,150
"2190",2015,4.35,1.16,0.0336,137
"2191",2016.01,14.81,2.06,0.2758,30
"2192",2017,9.43,1.08,0.012,150
"2193",2017.01,15.73,0.29,0.0449,38
"2194",2018,7.43,0.63,0.0169,98
"2195",2019,11.92,0.92,0.0182,36
"2196",2020,3.77,1.13,0.0398,127
"2197",2021,5.09,0.25,0.0192,117
"2198",2023.01,12.41,1.06,0.0309,120
"2199",2026,5.47,0.18,0.0149,98
"2200",2028.01,11.67,1.57,0.0776,45
"2201",2029,5.9,1.11,0.0131,98
"2202",2031,6.24,0.36,0.0322,89
"2203",2032,5.33,1.25,0.0143,84
"2204",2033,5.42,-0.06,2e-04,137
"2205",2034,9.5,0.77,0.0136,150
"2206",2035,6.36,1.02,0.0261,179
"2207",2036,10.34,1.11,0.027,150
"2208",2037,9.26,1.41,0.0667,39
"2209",2039,6.15,1.02,0.0142,107
"2210",2040,8.78,0.92,0.0382,106
"2211",2041,6.19,0.27,0.0144,150
"2212",2042,6.38,0.79,0.0834,101
"2213",2043,10.8,1.21,0.053,150
"2214",2044.01,12.73,1.62,0.0734,96
"2215",2045,7.17,0.76,0.039,150
"2216",2047.1,5.64,0.62,0.0692,15
"2217",2048,5.99,0.52,0.0497,54
"2218",2050,4.6,1.17,0.0136,94
"2219",2051,5.01,1.33,0.0068,127
"2220",2051.01,14.68,1.68,0.0408,32
"2221",2051.02,8.7,0.33,0.0057,8
"2222",2051.03,7.8,0.22,0.0044,4
"2223",2052,7.56,0.62,0.025,154
"2224",2053,4.16,0,0.0307,64
"2225",2055.01,8.1,0.21,0.0056,10
"2226",2055.1,6.77,0.65,0.0412,150
"2227",2056,4.86,1,0.0149,213
"2228",2057,8.04,0.68,0.0119,81
"2229",2057.11,15.05,1.93,0.0998,34
"2230",2058,9.8,0.66,0.0283,150
"2231",2059,4.44,1.21,0.0343,115
"2232",2060,5.27,-0.04,0.0334,106
"2233",2062,8.96,0.74,0.0253,150
"2234",2062.01,7.73,0.22,0.0058,10
"2235",2062.02,6.66,0.25,0.0077,4
"2236",2062.03,9.32,1.08,0.0629,120
"2237",2062.04,9.66,1.12,0.0378,98
"2238",2063,5.37,0.99,0.0147,84
"2239",2064,4.14,0.11,0.0163,149
"2240",2065,7.64,0.83,0.0547,40
"2241",2066,7.24,0.6,0.008,64
"2242",2067,5.05,0.73,0.0621,84
"2243",2067.01,17.68,2.02,0.0711,10
"2244",2067.02,9.87,1.4,0.0401,94
"2245",2068,4.98,1.42,0.0241,67
"2246",2069,6.33,1.57,0.0095,106
"2247",2071,5.47,1.02,0.0187,137
"2248",2072,4.89,0.9,0.0194,137
"2249",2074,9.67,0.44,0.0088,21
"2250",2075,3.97,0.94,0.0157,149
"2251",2076,14.11,1.63,0.0392,96
"2252",2076.1,11.98,1.52,0.0942,125
"2253",2076.11,13.64,1.6,0.0324,43
"2254",2077,4.88,1.06,0.032,110
"2255",2078,9.62,1.4,0.0643,31
"2256",2078,9.7,1.41,0.0643,31
"2257",2079,3.84,0.71,0.029,149
"2258",2080,4.66,0.02,0.0126,98
"2259",2080.1,11.9,0.25,0.1127,97
"2260",2082,8.58,0.94,0.0383,42
"2261",2083,8.12,0.9,0.0482,150
"2262",2084,5.2,0.01,0.0048,137
"2263",2085,4.62,0.84,0.006,73
"2264",2086,3.94,1.08,0.0225,67
"2265",2087,8.74,0.97,0.0185,95
"2266",2088,6.13,0.94,0.0073,128
"2267",2089,6.56,0.93,0.0956,97
"2268",2091,4.02,1.01,0.0202,50
"2269",2092,4.07,0.87,0.0486,161
"2270",2094,7.21,0.74,0.0459,178
"2271",2095,6.56,0.55,0.0325,150
"2272",2096,3.38,0.68,0.0224,52
"2273",2097,4.32,0.9,0.0108,81
"2274",2098,1.96,0.04,0.0498,94
"2275",2098,2.02,0.04,0.0498,94
"2276",2100,5.29,0.04,0.0192,63
"2277",2101,3.91,0,4e-04,137
"2278",2103.01,9.28,1.34,0.0579,43
"2279",2104,10.42,1.28,0.0263,95
"2280",2105,4.36,-0.04,0.0125,61
"2281",2106,6.36,0.58,0.0275,150
"2282",2106.01,14.71,1.7,0.0354,38
"2283",2107,11.32,0.74,0.0091,53
"2284",2108,5.15,0.98,0.0166,84
"2285",2108.01,9.77,1.36,0.0589,114
"2286",2109,9.17,0.74,0.0311,106
"2287",2110,10.17,0.63,0.0204,150
"2288",2111,5.21,0.87,0.0267,161
"2289",2112,5.48,0.06,0.0343,149
"2290",2113,8.05,1.39,0.0895,35
"2291",2113,8.7,1.39,0.0895,35
"2292",2113.01,11.54,1.48,0.0627,36
"2293",2114,4.01,1.27,0.0184,75
"2294",2115,4.93,0.05,0.0104,117
"2295",2116,6.23,1.62,2e-04,126
"2296",2117,5.95,0.87,0.0768,24
"2297",2118,6.57,0.64,0.0168,111
"2298",2118.1,9.31,1.13,0.0411,150
"2299",2119,8.66,0.7,0.01,84
"2300",2123,9.13,0.76,0.0146,163
"2301",2124,9.6,0.46,0.0112,118
"2302",2125,8.42,1.12,0.0108,208
"2303",2126,6.72,0.67,0.0205,51
"2304",2126,6.72,0.67,0.0205,51
"2305",2128,12.52,1.61,0.0618,67
"2306",2129,5.35,0.42,0.0291,161
"2307",2129.2,10.06,1.12,0.0373,150
"2308",2130,6,0.67,0.0574,15
"2309",2130.01,14.32,1.7,0.0726,34
"2310",2131.1,6.64,3.36,0.0032,198
"2311",2132,9.99,1.38,0.045,42
"2312",2134,3.11,1,0.0304,84
"2313",2137,8.65,1,0.0653,150
"2314",2140,5.45,0.12,0.0106,84
"2315",2140.1,8.44,0.65,0.0174,150
"2316",2141,4.89,0.11,0.0348,149
"2317",2141.1,10.6,1.53,0.0644,39
"2318",2143,3.14,0.19,0.0712,80
"2319",2144,6.85,0.62,0.0276,127
"2320",2144.01,14.81,1.66,0.0332,46
"2321",2144.03,14.06,1.84,0.1912,25
"2322",2145,8,0.76,0.0385,150
"2323",2146,9.26,1.11,0.0387,66
"2324",2147,4.25,0.14,0.022,72
"2325",2147.01,15.18,0.01,0.0488,34
"2326",2148,4.76,1.53,0.0108,66
"2327",2149.01,13.32,1.72,0.0969,27
"2328",2149.1,10.38,1.28,0.0173,150
"2329",2149.11,14.12,1.7,0.0507,33
"2330",2150,5.86,0.53,0.0287,77
"2331",2151,9.67,0.48,0.0122,105
"2332",2152,10.67,0.41,0.02,117
"2333",2153,3.97,0.44,0.0661,65
"2334",2154,9.36,0.8,0.0373,150
"2335",2154.1,12.34,1.45,0.042,44
"2336",2155,5.18,0.25,0.0109,127
"2337",2156,8.71,1.3,0.0523,56
"2338",2156.01,11.92,1.54,0.0385,92
"2339",2157,7.54,1.15,0.0153,86
"2340",2158,12.33,1.46,0.0725,163
"2341",2161,4.45,0.65,0.0283,137
"2342",2162,3.6,0,0.0111,57
"2343",2162.1,5.45,-0.04,0.0029,84
"2344",2163,5.16,0.42,0.0527,92
"2345",2165,7.28,0.51,0.0263,150
"2346",2166,10.59,1.25,0.0214,151
"2347",2167,5.14,1.51,0.0106,87
"2348",2167.01,14.77,1.65,0.0268,50
"2349",2168,10.17,1.26,0.0486,91
"2350",2169,4.56,1.04,0.0198,72
"2351",2170,4.97,1.22,0.0102,75
"2352",2171,3.75,1.2,0.0183,137
"2353",2172,4,0.14,0.0494,161
"2354",2173.1,7.44,0.58,0.0099,150
"2355",2174,4.8,0.49,0.0496,52
"2356",2174,4.84,0.49,0.0496,52
"2357",2175.01,9.51,1.42,0.0743,45
"2358",2177.01,5.24,-0.11,0.0264,70
"2359",2177.02,17.46,1.79,0.0391,64
"2360",2178,5.98,0.66,0.0353,20
"2361",2180,8.24,0.67,0.0126,78
"2362",2180.1,7.31,0.66,0.0173,150
"2363",2180.11,10.7,1.14,0.0135,120
"2364",2180.12,14.53,1.82,0.0457,34
"2365",2181,10.26,1.24,0.0298,120
"2366",2182.01,9.93,1.41,0.0422,40
"2367",2183,4.58,1.59,0.0115,199
"2368",2184,7.32,0.61,0.0381,86
"2369",2184.1,7.15,0.61,0.0392,150
"2370",2186,6.77,0.57,0.0433,150
"2371",2187,2.21,1.66,0.0201,101
"2372",2187.02,10.94,1.44,0.0472,120
"2373",2188,4.48,0.61,0.0217,149
"2374",2190,5.96,0.18,0.0222,107
"2375",2190.1,10.52,1.1,0.028,150
"2376",2190.11,12.29,1.56,0.0359,97
"2377",2191,10.12,1.38,0.0428,44
"2378",2191,10.67,1.38,0.0428,44
"2379",2192,5.13,0.58,0.0448,82
"2380",2193,6.51,0.73,0.0477,51
"2381",2197,9.78,0.78,0.0457,106
"2382",2198,7.61,1.39,0.1628,29
"2383",2199,10.47,1.08,0.027,163
"2384",2199.01,9,0.68,0.0322,81
"2385",2199.02,13.85,0.34,0.0973,19
"2386",2199.03,4.83,0.19,0.0407,111
"2387",2200,3.88,-0.06,0.0243,76
"2388",2200.1,8.04,1.02,0.0458,47
"2389",2200.2,8.03,0.57,0.0284,150
"2390",2200.21,15.37,0.21,0.0346,40
"2391",2200.22,15.11,1.85,0.0644,40
"2392",2203.2,5.25,-0.14,0.0094,150
"2393",2204,7.05,0.29,0.0315,193
"2394",2205,5.27,0.99,0.0122,137
"2395",2207,6.71,0.41,0.0393,161
"2396",2208,5.24,1.17,0.0114,61
"2397",2209,4.94,1.11,0.0248,137
"2398",2210,4.62,0.45,0.0624,149
"2399",2211,7.74,0.74,0.0259,63
"2400",2212,7.21,0.98,0.0575,42
"2401",2212,7.86,1,0.0575,42
"2402",2213,1.68,0,0.0228,77
"2403",2214,3.82,0.06,0.0388,96
"2404",2215,5.12,1.67,0.0153,161
"2405",2216,5.33,1.17,0.0245,149
"2406",2216.01,14.5,1.7,0.0494,27
"2407",2217,6.64,0.47,0.0262,100
"2408",2219,4.34,1.63,0.0233,161
"2409",2220,6.13,0.42,0.0366,98
"2410",2221,9.3,1.23,0.0581,84
"2411",2222,8.16,0.87,0.05,150
"2412",2222.01,15.6,1.86,0.0478,46
"2413",2222.1,2.25,0.18,0.0153,149
"2414",2223,3.13,1.55,0.022,89
"2415",2224,4.79,0.93,0.0211,149
"2416",2226,9.54,1.18,0.0294,113
"2417",2228,4.8,0.93,0.0211,97
"2418",2228.01,13.33,1.6,0.0608,41
"2419",2228.02,9.09,1.16,0.0493,169
"2420",2229,5.39,0.42,0.0565,149
"2421",2229,6.13,0.42,0.0565,149
"2422",2230,7.64,0.99,0.0545,77
"2423",2231,9.03,1.19,0.0501,83
"2424",2232,4.72,1.63,0.0089,161
"2425",2232.01,15.5,0.17,0.0105,42
"2426",2233,8.86,0.8,0.0278,101
"2427",2234,4.81,0.94,0.0166,110
"2428",2236,4.69,0.92,0.0366,137
"2429",2237,2.5,-0.18,0.0121,150
"2430",2238,9.52,1.45,0.1074,97
"2431",2240,13.43,1.61,0.0607,257
"2432",2241,6.29,0.97,0.0154,128
"2433",2242,10.1,0.96,0.0186,110
"2434",2243,12.66,1.2,0.0164,83
"2435",2243.1,6.26,1.57,8e-04,150
"2436",2247,1.98,1.44,0.0211,26
"2437",2248,4.69,1.14,0.0288,106
"2438",2250,5.38,0.64,0.0363,75
"2439",2250,5.8,0.65,0.0363,75
"2440",2251,4.29,1.48,0.0153,120
"2441",2252,5.41,0.6,0.0211,50
"2442",2253,3.67,0.33,0.0395,76
"2443",2253.1,11.14,0.4,0.0062,141
"2444",2253.11,10.52,1.43,0.0092,150
"2445",2254,12.1,1.53,0.0605,41
"2446",2255,4.6,0.46,0.0582,58
"2447",2255.01,14.76,0.12,0.022,31
"2448",2256,7.2,1,0.0829,51
"2449",2257,7.06,0.62,0.0026,110
"2450",2258,8.12,0.49,0.0152,150
"2451",2259,9.86,1.17,0.0321,95
"2452",2259.01,11.03,1.32,0.0197,77
"2453",2260,4.51,1.44,0.0036,137
"2454",2260.01,11.71,1.59,0.0993,32
"2455",2261,4.56,0.77,0.0404,84
"2456",2262,10.19,1.5,0.0653,49
"2457",2263,12.18,1.46,0.0494,149
"2458",2264,4.31,1.54,0.0195,67
"2459",2265,5.47,1.08,0.0347,173
"2460",2266,3.17,0.46,0.0689,57
"2461",2267,10.06,1.54,0.1064,76
"2462",2267,10.81,1.53,0.1064,76
"2463",2267.1,4.97,1.05,0.0143,24
"2464",2268,3.6,0.36,0.0641,69
"2465",2268,4.12,0.36,0.0641,69
"2466",2268.01,4.57,0.1,0.0134,91
"2467",2269,7.01,0.77,0.0536,139
"2468",2270,8.65,0.65,0.029,150
"2469",2271,8.53,0.88,0.0221,110
"2470",2272,10.1,0.48,0.0216,84
"2471",2273.1,7.82,0.92,0.0561,59
"2472",2273.11,15.91,0.23,0.0312,46
"2473",2275,4.5,0.01,0.0238,98
"2474",2276,3.13,1.55,0.033,77
"2475",2277,5.35,0.9,0.022,137
"2476",2278,5.01,1.02,0.0506,173
"2477",2280,5.41,0.77,0.0907,25
"2478",2281,6.36,0.01,0.0044,98
"2479",2281.1,10.92,1.58,0.1075,120
"2480",2282.01,9.44,1.26,0.0119,93
"2481",2283,5,1.05,0.0177,161
"2482",2285,8.41,0.58,0.0219,150
"2483",2286,8.84,0.58,0.0187,110
"2484",2286,8.84,0.58,0.0187,110
"2485",2287,4.68,1.32,0.0096,149
"2486",2288,4.35,0.17,0.0172,150
"2487",2289,6.99,0.59,0.0192,150
"2488",2290,5.5,1,0.0179,117
"2489",2291,10.57,1.5,0.0813,35
"2490",2291.02,10.51,1.07,0.004,107
"2491",2292,11.22,1.52,0.0903,105
"2492",2293,3.91,1.32,0.0232,96
"2493",2294,12.5,1.53,0.0651,87
"2494",2295,14.2,1.77,0.079,38
"2495",2296,10.5,0.38,0.0082,52
"2496",2297,5.62,0.95,0.0186,84
"2497",2298,10.4,1.25,0.0827,53
"2498",2299,3.52,0.49,0.0317,102
"2499",2299,3.52,0.49,0.0317,102
"2500",2299.1,10.72,1.51,0.0968,117
"2501",2301,6.24,1.25,0.0125,141
"2502",2302,10.6,1.4,0.0658,26
"2503",2303,12.35,1.7,0.0181,76
"2504",2303,12.35,1.7,0.0181,76
"2505",2304,8.12,1.15,0.0519,45
"2506",2305,5.32,0.2,0.0292,114
"2507",2306,4.94,0.53,0.0835,110
"2508",2306.01,16.49,0.47,0.0344,82
"2509",2307.1,8.26,0.56,0.0302,150
"2510",2307.2,9.3,0.53,0.0102,150
"2511",2307.21,17.33,0.23,0.0215,41
"2512",2308,4.79,0.51,0.0512,161
"2513",2308,5.45,0.51,0.0512,161
"2514",2310,2.98,0.8,0.0065,111
"2515",2312,13.3,0.07,0.0294,29
"2516",2313,10.11,1.53,0.11,78
"2517",2314,9.45,0.72,0.021,150
"2518",2315,9.68,0.67,0.0215,95
"2519",2315.01,6.45,0.43,0.0109,13
"2520",2315.02,10.97,1.36,0.0411,104
"2521",2316,5.09,0.62,0.0739,49
"2522",2317,6.02,1.3,0.0083,10
"2523",2318,3.69,1.22,0.0248,149
"2524",2321,10.91,0.42,1e-04,71
"2525",2323,8.31,0.38,0.0151,15
"2526",2323.01,15.2,0.13,0.0435,35
"2527",2325,3.8,0.29,0.0388,73
"2528",2327,7.63,0.6,0.016,111
"2529",2328,3.01,0.28,0.0255,186
"2530",2329,4.59,0.03,9e-04,76
"2531",2330,7.93,0.9,0.044,150
"2532",2333,5.32,0.23,0.0386,98
"2533",2334,10.05,1.48,0.0736,59
"2534",2334.01,15.2,1.57,0.0302,48
"2535",2335,5.45,0.89,0.017,173
"2536",2336,4.12,0.92,0.0192,106
"2537",2336.1,8.88,1.23,0.0398,43
"2538",2337,6.02,-0.04,0.0121,56
"2539",2338,3.88,1.22,0.0227,102
"2540",2340,7.64,1.18,0.1015,99
"2541",2341.01,10.58,1.4,0.0527,89
"2542",2342,5.05,0.04,0.011,150
"2543",2342.01,16.79,1.79,0.0288,9
"2544",2343,4.58,1.2,0.004,127
"2545",2343.01,10.54,1.52,0.0597,96
"2546",2344,6.3,0.62,0.0142,150
"2547",2345,9,1.43,0.0842,27
"2548",2345.1,5.27,0.07,0.024,98
"2549",2347,4.88,1.23,0.0293,127
"2550",2348,4.94,1.57,0.0097,161
"2551",2349,5.93,0.89,0.0068,149
"2552",2351,8.16,0.52,0.0143,150
"2553",2352,5.85,1.13,0.0105,159
"2554",2352.1,7.71,0.59,0.0379,150
"2555",2353,9.05,0.97,0.0246,101
"2556",2354,7.6,0.56,0.0294,64
"2557",2355,5.14,0.46,0.0387,98
"2558",2356,9.01,0.96,0.0675,150
"2559",2356.01,15.07,0.24,0.0409,45
"2560",2356.02,13.31,1.49,0.0126,85
"2561",2356.02,14.8,1.65,0.0126,85
"2562",2357,5.26,-0.04,0.0165,84
"2563",2357.11,10.84,1.35,0.0172,150
"2564",2358,9.26,0.51,0.0218,178
"2565",2359,8.46,1.02,0.0298,84
"2566",2360,5.23,0.31,0.0279,149
"2567",2361,11.27,1.55,0.0666,89
"2568",2363,7.97,0.73,0.0342,150
"2569",2364,4.7,1.6,0.0171,76
"2570",2365,11.87,1.42,0.0353,28
"2571",2366,5.36,0.66,0.0652,19
"2572",2367,11.67,0.97,0.0445,150
"2573",2368,7.68,1.89,0.008,193
"2574",2370.1,10.07,1.37,0.068,51
"2575",2371.1,9.04,1.07,0.0526,150
"2576",2372,11.43,1.49,0.0731,92
"2577",2374,6.8,0.52,0.0308,154
"2578",2374.01,13.19,1.55,0.0258,119
"2579",2375.01,14.33,1.75,0.0562,40
"2580",2378.01,4.48,0.18,0.0478,111
"2581",2379,9.48,1.4,0.0548,60
"2582",2379,10.18,1.4,0.0548,60
"2583",2379.1,9.95,1.38,0.0425,107
"2584",2381,5.08,0.88,0.0152,149
"2585",2381,5.08,0.88,0.0152,149
"2586",2382,7.61,1.54,0.0104,150
"2587",2383,4.49,-0.04,0.0135,161
"2588",2384,1.35,-0.11,0.0442,88
"2589",2384.01,13.47,1.66,0.0752,32
"2590",2385,7.28,0.61,0.0208,150
"2591",2385.01,6.65,0.53,0.0043,89
"2592",2387,8.23,0.87,0.0171,150
"2593",2388,6.13,0.6,0.047,101
"2594",2388,6.15,0.6,0.047,101
"2595",2389,5.31,0.36,0.0254,127
"2596",2390,6.61,1.37,0.2071,12
"2597",2391,8.42,0.76,0.0135,150
"2598",2392,8.08,0.6,0.0461,101
"2599",2393,3.61,1.01,0.0275,84
"2600",2395,8.43,0.63,0.0192,68
"2601",2395.1,10.64,1.57,0.1168,106
"2602",2395.11,9.27,1.48,0.1168,59
"2603",2396,9.96,1.44,0.0701,101
"2604",2397,9.53,1.1,0.0488,119
"2605",2398,9.94,0.91,0.0044,102
"2606",2399.01,13.6,1.7,0.0329,34
"2607",2399.1,10.2,1.36,0.0339,163
"2608",2400,7.21,0.49,0.0409,173
"2609",2401,7.76,0.6,0.0433,85
"2610",2402,6.38,0.59,0.0535,93
"2611",2403,8.19,0.8,0.0651,150
"2612",2403.1,10.16,1.25,0.0376,83
"2613",2404.01,16.04,0.4,0.0345,39
"2614",2405,6.66,0.32,0.025,89
"2615",2407,3.85,0.05,0.0324,97
"2616",2407.1,6.57,0.15,6e-04,150
"2617",2408,5.16,0.21,0.0104,161
"2618",2410,5.97,0.67,0.0348,18
"2619",2410.01,15.37,0.26,0.0232,43
"2620",2411,3.45,0.03,0.0257,84
"2621",2412,3.44,0.31,0.0132,89
"2622",2412.01,14.7,1.45,0.0118,48
"2623",2413,5.82,0.5,0.0577,53
"2624",2414.1,11.06,1.47,0.0898,69
"2625",2415,5.24,0.31,0.0266,186
"2626",2416,6.65,0.66,0.0263,141
"2627",2417,10.01,0.43,1e-04,101
"2628",2418,3.4,1.54,0.0242,199
"2629",2419,10.22,0.34,0.0565,150
"2630",2420,9.4,1.54,0.2046,28
"2631",2421,4.79,0.45,0.0509,150
"2632",2422,8.67,0.74,0.0252,150
"2633",2423,2.61,1.15,0.0225,59
"2634",2423.01,10.39,-0.02,0.0097,69
"2635",2424,10.51,1.32,0.0205,120
"2636",2426,9.4,1.08,0.0251,85
"2637",2428,7.18,0.55,0.0463,150
"2638",2428.01,14.71,0.36,0.0612,36
"2639",2429,5.76,0.54,0.0433,66
"2640",2429.1,10.58,0.85,0.0361,150
"2641",2430,3.05,1.59,0.0326,82
"2642",2431,9.39,0.73,0.0053,117
"2643",2432,7.86,0.76,0.0239,126
"2644",2433,4.97,-0.06,0.0418,146
"2645",2433.1,8.22,0.92,0.0195,150
"2646",2433.11,7.28,0.65,0.0335,61
"2647",2435,4.83,1.12,0.022,161
"2648",2436,6.54,0.46,0.0087,111
"2649",2437.2,10.52,1.44,0.0542,87
"2650",2438,5.26,0.37,0.0455,120
"2651",2439,5.33,0.25,0.0136,149
"2652",2439.1,10,1.24,0.0411,50
"2653",2440,7.09,0.68,0.0336,150
"2654",2440.01,15.39,1.74,0.0281,48
"2655",2443,10.17,1.45,0.0837,50
"2656",2443.01,18.06,0.84,0.0077,84
"2657",2444,7.3,0.82,0.066,222
"2658",2445,11.19,0.94,0.042,150
"2659",2446,3.81,1.48,0.018,28
"2660",2447,9.76,0.95,0.0239,92
"2661",2448,8.41,0.62,0.0363,111
"2662",2449,6.44,0.6,0.0501,54
"2663",2450,4.21,0.9,0.0207,72
"2664",2450.01,13.24,1.68,0.0477,22
"2665",2451,4,0.35,0.0671,110
"2666",2452,4.25,1.45,0.0223,149
"2667",2453,7.86,0.8,0.029,65
"2668",2453.01,11.48,1.42,0.0211,39
"2669",2456,9.64,1.52,0.1338,51
"2670",2457,8.72,1.33,0.0749,56
"2671",2458,8.87,0.83,0.0284,106
"2672",2459,4.84,0.52,0.0748,28
"2673",2460,3.82,0.31,0.0082,137
"2674",2460.01,8.77,1.15,0.0231,78
"2675",2460.1,9.65,1.38,0.0482,150
"2676",2461,9.4,0.75,0.0041,115
"2677",2462,8.86,1.33,0.0655,128
"2678",2463,5.29,1.86,0.0083,186
"2679",2463.01,15.49,1.65,0.0187,99
"2680",2464,4.84,0.96,0.0261,107
"2681",2466,4.75,0.23,0.0287,111
"2682",2467,3.85,-0.14,0.0085,84
"2683",2468,4.89,0.5,0.0469,101
"2684",2470,4.74,0.04,0.0124,173
"2685",2470.01,11.93,1.55,0.0759,38
"2686",2471,11.12,0.9,0.041,163
"2687",2472,5.16,0.34,0.0334,95
"2688",2473,5.02,1.04,0.0083,149
"2689",2473.01,12.97,-0.15,0.0323,126
"2690",2474,5.08,1.6,0.0149,137
"2691",2475,9.42,0.91,0.0324,150
"2692",2476,5.08,0.94,0.0329,100
"2693",2477,12.39,0.93,0.0146,169
"2694",2479,9.09,0.61,0.0229,98
"2695",2480,12.61,1.56,0.0688,63
"2696",2482,8.03,0.86,0.0344,150
"2697",2483,5.7,0.52,0.048,85
"2698",2484,4.45,1.62,0.0242,161
"2699",2485,7.03,0.62,0.0204,150
"2700",2486,4.89,1.62,0.0088,149
"2701",2487,5.08,1.18,0.0362,161
"2702",2488,4.71,0.81,0.0176,101
"2703",2489,3.84,0.3,0.0368,84
"2704",2490,5.85,0.57,0.0257,48
"2705",2490.01,9.97,-0.18,0.0035,52
"2706",2491,4.91,0.92,0.0128,137
"2707",2491.01,11.12,-0.3,0.0085,94
"2708",2492,4.11,1.58,0.0069,161
"2709",2493,7.51,0.44,0.0219,75
"2710",2495,11.3,1.53,0.0754,60
"2711",2496,4.66,1.48,0.014,137
"2712",2497,5.12,1.2,0.0258,74
"2713",2498,4.28,1.04,0.0199,173
"2714",2500,5,1.38,0.0034,120
"2715",2501,8.3,0.58,0.0098,75
"2716",2501.01,12.97,1.68,0.0967,23
"2717",2502,6.26,0.88,0.0253,150
"2718",2502.01,16.52,0.31,0.0222,35
"2719",2503,11,1.37,0.0309,120
"2720",2505,5.18,0.33,0.021,77
"2721",2506,5.08,0.04,0.0142,98
"2722",2507,7.32,0.55,0.002,150
"2723",2509.02,17.73,0.09,0.0106,54
"2724",2509.1,9.23,1.41,0.0733,64
"2725",2509.1,9.3,1.41,0.0733,64
"2726",2510,4.57,1.71,0.0173,137
"2727",2510.01,13.83,1.57,0.0305,30
"2728",2511.01,13.87,1.81,0.2225,113
"2729",2512,11.03,1.44,0.0569,65
"2730",2512.01,10.13,1.22,0.0569,120
"2731",2513,10.22,0.5,0.0234,106
"2732",2514,6.71,1.03,0.0258,127
"2733",2515,9.2,0.9,0.0024,150
"2734",2516.02,15.6,2.1,0.2203,36
"2735",2517,6.15,1.15,0.0368,124
"2736",2517.1,5.34,0.03,0.0053,125
"2737",2517.11,12.99,1.67,0.1029,32
"2738",2518,12.58,0.6,0.0023,162
"2739",2521,3.11,1.25,0.0302,117
"2740",2521.01,13.07,1.52,0.0436,28
"2741",2523,7.53,0.62,0.0281,150
"2742",2524,11.63,1.66,0.1452,56
"2743",2525,8.23,0.47,0.0219,106
"2744",2526,12.67,1.64,0.0839,257
"2745",2528,5.93,0.99,0.0306,96
"2746",2529,9.68,1.09,0.0564,71
"2747",2529.1,10.2,0.9,0.0469,161
"2748",2530.01,10.67,1.29,0.0352,120
"2749",2531,5.1,1.36,0.0161,84
"2750",2531.1,9.8,1.06,0.0375,92
"2751",2532,3.83,1.04,0.0234,72
"2752",2533,4.71,-0.05,0.0122,98
"2753",2534,7.08,0.64,0.0439,150
"2754",2536,5.24,0.47,0.0523,186
"2755",2538,8.09,0.52,0.0571,150
"2756",2540.01,12.73,1.57,0.0331,16
"2757",2541,3.78,0.95,0.0563,173
"2758",2542,8.35,0.6,0.0417,150
"2759",2544,12.72,1.53,0.0616,159
"2760",2544.1,10.08,1.09,0.0375,150
"2761",2545,6.03,1.13,0.0303,129
"2762",2546,5.91,0.42,0.0144,84
"2763",2548,8.4,0.73,0.0311,84
"2764",2549,10.28,1.4,0.0414,69
"2765",2550,7.34,0.92,0.0379,150
"2766",2551,9.72,0.82,0.0124,121
"2767",2553,13.46,2.03,0.4191,21
"2768",2554,4.6,1.03,0.0227,137
"2769",2554.1,8.41,0.57,0.022,150
"2770",2555.01,10.53,1.37,0.0536,120
"2771",2555.02,14.33,0.32,0.0823,35
"2772",2555.03,15.36,1.75,0.0448,58
"2773",2556,5.05,0.61,0.0767,78
"2774",2557,6,1.59,0.0171,80
"2775",2559,10.84,0.86,0.0221,150
"2776",2560,6.02,0.57,0.0198,111
"2777",2561,10.04,1.54,0.1443,43
"2778",2562,4.08,1.09,0.0273,110
"2779",2563,9.62,0.88,0.0128,101
"2780",2564,4.84,1.16,0.006,161
"2781",2565,4.99,0.16,0.034,161
"2782",2566,4.39,0.11,0.0012,137
"2783",2567,2.37,-0.02,0.0466,82
"2784",2568,7.66,0.94,0.0313,163
"2785",2568.01,14.05,1.73,0.0718,31
"2786",2569,11.01,0.63,0.0101,150
"2787",2570.01,11.51,1.48,0.0684,85
"2788",2571,4.74,1.62,0.0307,149
"2789",2572,4.42,0.05,0.0142,125
"2790",2573,11.87,0.61,0.0555,150
"2791",2574,9.6,1.48,0.0859,42
"2792",2575,1.79,1.07,0.0285,29
"2793",2576,7.48,1.51,0.3949,11
"2794",2579,15.44,1.04,0.0266,179
"2795",2579.1,6.75,0.35,0.0172,150
"2796",2579.21,7.64,0.76,0.0433,58
"2797",2579.21,7.64,0.77,0.0433,58
"2798",2580,7.64,0.58,0.0115,72
