"","RA","Dec","HIP_Num","Vmag","Plx","pmRA","pmDE","e_Plx","B.V"
"1039",127.458894,-46.994499,41681,9.18,20.81,-24.07,67.74,0.91,0.805
"1040",127.787604,-54.088274,41777,8.22,23.16,62.65,151.72,0.67,0.79
"1041",127.865692,54.460404,41810,9.58,21.51,-168.32,-155.65,1.45,0.916
"1042",127.920525,53.560561,41832,8.13,21.96,-49.62,-101.45,1.11,0.61
"1043",127.97931,50.616693,41844,7.44,24.54,-82.02,-338.97,0.94,0.63
"1044",128.314078,-29.95659,41967,8.26,21.87,-42.6,17.27,0.88,0.66
"1045",128.366647,-41.616689,41984,7.05,21.86,-39.71,-139.05,0.61,0.735
"1046",128.547393,-36.906199,42042,6.69,21.73,-84.78,61.73,0.57,0.428
"1047",128.650508,65.14517,42080,5.47,20.63,-47.06,-42.5,0.71,0.207
"1048",129.096572,-38.455363,42215,7.22,22.44,27.99,63.07,0.64,0.509
"1049",129.153198,-5.614807,42228,9.72,21.06,94.21,-128.74,1.58,0.982
"1050",129.19998,24.474735,42248,9.17,20.08,-191.6,127.15,1.4,0.757
"1051",129.232429,23.246654,42253,8.73,24.04,-106.71,-104.47,2.97,0.779
"1052",129.310336,77.046789,42279,7.29,22.49,37.43,68.27,0.62,0.54
"1053",129.489824,-8.881591,42343,7.02,20.69,-158.44,-29.51,0.84,0.516
"1054",129.494203,-27.651933,42344,9.43,20.03,-148.17,94.87,1.31,0
"1055",129.535447,26.048975,42356,7.54,22.99,-127.29,-183.67,0.91,0.632
"1056",129.70639,-5.948716,42408,8.19,23.74,230.85,-338.05,1.13,0.698
"1057",129.842054,-36.606685,42455,6.12,24.86,-165.53,54.98,0.55,0.426
"1058",130.17572,55.667731,42575,8,23.81,-264.56,-370.02,1.01,0.675
"1059",130.52749,-52.75639,42695,7.82,20.1,-50.81,37.78,1.18,0.661
"1060",130.541572,25.041578,42703,10.97,23.67,-112.99,1.02,2.85,1.094
"1061",130.628413,34.187697,42734,7.42,21.51,31.48,-290.07,0.95,0.583
"1062",130.692546,31.862602,42753,7.18,20.62,-33.6,-41.03,0.95,0.598
"1063",130.821442,21.468501,42806,4.66,20.58,-106.94,-39.25,0.87,0.01
"1064",131.171248,18.154309,42911,3.94,23.97,-17.1,-228.46,0.83,1.083
"1065",131.199204,55.538748,42919,8.91,23.42,74.99,12.63,1.18,0.8
"1066",131.395156,84.693274,42982,9.09,23.1,-79.53,-192.61,2.05,0.976
"1067",131.693794,6.418809,43109,3.38,24.13,-231.04,-40.17,1.29,0.685
"1068",132.003364,-49.574844,43197,6.71,23,-32.19,-65.71,0.59,0.424
"1069",132.079239,0.556756,43225,10.56,23.13,14.87,-89.36,36.48,0.726
"1070",132.236876,28.980899,43274,10.99,24.29,-92.77,-74.49,2.43,1.36
"1071",132.29876,36.524613,43296,11.24,23.12,-214.7,-410.15,2.88,1.588
"1072",132.313938,-15.564735,43299,7.27,24.09,17.79,-23.38,0.85,0.536
"1073",132.481751,-36.616119,43358,7.15,23.77,-110.65,26.97,0.66,0.503
"1074",132.727113,85.051,43446,7.42,20.09,-113.3,-82.3,0.62,0.483
"1075",132.838373,64.418465,43477,8.62,24.55,59.51,-24.83,1.08,0.696
"1076",132.946168,4.940316,43516,10.34,20.05,177.8,-196.04,2.37,1.11
"1077",133.046513,20.143422,43552,10.49,20.56,192.74,-149.53,2.17,0.93
"1078",133.416089,-51.715337,43660,10.69,24.23,-11.25,-354.98,1.7,1.297
"1079",133.458076,26.91324,43670,8.46,24.66,10.51,-6.53,1.34,0.766
"1080",133.672965,16.611208,43751,8.32,23.07,-143.91,-28.95,3.48,0.9
"1081",133.713352,-63.701938,43760,9.44,21.59,-157.58,-114.49,1.02,0.824
"1082",133.733281,26.19829,43766,6.73,21.7,61.02,-450.53,1.32,0.665
"1083",133.848443,5.945563,43813,3.11,21.64,-99.76,14.65,0.99,0.978
"1084",133.948213,61.167143,43841,8.94,23.49,38.34,-113.8,1.24,0.908
"1085",134.029053,36.435832,43861,8.16,21.68,-117.24,-226.11,1.78,0.711
"1086",134.098651,83.887383,43886,7.48,23.87,-142.79,-114.09,0.59,0.556
"1087",134.164297,33.257759,43904,7.32,20.55,-0.76,-32.36,1.07,0.511
"1088",134.170776,-85.663152,43908,5.43,20.73,-116.27,33.74,0.47,0.306
"1089",134.312292,15.322762,43970,5.22,20.39,61.23,18.46,0.85,0.149
"1090",134.368723,4.431523,43988,8.67,20.26,-49.35,-120.34,1.29,0.756
"1091",134.396666,15.581281,44001,5.68,20.3,60.93,19.01,0.82,0.209
"1092",134.444021,38.258924,44014,7.1,22.02,-124.41,-68.07,0.96,0.476
"1093",134.593694,-14.37408,44059,9.06,20.73,10.99,-246.41,1.31,0.843
"1094",134.737122,-34.006558,44101,9.35,21.35,-70.87,-26.56,1.38,0.896
"1095",134.843251,7.414983,44137,7.84,20.98,96.74,-136.25,1.22,0.756
"1096",135.090264,-9.12353,44212,7.8,22.99,82.88,-166.36,1.11,0.537
"1097",135.202691,4.793964,44260,9.71,22.1,194.45,-112.61,3.16,0.882
"1098",135.302058,-25.527062,44291,8.63,24.23,41.02,-270.43,1.18,0.833
"1099",135.404328,49.736823,44324,7.93,23.23,-85.31,-127.18,1.01,0.651
"1100",136.038402,-52.840216,44510,10.66,23.22,74.91,363.93,1.27,1.048
"1101",136.057891,3.033876,44518,9.26,20.5,48.12,-87.7,1.99,0.935
"1102",136.191852,-20.004646,44560,11.01,21.7,-207.09,-96.01,2.42,1.214
"1103",136.2479,-3.987525,44584,8,20.84,-79.02,1.54,3.52,0.488
"1104",136.249896,22.832408,44586,7.36,22.27,-124.31,130.96,1.88,0.613
"1105",136.34013,74.69674,44610,8.46,21.56,140.13,-6.62,0.92,0.727
"1106",136.441135,55.528992,44638,7.96,20.85,-214.74,2.45,0.97,0.624
"1107",136.575715,-59.067292,44676,8.51,20.02,-163.6,79.81,0.92,0.69
"1108",136.713401,38.278437,44728,6.61,24.57,238.41,-16.12,0.89,0.446
"1109",136.77615,-61.764169,44745,8.67,23.67,-33.39,55.87,1.16,0.813
"1110",136.888185,0.063239,44777,8.15,20.65,-94.26,26.84,1.09,0.626
"1111",137.099458,27.535437,44858,8.25,20.84,-52.32,70.25,1.35,0.58
"1112",137.11315,27.543129,44864,8.28,22.77,-52.19,73.24,1.38,0.58
"1113",137.152541,-25.839403,44874,6.77,22.4,-332.1,14.67,0.73,0.573
"1114",137.195689,-5.116092,44890,8.15,23.24,-53.31,71.68,1.11,0.655
"1115",137.207445,-10.757503,44896,7.15,24.09,-354.38,-107.62,1.12,0.61
"1116",137.270991,32.46944,44926,10.8,22.04,-125.76,56.67,2.09,1.585
"1117",137.410237,-42.110263,44968,10.4,23.76,-130.82,226.13,3.23,1.101
"1118",137.791922,-55.031519,45096,9.55,24.8,-48.85,69.04,0.99,1.035
"1119",138.789175,23.375549,45406,8.05,20.56,-126.51,-155.34,0.98,0.693
"1120",139.032011,14.125878,45488,8.36,20.82,27.19,-252.36,1.25,0.658
"1121",139.201163,-49.301356,45533,10.22,22.2,-214.66,113.17,1.35,1.122
"1122",139.312052,-53.08092,45567,12.56,20.46,9.24,8.07,26.68,NA
"1123",139.768402,-41.468309,45705,7.95,21.52,-21.29,-35,0.82,0.626
"1124",140.231243,-15.617826,45854,6.3,20.69,70.22,-106.79,0.78,0.468
"1125",140.247385,38.188262,45858,6.12,20.91,-43.49,-20.01,1.49,0.38
"1126",140.278522,60.402996,45863,9,22.86,-205.51,-153.59,1.39,0.847
"1127",140.327158,13.111452,45879,6.67,22.11,-36.93,-80.11,0.89,0.507
"1128",140.708081,-40.765101,45996,8.81,21.11,70.61,-62.49,0.96,0.675
"1129",140.748634,-27.172228,46007,8.29,21.38,-81.8,98.3,0.99,0.724
"1130",140.79357,32.921004,46023,7.69,22.09,157.77,-21.79,1.03,0.594
"1131",140.834423,-5.139449,46034,9.94,22.3,-250.8,-0.26,1.83,0.858
"1132",141.272474,-12.966829,46191,9.64,24.63,555.69,-569.31,1.53,0.957
"1133",141.40133,-53.251825,46236,6.98,22.55,-30.95,-79.54,1.04,0.507
"1134",141.78866,-16.661981,46360,9.45,20.89,-182.18,-50.68,1.49,0.973
"1135",141.819616,6.232823,46367,6.9,20.41,-177.55,-144.66,1.98,0.519
"1136",141.881822,-58.094552,46388,7.2,20.48,-144.8,-5.92,0.59,0.605
"1137",142.32782,-44.538946,46523,7.01,24.31,-102.57,10.34,0.76,0.54
"1138",142.448883,55.745233,46566,6.5,22.55,-132.2,-42.17,0.73,0.394
"1139",142.535803,-0.966322,46598,11.52,22.02,-258.19,184.57,3.2,1.334
"1140",142.610332,-46.161797,46624,11.7,21.37,-343.76,202.11,2.38,1.1
"1141",142.649301,10.601736,46637,8.66,21.11,-203.73,-11.88,5.71,0.905
"1142",142.708833,18.252369,46662,10.06,23.05,183.91,-287.31,1.59,1.08
"1143",142.775795,3.079798,46690,7.27,21.04,-94.83,8.35,0.95,0.511
"1144",142.830422,-25.934266,46710,10.05,24.26,115.58,-187.48,6.58,NA
"1145",142.997102,-28.226602,46777,8.43,22.72,-37.62,-179.24,0.95,0.707
"1146",143.139955,-43.403071,46831,11.41,20.61,-65.88,16.88,3.16,1.672
"1147",143.369743,46.228686,46903,8.4,21.31,-20.77,4.66,1.15,0.67
"1148",143.692706,-24.192526,47002,9.08,22.45,170.23,-102.62,1.09,0.79
"1149",143.723025,72.205679,47013,5.77,20.06,72.02,-76.06,0.57,0.53
"1150",143.785518,43.673299,47033,8.85,21.43,32.77,12.22,1.39,0.71
"1151",144.018939,23.191336,47112,7.52,20.15,44.15,-88.3,0.98,0.975
"1152",144.135521,-22.429655,47156,8.82,20.74,-23.38,29.58,1.01,0.685
"1153",144.208346,27.97289,47176,9.17,24.23,-172.1,-95.9,1.35,0.816
"1154",144.299284,-43.272205,47202,8.23,22.97,22.35,-120.76,0.9,0.811
"1155",144.469646,-37.832823,47251,8.91,22.43,-39.61,73.64,1.11,0.747
"1156",144.48198,-36.925971,47255,7.74,23.37,-103.94,70.57,0.85,0.664
"1157",144.669637,-39.614139,47328,6.69,24.66,-42.05,-66.11,0.88,0.491
"1158",144.810834,66.849482,47387,10.01,21.45,-208.69,-147.91,3.29,1.07
"1159",144.866864,35.243096,47403,7.12,20.63,-68.06,2.38,0.86,0.544
"1160",144.99085,35.335957,47436,6.9,20.67,-67.95,2.97,0.82,0.504
"1161",145.146856,13.053783,47468,6.96,23.76,23.53,-114.15,0.96,0.477
"1162",145.202497,-40.554928,47486,9.03,22.27,-16.78,-71.82,1.19,0.779
"1163",145.287637,9.892308,47508,3.52,24.12,-143.67,-37.45,0.97,0.516
"1164",145.341391,38.950206,47527,6.91,20.88,74.37,-130.84,1.24,0.73
"1165",145.541372,7.590149,47587,8.92,23.01,-185.23,4.71,1.24,0.877
"1166",145.604279,48.776075,47605,7.16,21.64,-95.4,-195.77,0.82,0.828
"1167",145.670151,-55.832009,47625,7.16,23.22,-152.29,64.29,1.32,0.621
"1168",145.834489,-29.804009,47681,8.41,22.22,-95.24,34.2,0.98,0.645
"1169",145.888583,29.974473,47701,5.64,20.48,-16.87,-103.45,0.83,0.111
"1170",145.939453,55.952521,47727,7.85,20.17,15.55,-27.35,1.05,0.62
"1171",146.104839,44.485602,47775,10.36,20.9,100.72,-187.73,2.38,1.057
"1172",146.188998,-36.543918,47808,11.43,24.87,-267.32,-124.29,2.46,1.364
"1173",146.257706,-49.487143,47836,8.04,20.99,-20.91,102.4,6.26,0.517
"1174",146.555559,-40.635631,47947,7.93,20.46,91.01,114.97,0.91,0.558
"1175",146.845442,2.315185,48025,7.72,21.09,72.4,8.51,0.96,0.598
"1176",147.088198,-75.777865,48095,6.8,21.15,-152.08,91.07,0.56,0.483
"1177",147.208722,-37.309652,48141,8.86,24.84,-110.64,-14.8,1.11,0.735
"1178",147.263225,7.819093,48165,9.82,24.07,-247.29,-81.13,1.48,0.925
"1179",147.452131,11.106413,48215,7.58,23.35,-315.64,-61.6,0.97,0.61
"1180",147.625338,4.34365,48273,6.24,21.78,-150.1,-50.91,0.93,0.479
"1181",147.829071,37.604416,48346,10.04,20.3,-30.92,-5.42,1.87,1.1
"1182",147.840067,-6.181928,48351,6.42,22.45,-126.85,53.73,0.88,0.577
"1183",147.902205,-2.878779,48365,9.46,20.36,-188.42,-160.54,1.41,0.841
"1184",147.922197,-54.659629,48376,7.34,21.94,-13.02,-120,0.59,0.546
"1185",147.970992,24.395369,48390,5.29,24.9,20.98,-174.56,0.82,0.229
"1186",147.981068,49.621978,48391,7.8,20.54,51.02,-79.15,1.04,0.569
"1187",148.190905,26.006951,48455,3.88,24.52,-216.29,-54.92,0.87,1.222
"1188",148.451716,14.738991,48524,7.71,22.13,0.95,47.1,0.97,0.583
"1189",148.644303,-12.951519,48592,6.87,20.43,50.55,-235.6,0.9,0.551
"1190",148.986443,38.081704,48701,8.12,22.26,-170.69,-0.49,2.45,0.612
"1191",149.124353,-24.09939,48739,7.93,23.54,-176.37,46.72,0.85,0.647
"1192",149.202521,4.242075,48768,6.7,22.17,-181.5,-49.8,0.86,0.476
"1193",149.259194,19.762396,48785,7.6,23.54,-233.47,-6.13,1.13,0.56
"1194",149.259935,19.753936,48786,8.4,23.69,-232.74,-7.83,1.37,0.699
"1195",149.263829,34.760119,48787,11.87,21.44,-248.29,-6.04,3.69,NA
"1196",149.816105,27.523024,48961,7.78,24.37,-330.37,-78.05,0.92,0.582
"1197",150.024657,-36.043234,49024,7.38,22.28,-218.78,59.67,0.72,0.58
"1198",150.198839,-9.51668,49067,9.86,23.76,-373.95,25.35,1.61,1.071
"1199",150.327004,5.850037,49104,8.85,20.03,5.84,39.3,1.21,0.812
"1200",150.494122,-10.405386,49161,8.82,23.23,-228.83,-71.04,1.41,0.84
"1201",150.801557,-48.64339,49248,10.38,22.71,114.64,-1.71,1.28,1.176
"1202",150.972888,38.020436,49308,6.75,21.57,-100.9,-124.42,0.8,0.533
"1203",151.151345,53.891716,49363,5.71,21.15,-22.58,-3.84,0.72,0.507
"1204",151.23771,67.42273,49387,8.72,24.69,-13.03,-79.11,1.22,0.847
"1205",151.807278,-14.304583,49577,10.17,23.69,-121.29,51.44,1.71,1.331
"1206",151.840009,38.293204,49586,8.15,20.83,-167.42,-75.48,1.03,0.664
"1207",151.867541,-37.503893,49599,8.6,20.51,-135.46,18,1.26,0.76
"1208",151.992512,-58.479386,49644,8.83,22.85,-213.45,106.48,0.89,0.705
"1209",152.124399,33.514603,49680,7.49,23.02,157.12,-164.15,0.94,0.708
"1210",152.382369,-32.846665,49767,7.45,24.34,-202.07,36.24,0.88,0.558
"1211",152.456586,-36.75415,49793,8.07,21.97,-322.98,371.21,0.9,0.59
"1212",152.665522,16.03744,49846,8.42,22.46,-223.79,-103.85,1.3,0.76
"1213",152.834372,-37.276085,49903,10.86,23.03,-254.11,6.02,2.25,1.233
"1214",153.158174,-19.15304,50013,6.45,23.75,-219.02,-95.75,0.73,0.494
"1215",153.219904,-28.513382,50032,9.08,23.19,-50.47,-24.35,1.09,0.88
"1216",153.232958,-47.475328,50036,8.18,24.4,-226.65,145.77,1.24,0.798
"1217",153.256722,-39.102169,50045,11.05,20.22,-326.02,-256.32,2.66,0.848
"1218",153.289608,9.595571,50054,9.9,22.47,-70.39,-559.47,1.51,0.892
"1219",153.345186,-51.232971,50070,5.27,20.06,-39.7,-13.61,0.56,0.257
"1220",153.434914,-7.384048,50100,7.21,20.7,-190.69,19.27,0.83,0.496
"1221",153.702082,38.962391,50194,11.64,20.01,-5.79,-342.06,3.94,1.127
"1222",153.7095,-62.586547,50197,8.84,20.07,-238.85,130.84,0.85,0.683
"1223",153.774805,44.429103,50216,12.1,23.27,248.82,-48.23,3.8,NA
"1224",153.977049,-77.867555,50274,8.97,22.42,-71.27,-70.69,0.82,0.78
"1225",154.163125,41.305449,50327,8.72,20.03,23.27,-21.44,1.19,0.652
"1226",154.274131,42.914365,50372,3.45,24.27,-170.11,-42.64,0.79,0.029
"1227",154.645588,-35.765332,50489,7.62,21.12,-23.26,-109.2,0.78,0.632
"1228",154.732905,32.389281,50506,8.8,20.2,-77.86,12.47,1.24,0.787
"1229",154.750871,-11.185079,50515,7.82,21.45,0.77,-130.52,0.97,0.569
"1230",154.817843,-11.378512,50534,8.03,24.63,-61.76,-65.89,0.99,0.717
"1231",154.861618,48.396762,50546,6,23.08,-105.97,-110.66,0.72,1.022
"1232",155.191352,32.39842,50660,9.23,21.06,-153.6,-57.7,1.39,0.847
"1233",155.28367,-52.50534,50694,10.26,23.73,-90.88,211,1.62,1.153
"1234",155.424409,48.041992,50742,7.59,21.13,-219.41,6.73,0.89,0.615
"1235",155.457027,-44.511116,50754,9.79,21.55,219.28,-157.21,1.46,0.996
"1236",155.591014,-29.555899,50805,7.5,23.42,-26.77,55.41,0.93,0.545
"1237",155.597875,-28.847619,50807,9.44,24.11,-5.31,31.57,1.23,0.955
"1238",155.762538,7.920739,50853,9.88,23.74,-84.37,29.13,1.7,0.954
"1239",155.872067,-38.009839,50888,5.34,24.7,-158.83,-53.55,0.7,0.251
"1240",155.938483,-54.225384,50908,10.99,21.06,44.93,38.28,1.49,1.892
"1241",156.794341,19.813393,51178,8.39,20.87,-205.93,-181.5,0.99,0.632
"1242",156.895229,12.980043,51208,10.69,21.2,-289.36,-87.55,1.76,1.2
"1243",156.970832,36.707212,51233,4.2,22.34,-127.52,-109.62,0.87,0.908
"1244",157.214129,34.885678,51312,7.83,22,-111.37,-60.26,1,0.652
"1245",157.422752,84.252009,51384,5.52,24.52,-128.39,-39.6,0.96,0.244
"1246",157.786453,-53.257632,51510,9.78,20.13,165.41,-99.3,1.16,0.954
"1247",157.952827,-28.237103,51551,6.04,23.59,-81.1,-4.58,0.68,0.501
"1248",158.203012,-50.135848,51625,8.44,20.41,5.48,27.23,0.95,0.63
"1249",159.018782,-26.675479,51885,6.29,22.72,2.12,-79.49,1.11,0.475
"1250",159.089256,36.326927,51914,6.29,21.6,36.92,-33.84,0.75,0.436
"1251",159.171037,21.603259,51942,8.71,22.18,-243.8,-104.3,1.3,0.79
"1252",159.378534,28.305613,52008,10.55,24.7,-39.59,-9.69,1.71,1.278
"1253",159.574138,76.171857,52063,10.73,23.63,-444.4,-276.51,1.53,1.235
"1254",159.658575,-13.759931,52089,9.41,22.44,18.51,-250.48,1.3,0.802
"1255",159.658497,-31.755165,52091,11.73,22.18,-205.64,90.11,2.62,1.346
"1256",159.781802,37.91,52139,5.84,20.44,-220.38,-45.73,0.76,0.595
"1257",159.782587,32.833214,52140,8.62,20.41,-111.29,-58.73,1.02,0.711
"1258",160.068389,30.81528,52234,9.68,23.64,-431.69,-77.28,1.37,0.936
"1259",160.237131,59.342508,52278,8.38,24.11,-22.07,-125.87,1,0.679
"1260",160.475225,-78.184005,52351,9.73,21.63,-140.35,101.74,1.88,0.963
"1261",160.757841,26.325577,52422,5.51,22,-99.56,-49.34,0.8,0.16
"1262",160.901105,-39.058427,52472,7.03,22.72,6.46,8.34,0.8,0.641
"1263",161.139979,72.542875,52544,11,24.02,-352.48,109.7,1.72,1.365
"1264",161.166803,-58.174371,52552,10.77,22.14,-144.73,247.27,1.84,1.079
"1265",161.490786,-16.736206,52649,7.97,20.02,-296.91,-13.03,1,0.637
"1266",161.538478,25.761023,52667,8.05,21.19,53.17,-8.13,0.97,0.67
"1267",161.56298,-41.464369,52676,7.49,23.52,-48.79,-54.29,0.87,0.595
"1268",161.579773,-7.02091,52682,11.95,21.29,-236.21,-19.97,3.45,1.389
"1269",161.869229,-13.979131,52780,7.92,21.89,99.81,-32.98,0.97,0.62
"1270",162.023185,-26.398405,52828,7.88,22.19,-163.79,-11.52,0.95,0.536
"1271",162.406202,-16.193648,52943,3.11,23.54,92.77,199.02,0.81,1.232
"1272",162.455549,-17.983749,52954,10.49,23.59,-112.35,-160,1.86,1.184
"1273",162.481905,61.71672,52962,9.25,21.2,-181.46,-95.47,1.19,0.844
"1274",162.617903,-20.880662,52997,10.8,23.15,-0.37,108.03,1.83,1.148
"1275",162.79481,56.067768,53042,9.72,21.39,5.3,-125.33,1.89,0.923
"1276",162.807638,9.224454,53049,7.85,20.2,-28.13,-209.17,1.1,0.488
"1277",162.81091,46.79628,53051,8.08,22.78,-88.48,-29.64,1,0.7
"1278",162.911782,67.585834,53086,10.22,22.51,-171.75,-299.48,5.19,0.914
"1279",162.972311,-49.157562,53106,6.56,21.28,71.53,-49.68,0.66,0.513
"1280",163.011263,-0.160574,53123,10.2,20.75,55.26,-256.79,1.66,0.898
"1281",163.151151,-2.111049,53169,9.79,23.94,-402.25,-768.21,1.71,1.048
"1282",163.163678,-17.030249,53172,7.76,20.61,-59.84,-120.41,0.96,0.579
"1283",163.192319,28.187701,53189,10.05,24.92,-95.18,0.78,1.43,1.075
"1284",163.203935,-6.821992,53196,7.18,22.81,-209.54,-188.74,0.95,0.56
"1285",163.268967,-20.628159,53217,7.02,24.23,-144.92,-272.24,0.99,0.645
"1286",163.365149,-15.820527,53250,8.18,23.66,-329.99,40.03,1.05,0.79
"1287",163.377944,69.853881,53257,5.91,23.02,-397.51,-67.48,0.63,1.01
"1288",163.484766,-36.456878,53289,6.73,20.87,-170.04,7.27,0.76,0.466
"1289",163.545909,-37.26428,53306,8.42,24.23,60.87,-148.04,1,0.724
"1290",163.767619,-0.805235,53383,10.07,22.17,-237.69,17.45,1.65,1.088
"1291",163.926655,0.736922,53423,5.91,22.85,103,-3.41,1.13,0.425
"1292",164.168562,-50.607776,53500,7.28,20.02,89.48,-48.59,0.7,0.441
"1293",164.190997,-17.452206,53509,7.89,23.88,38.76,-129.07,0.98,0.635
"1294",164.250327,41.884434,53523,9.72,21.01,-686.26,-286.64,1.28,0.808
"1295",164.289835,21.804858,53537,7.94,20.22,-151.35,-214.42,1.01,0.624
"1296",164.589731,59.281516,53634,8.16,22.69,12.6,-51.89,0.92,0.707
"1297",164.672036,-42.669211,53660,11.4,22.68,-243.44,63.24,3.19,1.255
"1298",164.702685,35.054196,53667,11.13,20.08,-106.05,-363.34,2,1.119
"1299",164.776075,40.983608,53688,8.26,21.72,217.25,25.93,0.95,0.632
"1300",164.807253,-33.737595,53699,5.7,20.56,-4.53,-58.03,0.83,0.374
"1301",164.881562,7.220043,53725,8.21,20.3,-152.16,-204.03,1.05,0.648
"1302",164.921204,11.705868,53737,6.53,22.34,-228.43,45.19,0.89,0.443
"1303",164.973778,43.167629,53756,10.64,22.06,-130.07,-117.9,1.96,1.217
"1304",165.086152,42.911724,53791,6.03,21.98,-107.87,-122.13,0.75,0.584
"1305",165.186677,6.101449,53824,4.98,21.61,-51.03,-22.24,0.78,0.166
"1306",165.318158,29.590967,53869,9.73,21.43,310.22,-193.45,1.38,0.868
"1307",165.329675,-23.867167,53873,11.67,20.73,-383.61,203.28,3.02,1.24
"1308",165.422476,20.831723,53898,8.17,22.27,-207.7,-28.95,1.01,0.694
"1309",165.866322,54.525762,54040,8.45,24.45,-129.64,81.35,2.26,0.89
"1310",166.029822,53.38207,54094,10.02,20.34,7.24,-171.19,1.95,1.1
"1311",166.086575,-78.868541,54114,8.87,21.07,-223.5,55,0.91,0.809
"1312",166.332948,-27.293612,54204,4.92,22.98,-190.74,-6.87,0.74,0.369
"1313",166.382905,38.275992,54210,8.7,22.07,-336.73,57.56,1.09,0.689
"1314",166.442327,50.172458,54233,7.04,24.98,-99.74,-5.78,0.74,0.524
"1315",166.631557,14.262408,54299,9.03,22.37,210.44,-303.44,1.84,NA
"1316",166.768918,9.619359,54346,8.95,21.61,-180.6,-100.78,1.46,0.725
"1317",166.830897,-30.821525,54362,10.56,22.42,324.46,-383.71,1.98,1.162
"1318",166.837891,-15.36042,54366,7.8,20.45,-226.93,132.74,2.44,0.542
"1319",167.049773,36.764628,54422,12.17,21.87,-253.97,-245.93,3.15,0.9
"1320",167.099301,-26.15454,54446,9.95,21.17,45.09,-83.19,1.53,0.93
"1321",167.415868,44.498487,54539,3,22.21,-62.35,-27.38,0.68,1.144
"1322",167.447347,15.522981,54553,11.51,24.84,-82.58,-181,3.09,1.563
"1323",167.608271,-29.413979,54597,9.83,24.76,-8.56,-73.84,1.53,1.07
"1324",167.626411,-31.766478,54603,10.88,20.05,127.07,-118.32,10.85,1.18
"1325",167.729746,81.731664,54632,7.15,22.43,-89.97,-179.99,0.56,0.7
"1326",167.906886,42.817594,54681,8.26,21.8,-117.5,-242.43,1.04,0.646
"1327",167.953935,42.832109,54692,7.19,22.4,-130.55,-237.88,0.84,0.553
"1328",168.068065,-1.187194,54728,8.15,21.51,83.03,-160.65,1,0.637
"1329",168.137738,-49.100996,54746,5.37,20.02,-99.28,33.7,1.15,0.175
"1330",168.293904,-18.165293,54804,8.11,20.01,-341.28,-194.94,1.01,0.613
"1331",168.429681,-63.402632,54846,9.54,21.11,-203.37,-179.66,1.04,0.843
"1332",169.015209,52.776477,55043,7.9,22.14,157.85,53.54,4,0.601
"1333",169.271773,21.29641,55118,8.27,24.23,-206.49,-515.46,1.2,0.705
"1334",169.396295,-38.380826,55159,8.18,23.47,-254.76,25.18,1.04,0.668
"1335",169.411929,-34.737348,55164,6.44,21.42,-27.55,-16.83,0.79,0.408
"1336",169.413374,-33.547139,55165,6.84,24.53,76.69,-332.18,0.77,0.508
"1337",169.665427,-10.126212,55235,8.73,23.64,-276.25,73.01,1.25,0.828
"1338",169.777562,13.390752,55262,7.12,20.96,-145.96,-0.5,1.04,0.507
"1339",170.215701,-23.217342,55409,8,23.38,-199.6,-177.54,1,0.658
"1340",170.361632,6.634957,55455,6.69,23.23,-290.21,-0.34,0.91,0.523
"1341",170.457664,-24.189767,55487,8.12,20.82,40.48,-33.71,0.94,0.635
"1342",170.522041,-24.777711,55505,8.89,21.43,-85.45,-33.37,2.86,1.15
"1343",170.841183,-18.779973,55598,5.08,22.8,-305.91,-29.06,0.84,0.439
"1344",170.845494,6.349823,55599,9.14,20.69,-231.45,118.55,1.42,0.753
"1345",170.944243,-38.489737,55628,8.51,20.04,-72.99,-162.51,1.24,0.792
"1346",170.965622,3.618927,55638,8.8,23.7,-120.51,-113.41,1.32,0.785
"1347",171.090653,-5.909976,55666,6.94,21.11,-85.21,-94.31,0.89,0.541
"1348",171.24516,-31.999318,55714,8.08,20.55,-58.93,-0.41,0.97,0.665
"1349",171.24725,28.94324,55717,8.67,24.99,-290.85,-169.5,1.14,0.805
"1350",171.382429,42.6329,55761,7.86,23.26,-63.49,130.08,0.88,0.581
"1351",171.401556,16.456539,55765,5.58,21.15,-141.15,-4.89,0.8,0.39
"1352",171.613274,20.518112,55823,7.93,22.29,-108.5,-66.32,0.99,0.599
"1353",171.917877,12.645565,55922,10.6,23.02,-349.25,106.24,2.28,1.13
"1354",172.61853,43.578489,56145,6.67,22.21,-270.29,70.83,0.77,0.912
"1355",172.754394,32.316635,56186,7.17,24.53,-325.25,206.54,0.88,0.476
"1356",172.90162,40.500327,56229,9.8,23.25,-147.75,-35.16,3.3,1.21
"1357",173.049794,0.617691,56272,12.05,21.18,225.23,-350.5,4.04,1.444
"1358",173.207467,18.00235,56321,7.26,21.12,-138.56,12.86,0.95,0.513
"1359",173.237725,52.523711,56337,8.83,22.33,59.35,-10.57,1.22,0.723
"1360",173.369366,36.87328,56381,11.68,24.88,-138.9,-274.47,3.76,NA
