"","R.A.","Dec.","Mag","Vel","SigVel"
"2997",203.9575,-34.24222,15.2,3372,77
"2998",203.95833,-31.48167,17.57,14254,79
"2999",203.96167,-32.755,0,7344,120
"3000",203.96625,-30.43,15.2,3847,53
"3001",203.96875,-31.80056,17.67,11633,7
"3002",203.96917,-30.79056,18.2,22514,58
"3003",203.97333,-31.45917,17.62,13994,42
"3004",203.97417,-34.29556,13.7,2323,15
"3005",203.97458,-28.29944,17.18,13513,11
"3006",203.98042,-30.55306,17.29,4187,27
"3007",203.98292,-32.75944,0,7483,38
"3008",203.98625,-33.45389,13.11,4195,6
"3009",203.995,-31.81278,18.04,24988,91
"3010",203.99583,-30.37611,18.28,13840,10
"3011",203.99625,-27.61861,15.8,13736,89
"3012",204.02292,-33.01083,14.04,3563,32
"3013",204.025,-28.43583,18.37,35100,29
"3014",204.02958,-31.80444,19.12,12056,17
"3015",204.04708,-33.89444,15.37,3542,43
"3016",204.05833,-34.37472,15.13,3829,30
"3017",204.05833,-31.7925,17.22,14483,52
"3018",204.06292,-31.8475,17.49,14210,40
"3019",204.06375,-36.89583,15.17,3897,79
"3020",204.0675,-33.62139,14.74,3406,78
"3021",204.075,-31.77917,16.06,12263,49
"3022",204.07708,-33.22639,14.5,7395,4
"3023",204.07792,-31.80889,16.73,11692,58
"3024",204.08167,-28.93556,17.75,14439,114
"3025",204.08208,-31.00833,15,4310,56
"3026",204.08667,-35.11306,15,4244,24
"3027",204.11958,-31.53444,18.39,11987,20
"3028",204.12083,-33.09222,15.46,15688,105
"3029",204.12167,-28.46333,18.21,35020,41
"3030",204.12417,-31.73972,18.81,14240,20
"3031",204.12625,-28.58028,17.77,35723,36
"3032",204.12958,-29.235,15.43,570,3
"3033",204.13,-28.78111,15.59,14085,40
"3034",204.13792,-34.07444,14.19,3787,43
"3035",204.14083,-31.57417,17.67,14077,20
"3036",204.14417,-29.08917,14.16,4516,89
"3037",204.14792,-29.57139,14.3,381,0
"3038",204.15417,-30.49361,15.9,4507,50
"3039",204.15833,-30.51472,17.4,22269,111
"3040",204.1625,-33.96583,11.61,3737,10
"3041",204.17333,-30.42139,17,11319,45
"3042",204.17417,-33.1475,15.49,7166,34
"3043",204.18333,-35.34278,15.86,16099,82
"3044",204.19125,-34.07111,0,4028,44
"3045",204.19375,-31.79222,18.19,4366,163
"3046",204.19833,-34.06583,13.66,4035,34
"3047",204.21333,-36.37444,16.3,13523,77
"3048",204.22125,-31.72944,17.65,26340,83
"3049",204.22458,-36.57083,15.63,17625,73
"3050",204.23958,-31.7325,17.37,11628,51
"3051",204.24083,-34.39972,15.14,4133,76
"3052",204.24125,-33.75167,13.78,11569,23
"3053",204.24167,-33.74806,0,11479,49
"3054",204.245,-33.74556,14.9,4099,47
"3055",204.25375,-29.86583,8.2,516,4
"3056",204.25417,-28.53361,15.9,15262,98
"3057",204.255,-29.87111,0,518,5
"3058",204.25583,-34.17111,15.01,21348,35
"3059",204.25917,-29.48722,16.2,4662,207
"3060",204.26208,-33.82333,14.29,13931,87
"3061",204.27583,-31.54611,18.91,14265,72
"3062",204.28042,-31.3125,16,15529,108
"3063",204.28042,-31.3125,16,15529,108
"3064",204.28042,-30.98361,16.3,526,21
"3065",204.28042,-30.98361,16.3,526,21
"3066",204.28417,-32.92444,15.81,3598,0
"3067",204.2925,-31.75361,18.08,15444,93
"3068",204.3025,-32.46028,15.5,13660,50
"3069",204.3025,-32.46028,15.5,13660,50
"3070",204.3025,-28.8575,16.6,12142,108
"3071",204.3025,-28.8575,16.6,12142,108
"3072",204.32042,-31.04528,16.6,15476,109
"3073",204.33083,-36.96028,0,13491,120
"3074",204.33292,-28.05417,0,590,5
"3075",204.33333,-28.045,14.96,587,4
"3076",204.3375,-34.89028,15.5,29247,103
"3077",204.36458,-30.04111,16.42,14990,899
"3078",204.36583,-33.00694,14.06,3779,4
"3079",204.37542,-33.47806,15.41,11275,26
"3080",204.385,-35.33833,16.4,15740,35
"3081",204.38583,-34.65861,15.2,17503,30
"3082",204.3875,-29.85028,16,3618,105
"3083",204.3925,-31.8325,16.3,11657,76
"3084",204.3925,-31.8325,16.3,11657,76
"3085",204.39292,-31.87861,15.38,11598,98
"3086",204.40625,-34.5325,15.67,22108,68
"3087",204.41083,-31.77694,15.8,11822,25
"3088",204.41417,-33.81139,14,3903,14
"3089",204.42333,-33.85278,15.54,11289,85
"3090",204.43042,-35.49556,16,15162,89
"3091",204.4425,-32.91,15.1,7447,24
"3092",204.44875,-36.23222,15.09,15316,57
"3093",204.44958,-35.28444,15.2,16281,50
"3094",204.45042,-35.50139,0,15268,24
"3095",204.45042,-34.80861,15.88,13082,50
"3096",204.45333,-30.69,16.5,15289,0
"3097",204.46083,-36.05028,14.59,3629,21
"3098",204.46125,-31.97083,0,15319,120
"3099",204.46792,-35.57778,16.1,14693,48
"3100",204.46875,-35.64083,14.68,15695,71
"3101",204.47083,-33.81,14.15,11402,28
"3102",204.48458,-31.97222,16.3,15319,120
"3103",204.48917,-30.93167,14.43,4082,10
"3104",204.49542,-31.73583,0,24582,0
"3105",204.50292,-33.98694,15.82,37229,51
"3106",204.50333,-33.9925,14.66,3698,29
"3107",204.50375,-31.7325,19,24583,899
"3108",204.50625,-33.51944,14.53,3702,25
"3109",204.515,-33.87361,14.27,3858,3
"3110",204.5325,-35.62722,0,29548,34
"3111",204.53333,-30.91833,17,2098,100
"3112",204.53375,-35.06222,15.47,15162,92
"3113",204.53792,-35.37944,16.18,15403,9
"3114",204.55,-31.41694,14.1,4356,26
"3115",204.55042,-31.95056,15.26,14694,127
"3116",204.55917,-32.85139,15.63,11489,23
"3117",204.58333,-28.4375,16.2,13622,127
"3118",204.58917,-35.96167,15.5,11327,74
"3119",204.59167,-32.82,15.66,11342,40
"3120",204.605,-35.64306,16.24,15500,8
"3121",204.6075,-31.26333,15.73,11365,50
"3122",204.60792,-35.63139,15.2,16000,52
"3123",204.60958,-31.26389,15.7,11396,50
"3124",204.61042,-35.4675,0,18973,24
"3125",204.63458,-27.91361,16.5,14358,67
"3126",204.65042,-35.72167,15.4,15455,35
"3127",204.66125,-33.35222,14.75,12731,15
"3128",204.6625,-32.25361,0,30660,150
"3129",204.66667,-33.51833,14.94,22237,66
"3130",204.66792,-32.26944,0,30639,120
"3131",204.6875,-35.13611,16,15380,68
"3132",204.68917,-35.47333,15.91,14685,37
"3133",204.69375,-35.51444,15.24,15851,9
"3134",204.69458,-28.48639,16.5,8713,107
"3135",204.70833,-29.66278,15.47,12033,99
"3136",204.71083,-30.98528,16.6,14069,75
"3137",204.7275,-36.4475,14.66,13789,55
"3138",204.7275,-35.62583,15.38,15496,9
"3139",204.7325,-30.81222,16.6,14529,88
"3140",204.73958,-35.46556,14.84,15803,139
"3141",204.74083,-35.53333,0,32735,302
"3142",204.74083,-35.62472,15.5,15223,89
"3143",204.74125,-35.55972,16.3,15134,32
"3144",204.74208,-35.535,0,15382,34
"3145",204.74292,-35.535,0,32685,100
"3146",204.74542,-36.59417,15.8,13755,74
"3147",204.74958,-32.60111,14.76,16298,77
"3148",204.755,-30.97028,14.69,4107,95
"3149",204.7625,-35.54889,15.9,15576,55
"3150",204.78375,-35.79472,15.2,29548,34
"3151",204.79167,-31.01,15.38,22962,106
"3152",204.79292,-36.91528,15.3,15741,44
"3153",204.79292,-30.74306,15.6,4795,100
"3154",204.79458,-34.04306,15.75,21245,28
"3155",204.79875,-35.60444,16.1,16029,162
"3156",204.79917,-35.33556,16.1,15375,15
"3157",204.80042,-28.655,16.6,13459,87
"3158",204.805,-29.43667,0,13310,120
"3159",204.81333,-29.44917,0,13311,120
"3160",204.82083,-33.41806,15.15,12660,53
"3161",204.83083,-32.11139,16.6,13284,92
"3162",204.83667,-31.67778,15.8,11573,24
"3163",204.84042,-31.53111,15.3,6851,39
"3164",204.84125,-35.72028,16.21,15943,10
"3165",204.84292,-36.60306,15.82,3465,40
"3166",204.84375,-32.22417,14.08,7322,40
"3167",204.84792,-30.77417,12.78,4535,28
"3168",204.85833,-35.46694,15.47,19147,68
"3169",204.86042,-36.34333,15.5,36756,104
"3170",204.86333,-34.18639,15.01,7691,10
"3171",204.87667,-35.72944,15.3,15950,13
"3172",204.87958,-35.67361,15.99,16009,51
"3173",204.88417,-35.565,15.4,14658,19
"3174",204.88667,-32.10417,15.53,6954,34
"3175",204.9025,-34.01833,15.13,15268,76
"3176",204.90375,-35.66833,15.19,15791,78
"3177",204.90375,-32.89306,15.49,12130,9
"3178",204.90875,-35.60917,15.8,14529,31
"3179",204.92708,-35.81417,15.32,15047,43
"3180",204.92875,-35.58694,16.1,14537,38
"3181",204.93167,-35.94528,15.49,29346,77
"3182",204.93917,-36.44417,16.3,36607,47
"3183",204.94083,-35.30361,17.13,11650,78
"3184",204.94958,-31.71583,16,12889,43
"3185",204.95125,-33.65528,14.54,15381,43
"3186",204.95167,-33.08389,15.43,15345,135
"3187",204.96708,-32.095,14.73,11627,67
"3188",204.97,-30.53444,16.1,14286,50
"3189",204.98292,-31.64,10.87,404,4
"3190",204.99333,-32.59472,0,4028,33
"3191",204.995,-28.05139,15.99,14314,70
"3192",204.99667,-32.59139,14.16,4028,33
"3193",205.00083,-35.83583,15.4,29696,10
"3194",205.00292,-29.75361,16.5,22487,83
"3195",205.01042,-32.89583,16.2,7364,28
"3196",205.01625,-33.06778,15.43,11841,59
"3197",205.02,-31.93444,16.7,11546,108
"3198",205.02708,-32.84056,14.56,7254,14
"3199",205.03125,-35.64639,16.5,15445,76
"3200",205.03875,-31.24056,15.5,14145,146
"3201",205.05292,-35.675,15.7,15638,52
"3202",205.0575,-33.9275,14.67,15088,31
"3203",205.07,-30.41389,15.37,15199,76
"3204",205.07542,-28.89472,15.02,719,90
"3205",205.07958,-28.88611,0,720,90
"3206",205.08708,-31.70111,16.57,1660,88
"3207",205.09292,-35.18944,15.2,16421,39
"3208",205.11458,-35.77417,15.2,15764,47
"3209",205.1225,-31.51861,16.5,15056,71
"3210",205.12625,-33.98833,15.91,14867,61
"3211",205.12833,-33.65528,13.54,3920,3
"3212",205.13,-28.54694,14.88,7230,60
"3213",205.13208,-33.99083,0,14916,30
"3214",205.13458,-33.99222,14.95,14928,35
"3215",205.14042,-35.67389,15.54,15641,57
"3216",205.15875,-33.99083,14.32,14845,27
"3217",205.17,-30.44972,15.57,4496,114
"3218",205.17375,-32.30083,14.79,14394,59
"3219",205.17708,-30.29694,15.56,11840,45
"3220",205.18042,-32.15222,15.7,11784,25
"3221",205.18292,-37.03472,14.24,21697,77
"3222",205.1875,-31.79,15.51,11583,57
"3223",205.20292,-32.65778,15,11425,24
"3224",205.20458,-35.91944,16.3,15858,66
"3225",205.21667,-28.08889,15.24,10816,48
"3226",205.21875,-34.13667,15.99,15579,30
"3227",205.22625,-33.67583,15.47,15167,66
"3228",205.22875,-28.11306,15.41,10964,61
"3229",205.22958,-33.33444,0,12155,116
"3230",205.23292,-33.33556,14.59,12229,38
"3231",205.24708,-36.46361,16.4,21921,112
"3232",205.25417,-35.78111,16.2,15663,64
"3233",205.26667,-33.17056,16.7,4441,76
"3234",205.27208,-34.37278,15.57,15485,98
"3235",205.28458,-33.05083,15.4,4470,37
"3236",205.28708,-36.1175,16.6,15392,149
"3237",205.3175,-35.655,14.38,15068,85
"3238",205.31833,-30.85083,15.35,4519,55
"3239",205.33083,-34.37361,15.4,16005,27
"3240",205.34542,-31.8,16.6,11535,91
"3241",205.36333,-34.36917,15.08,16013,27
"3242",205.36417,-32.0025,15,6634,60
"3243",205.38,-32.69417,16.3,15452,52
"3244",205.38167,-32.18306,16.3,11669,51
"3245",205.38417,-33.93972,17.13,15288,32
"3246",205.38667,-34.38139,15.56,16973,66
"3247",205.38958,-33.93944,15.39,15161,48
"3248",205.395,-30.56278,15.39,15595,73
"3249",205.40125,-31.87972,15.17,11467,39
"3250",205.40292,-29.91306,12.6,478,3
"3251",205.40792,-29.91889,0,478,10
"3252",205.40917,-34.12028,15.6,14911,111
"3253",205.42,-34.43278,14.49,15841,44
"3254",205.425,-34.07056,15.76,14610,47
"3255",205.44417,-35.87833,14.88,11378,62
"3256",205.45583,-33.185,15.49,11945,65
"3257",205.46792,-32.5775,14.76,12074,98
"3258",205.47083,-35.19194,15.07,29928,49
"3259",205.47875,-32.44333,15.9,11748,43
"3260",205.48542,-35.69528,15.22,8789,37
"3261",205.48792,-35.69833,0,11425,58
"3262",205.51458,-34.54167,15.51,14587,26
"3263",205.51792,-31.31889,15.8,6973,45
"3264",205.52667,-29.6,16.3,6959,40
"3265",205.5275,-30.45111,16.4,11952,78
"3266",205.53292,-36.34944,16.94,11474,44
"3267",205.53667,-30.76333,13.61,4749,29
"3268",205.56042,-31.03722,14.49,4382,8
"3269",205.57917,-29.78111,15.52,14476,65
"3270",205.59292,-37.19083,14.84,11288,31
"3271",205.62125,-34.8775,15.61,4454,51
"3272",205.63375,-31.73444,16.4,13073,68
"3273",205.6525,-34.87778,15.82,26968,47
"3274",205.66417,-37.61694,15.78,10122,76
"3275",205.67333,-27.97611,15.94,13858,57
"3276",205.67375,-32.31444,16,11071,97
"3277",205.6775,-33.99556,16,5716,28
"3278",205.68583,-34.09306,15.87,7543,13
"3279",205.68958,-32.16167,16.6,11620,143
"3280",205.70792,-36.1725,15.64,21887,155
"3281",205.71125,-32.13389,15.66,13325,54
"3282",205.72333,-31.12139,15.71,4557,29
"3283",205.73208,-34.97139,15.07,16170,50
"3284",205.73833,-31.95278,16.6,11540,126
"3285",205.745,-31.88611,14.33,11689,64
"3286",205.74708,-33.96861,15.85,15096,30
"3287",205.75958,-33.29639,16.3,16281,73
"3288",205.80833,-28.47139,15.76,10975,68
"3289",205.82167,-29.88833,16.3,23277,51
"3290",205.83167,-34.11056,15.6,15073,40
"3291",205.84,-36.32278,15.18,24883,122
"3292",205.84417,-28.96778,0,8957,27
"3293",205.84458,-28.96806,14.54,8924,18
"3294",205.8525,-30.36972,15.13,4498,34
"3295",205.85792,-33.24667,15.55,12267,97
"3296",205.86083,-29.80333,14.31,4653,10
"3297",205.87333,-33.28528,16.6,11608,48
"3298",205.87417,-29.8225,15.5,23270,72
"3299",205.87417,-33.91361,16.31,3996,100
"3300",205.87458,-37.64667,15.64,11113,52
"3301",205.89083,-36.22944,15.6,17312,69
"3302",205.89125,-34.78111,15.08,17030,72
"3303",205.90375,-36.4175,14.6,4311,59
"3304",205.91083,-32.91806,15.51,4097,8
"3305",205.91333,-27.80806,15.24,12231,58
"3306",205.9375,-29.8725,16.4,23123,49
"3307",205.94375,-35.075,14.32,14681,71
"3308",205.95417,-29.74444,14.46,4123,68
"3309",205.97542,-29.83389,15.8,4687,37
"3310",205.97625,-35.77111,14.38,11637,28
"3311",205.9775,-36.195,15.99,11298,103
"3312",206.03625,-34.34056,14.87,11202,76
"3313",206.06333,-34.26111,16.4,11714,93
"3314",206.07083,-30.84194,15.91,11257,48
"3315",206.07167,-34.10861,15.21,11818,71
"3316",206.07333,-27.79167,15.57,13811,110
"3317",206.07667,-36.62917,15.81,11498,46
"3318",206.08458,-29.12861,15.2,8831,34
"3319",206.125,-28.27778,15.2,11364,104
"3320",206.13,-30.13944,15.22,4922,33
"3321",206.135,-29.93389,0,11460,150
"3322",206.14958,-29.93333,15.15,11452,120
"3323",206.165,-32.65389,15.53,12438,76
"3324",206.175,-34.01417,14.67,15271,23
"3325",206.18208,-35.43389,15.45,37694,72
"3326",206.18292,-30.05778,14.96,4521,29
"3327",206.18875,-33.60194,14.32,11063,31
"3328",206.20125,-36.07444,15.62,11213,66
"3329",206.20542,-34.62972,15.24,14660,48
"3330",206.20542,-34.23222,16.5,7515,45
"3331",206.21333,-32.06639,14.95,11131,49
"3332",206.225,-27.90083,15.49,11011,49
"3333",206.23125,-31.38889,14.3,14999,42
"3334",206.24625,-34.28278,15.36,15200,43
"3335",206.24958,-36.15083,14.56,11060,46
"3336",206.26125,-32.89083,15.77,12085,83
"3337",206.26208,-35.23333,15.67,17045,66
"3338",206.26542,-31.66889,0,42870,600
"3339",206.2675,-31.635,14.24,4671,47
"3340",206.27375,-29.43889,15.38,14738,56
"3341",206.27875,-28.65111,15.91,2469,48
"3342",206.30583,-33.67917,15.01,11848,25
"3343",206.32292,-32.64667,14.23,9469,41
"3344",206.33958,-32.81833,16.6,17003,81
"3345",206.34083,-30.0175,14.39,4381,35
"3346",206.34292,-32.62139,16.5,9886,82
"3347",206.35708,-29.85083,15.91,14846,74
"3348",206.36375,-30.22722,14.79,5148,30
"3349",206.37125,-36.78306,15.05,7633,80
"3350",206.38875,-35.26944,15.79,17237,50
"3351",206.39792,-31.89333,15.85,23564,46
"3352",206.40417,-30.78667,15.14,22436,72
"3353",206.41,-28.06139,16.2,4446,110
"3354",206.41917,-30.85222,15.47,40196,74
"3355",206.42042,-29.89389,14.61,4351,64
"3356",206.42292,-35.35972,15.68,17363,38
"3357",206.45667,-34.03167,15.1,15058,33
"3358",206.45708,-37.62167,0,10942,0
"3359",206.45708,-33.265,16.7,12598,78
"3360",206.48333,-32.22889,15.57,15174,74
"3361",206.48833,-33.27556,15.61,11407,65
"3362",206.50458,-37.33306,0,15731,4
"3363",206.50583,-33.74417,14.32,24838,61
"3364",206.51167,-30.16833,15.78,4542,80
"3365",206.51292,-30.01889,16.7,4527,99
"3366",206.54792,-34.49722,15.67,24806,35
"3367",206.565,-32.97333,15.7,11518,42
"3368",206.57417,-29.51917,16.33,4472,97
"3369",206.57917,-31.76222,14.83,12502,54
"3370",206.58917,-29.6,16.6,14656,102
"3371",206.59208,-31.62333,16,11397,48
"3372",206.5925,-33.17278,15.54,11760,52
"3373",206.60417,-29.88833,15.65,11359,64
"3374",206.60417,-31.15056,15.7,4121,44
"3375",206.60667,-32.66611,15.36,12884,52
"3376",206.61792,-28.01639,15.74,24039,109
"3377",206.62375,-33.18167,0,9455,100
"3378",206.62833,-32.47917,15.18,10352,52
"3379",206.63792,-30.55,15.68,14399,69
"3380",206.64,-30.87889,15.02,5190,8
"3381",206.64167,-35.20028,15.2,11423,15
"3382",206.6475,-28.33583,15.23,2612,94
"3383",206.64917,-33.54167,15.4,7521,29
"3384",206.65,-32.83056,0,11170,45
"3385",206.65417,-32.38639,15.51,15259,55
"3386",206.665,-30.79167,15.4,14781,71
"3387",206.67042,-31.58139,15.49,11035,64
"3388",206.67583,-32.97556,0,10810,45
"3389",206.67875,-30.86639,15.89,5092,78
"3390",206.69875,-28.64972,15.09,11091,39
"3391",206.7,-33.04333,16.4,12520,100
"3392",206.7025,-33.19972,0,11090,100
"3393",206.70375,-29.75583,14.58,14350,48
"3394",206.71875,-30.81111,15.34,11758,105
"3395",206.725,-32.80417,19.95,10970,45
"3396",206.72625,-33.04722,16.6,11690,100
"3397",206.73,-33.3175,15.98,11113,157
"3398",206.73083,-32.75611,0,10310,45
"3399",206.74792,-32.87444,0,13530,45
"3400",206.75292,-33.28028,16.6,10580,5
"3401",206.75583,-35.31417,15.23,11453,47
"3402",206.76125,-32.4875,15.96,10681,66
"3403",206.76208,-37.45861,15.71,11357,50
"3404",206.76333,-32.75361,0,13230,45
"3405",206.77625,-32.82,0,12170,45
"3406",206.78042,-32.7025,0,13435,45
"3407",206.78542,-32.9075,15.76,12304,159
"3408",206.78583,-32.85778,0,9410,45
"3409",206.78833,-33.04139,16.2,13458,58
"3410",206.78917,-33.39333,15.44,11518,77
"3411",206.7925,-32.95972,0,12150,45
"3412",206.79375,-32.51556,14.63,11840,52
"3413",206.80333,-30.45694,15.49,4088,60
"3414",206.80417,-32.90639,0,11055,45
"3415",206.80458,-33.64472,15.87,13010,70
"3416",206.80708,-32.765,0,12170,45
"3417",206.81167,-28.33194,14.7,11381,10
"3418",206.8125,-32.85722,16.5,12070,45
"3419",206.81333,-32.88139,0,12270,100
"3420",206.81458,-32.81667,0,10793,5
"3421",206.82,-33.04028,0,11445,45
"3422",206.82167,-32.72528,0,11295,45
"3423",206.82208,-32.86167,0,13570,45
"3424",206.82667,-36.37444,15.04,10963,66
"3425",206.82792,-29.80889,14.25,4550,5
"3426",206.82958,-29.09861,15.88,11548,32
"3427",206.83167,-33.10333,0,13230,100
"3428",206.83542,-30.34778,0,4350,99
"3429",206.8375,-32.92583,0,11930,45
"3430",206.83792,-30.4325,0,3730,50
"3431",206.84167,-32.89833,0,12090,45
"3432",206.84208,-32.3875,16.3,13203,73
"3433",206.84417,-33.09639,14.99,11694,49
"3434",206.84458,-30.62278,14.13,4127,80
"3435",206.845,-33.60306,15.38,16117,48
"3436",206.84583,-30.45833,0,4660,0
"3437",206.84667,-30.41778,16,4310,6
"3438",206.8475,-32.765,0,12195,100
"3439",206.85125,-32.78083,16.3,12210,45
"3440",206.85208,-30.40694,15.13,4386,10
"3441",206.85542,-32.93611,15.78,11850,45
"3442",206.85875,-30.40917,0,4386,10
"3443",206.86042,-32.96222,16.5,13320,100
"3444",206.86083,-32.94361,0,10235,45
"3445",206.86167,-32.81694,15.8,9640,100
"3446",206.86417,-32.87278,0,10880,45
"3447",206.86625,-32.84306,0,10040,45
"3448",206.86625,-32.82917,0,10375,0
"3449",206.86833,-32.99167,0,11630,45
"3450",206.86833,-32.99167,0,11630,45
"3451",206.86833,-32.865,13.01,11567,9
"3452",206.86833,-32.865,13.01,11567,9
"3453",206.87042,-32.86583,0,11679,40
"3454",206.87083,-32.63639,0,10225,45
"3455",206.87417,-32.14139,14.3,12689,54
"3456",206.87542,-32.91472,0,10975,45
"3457",206.87917,-33.58889,16,11269,12
"3458",206.88167,-32.86861,0,12730,45
"3459",206.89042,-33.04278,16.15,9320,100
"3460",206.89167,-32.78667,0,10925,45
"3461",206.8925,-30.6675,15.36,11952,52
"3462",206.905,-32.75111,16.4,11589,7
"3463",206.91458,-30.94889,0,4478,14
"3464",206.915,-29.43444,14.71,3834,7
"3465",206.91708,-30.93944,12.84,4466,5
"3466",206.9175,-32.95528,0,12650,45
"3467",206.9175,-28.30444,15.25,11107,155
"3468",206.92375,-30.35861,14.76,4409,18
"3469",206.92792,-32.72417,0,10395,100
"3470",206.92875,-32.7325,0,12440,45
"3471",206.92958,-33.19722,15.34,11885,36
"3472",206.93417,-34.50528,16.6,4216,42
"3473",206.93625,-34.96944,15.38,11504,23
"3474",206.94208,-30.33222,0,4420,20
"3475",206.94292,-30.36611,15.69,3827,88
"3476",206.9475,-32.32917,15.21,11678,60
"3477",206.95375,-33.29028,16.6,12297,4
"3478",206.95583,-29.62472,14.61,11242,81
"3479",206.95833,-33.18361,14.92,10328,29
"3480",206.97042,-32.4625,14.9,12255,25
"3481",206.97125,-32.98389,15.18,11188,7
"3482",206.97417,-29.10722,15.86,14756,46
"3483",206.97458,-32.73778,0,11790,45
"3484",206.97958,-33.00806,0,11305,45
"3485",206.98625,-33.01833,16.43,13880,94
"3486",206.99375,-32.86889,15.59,11789,80
"3487",207.00042,-30.81167,15.44,4130,60
"3488",207.00583,-32.65111,0,15350,45
"3489",207.00667,-31.81389,15.37,12277,115
"3490",207.00917,-33.45083,16.6,15174,18
"3491",207.01208,-31.46306,14.92,4862,33
"3492",207.0125,-32.81028,0,12150,45
"3493",207.015,-32.62944,14.94,10447,60
"3494",207.01833,-33.35083,14.35,11901,34
"3495",207.02333,-32.74389,0,12700,100
"3496",207.02542,-32.50944,14.44,11666,55
"3497",207.02667,-33.46333,15.85,14889,51
"3498",207.0275,-30.53722,15.06,5191,38
"3499",207.02833,-33.77306,16.4,11307,68
"3500",207.03458,-34.07472,16.6,12209,61
"3501",207.03792,-27.71583,15.98,11348,62
"3502",207.04625,-30.45194,14.02,4812,26
"3503",207.0475,-33.38222,15.7,15499,0
"3504",207.04917,-32.78889,15.74,12585,138
"3505",207.05375,-29.31889,16.7,3886,32
"3506",207.05833,-33.38194,15.5,12205,6
"3507",207.05958,-30.73806,15.83,14738,79
"3508",207.06125,-30.55111,15,4271,2
"3509",207.06292,-30.18194,0,38790,100
"3510",207.065,-32.23194,0,4890,100
"3511",207.06583,-32.75278,0,11485,45
"3512",207.06625,-30.57528,15.31,4238,62
"3513",207.0675,-32.23944,14.32,470,60
"3514",207.06833,-33.35222,0,12022,67
"3515",207.06833,-31.77972,15.7,11369,35
"3516",207.075,-32.15306,15.68,29272,73
"3517",207.08083,-30.19944,0,38823,0
"3518",207.08917,-29.98972,15.22,5117,82
"3519",207.08958,-29.62639,14.42,4530,26
"3520",207.09208,-33.15694,0,12210,100
"3521",207.10167,-34.685,15.15,13896,88
"3522",207.10375,-32.78528,0,11800,45
"3523",207.10458,-27.56944,15.96,11118,102
"3524",207.10917,-34.83278,16.4,17193,62
"3525",207.11042,-33.04611,16.2,5530,40
"3526",207.11083,-32.76611,16.5,11260,100
"3527",207.11375,-35.89583,14.22,7538,52
"3528",207.12375,-29.53194,14.73,4235,160
"3529",207.12917,-30.59333,15.61,14649,50
"3530",207.13333,-32.71639,0,12190,100
"3531",207.1375,-35.68583,15.9,30107,78
"3532",207.15042,-33.39556,16.6,10705,70
"3533",207.15042,-28.60528,16.7,14808,90
"3534",207.15208,-30.42861,14,4350,10
"3535",207.15625,-29.04056,15.89,14697,42
"3536",207.16292,-30.81083,14.16,5068,4
"3537",207.165,-30.815,0,5235,24
"3538",207.17833,-34.65694,15.29,27740,73
"3539",207.17833,-28.56444,15.76,28728,72
"3540",207.1825,-30.2175,14.5,5370,10
"3541",207.18625,-30.18306,15.72,11833,69
"3542",207.18625,-35.80472,16.25,7591,47
"3543",207.19125,-37.49639,15.47,11128,83
"3544",207.19458,-32.56333,0,12430,100
"3545",207.20375,-32.11444,15.63,12523,55
"3546",207.20458,-31.15528,14.57,5155,3
"3547",207.20708,-30.51111,13.05,3586,15
"3548",207.20958,-33.15194,0,13475,100
"3549",207.225,-30.02722,16.3,8559,28
"3550",207.23042,-30.40667,14.47,4681,52
"3551",207.24125,-28.42944,16.3,15265,69
"3552",207.24167,-32.85722,14.39,11396,42
"3553",207.24333,-30.96306,14.93,4597,66
"3554",207.24583,-33.41056,14.72,10868,31
"3555",207.25125,-33.97,15.06,11327,35
"3556",207.25167,-30.62556,14.68,5068,30
"3557",207.26,-35.60944,15.9,11173,54
"3558",207.26208,-29.93694,14.89,4552,57
"3559",207.26542,-28.07889,14.85,4883,76
"3560",207.27208,-30.29583,12.2,4539,8
"3561",207.27292,-32.23444,16.4,12811,64
"3562",207.27458,-30.47972,14.48,4157,29
"3563",207.27917,-30.81944,14.71,4856,30
"3564",207.28083,-28.00472,15.58,4679,26
"3565",207.28208,-32.72639,16,13900,10
"3566",207.28875,-33.09528,15.31,12590,100
"3567",207.28917,-31.165,13.52,5015,27
"3568",207.30875,-30.33694,15.75,3800,71
"3569",207.31083,-33.185,15.97,12230,100
"3570",207.3175,-29.90194,15.39,4671,68
"3571",207.32417,-36.06167,11.03,326,1
"3572",207.33,-30.30944,14,4813,15
"3573",207.33708,-28.20111,14.56,5000,10
"3574",207.33917,-30.31472,0,4813,18
"3575",207.34833,-28.91889,15.85,14997,70
"3576",207.35542,-32.15583,15.55,11477,65
"3577",207.35667,-33.61389,15.4,11604,7
"3578",207.36292,-30.05083,15.84,11869,91
"3579",207.37083,-31.42833,15.3,14777,93
"3580",207.38958,-33.06917,14.16,4236,7
"3581",207.39917,-30.15639,15.3,4719,61
"3582",207.41542,-29.34861,15.12,15212,55
"3583",207.43542,-30.13889,14.71,22419,58
"3584",207.43917,-32.38111,15.1,11011,7
"3585",207.44,-32.08611,16.4,11843,78
"3586",207.45167,-34.86083,16.3,15380,69
"3587",207.4525,-30.70694,15.61,4220,30
"3588",207.45333,-29.61139,14.31,4280,63
"3589",207.46375,-27.51361,14.67,11670,50
"3590",207.46417,-35.48306,15.6,28576,122
"3591",207.46708,-31.21444,0,11670,150
