"","u_g","g_r","r_i","i_z","Class"
"2853",1.176,0.418,0.124,0.069,2
"2854",1.251,0.455,0.183,0.047,2
"2855",2.531,1.149,0.465,0.228,2
"2856",1.535,0.594,0.198,0.085,2
"2857",0.999,0.354,0.127,0.016,2
"2858",1.703,0.678,0.215,0.143,2
"2859",1.208,0.491,0.18,0.081,2
"2860",2.346,0.94,0.288,0.163,2
"2861",0.9,0.281,0.074,0.027,2
"2862",1.292,-0.088,0.678,0.034,2
"2863",1.031,0.485,0.18,0.103,2
"2864",1.713,0.689,0.29,0.16,2
"2865",1.318,0.461,0.187,0.054,2
"2866",2.771,1.296,0.532,0.279,2
"2867",1.257,0.512,0.198,0.092,2
"2868",1.852,0.722,0.262,0.169,2
"2869",1.706,0.652,0.261,0.146,2
"2870",2.305,0.964,0.418,0.277,2
"2871",1.115,0.418,0.159,0.071,2
"2872",1.289,0.428,0.165,0.061,2
"2873",1.445,0.506,0.189,0.104,2
"2874",1.177,0.374,0.185,0.031,2
"2875",1.621,0.582,0.246,0.117,2
"2876",1.256,0.458,0.155,0.057,2
"2877",1.097,0.409,0.174,0.071,2
"2878",2.354,0.878,0.291,0.143,2
"2879",1.134,-0.02,-0.027,-0.052,2
"2880",0.989,0.309,0.101,0.042,2
"2881",1.526,0.606,0.199,0.113,2
"2882",2.171,0.837,0.305,0.183,2
"2883",2.518,1.07,0.369,0.204,2
"2884",1.798,0.804,0.26,0.138,2
"2885",2,0.847,0.271,0.192,2
"2886",1.613,0.676,0.262,0.181,2
"2887",0.904,0.303,0.14,0.037,2
"2888",1.228,0.471,0.123,0.074,2
"2889",2.605,1.394,0.65,0.389,2
"2890",1.768,0.784,0.344,0.258,2
"2891",1.477,0.548,0.219,0.125,2
"2892",2.127,0.831,0.323,0.169,2
"2893",2.628,1.212,0.522,0.285,2
"2894",2.585,1.327,0.598,0.302,2
"2895",1.236,0.492,0.213,0.114,2
"2896",1.259,0.407,0.201,0.103,2
"2897",1.886,0.736,0.267,0.139,2
"2898",1.22,0.49,0.194,0.109,2
"2899",1.31,0.517,0.216,0.138,2
"2900",1.986,0.795,0.296,0.186,2
"2901",1.192,0.524,0.2,0.125,2
"2902",1.357,0.51,0.184,0.09,2
"2903",1.203,0.53,0.207,0.121,2
"2904",1.791,0.621,0.189,0.115,2
"2905",1.89,0.712,0.237,0.142,2
"2906",2.021,0.859,0.322,0.195,2
"2907",1.169,0.425,0.179,0.028,2
"2908",2.247,0.802,0.288,0.142,2
"2909",1.168,0.456,0.223,-0.072,2
"2910",2.295,1.069,0.353,0.207,2
"2911",0.793,0.271,0.109,0.05,2
"2912",0.934,0.421,0.16,0.08,2
"2913",1.572,0.591,0.218,0.131,2
"2914",1.488,0.595,0.21,0.123,2
"2915",1.158,0.399,-0.034,0.211,2
"2916",0.953,0.325,0.093,0.111,2
"2917",1.24,0.418,0.134,0.119,2
"2918",1.629,0.619,0.206,0.104,2
"2919",1.256,0.451,0.169,0.06,2
"2920",1.552,0.6,0.199,0.087,2
"2921",1.192,0.422,0.122,0.046,2
"2922",1.682,0.719,0.258,0.126,2
"2923",1.08,0.423,0.117,0.052,2
"2924",0.972,0.356,0.092,0.054,2
"2925",1.203,0.427,0.14,0.038,2
"2926",1.212,0.491,0.219,0.018,2
"2927",1.258,0.477,0.166,0.096,2
"2928",2.599,1.146,0.371,0.25,2
"2929",1.199,0.41,0.142,0.042,2
"2930",2.032,0.762,0.233,0.105,2
"2931",1.323,0.474,0.165,0.057,2
"2932",1.391,0.549,0.156,0.056,2
"2933",1.513,0.644,0.223,0.079,2
"2934",2.034,0.82,0.33,0.125,2
"2935",1.08,0.41,0.126,0.019,2
"2936",1.536,0.571,0.234,0.115,2
"2937",1.287,0.454,0.166,0.057,2
"2938",1.14,0.524,0.241,0.105,2
"2939",1.934,0.83,0.312,0.21,2
"2940",1.564,0.642,0.219,0.143,2
"2941",0.915,0.422,0.21,0.078,2
"2942",1.6,0.635,0.247,0.116,2
"2943",1.396,0.503,0.17,0.059,2
"2944",1.101,0.359,0.158,0.05,2
"2945",1.016,0.188,0.086,-0.034,2
"2946",1.627,0.616,0.242,0.085,2
"2947",2.675,1.262,0.524,0.277,2
"2948",2.369,1.007,0.434,0.246,2
"2949",2.595,1.386,0.732,0.407,2
"2950",1.173,0.5,0.144,0.029,2
"2951",1.324,0.527,0.162,0.109,2
"2952",1.232,0.232,0.058,0.005,2
"2953",1.992,0.798,0.293,0.166,2
"2954",1.159,0.461,0.155,0.029,2
"2955",1.648,0.59,0.242,0.057,2
"2956",1.562,0.562,0.167,0.12,2
"2957",1.653,0.599,0.168,0.089,2
"2958",1.219,0.435,0.146,0.057,2
"2959",2.522,1.211,0.488,0.274,2
"2960",1.115,0.41,0.116,0.044,2
"2961",1.186,0.406,0.152,0.045,2
"2962",1.476,0.564,0.23,0.089,2
"2963",2.619,1.198,0.501,0.26,2
"2964",0.952,0.371,0.058,0.041,2
"2965",2.108,0.893,0.299,0.176,2
"2966",1.44,0.558,0.173,0.089,2
"2967",0.921,0.251,0.103,0.01,2
"2968",1.648,0.615,0.244,0.091,2
"2969",1.981,0.809,0.293,0.14,2
"2970",1.325,0.51,0.177,0.038,2
"2971",1.872,0.727,0.213,0.226,2
"2972",0.976,0.33,0.105,0.015,2
"2973",1.455,0.555,0.137,0.075,2
"2974",1.196,0.431,0.145,0.01,2
"2975",1.149,0.528,0.238,0.133,2
"2976",1.467,0.568,0.204,0.127,2
"2977",2.501,1.226,0.537,0.292,2
"2978",2.458,1.106,0.415,0.261,2
"2979",1.089,0.386,0.143,0.052,2
"2980",0.862,0.312,0.114,-0.03,2
"2981",1.784,0.758,0.264,0.098,2
"2982",1.645,0.642,0.259,0.077,2
"2983",1.813,0.635,0.26,0.157,2
"2984",1.534,0.609,0.224,0.117,2
"2985",1.477,0.619,0.239,0.148,2
"2986",0.989,0.413,0.169,0.064,2
"2987",0.884,0.303,0.087,0.041,2
"2988",2.556,1.167,0.476,0.235,2
"2989",1.224,0.441,0.142,0.024,2
"2990",0.917,0.102,0.002,-0.028,2
"2991",1.336,0.54,0.233,0.074,2
"2992",1.4,0.506,0.127,0.035,2
"2993",1.094,0.407,0.106,0.106,2
"2994",1.389,0.459,0.226,0.013,2
"2995",1.189,0.399,0.201,0.007,2
"2996",0.989,0.42,0.172,0.006,2
"2997",1.397,0.578,0.227,0.065,2
"2998",1.439,0.587,0.188,0.045,2
"2999",0.98,0.43,0.195,0.058,2
"3000",1.367,0.538,0.192,0.121,2
"3001",1.476,0.675,0.246,0.1,2
"3002",1.871,0.703,0.268,0.165,2
"3003",2.394,0.895,0.244,0.212,2
"3004",1.047,0.317,0.109,0.074,2
"3005",2.541,1.161,0.432,0.291,2
"3006",2.69,1.214,0.446,0.315,2
"3007",1.273,0.431,0.142,-0.08,2
"3008",1.742,0.668,0.304,0.106,2
"3009",1.926,0.748,0.261,0.142,2
"3010",1.79,0.644,0.315,0.122,2
"3011",1.153,0.482,0.255,0.113,2
"3012",1.146,0.446,0.31,0.083,2
"3013",2.465,1.002,0.43,0.226,2
"3014",1.234,0.344,0.254,0.054,2
"3015",2.516,1.323,0.673,0.351,2
"3016",2.597,1.109,0.514,0.177,2
"3017",2.45,1.329,0.746,0.335,2
"3018",0.862,0.178,0.191,-0.04,2
"3019",2.062,0.798,0.436,0.172,2
"3020",1.197,0.354,0.206,0.079,2
"3021",1.429,0.488,0.24,0.111,2
"3022",1.058,0.282,0.221,0.035,2
"3023",2.487,1.152,0.686,0.294,2
"3024",2.277,0.926,0.439,0.251,2
"3025",2.534,1.108,0.457,0.273,2
"3026",2.664,1.249,0.542,0.242,2
"3027",1.606,0.614,0.171,0.127,2
"3028",2.271,0.98,0.31,0.196,2
"3029",1.691,0.652,0.137,0.127,2
"3030",1.16,0.443,0.136,0.07,2
"3031",1.733,0.717,0.238,0.124,2
"3032",1.019,0.362,0.155,0.039,2
"3033",2.308,1.093,0.252,0.217,2
"3034",1.107,0.49,0.056,0.063,2
"3035",2.457,1.153,0.524,0.179,2
"3036",2.358,1.376,0.961,0.567,2
"3037",1.921,0.801,0.319,0.099,2
"3038",1.107,0.469,0.183,-0.003,2
"3039",1.242,0.46,0.212,0.021,2
"3040",1.237,0.573,0.211,0.073,2
"3041",2.175,0.886,0.334,0.157,2
"3042",1.672,0.642,0.256,-0.035,2
"3043",0.948,0.247,0.06,0.003,2
"3044",1.401,0.569,0.176,0.03,2
"3045",0.904,0.3,0.109,-0.026,2
"3046",1.087,0.349,0.123,-0.015,2
"3047",2.246,0.943,0.306,0.083,2
"3048",1.22,0.184,0.453,-0.004,2
"3049",2.563,1.366,0.688,0.328,2
"3050",2.521,1.326,0.585,0.261,2
"3051",1.471,0.539,0.28,0.048,2
"3052",0.979,0.529,0.134,0.135,2
"3053",1.187,0.401,0.222,0.016,2
"3054",1.219,0.42,0.179,0.004,2
"3055",2.605,1.337,0.574,0.304,2
"3056",1.814,0.742,0.359,0.094,2
"3057",2.469,1.118,0.443,0.201,2
"3058",1.927,0.711,0.219,0.132,2
"3059",2.662,1.324,0.541,0.326,2
"3060",2.321,1.058,0.417,0.173,2
"3061",1.986,0.832,0.322,0.126,2
"3062",1.589,0.617,0.204,0.093,2
"3063",0.871,0.264,0.077,-0.002,2
"3064",1.286,0.497,0.159,0.109,2
"3065",2.577,1.096,0.388,0.168,2
"3066",2.621,1.183,0.422,0.225,2
"3067",1.396,0.463,0.144,0.073,2
"3068",0.98,0.258,0.091,0.052,2
"3069",2.538,1.08,0.408,0.24,2
"3070",1.574,0.572,0.214,0.078,2
"3071",1.498,0.658,0.271,0.148,2
"3072",1.028,0.036,-0.045,-0.113,2
"3073",1.33,0.499,0.194,0.027,2
"3074",1.507,0.498,0.26,0.072,2
"3075",0.95,0.289,0.126,-0.01,2
"3076",1.355,0.501,0.207,0.059,2
"3077",1.217,0.449,0.206,0.034,2
"3078",1.948,0.697,0.301,0.122,2
"3079",1.187,0.392,0.19,-0.05,2
"3080",1.183,0.455,0.195,0.055,2
"3081",2.328,0.934,0.327,0.133,2
"3082",1.031,0.384,0.192,0.069,2
"3083",1.105,0.407,0.13,0.076,2
"3084",1.002,0.377,0.126,0.072,2
"3085",1.218,0.449,0.119,0.075,2
"3086",2.813,1.335,0.578,0.339,2
"3087",2.032,0.773,0.298,0.091,2
"3088",1.236,0.475,0.154,-0.002,2
"3089",1.646,0.682,0.24,0.114,2
"3090",0.847,0.243,0.101,-0.007,2
"3091",1.852,0.778,0.242,0.162,2
"3092",1.507,0.603,0.22,0.122,2
"3093",1.243,0.421,0.14,0.025,2
"3094",1.71,0.649,0.211,0.111,2
"3095",1.148,0.398,0.117,0.042,2
"3096",1.58,0.664,0.254,0.129,2
"3097",1.369,0.538,0.224,0.069,2
"3098",2.3,0.903,0.299,0.16,2
"3099",1.214,0.42,0.153,0.045,2
"3100",0.997,0.341,0.11,0.017,2
"3101",1.22,0.469,0.154,0.067,2
"3102",2.809,1.402,0.695,0.387,2
"3103",1.628,0.597,0.299,0.137,2
"3104",1.797,0.7,0.261,0.108,2
"3105",2.408,0.923,0.331,0.136,2
"3106",1.433,0.56,0.253,0.156,2
"3107",1.968,0.784,0.276,0.158,2
"3108",1.096,0.357,0.135,0.086,2
"3109",1.213,0.5,0.236,0.144,2
"3110",2.503,1.105,0.472,0.231,2
"3111",1.135,0.438,0.108,0.042,2
"3112",2.625,1.099,0.414,0.202,2
"3113",1.263,0.447,0.144,0.073,2
"3114",1.046,0.33,0.103,0.042,2
"3115",2.112,0.945,0.252,0.205,2
"3116",1.653,0.62,0.194,0.218,2
"3117",2.224,0.834,0.311,0.047,2
"3118",1.627,0.641,0.268,0.17,2
"3119",1.75,0.659,0.266,0.124,2
"3120",1.329,0.481,0.218,0.116,2
"3121",1.259,0.458,0.172,0.055,2
"3122",1.224,0.296,0.162,0.073,2
"3123",1.298,0.484,0.219,0.09,2
"3124",1.179,0.421,0.177,0.014,2
"3125",1.448,0.496,0.231,0.086,2
"3126",0.958,0.245,0.007,-0.009,2
"3127",1.418,0.525,0.21,0.068,2
"3128",2.068,0.809,0.274,0.132,2
"3129",1.039,0.158,0.057,-0.05,2
"3130",0.88,0.229,0.131,-0.045,2
"3131",1.129,0.354,0.178,0.049,2
"3132",1.487,0.582,0.213,0.096,2
"3133",1.295,0.501,0.181,0.072,2
"3134",1.043,0.369,0.122,0.039,2
"3135",1.092,0.346,0.132,0.009,2
"3136",2.655,1.146,0.449,0.221,2
"3137",0.991,0.334,0.133,0.02,2
"3138",1.017,0.397,0.091,0.029,2
"3139",1.414,0.38,0.188,0.04,2
"3140",2.214,0.896,0.336,0.171,2
"3141",1.446,0.546,0.175,0.051,2
"3142",1.321,0.525,0.234,0.123,2
"3143",1.214,0.478,0.186,0.059,2
"3144",1.21,0.46,0.268,-0.049,2
"3145",2.497,1.109,0.435,0.228,2
"3146",1.159,0.469,0.179,0.145,2
"3147",2.405,1.035,0.392,0.209,2
"3148",1.562,0.605,0.224,0.097,2
"3149",0.962,0.426,0.168,0.072,2
"3150",1.515,0.551,0.229,0.087,2
"3151",1.605,0.582,0.195,0.079,2
"3152",1.145,0.498,0.234,0.117,2
"3153",1.384,0.607,0.232,0.111,2
"3154",1.553,0.604,0.203,0.117,2
"3155",1.2,0.528,0.103,0.1,2
"3156",2.509,1.324,0.67,0.332,2
"3157",1.174,0.466,0.216,0.041,2
"3158",2.086,0.824,0.326,0.156,2
"3159",1.026,0.422,0.091,0.067,2
"3160",1.424,0.529,0.143,0.099,2
"3161",1.312,0.558,0.225,0.098,2
"3162",1.927,0.829,0.312,0.19,2
"3163",0.917,0.321,0.134,0.014,2
"3164",1.216,0.48,0.167,0.038,2
"3165",1.81,0.799,0.301,0.169,2
"3166",1.312,0.579,0.184,0.061,2
"3167",1.411,0.519,0.199,0.096,2
"3168",2.148,0.938,0.368,0.231,2
"3169",0.876,0.298,0.07,0.046,2
"3170",1.24,0.556,0.131,0.092,2
"3171",1.204,0.54,0.218,0.077,2
"3172",1.979,0.76,0.292,0.149,2
"3173",1.974,0.776,0.276,0.158,2
"3174",1.046,0.28,0.089,-0.019,2
"3175",2.457,1.155,0.446,0.222,2
"3176",2.359,1.02,0.406,0.181,2
"3177",1.159,0.421,0.159,0.004,2
"3178",1.791,0.633,0.249,0.082,2
"3179",2.587,1.454,0.758,0.415,2
"3180",1.107,0.342,0.17,0.055,2
"3181",1.944,0.805,0.31,0.2,2
"3182",1.155,0.549,0.221,0.124,2
"3183",1.628,0.681,0.215,0.14,2
"3184",1.245,0.543,0.168,0.095,2
"3185",2.362,1.131,0.374,0.225,2
"3186",1.393,0.543,0.196,0.081,2
"3187",1.657,0.624,0.217,0.139,2
"3188",2.602,1.311,0.533,0.302,2
"3189",1.302,0.464,0.183,0.075,2
"3190",2.07,0.82,0.345,0.233,2
"3191",2.5,1.112,0.455,0.213,2
"3192",1.551,0.605,0.216,0.134,2
"3193",2.221,1.061,0.39,0.246,2
"3194",1.48,0.572,0.207,0.101,2
"3195",1.312,0.58,0.246,0.166,2
"3196",1.163,0.414,0.222,0.069,2
"3197",1.237,0.445,0.168,0.063,2
"3198",0.95,0.234,0.149,0.068,2
"3199",1.222,0.227,0.13,0.051,2
"3200",2.519,1.364,0.914,0.523,2
"3201",1.24,0.412,0.186,0.064,2
"3202",1.151,0.509,0.177,0.046,2
"3203",1.336,0.53,0.168,0.066,2
"3204",1.517,0.537,0.201,0.114,2
"3205",1.461,0.607,0.207,0.126,2
"3206",1.15,0.426,0.134,0.084,2
"3207",2.127,0.854,0.338,0.197,2
"3208",1.273,0.467,0.163,0.088,2
"3209",1.436,0.506,0.165,0.091,2
"3210",1.121,0.468,0.158,0.12,2
"3211",1.277,0.495,0.2,0.076,2
"3212",1.216,0.428,0.153,0.06,2
"3213",1.192,0.552,0.159,0.04,2
"3214",1.162,0.461,0.16,0.048,2
"3215",1.017,0.383,0.132,0.035,2
"3216",1.128,0.379,0.14,0.042,2
"3217",1.722,0.614,0.218,0.118,2
"3218",1.381,0.514,0.182,0.06,2
"3219",1.368,0.399,0.134,0.044,2
"3220",1.429,0.535,0.203,0.095,2
"3221",1.733,0.538,0.229,0.151,2
"3222",1.269,0.476,0.126,0.114,2
"3223",1.129,0.389,0.101,0.037,2
"3224",1.483,0.556,0.183,0.139,2
"3225",2.645,1.384,0.659,0.38,2
"3226",0.836,0.248,0.097,0.035,2
"3227",1.345,0.579,0.22,0.111,2
"3228",1.938,0.786,0.255,0.153,2
"3229",0.968,0.317,0.053,0.023,2
"3230",1.219,0.435,0.159,0.066,2
"3231",2.278,0.939,0.351,0.164,2
"3232",1.293,0.518,0.186,0.066,2
"3233",1.328,0.545,0.182,0.09,2
"3234",1.329,0.48,0.155,0.04,2
"3235",2.181,0.864,0.256,0.154,2
"3236",1.623,0.615,0.27,0.113,2
"3237",2.202,0.903,0.336,0.176,2
"3238",2.296,0.902,0.291,0.17,2
"3239",1.331,0.524,0.183,0.075,2
"3240",1.192,0.47,0.188,0.056,2
"3241",1.756,0.623,0.197,0.119,2
"3242",2.665,1.297,0.552,0.375,2
"3243",1.125,0.388,0.138,0.054,2
"3244",1.043,0.323,0.124,0.042,2
"3245",2.074,0.844,0.298,0.223,2
"3246",1.164,0.422,0.158,0.06,2
"3247",1.314,0.492,0.179,0.046,2
"3248",1.479,0.548,0.2,0.043,2
"3249",1.219,0.449,0.127,0.088,2
"3250",2.629,1.387,0.6,0.341,2
"3251",1.946,0.76,0.28,0.11,2
"3252",1.414,0.483,0.189,0.086,2
"3253",1.144,0.452,0.123,0.045,2
"3254",0.872,0.293,0.082,0.032,2
"3255",2.155,0.891,0.325,0.194,2
"3256",1.099,0.502,0.192,0.096,2
"3257",1.612,0.603,0.214,0.083,2
"3258",1.388,0.566,0.204,0.104,2
"3259",1.744,0.685,0.269,0.13,2
"3260",1.415,0.512,0.152,0.108,2
"3261",1.24,0.4,0.145,0.045,2
"3262",1.161,0.506,0.261,0.132,2
"3263",0.97,0.309,0.119,0.037,2
"3264",1.426,0.557,0.256,0.119,2
"3265",2.345,1.099,0.401,0.233,2
"3266",1.826,0.709,0.201,0.117,2
"3267",0.927,0.134,-0.005,-0.026,2
"3268",1.818,0.629,0.258,0.107,2
"3269",1.77,0.634,0.285,0.12,2
"3270",0.945,0.326,0.114,0.071,2
"3271",1.359,0.482,0.196,0.096,2
"3272",1.391,0.584,0.218,0.096,2
"3273",1.565,0.625,0.22,0.124,2
"3274",1.239,0.58,0.247,0.17,2
"3275",1.951,0.752,0.281,0.208,2
"3276",1.341,0.498,0.152,0.075,2
"3277",1.371,0.515,0.2,0.1,2
"3278",1.058,0.429,0.164,0.099,2
"3279",1.018,0.35,0.126,0.006,2
"3280",1.219,0.525,0.185,0.114,2
"3281",0.982,0.315,0.127,0.045,2
"3282",1.219,0.439,0.004,0.218,2
"3283",0.988,0.527,0.106,0.044,2
"3284",1.399,0.517,0.202,0.088,2
"3285",1.602,0.545,0.191,0.085,2
"3286",1.107,0.391,0.128,0.064,2
"3287",1.825,0.715,0.235,0.134,2
"3288",1.258,0.543,0.246,0.153,2
"3289",0.84,0.231,0.092,0.03,2
"3290",0.779,0.352,0.158,0.101,2
"3291",1.843,0.738,0.277,0.153,2
"3292",1.317,0.483,0.172,0.041,2
"3293",1.039,0.358,0.139,0.038,2
"3294",1.228,0.496,0.177,0.057,2
"3295",1.8,0.738,0.266,0.143,2
"3296",2.121,0.821,0.302,0.156,2
"3297",1.376,0.54,0.189,0.109,2
"3298",1.527,0.569,0.2,0.113,2
"3299",0.911,0.15,0.041,-0.004,2
"3300",1.614,0.604,0.21,0.14,2
"3301",1.12,0.367,0.165,0.012,2
"3302",1.191,0.479,0.197,0.069,2
"3303",1.102,0.427,0.124,0.035,2
"3304",1.682,0.662,0.227,0.109,2
"3305",1.243,0.478,0.177,0.095,2
"3306",1.199,0.453,0.214,0.057,2
"3307",1.673,0.642,0.276,0.096,2
"3308",1.157,0.418,0.119,0.07,2
"3309",0.953,0.305,0.083,0.046,2
"3310",1.125,0.213,0.033,0.03,2
"3311",1.622,0.636,0.196,0.128,2
"3312",1.092,0.388,0.14,0.08,2
"3313",1.294,0.422,0.17,0.072,2
"3314",1.287,0.466,0.197,0.085,2
"3315",1.126,0.389,0.177,0.055,2
"3316",1.82,0.659,0.238,0.133,2
"3317",1.271,0.451,0.218,0.05,2
"3318",1.376,0.371,0.244,0.108,2
"3319",0.965,0.365,0.15,0.043,2
"3320",1.511,0.546,0.225,0.126,2
"3321",1.136,0.383,0.19,-0.024,2
"3322",0.926,0.313,0.086,0.022,2
"3323",2.017,0.835,0.281,0.172,2
"3324",1.796,0.735,0.288,0.153,2
"3325",1.215,0.529,0.235,0.085,2
"3326",2.681,1.362,0.567,0.322,2
"3327",2.137,0.932,0.359,0.16,2
"3328",2.417,0.948,0.286,0.171,2
"3329",2.072,0.929,0.322,0.171,2
"3330",1.34,0.49,0.148,0.067,2
"3331",2.606,1.263,0.478,0.278,2
"3332",1.124,0.498,0.087,0.066,2
"3333",1.317,0.42,0.145,0.049,2
"3334",2.229,0.953,0.317,0.195,2
"3335",1.027,0.371,0.103,0.063,2
"3336",2.222,0.875,0.276,0.172,2
"3337",0.942,0.331,0.084,0.03,2
"3338",1.157,0.402,0.152,0.026,2
"3339",1.084,0.383,0.146,0.054,2
"3340",2.695,1.396,0.805,0.448,2
"3341",1.186,0.461,0.149,0.068,2
"3342",1.153,0.414,0.129,0.059,2
"3343",1.189,0.446,0.154,0.071,2
"3344",1.889,0.715,0.258,0.175,2
"3345",1.532,0.633,0.291,0.128,2
"3346",1.62,0.663,0.316,0.123,2
"3347",1.449,0.58,0.247,0.189,2
"3348",2.661,1.171,0.456,0.221,2
"3349",1.063,0.391,0.141,0.059,2
"3350",2.678,1.406,0.707,0.351,2
"3351",1.386,0.5,0.186,0.082,2
"3352",1.59,0.598,0.258,0.068,2
"3353",1.548,0.606,0.216,0.1,2
"3354",1.284,0.456,0.171,0.064,2
"3355",1.61,0.571,0.218,0.102,2
"3356",2.252,0.918,0.339,0.178,2
"3357",1.119,0.352,0.132,0.024,2
"3358",0.899,0.255,0.118,0.011,2
"3359",1.549,0.58,0.243,0.082,2
"3360",1.514,0.606,0.256,0.092,2
"3361",1.478,0.645,0.283,0.154,2
"3362",1.205,0.449,0.189,0.025,2
"3363",0.926,0.249,0.081,0.011,2
"3364",1.549,0.59,0.214,0.109,2
"3365",1.886,0.751,0.305,0.142,2
"3366",1.437,0.555,0.228,0.113,2
"3367",2.163,0.844,0.298,0.141,2
"3368",1.887,0.755,0.257,0.152,2
"3369",1.113,0.413,0.114,0.058,2
"3370",1.08,0.391,0.131,0.075,2
"3371",1.381,0.529,0.18,0.105,2
"3372",1.165,0.424,0.14,0.067,2
"3373",2.186,0.879,0.307,0.16,2
"3374",1.509,0.584,0.158,0.091,2
"3375",2.613,1.353,0.702,0.378,2
"3376",1.123,0.476,0.239,0.079,2
"3377",2.14,0.819,0.36,0.172,2
"3378",1.568,0.529,0.232,0.04,2
"3379",2.447,1.038,0.394,0.191,2
"3380",0.901,0.388,0.209,0.059,2
"3381",0.99,0.396,0.164,0.047,2
"3382",1.169,0.368,0.147,0.019,2
"3383",1.975,0.711,0.249,0.108,2
"3384",1.067,-0.222,-0.176,-0.092,2
"3385",0.912,0.362,0.113,0.052,2
"3386",1.38,0.524,0.188,0.084,2
"3387",1.097,0.381,0.145,0.019,2
"3388",1.134,0.436,0.135,0.049,2
"3389",1.463,0.606,0.232,0.109,2
"3390",1.24,0.482,0.188,0.071,2
"3391",1.119,0.422,0.162,0.053,2
"3392",1.358,0.46,0.157,0.056,2
"3393",1.281,0.472,0.221,0.026,2
"3394",1.177,-0.174,-0.131,-0.094,2
"3395",1.879,0.729,0.299,0.118,2
"3396",0.964,0.33,0.164,-0.023,2
"3397",1.922,0.746,0.291,0.156,2
"3398",0.887,0.295,0.138,0.03,2
"3399",1.589,0.585,0.249,0.074,2
"3400",1.341,0.47,0.172,0.033,2
"3401",1.845,0.693,0.27,0.105,2
"3402",2.409,1.087,0.411,0.211,2
"3403",2.091,0.988,0.326,0.199,2
"3404",1.131,0.351,0.152,0.06,2
"3405",1.116,0.441,0.223,0.112,2
"3406",2.231,0.887,0.311,0.16,2
"3407",2.293,0.909,0.335,0.177,2
"3408",1.141,-0.023,-0.036,-0.068,2
"3409",1.398,0.482,0.177,0.08,2
"3410",0.951,0.38,0.161,0.101,2
"3411",1.703,0.642,0.256,0.148,2
"3412",0.91,0.229,0.131,0.034,2
"3413",1.191,0.465,0.16,0.054,2
"3414",2.134,0.811,0.313,0.136,2
"3415",2.643,1.289,0.56,0.24,2
"3416",0.894,0.256,0.117,0.003,2
"3417",0.883,0.234,0.113,-0.002,2
"3418",0.833,0.266,0.105,0.003,2
"3419",1.079,0.397,0.144,0.072,2
"3420",0.798,0.253,0.088,0.017,2
"3421",0.837,0.278,0.255,-0.147,2
"3422",1.401,0.448,0.246,0.084,2
"3423",1.237,0.475,0.175,-0.007,2
"3424",1.081,0.39,0.154,0.038,2
"3425",1.422,0.535,0.187,0.07,2
"3426",0.834,0.224,0.063,-0.004,2
"3427",0.912,0.357,0.167,0.059,2
"3428",1.507,0.622,0.291,0.127,2
"3429",0.908,0.275,0.091,0.009,2
"3430",0.9,0.283,0.112,0.016,2
"3431",1.311,0.508,0.156,0.081,2
"3432",1.241,0.453,0.163,0.038,2
"3433",1.029,0.425,0.184,0.063,2
"3434",1.623,0.622,0.207,0.07,2
"3435",2.516,1.139,0.412,0.193,2
"3436",2.214,0.878,0.288,0.154,2
"3437",1.208,0.421,0.133,-0.002,2
"3438",1.128,0.492,0.178,0.109,2
"3439",1.967,0.813,0.301,0.142,2
"3440",1.033,0.459,0.186,0.084,2
"3441",1.344,0.51,0.156,0.079,2
"3442",1.191,0.449,0.202,0.072,2
"3443",1.901,0.673,0.243,0.109,2
"3444",1.175,0.436,0.151,0.072,2
"3445",1.295,0.501,0.213,0.105,2
"3446",2.642,1.227,0.48,0.239,2
"3447",1.708,0.661,0.225,0.12,2
"3448",1.319,0.528,0.186,0.058,2
"3449",1.834,0.776,0.334,0.12,2
"3450",2.196,0.988,0.364,0.116,2
"3451",1.262,0.479,0.183,0.069,2
"3452",1.271,0.459,0.174,0.058,2
"3453",1.884,0.809,0.282,0.156,2
"3454",1.348,0.492,0.222,0.1,2
"3455",2.172,0.894,0.335,0.186,2
"3456",1.283,0.453,0.142,0.023,2
"3457",2.605,1.209,0.506,0.277,2
"3458",2.405,1.01,0.422,0.204,2
"3459",2.056,0.897,0.3,0.192,2
"3460",1.27,0.5,0.163,0.088,2
"3461",0.967,0.34,0.133,0.004,2
"3462",1.237,0.507,0.191,0.077,2
"3463",1.668,0.64,0.258,0.14,2
"3464",1.674,0.628,0.217,0.114,2
"3465",2.469,0.999,0.35,0.185,2
"3466",1.26,0.507,0.183,0.032,2
"3467",1.762,0.729,0.257,0.136,2
"3468",1.978,0.779,0.292,0.124,2
"3469",1.287,0.473,0.156,0.075,2
"3470",2.2,0.929,0.354,0.183,2
"3471",1.234,-0.216,-0.143,-0.058,2
"3472",1.293,0.514,0.157,0.056,2
"3473",1.821,0.674,0.275,0.11,2
"3474",1.492,0.599,0.27,0.108,2
"3475",2.591,1.097,0.387,0.207,2
"3476",1,0.327,0.147,0.029,2
"3477",2.053,0.973,0.347,0.171,2
"3478",1.217,0.427,0.139,0.015,2
"3479",1.748,0.727,0.224,0.104,2
"3480",1.979,0.789,0.22,0.133,2
"3481",1.038,0.433,0.213,0.066,2
"3482",1.677,0.638,0.216,0.125,2
"3483",1.372,0.572,0.18,0.076,2
"3484",0.991,0.368,0.127,0,2
"3485",1.524,0.61,0.209,0.036,2
